,LE US Equity
2023-03-21,51.9893
2023-03-22,52.8347
2023-03-23,51.8895
2023-03-24,52.243
2023-03-25,52.243
2023-03-26,52.243
2023-03-27,53.538
2023-03-28,56.1648
2023-03-29,58.7325
2023-03-30,60.686
2023-03-31,57.3308
2023-04-01,57.3308
2023-04-02,57.3308
2023-04-03,56.3443
2023-04-04,55.038
2023-04-05,53.1268
2023-04-06,54.1157
2023-04-07,54.1157
2023-04-08,54.1157
2023-04-09,54.1157
2023-04-10,52.4002
2023-04-11,52.3366
2023-04-12,48.7855
2023-04-13,47.2419
2023-04-14,46.676
2023-04-15,46.676
2023-04-16,46.676
2023-04-17,45.8801
2023-04-18,45.7648
2023-04-19,45.4106
2023-04-20,45.0498
2023-04-21,44.0838
2023-04-22,44.0838
2023-04-23,44.0838
2023-04-24,44.8484
2023-04-25,41.1251
2023-04-26,40.3667
2023-04-27,40.3667
2023-04-28,42.5531
2023-04-29,42.5531
2023-04-30,42.5531
2023-05-01,41.3338
2023-05-02,41.7449
2023-05-03,44.1733
2023-05-04,41.9426
2023-05-05,45.3384
2023-05-06,45.3384
2023-05-07,45.3384
2023-05-08,43.5997
2023-05-09,40.9657
2023-05-10,42.1955
2023-05-11,46.6506
2023-05-12,48.6323
2023-05-13,48.6323
2023-05-14,48.6323
2023-05-15,49.6639
2023-05-16,48.9645
2023-05-17,53.7982
2023-05-18,55.2952
2023-05-19,52.1855
2023-05-20,52.1855
2023-05-21,52.1855
2023-05-22,51.0109
2023-05-23,51.7791
2023-05-24,53.5752
2023-05-25,49.287
2023-05-26,47.598
2023-05-27,47.598
2023-05-28,47.598
2023-05-29,47.598
2023-05-30,44.0096
2023-05-31,41.1274
2023-06-01,51.8155
2023-06-02,54.903
2023-06-03,54.903
2023-06-04,54.903
2023-06-05,52.5945
2023-06-06,54.2592
2023-06-07,56.1996
2023-06-08,54.6177
2023-06-09,50.8905
2023-06-10,50.8905
2023-06-11,50.8905
2023-06-12,51.631
2023-06-13,52.8567
2023-06-14,51.771
2023-06-15,53.1803
2023-06-16,51.4866
2023-06-17,51.4866
2023-06-18,51.4866
2023-06-19,51.4866
2023-06-20,51.6158
2023-06-21,52.2303
2023-06-22,51.1269
2023-06-23,51.2658
2023-06-24,51.2658
2023-06-25,51.2658
2023-06-26,52.0645
2023-06-27,52.6314
2023-06-28,49.455
2023-06-29,48.2593
2023-06-30,47.6397
2023-07-01,47.6397
2023-07-02,47.6397
2023-07-03,47.9058
2023-07-04,47.9058
2023-07-05,46.3229
2023-07-06,46.0564
2023-07-07,47.6973
2023-07-08,47.6973
2023-07-09,47.6973
2023-07-10,48.4248
2023-07-11,50.6637
2023-07-12,53.515
2023-07-13,53.2309
2023-07-14,52.3679
2023-07-15,52.3679
2023-07-16,52.3679
2023-07-17,50.6137
2023-07-18,52.778
2023-07-19,53.7996
2023-07-20,53.3815
2023-07-21,51.8913
2023-07-22,51.8913
2023-07-23,51.8913
2023-07-24,53.1364
2023-07-25,53.5151
2023-07-26,54.9674
2023-07-27,54.0614
2023-07-28,55.7327
2023-07-29,55.7327
2023-07-30,55.7327
2023-07-31,55.9466
2023-08-01,55.8071
2023-08-02,55.3078
2023-08-03,55.8334
2023-08-04,56.7684
2023-08-05,56.7684
2023-08-06,56.7684
2023-08-07,60.4
2023-08-08,59.9336
2023-08-09,56.5458
2023-08-10,56.4725
2023-08-11,56.9921
2023-08-12,56.9921
2023-08-13,56.9921
2023-08-14,56.3733
2023-08-15,57.2731
2023-08-16,56.3119
2023-08-17,56.0685
2023-08-18,55.2451
2023-08-19,55.2451
2023-08-20,55.2451
2023-08-21,55.0778
2023-08-22,52.2923
2023-08-23,54.9932
2023-08-24,50.6571
2023-08-25,51.3532
2023-08-26,51.3532
2023-08-27,51.3532
2023-08-28,53.3286
2023-08-29,57.2314
2023-08-30,58.263
2023-08-31,43.0026
2023-09-01,42.5745
2023-09-02,42.5745
2023-09-03,42.5745
2023-09-04,42.5745
2023-09-05,42.9149
2023-09-06,42.0248
2023-09-07,41.2789
2023-09-08,40.95
2023-09-09,40.95
2023-09-10,40.95
2023-09-11,40.7103
2023-09-12,40.0316
2023-09-13,39.4006
2023-09-14,39.3512
2023-09-15,41.0324
2023-09-16,41.0324
2023-09-17,41.0324
2023-09-18,39.8886
2023-09-19,40.124
2023-09-20,41.0007
2023-09-21,41.6434
2023-09-22,42.1326
2023-09-23,42.1326
2023-09-24,42.1326
2023-09-25,44.9943
2023-09-26,44.4261
2023-09-27,44.9851
2023-09-28,44.2614
2023-09-29,44.6799
2023-09-30,44.6799
2023-10-01,44.6799
2023-10-02,44.6799
2023-10-03,44.9453
2023-10-04,43.7862
2023-10-05,42.1015
2023-10-06,40.9471
2023-10-07,40.9471
2023-10-08,40.9471
2023-10-09,40.0124
2023-10-10,43.9809
2023-10-11,43.2758
2023-10-12,41.619
2023-10-13,41.3461
2023-10-14,41.3461
2023-10-15,41.3461
2023-10-16,44.8091
2023-10-17,47.8236
2023-10-18,46.7666
2023-10-19,43.4329
2023-10-20,44.9866
2023-10-21,44.9866
2023-10-22,44.9866
2023-10-23,41.6347
2023-10-24,43.4301
2023-10-25,39.7003
2023-10-26,41.8661
2023-10-27,40.9302
2023-10-28,40.9302
2023-10-29,40.9302
2023-10-30,40.7535
2023-10-31,40.8416
2023-11-01,39.8011
2023-11-02,44.3718
2023-11-03,44.781
2023-11-04,44.781
2023-11-05,44.781
2023-11-06,43.7816
2023-11-07,44.9674
2023-11-08,44.2094
2023-11-09,43.7242
2023-11-10,44.7986
2023-11-11,44.7986
2023-11-12,44.7986
2023-11-13,44.0733
2023-11-14,48.074
2023-11-15,48.2406
2023-11-16,46.6166
2023-11-17,47.7431
2023-11-18,47.7431
2023-11-19,47.7431
2023-11-20,48.5212
2023-11-21,47.6247
2023-11-22,47.1333
2023-11-23,47.1333
2023-11-24,45.9879
2023-11-25,45.9879
2023-11-26,45.9879
2023-11-27,46.8469
2023-11-28,49.0808
2023-11-29,49.2646
2023-11-30,49.3592
2023-12-01,46.1555
2023-12-02,46.1555
2023-12-03,46.1555
2023-12-04,45.7291
2023-12-05,51.6449
2023-12-06,59.1941
2023-12-07,60.2934
2023-12-08,60.2934
2023-12-09,60.2934
2023-12-10,60.2934
2023-12-11,62.1717
2023-12-12,58.6534
2023-12-13,54.7719
2023-12-14,58.1939
2023-12-15,58.8382
2023-12-16,58.8382
2023-12-17,58.8382
2023-12-18,59.31
2023-12-19,62.7852
2023-12-20,63.751
2023-12-21,65.0833
2023-12-22,63.0416
2023-12-23,63.0416
2023-12-24,63.0416
2023-12-25,63.0416
2023-12-26,63.505
2023-12-27,63.3225
2023-12-28,60.6188
2023-12-29,61.7452
2023-12-30,61.7452
2023-12-31,61.7452
2024-01-01,61.7452
2024-01-02,60.4922
2024-01-03,57.5578
2024-01-04,57.5578
2024-01-05,55.6872
2024-01-06,55.6872
2024-01-07,55.6872
2024-01-08,57.8146
2024-01-09,54.6094
2024-01-10,54.7425
2024-01-11,52.9748
2024-01-12,53.5391
2024-01-13,53.5391
2024-01-14,53.5391
2024-01-15,53.5391
2024-01-16,51.7715
2024-01-17,51.2937
2024-01-18,52.7959
2024-01-19,53.0952
2024-01-20,53.0952
2024-01-21,53.0952
2024-01-22,56.3185
2024-01-23,58.4205
2024-01-24,56.6577
2024-01-25,57.906
2024-01-26,56.7492
2024-01-27,56.7492
2024-01-28,56.7492
2024-01-29,56.8863
2024-01-30,58.8428
2024-01-31,57.8133
2024-02-01,57.2482
2024-02-02,56.1132
2024-02-03,56.1132
2024-02-04,56.1132
2024-02-05,56.9952
2024-02-06,59.3874
2024-02-07,51.5371
2024-02-08,50.7658
2024-02-09,51.144
2024-02-10,51.144
2024-02-11,51.144
2024-02-12,53.3674
2024-02-13,48.7748
2024-02-14,51.981
2024-02-15,57.0486
2024-02-16,57.0486
2024-02-17,57.0486
2024-02-18,57.0486
2024-02-19,57.0486
2024-02-20,55.5938
2024-02-21,54.7575
2024-02-22,52.3859
2024-02-23,53.2371
2024-02-24,53.2371
2024-02-25,53.2371
2024-02-26,53.3035
2024-02-27,56.4996
2024-02-28,54.4189
2024-02-29,55.7306
2024-03-01,55.6517
2024-03-02,55.6517
2024-03-03,55.6517
2024-03-04,54.8485
2024-03-05,52.3475
2024-03-06,52.8342
2024-03-07,52.2038
2024-03-08,52.2038
2024-03-09,52.2038
2024-03-10,52.2038
2024-03-11,51.7087
2024-03-12,49.8342
2024-03-13,50.2399
2024-03-14,46.7952
2024-03-15,46.7199
2024-03-16,46.7199
2024-03-17,46.7199
2024-03-18,42.7354
2024-03-19,42.2692
2024-03-20,43.8971
2024-03-21,43.1283
2024-03-22,46.4782
2024-03-23,46.4782
2024-03-24,46.4782
2024-03-25,51.0324
2024-03-26,53.1648
2024-03-27,57.8487
2024-03-28,62.3257
2024-03-29,62.3257
2024-03-30,62.3257
2024-03-31,62.3257
2024-04-01,64.2658
2024-04-02,67.0646
2024-04-03,61.2162
2024-04-04,59.9162
2024-04-05,60.7779
2024-04-06,60.7779
2024-04-07,60.7779
2024-04-08,59.9361
