,BBDC US Equity
2020-04-16,39.1759
2020-04-17,39.8417
2020-04-18,39.8417
2020-04-19,39.8417
2020-04-20,38.5855
2020-04-21,37.4697
2020-04-22,37.0475
2020-04-23,37.8623
2020-04-24,40.938
2020-04-25,40.938
2020-04-26,40.938
2020-04-27,41.7896
2020-04-28,41.2968
2020-04-29,43.2858
2020-04-30,42.3184
2020-05-01,41.4246
2020-05-02,41.4246
2020-05-03,41.4246
2020-05-04,44.0446
2020-05-05,42.7266
2020-05-06,43.4271
2020-05-07,43.4271
2020-05-08,43.6116
2020-05-09,43.6116
2020-05-10,43.6116
2020-05-11,43.1026
2020-05-12,42.3717
2020-05-13,41.1449
2020-05-14,41.6588
2020-05-15,42.2845
2020-05-16,42.2845
2020-05-17,42.2845
2020-05-18,43.7409
2020-05-19,42.8618
2020-05-20,43.184
2020-05-21,47.8482
2020-05-22,46.3093
2020-05-23,46.3093
2020-05-24,46.3093
2020-05-25,46.3093
2020-05-26,47.8516
2020-05-27,50.6905
2020-05-28,51.4838
2020-05-29,53.7908
2020-05-30,53.7908
2020-05-31,53.7908
2020-06-01,56.4115
2020-06-02,56.6427
2020-06-03,57.8007
2020-06-04,58.0326
2020-06-05,57.3802
2020-06-06,57.3802
2020-06-07,57.3802
2020-06-08,58.7397
2020-06-09,57.3773
2020-06-10,55.5985
2020-06-11,50.9986
2020-06-12,54.057
2020-06-13,54.057
2020-06-14,54.057
2020-06-15,52.696
2020-06-16,51.8283
2020-06-17,50.9602
2020-06-18,49.4374
2020-06-19,49.1525
2020-06-20,49.1525
2020-06-21,49.1525
2020-06-22,48.9579
2020-06-23,49.7805
2020-06-24,54.0864
2020-06-25,53.6633
2020-06-26,53.447
2020-06-27,53.447
2020-06-28,53.447
2020-06-29,51.8266
2020-06-30,54.491
2020-07-01,52.5578
2020-07-02,53.0366
2020-07-03,53.0366
2020-07-04,53.0366
2020-07-05,53.0366
2020-07-06,52.4887
2020-07-07,50.9635
2020-07-08,51.2774
2020-07-09,48.1931
2020-07-10,49.4935
2020-07-11,49.4935
2020-07-12,49.4935
2020-07-13,49.7111
2020-07-14,51.2329
2020-07-15,51.1186
2020-07-16,49.6296
2020-07-17,50.0923
2020-07-18,50.0923
2020-07-19,50.0923
2020-07-20,50.9087
2020-07-21,52.9559
2020-07-22,53.5129
2020-07-23,51.3733
2020-07-24,50.3925
2020-07-25,50.3925
2020-07-26,50.3925
2020-07-27,48.5929
2020-07-28,50.3063
2020-07-29,50.6708
2020-07-30,51.2868
2020-07-31,50.6327
2020-08-01,50.6327
2020-08-02,50.6327
2020-08-03,52.2699
2020-08-04,51.9955
2020-08-05,54.4685
2020-08-06,56.5524
2020-08-07,58.0956
2020-08-08,58.0956
2020-08-09,58.0956
2020-08-10,58.8515
2020-08-11,58.5394
2020-08-12,58.22
2020-08-13,58.6864
2020-08-14,57.8513
2020-08-15,57.8513
2020-08-16,57.8513
2020-08-17,58.2203
2020-08-18,60.0303
2020-08-19,58.8005
2020-08-20,57.0726
2020-08-21,55.8835
2020-08-22,55.8835
2020-08-23,55.8835
2020-08-24,56.2873
2020-08-25,57.754
2020-08-26,57.5723
2020-08-27,57.7099
2020-08-28,57.8514
2020-08-29,57.8514
2020-08-30,57.8514
2020-08-31,53.9332
2020-09-01,54.9845
2020-09-02,56.0228
2020-09-03,53.4712
2020-09-04,55.2773
2020-09-05,55.2773
2020-09-06,55.2773
2020-09-07,55.2773
2020-09-08,55.5804
2020-09-09,56.1948
2020-09-10,53.882
2020-09-11,53.128
2020-09-12,53.128
2020-09-13,53.128
2020-09-14,51.8154
2020-09-15,51.0696
2020-09-16,53.162
2020-09-17,52.7729
2020-09-18,54.4955
2020-09-19,54.4955
2020-09-20,54.4955
2020-09-21,51.9473
2020-09-22,55.2756
2020-09-23,49.7503
2020-09-24,47.9895
2020-09-25,50.9295
2020-09-26,50.9295
2020-09-27,50.9295
2020-09-28,53.0642
2020-09-29,50.9357
2020-09-30,52.008
2020-10-01,54.7829
2020-10-02,55.7578
2020-10-03,55.7578
2020-10-04,55.7578
2020-10-05,52.7333
2020-10-06,52.2447
2020-10-07,52.9956
2020-10-08,53.2995
2020-10-09,53.7633
2020-10-10,53.7633
2020-10-11,53.7633
2020-10-12,52.1557
2020-10-13,52.8045
2020-10-14,53.2959
2020-10-15,52.728
2020-10-16,53.5808
2020-10-17,53.5808
2020-10-18,53.5808
2020-10-19,54.0949
2020-10-20,56.4244
2020-10-21,52.8568
2020-10-22,52.2868
2020-10-23,51.3324
2020-10-24,51.3324
2020-10-25,51.3324
2020-10-26,49.1069
2020-10-27,48.0298
2020-10-28,43.1362
2020-10-29,46.5184
2020-10-30,42.856
2020-10-31,42.856
2020-11-01,42.856
2020-11-02,43.9515
2020-11-03,44.6829
2020-11-04,47.6845
2020-11-05,50.4649
2020-11-06,49.3477
2020-11-07,49.3477
2020-11-08,49.3477
2020-11-09,52.0164
2020-11-10,56.2267
2020-11-11,57.3871
2020-11-12,54.7194
2020-11-13,56.0406
2020-11-14,56.0406
2020-11-15,56.0406
2020-11-16,56.565
2020-11-17,55.0368
2020-11-18,56.522
2020-11-19,59.4213
2020-11-20,59.9023
2020-11-21,59.9023
2020-11-22,59.9023
2020-11-23,61.2105
2020-11-24,62.1576
2020-11-25,61.9619
2020-11-26,61.9619
2020-11-27,62.3299
2020-11-28,62.3299
2020-11-29,62.3299
2020-11-30,60.7099
2020-12-01,61.4865
2020-12-02,62.5087
2020-12-03,62.7643
2020-12-04,64.8701
2020-12-05,64.8701
2020-12-06,64.8701
2020-12-07,64.6477
2020-12-08,67.099
2020-12-09,67.9741
2020-12-10,66.5997
2020-12-11,65.9104
2020-12-12,65.9104
2020-12-13,65.9104
2020-12-14,65.676
2020-12-15,65.8018
2020-12-16,63.6302
2020-12-17,64.0394
2020-12-18,64.7238
2020-12-19,64.7238
2020-12-20,64.7238
2020-12-21,63.7202
2020-12-22,62.2232
2020-12-23,64.5225
2020-12-24,61.1533
2020-12-25,61.1533
2020-12-26,61.1533
2020-12-27,61.1533
2020-12-28,59.1009
2020-12-29,61.054
2020-12-30,61.6371
2020-12-31,61.9319
2021-01-01,61.9319
2021-01-02,61.9319
2021-01-03,61.9319
2021-01-04,60.725
2021-01-05,61.5012
2021-01-06,58.3973
2021-01-07,56.8005
2021-01-08,57.3179
2021-01-09,57.3179
2021-01-10,57.3179
2021-01-11,57.8403
2021-01-12,57.5972
2021-01-13,58.4994
2021-01-14,59.3931
2021-01-15,59.1296
2021-01-16,59.1296
2021-01-17,59.1296
2021-01-18,59.1296
2021-01-19,58.3267
2021-01-20,56.7328
2021-01-21,59.5888
2021-01-22,58.0045
2021-01-23,58.0045
2021-01-24,58.0045
2021-01-25,54.7423
2021-01-26,58.1163
2021-01-27,53.3189
2021-01-28,53.5079
2021-01-29,50.1464
2021-01-30,50.1464
2021-01-31,50.1464
2021-02-01,53.543
2021-02-02,55.4614
2021-02-03,56.1426
2021-02-04,56.4869
2021-02-05,56.6628
2021-02-06,56.6628
2021-02-07,56.6628
2021-02-08,56.4268
2021-02-09,60.817
2021-02-10,61.5869
2021-02-11,59.1809
2021-02-12,59.3452
2021-02-13,59.3452
2021-02-14,59.3452
2021-02-15,59.3452
2021-02-16,57.8987
2021-02-17,58.0749
2021-02-18,56.8444
2021-02-19,57.0328
2021-02-20,57.0328
2021-02-21,57.0328
2021-02-22,58.5306
2021-02-23,59.7992
2021-02-24,62.0306
2021-02-25,63.1693
2021-02-26,63.8109
2021-02-27,63.8109
2021-02-28,63.8109
2021-03-01,67.4743
2021-03-02,68.5289
2021-03-03,69.9164
2021-03-04,70.5274
2021-03-05,63.8229
2021-03-06,63.8229
2021-03-07,63.8229
2021-03-08,66.5833
2021-03-09,64.1269
2021-03-10,62.4583
2021-03-11,63.5787
2021-03-12,65.9444
2021-03-13,65.9444
2021-03-14,65.9444
2021-03-15,67.7501
2021-03-16,64.2271
2021-03-17,63.0957
2021-03-18,60.0326
2021-03-19,61.1476
2021-03-20,61.1476
2021-03-21,61.1476
2021-03-22,60.2778
2021-03-23,59.1891
2021-03-24,59.6416
2021-03-25,60.3985
2021-03-26,61.2996
2021-03-27,61.2996
2021-03-28,61.2996
2021-03-29,60.8224
2021-03-30,61.4434
2021-03-31,60.6969
2021-04-01,63.4528
2021-04-02,63.4528
2021-04-03,63.4528
2021-04-04,63.4528
2021-04-05,63.5995
2021-04-06,64.7697
2021-04-07,63.9719
2021-04-08,65.1559
2021-04-09,64.0669
2021-04-10,64.0669
2021-04-11,64.0669
2021-04-12,64.6776
2021-04-13,64.114
2021-04-14,62.9784
2021-04-15,64.2871
2021-04-16,64.4496
2021-04-17,64.4496
2021-04-18,64.4496
2021-04-19,64.1476
2021-04-20,63.8382
2021-04-21,64.5458
2021-04-22,62.3376
2021-04-23,62.024
2021-04-24,62.024
2021-04-25,62.024
2021-04-26,62.2206
2021-04-27,63.013
2021-04-28,64.3659
2021-04-29,65.3037
2021-04-30,63.2377
2021-05-01,63.2377
2021-05-02,63.2377
2021-05-03,63.2377
2021-05-04,61.5025
2021-05-05,62.1472
2021-05-06,64.9785
2021-05-07,64.6213
2021-05-08,64.6213
2021-05-09,64.6213
2021-05-10,62.8349
2021-05-11,61.4296
2021-05-12,58.7126
2021-05-13,61.1563
2021-05-14,62.4117
2021-05-15,62.4117
2021-05-16,62.4117
2021-05-17,62.6199
2021-05-18,65.2123
2021-05-19,67.541
2021-05-20,63.8025
2021-05-21,63.1451
2021-05-22,63.1451
2021-05-23,63.1451
2021-05-24,63.1451
2021-05-25,60.4777
2021-05-26,60.1491
2021-05-27,57.5611
2021-05-28,57.7959
2021-05-29,57.7959
2021-05-30,57.7959
2021-05-31,57.7959
2021-06-01,60.2958
2021-06-02,60.9484
2021-06-03,62.4386
2021-06-04,62.6492
2021-06-05,62.6492
2021-06-06,62.6492
2021-06-07,63.7021
2021-06-08,60.468
2021-06-09,61.5887
2021-06-10,62.253
2021-06-11,63.5568
2021-06-12,63.5568
2021-06-13,63.5568
2021-06-14,60.3235
2021-06-15,57.3076
2021-06-16,56.9801
2021-06-17,57.2329
2021-06-18,54.5787
2021-06-19,54.5787
2021-06-20,54.5787
2021-06-21,56.4086
2021-06-22,54.4631
2021-06-23,56.2828
2021-06-24,58.2551
2021-06-25,60.5561
2021-06-26,60.5561
2021-06-27,60.5561
2021-06-28,64.2278
2021-06-29,62.2303
2021-06-30,57.5976
2021-07-01,59.4704
2021-07-02,60.8612
2021-07-03,60.8612
2021-07-04,60.8612
2021-07-05,60.8612
2021-07-06,61.2542
2021-07-07,58.8107
2021-07-08,54.3269
2021-07-09,58.0491
2021-07-10,58.0491
2021-07-11,58.0491
2021-07-12,59.746
2021-07-13,58.9241
2021-07-14,56.2557
2021-07-15,56.4596
2021-07-16,53.3703
2021-07-17,53.3703
2021-07-18,53.3703
2021-07-19,49.4083
2021-07-20,51.8033
2021-07-21,52.4385
2021-07-22,52.4385
2021-07-23,53.5309
2021-07-24,53.5309
2021-07-25,53.5309
2021-07-26,53.0269
2021-07-27,53.0269
2021-07-28,52.7611
2021-07-29,54.1864
2021-07-30,57.2964
2021-07-31,57.2964
2021-08-01,57.2964
2021-08-02,54.0434
2021-08-03,54.9258
2021-08-04,55.3691
2021-08-05,55.8186
2021-08-06,61.2663
2021-08-07,61.2663
2021-08-08,61.2663
2021-08-09,61.4484
2021-08-10,61.635
2021-08-11,62.2029
2021-08-12,62.3948
2021-08-13,62.7857
2021-08-14,62.7857
2021-08-15,62.7857
2021-08-16,61.4637
2021-08-17,63.0724
2021-08-18,59.842
2021-08-19,53.5947
2021-08-20,55.9721
2021-08-21,55.9721
2021-08-22,55.9721
2021-08-23,55.1746
2021-08-24,56.665
2021-08-25,57.7041
2021-08-26,55.5013
2021-08-27,54.9588
2021-08-28,54.9588
2021-08-29,54.9588
2021-08-30,52.5665
2021-08-31,53.2679
2021-09-01,57.3957
2021-09-02,57.5996
2021-09-03,58.423
2021-09-04,58.423
2021-09-05,58.423
2021-09-06,58.423
2021-09-07,54.7771
2021-09-08,52.1856
2021-09-09,55.2517
2021-09-10,56.2873
2021-09-11,56.2873
2021-09-12,56.2873
2021-09-13,55.4902
2021-09-14,56.7572
2021-09-15,58.1934
2021-09-16,56.5286
2021-09-17,54.642
2021-09-18,54.642
2021-09-19,54.642
2021-09-20,51.5887
2021-09-21,55.648
2021-09-22,58.3125
2021-09-23,59.7421
2021-09-24,58.1937
2021-09-25,58.1937
2021-09-26,58.1937
2021-09-27,59.1074
2021-09-28,58.0573
2021-09-29,59.1826
2021-09-30,58.3726
2021-10-01,59.8871
2021-10-02,59.8871
2021-10-03,59.8871
2021-10-04,55.4521
2021-10-05,54.4702
2021-10-06,56.8418
2021-10-07,55.8389
2021-10-08,58.3119
2021-10-09,58.3119
2021-10-10,58.3119
2021-10-11,57.7968
2021-10-12,57.0153
2021-10-13,56.7506
2021-10-14,57.7646
2021-10-15,57.9684
2021-10-16,57.9684
2021-10-17,57.9684
2021-10-18,55.4753
2021-10-19,56.126
2021-10-20,54.7466
2021-10-21,53.924
2021-10-22,53.924
2021-10-23,53.924
2021-10-24,53.924
2021-10-25,53.3521
2021-10-26,52.7731
2021-10-27,53.8102
2021-10-28,56.2926
2021-10-29,60.2685
2021-10-30,60.2685
2021-10-31,60.2685
2021-11-01,59.9551
2021-11-02,60.3814
2021-11-03,61.0252
2021-11-04,62.0875
2021-11-05,63.5272
2021-11-06,63.5272
2021-11-07,63.5272
2021-11-08,63.1727
2021-11-09,63.593
2021-11-10,64.8386
2021-11-11,64.8386
2021-11-12,61.8207
2021-11-13,61.8207
2021-11-14,61.8207
2021-11-15,60.3674
2021-11-16,58.9342
2021-11-17,55.848
2021-11-18,56.3732
2021-11-19,55.6879
2021-11-20,55.6879
2021-11-21,55.6879
2021-11-22,58.3092
2021-11-23,56.5449
2021-11-24,55.1635
2021-11-25,55.1635
2021-11-26,50.0988
2021-11-27,50.0988
2021-11-28,50.0988
2021-11-29,49.511
2021-11-30,48.3376
2021-12-01,47.7523
2021-12-02,56.4762
2021-12-03,54.7045
2021-12-04,54.7045
2021-12-05,54.7045
2021-12-06,54.9482
2021-12-07,53.7516
2021-12-08,52.8586
2021-12-09,49.9943
2021-12-10,51.6215
2021-12-11,51.6215
2021-12-12,51.6215
2021-12-13,49.9404
2021-12-14,49.6616
2021-12-15,48.2677
2021-12-16,47.4412
2021-12-17,43.3461
2021-12-18,43.3461
2021-12-19,43.3461
2021-12-20,44.279
2021-12-21,45.2123
2021-12-22,49.5805
2021-12-23,53.4222
2021-12-24,53.4222
2021-12-25,53.4222
2021-12-26,53.4222
2021-12-27,51.5268
2021-12-28,51.5268
2021-12-29,53.2999
2021-12-30,49.8003
2021-12-31,53.8954
2022-01-01,53.8954
2022-01-02,53.8954
2022-01-03,53.3656
2022-01-04,54.7462
2022-01-05,52.5984
2022-01-06,53.0745
2022-01-07,54.2626
2022-01-08,54.2626
2022-01-09,54.2626
2022-01-10,54.2626
2022-01-11,55.703
2022-01-12,55.703
2022-01-13,53.8869
2022-01-14,49.9557
2022-01-15,49.9557
2022-01-16,49.9557
2022-01-17,49.9557
2022-01-18,49.4229
2022-01-19,46.5951
2022-01-20,43.9913
2022-01-21,42.6466
2022-01-22,42.6466
2022-01-23,42.6466
2022-01-24,41.5517
2022-01-25,46.1302
2022-01-26,46.9365
2022-01-27,46.2208
2022-01-28,46.5021
2022-01-29,46.5021
2022-01-30,46.5021
2022-01-31,49.5072
2022-02-01,52.7518
2022-02-02,57.3336
2022-02-03,54.4713
2022-02-04,56.8996
2022-02-05,56.8996
2022-02-06,56.8996
2022-02-07,57.0968
2022-02-08,56.5612
2022-02-09,55.4844
2022-02-10,56.1324
2022-02-11,53.7063
2022-02-12,53.7063
2022-02-13,53.7063
2022-02-14,52.9176
2022-02-15,52.109
2022-02-16,55.8319
2022-02-17,55.0025
2022-02-18,51.8176
2022-02-19,51.8176
2022-02-20,51.8176
2022-02-21,51.8176
2022-02-22,51.053
2022-02-23,52.9674
2022-02-24,52.7008
2022-02-25,53.1882
2022-02-26,53.1882
2022-02-27,53.1882
2022-02-28,53.1882
2022-03-01,50.409
2022-03-02,52.4646
2022-03-03,52.9687
2022-03-04,48.6945
2022-03-05,48.6945
2022-03-06,48.6945
2022-03-07,42.4878
2022-03-08,40.9452
2022-03-09,40.3766
2022-03-10,37.1721
2022-03-11,37.4574
2022-03-12,37.4574
2022-03-13,37.4574
2022-03-14,37.4574
2022-03-15,37.0969
2022-03-16,36.196
2022-03-17,39.8243
2022-03-18,39.2471
2022-03-19,39.2471
2022-03-20,39.2471
2022-03-21,46.9379
2022-03-22,45.9015
2022-03-23,43.516
2022-03-24,43.7679
2022-03-25,46.7181
2022-03-26,46.7181
2022-03-27,46.7181
2022-03-28,45.0867
2022-03-29,47.0012
2022-03-30,45.7633
2022-03-31,45.5565
2022-04-01,48.9017
2022-04-02,48.9017
2022-04-03,48.9017
2022-04-04,48.0294
2022-04-05,46.3201
2022-04-06,45.0754
2022-04-07,45.3287
2022-04-08,50.5216
2022-04-09,50.5216
2022-04-10,50.5216
2022-04-11,50.297
2022-04-12,51.6319
2022-04-13,52.5115
2022-04-14,51.5418
2022-04-15,51.5418
2022-04-16,51.5418
2022-04-17,51.5418
2022-04-18,54.3744
2022-04-19,57.3501
2022-04-20,58.1039
2022-04-21,55.5641
2022-04-22,49.7189
2022-04-23,49.7189
2022-04-24,49.7189
2022-04-25,49.7189
2022-04-26,44.0029
2022-04-27,44.224
2022-04-28,46.8303
2022-04-29,43.5009
2022-04-30,43.5009
2022-05-01,43.5009
2022-05-02,40.0871
2022-05-03,43.0303
2022-05-04,46.5242
2022-05-05,42.8956
2022-05-06,49.5148
2022-05-07,49.5148
2022-05-08,49.5148
2022-05-09,46.2445
2022-05-10,48.0948
2022-05-11,47.5306
2022-05-12,44.9404
2022-05-13,46.0607
2022-05-14,46.0607
2022-05-15,46.0607
2022-05-16,48.0899
2022-05-17,50.0345
2022-05-18,46.5644
2022-05-19,45.6474
2022-05-20,45.8051
2022-05-21,45.8051
2022-05-22,45.8051
2022-05-23,47.0761
2022-05-24,46.6517
2022-05-25,48.5704
2022-05-26,49.9665
2022-05-27,51.185
2022-05-28,51.185
2022-05-29,51.185
2022-05-30,51.185
2022-05-31,49.7742
2022-06-01,50.8639
2022-06-02,51.4861
2022-06-03,50.1717
2022-06-04,50.1717
2022-06-05,50.1717
2022-06-06,50.8211
2022-06-07,49.9594
2022-06-08,47.941
2022-06-09,48.1217
2022-06-10,48.8562
2022-06-11,48.8562
2022-06-12,48.8562
2022-06-13,42.7513
2022-06-14,40.8555
2022-06-15,41.6207
2022-06-16,37.824
2022-06-17,38.2128
2022-06-18,38.2128
2022-06-19,38.2128
2022-06-20,38.2128
2022-06-21,39.3887
2022-06-22,38.8784
2022-06-23,37.8635
2022-06-24,40.4756
2022-06-25,40.4756
2022-06-26,40.4756
2022-06-27,42.9564
2022-06-28,42.5332
2022-06-29,41.2714
2022-06-30,40.3093
2022-07-01,44.1571
2022-07-02,44.1571
2022-07-03,44.1571
2022-07-04,44.1571
2022-07-05,44.1571
2022-07-06,42.8276
2022-07-07,44.74
2022-07-08,44.4325
2022-07-09,44.4325
2022-07-10,44.4325
2022-07-11,43.055
2022-07-12,44.0518
2022-07-13,43.1149
2022-07-14,42.1866
2022-07-15,44.2558
2022-07-16,44.2558
2022-07-17,44.2558
2022-07-18,45.4673
2022-07-19,47.626
2022-07-20,49.1407
2022-07-21,48.0622
2022-07-22,48.0622
2022-07-23,48.0622
2022-07-24,48.0622
2022-07-25,46.2518
2022-07-26,47.279
2022-07-27,49.0907
2022-07-28,51.2105
2022-07-29,52.3305
2022-07-30,52.3305
2022-07-31,52.3305
2022-08-01,53.0734
2022-08-02,51.2155
2022-08-03,53.2832
2022-08-04,53.4687
2022-08-05,54.035
2022-08-06,54.035
2022-08-07,54.035
2022-08-08,57.4297
2022-08-09,55.4239
2022-08-10,60.2152
2022-08-11,59.1196
2022-08-12,60.7451
2022-08-13,60.7451
2022-08-14,60.7451
2022-08-15,59.4121
2022-08-16,60.4594
2022-08-17,56.1754
2022-08-18,56.8086
2022-08-19,54.9603
2022-08-20,54.9603
2022-08-21,54.9603
2022-08-22,52.4123
2022-08-23,53.4429
2022-08-24,55.2796
2022-08-25,55.4449
2022-08-26,52.8192
2022-08-27,52.8192
2022-08-28,52.8192
2022-08-29,51.6513
2022-08-30,51.0673
2022-08-31,50.6721
2022-09-01,46.7434
2022-09-02,47.9365
2022-09-03,47.9365
2022-09-04,47.9365
2022-09-05,47.9365
2022-09-06,45.9359
2022-09-07,46.9765
2022-09-08,49.007
2022-09-09,50.9502
2022-09-10,50.9502
2022-09-11,50.9502
2022-09-12,50.9502
2022-09-13,48.5732
2022-09-14,49.785
2022-09-15,50.5879
2022-09-16,49.1647
2022-09-17,49.1647
2022-09-18,49.1647
2022-09-19,47.3914
2022-09-20,45.3244
2022-09-21,43.8844
2022-09-22,40.0957
2022-09-23,35.6641
2022-09-24,35.6641
2022-09-25,35.6641
2022-09-26,31.4007
2022-09-27,33.979
2022-09-28,36.6474
2022-09-29,32.9394
2022-09-30,32.4541
2022-10-01,32.4541
2022-10-02,32.4541
2022-10-03,33.2677
2022-10-04,41.1509
2022-10-05,38.7294
2022-10-06,37.5854
2022-10-07,35.4208
2022-10-08,35.4208
2022-10-09,35.4208
2022-10-10,34.2162
2022-10-11,34.5703
2022-10-12,34.5703
2022-10-13,37.1066
2022-10-14,37.9946
2022-10-15,37.9946
2022-10-16,37.9946
2022-10-17,40.2632
2022-10-18,40.9509
2022-10-19,40.4689
2022-10-20,39.7432
2022-10-21,39.6207
2022-10-22,39.6207
2022-10-23,39.6207
2022-10-24,41.4865
2022-10-25,47.8247
2022-10-26,47.2672
2022-10-27,48.0503
2022-10-28,50.6292
2022-10-29,50.6292
2022-10-30,50.6292
2022-10-31,49.4345
2022-11-01,48.8385
2022-11-02,49.4688
2022-11-03,47.5013
2022-11-04,50.3308
2022-11-05,50.3308
2022-11-06,50.3308
2022-11-07,52.8155
2022-11-08,50.9542
2022-11-09,49.3064
2022-11-10,52.213
2022-11-11,53.0485
2022-11-12,53.0485
2022-11-13,53.0485
2022-11-14,47.2135
2022-11-15,50.6383
2022-11-16,50.6383
2022-11-17,50.911
2022-11-18,50.4783
2022-11-19,50.4783
2022-11-20,50.4783
2022-11-21,51.7509
2022-11-22,54.1867
2022-11-23,52.0716
2022-11-24,52.0716
2022-11-25,53.1525
2022-11-26,53.1525
2022-11-27,53.1525
2022-11-28,51.211
2022-11-29,52.1839
2022-11-30,52.8782
2022-12-01,53.1597
2022-12-02,52.6715
2022-12-03,52.6715
2022-12-04,52.6715
2022-12-05,50.4356
2022-12-06,47.9629
2022-12-07,47.2145
2022-12-08,47.5531
2022-12-09,47.7266
2022-12-10,47.7266
2022-12-11,47.7266
2022-12-12,48.2576
2022-12-13,49.3228
2022-12-14,47.6322
2022-12-15,45.6882
2022-12-16,41.7245
2022-12-17,41.7245
2022-12-18,41.7245
2022-12-19,40.7758
2022-12-20,40.6392
2022-12-21,40.3595
2022-12-22,42.0108
2022-12-23,43.0306
2022-12-24,43.0306
2022-12-25,43.0306
2022-12-26,43.0306
2022-12-27,43.4422
2022-12-28,40.8473
2022-12-29,43.5163
2022-12-30,42.3012
2022-12-31,42.3012
2023-01-01,42.3012
2023-01-02,42.3012
2023-01-03,43.7236
2023-01-04,48.421
2023-01-05,46.8044
2023-01-06,47.35
2023-01-07,47.35
2023-01-08,47.35
2023-01-09,50.002
2023-01-10,50.8557
2023-01-11,54.0985
2023-01-12,56.334
2023-01-13,54.681
2023-01-14,54.681
2023-01-15,54.681
2023-01-16,54.681
2023-01-17,55.135
2023-01-18,54.0156
2023-01-19,51.492
2023-01-20,51.139
2023-01-21,51.139
2023-01-22,51.139
2023-01-23,51.3117
2023-01-24,50.755
2023-01-25,48.7489
2023-01-26,49.867
2023-01-27,53.046
2023-01-28,53.046
2023-01-29,53.046
2023-01-30,50.6465
2023-01-31,52.5262
2023-02-01,52.5262
2023-02-02,53.8929
2023-02-03,54.7354
2023-02-04,54.7354
2023-02-05,54.7354
2023-02-06,52.1713
2023-02-07,51.5943
2023-02-08,52.6771
2023-02-09,48.9047
2023-02-10,50.0156
2023-02-11,50.0156
2023-02-12,50.0156
2023-02-13,50.0156
2023-02-14,50.4003
2023-02-15,50.5969
2023-02-16,50.1852
2023-02-17,51.6108
2023-02-18,51.6108
2023-02-19,51.6108
2023-02-20,51.6108
2023-02-21,47.7721
2023-02-22,49.2118
2023-02-23,50.2257
2023-02-24,49.8142
2023-02-25,49.8142
2023-02-26,49.8142
2023-02-27,50.026
2023-02-28,50.4585
2023-03-01,48.5043
2023-03-02,46.8363
2023-03-03,49.3155
2023-03-04,49.3155
2023-03-05,49.3155
2023-03-06,51.4449
2023-03-07,46.456
2023-03-08,47.7661
2023-03-09,42.5596
2023-03-10,38.5162
2023-03-11,38.5162
2023-03-12,38.5162
2023-03-13,37.0333
2023-03-14,39.0204
2023-03-15,39.2408
2023-03-16,38.9496
2023-03-17,35.9161
2023-03-18,35.9161
2023-03-19,35.9161
