,BAH US Equity
2020-04-15,52.8872
2020-04-16,53.6276
2020-04-17,54.8907
2020-04-18,54.8907
2020-04-19,54.8907
2020-04-20,53.5569
2020-04-21,51.2979
2020-04-22,52.2953
2020-04-23,52.9796
2020-04-24,53.3564
2020-04-25,53.3564
2020-04-26,53.3564
2020-04-27,54.4453
2020-04-28,53.4767
2020-04-29,52.1455
2020-04-30,50.6885
2020-05-01,49.7008
2020-05-02,49.7008
2020-05-03,49.7008
2020-05-04,50.0264
2020-05-05,51.0106
2020-05-06,51.021
2020-05-07,51.1389
2020-05-08,50.1506
2020-05-09,50.1506
2020-05-10,50.1506
2020-05-11,49.7619
2020-05-12,48.1492
2020-05-13,47.2347
2020-05-14,46.6976
2020-05-15,47.7977
2020-05-16,47.7977
2020-05-17,47.7977
2020-05-18,47.644
2020-05-19,49.5801
2020-05-20,52.5338
2020-05-21,52.8616
2020-05-22,53.9657
2020-05-23,53.9657
2020-05-24,53.9657
2020-05-25,53.9657
2020-05-26,54.482
2020-05-27,54.9571
2020-05-28,57.3624
2020-05-29,58.4818
2020-05-30,58.4818
2020-05-31,58.4818
2020-06-01,58.4506
2020-06-02,59.2141
2020-06-03,59.1976
2020-06-04,59.4787
2020-06-05,59.2675
2020-06-06,59.2675
2020-06-07,59.2675
2020-06-08,59.6871
2020-06-09,58.0849
2020-06-10,60.2903
2020-06-11,52.7672
2020-06-12,52.9524
2020-06-13,52.9524
2020-06-14,52.9524
2020-06-15,52.8605
2020-06-16,54.2962
2020-06-17,56.3273
2020-06-18,57.3025
2020-06-19,56.4724
2020-06-20,56.4724
2020-06-21,56.4724
2020-06-22,56.6315
2020-06-23,56.7678
2020-06-24,52.0164
2020-06-25,52.4994
2020-06-26,47.7666
2020-06-27,47.7666
2020-06-28,47.7666
2020-06-29,49.8375
2020-06-30,52.6459
2020-07-01,54.8324
2020-07-02,54.9477
2020-07-03,54.9477
2020-07-04,54.9477
2020-07-05,54.9477
2020-07-06,51.7304
2020-07-07,48.8812
2020-07-08,48.981
2020-07-09,48.6862
2020-07-10,48.7621
2020-07-11,48.7621
2020-07-12,48.7621
2020-07-13,43.8712
2020-07-14,44.7221
2020-07-15,45.1837
2020-07-16,43.1279
2020-07-17,45.3002
2020-07-18,45.3002
2020-07-19,45.3002
2020-07-20,46.1203
2020-07-21,46.5981
2020-07-22,49.8349
2020-07-23,48.6212
2020-07-24,48.6212
2020-07-25,48.6212
2020-07-26,48.6212
2020-07-27,49.0794
2020-07-28,49.8452
2020-07-29,52.0074
2020-07-30,53.8295
2020-07-31,59.0934
2020-08-01,59.0934
2020-08-02,59.0934
2020-08-03,61.0864
2020-08-04,60.3392
2020-08-05,59.3437
2020-08-06,59.813
2020-08-07,61.8788
2020-08-08,61.8788
2020-08-09,61.8788
2020-08-10,61.8602
2020-08-11,63.4283
2020-08-12,62.8089
2020-08-13,63.2052
2020-08-14,63.9991
2020-08-15,63.9991
2020-08-16,63.9991
2020-08-17,62.4414
2020-08-18,62.6518
2020-08-19,63.1044
2020-08-20,63.7732
2020-08-21,62.8614
2020-08-22,62.8614
2020-08-23,62.8614
2020-08-24,64.2292
2020-08-25,62.0869
2020-08-26,63.4783
2020-08-27,64.8626
2020-08-28,65.099
2020-08-29,65.099
2020-08-30,65.099
2020-08-31,63.449
2020-09-01,63.9154
2020-09-02,64.2257
2020-09-03,59.1677
2020-09-04,56.1655
2020-09-05,56.1655
2020-09-06,56.1655
2020-09-07,56.1655
2020-09-08,53.8272
2020-09-09,57.0919
2020-09-10,53.8411
2020-09-11,53.6065
2020-09-12,53.6065
2020-09-13,53.6065
2020-09-14,53.0729
2020-09-15,53.305
2020-09-16,54.8081
2020-09-17,54.8742
2020-09-18,54.5238
2020-09-19,54.5238
2020-09-20,54.5238
2020-09-21,56.241
2020-09-22,58.9703
2020-09-23,52.0573
2020-09-24,50.6349
2020-09-25,53.549
2020-09-26,53.549
2020-09-27,53.549
2020-09-28,53.7199
2020-09-29,52.4324
2020-09-30,50.2228
2020-10-01,50.343
2020-10-02,49.9861
2020-10-03,49.9861
2020-10-04,49.9861
2020-10-05,49.2455
2020-10-06,48.9164
2020-10-07,47.6892
2020-10-08,47.268
2020-10-09,46.8955
2020-10-10,46.8955
2020-10-11,46.8955
2020-10-12,47.7475
2020-10-13,46.6443
2020-10-14,49.563
2020-10-15,48.8617
2020-10-16,49.3489
2020-10-17,49.3489
2020-10-18,49.3489
2020-10-19,44.9217
2020-10-20,44.1906
2020-10-21,42.7681
2020-10-22,42.2642
2020-10-23,43.7074
2020-10-24,43.7074
2020-10-25,43.7074
2020-10-26,41.6421
2020-10-27,41.2628
2020-10-28,36.5372
2020-10-29,38.1625
2020-10-30,45.0891
2020-10-31,45.0891
2020-11-01,45.0891
2020-11-02,49.977
2020-11-03,53.906
2020-11-04,59.3451
2020-11-05,56.8405
2020-11-06,57.2191
2020-11-07,57.2191
2020-11-08,57.2191
2020-11-09,56.9778
2020-11-10,57.1514
2020-11-11,56.142
2020-11-12,56.8321
2020-11-13,58.7177
2020-11-14,58.7177
2020-11-15,58.7177
2020-11-16,61.0312
2020-11-17,60.6018
2020-11-18,58.5486
2020-11-19,58.617
2020-11-20,56.7564
2020-11-21,56.7564
2020-11-22,56.7564
2020-11-23,57.7252
2020-11-24,57.6454
2020-11-25,57.9161
2020-11-26,57.9161
2020-11-27,58.1161
2020-11-28,58.1161
2020-11-29,58.1161
2020-11-30,55.3131
2020-12-01,58.9929
2020-12-02,57.648
2020-12-03,57.3203
2020-12-04,57.3986
2020-12-05,57.3986
2020-12-06,57.3986
2020-12-07,57.7036
2020-12-08,56.4064
2020-12-09,55.0396
2020-12-10,55.4649
2020-12-11,55.6997
2020-12-12,55.6997
2020-12-13,55.6997
2020-12-14,56.6455
2020-12-15,58.31
2020-12-16,60.7167
2020-12-17,56.8751
2020-12-18,58.1447
2020-12-19,58.1447
2020-12-20,58.1447
2020-12-21,53.5723
2020-12-22,52.6276
2020-12-23,53.1548
2020-12-24,52.9028
2020-12-25,52.9028
2020-12-26,52.9028
2020-12-27,52.9028
2020-12-28,53.3981
2020-12-29,52.4975
2020-12-30,51.9667
2020-12-31,52.3817
2021-01-01,52.3817
2021-01-02,52.3817
2021-01-03,52.3817
2021-01-04,49.7155
2021-01-05,51.1724
2021-01-06,55.1825
2021-01-07,58.8982
2021-01-08,60.0868
2021-01-09,60.0868
2021-01-10,60.0868
2021-01-11,59.5877
2021-01-12,61.6289
2021-01-13,58.5016
2021-01-14,58.6647
2021-01-15,59.8407
2021-01-16,59.8407
2021-01-17,59.8407
2021-01-18,59.8407
2021-01-19,62.4786
2021-01-20,64.0413
2021-01-21,63.5189
2021-01-22,65.117
2021-01-23,65.117
2021-01-24,65.117
2021-01-25,67.2397
2021-01-26,67.5902
2021-01-27,66.8765
2021-01-28,61.4793
2021-01-29,44.116
2021-01-30,44.116
2021-01-31,44.116
2021-02-01,42.3966
2021-02-02,41.9677
2021-02-03,40.1467
2021-02-04,42.7336
2021-02-05,41.1967
2021-02-06,41.1967
2021-02-07,41.1967
2021-02-08,41.0336
2021-02-09,43.0501
2021-02-10,43.6759
2021-02-11,45.9806
2021-02-12,43.3935
2021-02-13,43.3935
2021-02-14,43.3935
2021-02-15,43.3935
2021-02-16,41.7413
2021-02-17,41.1103
2021-02-18,39.8521
2021-02-19,38.796
2021-02-20,38.796
2021-02-21,38.796
2021-02-22,37.1998
2021-02-23,36.862
2021-02-24,38.7908
2021-02-25,39.0501
2021-02-26,37.8649
2021-02-27,37.8649
2021-02-28,37.8649
2021-03-01,41.9648
2021-03-02,41.5613
2021-03-03,41.0509
2021-03-04,38.6107
2021-03-05,38.7432
2021-03-06,38.7432
2021-03-07,38.7432
2021-03-08,41.5403
2021-03-09,41.2674
2021-03-10,41.9809
2021-03-11,42.6823
2021-03-12,42.3389
2021-03-13,42.3389
2021-03-14,42.3389
2021-03-15,46.2187
2021-03-16,44.4486
2021-03-17,45.5543
2021-03-18,46.4935
2021-03-19,45.221
2021-03-20,45.221
2021-03-21,45.221
2021-03-22,45.3719
2021-03-23,45.7966
2021-03-24,45.267
2021-03-25,46.5655
2021-03-26,45.5004
2021-03-27,45.5004
2021-03-28,45.5004
2021-03-29,48.7475
2021-03-30,47.5987
2021-03-31,47.1741
2021-04-01,49.467
2021-04-02,49.467
2021-04-03,49.467
2021-04-04,49.467
2021-04-05,53.0075
2021-04-06,50.7948
2021-04-07,50.302
2021-04-08,49.9123
2021-04-09,50.3669
2021-04-10,50.3669
2021-04-11,50.3669
2021-04-12,51.8181
2021-04-13,50.8395
2021-04-14,51.3439
2021-04-15,52.4313
2021-04-16,54.8719
2021-04-17,54.8719
2021-04-18,54.8719
2021-04-19,55.1626
2021-04-20,52.0418
2021-04-21,53.0904
2021-04-22,52.5929
2021-04-23,51.8284
2021-04-24,51.8284
2021-04-25,51.8284
2021-04-26,50.3993
2021-04-27,50.8033
2021-04-28,48.4404
2021-04-29,51.7141
2021-04-30,50.8733
2021-05-01,50.8733
2021-05-02,50.8733
2021-05-03,52.748
2021-05-04,56.0309
2021-05-05,51.9735
2021-05-06,52.6121
2021-05-07,52.7077
2021-05-08,52.7077
2021-05-09,52.7077
2021-05-10,51.1068
2021-05-11,47.7836
2021-05-12,45.9049
2021-05-13,50.7086
2021-05-14,50.7833
2021-05-15,50.7833
2021-05-16,50.7833
2021-05-17,50.9947
2021-05-18,49.2061
2021-05-19,47.2626
2021-05-20,48.741
2021-05-21,51.7713
2021-05-22,51.7713
2021-05-23,51.7713
2021-05-24,55.4721
2021-05-25,54.0356
2021-05-26,55.1524
2021-05-27,54.6735
2021-05-28,53.5648
2021-05-29,53.5648
2021-05-30,53.5648
2021-05-31,53.5648
2021-06-01,53.6198
2021-06-02,55.6339
2021-06-03,53.7837
2021-06-04,54.5019
2021-06-05,54.5019
2021-06-06,54.5019
2021-06-07,55.5105
2021-06-08,55.6769
2021-06-09,57.7468
2021-06-10,59.1658
2021-06-11,58.9659
2021-06-12,58.9659
2021-06-13,58.9659
2021-06-14,58.3769
2021-06-15,58.7659
2021-06-16,58.8228
2021-06-17,58.5443
2021-06-18,55.5263
2021-06-19,55.5263
2021-06-20,55.5263
2021-06-21,58.8479
2021-06-22,59.5364
2021-06-23,55.7058
2021-06-24,54.0656
2021-06-25,56.0821
2021-06-26,56.0821
2021-06-27,56.0821
2021-06-28,52.2087
2021-06-29,50.6302
2021-06-30,50.7799
2021-07-01,52.9107
2021-07-02,54.0516
2021-07-03,54.0516
2021-07-04,54.0516
2021-07-05,54.0516
2021-07-06,54.8598
2021-07-07,58.276
2021-07-08,56.602
2021-07-09,57.5844
2021-07-10,57.5844
2021-07-11,57.5844
2021-07-12,57.8266
2021-07-13,57.539
2021-07-14,57.5985
2021-07-15,58.5989
2021-07-16,58.8
2021-07-17,58.8
2021-07-18,58.8
2021-07-19,54.6274
2021-07-20,57.2301
2021-07-21,56.1979
2021-07-22,56.1442
2021-07-23,58.0324
2021-07-24,58.0324
2021-07-25,58.0324
2021-07-26,58.2368
2021-07-27,58.2075
2021-07-28,58.5101
2021-07-29,57.86
2021-07-30,47.6817
2021-07-31,47.6817
2021-08-01,47.6817
2021-08-02,47.5929
2021-08-03,41.5651
2021-08-04,40.2341
2021-08-05,40.2601
2021-08-06,39.847
2021-08-07,39.847
2021-08-08,39.847
2021-08-09,38.4112
2021-08-10,39.0563
2021-08-11,40.5408
2021-08-12,40.1778
2021-08-13,39.0498
2021-08-14,39.0498
2021-08-15,39.0498
2021-08-16,41.6082
2021-08-17,42.1725
2021-08-18,38.8159
2021-08-19,42.5611
2021-08-20,44.9528
2021-08-21,44.9528
2021-08-22,44.9528
2021-08-23,43.0965
2021-08-24,42.6123
2021-08-25,43.4793
2021-08-26,42.9103
2021-08-27,44.4416
2021-08-28,44.4416
2021-08-29,44.4416
2021-08-30,44.6571
2021-08-31,45.0704
2021-09-01,46.637
2021-09-02,49.6351
2021-09-03,48.3879
2021-09-04,48.3879
2021-09-05,48.3879
2021-09-06,48.3879
2021-09-07,45.5553
2021-09-08,47.7594
2021-09-09,46.8364
2021-09-10,44.906
2021-09-11,44.906
2021-09-12,44.906
2021-09-13,46.8811
2021-09-14,42.1499
2021-09-15,43.6277
2021-09-16,42.7944
2021-09-17,42.4153
2021-09-18,42.4153
2021-09-19,42.4153
2021-09-20,42.2117
2021-09-21,38.8189
2021-09-22,39.702
2021-09-23,39.8468
2021-09-24,41.8974
2021-09-25,41.8974
2021-09-26,41.8974
2021-09-27,42.8344
2021-09-28,40.7928
2021-09-29,43.5213
2021-09-30,43.3084
2021-10-01,47.2079
2021-10-02,47.2079
2021-10-03,47.2079
2021-10-04,48.3162
2021-10-05,45.1724
2021-10-06,46.3003
2021-10-07,48.1075
2021-10-08,47.6924
2021-10-09,47.6924
2021-10-10,47.6924
2021-10-11,46.5385
2021-10-12,46.2377
2021-10-13,46.5675
2021-10-14,47.5388
2021-10-15,48.3982
2021-10-16,48.3982
2021-10-17,48.3982
2021-10-18,48.0567
2021-10-19,48.4331
2021-10-20,48.9629
2021-10-21,54.2567
2021-10-22,53.7856
2021-10-23,53.7856
2021-10-24,53.7856
2021-10-25,55.5571
2021-10-26,52.5627
2021-10-27,45.2637
2021-10-28,47.4883
2021-10-29,59.7445
2021-10-30,59.7445
2021-10-31,59.7445
2021-11-01,60.8547
2021-11-02,61.1245
2021-11-03,58.7063
2021-11-04,59.7825
2021-11-05,58.3481
2021-11-06,58.3481
2021-11-07,58.3481
2021-11-08,59.8432
2021-11-09,59.9869
2021-11-10,60.6986
2021-11-11,61.4877
2021-11-12,63.7557
2021-11-13,63.7557
2021-11-14,63.7557
2021-11-15,61.6603
2021-11-16,60.6049
2021-11-17,60.9506
2021-11-18,56.1004
2021-11-19,57.0203
2021-11-20,57.0203
2021-11-21,57.0203
2021-11-22,58.9538
2021-11-23,57.7643
2021-11-24,55.494
2021-11-25,55.494
2021-11-26,51.6578
2021-11-27,51.6578
2021-11-28,51.6578
2021-11-29,53.2996
2021-11-30,49.1041
2021-12-01,49.0482
2021-12-02,53.6083
2021-12-03,52.7872
2021-12-04,52.7872
2021-12-05,52.7872
2021-12-06,53.6441
2021-12-07,53.1553
2021-12-08,51.6342
2021-12-09,47.9443
2021-12-10,47.7452
2021-12-11,47.7452
2021-12-12,47.7452
2021-12-13,50.2886
2021-12-14,49.1365
2021-12-15,47.1403
2021-12-16,46.619
2021-12-17,45.1756
2021-12-18,45.1756
2021-12-19,45.1756
2021-12-20,43.8744
2021-12-21,46.2039
2021-12-22,46.436
2021-12-23,47.7298
2021-12-24,47.7298
2021-12-25,47.7298
2021-12-26,47.7298
2021-12-27,49.7865
2021-12-28,51.139
2021-12-29,52.1007
2021-12-30,51.7352
2021-12-31,51.2756
2022-01-01,51.2756
2022-01-02,51.2756
2022-01-03,57.6028
2022-01-04,60.8137
2022-01-05,57.4182
2022-01-06,54.0198
2022-01-07,54.6851
2022-01-08,54.6851
2022-01-09,54.6851
2022-01-10,52.9643
2022-01-11,52.7137
2022-01-12,51.4353
2022-01-13,52.4121
2022-01-14,56.8662
2022-01-15,56.8662
2022-01-16,56.8662
2022-01-17,56.8662
2022-01-18,55.0561
2022-01-19,53.152
2022-01-20,50.7846
2022-01-21,50.0868
2022-01-22,50.0868
2022-01-23,50.0868
2022-01-24,52.3777
2022-01-25,50.0723
2022-01-26,48.0224
2022-01-27,44.6063
2022-01-28,36.2576
2022-01-29,36.2576
2022-01-30,36.2576
2022-01-31,38.8387
2022-02-01,38.7619
2022-02-02,41.7088
2022-02-03,39.6332
2022-02-04,39.7695
2022-02-05,39.7695
2022-02-06,39.7695
2022-02-07,38.5102
2022-02-08,37.8679
2022-02-09,38.9575
2022-02-10,38.6286
2022-02-11,38.413
2022-02-12,38.413
2022-02-13,38.413
2022-02-14,38.0105
2022-02-15,37.2519
2022-02-16,37.7905
2022-02-17,37.6619
2022-02-18,36.5799
2022-02-19,36.5799
2022-02-20,36.5799
2022-02-21,36.5799
2022-02-22,34.5624
2022-02-23,33.5192
2022-02-24,42.7712
2022-02-25,44.8991
2022-02-26,44.8991
2022-02-27,44.8991
2022-02-28,51.3378
2022-03-01,53.6693
2022-03-02,52.4068
2022-03-03,53.7395
2022-03-04,58.0889
2022-03-05,58.0889
2022-03-06,58.0889
2022-03-07,58.7521
2022-03-08,53.6156
2022-03-09,53.7678
2022-03-10,54.1511
2022-03-11,53.4351
2022-03-12,53.4351
2022-03-13,53.4351
2022-03-14,53.6507
2022-03-15,55.4815
2022-03-16,53.8098
2022-03-17,55.6289
2022-03-18,57.2743
2022-03-19,57.2743
2022-03-20,57.2743
2022-03-21,55.3808
2022-03-22,55.603
2022-03-23,55.9559
2022-03-24,57.4917
2022-03-25,58.4661
2022-03-26,58.4661
2022-03-27,58.4661
2022-03-28,59.3575
2022-03-29,56.013
2022-03-30,59.2589
2022-03-31,56.758
2022-04-01,58.4562
2022-04-02,58.4562
2022-04-03,58.4562
2022-04-04,56.8077
2022-04-05,56.0755
2022-04-06,56.9548
2022-04-07,57.982
2022-04-08,57.1357
2022-04-09,57.1357
2022-04-10,57.1357
2022-04-11,56.3845
2022-04-12,55.0046
2022-04-13,55.6805
2022-04-14,55.1832
2022-04-15,55.1832
2022-04-16,55.1832
2022-04-17,55.1832
2022-04-18,53.8616
2022-04-19,54.4044
2022-04-20,57.8303
2022-04-21,57.8966
2022-04-22,54.5625
2022-04-23,54.5625
2022-04-24,54.5625
2022-04-25,53.4614
2022-04-26,50.7708
2022-04-27,49.3536
2022-04-28,47.3263
2022-04-29,44.7487
2022-04-30,44.7487
2022-05-01,44.7487
2022-05-02,46.1093
2022-05-03,47.4002
2022-05-04,52.5096
2022-05-05,50.6546
2022-05-06,49.1041
2022-05-07,49.1041
2022-05-08,49.1041
2022-05-09,45.2074
2022-05-10,45.6324
2022-05-11,43.4529
2022-05-12,43.0759
2022-05-13,44.5372
2022-05-14,44.5372
2022-05-15,44.5372
2022-05-16,47.1294
2022-05-17,48.8516
2022-05-18,44.1931
2022-05-19,45.8284
2022-05-20,43.475
2022-05-21,43.475
2022-05-22,43.475
2022-05-23,46.6493
2022-05-24,51.4124
2022-05-25,51.1251
2022-05-26,53.263
2022-05-27,53.7347
2022-05-28,53.7347
2022-05-29,53.7347
2022-05-30,53.7347
2022-05-31,52.4005
2022-06-01,51.6313
2022-06-02,54.2542
2022-06-03,53.8953
2022-06-04,53.8953
2022-06-05,53.8953
2022-06-06,54.8694
2022-06-07,55.7655
2022-06-08,53.0963
2022-06-09,52.0027
2022-06-10,50.3329
2022-06-11,50.3329
2022-06-12,50.3329
2022-06-13,48.2356
2022-06-14,47.1569
2022-06-15,48.7877
2022-06-16,45.6604
2022-06-17,46.2988
2022-06-18,46.2988
2022-06-19,46.2988
2022-06-20,46.2988
2022-06-21,50.4847
2022-06-22,50.9897
2022-06-23,51.4
2022-06-24,56.7381
2022-06-25,56.7381
2022-06-26,56.7381
2022-06-27,55.5884
2022-06-28,54.0461
2022-06-29,55.1288
2022-06-30,57.1412
2022-07-01,59.6765
2022-07-02,59.6765
2022-07-03,59.6765
2022-07-04,59.6765
2022-07-05,55.9232
2022-07-06,57.7329
2022-07-07,58.2089
2022-07-08,58.3605
2022-07-09,58.3605
2022-07-10,58.3605
2022-07-11,57.4833
2022-07-12,55.3799
2022-07-13,54.7265
2022-07-14,55.0185
2022-07-15,55.1144
2022-07-16,55.1144
2022-07-17,55.1144
2022-07-18,54.7224
2022-07-19,57.8591
2022-07-20,58.2797
2022-07-21,58.5458
2022-07-22,59.7018
2022-07-23,59.7018
2022-07-24,59.7018
2022-07-25,60.5997
2022-07-26,60.7029
2022-07-27,59.0324
2022-07-28,60.7329
2022-07-29,61.1298
2022-07-30,61.1298
2022-07-31,61.1298
2022-08-01,60.7933
2022-08-02,61.1132
2022-08-03,61.3016
2022-08-04,58.9761
2022-08-05,58.9761
2022-08-06,58.9761
2022-08-07,58.9761
2022-08-08,57.7444
2022-08-09,59.6429
2022-08-10,60.1776
2022-08-11,57.3748
2022-08-12,59.5041
2022-08-13,59.5041
2022-08-14,59.5041
2022-08-15,62.5303
2022-08-16,62.2449
2022-08-17,62.3465
2022-08-18,63.5023
2022-08-19,63.3917
2022-08-20,63.3917
2022-08-21,63.3917
2022-08-22,61.2081
2022-08-23,60.8358
2022-08-24,61.7558
2022-08-25,61.4343
2022-08-26,58.2093
2022-08-27,58.2093
2022-08-28,58.2093
2022-08-29,55.5889
2022-08-30,55.137
2022-08-31,55.5785
2022-09-01,56.515
2022-09-02,54.1118
2022-09-03,54.1118
2022-09-04,54.1118
2022-09-05,54.1118
2022-09-06,54.6814
2022-09-07,56.9281
2022-09-08,55.5048
2022-09-09,57.8686
2022-09-10,57.8686
2022-09-11,57.8686
2022-09-12,57.7785
2022-09-13,52.5914
2022-09-14,52.7347
2022-09-15,47.8519
2022-09-16,52.7426
2022-09-17,52.7426
2022-09-18,52.7426
2022-09-19,53.9004
2022-09-20,53.3448
2022-09-21,52.1401
2022-09-22,51.3284
2022-09-23,48.8946
2022-09-24,48.8946
2022-09-25,48.8946
2022-09-26,47.8589
2022-09-27,46.9333
2022-09-28,49.3897
2022-09-29,47.1821
2022-09-30,47.5045
2022-10-01,47.5045
2022-10-02,47.5045
2022-10-03,53.7261
2022-10-04,55.5622
2022-10-05,56.254
2022-10-06,54.2466
2022-10-07,55.256
2022-10-08,55.256
2022-10-09,55.256
2022-10-10,54.28
2022-10-11,53.8448
2022-10-12,49.8538
2022-10-13,52.8961
2022-10-14,49.8984
2022-10-15,49.8984
2022-10-16,49.8984
2022-10-17,53.0938
2022-10-18,58.8959
2022-10-19,55.302
2022-10-20,56.4337
2022-10-21,58.1769
2022-10-22,58.1769
2022-10-23,58.1769
2022-10-24,57.4221
2022-10-25,58.5121
2022-10-26,60.1083
2022-10-27,60.936
2022-10-28,65.9442
2022-10-29,65.9442
2022-10-30,65.9442
2022-10-31,66.095
2022-11-01,64.8716
2022-11-02,65.2236
2022-11-03,65.398
2022-11-04,62.0521
2022-11-05,62.0521
2022-11-06,62.0521
2022-11-07,64.4753
2022-11-08,65.5242
2022-11-09,64.7932
2022-11-10,66.0729
2022-11-11,54.4841
2022-11-12,54.4841
2022-11-13,54.4841
2022-11-14,56.6514
2022-11-15,55.2769
2022-11-16,57.713
2022-11-17,56.2402
2022-11-18,57.8688
2022-11-19,57.8688
2022-11-20,57.8688
2022-11-21,57.8787
2022-11-22,58.062
2022-11-23,56.2202
2022-11-24,56.2202
2022-11-25,58.2092
2022-11-26,58.2092
2022-11-27,58.2092
2022-11-28,57.4279
2022-11-29,55.4811
2022-11-30,55.8487
2022-12-01,56.3905
2022-12-02,58.1185
2022-12-03,58.1185
2022-12-04,58.1185
2022-12-05,56.7321
2022-12-06,56.8466
2022-12-07,54.8061
2022-12-08,54.8184
2022-12-09,52.6908
2022-12-10,52.6908
2022-12-11,52.6908
2022-12-12,53.0075
2022-12-13,52.017
2022-12-14,53.894
2022-12-15,51.5383
2022-12-16,51.0822
2022-12-17,51.0822
2022-12-18,51.0822
2022-12-19,50.6485
2022-12-20,50.6784
2022-12-21,52.5934
2022-12-22,51.0515
2022-12-23,51.7901
2022-12-24,51.7901
2022-12-25,51.7901
2022-12-26,51.7901
2022-12-27,52.0801
2022-12-28,50.621
2022-12-29,51.2947
2022-12-30,51.8289
2022-12-31,51.8289
2023-01-01,51.8289
2023-01-02,51.8289
2023-01-03,51.9281
2023-01-04,50.6691
2023-01-05,48.1338
2023-01-06,48.9959
2023-01-07,48.9959
2023-01-08,48.9959
2023-01-09,40.0685
2023-01-10,40.9101
2023-01-11,40.5715
2023-01-12,38.8116
2023-01-13,38.2712
2023-01-14,38.2712
2023-01-15,38.2712
2023-01-16,38.2712
2023-01-17,38.1612
2023-01-18,37.239
2023-01-19,35.3089
2023-01-20,37.8098
2023-01-21,37.8098
2023-01-22,37.8098
2023-01-23,38.9803
2023-01-24,42.5272
2023-01-25,44.2483
2023-01-26,44.2842
2023-01-27,38.56
2023-01-28,38.56
2023-01-29,38.56
2023-01-30,39.9494
2023-01-31,41.9597
2023-02-01,43.2189
2023-02-02,43.3929
2023-02-03,45.7494
2023-02-04,45.7494
2023-02-05,45.7494
2023-02-06,44.8748
2023-02-07,46.0451
2023-02-08,45.2702
2023-02-09,44.6949
2023-02-10,46.759
2023-02-11,46.759
2023-02-12,46.759
2023-02-13,45.5062
2023-02-14,44.0616
2023-02-15,46.8507
2023-02-16,46.9566
2023-02-17,47.7465
2023-02-18,47.7465
2023-02-19,47.7465
2023-02-20,47.7465
2023-02-21,47.8924
2023-02-22,47.16
2023-02-23,46.0585
2023-02-24,45.6849
2023-02-25,45.6849
2023-02-26,45.6849
2023-02-27,45.1001
2023-02-28,44.0198
2023-03-01,45.5822
2023-03-02,47.231
2023-03-03,47.6051
2023-03-04,47.6051
2023-03-05,47.6051
2023-03-06,47.3159
2023-03-07,45.8743
2023-03-08,40.7231
2023-03-09,39.1953
2023-03-10,37.7869
2023-03-11,37.7869
2023-03-12,37.7869
2023-03-13,36.6629
2023-03-14,40.3132
2023-03-15,38.7302
2023-03-16,39.4523
2023-03-17,36.5943
2023-03-18,36.5943
2023-03-19,36.5943
