,ECOL US Equity
2021-05-15,52.2561
2021-05-16,52.2561
2021-05-17,52.3599
2021-05-18,49.8384
2021-05-19,46.9535
2021-05-20,46.9282
2021-05-21,48.2276
2021-05-22,48.2276
2021-05-23,48.2276
2021-05-24,47.2177
2021-05-25,44.0298
2021-05-26,44.3968
2021-05-27,45.4753
2021-05-28,46.0629
2021-05-29,46.0629
2021-05-30,46.0629
2021-05-31,46.0629
2021-06-01,47.8378
2021-06-02,43.9906
2021-06-03,43.6736
2021-06-04,43.3258
2021-06-05,43.3258
2021-06-06,43.3258
2021-06-07,41.8719
2021-06-08,41.2171
2021-06-09,41.9475
2021-06-10,40.1769
2021-06-11,40.7162
2021-06-12,40.7162
2021-06-13,40.7162
2021-06-14,41.9435
2021-06-15,42.3429
2021-06-16,42.2609
2021-06-17,41.6487
2021-06-18,39.5476
2021-06-19,39.5476
2021-06-20,39.5476
2021-06-21,42.619
2021-06-22,42.6943
2021-06-23,43.348
2021-06-24,43.9703
2021-06-25,44.2474
2021-06-26,44.2474
2021-06-27,44.2474
2021-06-28,42.2698
2021-06-29,41.8465
2021-06-30,43.6396
2021-07-01,45.2637
2021-07-02,44.6317
2021-07-03,44.6317
2021-07-04,44.6317
2021-07-05,44.6317
2021-07-06,43.8648
2021-07-07,44.0378
2021-07-08,40.4286
2021-07-09,43.9502
2021-07-10,43.9502
2021-07-11,43.9502
2021-07-12,43.375
2021-07-13,39.3226
2021-07-14,38.8025
2021-07-15,39.153
2021-07-16,41.5764
2021-07-17,41.5764
2021-07-18,41.5764
2021-07-19,42.0031
2021-07-20,44.8372
2021-07-21,45.9226
2021-07-22,44.3834
2021-07-23,45.1279
2021-07-24,45.1279
2021-07-25,45.1279
2021-07-26,45.8363
2021-07-27,44.3723
2021-07-28,44.6336
2021-07-29,50.4529
2021-07-30,40.7386
2021-07-31,40.7386
2021-08-01,40.7386
2021-08-02,46.4718
2021-08-03,47.9345
2021-08-04,46.697
2021-08-05,48.263
2021-08-06,47.6384
2021-08-07,47.6384
2021-08-08,47.6384
2021-08-09,45.5328
2021-08-10,49.2004
2021-08-11,49.9843
2021-08-12,47.9978
2021-08-13,47.6341
2021-08-14,47.6341
2021-08-15,47.6341
2021-08-16,48.2581
2021-08-17,45.9096
2021-08-18,43.2595
2021-08-19,43.3933
2021-08-20,45.6804
2021-08-21,45.6804
2021-08-22,45.6804
2021-08-23,45.7132
2021-08-24,47.489
2021-08-25,46.7565
2021-08-26,44.6206
2021-08-27,45.4456
2021-08-28,45.4456
2021-08-29,45.4456
2021-08-30,45.1844
2021-08-31,45.7221
2021-09-01,45.5066
2021-09-02,46.0701
2021-09-03,43.7312
2021-09-04,43.7312
2021-09-05,43.7312
2021-09-06,43.7312
2021-09-07,44.8512
2021-09-08,45.8129
2021-09-09,46.0077
2021-09-10,45.0691
2021-09-11,45.0691
2021-09-12,45.0691
2021-09-13,46.481
2021-09-14,44.4223
2021-09-15,43.6679
2021-09-16,41.6327
2021-09-17,41.6327
2021-09-18,41.6327
2021-09-19,41.6327
2021-09-20,39.2181
2021-09-21,38.7183
2021-09-22,41.1818
2021-09-23,41.2722
2021-09-24,40.4675
2021-09-25,40.4675
2021-09-26,40.4675
2021-09-27,42.776
2021-09-28,40.1658
2021-09-29,40.6285
2021-09-30,37.2058
2021-10-01,40.1537
2021-10-02,40.1537
2021-10-03,40.1537
2021-10-04,40.817
2021-10-05,38.6319
2021-10-06,34.0682
2021-10-07,35.5209
2021-10-08,36.0071
2021-10-09,36.0071
2021-10-10,36.0071
2021-10-11,35.1108
2021-10-12,35.2959
2021-10-13,34.4073
2021-10-14,37.9619
2021-10-15,39.0272
2021-10-16,39.0272
2021-10-17,39.0272
2021-10-18,39.5641
2021-10-19,37.087
2021-10-20,41.0768
2021-10-21,42.311
2021-10-22,42.8885
2021-10-23,42.8885
2021-10-24,42.8885
2021-10-25,42.48
2021-10-26,43.0839
2021-10-27,40.7747
2021-10-28,44.6821
2021-10-29,44.6166
2021-10-30,44.6166
2021-10-31,44.6166
2021-11-01,48.8078
2021-11-02,47.1008
2021-11-03,47.2915
2021-11-04,46.4258
2021-11-05,54.7541
2021-11-06,54.7541
2021-11-07,54.7541
2021-11-08,56.7573
2021-11-09,54.2038
2021-11-10,54.9894
2021-11-11,56.3937
2021-11-12,56.4224
2021-11-13,56.4224
2021-11-14,56.4224
2021-11-15,55.478
2021-11-16,56.325
2021-11-17,54.6726
2021-11-18,53.3913
2021-11-19,53.5899
2021-11-20,53.5899
2021-11-21,53.5899
2021-11-22,55.7975
2021-11-23,56.6446
2021-11-24,56.6031
2021-11-25,56.6031
2021-11-26,51.2716
2021-11-27,51.2716
2021-11-28,51.2716
2021-11-29,51.3753
2021-11-30,49.2076
2021-12-01,48.3979
2021-12-02,52.3481
2021-12-03,48.9235
2021-12-04,48.9235
2021-12-05,48.9235
2021-12-06,54.353
2021-12-07,55.588
2021-12-08,55.7007
2021-12-09,52.1415
2021-12-10,49.439
2021-12-11,49.439
2021-12-12,49.439
2021-12-13,48.4719
2021-12-14,45.9995
2021-12-15,44.3477
2021-12-16,43.3809
2021-12-17,39.6998
2021-12-18,39.6998
2021-12-19,39.6998
2021-12-20,37.8371
2021-12-21,38.8034
2021-12-22,38.6423
2021-12-23,40.5039
2021-12-24,40.5039
2021-12-25,40.5039
2021-12-26,40.5039
2021-12-27,43.2623
2021-12-28,42.8719
2021-12-29,44.0216
2021-12-30,44.5464
2021-12-31,45.4632
2022-01-01,45.4632
2022-01-02,45.4632
2022-01-03,45.2252
2022-01-04,46.0649
2022-01-05,43.9151
2022-01-06,44.8156
2022-01-07,46.4825
2022-01-08,46.4825
2022-01-09,46.4825
2022-01-10,46.1302
2022-01-11,45.2274
2022-01-12,45.7763
2022-01-13,44.7815
2022-01-14,44.6811
2022-01-15,44.6811
2022-01-16,44.6811
2022-01-17,44.6811
2022-01-18,41.4733
2022-01-19,39.9598
2022-01-20,37.4899
2022-01-21,37.3824
2022-01-22,37.3824
2022-01-23,37.3824
2022-01-24,40.5961
2022-01-25,38.683
2022-01-26,35.362
2022-01-27,33.18
2022-01-28,35.514
2022-01-29,35.514
2022-01-30,35.514
2022-01-31,40.2628
2022-02-01,40.5249
2022-02-02,40.083
2022-02-03,37.6593
2022-02-04,36.8049
2022-02-05,36.8049
2022-02-06,36.8049
2022-02-07,35.938
2022-02-08,41.3104
2022-02-09,73.2115
2022-02-10,72.8038
2022-02-11,72.6716
2022-02-12,72.6716
2022-02-13,72.6716
2022-02-14,72.3996
2022-02-15,72.4352
2022-02-16,72.5085
2022-02-17,72.5085
2022-02-18,72.5573
2022-02-19,72.5573
2022-02-20,72.5573
2022-02-21,72.5573
2022-02-22,72.6378
2022-02-23,72.8334
2022-02-24,73.1985
2022-02-25,72.6788
2022-02-26,72.6788
2022-02-27,72.6788
2022-02-28,72.5309
2022-03-01,72.6001
2022-03-02,72.2234
2022-03-03,72.4575
2022-03-04,72.5457
2022-03-05,72.5457
2022-03-06,72.5457
2022-03-07,71.7647
2022-03-08,71.9008
2022-03-09,71.8292
2022-03-10,71.916
2022-03-11,71.3099
2022-03-12,71.3099
2022-03-13,71.3099
2022-03-14,71.741
2022-03-15,71.0702
2022-03-16,71.1523
2022-03-17,71.1523
2022-03-18,70.8083
2022-03-19,70.8083
2022-03-20,70.8083
2022-03-21,70.863
2022-03-22,70.635
2022-03-23,70.7905
2022-03-24,70.9101
2022-03-25,70.7603
2022-03-26,70.7603
2022-03-27,70.7603
2022-03-28,69.8446
2022-03-29,69.1757
2022-03-30,69.4551
2022-03-31,70.6253
2022-04-01,70.6936
2022-04-02,70.6936
2022-04-03,70.6936
2022-04-04,70.7171
2022-04-05,70.6
2022-04-06,70.6503
2022-04-07,70.728
2022-04-08,70.728
2022-04-09,70.728
2022-04-10,70.728
2022-04-11,70.5947
2022-04-12,70.4574
2022-04-13,70.5463
2022-04-14,70.5463
2022-04-15,70.5463
2022-04-16,70.5463
2022-04-17,70.5463
2022-04-18,70.5779
2022-04-19,70.5779
2022-04-20,70.6116
2022-04-21,70.6464
2022-04-22,70.6464
2022-04-23,70.6464
2022-04-24,70.6464
2022-04-25,70.7206
2022-04-26,70.4442
2022-04-27,70.4442
2022-04-28,70.6488
2022-04-29,70.447
2022-04-30,70.447
2022-05-01,70.447
2022-05-02,70.447
2022-05-03,70.447
2022-05-04,70.447
2022-05-05,70.447
2022-05-06,70.447
2022-05-07,70.447
2022-05-08,70.447
2022-05-09,70.447
2022-05-10,70.447
2022-05-11,70.447
2022-05-12,70.447
2022-05-13,70.447
2022-05-14,70.447
2022-05-15,70.447
2022-05-16,70.447
2022-05-17,70.447
2022-05-18,70.447
2022-05-19,70.447
2022-05-20,70.447
2022-05-21,70.447
2022-05-22,70.447
2022-05-23,70.447
2022-05-24,70.447
2022-05-25,70.447
2022-05-26,70.447
2022-05-27,70.447
2022-05-28,70.447
2022-05-29,70.447
2022-05-30,70.447
2022-05-31,70.447
2022-06-01,70.447
2022-06-02,70.447
2022-06-03,70.447
2022-06-04,70.447
2022-06-05,70.447
2022-06-06,70.447
2022-06-07,70.447
2022-06-08,70.447
2022-06-09,70.447
2022-06-10,70.447
2022-06-11,70.447
2022-06-12,70.447
2022-06-13,70.447
2022-06-14,70.447
2022-06-15,70.447
2022-06-16,70.447
2022-06-17,70.447
2022-06-18,70.447
2022-06-19,70.447
2022-06-20,70.447
2022-06-21,70.447
2022-06-22,70.447
2022-06-23,70.447
2022-06-24,70.447
2022-06-25,70.447
2022-06-26,70.447
2022-06-27,70.447
2022-06-28,70.447
2022-06-29,70.447
2022-06-30,70.447
2022-07-01,70.447
2022-07-02,70.447
2022-07-03,70.447
2022-07-04,70.447
2022-07-05,70.447
2022-07-06,70.447
2022-07-07,70.447
2022-07-08,70.447
2022-07-09,70.447
2022-07-10,70.447
2022-07-11,70.447
2022-07-12,70.447
2022-07-13,70.447
2022-07-14,70.447
2022-07-15,70.447
2022-07-16,70.447
2022-07-17,70.447
2022-07-18,70.447
2022-07-19,70.447
2022-07-20,70.447
2022-07-21,70.447
2022-07-22,70.447
2022-07-23,70.447
2022-07-24,70.447
2022-07-25,70.447
2022-07-26,70.447
2022-07-27,70.447
2022-07-28,70.447
2022-07-29,70.447
2022-07-30,70.447
2022-07-31,70.447
2022-08-01,70.447
2022-08-02,70.447
2022-08-03,70.447
2022-08-04,70.447
2022-08-05,70.447
2022-08-06,70.447
2022-08-07,70.447
2022-08-08,70.447
2022-08-09,70.447
2022-08-10,70.447
2022-08-11,70.447
2022-08-12,70.447
2022-08-13,70.447
2022-08-14,70.447
2022-08-15,70.447
2022-08-16,70.447
2022-08-17,70.447
2022-08-18,70.447
2022-08-19,70.447
2022-08-20,70.447
2022-08-21,70.447
2022-08-22,70.447
2022-08-23,70.447
2022-08-24,70.447
2022-08-25,70.447
2022-08-26,70.447
2022-08-27,70.447
2022-08-28,70.447
2022-08-29,70.447
2022-08-30,70.447
2022-08-31,70.447
2022-09-01,70.447
2022-09-02,70.447
2022-09-03,70.447
2022-09-04,70.447
2022-09-05,70.447
2022-09-06,70.447
2022-09-07,70.447
2022-09-08,70.447
2022-09-09,70.447
2022-09-10,70.447
2022-09-11,70.447
2022-09-12,70.447
2022-09-13,70.447
2022-09-14,70.447
2022-09-15,70.447
2022-09-16,70.447
2022-09-17,70.447
2022-09-18,70.447
2022-09-19,70.447
2022-09-20,70.447
2022-09-21,70.447
2022-09-22,70.447
2022-09-23,70.447
2022-09-24,70.447
2022-09-25,70.447
2022-09-26,70.447
2022-09-27,70.447
2022-09-28,70.447
2022-09-29,70.447
2022-09-30,70.447
2022-10-01,70.447
2022-10-02,70.447
2022-10-03,70.447
2022-10-04,70.447
2022-10-05,70.447
2022-10-06,70.447
2022-10-07,70.447
2022-10-08,70.447
2022-10-09,70.447
2022-10-10,70.447
2022-10-11,70.447
2022-10-12,70.447
2022-10-13,70.447
2022-10-14,70.447
2022-10-15,70.447
2022-10-16,70.447
2022-10-17,70.447
2022-10-18,70.447
2022-10-19,70.447
2022-10-20,70.447
2022-10-21,70.447
2022-10-22,70.447
2022-10-23,70.447
2022-10-24,70.447
2022-10-25,70.447
2022-10-26,70.447
2022-10-27,70.447
2022-10-28,70.447
2022-10-29,70.447
2022-10-30,70.447
2022-10-31,70.447
2022-11-01,70.447
2022-11-02,70.447
2022-11-03,70.447
2022-11-04,70.447
2022-11-05,70.447
2022-11-06,70.447
2022-11-07,70.447
2022-11-08,70.447
2022-11-09,70.447
2022-11-10,70.447
2022-11-11,70.447
2022-11-12,70.447
2022-11-13,70.447
2022-11-14,70.447
2022-11-15,70.447
2022-11-16,70.447
2022-11-17,70.447
2022-11-18,70.447
2022-11-19,70.447
2022-11-20,70.447
2022-11-21,70.447
2022-11-22,70.447
2022-11-23,70.447
2022-11-24,70.447
2022-11-25,70.447
2022-11-26,70.447
2022-11-27,70.447
2022-11-28,70.447
2022-11-29,70.447
2022-11-30,70.447
2022-12-01,70.447
2022-12-02,70.447
2022-12-03,70.447
2022-12-04,70.447
2022-12-05,70.447
2022-12-06,70.447
2022-12-07,70.447
2022-12-08,70.447
2022-12-09,70.447
2022-12-10,70.447
2022-12-11,70.447
2022-12-12,70.447
2022-12-13,70.447
2022-12-14,70.447
2022-12-15,70.447
2022-12-16,70.447
2022-12-17,70.447
2022-12-18,70.447
2022-12-19,70.447
2022-12-20,70.447
2022-12-21,70.447
2022-12-22,70.447
2022-12-23,70.447
2022-12-24,70.447
2022-12-25,70.447
2022-12-26,70.447
2022-12-27,70.447
2022-12-28,70.447
2022-12-29,70.447
2022-12-30,70.447
2022-12-31,70.447
2023-01-01,70.447
2023-01-02,70.447
2023-01-03,70.447
2023-01-04,70.447
2023-01-05,70.447
2023-01-06,70.447
2023-01-07,70.447
2023-01-08,70.447
2023-01-09,70.447
2023-01-10,70.447
2023-01-11,70.447
2023-01-12,70.447
2023-01-13,70.447
2023-01-14,70.447
2023-01-15,70.447
2023-01-16,70.447
2023-01-17,70.447
2023-01-18,70.447
2023-01-19,70.447
2023-01-20,70.447
2023-01-21,70.447
2023-01-22,70.447
2023-01-23,70.447
2023-01-24,70.447
2023-01-25,70.447
2023-01-26,70.447
2023-01-27,70.447
2023-01-28,70.447
2023-01-29,70.447
2023-01-30,70.447
2023-01-31,70.447
2023-02-01,70.447
2023-02-02,70.447
2023-02-03,70.447
2023-02-04,70.447
2023-02-05,70.447
2023-02-06,70.447
2023-02-07,70.447
2023-02-08,70.447
2023-02-09,70.447
2023-02-10,70.447
2023-02-11,70.447
2023-02-12,70.447
2023-02-13,70.447
2023-02-14,70.447
2023-02-15,70.447
2023-02-16,70.447
2023-02-17,70.447
2023-02-18,70.447
2023-02-19,70.447
2023-02-20,70.447
2023-02-21,70.447
2023-02-22,70.447
2023-02-23,70.447
2023-02-24,70.447
2023-02-25,70.447
2023-02-26,70.447
2023-02-27,70.447
2023-02-28,70.447
2023-03-01,70.447
2023-03-02,70.447
2023-03-03,70.447
2023-03-04,70.447
2023-03-05,70.447
2023-03-06,70.447
2023-03-07,70.447
2023-03-08,70.447
2023-03-09,70.447
2023-03-10,70.447
2023-03-11,70.447
2023-03-12,70.447
2023-03-13,70.447
2023-03-14,70.447
2023-03-15,70.447
2023-03-16,70.447
2023-03-17,70.447
2023-03-18,70.447
2023-03-19,70.447
2023-03-20,70.447
2023-03-21,70.447
2023-03-22,70.447
2023-03-23,70.447
2023-03-24,70.447
2023-03-25,70.447
2023-03-26,70.447
2023-03-27,70.447
2023-03-28,70.447
2023-03-29,70.447
2023-03-30,70.447
2023-03-31,70.447
2023-04-01,70.447
2023-04-02,70.447
2023-04-03,70.447
2023-04-04,70.447
2023-04-05,70.447
2023-04-06,70.447
2023-04-07,70.447
2023-04-08,70.447
2023-04-09,70.447
2023-04-10,70.447
2023-04-11,70.447
2023-04-12,70.447
2023-04-13,70.447
2023-04-14,70.447
