,FFIV US Equity
2020-04-12,54.1309
2020-04-13,51.5996
2020-04-14,52.7117
2020-04-15,51.3415
2020-04-16,52.2911
2020-04-17,53.1864
2020-04-18,53.1864
2020-04-19,53.1864
2020-04-20,52.3652
2020-04-21,50.7876
2020-04-22,52.5547
2020-04-23,52.9745
2020-04-24,54.6653
2020-04-25,54.6653
2020-04-26,54.6653
2020-04-27,56.433
2020-04-28,60.799
2020-04-29,61.5332
2020-04-30,59.377
2020-05-01,56.9918
2020-05-02,56.9918
2020-05-03,56.9918
2020-05-04,57.0369
2020-05-05,57.5525
2020-05-06,59.8992
2020-05-07,60.2906
2020-05-08,62.889
2020-05-09,62.889
2020-05-10,62.889
2020-05-11,62.5201
2020-05-12,57.4148
2020-05-13,55.4504
2020-05-14,55.4924
2020-05-15,56.2546
2020-05-16,56.2546
2020-05-17,56.2546
2020-05-18,57.3984
2020-05-19,56.0076
2020-05-20,56.71
2020-05-21,54.6916
2020-05-22,54.7789
2020-05-23,54.7789
2020-05-24,54.7789
2020-05-25,54.7789
2020-05-26,55.7142
2020-05-27,58.7357
2020-05-28,56.7713
2020-05-29,58.0544
2020-05-30,58.0544
2020-05-31,58.0544
2020-06-01,58.4841
2020-06-02,58.8331
2020-06-03,58.515
2020-06-04,56.2771
2020-06-05,57.4605
2020-06-06,57.4605
2020-06-07,57.4605
2020-06-08,58.0555
2020-06-09,56.367
2020-06-10,57.5047
2020-06-11,51.8384
2020-06-12,53.4067
2020-06-13,53.4067
2020-06-14,53.4067
2020-06-15,53.2026
2020-06-16,54.2095
2020-06-17,53.1527
2020-06-18,52.089
2020-06-19,50.8276
2020-06-20,50.8276
2020-06-21,50.8276
2020-06-22,50.9866
2020-06-23,50.6208
2020-06-24,49.6985
2020-06-25,49.5946
2020-06-26,53.1465
2020-06-27,53.1465
2020-06-28,53.1465
2020-06-29,51.2228
2020-06-30,52.5791
2020-07-01,51.04
2020-07-02,51.853
2020-07-03,51.853
2020-07-04,51.853
2020-07-05,51.853
2020-07-06,52.6462
2020-07-07,48.8305
2020-07-08,48.7427
2020-07-09,55.5218
2020-07-10,53.9351
2020-07-11,53.9351
2020-07-12,53.9351
2020-07-13,52.4061
2020-07-14,54.5584
2020-07-15,56.2517
2020-07-16,56.5347
2020-07-17,57.6406
2020-07-18,57.6406
2020-07-19,57.6406
2020-07-20,59.2262
2020-07-21,60.2675
2020-07-22,60.5191
2020-07-23,60.4119
2020-07-24,58.4594
2020-07-25,58.4594
2020-07-26,58.4594
2020-07-27,57.566
2020-07-28,48.346
2020-07-29,48.2076
2020-07-30,46.5644
2020-07-31,47.1762
2020-08-01,47.1762
2020-08-02,47.1762
2020-08-03,49.2789
2020-08-04,50.3371
2020-08-05,50.4093
2020-08-06,50.7796
2020-08-07,50.2434
2020-08-08,50.2434
2020-08-09,50.2434
2020-08-10,49.5595
2020-08-11,48.2364
2020-08-12,48.6459
2020-08-13,47.6351
2020-08-14,47.0286
2020-08-15,47.0286
2020-08-16,47.0286
2020-08-17,46.1316
2020-08-18,45.9269
2020-08-19,46.0595
2020-08-20,45.7962
2020-08-21,46.7047
2020-08-22,46.7047
2020-08-23,46.7047
2020-08-24,47.5127
2020-08-25,45.511
2020-08-26,45.5693
2020-08-27,41.6839
2020-08-28,43.1824
2020-08-29,43.1824
2020-08-30,43.1824
2020-08-31,45.1708
2020-09-01,44.215
2020-09-02,45.6748
2020-09-03,42.6686
2020-09-04,41.5598
2020-09-05,41.5598
2020-09-06,41.5598
2020-09-07,41.5598
2020-09-08,38.2236
2020-09-09,39.3913
2020-09-10,37.3394
2020-09-11,37.3085
2020-09-12,37.3085
2020-09-13,37.3085
2020-09-14,39.0274
2020-09-15,38.927
2020-09-16,41.0597
2020-09-17,40.8643
2020-09-18,39.1376
2020-09-19,39.1376
2020-09-20,39.1376
2020-09-21,37.0813
2020-09-22,39.8297
2020-09-23,38.8233
2020-09-24,38.8665
2020-09-25,40.0486
2020-09-26,40.0486
2020-09-27,40.0486
2020-09-28,43.5805
2020-09-29,44.2242
2020-09-30,43.2356
2020-10-01,43.5514
2020-10-02,43.0803
2020-10-03,43.0803
2020-10-04,43.0803
2020-10-05,46.1163
2020-10-06,46.1681
2020-10-07,48.4325
2020-10-08,48.8655
2020-10-09,48.3769
2020-10-10,48.3769
2020-10-11,48.3769
2020-10-12,49.6171
2020-10-13,47.4186
2020-10-14,50.078
2020-10-15,53.0845
2020-10-16,53.4789
2020-10-17,53.4789
2020-10-18,53.4789
2020-10-19,53.0284
2020-10-20,49.9118
2020-10-21,48.1233
2020-10-22,48.0265
2020-10-23,49.1166
2020-10-24,49.1166
2020-10-25,49.1166
2020-10-26,46.3902
2020-10-27,56.0584
2020-10-28,54.1312
2020-10-29,53.5247
2020-10-30,52.93
2020-10-31,52.93
2020-11-01,52.93
2020-11-02,51.3289
2020-11-03,55.1836
2020-11-04,53.3874
2020-11-05,58.3633
2020-11-06,60.5992
2020-11-07,60.5992
2020-11-08,60.5992
2020-11-09,66.2457
2020-11-10,67.5789
2020-11-11,68.3486
2020-11-12,65.996
2020-11-13,67.076
2020-11-14,67.076
2020-11-15,67.076
2020-11-16,68.6309
2020-11-17,67.7866
2020-11-18,61.9519
2020-11-19,64.2329
2020-11-20,64.6511
2020-11-21,64.6511
2020-11-22,64.6511
2020-11-23,65.156
2020-11-24,66.3598
2020-11-25,66.279
2020-11-26,66.279
2020-11-27,66.0941
2020-11-28,66.0941
2020-11-29,66.0941
2020-11-30,64.4754
2020-12-01,65.0504
2020-12-02,65.2154
2020-12-03,63.5571
2020-12-04,65.429
2020-12-05,65.429
2020-12-06,65.429
2020-12-07,66.6863
2020-12-08,67.3881
2020-12-09,67.6738
2020-12-10,68.0877
2020-12-11,68.5791
2020-12-12,68.5791
2020-12-13,68.5791
2020-12-14,67.2777
2020-12-15,68.9914
2020-12-16,67.5815
2020-12-17,68.2272
2020-12-18,68.6079
2020-12-19,68.6079
2020-12-20,68.6079
2020-12-21,67.5299
2020-12-22,68.2706
2020-12-23,68.3922
2020-12-24,68.0855
2020-12-25,68.0855
2020-12-26,68.0855
2020-12-27,68.0855
2020-12-28,68.5695
2020-12-29,66.8635
2020-12-30,67.2197
2020-12-31,67.3978
2021-01-01,67.3978
2021-01-02,67.3978
2021-01-03,67.3978
2021-01-04,67.2763
2021-01-05,68.1991
2021-01-06,69.0567
2021-01-07,70.0127
2021-01-08,75.7041
2021-01-09,75.7041
2021-01-10,75.7041
2021-01-11,74.5349
2021-01-12,75.6788
2021-01-13,74.0246
2021-01-14,74.8023
2021-01-15,75.538
2021-01-16,75.538
2021-01-17,75.538
2021-01-18,75.538
2021-01-19,76.2677
2021-01-20,77.0388
2021-01-21,77.9789
2021-01-22,79.2223
2021-01-23,79.2223
2021-01-24,79.2223
2021-01-25,80.2408
2021-01-26,80.6789
2021-01-27,71.4918
2021-01-28,71.5512
2021-01-29,65.6755
2021-01-30,65.6755
2021-01-31,65.6755
2021-02-01,65.8902
2021-02-02,63.6662
2021-02-03,64.0842
2021-02-04,66.4003
2021-02-05,66.4325
2021-02-06,66.4325
2021-02-07,66.4325
2021-02-08,69.7575
2021-02-09,69.2772
2021-02-10,69.948
2021-02-11,69.4142
2021-02-12,71.4561
2021-02-13,71.4561
2021-02-14,71.4561
2021-02-15,71.4561
2021-02-16,68.9705
2021-02-17,64.6554
2021-02-18,59.9462
2021-02-19,59.7524
2021-02-20,59.7524
2021-02-21,59.7524
2021-02-22,54.742
2021-02-23,50.3724
2021-02-24,52.1637
2021-02-25,52.5144
2021-02-26,52.4702
2021-02-27,52.4702
2021-02-28,52.4702
2021-03-01,55.1648
2021-03-02,53.6745
2021-03-03,50.9226
2021-03-04,49.3079
2021-03-05,52.2592
2021-03-06,52.2592
2021-03-07,52.2592
2021-03-08,50.7348
2021-03-09,53.7184
2021-03-10,52.8449
2021-03-11,54.9122
2021-03-12,55.568
2021-03-13,55.568
2021-03-14,55.568
2021-03-15,57.0485
2021-03-16,58.3917
2021-03-17,58.5734
2021-03-18,57.6856
2021-03-19,57.6525
2021-03-20,57.6525
2021-03-21,57.6525
2021-03-22,59.2814
2021-03-23,57.9107
2021-03-24,54.93
2021-03-25,57.1846
2021-03-26,62.169
2021-03-27,62.169
2021-03-28,62.169
2021-03-29,60.8383
2021-03-30,59.9192
2021-03-31,60.4513
2021-04-01,61.7718
2021-04-02,61.7718
2021-04-03,61.7718
2021-04-04,61.7718
2021-04-05,63.8621
2021-04-06,63.8964
2021-04-07,60.1442
2021-04-08,60.4947
2021-04-09,59.5528
2021-04-10,59.5528
2021-04-11,59.5528
2021-04-12,56.9392
2021-04-13,56.7791
2021-04-14,58.1899
2021-04-15,58.3415
2021-04-16,58.4661
2021-04-17,58.4661
2021-04-18,58.4661
2021-04-19,57.3306
2021-04-20,56.0291
2021-04-21,57.7004
2021-04-22,56.7681
2021-04-23,57.5728
2021-04-24,57.5728
2021-04-25,57.5728
2021-04-26,58.3175
2021-04-27,53.5285
2021-04-28,41.3822
2021-04-29,44.0995
2021-04-30,42.1115
2021-05-01,42.1115
2021-05-02,42.1115
2021-05-03,40.5873
2021-05-04,39.3966
2021-05-05,39.1465
2021-05-06,40.1889
2021-05-07,41.825
2021-05-08,41.825
2021-05-09,41.825
2021-05-10,40.9986
2021-05-11,40.9342
2021-05-12,37.0986
2021-05-13,40.3958
2021-05-14,41.8071
2021-05-15,41.8071
2021-05-16,41.8071
2021-05-17,41.484
2021-05-18,41.4787
2021-05-19,41.4345
2021-05-20,44.8546
2021-05-21,44.1668
2021-05-22,44.1668
2021-05-23,44.1668
2021-05-24,45.3769
2021-05-25,45.0898
2021-05-26,45.0976
2021-05-27,46.7661
2021-05-28,45.5755
2021-05-29,45.5755
2021-05-30,45.5755
2021-05-31,45.5755
2021-06-01,41.709
2021-06-02,43.6383
2021-06-03,45.5043
2021-06-04,48.8899
2021-06-05,48.8899
2021-06-06,48.8899
2021-06-07,47.9393
2021-06-08,48.8684
2021-06-09,48.2698
2021-06-10,52.7285
2021-06-11,51.6389
2021-06-12,51.6389
2021-06-13,51.6389
2021-06-14,50.9295
2021-06-15,49.3061
2021-06-16,48.4526
2021-06-17,48.2797
2021-06-18,45.3468
2021-06-19,45.3468
2021-06-20,45.3468
2021-06-21,46.8491
2021-06-22,46.6337
2021-06-23,46.0113
2021-06-24,48.5259
2021-06-25,50.2313
2021-06-26,50.2313
2021-06-27,50.2313
2021-06-28,50.8128
2021-06-29,50.7352
2021-06-30,47.8679
2021-07-01,49.4054
2021-07-02,48.9205
2021-07-03,48.9205
2021-07-04,48.9205
2021-07-05,48.9205
2021-07-06,50.1309
2021-07-07,48.1187
2021-07-08,47.499
2021-07-09,51.2749
2021-07-10,51.2749
2021-07-11,51.2749
2021-07-12,47.6758
2021-07-13,47.2294
2021-07-14,49.3327
2021-07-15,47.1097
2021-07-16,47.6076
2021-07-17,47.6076
2021-07-18,47.6076
2021-07-19,45.7137
2021-07-20,48.6546
2021-07-21,48.8927
2021-07-22,51.1378
2021-07-23,52.7431
2021-07-24,52.7431
2021-07-25,52.7431
2021-07-26,53.0593
2021-07-27,60.4871
2021-07-28,59.1977
2021-07-29,60.7805
2021-07-30,61.113
2021-07-31,61.113
2021-08-01,61.113
2021-08-02,61.1734
2021-08-03,64.4601
2021-08-04,63.6935
2021-08-05,63.0692
2021-08-06,63.1013
2021-08-07,63.1013
2021-08-08,63.1013
2021-08-09,61.8421
2021-08-10,60.4206
2021-08-11,59.5436
2021-08-12,58.8169
2021-08-13,56.6355
2021-08-14,56.6355
2021-08-15,56.6355
2021-08-16,56.0466
2021-08-17,54.5443
2021-08-18,51.2639
2021-08-19,51.1253
2021-08-20,52.6148
2021-08-21,52.6148
2021-08-22,52.6148
2021-08-23,55.0063
2021-08-24,56.7793
2021-08-25,56.9734
2021-08-26,55.5359
2021-08-27,56.4396
2021-08-28,56.4396
2021-08-29,56.4396
2021-08-30,56.6528
2021-08-31,54.4752
2021-09-01,53.5089
2021-09-02,54.1879
2021-09-03,54.3848
2021-09-04,54.3848
2021-09-05,54.3848
2021-09-06,54.3848
2021-09-07,53.1924
2021-09-08,53.1227
2021-09-09,53.9082
2021-09-10,53.644
2021-09-11,53.644
2021-09-12,53.644
2021-09-13,52.7982
2021-09-14,52.6677
2021-09-15,58.2375
2021-09-16,58.3186
2021-09-17,54.1543
2021-09-18,54.1543
2021-09-19,54.1543
2021-09-20,51.3796
2021-09-21,47.2558
2021-09-22,48.5711
2021-09-23,52.2009
2021-09-24,53.326
2021-09-25,53.326
2021-09-26,53.326
2021-09-27,54.0236
2021-09-28,51.0324
2021-09-29,51.6273
2021-09-30,48.4357
2021-10-01,50.6789
2021-10-02,50.6789
2021-10-03,50.6789
2021-10-04,46.9097
2021-10-05,49.0546
2021-10-06,47.7477
2021-10-07,51.6348
2021-10-08,50.2763
2021-10-09,50.2763
2021-10-10,50.2763
2021-10-11,51.4584
2021-10-12,47.9083
2021-10-13,48.7649
2021-10-14,52.4431
2021-10-15,52.9061
2021-10-16,52.9061
2021-10-17,52.9061
2021-10-18,51.0244
2021-10-19,51.5116
2021-10-20,55.0026
2021-10-21,56.4393
2021-10-22,55.2452
2021-10-23,55.2452
2021-10-24,55.2452
2021-10-25,55.2659
2021-10-26,51.6597
2021-10-27,59.2678
2021-10-28,57.3346
2021-10-29,55.5715
2021-10-30,55.5715
2021-10-31,55.5715
2021-11-01,57.8283
2021-11-02,61.6366
2021-11-03,61.1491
2021-11-04,61.4693
2021-11-05,60.7128
2021-11-06,60.7128
2021-11-07,60.7128
2021-11-08,61.4768
2021-11-09,62.6939
2021-11-10,62.6086
2021-11-11,62.5822
2021-11-12,64.6494
2021-11-13,64.6494
2021-11-14,64.6494
2021-11-15,65.3972
2021-11-16,67.2769
2021-11-17,68.0815
2021-11-18,68.752
2021-11-19,63.0198
2021-11-20,63.0198
2021-11-21,63.0198
2021-11-22,60.3355
2021-11-23,61.5163
2021-11-24,62.0923
2021-11-25,62.0923
2021-11-26,57.4686
2021-11-27,57.4686
2021-11-28,57.4686
2021-11-29,60.0192
2021-11-30,57.4391
2021-12-01,54.8529
2021-12-02,56.805
2021-12-03,54.2435
2021-12-04,54.2435
2021-12-05,54.2435
2021-12-06,54.7503
2021-12-07,58.707
2021-12-08,56.9536
2021-12-09,55.2084
2021-12-10,56.509
2021-12-11,56.509
2021-12-12,56.509
2021-12-13,56.8048
2021-12-14,56.3113
2021-12-15,59.6661
2021-12-16,58.2848
2021-12-17,57.63
2021-12-18,57.63
2021-12-19,57.63
2021-12-20,55.7354
2021-12-21,57.2739
2021-12-22,55.709
2021-12-23,57.7928
2021-12-24,57.7928
2021-12-25,57.7928
2021-12-26,57.7928
2021-12-27,61.8041
2021-12-28,63.2486
2021-12-29,63.6968
2021-12-30,61.9579
2021-12-31,61.4548
2022-01-01,61.4548
2022-01-02,61.4548
2022-01-03,60.0224
2022-01-04,57.9893
2022-01-05,53.0397
2022-01-06,54.8214
2022-01-07,52.5403
2022-01-08,52.5403
2022-01-09,52.5403
2022-01-10,55.3055
2022-01-11,57.8152
2022-01-12,55.9874
2022-01-13,54.0426
2022-01-14,53.8954
2022-01-15,53.8954
2022-01-16,53.8954
2022-01-17,53.8954
2022-01-18,47.1808
2022-01-19,46.8462
2022-01-20,48.9799
2022-01-21,46.3143
2022-01-22,46.3143
2022-01-23,46.3143
2022-01-24,49.1168
2022-01-25,46.5474
2022-01-26,39.3634
2022-01-27,39.2357
2022-01-28,38.3554
2022-01-29,38.3554
2022-01-30,38.3554
2022-01-31,42.517
2022-02-01,41.9178
2022-02-02,43.5152
2022-02-03,41.6953
2022-02-04,41.3046
2022-02-05,41.3046
2022-02-06,41.3046
2022-02-07,41.2602
2022-02-08,41.282
2022-02-09,42.4791
2022-02-10,40.6915
2022-02-11,38.8541
2022-02-12,38.8541
2022-02-13,38.8541
2022-02-14,38.1215
2022-02-15,42.4814
2022-02-16,43.7454
2022-02-17,42.3837
2022-02-18,42.9424
2022-02-19,42.9424
2022-02-20,42.9424
2022-02-21,42.9424
2022-02-22,41.1941
2022-02-23,40.1525
2022-02-24,42.2967
2022-02-25,44.39
2022-02-26,44.39
2022-02-27,44.39
2022-02-28,43.7641
2022-03-01,41.9728
2022-03-02,45.2433
2022-03-03,44.8142
2022-03-04,44.8945
2022-03-05,44.8945
2022-03-06,44.8945
2022-03-07,42.5504
2022-03-08,41.8504
2022-03-09,44.6275
2022-03-10,43.3327
2022-03-11,42.4332
2022-03-12,42.4332
2022-03-13,42.4332
2022-03-14,40.3136
2022-03-15,43.1397
2022-03-16,44.7662
2022-03-17,46.435
2022-03-18,48.2207
2022-03-19,48.2207
2022-03-20,48.2207
2022-03-21,49.2938
2022-03-22,50.9303
2022-03-23,48.6348
2022-03-24,50.538
2022-03-25,51.1116
2022-03-26,51.1116
2022-03-27,51.1116
2022-03-28,52.2152
2022-03-29,53.7895
2022-03-30,52.3289
2022-03-31,50.3656
2022-04-01,50.476
2022-04-02,50.476
2022-04-03,50.476
2022-04-04,51.8998
2022-04-05,52.6463
2022-04-06,51.5538
2022-04-07,52.7824
2022-04-08,50.7252
2022-04-09,50.7252
2022-04-10,50.7252
2022-04-11,49.2688
2022-04-12,48.5217
2022-04-13,50.2004
2022-04-14,45.3621
2022-04-15,45.3621
2022-04-16,45.3621
2022-04-17,45.3621
2022-04-18,44.3467
2022-04-19,47.1978
2022-04-20,48.3242
2022-04-21,47.6514
2022-04-22,46.2884
2022-04-23,46.2884
2022-04-24,46.2884
2022-04-25,47.7122
2022-04-26,43.4482
2022-04-27,34.6684
2022-04-28,38.2457
2022-04-29,35.751
2022-04-30,35.751
2022-05-01,35.751
2022-05-02,38.1235
2022-05-03,38.5994
2022-05-04,40.8562
2022-05-05,38.5809
2022-05-06,38.5413
2022-05-07,38.5413
2022-05-08,38.5413
2022-05-09,37.3043
2022-05-10,39.3813
2022-05-11,37.3614
2022-05-12,37.0934
2022-05-13,39.7984
2022-05-14,39.7984
2022-05-15,39.7984
2022-05-16,39.3298
2022-05-17,40.3109
2022-05-18,37.8127
2022-05-19,36.034
2022-05-20,36.5341
2022-05-21,36.5341
2022-05-22,36.5341
2022-05-23,37.6314
2022-05-24,37.3811
2022-05-25,37.2804
2022-05-26,39.998
2022-05-27,42.5331
2022-05-28,42.5331
2022-05-29,42.5331
2022-05-30,42.5331
2022-05-31,40.9977
2022-06-01,40.5876
2022-06-02,43.8133
2022-06-03,43.1448
2022-06-04,43.1448
2022-06-05,43.1448
2022-06-06,43.1371
2022-06-07,42.9697
2022-06-08,43.0024
2022-06-09,41.3122
2022-06-10,39.2536
2022-06-11,39.2536
2022-06-12,39.2536
2022-06-13,37.0133
2022-06-14,37.2555
2022-06-15,38.73
2022-06-16,37.223
2022-06-17,38.1275
2022-06-18,38.1275
2022-06-19,38.1275
2022-06-20,38.1275
2022-06-21,39.4453
2022-06-22,39.2714
2022-06-23,39.9681
2022-06-24,42.9655
2022-06-25,42.9655
2022-06-26,42.9655
2022-06-27,42.4178
2022-06-28,40.6661
2022-06-29,40.4825
2022-06-30,40.6694
2022-07-01,40.8681
2022-07-02,40.8681
2022-07-03,40.8681
2022-07-04,40.8681
2022-07-05,42.1966
2022-07-06,42.2371
2022-07-07,44.4374
2022-07-08,44.0091
2022-07-09,44.0091
2022-07-10,44.0091
2022-07-11,41.3427
2022-07-12,40.0772
2022-07-13,39.7955
2022-07-14,37.6873
2022-07-15,40.1994
2022-07-16,40.1994
2022-07-17,40.1994
2022-07-18,39.6998
2022-07-19,42.7821
2022-07-20,43.0013
2022-07-21,46.2184
2022-07-22,44.6426
2022-07-23,44.6426
2022-07-24,44.6426
2022-07-25,44.9749
2022-07-26,48.1316
2022-07-27,51.3102
2022-07-28,51.9265
2022-07-29,52.8164
2022-07-30,52.8164
2022-07-31,52.8164
2022-08-01,51.6756
2022-08-02,51.5801
2022-08-03,55.1478
2022-08-04,55.4795
2022-08-05,55.552
2022-08-06,55.552
2022-08-07,55.552
2022-08-08,54.4723
2022-08-09,52.1164
2022-08-10,53.8626
2022-08-11,53.8068
2022-08-12,55.2516
2022-08-13,55.2516
2022-08-14,55.2516
2022-08-15,55.6151
2022-08-16,55.3786
2022-08-17,53.3352
2022-08-18,55.5054
2022-08-19,53.8824
2022-08-20,53.8824
2022-08-21,53.8824
2022-08-22,50.0486
2022-08-23,49.8607
2022-08-24,49.1989
2022-08-25,51.0089
2022-08-26,46.2655
2022-08-27,46.2655
2022-08-28,46.2655
2022-08-29,46.6473
2022-08-30,45.4956
2022-08-31,44.4041
2022-09-01,43.3464
2022-09-02,43.9817
2022-09-03,43.9817
2022-09-04,43.9817
2022-09-05,43.9817
2022-09-06,43.2996
2022-09-07,44.9301
2022-09-08,45.5288
2022-09-09,47.4286
2022-09-10,47.4286
2022-09-11,47.4286
2022-09-12,49.5944
2022-09-13,44.9187
2022-09-14,43.333
2022-09-15,41.7114
2022-09-16,40.726
2022-09-17,40.726
2022-09-18,40.726
2022-09-19,40.528
2022-09-20,39.5611
2022-09-21,39.2308
2022-09-22,38.8891
2022-09-23,37.9898
2022-09-24,37.9898
2022-09-25,37.9898
2022-09-26,37.8729
2022-09-27,40.0301
2022-09-28,42.5063
2022-09-29,41.1633
2022-09-30,39.8543
2022-10-01,39.8543
2022-10-02,39.8543
2022-10-03,45.0908
2022-10-04,48.664
2022-10-05,49.294
2022-10-06,46.5198
2022-10-07,41.6735
2022-10-08,41.6735
2022-10-09,41.6735
2022-10-10,41.3258
2022-10-11,38.9261
2022-10-12,39.0482
2022-10-13,40.8498
2022-10-14,40.3143
2022-10-15,40.3143
2022-10-16,40.3143
2022-10-17,42.1052
2022-10-18,43.5377
2022-10-19,42.3154
2022-10-20,42.7761
2022-10-21,46.4575
2022-10-22,46.4575
2022-10-23,46.4575
2022-10-24,47.1816
2022-10-25,50.6954
2022-10-26,43.8566
2022-10-27,42.373
2022-10-28,46.1995
2022-10-29,46.1995
2022-10-30,46.1995
2022-10-31,44.9162
2022-11-01,45.9927
2022-11-02,43.2466
2022-11-03,41.1847
2022-11-04,42.9081
2022-11-05,42.9081
2022-11-06,42.9081
2022-11-07,42.6081
2022-11-08,42.3382
2022-11-09,41.0702
2022-11-10,47.972
2022-11-11,50.9037
2022-11-12,50.9037
2022-11-13,50.9037
2022-11-14,50.9037
2022-11-15,51.9242
2022-11-16,49.8906
2022-11-17,49.3287
2022-11-18,50.5522
2022-11-19,50.5522
2022-11-20,50.5522
2022-11-21,52.5212
2022-11-22,54.8695
2022-11-23,53.9871
2022-11-24,53.9871
2022-11-25,53.6894
2022-11-26,53.6894
2022-11-27,53.6894
2022-11-28,51.2366
2022-11-29,50.2582
2022-11-30,53.0521
2022-12-01,53.2901
2022-12-02,52.5746
2022-12-03,52.5746
2022-12-04,52.5746
2022-12-05,50.5768
2022-12-06,49.5833
2022-12-07,49.0597
2022-12-08,51.3277
2022-12-09,49.7233
2022-12-10,49.7233
2022-12-11,49.7233
2022-12-12,52.4219
2022-12-13,52.8611
2022-12-14,51.187
2022-12-15,47.5943
2022-12-16,46.3441
2022-12-17,46.3441
2022-12-18,46.3441
2022-12-19,44.9458
2022-12-20,45.8088
2022-12-21,45.3034
2022-12-22,44.0807
2022-12-23,44.8106
2022-12-24,44.8106
2022-12-25,44.8106
2022-12-26,44.8106
2022-12-27,44.9457
2022-12-28,43.5068
2022-12-29,46.7418
2022-12-30,47.0041
2022-12-31,47.0041
2023-01-01,47.0041
2023-01-02,47.0041
2023-01-03,47.9901
2023-01-04,48.3094
2023-01-05,44.8456
2023-01-06,46.0619
2023-01-07,46.0619
2023-01-08,46.0619
2023-01-09,47.3904
2023-01-10,47.7985
2023-01-11,50.4492
2023-01-12,50.2585
2023-01-13,49.7276
2023-01-14,49.7276
2023-01-15,49.7276
2023-01-16,49.7276
2023-01-17,50.1344
2023-01-18,47.5794
2023-01-19,45.6336
2023-01-20,48.5616
2023-01-21,48.5616
2023-01-22,48.5616
2023-01-23,50.8697
2023-01-24,49.9045
2023-01-25,49.1768
2023-01-26,50.9291
2023-01-27,50.8978
2023-01-28,50.8978
2023-01-29,50.8978
2023-01-30,49.269
2023-01-31,50.8113
2023-02-01,52.8367
2023-02-02,57.1395
2023-02-03,53.7095
2023-02-04,53.7095
2023-02-05,53.7095
2023-02-06,49.7622
2023-02-07,50.8398
2023-02-08,48.6532
2023-02-09,48.7956
2023-02-10,48.4413
2023-02-11,48.4413
2023-02-12,48.4413
2023-02-13,49.8952
2023-02-14,50.0948
2023-02-15,50.3372
2023-02-16,49.7511
2023-02-17,49.8156
2023-02-18,49.8156
2023-02-19,49.8156
2023-02-20,49.8156
2023-02-21,46.7879
2023-02-22,46.7202
2023-02-23,47.4034
2023-02-24,45.0877
2023-02-25,45.0877
2023-02-26,45.0877
2023-02-27,45.1244
2023-02-28,47.2154
2023-03-01,48.1613
2023-03-02,48.333
2023-03-03,49.5785
2023-03-04,49.5785
2023-03-05,49.5785
2023-03-06,49.1935
2023-03-07,48.7201
2023-03-08,48.9643
2023-03-09,45.6952
2023-03-10,43.4074
2023-03-11,43.4074
2023-03-12,43.4074
2023-03-13,42.1007
2023-03-14,44.0529
2023-03-15,43.9211
2023-03-16,46.389
2023-03-17,46.221
2023-03-18,46.221
2023-03-19,46.221
