,LAD US Equity
2022-06-28,48.3262
2022-06-29,48.5651
2022-06-30,45.9603
2022-07-01,47.2014
2022-07-02,47.2014
2022-07-03,47.2014
2022-07-04,47.2014
2022-07-05,48.6237
2022-07-06,46.436
2022-07-07,49.3467
2022-07-08,47.8273
2022-07-09,47.8273
2022-07-10,47.8273
2022-07-11,46.6263
2022-07-12,47.1796
2022-07-13,47.1234
2022-07-14,46.1708
2022-07-15,48.1481
2022-07-16,48.1481
2022-07-17,48.1481
2022-07-18,48.8753
2022-07-19,51.7468
2022-07-20,47.938
2022-07-21,46.1588
2022-07-22,44.6943
2022-07-23,44.6943
2022-07-24,44.6943
2022-07-25,42.8593
2022-07-26,42.8271
2022-07-27,42.9462
2022-07-28,44.0294
2022-07-29,45.6124
2022-07-30,45.6124
2022-07-31,45.6124
2022-08-01,47.0583
2022-08-02,45.8953
2022-08-03,47.4491
2022-08-04,46.9733
2022-08-05,47.8215
2022-08-06,47.8215
2022-08-07,47.8215
2022-08-08,48.0843
2022-08-09,46.1504
2022-08-10,47.0429
2022-08-11,48.0151
2022-08-12,46.5808
2022-08-13,46.5808
2022-08-14,46.5808
2022-08-15,45.9832
2022-08-16,50.0029
2022-08-17,47.849
2022-08-18,47.825
2022-08-19,47.6899
2022-08-20,47.6899
2022-08-21,47.6899
2022-08-22,47.3398
2022-08-23,47.7462
2022-08-24,49.2271
2022-08-25,52.5406
2022-08-26,50.3739
2022-08-27,50.3739
2022-08-28,50.3739
2022-08-29,49.8573
2022-08-30,48.0047
2022-08-31,46.6666
2022-09-01,44.9405
2022-09-02,43.6566
2022-09-03,43.6566
2022-09-04,43.6566
2022-09-05,43.6566
2022-09-06,41.7575
2022-09-07,42.6055
2022-09-08,43.324
2022-09-09,45.2272
2022-09-10,45.2272
2022-09-11,45.2272
2022-09-12,46.2064
2022-09-13,41.4674
2022-09-14,41.7316
2022-09-15,41.3659
2022-09-16,40.4416
2022-09-17,40.4416
2022-09-18,40.4416
2022-09-19,40.8881
2022-09-20,38.5788
2022-09-21,37.6553
2022-09-22,37.6136
2022-09-23,38.7223
2022-09-24,38.7223
2022-09-25,38.7223
2022-09-26,37.2332
2022-09-27,38.3852
2022-09-28,40.8328
2022-09-29,36.7431
2022-09-30,36.4859
2022-10-01,36.4859
2022-10-02,36.4859
2022-10-03,38.6971
2022-10-04,39.649
2022-10-05,38.3205
2022-10-06,36.865
2022-10-07,35.444
2022-10-08,35.444
2022-10-09,35.444
2022-10-10,34.878
2022-10-11,38.1952
2022-10-12,40.2672
2022-10-13,41.8228
2022-10-14,38.6025
2022-10-15,38.6025
2022-10-16,38.6025
2022-10-17,37.9192
2022-10-18,38.9385
2022-10-19,35.8361
2022-10-20,33.5011
2022-10-21,34.5094
2022-10-22,34.5094
2022-10-23,34.5094
2022-10-24,37.5153
2022-10-25,39.2591
2022-10-26,39.8892
2022-10-27,42.3595
2022-10-28,41.5703
2022-10-29,41.5703
2022-10-30,41.5703
2022-10-31,40.1814
2022-11-01,44.6543
2022-11-02,42.4587
2022-11-03,42.358
2022-11-04,41.6095
2022-11-05,41.6095
2022-11-06,41.6095
2022-11-07,43.5466
2022-11-08,45.734
2022-11-09,45.457
2022-11-10,52.1043
2022-11-11,54.4404
2022-11-12,54.4404
2022-11-13,54.4404
2022-11-14,54.3907
2022-11-15,54.5062
2022-11-16,53.3902
2022-11-17,52.6297
2022-11-18,50.4533
2022-11-19,50.4533
2022-11-20,50.4533
2022-11-21,48.2161
2022-11-22,49.5795
2022-11-23,50.3149
2022-11-24,50.3149
2022-11-25,51.1144
2022-11-26,51.1144
2022-11-27,51.1144
2022-11-28,50.618
2022-11-29,52.9949
2022-11-30,54.0301
2022-12-01,52.6536
2022-12-02,50.5496
2022-12-03,50.5496
2022-12-04,50.5496
2022-12-05,47.2332
2022-12-06,49.8931
2022-12-07,48.6386
2022-12-08,48.285
2022-12-09,47.5604
2022-12-10,47.5604
2022-12-11,47.5604
2022-12-12,47.884
2022-12-13,47.9441
2022-12-14,49.4828
2022-12-15,47.7242
2022-12-16,45.48
2022-12-17,45.48
2022-12-18,45.48
2022-12-19,41.8677
2022-12-20,39.9409
2022-12-21,40.5143
2022-12-22,41.0415
2022-12-23,43.5519
2022-12-24,43.5519
2022-12-25,43.5519
2022-12-26,43.5519
2022-12-27,43.0617
2022-12-28,41.8492
2022-12-29,44.7081
2022-12-30,45.1964
2022-12-31,45.1964
2023-01-01,45.1964
2023-01-02,45.1964
2023-01-03,44.0811
2023-01-04,46.9513
2023-01-05,46.0382
2023-01-06,48.1993
2023-01-07,48.1993
2023-01-08,48.1993
2023-01-09,50.6024
2023-01-10,52.3107
2023-01-11,55.4979
2023-01-12,55.7985
2023-01-13,54.5759
2023-01-14,54.5759
2023-01-15,54.5759
2023-01-16,54.5759
2023-01-17,54.9196
2023-01-18,54.1794
2023-01-19,53.6572
2023-01-20,57.0183
2023-01-21,57.0183
2023-01-22,57.0183
2023-01-23,56.2909
2023-01-24,54.8007
2023-01-25,55.3547
2023-01-26,57.339
2023-01-27,59.5726
2023-01-28,59.5726
2023-01-29,59.5726
2023-01-30,60.0834
2023-01-31,63.1533
2023-02-01,66.6744
2023-02-02,69.9086
2023-02-03,67.7749
2023-02-04,67.7749
2023-02-05,67.7749
2023-02-06,65.7005
2023-02-07,64.9156
2023-02-08,63.93
2023-02-09,61.9283
2023-02-10,61.7076
2023-02-11,61.7076
2023-02-12,61.7076
2023-02-13,62.1567
2023-02-14,63.4784
2023-02-15,54.7914
2023-02-16,56.0951
2023-02-17,57.812
2023-02-18,57.812
2023-02-19,57.812
2023-02-20,57.812
2023-02-21,51.2262
2023-02-22,53.5513
2023-02-23,54.4105
2023-02-24,52.8924
2023-02-25,52.8924
2023-02-26,52.8924
2023-02-27,53.5123
2023-02-28,52.6118
2023-03-01,53.094
2023-03-02,52.3148
2023-03-03,54.3761
2023-03-04,54.3761
2023-03-05,54.3761
2023-03-06,52.6354
2023-03-07,53.332
2023-03-08,54.5743
2023-03-09,52.0552
2023-03-10,49.3165
2023-03-11,49.3165
2023-03-12,49.3165
2023-03-13,46.6991
2023-03-14,42.6278
2023-03-15,40.6081
2023-03-16,41.7376
2023-03-17,40.5085
2023-03-18,40.5085
2023-03-19,40.5085
