,LAD US Equity
,RSI_30D
2020-01-01,53.2774
2020-01-02,53.5372
2020-01-03,52.5168
2020-01-04,52.5168
2020-01-05,52.5168
2020-01-06,49.0798
2020-01-07,49.8822
2020-01-08,47.4371
2020-01-09,47.0704
2020-01-10,47.3428
2020-01-11,47.3428
2020-01-12,47.3428
2020-01-13,50.6476
2020-01-14,49.3581
2020-01-15,48.8648
2020-01-16,49.0541
2020-01-17,50.7671
2020-01-18,50.7671
2020-01-19,50.7671
2020-01-20,50.7671
2020-01-21,51.7626
2020-01-22,49.3803
2020-01-23,50.8529
2020-01-24,46.4423
2020-01-25,46.4423
2020-01-26,46.4423
2020-01-27,47.6981
2020-01-28,49.253
2020-01-29,50.3815
2020-01-30,50.5178
2020-01-31,45.0378
2020-02-01,45.0378
2020-02-02,45.0378
2020-02-03,48.3498
2020-02-04,47.4399
2020-02-05,50.0171
2020-02-06,48.8691
2020-02-07,44.2573
2020-02-08,44.2573
2020-02-09,44.2573
2020-02-10,46.4719
2020-02-11,49.1488
2020-02-12,42.4745
2020-02-13,43.9441
2020-02-14,44.0348
2020-02-15,44.0348
2020-02-16,44.0348
2020-02-17,44.0348
2020-02-18,43.3648
2020-02-19,44.4004
2020-02-20,44.2942
2020-02-21,43.3118
2020-02-22,43.3118
2020-02-23,43.3118
2020-02-24,42.5718
2020-02-25,41.8383
2020-02-26,40.4487
2020-02-27,38.2543
2020-02-28,37.5363
2020-02-29,37.5363
2020-03-01,37.5363
2020-03-02,38.5798
2020-03-03,36.5068
2020-03-04,36.6779
2020-03-05,35.8112
2020-03-06,34.1856
2020-03-07,34.1856
2020-03-08,34.1856
2020-03-09,30.636
2020-03-10,30.5904
2020-03-11,29.7729
2020-03-12,25.707
2020-03-13,30.2049
2020-03-14,30.2049
2020-03-15,30.2049
2020-03-16,24.408
2020-03-17,24.2437
2020-03-18,21.5158
2020-03-19,25.2234
2020-03-20,24.5668
2020-03-21,24.5668
2020-03-22,24.5668
2020-03-23,27.9085
2020-03-24,35.9148
2020-03-25,38.2888
2020-03-26,39.645
2020-03-27,37.289
2020-03-28,37.289
2020-03-29,37.289
2020-03-30,35.8949
2020-03-31,37.4177
2020-04-01,34.7954
2020-04-02,34.0111
2020-04-03,33.1302
2020-04-04,33.1302
2020-04-05,33.1302
2020-04-06,36.049
2020-04-07,37.0544
2020-04-08,38.8556
2020-04-09,41.8601
2020-04-10,41.8601
2020-04-11,41.8601
2020-04-12,41.8601
2020-04-13,42.1861
2020-04-14,44.0181
2020-04-15,43.3749
2020-04-16,44.2035
2020-04-17,47.7842
2020-04-18,47.7842
2020-04-19,47.7842
2020-04-20,45.6687
2020-04-21,44.637
2020-04-22,48.0187
2020-04-23,48.995
2020-04-24,51.7732
2020-04-25,51.7732
2020-04-26,51.7732
2020-04-27,52.774
2020-04-28,54.9428
2020-04-29,57.093
2020-04-30,53.5698
2020-05-01,52.5433
2020-05-02,52.5433
2020-05-03,52.5433
2020-05-04,52.8548
2020-05-05,52.0003
2020-05-06,51.1836
2020-05-07,51.9457
2020-05-08,54.7293
2020-05-09,54.7293
2020-05-10,54.7293
2020-05-11,53.1707
2020-05-12,50.4606
2020-05-13,47.4943
2020-05-14,50.4615
2020-05-15,50.4574
2020-05-16,50.4574
2020-05-17,50.4574
2020-05-18,55.1006
2020-05-19,55.0141
2020-05-20,54.8759
2020-05-21,55.997
2020-05-22,56.0749
2020-05-23,56.0749
2020-05-24,56.0749
2020-05-25,56.0749
2020-05-26,57.1194
2020-05-27,59.9511
2020-05-28,56.3466
2020-05-29,55.587
2020-05-30,55.587
2020-05-31,55.587
2020-06-01,56.3869
2020-06-02,58.4795
2020-06-03,60.5986
2020-06-04,60.9647
2020-06-05,64.135
2020-06-06,64.135
2020-06-07,64.135
2020-06-08,62.6704
2020-06-09,61.5782
2020-06-10,59.7224
2020-06-11,53.867
2020-06-12,54.9155
2020-06-13,54.9155
2020-06-14,54.9155
2020-06-15,57.3566
2020-06-16,58.1771
2020-06-17,58.4528
2020-06-18,59.4133
2020-06-19,59.7785
2020-06-20,59.7785
2020-06-21,59.7785
2020-06-22,61.852
2020-06-23,61.5908
2020-06-24,59.1464
2020-06-25,60.9547
2020-06-26,58.1528
2020-06-27,58.1528
2020-06-28,58.1528
2020-06-29,61.2803
2020-06-30,60.4279
2020-07-01,61.5349
2020-07-02,61.7003
2020-07-03,61.7003
2020-07-04,61.7003
2020-07-05,61.7003
2020-07-06,62.4637
2020-07-07,63.1468
2020-07-08,63.2185
2020-07-09,61.7428
2020-07-10,64.0035
2020-07-11,64.0035
2020-07-12,64.0035
2020-07-13,61.9191
2020-07-14,64.3719
2020-07-15,66.1046
2020-07-16,65.2689
2020-07-17,65.2748
2020-07-18,65.2748
2020-07-19,65.2748
2020-07-20,64.173
2020-07-21,65.1921
2020-07-22,73.5957
2020-07-23,75.295
2020-07-24,76.5679
2020-07-25,76.5679
2020-07-26,76.5679
2020-07-27,75.4909
2020-07-28,73.7665
2020-07-29,76.7143
2020-07-30,72.7046
2020-07-31,71.1133
2020-08-01,71.1133
2020-08-02,71.1133
2020-08-03,72.0898
2020-08-04,72.3944
2020-08-05,73.3855
2020-08-06,73.3956
2020-08-07,72.7908
2020-08-08,72.7908
2020-08-09,72.7908
2020-08-10,71.9265
2020-08-11,73.2272
2020-08-12,75.3082
2020-08-13,75.4099
2020-08-14,74.9903
2020-08-15,74.9903
2020-08-16,74.9903
2020-08-17,76.2299
2020-08-18,77.3486
2020-08-19,71.6871
2020-08-20,71.103
2020-08-21,71.3464
2020-08-22,71.3464
2020-08-23,71.3464
2020-08-24,71.5334
2020-08-25,72.3412
2020-08-26,66.4097
2020-08-27,64.5012
2020-08-28,63.7557
2020-08-29,63.7557
2020-08-30,63.7557
2020-08-31,64.0929
2020-09-01,66.2781
2020-09-02,66.0382
2020-09-03,61.1031
2020-09-04,59.9026
2020-09-05,59.9026
2020-09-06,59.9026
2020-09-07,59.9026
2020-09-08,59.013
2020-09-09,60.8701
2020-09-10,59.1629
2020-09-11,57.4834
2020-09-12,57.4834
2020-09-13,57.4834
2020-09-14,58.7759
2020-09-15,57.7567
2020-09-16,56.1041
2020-09-17,55.3625
2020-09-18,52.9694
2020-09-19,52.9694
2020-09-20,52.9694
2020-09-21,50.7641
2020-09-22,52.6951
2020-09-23,51.628
2020-09-24,50.2273
2020-09-25,49.0397
2020-09-26,49.0397
2020-09-27,49.0397
2020-09-28,52.5013
2020-09-29,50.6158
2020-09-30,52.2638
2020-10-01,57.7656
2020-10-02,63.4855
2020-10-03,63.4855
2020-10-04,63.4855
2020-10-05,65.5662
2020-10-06,61.1445
2020-10-07,63.9675
2020-10-08,63.071
2020-10-09,63.5669
2020-10-10,63.5669
2020-10-11,63.5669
2020-10-12,59.406
2020-10-13,58.3167
2020-10-14,58.1617
2020-10-15,60.4496
2020-10-16,59.7316
2020-10-17,59.7316
2020-10-18,59.7316
2020-10-19,57.325
2020-10-20,55.2698
2020-10-21,55.2842
2020-10-22,52.4092
2020-10-23,52.4581
2020-10-24,52.4581
2020-10-25,52.4581
2020-10-26,49.9335
2020-10-27,48.7128
2020-10-28,47.8459
2020-10-29,47.5025
2020-10-30,46.7861
2020-10-31,46.7861
2020-11-01,46.7861
2020-11-02,49.7021
2020-11-03,52.3977
2020-11-04,53.9907
2020-11-05,56.4072
2020-11-06,55.6452
2020-11-07,55.6452
2020-11-08,55.6452
2020-11-09,54.474
2020-11-10,56.7183
2020-11-11,56.2398
2020-11-12,54.383
2020-11-13,55.8846
2020-11-14,55.8846
2020-11-15,55.8846
2020-11-16,55.862
2020-11-17,56.7656
2020-11-18,57.9521
2020-11-19,59.7556
2020-11-20,59.8018
2020-11-21,59.8018
2020-11-22,59.8018
2020-11-23,62.4783
2020-11-24,65.6994
2020-11-25,63.2603
2020-11-26,63.2603
2020-11-27,63.3872
2020-11-28,63.3872
2020-11-29,63.3872
2020-11-30,58.8446
2020-12-01,61.148
2020-12-02,58.1122
2020-12-03,58.7406
2020-12-04,59.0873
2020-12-05,59.0873
2020-12-06,59.0873
2020-12-07,58.8018
2020-12-08,57.9797
2020-12-09,54.0906
2020-12-10,52.0911
2020-12-11,51.5447
2020-12-12,51.5447
2020-12-13,51.5447
2020-12-14,51.2071
2020-12-15,54.3901
2020-12-16,56.0563
2020-12-17,57.9561
2020-12-18,54.4701
2020-12-19,54.4701
2020-12-20,54.4701
2020-12-21,54.9511
2020-12-22,52.8428
2020-12-23,55.1703
2020-12-24,55.5564
2020-12-25,55.5564
2020-12-26,55.5564
2020-12-27,55.5564
2020-12-28,56.9169
2020-12-29,53.4174
2020-12-30,55.6631
2020-12-31,55.499
2021-01-01,55.499
2021-01-02,55.499
2021-01-03,55.499
2021-01-04,52.9774
2021-01-05,55.5874
2021-01-06,59.6076
2021-01-07,60.9622
2021-01-08,60.3345
2021-01-09,60.3345
2021-01-10,60.3345
2021-01-11,60.6238
2021-01-12,61.7009
2021-01-13,58.9677
2021-01-14,60.3265
2021-01-15,56.5009
2021-01-16,56.5009
2021-01-17,56.5009
2021-01-18,56.5009
2021-01-19,55.7709
2021-01-20,60.026
2021-01-21,60.6811
2021-01-22,62.1148
2021-01-23,62.1148
2021-01-24,62.1148
2021-01-25,62.3289
2021-01-26,63.0101
2021-01-27,56.2948
2021-01-28,56.2129
2021-01-29,55.9211
2021-01-30,55.9211
2021-01-31,55.9211
2021-02-01,59.545
2021-02-02,59.809
2021-02-03,60.0265
2021-02-04,63.7438
2021-02-05,65.5882
2021-02-06,65.5882
2021-02-07,65.5882
2021-02-08,66.9759
2021-02-09,68.8652
2021-02-10,62.549
2021-02-11,63.3109
2021-02-12,64.6779
2021-02-13,64.6779
2021-02-14,64.6779
2021-02-15,64.6779
2021-02-16,62.1699
2021-02-17,61.6191
2021-02-18,61.4625
2021-02-19,63.1505
2021-02-20,63.1505
2021-02-21,63.1505
2021-02-22,60.4078
2021-02-23,60.3397
2021-02-24,63.2002
2021-02-25,58.9324
2021-02-26,59.4527
2021-02-27,59.4527
2021-02-28,59.4527
2021-03-01,60.3707
2021-03-02,59.1309
2021-03-03,59.1696
2021-03-04,54.8778
2021-03-05,58.1581
2021-03-06,58.1581
2021-03-07,58.1581
2021-03-08,58.5784
2021-03-09,57.8549
2021-03-10,61.5231
2021-03-11,61.9149
2021-03-12,61.2852
2021-03-13,61.2852
2021-03-14,61.2852
2021-03-15,61.9769
2021-03-16,62.7447
2021-03-17,64.3128
2021-03-18,60.4978
2021-03-19,59.2234
2021-03-20,59.2234
2021-03-21,59.2234
2021-03-22,56.1041
2021-03-23,53.401
2021-03-24,51.2714
2021-03-25,53.4747
2021-03-26,54.4472
2021-03-27,54.4472
2021-03-28,54.4472
2021-03-29,53.6129
2021-03-30,58.256
2021-03-31,56.0576
2021-04-01,57.5161
2021-04-02,57.5161
2021-04-03,57.5161
2021-04-04,57.5161
2021-04-05,55.936
2021-04-06,53.9724
2021-04-07,54.9169
2021-04-08,56.007
2021-04-09,57.0106
2021-04-10,57.0106
2021-04-11,57.0106
2021-04-12,57.6196
2021-04-13,54.1497
2021-04-14,54.9571
2021-04-15,55.1949
2021-04-16,53.9156
2021-04-17,53.9156
2021-04-18,53.9156
2021-04-19,53.7471
2021-04-20,50.8462
2021-04-21,52.8143
2021-04-22,52.3624
2021-04-23,54.132
2021-04-24,54.132
2021-04-25,54.132
2021-04-26,53.2864
2021-04-27,55.3874
2021-04-28,54.9278
2021-04-29,52.8965
2021-04-30,52.1762
2021-05-01,52.1762
2021-05-02,52.1762
2021-05-03,53.4652
2021-05-04,53.4193
2021-05-05,51.1863
2021-05-06,51.0538
2021-05-07,50.9534
2021-05-08,50.9534
2021-05-09,50.9534
2021-05-10,48.2244
2021-05-11,47.4132
2021-05-12,43.9842
2021-05-13,46.5193
2021-05-14,48.8245
2021-05-15,48.8245
2021-05-16,48.8245
2021-05-17,48.0541
2021-05-18,45.8171
2021-05-19,40.5609
2021-05-20,42.8581
2021-05-21,47.4253
2021-05-22,47.4253
2021-05-23,47.4253
2021-05-24,45.377
2021-05-25,45.5986
2021-05-26,47.6287
2021-05-27,47.7615
2021-05-28,46.4964
2021-05-29,46.4964
2021-05-30,46.4964
2021-05-31,46.4964
2021-06-01,47.622
2021-06-02,45.8969
2021-06-03,43.8891
2021-06-04,43.7209
2021-06-05,43.7209
2021-06-06,43.7209
2021-06-07,43.2801
2021-06-08,43.2088
2021-06-09,41.8483
2021-06-10,41.7586
2021-06-11,43.5071
2021-06-12,43.5071
2021-06-13,43.5071
2021-06-14,42.844
2021-06-15,45.1122
2021-06-16,44.2181
2021-06-17,41.871
2021-06-18,39.6418
2021-06-19,39.6418
2021-06-20,39.6418
2021-06-21,42.2776
2021-06-22,43.1017
2021-06-23,42.955
2021-06-24,44.4594
2021-06-25,47.7184
2021-06-26,47.7184
2021-06-27,47.7184
2021-06-28,46.2182
2021-06-29,46.6122
2021-06-30,48.4523
2021-07-01,50.905
2021-07-02,49.7434
2021-07-03,49.7434
2021-07-04,49.7434
2021-07-05,49.7434
2021-07-06,48.2337
2021-07-07,48.6036
2021-07-08,48.8666
2021-07-09,52.528
2021-07-10,52.528
2021-07-11,52.528
2021-07-12,53.1261
2021-07-13,51.381
2021-07-14,51.8732
2021-07-15,49.7294
2021-07-16,47.5602
2021-07-17,47.5602
2021-07-18,47.5602
2021-07-19,46.2722
2021-07-20,51.5146
2021-07-21,55.0867
2021-07-22,55.9999
2021-07-23,56.9336
2021-07-24,56.9336
2021-07-25,56.9336
2021-07-26,54.9304
2021-07-27,55.1172
2021-07-28,55.5192
2021-07-29,56.9904
2021-07-30,55.7214
2021-07-31,55.7214
2021-08-01,55.7214
2021-08-02,54.9733
2021-08-03,52.2264
2021-08-04,50.3176
2021-08-05,53.2706
2021-08-06,51.9866
2021-08-07,51.9866
2021-08-08,51.9866
2021-08-09,51.4507
2021-08-10,53.2194
2021-08-11,54.4018
2021-08-12,54.547
2021-08-13,54.544
2021-08-14,54.544
2021-08-15,54.544
2021-08-16,54.6697
2021-08-17,44.9182
2021-08-18,45.0241
2021-08-19,43.6913
2021-08-20,42.5144
2021-08-21,42.5144
2021-08-22,42.5144
2021-08-23,44.6677
2021-08-24,46.3621
2021-08-25,46.2546
2021-08-26,44.341
2021-08-27,44.6402
2021-08-28,44.6402
2021-08-29,44.6402
2021-08-30,42.9724
2021-08-31,44.1385
2021-09-01,45.4096
2021-09-02,43.2017
2021-09-03,43.0527
2021-09-04,43.0527
2021-09-05,43.0527
2021-09-06,43.0527
2021-09-07,41.4038
2021-09-08,43.5748
2021-09-09,45.5889
2021-09-10,45.4982
2021-09-11,45.4982
2021-09-12,45.4982
2021-09-13,43.9568
2021-09-14,42.3411
2021-09-15,43.4103
2021-09-16,48.6362
2021-09-17,47.949
2021-09-18,47.949
2021-09-19,47.949
2021-09-20,45.7254
2021-09-21,44.956
2021-09-22,48.0231
2021-09-23,49.4627
2021-09-24,50.6443
2021-09-25,50.6443
2021-09-26,50.6443
2021-09-27,52.4439
2021-09-28,50.1665
2021-09-29,50.6954
2021-09-30,43.5436
2021-10-01,43.7238
2021-10-02,43.7238
2021-10-03,43.7238
2021-10-04,43.0249
2021-10-05,42.4431
2021-10-06,42.0925
2021-10-07,46.0147
2021-10-08,46.9069
2021-10-09,46.9069
2021-10-10,46.9069
2021-10-11,45.3273
2021-10-12,48.1017
2021-10-13,48.1826
2021-10-14,50.1089
2021-10-15,50.1006
2021-10-16,50.1006
2021-10-17,50.1006
2021-10-18,50.4494
2021-10-19,50.5279
2021-10-20,51.4998
2021-10-21,50.0721
2021-10-22,50.3764
2021-10-23,50.3764
2021-10-24,50.3764
2021-10-25,49.5993
2021-10-26,46.9469
2021-10-27,44.1405
2021-10-28,44.2404
2021-10-29,44.8526
2021-10-30,44.8526
2021-10-31,44.8526
2021-11-01,48.4305
2021-11-02,47.4244
2021-11-03,48.9619
2021-11-04,48.5008
2021-11-05,48.0298
2021-11-06,48.0298
2021-11-07,48.0298
2021-11-08,48.4193
2021-11-09,47.4021
2021-11-10,45.0526
2021-11-11,45.9955
2021-11-12,46.6764
2021-11-13,46.6764
2021-11-14,46.6764
2021-11-15,47.6371
2021-11-16,50.7932
2021-11-17,40.767
2021-11-18,42.1207
2021-11-19,39.3115
2021-11-20,39.3115
2021-11-21,39.3115
2021-11-22,40.4857
2021-11-23,40.0592
2021-11-24,38.9685
2021-11-25,38.9685
2021-11-26,38.4318
2021-11-27,38.4318
2021-11-28,38.4318
2021-11-29,37.892
2021-11-30,40.7341
2021-12-01,38.497
2021-12-02,41.3693
2021-12-03,41.6326
2021-12-04,41.6326
2021-12-05,41.6326
2021-12-06,42.7145
2021-12-07,42.5377
2021-12-08,41.3327
2021-12-09,40.1209
2021-12-10,41.8908
2021-12-11,41.8908
2021-12-12,41.8908
2021-12-13,40.336
2021-12-14,39.3905
2021-12-15,41.3629
2021-12-16,41.5003
2021-12-17,42.1739
2021-12-18,42.1739
2021-12-19,42.1739
2021-12-20,40.8219
2021-12-21,42.7367
2021-12-22,42.3654
2021-12-23,43.9559
2021-12-24,43.9559
2021-12-25,43.9559
2021-12-26,43.9559
2021-12-27,46.1305
2021-12-28,45.774
2021-12-29,45.1668
2021-12-30,47.2861
2021-12-31,47.2095
2022-01-01,47.2095
2022-01-02,47.2095
2022-01-03,47.5452
2022-01-04,47.5944
2022-01-05,45.7504
2022-01-06,48.07
2022-01-07,47.9668
2022-01-08,47.9668
2022-01-09,47.9668
2022-01-10,49.2283
2022-01-11,47.8649
2022-01-12,48.4973
2022-01-13,50.5812
2022-01-14,51.7145
2022-01-15,51.7145
2022-01-16,51.7145
2022-01-17,51.7145
2022-01-18,53.0299
2022-01-19,51.203
2022-01-20,45.2027
2022-01-21,44.6516
2022-01-22,44.6516
2022-01-23,44.6516
2022-01-24,51.1884
2022-01-25,46.0818
2022-01-26,43.6563
2022-01-27,42.9468
2022-01-28,45.2644
2022-01-29,45.2644
2022-01-30,45.2644
2022-01-31,47.3454
2022-02-01,48.6571
2022-02-02,47.1789
2022-02-03,45.2401
2022-02-04,45.5524
2022-02-05,45.5524
2022-02-06,45.5524
2022-02-07,46.2537
2022-02-08,50.1475
2022-02-09,55.4686
2022-02-10,53.7624
2022-02-11,54.8659
2022-02-12,54.8659
2022-02-13,54.8659
2022-02-14,52.7255
2022-02-15,55.9208
2022-02-16,56.881
2022-02-17,55.9687
2022-02-18,56.3555
2022-02-19,56.3555
2022-02-20,56.3555
2022-02-21,56.3555
2022-02-22,52.4294
2022-02-23,53.6651
2022-02-24,54.4424
2022-02-25,57.1523
2022-02-26,57.1523
2022-02-27,57.1523
2022-02-28,60.2953
2022-03-01,59.8307
2022-03-02,61.3207
2022-03-03,59.5763
2022-03-04,57.6379
2022-03-05,57.6379
2022-03-06,57.6379
2022-03-07,52.1064
2022-03-08,52.6091
2022-03-09,53.526
2022-03-10,53.1072
2022-03-11,52.6333
2022-03-12,52.6333
2022-03-13,52.6333
2022-03-14,51.5401
2022-03-15,54.2327
2022-03-16,56.4457
2022-03-17,57.391
2022-03-18,57.9216
2022-03-19,57.9216
2022-03-20,57.9216
2022-03-21,55.861
2022-03-22,55.8887
2022-03-23,53.4002
2022-03-24,52.0075
2022-03-25,51.611
2022-03-26,51.611
2022-03-27,51.611
2022-03-28,50.3044
2022-03-29,54.2954
2022-03-30,50.7471
2022-03-31,45.2665
2022-04-01,45.3966
2022-04-02,45.3966
2022-04-03,45.3966
2022-04-04,45.5813
2022-04-05,43.2136
2022-04-06,44.5941
2022-04-07,45.1218
2022-04-08,47.1593
2022-04-09,47.1593
2022-04-10,47.1593
2022-04-11,47.3198
2022-04-12,43.5067
2022-04-13,44.437
2022-04-14,43.6718
2022-04-15,43.6718
2022-04-16,43.6718
2022-04-17,43.6718
2022-04-18,45.3911
2022-04-19,49.4811
2022-04-20,49.0415
2022-04-21,45.4683
2022-04-22,44.1686
2022-04-23,44.1686
2022-04-24,44.1686
2022-04-25,45.1407
2022-04-26,42.5092
2022-04-27,41.7667
2022-04-28,44.4092
2022-04-29,43.4415
2022-04-30,43.4415
2022-05-01,43.4415
2022-05-02,46.0003
2022-05-03,49.0781
2022-05-04,51.2405
2022-05-05,48.0905
2022-05-06,47.8654
2022-05-07,47.8654
2022-05-08,47.8654
2022-05-09,45.1386
2022-05-10,43.2956
2022-05-11,43.0283
2022-05-12,44.334
2022-05-13,49.5686
2022-05-14,49.5686
2022-05-15,49.5686
2022-05-16,49.1273
2022-05-17,52.1547
2022-05-18,47.4063
2022-05-19,45.9314
2022-05-20,46.1065
2022-05-21,46.1065
2022-05-22,46.1065
2022-05-23,45.4715
2022-05-24,45.1581
2022-05-25,48.5719
2022-05-26,51.0958
2022-05-27,51.9551
2022-05-28,51.9551
2022-05-29,51.9551
2022-05-30,51.9551
2022-05-31,51.5152
2022-06-01,50.2938
2022-06-02,51.2773
2022-06-03,49.6915
2022-06-04,49.6915
2022-06-05,49.6915
2022-06-06,52.426
2022-06-07,52.4231
2022-06-08,51.2726
2022-06-09,53.0901
2022-06-10,48.3772
2022-06-11,48.3772
2022-06-12,48.3772
2022-06-13,44.2954
2022-06-14,45.3143
2022-06-15,46.4986
2022-06-16,40.2725
2022-06-17,44.2894
2022-06-18,44.2894
2022-06-19,44.2894
2022-06-20,44.2894
2022-06-21,43.1457
2022-06-22,44.9049
2022-06-23,46.3913
2022-06-24,49.2668
2022-06-25,49.2668
2022-06-26,49.2668
2022-06-27,49.368
