,TGT US Equity
,RSI_30D
2020-01-01,63.1507
2020-01-02,59.1514
2020-01-03,56.8707
2020-01-04,56.8707
2020-01-05,56.8707
2020-01-06,54.8982
2020-01-07,55.1979
2020-01-08,54.5166
2020-01-09,54.6613
2020-01-10,56.4257
2020-01-11,56.4257
2020-01-12,56.4257
2020-01-13,54.8809
2020-01-14,56.8558
2020-01-15,44.8011
2020-01-16,44.0065
2020-01-17,44.8985
2020-01-18,44.8985
2020-01-19,44.8985
2020-01-20,44.8985
2020-01-21,41.6071
2020-01-22,41.4542
2020-01-23,43.9345
2020-01-24,42.5502
2020-01-25,42.5502
2020-01-26,42.5502
2020-01-27,44.7241
2020-01-28,44.3201
2020-01-29,42.9393
2020-01-30,43.5612
2020-01-31,39.2169
2020-02-01,39.2169
2020-02-02,39.2169
2020-02-03,41.9158
2020-02-04,43.0101
2020-02-05,46.2387
2020-02-06,45.7798
2020-02-07,46.4425
2020-02-08,46.4425
2020-02-09,46.4425
2020-02-10,48.3462
2020-02-11,47.9728
2020-02-12,49.9316
2020-02-13,50.164
2020-02-14,47.9304
2020-02-15,47.9304
2020-02-16,47.9304
2020-02-17,47.9304
2020-02-18,50.5145
2020-02-19,49.9083
2020-02-20,51.1083
2020-02-21,49.3512
2020-02-22,49.3512
2020-02-23,49.3512
2020-02-24,45.1974
2020-02-25,42.8196
2020-02-26,41.6532
2020-02-27,36.7315
2020-02-28,34.5369
2020-02-29,34.5369
2020-03-01,34.5369
2020-03-02,42.7247
2020-03-03,39.9763
2020-03-04,42.3359
2020-03-05,40.7862
2020-03-06,40.7695
2020-03-07,40.7695
2020-03-08,40.7695
2020-03-09,39.1774
2020-03-10,44.2238
2020-03-11,41.9226
2020-03-12,33.4395
2020-03-13,41.3913
2020-03-14,41.3913
2020-03-15,41.3913
2020-03-16,37.4117
2020-03-17,44.8739
2020-03-18,44.4229
2020-03-19,43.1382
2020-03-20,41.4801
2020-03-21,41.4801
2020-03-22,41.4801
2020-03-23,41.1058
2020-03-24,43.9576
2020-03-25,39.1351
2020-03-26,42.5784
2020-03-27,41.9295
2020-03-28,41.9295
2020-03-29,41.9295
2020-03-30,42.7907
2020-03-31,41.275
2020-04-01,42.8591
2020-04-02,42.3911
2020-04-03,41.4696
2020-04-04,41.4696
2020-04-05,41.4696
2020-04-06,44.8898
2020-04-07,45.3909
2020-04-08,49.4315
2020-04-09,49.1774
2020-04-10,49.1774
2020-04-11,49.1774
2020-04-12,49.1774
2020-04-13,49.4773
2020-04-14,51.7478
2020-04-15,50.3928
2020-04-16,52.2425
2020-04-17,54.6004
2020-04-18,54.6004
2020-04-19,54.6004
2020-04-20,51.7519
2020-04-21,50.4758
2020-04-22,50.4386
2020-04-23,48.6025
2020-04-24,51.052
2020-04-25,51.052
2020-04-26,51.052
2020-04-27,52.276
2020-04-28,53.5136
2020-04-29,53.5723
2020-04-30,51.9689
2020-05-01,50.9594
2020-05-02,50.9594
2020-05-03,50.9594
2020-05-04,53.13
2020-05-05,53.1609
2020-05-06,54.2924
2020-05-07,54.1289
2020-05-08,55.6793
2020-05-09,55.6793
2020-05-10,55.6793
2020-05-11,58.2501
2020-05-12,57.6221
2020-05-13,57.4195
2020-05-14,57.9095
2020-05-15,58.5266
2020-05-16,58.5266
2020-05-17,58.5266
2020-05-18,61.0437
2020-05-19,59.8293
2020-05-20,56.8083
2020-05-21,56.023
2020-05-22,55.0371
2020-05-23,55.0371
2020-05-24,55.0371
2020-05-25,55.0371
2020-05-26,53.1114
2020-05-27,54.6959
2020-05-28,55.3904
2020-05-29,57.941
2020-05-30,57.941
2020-05-31,57.941
2020-06-01,55.5485
2020-06-02,55.0189
2020-06-03,56.9305
2020-06-04,55.4327
2020-06-05,56.4832
2020-06-06,56.4832
2020-06-07,56.4832
2020-06-08,57.0436
2020-06-09,55.5889
2020-06-10,54.9563
2020-06-11,53.2244
2020-06-12,52.2739
2020-06-13,52.2739
2020-06-14,52.2739
2020-06-15,53.2466
2020-06-16,54.0678
2020-06-17,53.2104
2020-06-18,52.3246
2020-06-19,54.933
2020-06-20,54.933
2020-06-21,54.933
2020-06-22,56.3501
2020-06-23,55.453
2020-06-24,53.7585
2020-06-25,53.8323
2020-06-26,51.2115
2020-06-27,51.2115
2020-06-28,51.2115
2020-06-29,52.5394
2020-06-30,53.6836
2020-07-01,52.7454
2020-07-02,52.8859
2020-07-03,52.8859
2020-07-04,52.8859
2020-07-05,52.8859
2020-07-06,52.9943
2020-07-07,51.7819
2020-07-08,51.4107
2020-07-09,51.6101
2020-07-10,52.5763
2020-07-11,52.5763
2020-07-12,52.5763
2020-07-13,52.4296
2020-07-14,53.8136
2020-07-15,55.3946
2020-07-16,55.6711
2020-07-17,55.3164
2020-07-18,55.3164
2020-07-19,55.3164
2020-07-20,53.0083
2020-07-21,53.4213
2020-07-22,56.4822
2020-07-23,55.469
2020-07-24,56.8476
2020-07-25,56.8476
2020-07-26,56.8476
2020-07-27,55.5142
2020-07-28,56.1402
2020-07-29,56.5514
2020-07-30,57.5024
2020-07-31,58.8483
2020-08-01,58.8483
2020-08-02,58.8483
2020-08-03,60.7854
2020-08-04,63.1734
2020-08-05,61.5685
2020-08-06,61.0338
2020-08-07,63.5276
2020-08-08,63.5276
2020-08-09,63.5276
2020-08-10,64.547
2020-08-11,62.6888
2020-08-12,65.1396
2020-08-13,65.3115
2020-08-14,66.7025
2020-08-15,66.7025
2020-08-16,66.7025
2020-08-17,68.0213
2020-08-18,66.9572
2020-08-19,76.8071
2020-08-20,74.1916
2020-08-21,74.8144
2020-08-22,74.8144
2020-08-23,74.8144
2020-08-24,74.294
2020-08-25,73.7633
2020-08-26,73.5681
2020-08-27,70.2706
2020-08-28,70.5776
2020-08-29,70.5776
2020-08-30,70.5776
2020-08-31,70.7856
2020-09-01,69.849
2020-09-02,68.8354
2020-09-03,63.7037
2020-09-04,64.5644
2020-09-05,64.5644
2020-09-06,64.5644
2020-09-07,64.5644
2020-09-08,60.5652
2020-09-09,63.1597
2020-09-10,61.3827
2020-09-11,62.545
2020-09-12,62.545
2020-09-13,62.545
2020-09-14,63.1087
2020-09-15,63.561
2020-09-16,62.2083
2020-09-17,61.7301
2020-09-18,62.6752
2020-09-19,62.6752
2020-09-20,62.6752
2020-09-21,63.4772
2020-09-22,66.4987
2020-09-23,62.6011
2020-09-24,63.3183
2020-09-25,64.9681
2020-09-26,64.9681
2020-09-27,64.9681
2020-09-28,66.3728
2020-09-29,66.6872
2020-09-30,67.0062
2020-10-01,67.7908
2020-10-02,68.1231
2020-10-03,68.1231
2020-10-04,68.1231
2020-10-05,69.6701
2020-10-06,65.4363
2020-10-07,66.9668
2020-10-08,67.7351
2020-10-09,68.9079
2020-10-10,68.9079
2020-10-11,68.9079
2020-10-12,69.4421
2020-10-13,70.1032
2020-10-14,67.7372
2020-10-15,68.7118
2020-10-16,67.9423
2020-10-17,67.9423
2020-10-18,67.9423
2020-10-19,66.6973
2020-10-20,67.2819
2020-10-21,65.0075
2020-10-22,60.0991
2020-10-23,60.6242
2020-10-24,60.6242
2020-10-25,60.6242
2020-10-26,57.8014
2020-10-27,56.6661
2020-10-28,54.5213
2020-10-29,53.418
2020-10-30,51.1536
2020-10-31,51.1536
2020-11-01,51.1536
2020-11-02,53.3408
2020-11-03,55.5605
2020-11-04,55.4323
2020-11-05,57.2955
2020-11-06,59.7791
2020-11-07,59.7791
2020-11-08,59.7791
2020-11-09,52.5231
2020-11-10,55.2194
2020-11-11,56.5287
2020-11-12,56.3603
2020-11-13,59.0049
2020-11-14,59.0049
2020-11-15,59.0049
2020-11-16,60.6966
2020-11-17,59.0888
2020-11-18,61.8191
2020-11-19,64.7095
2020-11-20,65.2751
2020-11-21,65.2751
2020-11-22,65.2751
2020-11-23,68.2178
2020-11-24,68.3762
2020-11-25,69.4068
2020-11-26,69.4068
2020-11-27,69.3472
2020-11-28,69.3472
2020-11-29,69.3472
2020-11-30,69.0525
2020-12-01,68.4508
2020-12-02,65.2173
2020-12-03,63.4669
2020-12-04,63.5416
2020-12-05,63.5416
2020-12-06,63.5416
2020-12-07,61.0517
2020-12-08,60.8307
2020-12-09,61.8459
2020-12-10,59.8605
2020-12-11,59.0503
2020-12-12,59.0503
2020-12-13,59.0503
2020-12-14,58.1999
2020-12-15,58.5601
2020-12-16,58.8048
2020-12-17,58.233
2020-12-18,57.1848
2020-12-19,57.1848
2020-12-20,57.1848
2020-12-21,58.4491
2020-12-22,59.0006
2020-12-23,61.3058
2020-12-24,61.5504
2020-12-25,61.5504
2020-12-26,61.5504
2020-12-27,61.5504
2020-12-28,62.5986
2020-12-29,60.6736
2020-12-30,59.0592
2020-12-31,61.4813
2021-01-01,61.4813
2021-01-02,61.4813
2021-01-03,61.4813
2021-01-04,62.4356
2021-01-05,64.6898
2021-01-06,70.4197
2021-01-07,71.6339
2021-01-08,72.951
2021-01-09,72.951
2021-01-10,72.951
2021-01-11,73.7968
2021-01-12,75.592
2021-01-13,72.5241
2021-01-14,73.1133
2021-01-15,68.9853
2021-01-16,68.9853
2021-01-17,68.9853
2021-01-18,68.9853
2021-01-19,61.5492
2021-01-20,61.6394
2021-01-21,63.5174
2021-01-22,63.9112
