,IBM US Equity
2020-09-14,49.0997
2020-09-15,49.5178
2020-09-16,51.6091
2020-09-17,52.4112
2020-09-18,49.7776
2020-09-19,49.7776
2020-09-20,49.7776
2020-09-21,46.9421
2020-09-22,47.264
2020-09-23,45.422
2020-09-24,44.6295
2020-09-25,45.7671
2020-09-26,45.7671
2020-09-27,45.7671
2020-09-28,49.2538
2020-09-29,48.3402
2020-09-30,49.2402
2020-10-01,48.5451
2020-10-02,47.9177
2020-10-03,47.9177
2020-10-04,47.9177
2020-10-05,49.7772
2020-10-06,49.7261
2020-10-07,52.377
2020-10-08,60.0722
2020-10-09,55.4502
2020-10-10,55.4502
2020-10-11,55.4502
2020-10-12,54.7669
2020-10-13,52.3396
2020-10-14,53.1939
2020-10-15,51.9888
2020-10-16,53.078
2020-10-17,53.078
2020-10-18,53.078
2020-10-19,52.5914
2020-10-20,44.25
2020-10-21,42.2836
2020-10-22,43.0766
2020-10-23,43.3526
2020-10-24,43.3526
2020-10-25,43.3526
2020-10-26,40.1781
2020-10-27,38.8845
2020-10-28,36.056
2020-10-29,38.7213
2020-10-30,41.7762
2020-10-31,41.7762
2020-11-01,41.7762
2020-11-02,43.1098
2020-11-03,44.4266
2020-11-04,42.5831
2020-11-05,45.5512
2020-11-06,44.94
2020-11-07,44.94
2020-11-08,44.94
2020-11-09,48.066
2020-11-10,50.293
2020-11-11,49.6361
2020-11-12,47.2105
2020-11-13,49.4354
2020-11-14,49.4354
2020-11-15,49.4354
2020-11-16,50.8133
2020-11-17,50.1948
2020-11-18,49.3197
2020-11-19,49.7195
2020-11-20,49.4831
2020-11-21,49.4831
2020-11-22,49.4831
2020-11-23,52.5462
2020-11-24,56.3129
2020-11-25,56.079
2020-11-26,56.079
2020-11-27,56.2073
2020-11-28,56.2073
2020-11-29,56.2073
2020-11-30,55.2827
2020-12-01,54.8776
2020-12-02,56.2233
2020-12-03,55.0484
2020-12-04,58.2559
2020-12-05,58.2559
2020-12-06,58.2559
2020-12-07,55.4078
2020-12-08,56.3007
2020-12-09,57.2476
2020-12-10,55.1527
2020-12-11,54.3766
2020-12-12,54.3766
2020-12-13,54.3766
2020-12-14,53.5406
2020-12-15,55.8193
2020-12-16,55.3745
2020-12-17,55.3745
2020-12-18,55.6729
2020-12-19,55.6729
2020-12-20,55.6729
2020-12-21,52.684
2020-12-22,52.9178
2020-12-23,53.233
2020-12-24,54.099
2020-12-25,54.099
2020-12-26,54.099
2020-12-27,54.099
2020-12-28,54.2432
2020-12-29,52.8942
2020-12-30,53.5272
2020-12-31,55.2992
2021-01-01,55.2992
2021-01-02,55.2992
2021-01-03,55.2992
2021-01-04,52.6814
2021-01-05,55.171
2021-01-06,58.4119
2021-01-07,57.9988
2021-01-08,57.3554
2021-01-09,57.3554
2021-01-10,57.3554
2021-01-11,57.4085
2021-01-12,58.0891
2021-01-13,54.7965
2021-01-14,57.0509
2021-01-15,56.2301
2021-01-16,56.2301
2021-01-17,56.2301
2021-01-18,56.2301
2021-01-19,56.9265
2021-01-20,58.0871
2021-01-21,59.7488
2021-01-22,44.5668
2021-01-23,44.5668
2021-01-24,44.5668
2021-01-25,44.5398
2021-01-26,48.7186
2021-01-27,48.6992
2021-01-28,46.4125
2021-01-29,45.5153
2021-01-30,45.5153
2021-01-31,45.5153
2021-02-01,47.0757
2021-02-02,46.0267
2021-02-03,45.7201
2021-02-04,47.8536
2021-02-05,48.6989
2021-02-06,48.6989
2021-02-07,48.6989
2021-02-08,50.6549
2021-02-09,50.7846
2021-02-10,50.9402
2021-02-11,49.4049
2021-02-12,49.2779
2021-02-13,49.2779
2021-02-14,49.2779
2021-02-15,49.2779
2021-02-16,48.4228
2021-02-17,48.3041
2021-02-18,49.2821
2021-02-19,47.1685
2021-02-20,47.1685
2021-02-21,47.1685
2021-02-22,49.5729
2021-02-23,49.3864
2021-02-24,52.4696
2021-02-25,51.5088
2021-02-26,47.229
2021-02-27,47.229
2021-02-28,47.229
2021-03-01,49.4506
2021-03-02,48.9675
2021-03-03,51.3992
2021-03-04,48.7365
2021-03-05,51.8555
2021-03-06,51.8555
2021-03-07,51.8555
2021-03-08,53.9647
2021-03-09,53.1976
2021-03-10,56.9091
2021-03-11,56.0003
2021-03-12,56.4634
2021-03-13,56.4634
2021-03-14,56.4634
2021-03-15,57.4201
2021-03-16,56.9662
2021-03-17,57.7687
2021-03-18,58.8048
2021-03-19,57.1707
2021-03-20,57.1707
2021-03-21,57.1707
2021-03-22,58.8532
2021-03-23,58.7231
2021-03-24,58.8903
2021-03-25,61.3694
2021-03-26,64.3721
2021-03-27,64.3721
2021-03-28,64.3721
2021-03-29,63.5691
2021-03-30,61.8201
2021-03-31,59.6459
2021-04-01,59.6013
2021-04-02,59.6013
2021-04-03,59.6013
2021-04-04,59.6013
2021-04-05,62.2284
2021-04-06,59.6855
2021-04-07,60.3809
2021-04-08,60.5692
2021-04-09,61.1819
2021-04-10,61.1819
2021-04-11,61.1819
2021-04-12,59.3975
2021-04-13,54.4809
2021-04-14,56.0801
2021-04-15,56.0099
2021-04-16,57.1311
2021-04-17,57.1311
2021-04-18,57.1311
2021-04-19,56.4386
2021-04-20,61.6018
2021-04-21,66.0533
2021-04-22,62.8775
2021-04-23,63.7899
2021-04-24,63.7899
2021-04-25,63.7899
2021-04-26,62.5997
2021-04-27,62.9654
2021-04-28,63.7896
2021-04-29,64.8045
2021-04-30,61.4154
2021-05-01,61.4154
2021-05-02,61.4154
2021-05-03,63.7972
2021-05-04,64.5852
2021-05-05,63.8236
2021-05-06,66.3055
2021-05-07,64.3991
2021-05-08,64.3991
2021-05-09,64.3991
2021-05-10,64.9597
2021-05-11,62.178
2021-05-12,58.3101
2021-05-13,60.7901
2021-05-14,61.2143
2021-05-15,61.2143
2021-05-16,61.2143
2021-05-17,61.5768
2021-05-18,59.9589
2021-05-19,58.9968
2021-05-20,59.6388
2021-05-21,60.4376
2021-05-22,60.4376
2021-05-23,60.4376
2021-05-24,60.4088
2021-05-25,59.0569
2021-05-26,58.4602
2021-05-27,58.921
2021-05-28,58.7983
2021-05-29,58.7983
2021-05-30,58.7983
2021-05-31,58.7983
2021-06-01,59.2915
2021-06-02,60.9361
2021-06-03,60.6545
2021-06-04,62.6205
2021-06-05,62.6205
2021-06-06,62.6205
2021-06-07,63.2304
2021-06-08,64.2853
2021-06-09,65.8305
2021-06-10,65.592
2021-06-11,66.3108
2021-06-12,66.3108
2021-06-13,66.3108
2021-06-14,63.9753
2021-06-15,62.7499
2021-06-16,60.0333
2021-06-17,56.3548
2021-06-18,52.6437
2021-06-19,52.6437
2021-06-20,52.6437
2021-06-21,56.8297
2021-06-22,56.406
2021-06-23,53.8973
2021-06-24,54.8818
2021-06-25,56.5027
2021-06-26,56.5027
2021-06-27,56.5027
2021-06-28,54.2697
2021-06-29,54.5812
2021-06-30,55.8262
2021-07-01,56.1252
2021-07-02,47.1221
2021-07-03,47.1221
2021-07-04,47.1221
2021-07-05,47.1221
2021-07-06,45.742
2021-07-07,47.0866
2021-07-08,48.26
2021-07-09,49.247
2021-07-10,49.247
2021-07-11,49.247
2021-07-12,48.5106
2021-07-13,47.7231
2021-07-14,47.154
2021-07-15,48.032
2021-07-16,46.0832
2021-07-17,46.0832
2021-07-18,46.0832
2021-07-19,44.8918
2021-07-20,47.8114
2021-07-21,49.6034
2021-07-22,48.8339
2021-07-23,49.6959
2021-07-24,49.6959
2021-07-25,49.6959
2021-07-26,51.6101
2021-07-27,51.5817
2021-07-28,50.182
2021-07-29,50.4093
2021-07-30,49.0071
2021-07-31,49.0071
2021-08-01,49.0071
2021-08-02,49.6936
2021-08-03,53.4298
2021-08-04,51.4748
2021-08-05,51.4888
2021-08-06,53.3297
2021-08-07,53.3297
2021-08-08,53.3297
2021-08-09,51.4717
2021-08-10,51.6604
2021-08-11,52.7571
2021-08-12,54.107
2021-08-13,54.2652
2021-08-14,54.2652
2021-08-15,54.2652
2021-08-16,54.8651
2021-08-17,52.8198
2021-08-18,48.1391
2021-08-19,46.0635
2021-08-20,47.8133
2021-08-21,47.8133
2021-08-22,47.8133
2021-08-23,48.6201
2021-08-24,48.9721
2021-08-25,49.005
2021-08-26,47.3034
2021-08-27,48.3849
2021-08-28,48.3849
2021-08-29,48.3849
2021-08-30,47.6779
2021-08-31,50.0297
2021-09-01,48.324
2021-09-02,49.539
2021-09-03,48.8198
2021-09-04,48.8198
2021-09-05,48.8198
2021-09-06,48.8198
2021-09-07,46.3588
2021-09-08,47.4584
2021-09-09,45.9721
2021-09-10,44.8473
2021-09-11,44.8473
2021-09-12,44.8473
2021-09-13,46.9545
2021-09-14,43.9852
2021-09-15,45.7861
2021-09-16,44.6201
2021-09-17,42.8604
2021-09-18,42.8604
2021-09-19,42.8604
2021-09-20,41.5605
2021-09-21,39.7442
2021-09-22,42.9398
2021-09-23,46.6431
2021-09-24,47.9088
2021-09-25,47.9088
2021-09-26,47.9088
2021-09-27,49.6483
2021-09-28,47.9605
2021-09-29,50.6815
2021-09-30,50.2839
2021-10-01,56.4857
2021-10-02,56.4857
2021-10-03,56.4857
2021-10-04,57.4733
2021-10-05,55.879
2021-10-06,54.59
2021-10-07,53.6978
2021-10-08,55.6213
2021-10-09,55.6213
2021-10-10,55.6213
2021-10-11,54.3135
2021-10-12,51.2225
2021-10-13,51.6437
2021-10-14,55.2678
2021-10-15,56.8207
2021-10-16,56.8207
2021-10-17,56.8207
2021-10-18,53.2323
2021-10-19,52.7209
2021-10-20,52.5979
2021-10-21,37.3206
2021-10-22,36.9525
2021-10-23,36.9525
2021-10-24,36.9525
2021-10-25,36.7524
2021-10-26,36.3202
2021-10-27,34.6978
2021-10-28,35.7133
2021-10-29,35.0898
2021-10-30,35.0898
2021-10-31,35.0898
2021-11-01,36.9067
2021-11-02,36.8164
2021-11-03,38.3006
2021-11-04,37.7148
2021-11-05,42.0762
2021-11-06,42.0762
2021-11-07,42.0762
2021-11-08,43.4564
2021-11-09,41.1886
2021-11-10,40.5164
2021-11-11,40.596
2021-11-12,39.1752
2021-11-13,39.1752
2021-11-14,39.1752
2021-11-15,39.078
2021-11-16,38.6264
2021-11-17,38.181
2021-11-18,36.651
2021-11-19,36.0007
2021-11-20,36.0007
2021-11-21,36.0007
2021-11-22,36.7994
2021-11-23,37.415
2021-11-24,37.3444
2021-11-25,37.3444
2021-11-26,36.2599
2021-11-27,36.2599
2021-11-28,36.2599
2021-11-29,41.407
2021-11-30,39.6818
2021-12-01,39.4631
2021-12-02,39.4381
2021-12-03,43.0555
2021-12-04,43.0555
2021-12-05,43.0555
2021-12-06,44.9321
2021-12-07,47.7143
2021-12-08,49.969
2021-12-09,50.8072
2021-12-10,51.6002
2021-12-11,51.6002
2021-12-12,51.6002
2021-12-13,49.2168
2021-12-14,51.0448
2021-12-15,50.0188
2021-12-16,54.1545
2021-12-17,56.1128
2021-12-18,56.1128
2021-12-19,56.1128
2021-12-20,55.5451
2021-12-21,58.0136
2021-12-22,58.976
2021-12-23,60.0449
2021-12-24,60.0449
2021-12-25,60.0449
2021-12-26,60.0449
2021-12-27,61.2207
2021-12-28,62.3889
2021-12-29,63.2062
2021-12-30,63.8385
2021-12-31,63.3359
2022-01-01,63.3359
2022-01-02,63.3359
2022-01-03,65.9744
2022-01-04,67.9588
2022-01-05,68.1529
2022-01-06,62.5122
2022-01-07,61.5786
2022-01-08,61.5786
2022-01-09,61.5786
2022-01-10,61.81
2022-01-11,57.9133
2022-01-12,58.8088
2022-01-13,60.2311
2022-01-14,59.2364
2022-01-15,59.2364
2022-01-16,59.2364
2022-01-17,59.2364
2022-01-18,56.9882
2022-01-19,54.6889
2022-01-20,53.4424
2022-01-21,51.1114
2022-01-22,51.1114
2022-01-23,51.1114
2022-01-24,50.2932
2022-01-25,59.5044
2022-01-26,56.7546
2022-01-27,54.2998
2022-01-28,56.5139
2022-01-29,56.5139
2022-01-30,56.5139
2022-01-31,55.2141
2022-02-01,57.3526
2022-02-02,59.1245
2022-02-03,59.6587
2022-02-04,58.715
2022-02-05,58.715
2022-02-06,58.715
2022-02-07,58.8113
2022-02-08,58.4665
2022-02-09,59.3299
2022-02-10,55.2249
2022-02-11,54.005
2022-02-12,54.005
2022-02-13,54.005
2022-02-14,50.4753
2022-02-15,50.1947
2022-02-16,49.1714
2022-02-17,44.0276
2022-02-18,43.3369
2022-02-19,43.3369
2022-02-20,43.3369
2022-02-21,43.3369
2022-02-22,42.8546
2022-02-23,40.8321
2022-02-24,40.7246
2022-02-25,44.0891
2022-02-26,44.0891
2022-02-27,44.0891
2022-02-28,42.216
2022-03-01,40.9653
2022-03-02,44.6365
2022-03-03,47.4258
2022-03-04,48.3236
2022-03-05,48.3236
2022-03-06,48.3236
2022-03-07,47.6526
2022-03-08,47.1721
2022-03-09,47.9242
2022-03-10,45.5987
2022-03-11,45.1262
2022-03-12,45.1262
2022-03-13,45.1262
2022-03-14,45.1014
2022-03-15,47.6311
2022-03-16,49.6092
2022-03-17,50.8708
2022-03-18,51.9528
2022-03-19,51.9528
2022-03-20,51.9528
2022-03-21,50.9943
2022-03-22,52.318
2022-03-23,51.1857
2022-03-24,52.5147
2022-03-25,55.2977
2022-03-26,55.2977
2022-03-27,55.2977
2022-03-28,55.452
2022-03-29,56.0666
2022-03-30,56.3186
2022-03-31,52.8367
2022-04-01,53.0218
2022-04-02,53.0218
2022-04-03,53.0218
2022-04-04,53.1972
2022-04-05,50.9346
2022-04-06,51.7046
2022-04-07,50.332
2022-04-08,49.0179
2022-04-09,49.0179
2022-04-10,49.0179
2022-04-11,46.9163
2022-04-12,46.3271
2022-04-13,46.6116
2022-04-14,47.3694
2022-04-15,47.3694
2022-04-16,47.3694
2022-04-17,47.3694
2022-04-18,46.7322
2022-04-19,51.8513
2022-04-20,63.1303
2022-04-21,64.5631
2022-04-22,61.9583
2022-04-23,61.9583
2022-04-24,61.9583
2022-04-25,62.7835
2022-04-26,58.3045
2022-04-27,56.6801
2022-04-28,57.4186
2022-04-29,52.6029
2022-04-30,52.6029
2022-05-01,52.6029
2022-05-02,53.5505
2022-05-03,52.8655
2022-05-04,58.0722
2022-05-05,56.127
2022-05-06,57.8539
2022-05-07,57.8539
2022-05-08,57.8539
2022-05-09,55.7784
2022-05-10,49.5933
2022-05-11,51.2977
2022-05-12,53.4583
2022-05-13,54.1435
2022-05-14,54.1435
2022-05-15,54.1435
2022-05-16,55.5272
2022-05-17,58.5491
2022-05-18,52.5443
2022-05-19,49.3797
2022-05-20,48.2971
2022-05-21,48.2971
2022-05-22,48.2971
2022-05-23,50.8388
2022-05-24,53.1673
2022-05-25,53.6765
2022-05-26,55.7838
2022-05-27,57.6798
2022-05-28,57.6798
2022-05-29,57.6798
2022-05-30,57.6798
2022-05-31,57.2212
2022-06-01,57.6985
2022-06-02,58.2862
2022-06-03,59.1265
2022-06-04,59.1265
2022-06-05,59.1265
2022-06-06,60.4855
2022-06-07,60.3634
2022-06-08,58.0008
2022-06-09,54.7389
2022-06-10,52.8428
2022-06-11,52.8428
2022-06-12,52.8428
2022-06-13,51.7122
2022-06-14,52.3084
2022-06-15,53.6101
2022-06-16,52.0847
2022-06-17,51.3775
2022-06-18,51.3775
2022-06-19,51.3775
2022-06-20,51.3775
2022-06-21,54.1795
2022-06-22,53.3147
2022-06-23,54.6377
2022-06-24,57.9211
2022-06-25,57.9211
2022-06-26,57.9211
2022-06-27,58.5555
2022-06-28,57.418
2022-06-29,56.0402
2022-06-30,56.491
2022-07-01,56.4038
2022-07-02,56.4038
2022-07-03,56.4038
2022-07-04,56.4038
2022-07-05,52.2308
2022-07-06,52.7065
2022-07-07,55.4503
2022-07-08,55.018
2022-07-09,55.018
2022-07-10,55.018
2022-07-11,55.5458
2022-07-12,53.3233
2022-07-13,51.0034
2022-07-14,52.9921
2022-07-15,53.878
2022-07-16,53.878
2022-07-17,53.878
2022-07-18,51.777
2022-07-19,44.5053
2022-07-20,43.0391
2022-07-21,41.356
2022-07-22,42.614
2022-07-23,42.614
2022-07-24,42.614
2022-07-25,42.9477
2022-07-26,42.5417
2022-07-27,43.7846
2022-07-28,43.9053
2022-07-29,45.7955
2022-07-30,45.7955
2022-07-31,45.7955
2022-08-01,47.2592
2022-08-02,47.0176
2022-08-03,47.6557
2022-08-04,46.8842
2022-08-05,47.9306
2022-08-06,47.9306
2022-08-07,47.9306
2022-08-08,48.0943
2022-08-09,46.3448
2022-08-10,48.9614
2022-08-11,50.2472
2022-08-12,52.015
2022-08-13,52.015
2022-08-14,52.015
2022-08-15,53.094
2022-08-16,54.9506
2022-08-17,56.3008
2022-08-18,57.6668
2022-08-19,56.6647
2022-08-20,56.6647
2022-08-21,56.6647
2022-08-22,52.8384
2022-08-23,51.7991
2022-08-24,49.906
2022-08-25,50.8294
2022-08-26,46.5673
2022-08-27,46.5673
2022-08-28,46.5673
2022-08-29,46.4889
2022-08-30,45.6595
2022-08-31,44.3913
2022-09-01,46.0511
2022-09-02,43.9536
2022-09-03,43.9536
2022-09-04,43.9536
2022-09-05,43.9536
2022-09-06,42.7997
2022-09-07,44.2018
2022-09-08,45.2672
2022-09-09,46.2726
2022-09-10,46.2726
2022-09-11,46.2726
2022-09-12,48.2793
2022-09-13,44.3081
2022-09-14,44.9129
2022-09-15,42.5242
2022-09-16,44.9737
2022-09-17,44.9737
2022-09-18,44.9737
2022-09-19,45.5936
2022-09-20,43.9996
2022-09-21,42.5261
2022-09-22,43.0731
2022-09-23,40.3546
2022-09-24,40.3546
2022-09-25,40.3546
2022-09-26,39.6575
2022-09-27,39.386
2022-09-28,40.9654
2022-09-29,39.7775
2022-09-30,37.0073
2022-10-01,37.0073
2022-10-02,37.0073
2022-10-03,41.0721
2022-10-04,46.3631
2022-10-05,46.6612
2022-10-06,43.043
2022-10-07,39.9312
2022-10-08,39.9312
2022-10-09,39.9312
2022-10-10,39.0156
2022-10-11,39.0831
2022-10-12,38.8783
2022-10-13,44.4084
2022-10-14,42.7491
2022-10-15,42.7491
2022-10-16,42.7491
2022-10-17,44.5614
2022-10-18,46.2501
2022-10-19,45.8129
2022-10-20,52.1172
2022-10-21,53.6584
2022-10-22,53.6584
2022-10-23,53.6584
2022-10-24,56.2015
2022-10-25,56.4143
2022-10-26,58.2341
2022-10-27,57.9453
2022-10-28,61.0582
2022-10-29,61.0582
2022-10-30,61.0582
2022-10-31,60.7844
2022-11-01,60.6693
2022-11-02,58.9122
2022-11-03,56.0208
2022-11-04,58.2569
2022-11-05,58.2569
2022-11-06,58.2569
2022-11-07,59.4393
2022-11-08,60.8524
2022-11-09,59.5743
2022-11-10,62.6872
2022-11-11,64.1308
2022-11-12,64.1308
2022-11-13,64.1308
2022-11-14,64.8771
2022-11-15,64.9796
2022-11-16,65.1149
2022-11-17,66.2904
2022-11-18,67.412
2022-11-19,67.412
2022-11-20,67.412
2022-11-21,66.005
2022-11-22,67.7598
2022-11-23,67.2405
2022-11-24,67.2405
2022-11-25,66.6666
2022-11-26,66.6666
2022-11-27,66.6666
2022-11-28,63.4389
2022-11-29,63.6963
2022-11-30,65.6415
2022-12-01,65.8458
2022-12-02,65.0914
2022-12-03,65.0914
2022-12-04,65.0914
2022-12-05,63.1663
2022-12-06,63.2467
2022-12-07,62.8841
2022-12-08,63.3658
2022-12-09,62.1712
2022-12-10,62.1712
2022-12-11,62.1712
2022-12-12,64.2351
2022-12-13,65.4624
2022-12-14,64.2713
2022-12-15,53.6112
2022-12-16,51.0422
2022-12-17,51.0422
2022-12-18,51.0422
2022-12-19,49.6005
2022-12-20,52.2093
2022-12-21,53.1054
2022-12-22,51.6379
2022-12-23,52.4683
2022-12-24,52.4683
2022-12-25,52.4683
2022-12-26,52.4683
2022-12-27,53.2978
2022-12-28,50.4585
2022-12-29,51.614
2022-12-30,51.4112
2022-12-31,51.4112
2023-01-01,51.4112
2023-01-02,51.4112
2023-01-03,52.1659
2023-01-04,53.3582
2023-01-05,51.4747
2023-01-06,54.371
2023-01-07,54.371
2023-01-08,54.371
2023-01-09,54.1773
2023-01-10,55.5429
2023-01-11,56.0416
2023-01-12,56.3608
2023-01-13,56.7419
2023-01-14,56.7419
2023-01-15,56.7419
2023-01-16,56.7419
2023-01-17,55.7059
2023-01-18,49.3422
2023-01-19,49.6038
2023-01-20,50.3367
2023-01-21,50.3367
2023-01-22,50.3367
2023-01-23,51.1726
2023-01-24,50.6779
2023-01-25,49.6974
2023-01-26,42.3675
2023-01-27,42.3061
2023-01-28,42.3061
2023-01-29,42.3061
2023-01-30,43.5883
2023-01-31,42.9695
2023-02-01,43.4937
2023-02-02,45.3692
2023-02-03,46.1514
2023-02-04,46.1514
2023-02-05,46.1514
2023-02-06,45.2257
2023-02-07,44.8098
2023-02-08,45.0252
2023-02-09,44.2756
2023-02-10,47.1773
2023-02-11,47.1773
2023-02-12,47.1773
2023-02-13,49.7384
2023-02-14,47.8988
2023-02-15,48.4726
2023-02-16,46.5681
2023-02-17,46.5991
2023-02-18,46.5991
2023-02-19,46.5991
2023-02-20,46.5991
2023-02-21,42.3877
2023-02-22,41.5199
2023-02-23,41.3071
2023-02-24,41.0412
2023-02-25,41.0412
2023-02-26,41.0412
2023-02-27,40.942
2023-02-28,39.4743
2023-03-01,38.1546
2023-03-02,39.5484
2023-03-03,40.8712
2023-03-04,40.8712
2023-03-05,40.8712
2023-03-06,41.8901
2023-03-07,39.4119
2023-03-08,39.1648
2023-03-09,36.903
2023-03-10,36.093
2023-03-11,36.093
2023-03-12,36.093
2023-03-13,36.3576
2023-03-14,35.2767
2023-03-15,33.7477
2023-03-16,36.69
2023-03-17,35.529
2023-03-18,35.529
2023-03-19,35.529
2023-03-20,39.9108
