,SIGI US Equity
2023-03-19,42.8196
2023-03-20,46.6618
2023-03-21,49.1517
2023-03-22,46.4904
2023-03-23,45.9503
2023-03-24,47.1217
2023-03-25,47.1217
2023-03-26,47.1217
2023-03-27,47.8432
2023-03-28,47.2453
2023-03-29,48.9708
2023-03-30,49.4487
2023-03-31,50.5702
2023-04-01,50.5702
2023-04-02,50.5702
2023-04-03,50.8743
2023-04-04,50.13
2023-04-05,50.1704
2023-04-06,51.5378
2023-04-07,51.5378
2023-04-08,51.5378
2023-04-09,51.5378
2023-04-10,52.4991
2023-04-11,51.8635
2023-04-12,51.6979
2023-04-13,52.2996
2023-04-14,49.476
2023-04-15,49.476
2023-04-16,49.476
2023-04-17,52.1893
2023-04-18,50.961
2023-04-19,52.7024
2023-04-20,53.0777
2023-04-21,52.1268
2023-04-22,52.1268
2023-04-23,52.1268
2023-04-24,51.2094
2023-04-25,50.0622
2023-04-26,47.0454
2023-04-27,51.5737
2023-04-28,51.3637
2023-04-29,51.3637
2023-04-30,51.3637
2023-05-01,53.6369
2023-05-02,53.1326
2023-05-03,56.1701
2023-05-04,59.3831
2023-05-05,60.2241
2023-05-06,60.2241
2023-05-07,60.2241
2023-05-08,60.6511
2023-05-09,58.596
2023-05-10,57.5372
2023-05-11,57.9737
2023-05-12,58.8881
2023-05-13,58.8881
2023-05-14,58.8881
2023-05-15,59.3022
2023-05-16,59.1901
2023-05-17,57.2851
2023-05-18,56.4196
2023-05-19,57.944
2023-05-20,57.944
2023-05-21,57.944
2023-05-22,58.6847
2023-05-23,55.8041
2023-05-24,52.9567
2023-05-25,50.615
2023-05-26,52.394
2023-05-27,52.394
2023-05-28,52.394
2023-05-29,52.394
2023-05-30,52.5616
2023-05-31,47.711
2023-06-01,47.711
2023-06-02,51.2402
2023-06-03,51.2402
2023-06-04,51.2402
2023-06-05,47.1304
2023-06-06,51.1411
2023-06-07,54.9908
2023-06-08,52.9538
2023-06-09,52.0061
2023-06-10,52.0061
2023-06-11,52.0061
2023-06-12,50.8433
2023-06-13,50.8569
2023-06-14,49.394
2023-06-15,49.8674
2023-06-16,50.2032
2023-06-17,50.2032
2023-06-18,50.2032
2023-06-19,50.2032
2023-06-20,48.6922
2023-06-21,49.6958
2023-06-22,48.5206
2023-06-23,46.824
2023-06-24,46.824
2023-06-25,46.824
2023-06-26,46.9716
2023-06-27,48.1619
2023-06-28,46.8181
2023-06-29,48.163
2023-06-30,46.6378
2023-07-01,46.6378
2023-07-02,46.6378
2023-07-03,46.5464
2023-07-04,46.5464
2023-07-05,44.906
2023-07-06,42.469
2023-07-07,44.5033
2023-07-08,44.5033
2023-07-09,44.5033
2023-07-10,45.0466
2023-07-11,45.4152
2023-07-12,44.1591
2023-07-13,43.4616
2023-07-14,44.8334
2023-07-15,44.8334
2023-07-16,44.8334
2023-07-17,46.7246
2023-07-18,49.9685
2023-07-19,52.5918
2023-07-20,57.7643
2023-07-21,58.6484
2023-07-22,58.6484
2023-07-23,58.6484
2023-07-24,57.838
2023-07-25,55.6853
2023-07-26,58.0215
2023-07-27,58.6249
2023-07-28,60.0083
2023-07-29,60.0083
2023-07-30,60.0083
2023-07-31,57.7136
2023-08-01,58.0107
2023-08-02,59.3665
2023-08-03,54.7995
2023-08-04,56.7133
2023-08-05,56.7133
2023-08-06,56.7133
2023-08-07,58.2544
2023-08-08,53.4344
2023-08-09,54.3934
2023-08-10,51.3575
2023-08-11,51.4854
2023-08-12,51.4854
2023-08-13,51.4854
2023-08-14,52.1815
2023-08-15,51.3713
2023-08-16,52.2289
2023-08-17,52.2122
2023-08-18,53.5648
2023-08-19,53.5648
2023-08-20,53.5648
2023-08-21,53.2283
2023-08-22,51.2138
2023-08-23,49.6421
2023-08-24,49.9666
2023-08-25,50.2112
2023-08-26,50.2112
2023-08-27,50.2112
2023-08-28,50.8327
2023-08-29,51.0315
2023-08-30,50.3992
2023-08-31,49.4203
2023-09-01,50.3206
2023-09-02,50.3206
2023-09-03,50.3206
2023-09-04,50.3206
2023-09-05,45.8093
2023-09-06,46.8316
2023-09-07,48.0832
2023-09-08,47.0822
2023-09-09,47.0822
2023-09-10,47.0822
2023-09-11,50.5842
2023-09-12,52.5924
2023-09-13,52.628
2023-09-14,53.5118
2023-09-15,50.3765
2023-09-16,50.3765
2023-09-17,50.3765
2023-09-18,53.4983
2023-09-19,55.4848
2023-09-20,56.0353
2023-09-21,58.9398
2023-09-22,59.2361
2023-09-23,59.2361
2023-09-24,59.2361
2023-09-25,59.9244
2023-09-26,59.7203
2023-09-27,58.4616
2023-09-28,56.9931
2023-09-29,54.7391
2023-09-30,54.7391
2023-10-01,54.7391
2023-10-02,54.372
2023-10-03,57.3162
2023-10-04,57.5676
2023-10-05,58.9515
2023-10-06,56.0792
2023-10-07,56.0792
2023-10-08,56.0792
2023-10-09,56.2018
2023-10-10,50.8699
2023-10-11,51.5624
2023-10-12,48.9578
2023-10-13,51.882
2023-10-14,51.882
2023-10-15,51.882
2023-10-16,55.4006
2023-10-17,58.8005
2023-10-18,57.8796
2023-10-19,57.2345
2023-10-20,52.5748
2023-10-21,52.5748
2023-10-22,52.5748
2023-10-23,50.6666
2023-10-24,52.9165
2023-10-25,53.9105
2023-10-26,54.4852
2023-10-27,50.5714
2023-10-28,50.5714
2023-10-29,50.5714
2023-10-30,52.4648
2023-10-31,52.7324
2023-11-01,56.3922
2023-11-02,54.2463
2023-11-03,51.3401
2023-11-04,51.3401
2023-11-05,51.3401
2023-11-06,52.6081
2023-11-07,52.7597
2023-11-08,51.0044
2023-11-09,47.7343
2023-11-10,48.7685
2023-11-11,48.7685
2023-11-12,48.7685
2023-11-13,49.1321
2023-11-14,50.6844
2023-11-15,46.9477
2023-11-16,49.1879
2023-11-17,49.0627
2023-11-18,49.0627
2023-11-19,49.0627
2023-11-20,47.8352
2023-11-21,49.7365
2023-11-22,50.6986
2023-11-23,50.6986
2023-11-24,51.3195
2023-11-25,51.3195
2023-11-26,51.3195
2023-11-27,51.651
2023-11-28,46.8941
2023-11-29,44.7901
2023-11-30,49.2063
2023-12-01,48.6913
2023-12-02,48.6913
2023-12-03,48.6913
2023-12-04,53.6105
2023-12-05,53.2615
2023-12-06,51.2383
2023-12-07,47.3575
2023-12-08,48.2765
2023-12-09,48.2765
2023-12-10,48.2765
2023-12-11,49.3266
2023-12-12,50.5579
2023-12-13,50.826
2023-12-14,48.1551
2023-12-15,46.8949
2023-12-16,46.8949
2023-12-17,46.8949
2023-12-18,47.7627
2023-12-19,48.6785
2023-12-20,45.8347
2023-12-21,45.2596
2023-12-22,45.2309
2023-12-23,45.2309
2023-12-24,45.2309
2023-12-25,45.2309
2023-12-26,45.8512
2023-12-27,45.4858
2023-12-28,46.4787
2023-12-29,46.4139
2023-12-30,46.4139
2023-12-31,46.4139
2024-01-01,46.4139
2024-01-02,47.5667
2024-01-03,47.6431
2024-01-04,50.356
2024-01-05,48.9623
2024-01-06,48.9623
2024-01-07,48.9623
2024-01-08,48.5471
2024-01-09,45.7057
2024-01-10,47.005
2024-01-11,48.9945
2024-01-12,50.8837
2024-01-13,50.8837
2024-01-14,50.8837
2024-01-15,50.8837
2024-01-16,52.5773
2024-01-17,54.0788
2024-01-18,56.1047
2024-01-19,57.0685
2024-01-20,57.0685
2024-01-21,57.0685
2024-01-22,58.5205
2024-01-23,57.7467
2024-01-24,59.4418
2024-01-25,56.9907
2024-01-26,55.7597
2024-01-27,55.7597
2024-01-28,55.7597
2024-01-29,56.3873
2024-01-30,57.359
2024-01-31,54.3243
2024-02-01,41.5169
2024-02-02,45.7672
2024-02-03,45.7672
2024-02-04,45.7672
2024-02-05,45.4506
2024-02-06,44.7565
2024-02-07,42.6944
2024-02-08,42.9339
2024-02-09,47.6244
2024-02-10,47.6244
2024-02-11,47.6244
2024-02-12,51.6767
2024-02-13,49.8761
2024-02-14,53.0856
2024-02-15,55.2133
2024-02-16,52.7255
2024-02-17,52.7255
2024-02-18,52.7255
2024-02-19,52.7255
2024-02-20,50.7367
2024-02-21,48.3772
2024-02-22,50.0779
2024-02-23,51.4299
2024-02-24,51.4299
2024-02-25,51.4299
2024-02-26,51.6199
2024-02-27,52.479
2024-02-28,52.557
2024-02-29,53.6335
2024-03-01,52.8171
2024-03-02,52.8171
2024-03-03,52.8171
2024-03-04,53.9059
2024-03-05,51.5946
2024-03-06,53.5466
2024-03-07,54.0392
2024-03-08,53.2187
2024-03-09,53.2187
2024-03-10,53.2187
2024-03-11,53.4717
2024-03-12,52.7989
2024-03-13,53.3615
2024-03-14,51.0902
2024-03-15,50.314
2024-03-16,50.314
2024-03-17,50.314
2024-03-18,49.3128
2024-03-19,51.1612
2024-03-20,50.9085
2024-03-21,52.3845
2024-03-22,50.553
2024-03-23,50.553
2024-03-24,50.553
2024-03-25,51.6097
2024-03-26,54.234
2024-03-27,57.2399
2024-03-28,59.5521
2024-03-29,59.5521
2024-03-30,59.5521
2024-03-31,59.5521
2024-04-01,55.5233
2024-04-02,52.3899
2024-04-03,52.4757
2024-04-04,51.4681
2024-04-05,51.6359
2024-04-06,51.6359
2024-04-07,51.6359
2024-04-08,52.8616
