,ATKR US Equity
2020-04-07,40.6941
2020-04-08,42.7273
2020-04-09,44.2865
2020-04-10,44.2865
2020-04-11,44.2865
2020-04-12,44.2865
2020-04-13,43.2265
2020-04-14,42.9632
2020-04-15,41.0293
2020-04-16,39.7524
2020-04-17,41.9962
2020-04-18,41.9962
2020-04-19,41.9962
2020-04-20,41.0573
2020-04-21,40.2876
2020-04-22,40.2773
2020-04-23,42.0365
2020-04-24,42.1592
2020-04-25,42.1592
2020-04-26,42.1592
2020-04-27,43.5036
2020-04-28,45.097
2020-04-29,47.0252
2020-04-30,46.1799
2020-05-01,45.0007
2020-05-02,45.0007
2020-05-03,45.0007
2020-05-04,44.3086
2020-05-05,45.8744
2020-05-06,43.2812
2020-05-07,46.8849
2020-05-08,46.4126
2020-05-09,46.4126
2020-05-10,46.4126
2020-05-11,46.101
2020-05-12,45.7042
2020-05-13,43.4477
2020-05-14,44.2611
2020-05-15,44.1167
2020-05-16,44.1167
2020-05-17,44.1167
2020-05-18,49.1983
2020-05-19,49.0285
2020-05-20,49.4197
2020-05-21,49.0899
2020-05-22,48.799
2020-05-23,48.799
2020-05-24,48.799
2020-05-25,48.799
2020-05-26,51.4022
2020-05-27,54.2028
2020-05-28,52.6892
2020-05-29,51.521
2020-05-30,51.521
2020-05-31,51.521
2020-06-01,51.8237
2020-06-02,52.6496
2020-06-03,54.7736
2020-06-04,54.6671
2020-06-05,57.8186
2020-06-06,57.8186
2020-06-07,57.8186
2020-06-08,60.1935
2020-06-09,55.2213
2020-06-10,53.1413
2020-06-11,49.0154
2020-06-12,49.827
2020-06-13,49.827
2020-06-14,49.827
2020-06-15,50.3577
2020-06-16,52.7871
2020-06-17,50.4952
2020-06-18,50.4371
2020-06-19,49.9027
2020-06-20,49.9027
2020-06-21,49.9027
2020-06-22,49.6908
2020-06-23,50.1908
2020-06-24,48.7804
2020-06-25,48.4985
2020-06-26,46.3873
2020-06-27,46.3873
2020-06-28,46.3873
2020-06-29,50.1555
2020-06-30,51.0378
2020-07-01,48.5576
2020-07-02,49.1524
2020-07-03,49.1524
2020-07-04,49.1524
2020-07-05,49.1524
2020-07-06,50.3248
2020-07-07,48.6402
2020-07-08,48.7908
2020-07-09,47.2928
2020-07-10,48.5446
2020-07-11,48.5446
2020-07-12,48.5446
2020-07-13,48.0365
2020-07-14,49.7394
2020-07-15,52.2905
2020-07-16,51.6174
2020-07-17,51.7358
2020-07-18,51.7358
2020-07-19,51.7358
2020-07-20,50.3518
2020-07-21,51.4479
2020-07-22,51.5728
2020-07-23,51.5336
2020-07-24,50.8149
2020-07-25,50.8149
2020-07-26,50.8149
2020-07-27,51.9322
2020-07-28,49.91
2020-07-29,52.0538
2020-07-30,49.1707
2020-07-31,49.8548
2020-08-01,49.8548
2020-08-02,49.8548
2020-08-03,52.0848
2020-08-04,54.2094
2020-08-05,53.916
2020-08-06,54.4444
2020-08-07,57.028
2020-08-08,57.028
2020-08-09,57.028
2020-08-10,58.992
2020-08-11,59.722
2020-08-12,59.1771
2020-08-13,57.0243
2020-08-14,56.1514
2020-08-15,56.1514
2020-08-16,56.1514
2020-08-17,56.4238
2020-08-18,55.52
2020-08-19,54.5448
2020-08-20,53.3624
2020-08-21,52.5377
2020-08-22,52.5377
2020-08-23,52.5377
2020-08-24,53.3056
2020-08-25,52.3323
2020-08-26,50.6812
2020-08-27,50.3477
2020-08-28,49.2699
2020-08-29,49.2699
2020-08-30,49.2699
2020-08-31,46.4577
2020-09-01,48.7224
2020-09-02,49.491
2020-09-03,46.8355
2020-09-04,46.5703
2020-09-05,46.5703
2020-09-06,46.5703
2020-09-07,46.5703
2020-09-08,45.1813
2020-09-09,46.0792
2020-09-10,44.27
2020-09-11,44.572
2020-09-12,44.572
2020-09-13,44.572
2020-09-14,45.0203
2020-09-15,43.3868
2020-09-16,44.1439
2020-09-17,44.0735
2020-09-18,42.3736
2020-09-19,42.3736
2020-09-20,42.3736
2020-09-21,39.5624
2020-09-22,39.3134
2020-09-23,37.8153
2020-09-24,37.5718
2020-09-25,37.3232
2020-09-26,37.3232
2020-09-27,37.3232
2020-09-28,40.7692
2020-09-29,39.7496
2020-09-30,39.6159
2020-10-01,40.5806
2020-10-02,41.2053
2020-10-03,41.2053
2020-10-04,41.2053
2020-10-05,42.2863
2020-10-06,42.6032
2020-10-07,43.1415
2020-10-08,44.8883
2020-10-09,45.9057
2020-10-10,45.9057
2020-10-11,45.9057
2020-10-12,46.3299
2020-10-13,43.6175
2020-10-14,44.0229
2020-10-15,45.2807
2020-10-16,44.1635
2020-10-17,44.1635
2020-10-18,44.1635
2020-10-19,42.6058
2020-10-20,42.1129
2020-10-21,41.356
2020-10-22,41.4398
2020-10-23,45.1285
2020-10-24,45.1285
2020-10-25,45.1285
2020-10-26,41.3394
2020-10-27,39.5161
2020-10-28,37.242
2020-10-29,37.8116
2020-10-30,36.9444
2020-10-31,36.9444
2020-11-01,36.9444
2020-11-02,40.0722
2020-11-03,41.5903
2020-11-04,39.6711
2020-11-05,45.0952
2020-11-06,45.8056
2020-11-07,45.8056
2020-11-08,45.8056
2020-11-09,53.8382
2020-11-10,54.1983
2020-11-11,53.1264
2020-11-12,52.9099
2020-11-13,56.8114
2020-11-14,56.8114
2020-11-15,56.8114
2020-11-16,61.1212
2020-11-17,63.2341
2020-11-18,65.4634
2020-11-19,70.1581
2020-11-20,69.6855
2020-11-21,69.6855
2020-11-22,69.6855
2020-11-23,73.0977
2020-11-24,75.1144
2020-11-25,76.9664
2020-11-26,76.9664
2020-11-27,74.8316
2020-11-28,74.8316
2020-11-29,74.8316
2020-11-30,72.3022
2020-12-01,73.7365
2020-12-02,73.7466
2020-12-03,73.8819
2020-12-04,74.1365
2020-12-05,74.1365
2020-12-06,74.1365
2020-12-07,73.8881
2020-12-08,75.2599
2020-12-09,76.3157
2020-12-10,77.3445
2020-12-11,75.6757
2020-12-12,75.6757
2020-12-13,75.6757
2020-12-14,74.6075
2020-12-15,75.8619
2020-12-16,74.2009
2020-12-17,70.2102
2020-12-18,69.3974
2020-12-19,69.3974
2020-12-20,69.3974
2020-12-21,67.2403
2020-12-22,64.1071
2020-12-23,64.1677
2020-12-24,65.1123
2020-12-25,65.1123
2020-12-26,65.1123
2020-12-27,65.1123
2020-12-28,65.1429
2020-12-29,62.3917
2020-12-30,64.1671
2020-12-31,63.9117
2021-01-01,63.9117
2021-01-02,63.9117
2021-01-03,63.9117
2021-01-04,65.8636
2021-01-05,68.317
2021-01-06,72.0842
2021-01-07,69.3931
2021-01-08,68.3007
2021-01-09,68.3007
2021-01-10,68.3007
2021-01-11,68.637
2021-01-12,71.028
2021-01-13,68.7833
2021-01-14,70.7312
2021-01-15,70.0176
2021-01-16,70.0176
2021-01-17,70.0176
2021-01-18,70.0176
2021-01-19,71.0904
2021-01-20,71.1461
2021-01-21,67.0361
2021-01-22,67.2647
2021-01-23,67.2647
2021-01-24,67.2647
2021-01-25,63.613
2021-01-26,61.5951
2021-01-27,58.3578
2021-01-28,60.6623
2021-01-29,56.735
2021-01-30,56.735
2021-01-31,56.735
2021-02-01,59.3126
2021-02-02,67.8858
2021-02-03,68.1514
2021-02-04,69.1701
2021-02-05,72.0142
2021-02-06,72.0142
2021-02-07,72.0142
2021-02-08,74.8535
2021-02-09,73.248
2021-02-10,73.4559
2021-02-11,72.7927
2021-02-12,73.1759
2021-02-13,73.1759
2021-02-14,73.1759
2021-02-15,73.1759
2021-02-16,73.9282
2021-02-17,73.3087
2021-02-18,69.9339
2021-02-19,71.9646
2021-02-20,71.9646
2021-02-21,71.9646
2021-02-22,74.6745
2021-02-23,71.7777
2021-02-24,72.9795
2021-02-25,71.8517
2021-02-26,72.1177
2021-02-27,72.1177
2021-02-28,72.1177
2021-03-01,73.715
2021-03-02,72.2627
2021-03-03,72.2699
2021-03-04,70.3498
2021-03-05,71.1964
2021-03-06,71.1964
2021-03-07,71.1964
2021-03-08,73.8495
2021-03-09,70.1728
2021-03-10,72.3248
2021-03-11,71.9239
2021-03-12,71.9449
2021-03-13,71.9449
2021-03-14,71.9449
2021-03-15,72.2877
2021-03-16,68.6367
2021-03-17,69.5197
2021-03-18,67.382
2021-03-19,67.4075
2021-03-20,67.4075
2021-03-21,67.4075
2021-03-22,66.1244
2021-03-23,58.8636
2021-03-24,58.8043
2021-03-25,60.5893
2021-03-26,63.8742
2021-03-27,63.8742
2021-03-28,63.8742
2021-03-29,58.5798
2021-03-30,60.6152
2021-03-31,61.6469
2021-04-01,63.2988
2021-04-02,63.2988
2021-04-03,63.2988
2021-04-04,63.2988
2021-04-05,63.3488
2021-04-06,61.4161
2021-04-07,59.8925
2021-04-08,57.9643
2021-04-09,59.5982
2021-04-10,59.5982
2021-04-11,59.5982
2021-04-12,60.284
2021-04-13,59.4969
2021-04-14,60.3537
2021-04-15,60.2488
2021-04-16,60.3608
2021-04-17,60.3608
2021-04-18,60.3608
2021-04-19,60.4551
2021-04-20,56.3999
2021-04-21,59.5583
2021-04-22,60.9712
2021-04-23,62.3785
2021-04-24,62.3785
2021-04-25,62.3785
2021-04-26,63.3395
2021-04-27,64.2212
2021-04-28,62.0564
2021-04-29,63.4256
2021-04-30,63.3284
2021-05-01,63.3284
2021-05-02,63.3284
2021-05-03,67.831
2021-05-04,68.3095
2021-05-05,69.8975
2021-05-06,70.1269
2021-05-07,71.8078
2021-05-08,71.8078
2021-05-09,71.8078
2021-05-10,68.638
2021-05-11,64.8732
2021-05-12,58.5182
2021-05-13,60.285
2021-05-14,60.2332
2021-05-15,60.2332
2021-05-16,60.2332
2021-05-17,60.4003
2021-05-18,56.2792
2021-05-19,52.5904
2021-05-20,51.1083
2021-05-21,53.4341
2021-05-22,53.4341
2021-05-23,53.4341
2021-05-24,53.1981
2021-05-25,51.4197
2021-05-26,53.5127
2021-05-27,54.3192
2021-05-28,53.4304
2021-05-29,53.4304
2021-05-30,53.4304
2021-05-31,53.4304
2021-06-01,55.8865
2021-06-02,53.1933
2021-06-03,52.83
2021-06-04,53.739
2021-06-05,53.739
2021-06-06,53.739
2021-06-07,53.8733
2021-06-08,54.976
2021-06-09,53.2132
2021-06-10,49.6632
2021-06-11,49.022
2021-06-12,49.022
2021-06-13,49.022
2021-06-14,47.9076
2021-06-15,48.5071
2021-06-16,48.8602
2021-06-17,45.0884
2021-06-18,42.2012
2021-06-19,42.2012
2021-06-20,42.2012
2021-06-21,45.5032
2021-06-22,45.9324
2021-06-23,47.0352
2021-06-24,49.3471
2021-06-25,47.7123
2021-06-26,47.7123
2021-06-27,47.7123
2021-06-28,46.6742
2021-06-29,46.3654
2021-06-30,46.7675
2021-07-01,47.916
2021-07-02,45.7288
2021-07-03,45.7288
2021-07-04,45.7288
2021-07-05,45.7288
2021-07-06,43.7073
2021-07-07,45.3812
2021-07-08,43.9041
2021-07-09,46.1822
2021-07-10,46.1822
2021-07-11,46.1822
2021-07-12,46.0503
2021-07-13,45.0736
2021-07-14,45.2647
2021-07-15,45.4749
2021-07-16,44.5892
2021-07-17,44.5892
2021-07-18,44.5892
2021-07-19,43.2416
2021-07-20,47.6442
2021-07-21,49.8374
2021-07-22,48.0846
2021-07-23,49.8579
2021-07-24,49.8579
2021-07-25,49.8579
2021-07-26,49.9343
2021-07-27,49.0837
2021-07-28,51.3813
2021-07-29,53.1484
2021-07-30,53.9475
2021-07-31,53.9475
2021-08-01,53.9475
2021-08-02,52.5839
2021-08-03,62.4848
2021-08-04,62.2924
2021-08-05,63.4726
2021-08-06,64.1431
2021-08-07,64.1431
2021-08-08,64.1431
2021-08-09,64.5372
2021-08-10,68.0699
2021-08-11,71.7977
2021-08-12,70.532
2021-08-13,67.6888
2021-08-14,67.6888
2021-08-15,67.6888
2021-08-16,66.525
2021-08-17,62.2868
2021-08-18,60.9917
2021-08-19,56.9904
2021-08-20,57.7283
2021-08-21,57.7283
2021-08-22,57.7283
2021-08-23,57.579
2021-08-24,59.8822
2021-08-25,60.7513
2021-08-26,57.6059
2021-08-27,60.4955
2021-08-28,60.4955
2021-08-29,60.4955
2021-08-30,61.533
2021-08-31,61.6669
2021-09-01,59.4088
2021-09-02,60.5645
2021-09-03,58.6832
2021-09-04,58.6832
2021-09-05,58.6832
2021-09-06,58.6832
2021-09-07,58.3317
2021-09-08,54.2844
2021-09-09,54.9649
2021-09-10,54.8871
2021-09-11,54.8871
2021-09-12,54.8871
2021-09-13,56.5688
2021-09-14,53.9164
2021-09-15,57.2059
2021-09-16,56.3383
2021-09-17,53.528
2021-09-18,53.528
2021-09-19,53.528
2021-09-20,51.8966
2021-09-21,52.4342
2021-09-22,55.4014
2021-09-23,59.7847
2021-09-24,61.1673
2021-09-25,61.1673
2021-09-26,61.1673
2021-09-27,63.0698
2021-09-28,56.7818
2021-09-29,55.4863
2021-09-30,50.7785
2021-10-01,52.5703
2021-10-02,52.5703
2021-10-03,52.5703
2021-10-04,52.2105
2021-10-05,51.742
2021-10-06,50.7989
2021-10-07,53.6886
2021-10-08,50.9018
2021-10-09,50.9018
2021-10-10,50.9018
2021-10-11,51.9788
2021-10-12,50.7761
2021-10-13,49.8745
2021-10-14,51.3153
2021-10-15,51.0709
2021-10-16,51.0709
2021-10-17,51.0709
2021-10-18,53.8709
2021-10-19,53.1414
2021-10-20,54.7729
2021-10-21,52.3213
2021-10-22,52.5427
2021-10-23,52.5427
2021-10-24,52.5427
2021-10-25,55.129
2021-10-26,55.4391
2021-10-27,52.2451
2021-10-28,55.5958
2021-10-29,55.4193
2021-10-30,55.4193
2021-10-31,55.4193
2021-11-01,58.0446
2021-11-02,59.1715
2021-11-03,59.6905
2021-11-04,59.0772
2021-11-05,61.8798
2021-11-06,61.8798
2021-11-07,61.8798
2021-11-08,61.0975
2021-11-09,61.9598
2021-11-10,58.3378
2021-11-11,60.4315
2021-11-12,60.4716
2021-11-13,60.4716
2021-11-14,60.4716
2021-11-15,61.5709
2021-11-16,61.5911
2021-11-17,58.4729
2021-11-18,63.9898
2021-11-19,64.0185
2021-11-20,64.0185
2021-11-21,64.0185
2021-11-22,66.6107
2021-11-23,60.587
2021-11-24,62.2378
2021-11-25,62.2378
2021-11-26,56.2563
2021-11-27,56.2563
2021-11-28,56.2563
2021-11-29,57.9037
2021-11-30,56.2392
2021-12-01,57.0763
2021-12-02,58.3392
2021-12-03,57.3612
2021-12-04,57.3612
2021-12-05,57.3612
2021-12-06,57.026
2021-12-07,59.5371
2021-12-08,58.4297
2021-12-09,57.6399
2021-12-10,57.5116
2021-12-11,57.5116
2021-12-12,57.5116
2021-12-13,57.1257
2021-12-14,55.2178
2021-12-15,56.0634
2021-12-16,55.2409
2021-12-17,52.2317
2021-12-18,52.2317
2021-12-19,52.2317
2021-12-20,48.9277
2021-12-21,51.7492
2021-12-22,52.6582
2021-12-23,53.43
2021-12-24,53.43
2021-12-25,53.43
2021-12-26,53.43
2021-12-27,57.1997
2021-12-28,57.2631
2021-12-29,58.3116
2021-12-30,54.8644
2021-12-31,55.9201
2022-01-01,55.9201
2022-01-02,55.9201
2022-01-03,55.2891
2022-01-04,56.7629
2022-01-05,53.3098
2022-01-06,54.807
2022-01-07,50.7981
2022-01-08,50.7981
2022-01-09,50.7981
2022-01-10,49.4479
2022-01-11,51.1138
2022-01-12,52.4699
2022-01-13,50.2939
2022-01-14,49.0486
2022-01-15,49.0486
2022-01-16,49.0486
2022-01-17,49.0486
2022-01-18,47.3546
2022-01-19,46.8245
2022-01-20,45.3843
2022-01-21,45.2002
2022-01-22,45.2002
2022-01-23,45.2002
2022-01-24,46.8597
2022-01-25,44.7133
2022-01-26,44.6104
2022-01-27,42.881
2022-01-28,45.2579
2022-01-29,45.2579
2022-01-30,45.2579
2022-01-31,53.4237
2022-02-01,52.2785
2022-02-02,51.5381
2022-02-03,49.782
2022-02-04,48.5132
2022-02-05,48.5132
2022-02-06,48.5132
2022-02-07,51.0921
2022-02-08,53.872
2022-02-09,59.6192
2022-02-10,57.1178
2022-02-11,53.5336
2022-02-12,53.5336
2022-02-13,53.5336
2022-02-14,49.3888
2022-02-15,51.5978
2022-02-16,51.7883
2022-02-17,49.7291
2022-02-18,50.4053
2022-02-19,50.4053
2022-02-20,50.4053
2022-02-21,50.4053
2022-02-22,48.9844
2022-02-23,47.7229
2022-02-24,49.5492
2022-02-25,50.9645
2022-02-26,50.9645
2022-02-27,50.9645
2022-02-28,48.5151
2022-03-01,47.4613
2022-03-02,50.541
2022-03-03,50.3769
2022-03-04,48.335
2022-03-05,48.335
2022-03-06,48.335
2022-03-07,44.197
2022-03-08,45.1427
2022-03-09,48.3504
2022-03-10,49.0498
2022-03-11,47.7872
2022-03-12,47.7872
2022-03-13,47.7872
2022-03-14,48.4849
2022-03-15,49.158
2022-03-16,51.5514
2022-03-17,52.3382
2022-03-18,54.196
2022-03-19,54.196
2022-03-20,54.196
2022-03-21,52.4744
2022-03-22,51.8916
2022-03-23,50.2634
2022-03-24,51.528
2022-03-25,49.9191
2022-03-26,49.9191
2022-03-27,49.9191
2022-03-28,48.4617
2022-03-29,50.159
2022-03-30,47.9643
2022-03-31,46.9085
2022-04-01,46.8793
2022-04-02,46.8793
2022-04-03,46.8793
2022-04-04,46.1199
2022-04-05,44.2153
2022-04-06,42.3247
2022-04-07,42.2486
2022-04-08,41.7991
2022-04-09,41.7991
2022-04-10,41.7991
2022-04-11,41.6294
2022-04-12,42.7908
2022-04-13,44.7743
2022-04-14,43.9151
2022-04-15,43.9151
2022-04-16,43.9151
2022-04-17,43.9151
2022-04-18,44.9679
2022-04-19,47.6361
2022-04-20,50.2732
2022-04-21,50.3503
2022-04-22,47.9851
2022-04-23,47.9851
2022-04-24,47.9851
2022-04-25,47.9507
2022-04-26,44.6958
2022-04-27,47.1497
2022-04-28,49.6193
2022-04-29,47.8672
2022-04-30,47.8672
2022-05-01,47.8672
2022-05-02,48.0338
2022-05-03,55.9339
2022-05-04,58.469
2022-05-05,58.347
2022-05-06,59.3077
2022-05-07,59.3077
2022-05-08,59.3077
2022-05-09,54.1278
2022-05-10,52.0354
2022-05-11,50.3789
2022-05-12,51.6617
2022-05-13,54.169
2022-05-14,54.169
2022-05-15,54.169
2022-05-16,52.5888
2022-05-17,53.6598
2022-05-18,51.1987
2022-05-19,51.5519
2022-05-20,50.0828
2022-05-21,50.0828
2022-05-22,50.0828
2022-05-23,50.5343
2022-05-24,47.4277
2022-05-25,49.6055
2022-05-26,51.2208
2022-05-27,53.3477
2022-05-28,53.3477
2022-05-29,53.3477
2022-05-30,53.3477
2022-05-31,54.0133
2022-06-01,52.4146
2022-06-02,55.7067
2022-06-03,57.8847
2022-06-04,57.8847
2022-06-05,57.8847
2022-06-06,60.6587
2022-06-07,59.0181
2022-06-08,58.0606
2022-06-09,52.7876
2022-06-10,48.9112
2022-06-11,48.9112
2022-06-12,48.9112
2022-06-13,45.533
2022-06-14,46.6061
2022-06-15,46.7472
2022-06-16,42.2153
2022-06-17,41.6306
2022-06-18,41.6306
2022-06-19,41.6306
2022-06-20,41.6306
2022-06-21,42.1523
2022-06-22,40.7256
2022-06-23,39.4614
2022-06-24,40.7958
2022-06-25,40.7958
2022-06-26,40.7958
2022-06-27,42.0332
2022-06-28,41.7208
2022-06-29,41.3048
2022-06-30,41.0815
2022-07-01,42.9877
2022-07-02,42.9877
2022-07-03,42.9877
2022-07-04,42.9877
2022-07-05,42.7
2022-07-06,43.45
2022-07-07,47.0894
2022-07-08,45.8918
2022-07-09,45.8918
2022-07-10,45.8918
2022-07-11,44.7714
2022-07-12,43.7189
2022-07-13,44.4735
2022-07-14,41.7985
2022-07-15,43.7417
2022-07-16,43.7417
2022-07-17,43.7417
2022-07-18,43.546
2022-07-19,46.6831
2022-07-20,47.8924
2022-07-21,48.1048
2022-07-22,46.625
2022-07-23,46.625
2022-07-24,46.625
2022-07-25,47.3127
2022-07-26,48.2649
2022-07-27,49.5844
2022-07-28,52.1234
2022-07-29,53.2516
2022-07-30,53.2516
2022-07-31,53.2516
2022-08-01,53.3719
2022-08-02,49.5168
2022-08-03,47.6367
2022-08-04,47.3478
2022-08-05,46.6406
2022-08-06,46.6406
2022-08-07,46.6406
2022-08-08,47.5419
2022-08-09,45.6201
2022-08-10,47.375
2022-08-11,48.7075
2022-08-12,49.1766
2022-08-13,49.1766
2022-08-14,49.1766
2022-08-15,48.8977
2022-08-16,48.6055
2022-08-17,48.103
2022-08-18,50.3113
2022-08-19,48.19
2022-08-20,48.19
2022-08-21,48.19
2022-08-22,46.7321
2022-08-23,46.7252
2022-08-24,46.8719
2022-08-25,48.7536
2022-08-26,46.3455
2022-08-27,46.3455
2022-08-28,46.3455
2022-08-29,46.4204
2022-08-30,45.0543
2022-08-31,43.9913
2022-09-01,46.1216
2022-09-02,44.0462
2022-09-03,44.0462
2022-09-04,44.0462
2022-09-05,44.0462
2022-09-06,44.3666
2022-09-07,45.5141
2022-09-08,44.8413
2022-09-09,48.1367
2022-09-10,48.1367
2022-09-11,48.1367
2022-09-12,48.1049
2022-09-13,43.4507
2022-09-14,42.9096
2022-09-15,42.1535
2022-09-16,41.6632
2022-09-17,41.6632
2022-09-18,41.6632
2022-09-19,41.635
2022-09-20,39.8481
2022-09-21,39.458
2022-09-22,38.4537
2022-09-23,37.047
2022-09-24,37.047
2022-09-25,37.047
2022-09-26,35.8689
2022-09-27,36.7063
2022-09-28,40.3332
2022-09-29,42.0958
2022-09-30,43.242
2022-10-01,43.242
2022-10-02,43.242
2022-10-03,47.4069
2022-10-04,51.0385
2022-10-05,51.4446
2022-10-06,52.6236
2022-10-07,50.751
2022-10-08,50.751
2022-10-09,50.751
2022-10-10,52.1406
2022-10-11,51.0236
2022-10-12,50.8002
2022-10-13,53.8359
2022-10-14,48.0184
2022-10-15,48.0184
2022-10-16,48.0184
2022-10-17,52.2627
2022-10-18,53.9587
2022-10-19,51.4581
2022-10-20,50.8334
2022-10-21,54.0066
2022-10-22,54.0066
2022-10-23,54.0066
2022-10-24,55.2488
2022-10-25,55.9342
2022-10-26,56.3837
2022-10-27,55.8995
2022-10-28,56.0486
2022-10-29,56.0486
2022-10-30,56.0486
2022-10-31,56.4547
2022-11-01,58.189
2022-11-02,54.1835
2022-11-03,53.2358
2022-11-04,54.0519
2022-11-05,54.0519
2022-11-06,54.0519
2022-11-07,53.1815
2022-11-08,52.5855
2022-11-09,54.6869
2022-11-10,59.2896
2022-11-11,59.8022
2022-11-12,59.8022
2022-11-13,59.8022
2022-11-14,61.0107
2022-11-15,62.7721
2022-11-16,60.9882
2022-11-17,57.2375
2022-11-18,65.6591
2022-11-19,65.6591
2022-11-20,65.6591
2022-11-21,66.1743
2022-11-22,68.1153
2022-11-23,65.8112
2022-11-24,65.8112
2022-11-25,64.3137
2022-11-26,64.3137
2022-11-27,64.3137
2022-11-28,63.023
2022-11-29,64.3495
2022-11-30,66.0391
2022-12-01,67.0519
2022-12-02,67.1437
2022-12-03,67.1437
2022-12-04,67.1437
2022-12-05,64.6002
2022-12-06,65.3848
2022-12-07,64.2663
2022-12-08,65.6276
2022-12-09,63.8172
2022-12-10,63.8172
2022-12-11,63.8172
2022-12-12,63.4426
2022-12-13,64.8649
2022-12-14,61.987
2022-12-15,57.0052
2022-12-16,57.5164
2022-12-17,57.5164
2022-12-18,57.5164
2022-12-19,54.8268
2022-12-20,55.1204
2022-12-21,56.6679
2022-12-22,55.0582
2022-12-23,54.8347
2022-12-24,54.8347
2022-12-25,54.8347
2022-12-26,54.8347
2022-12-27,56.1124
2022-12-28,53.5027
2022-12-29,54.083
2022-12-30,53.9959
2022-12-31,53.9959
2023-01-01,53.9959
2023-01-02,53.9959
2023-01-03,54.9582
2023-01-04,55.1441
2023-01-05,55.0745
2023-01-06,57.8624
2023-01-07,57.8624
2023-01-08,57.8624
2023-01-09,55.6399
2023-01-10,58.4566
2023-01-11,59.718
2023-01-12,60.5994
2023-01-13,61.6692
2023-01-14,61.6692
2023-01-15,61.6692
2023-01-16,61.6692
2023-01-17,58.6406
2023-01-18,57.3639
2023-01-19,53.3916
2023-01-20,54.9219
2023-01-21,54.9219
2023-01-22,54.9219
2023-01-23,55.7755
2023-01-24,55.8292
2023-01-25,56.173
2023-01-26,58.7381
2023-01-27,60.4859
2023-01-28,60.4859
2023-01-29,60.4859
2023-01-30,60.5656
2023-01-31,62.1969
2023-02-01,70.8503
2023-02-02,64.4689
2023-02-03,65.84
2023-02-04,65.84
2023-02-05,65.84
2023-02-06,65.8846
2023-02-07,66.9632
2023-02-08,62.9244
2023-02-09,62.2179
2023-02-10,63.0492
2023-02-11,63.0492
2023-02-12,63.0492
2023-02-13,64.1618
2023-02-14,64.308
2023-02-15,65.2629
2023-02-16,63.41
2023-02-17,63.7987
2023-02-18,63.7987
2023-02-19,63.7987
2023-02-20,63.7987
2023-02-21,59.482
2023-02-22,59.4744
2023-02-23,60.4311
2023-02-24,60.6098
2023-02-25,60.6098
2023-02-26,60.6098
2023-02-27,61.7504
2023-02-28,62.1217
2023-03-01,63.604
2023-03-02,65.1191
2023-03-03,65.608
2023-03-04,65.608
2023-03-05,65.608
2023-03-06,64.9891
2023-03-07,62.3376
2023-03-08,62.4408
2023-03-09,59.31
2023-03-10,53.5013
2023-03-11,53.5013
2023-03-12,53.5013
2023-03-13,51.5218
2023-03-14,54.1274
2023-03-15,48.5012
2023-03-16,50.1106
2023-03-17,48.1887
2023-03-18,48.1887
2023-03-19,48.1887
2023-03-20,50.8991
