,LNTH US Equity
2020-04-21,47.2712
2020-04-22,48.2826
2020-04-23,48.5132
2020-04-24,48.3539
2020-04-25,48.3539
2020-04-26,48.3539
2020-04-27,48.0599
2020-04-28,46.1569
2020-04-29,49.8801
2020-04-30,46.8131
2020-05-01,44.0134
2020-05-02,44.0134
2020-05-03,44.0134
2020-05-04,45.6933
2020-05-05,46.2045
2020-05-06,45.7295
2020-05-07,46.721
2020-05-08,46.9716
2020-05-09,46.9716
2020-05-10,46.9716
2020-05-11,46.6152
2020-05-12,45.2276
2020-05-13,43.5438
2020-05-14,42.7211
2020-05-15,44.2545
2020-05-16,44.2545
2020-05-17,44.2545
2020-05-18,46.9604
2020-05-19,44.4721
2020-05-20,46.1008
2020-05-21,47.4361
2020-05-22,47.6597
2020-05-23,47.6597
2020-05-24,47.6597
2020-05-25,47.6597
2020-05-26,47.927
2020-05-27,51.7169
2020-05-28,53.371
2020-05-29,51.2578
2020-05-30,51.2578
2020-05-31,51.2578
2020-06-01,51.7776
2020-06-02,52.4766
2020-06-03,52.9353
2020-06-04,54.0472
2020-06-05,54.3482
2020-06-06,54.3482
2020-06-07,54.3482
2020-06-08,57.4048
2020-06-09,55.2368
2020-06-10,51.7483
2020-06-11,47.58
2020-06-12,47.8378
2020-06-13,47.8378
2020-06-14,47.8378
2020-06-15,49.9481
2020-06-16,51.6742
2020-06-17,50.8136
2020-06-18,52.3168
2020-06-19,54.1701
2020-06-20,54.1701
2020-06-21,54.1701
2020-06-22,51.001
2020-06-23,49.7955
2020-06-24,49.44
2020-06-25,51.1363
2020-06-26,48.657
2020-06-27,48.657
2020-06-28,48.657
2020-06-29,51.1092
2020-06-30,52.1037
2020-07-01,51.3584
2020-07-02,52.9595
2020-07-03,52.9595
2020-07-04,52.9595
2020-07-05,52.9595
2020-07-06,53.3737
2020-07-07,52.0694
2020-07-08,52.1793
2020-07-09,52.0969
2020-07-10,52.3305
2020-07-11,52.3305
2020-07-12,52.3305
2020-07-13,52.4105
2020-07-14,54.5793
2020-07-15,57.4942
2020-07-16,56.9273
2020-07-17,57.2182
2020-07-18,57.2182
2020-07-19,57.2182
2020-07-20,56.6737
2020-07-21,56.1711
2020-07-22,57.1539
2020-07-23,59.2343
2020-07-24,56.4013
2020-07-25,56.4013
2020-07-26,56.4013
2020-07-27,55.4045
2020-07-28,53.8298
2020-07-29,55.6238
2020-07-30,50.713
2020-07-31,46.0689
2020-08-01,46.0689
2020-08-02,46.0689
2020-08-03,45.4071
2020-08-04,43.1283
2020-08-05,42.9194
2020-08-06,44.8981
2020-08-07,46.0675
2020-08-08,46.0675
2020-08-09,46.0675
2020-08-10,48.084
2020-08-11,47.8026
2020-08-12,47.1905
2020-08-13,47.1905
2020-08-14,47.2387
2020-08-15,47.2387
2020-08-16,47.2387
2020-08-17,47.061
2020-08-18,45.8127
2020-08-19,47.0579
2020-08-20,46.7799
2020-08-21,45.6182
2020-08-22,45.6182
2020-08-23,45.6182
2020-08-24,47.0333
2020-08-25,46.5037
2020-08-26,43.6821
2020-08-27,45.4773
2020-08-28,48.0472
2020-08-29,48.0472
2020-08-30,48.0472
2020-08-31,47.7079
2020-09-01,46.3067
2020-09-02,47.9958
2020-09-03,46.4831
2020-09-04,45.9515
2020-09-05,45.9515
2020-09-06,45.9515
2020-09-07,45.9515
2020-09-08,44.4226
2020-09-09,46.1038
2020-09-10,45.3695
2020-09-11,44.0626
2020-09-12,44.0626
2020-09-13,44.0626
2020-09-14,46.7651
2020-09-15,45.8681
2020-09-16,47.4328
2020-09-17,47.3803
2020-09-18,46.372
2020-09-19,46.372
2020-09-20,46.372
2020-09-21,44.074
2020-09-22,43.9239
2020-09-23,41.6725
2020-09-24,42.0068
2020-09-25,43.1526
2020-09-26,43.1526
2020-09-27,43.1526
2020-09-28,44.6822
2020-09-29,44.2537
2020-09-30,46.3813
2020-10-01,47.8609
2020-10-02,47.8015
2020-10-03,47.8015
2020-10-04,47.8015
2020-10-05,52.1573
2020-10-06,52.6182
2020-10-07,53.6573
2020-10-08,53.5224
2020-10-09,50.7503
2020-10-10,50.7503
2020-10-11,50.7503
2020-10-12,49.3649
2020-10-13,48.5546
2020-10-14,48.8884
2020-10-15,49.765
2020-10-16,50.4414
2020-10-17,50.4414
2020-10-18,50.4414
2020-10-19,49.2746
2020-10-20,47.8599
2020-10-21,45.056
2020-10-22,48.4634
2020-10-23,47.9507
2020-10-24,47.9507
2020-10-25,47.9507
2020-10-26,45.0539
2020-10-27,42.298
2020-10-28,38.7455
2020-10-29,38.4865
2020-10-30,36.8863
2020-10-31,36.8863
2020-11-01,36.8863
2020-11-02,37.0433
2020-11-03,38.4682
2020-11-04,39.8759
2020-11-05,37.4623
2020-11-06,41.3589
2020-11-07,41.3589
2020-11-08,41.3589
2020-11-09,44.5871
2020-11-10,46.8415
2020-11-11,44.8979
2020-11-12,43.8522
2020-11-13,47.813
2020-11-14,47.813
2020-11-15,47.813
2020-11-16,48.1135
2020-11-17,49.6724
2020-11-18,48.97
2020-11-19,51.3428
2020-11-20,49.9025
2020-11-21,49.9025
2020-11-22,49.9025
2020-11-23,52.0478
2020-11-24,53.9234
2020-11-25,52.5476
2020-11-26,52.5476
2020-11-27,53.4961
2020-11-28,53.4961
2020-11-29,53.4961
2020-11-30,53.4311
2020-12-01,55.123
2020-12-02,55.291
2020-12-03,54.6559
2020-12-04,56.604
2020-12-05,56.604
2020-12-06,56.604
2020-12-07,56.8297
2020-12-08,57.9608
2020-12-09,62.0726
2020-12-10,62.1205
2020-12-11,60.7705
2020-12-12,60.7705
2020-12-13,60.7705
2020-12-14,57.2145
2020-12-15,57.8121
2020-12-16,58.8396
2020-12-17,60.313
2020-12-18,60.933
2020-12-19,60.933
2020-12-20,60.933
2020-12-21,61.2462
2020-12-22,59.5188
2020-12-23,60.237
2020-12-24,59.4812
2020-12-25,59.4812
2020-12-26,59.4812
2020-12-27,59.4812
2020-12-28,59.8288
2020-12-29,52.5258
2020-12-30,48.7291
2020-12-31,50.0806
2021-01-01,50.0806
2021-01-02,50.0806
2021-01-03,50.0806
2021-01-04,51.8319
2021-01-05,53.1674
2021-01-06,56.774
2021-01-07,57.4623
2021-01-08,57.7833
2021-01-09,57.7833
2021-01-10,57.7833
2021-01-11,58.1643
2021-01-12,62.5587
2021-01-13,62.0226
2021-01-14,63.0064
2021-01-15,59.3697
2021-01-16,59.3697
2021-01-17,59.3697
2021-01-18,59.3697
2021-01-19,60.2112
2021-01-20,58.5869
2021-01-21,58.6917
2021-01-22,61.5128
2021-01-23,61.5128
2021-01-24,61.5128
2021-01-25,63.1848
2021-01-26,64.7681
2021-01-27,65.4931
2021-01-28,59.4621
2021-01-29,60.5297
2021-01-30,60.5297
2021-01-31,60.5297
2021-02-01,63.3919
2021-02-02,63.6808
2021-02-03,64.8295
2021-02-04,66.8442
2021-02-05,70.2361
2021-02-06,70.2361
2021-02-07,70.2361
2021-02-08,72.5593
2021-02-09,73.049
2021-02-10,72.3075
2021-02-11,73.1805
2021-02-12,73.2087
2021-02-13,73.2087
2021-02-14,73.2087
2021-02-15,73.2087
2021-02-16,70.8964
2021-02-17,68.5808
2021-02-18,68.1352
2021-02-19,68.2774
2021-02-20,68.2774
2021-02-21,68.2774
2021-02-22,67.7304
2021-02-23,66.1639
2021-02-24,68.2884
2021-02-25,64.4744
2021-02-26,61.215
2021-02-27,61.215
2021-02-28,61.215
2021-03-01,62.6689
2021-03-02,58.0391
2021-03-03,58.6535
2021-03-04,58.7873
2021-03-05,61.292
2021-03-06,61.292
2021-03-07,61.292
2021-03-08,61.5421
2021-03-09,62.5437
2021-03-10,62.6694
2021-03-11,63.7599
2021-03-12,63.7599
2021-03-13,63.7599
2021-03-14,63.7599
2021-03-15,62.6303
2021-03-16,61.5771
2021-03-17,62.4633
2021-03-18,62.1511
2021-03-19,64.5779
2021-03-20,64.5779
2021-03-21,64.5779
2021-03-22,66.4664
2021-03-23,65.503
2021-03-24,62.7584
2021-03-25,63.169
2021-03-26,60.7816
2021-03-27,60.7816
2021-03-28,60.7816
2021-03-29,60.0246
2021-03-30,68.0842
2021-03-31,66.0461
2021-04-01,63.5357
2021-04-02,63.5357
2021-04-03,63.5357
2021-04-04,63.5357
2021-04-05,65.1292
2021-04-06,65.2024
2021-04-07,62.4896
2021-04-08,63.0071
2021-04-09,62.0534
2021-04-10,62.0534
2021-04-11,62.0534
2021-04-12,61.8459
2021-04-13,61.1409
2021-04-14,63.0577
2021-04-15,64.8901
2021-04-16,64.1585
2021-04-17,64.1585
2021-04-18,64.1585
2021-04-19,60.6903
2021-04-20,60.0733
2021-04-21,61.9412
2021-04-22,63.2539
2021-04-23,64.9483
2021-04-24,64.9483
2021-04-25,64.9483
2021-04-26,66.6526
2021-04-27,66.356
2021-04-28,69.4187
2021-04-29,69.194
2021-04-30,69.8008
2021-05-01,69.8008
2021-05-02,69.8008
2021-05-03,69.6431
2021-05-04,63.7585
2021-05-05,60.101
2021-05-06,58.5225
2021-05-07,57.769
2021-05-08,57.769
2021-05-09,57.769
2021-05-10,53.4394
2021-05-11,50.5916
2021-05-12,46.261
2021-05-13,50.8989
2021-05-14,52.4467
2021-05-15,52.4467
2021-05-16,52.4467
2021-05-17,51.9146
2021-05-18,50.8949
2021-05-19,50.9898
2021-05-20,53.0983
2021-05-21,54.2741
2021-05-22,54.2741
2021-05-23,54.2741
2021-05-24,52.7994
2021-05-25,47.9828
2021-05-26,44.8507
2021-05-27,57.525
2021-05-28,61.6262
2021-05-29,61.6262
2021-05-30,61.6262
2021-05-31,61.6262
2021-06-01,62.4928
2021-06-02,61.9818
2021-06-03,62.2214
2021-06-04,62.3034
2021-06-05,62.3034
2021-06-06,62.3034
2021-06-07,63.8967
2021-06-08,64.4759
2021-06-09,60.5479
2021-06-10,59.933
2021-06-11,59.4867
2021-06-12,59.4867
2021-06-13,59.4867
2021-06-14,59.4409
2021-06-15,59.9197
2021-06-16,60.625
2021-06-17,61.1394
2021-06-18,60.1236
2021-06-19,60.1236
2021-06-20,60.1236
2021-06-21,61.8921
2021-06-22,63.0535
2021-06-23,64.3886
2021-06-24,66.0336
2021-06-25,67.8144
2021-06-26,67.8144
2021-06-27,67.8144
2021-06-28,67.6477
2021-06-29,68.5543
2021-06-30,68.8991
2021-07-01,71.2794
2021-07-02,70.8073
2021-07-03,70.8073
2021-07-04,70.8073
2021-07-05,70.8073
2021-07-06,68.8038
2021-07-07,68.6855
2021-07-08,67.9007
2021-07-09,62.712
2021-07-10,62.712
2021-07-11,62.712
2021-07-12,63.5356
2021-07-13,59.411
2021-07-14,54.9284
2021-07-15,55.1472
2021-07-16,54.5536
2021-07-17,54.5536
2021-07-18,54.5536
2021-07-19,54.2747
2021-07-20,56.4624
2021-07-21,56.4624
2021-07-22,54.3156
2021-07-23,54.5189
2021-07-24,54.5189
2021-07-25,54.5189
2021-07-26,54.5189
2021-07-27,52.0409
2021-07-28,59.1154
2021-07-29,59.2506
2021-07-30,55.1041
2021-07-31,55.1041
2021-08-01,55.1041
2021-08-02,57.3163
2021-08-03,56.4485
2021-08-04,54.214
2021-08-05,55.2045
2021-08-06,56.7463
2021-08-07,56.7463
2021-08-08,56.7463
2021-08-09,54.4039
2021-08-10,51.8087
2021-08-11,51.4755
2021-08-12,53.9636
2021-08-13,50.9296
2021-08-14,50.9296
2021-08-15,50.9296
2021-08-16,48.8288
2021-08-17,46.1658
2021-08-18,47.0256
2021-08-19,46.1897
2021-08-20,49.2718
2021-08-21,49.2718
2021-08-22,49.2718
2021-08-23,52.2149
2021-08-24,49.9385
2021-08-25,49.7888
2021-08-26,48.4005
2021-08-27,51.8538
2021-08-28,51.8538
2021-08-29,51.8538
2021-08-30,52.8473
2021-08-31,54.2427
2021-09-01,55.5689
2021-09-02,56.7007
2021-09-03,56.8679
2021-09-04,56.8679
2021-09-05,56.8679
2021-09-06,56.8679
2021-09-07,52.7399
2021-09-08,52.6995
2021-09-09,52.5746
2021-09-10,51.854
2021-09-11,51.854
2021-09-12,51.854
2021-09-13,48.2709
2021-09-14,46.4432
2021-09-15,49.7756
2021-09-16,50.6557
2021-09-17,50.4965
2021-09-18,50.4965
2021-09-19,50.4965
2021-09-20,51.3273
2021-09-21,51.9627
2021-09-22,53.1876
2021-09-23,55.9254
2021-09-24,55.7406
2021-09-25,55.7406
2021-09-26,55.7406
2021-09-27,57.4495
2021-09-28,51.4975
2021-09-29,50.2694
2021-09-30,49.9119
2021-10-01,50.6779
2021-10-02,50.6779
2021-10-03,50.6779
2021-10-04,46.355
2021-10-05,48.4273
2021-10-06,46.7425
2021-10-07,47.1969
2021-10-08,43.1144
2021-10-09,43.1144
2021-10-10,43.1144
2021-10-11,41.4183
2021-10-12,42.4591
2021-10-13,42.2006
2021-10-14,41.6432
2021-10-15,42.016
2021-10-16,42.016
2021-10-17,42.016
2021-10-18,40.2854
2021-10-19,42.2264
2021-10-20,42.7894
2021-10-21,42.1869
2021-10-22,40.8566
2021-10-23,40.8566
2021-10-24,40.8566
2021-10-25,42.9148
2021-10-26,41.8389
2021-10-27,40.7813
2021-10-28,42.5345
2021-10-29,44.9433
2021-10-30,44.9433
2021-10-31,44.9433
2021-11-01,47.5801
2021-11-02,48.6332
2021-11-03,51.1299
2021-11-04,60.4087
2021-11-05,63.9374
2021-11-06,63.9374
2021-11-07,63.9374
2021-11-08,65.1568
2021-11-09,66.7237
2021-11-10,66.7458
2021-11-11,65.8857
2021-11-12,66.9971
2021-11-13,66.9971
2021-11-14,66.9971
2021-11-15,64.073
2021-11-16,62.8506
2021-11-17,61.8908
2021-11-18,60.4582
2021-11-19,59.2965
2021-11-20,59.2965
2021-11-21,59.2965
2021-11-22,60.2334
2021-11-23,58.4503
2021-11-24,57.5053
2021-11-25,57.5053
2021-11-26,55.4402
2021-11-27,55.4402
2021-11-28,55.4402
2021-11-29,51.1725
2021-11-30,51.1355
2021-12-01,48.7287
2021-12-02,50.9019
2021-12-03,50.0965
2021-12-04,50.0965
2021-12-05,50.0965
2021-12-06,50.5746
2021-12-07,54.7487
2021-12-08,56.0805
2021-12-09,52.7534
2021-12-10,52.0557
2021-12-11,52.0557
2021-12-12,52.0557
2021-12-13,50.7403
2021-12-14,49.7292
2021-12-15,52.6241
2021-12-16,47.8816
2021-12-17,51.578
2021-12-18,51.578
2021-12-19,51.578
2021-12-20,52.744
2021-12-21,55.4042
2021-12-22,57.3685
2021-12-23,58.0586
2021-12-24,58.0586
2021-12-25,58.0586
2021-12-26,58.0586
2021-12-27,59.8432
2021-12-28,59.5393
2021-12-29,59.1509
2021-12-30,57.483
2021-12-31,55.2348
2022-01-01,55.2348
2022-01-02,55.2348
2022-01-03,56.0353
2022-01-04,54.5407
2022-01-05,49.9889
2022-01-06,50.5708
2022-01-07,48.217
2022-01-08,48.217
2022-01-09,48.217
2022-01-10,46.6776
2022-01-11,48.9697
2022-01-12,48.6832
2022-01-13,47.1607
2022-01-14,49.8319
2022-01-15,49.8319
2022-01-16,49.8319
2022-01-17,49.8319
2022-01-18,46.5933
2022-01-19,45.6006
2022-01-20,45.4827
2022-01-21,43.6436
2022-01-22,43.6436
2022-01-23,43.6436
2022-01-24,46.3168
2022-01-25,43.6602
2022-01-26,42.8671
2022-01-27,41.5739
2022-01-28,43.3777
2022-01-29,43.3777
2022-01-30,43.3777
2022-01-31,45.6452
2022-02-01,47.3492
2022-02-02,48.1562
2022-02-03,48.0609
2022-02-04,49.5744
2022-02-05,49.5744
2022-02-06,49.5744
2022-02-07,49.7465
2022-02-08,52.5926
2022-02-09,54.2634
2022-02-10,53.3821
2022-02-11,55.6191
2022-02-12,55.6191
2022-02-13,55.6191
2022-02-14,55.5043
2022-02-15,57.3266
2022-02-16,59.6354
2022-02-17,59.7189
2022-02-18,55.6315
2022-02-19,55.6315
2022-02-20,55.6315
2022-02-21,55.6315
2022-02-22,55.9345
2022-02-23,55.5812
2022-02-24,75.5893
2022-02-25,80.7404
2022-02-26,80.7404
2022-02-27,80.7404
2022-02-28,81.4827
2022-03-01,82.2726
2022-03-02,83.9983
2022-03-03,78.0267
2022-03-04,79.4751
2022-03-05,79.4751
2022-03-06,79.4751
2022-03-07,78.2814
2022-03-08,76.1386
2022-03-09,77.278
2022-03-10,75.9972
2022-03-11,75.7509
2022-03-12,75.7509
2022-03-13,75.7509
2022-03-14,71.501
2022-03-15,73.6208
2022-03-16,75.3162
2022-03-17,75.2539
2022-03-18,75.268
2022-03-19,75.268
2022-03-20,75.268
2022-03-21,75.4633
2022-03-22,75.7929
2022-03-23,75.3508
2022-03-24,65.8008
2022-03-25,63.9122
2022-03-26,63.9122
2022-03-27,63.9122
2022-03-28,66.2018
2022-03-29,69.8931
2022-03-30,68.5869
2022-03-31,67.5457
2022-04-01,69.9826
2022-04-02,69.9826
2022-04-03,69.9826
2022-04-04,67.1604
2022-04-05,67.6753
2022-04-06,68.6597
2022-04-07,69.4793
2022-04-08,69.9406
2022-04-09,69.9406
2022-04-10,69.9406
2022-04-11,67.3179
2022-04-12,65.892
2022-04-13,67.2737
2022-04-14,67.9537
2022-04-15,67.9537
2022-04-16,67.9537
2022-04-17,67.9537
2022-04-18,68.3785
2022-04-19,68.9323
2022-04-20,70.827
2022-04-21,63.2412
2022-04-22,61.6981
2022-04-23,61.6981
2022-04-24,61.6981
2022-04-25,62.419
2022-04-26,60.7081
2022-04-27,60.8896
2022-04-28,61.8515
2022-04-29,68.0833
2022-04-30,68.0833
2022-05-01,68.0833
2022-05-02,67.3804
2022-05-03,66.8883
2022-05-04,67.6761
2022-05-05,63.7533
2022-05-06,63.7967
2022-05-07,63.7967
2022-05-08,63.7967
2022-05-09,52.5242
2022-05-10,55.0391
2022-05-11,55.4809
2022-05-12,56.341
2022-05-13,60.1123
2022-05-14,60.1123
2022-05-15,60.1123
2022-05-16,62.3236
2022-05-17,61.4817
2022-05-18,57.5866
2022-05-19,57.9415
2022-05-20,56.7981
2022-05-21,56.7981
2022-05-22,56.7981
2022-05-23,60.1646
2022-05-24,57.1913
2022-05-25,58.3244
2022-05-26,59.0896
2022-05-27,62.1917
2022-05-28,62.1917
2022-05-29,62.1917
2022-05-30,62.1917
2022-05-31,60.1425
2022-06-01,60.3209
2022-06-02,61.8513
2022-06-03,62.6045
2022-06-04,62.6045
2022-06-05,62.6045
2022-06-06,60.4753
2022-06-07,62.3559
2022-06-08,61.6942
2022-06-09,56.2273
2022-06-10,53.0136
2022-06-11,53.0136
2022-06-12,53.0136
2022-06-13,51.1956
2022-06-14,51.8031
2022-06-15,53.3314
2022-06-16,48.9807
2022-06-17,50.0134
2022-06-18,50.0134
2022-06-19,50.0134
2022-06-20,50.0134
2022-06-21,51.0131
2022-06-22,49.4734
2022-06-23,50.5008
2022-06-24,51.8484
2022-06-25,51.8484
2022-06-26,51.8484
2022-06-27,54.3842
2022-06-28,52.4356
2022-06-29,52.8008
2022-06-30,54.3358
2022-07-01,51.9081
2022-07-02,51.9081
2022-07-03,51.9081
2022-07-04,51.9081
2022-07-05,52.965
2022-07-06,49.9115
2022-07-07,51.3916
2022-07-08,55.1855
2022-07-09,55.1855
2022-07-10,55.1855
2022-07-11,53.7482
2022-07-12,53.6084
2022-07-13,54.6972
2022-07-14,55.0877
2022-07-15,57.2635
2022-07-16,57.2635
2022-07-17,57.2635
2022-07-18,53.5696
2022-07-19,57.0655
2022-07-20,58.9292
2022-07-21,56.7699
2022-07-22,53.8647
2022-07-23,53.8647
2022-07-24,53.8647
2022-07-25,55.1939
2022-07-26,55.4361
2022-07-27,57.8228
2022-07-28,58.9332
2022-07-29,59.5749
2022-07-30,59.5749
2022-07-31,59.5749
2022-08-01,58.4511
2022-08-02,58.842
2022-08-03,58.5828
2022-08-04,54.0057
2022-08-05,59.2035
2022-08-06,59.2035
2022-08-07,59.2035
2022-08-08,59.603
2022-08-09,59.9757
2022-08-10,61.9387
2022-08-11,62.2496
2022-08-12,62.0503
2022-08-13,62.0503
2022-08-14,62.0503
2022-08-15,62.4106
2022-08-16,62.056
2022-08-17,61.9763
2022-08-18,61.0837
2022-08-19,61.0011
2022-08-20,61.0011
2022-08-21,61.0011
2022-08-22,58.962
2022-08-23,59.0929
2022-08-24,60.6968
2022-08-25,63.4799
2022-08-26,57.6969
2022-08-27,57.6969
2022-08-28,57.6969
2022-08-29,56.3205
2022-08-30,53.4998
2022-08-31,54.6902
2022-09-01,54.5891
2022-09-02,54.3604
2022-09-03,54.3604
2022-09-04,54.3604
2022-09-05,54.3604
2022-09-06,55.2334
2022-09-07,58.4323
2022-09-08,59.3685
2022-09-09,59.7823
2022-09-10,59.7823
2022-09-11,59.7823
2022-09-12,60.7118
2022-09-13,58.7638
2022-09-14,59.9404
2022-09-15,56.5237
2022-09-16,52.8254
2022-09-17,52.8254
2022-09-18,52.8254
2022-09-19,50.597
2022-09-20,49.5761
2022-09-21,46.9594
2022-09-22,44.952
2022-09-23,42.9871
2022-09-24,42.9871
2022-09-25,42.9871
2022-09-26,41.64
2022-09-27,42.477
2022-09-28,44.4992
2022-09-29,44.2338
2022-09-30,45.6176
2022-10-01,45.6176
2022-10-02,45.6176
2022-10-03,49.7149
2022-10-04,51.7349
2022-10-05,52.5241
2022-10-06,49.7473
2022-10-07,42.5002
2022-10-08,42.5002
2022-10-09,42.5002
2022-10-10,43.2301
2022-10-11,43.9843
2022-10-12,44.6232
2022-10-13,47.5534
2022-10-14,45.9143
2022-10-15,45.9143
2022-10-16,45.9143
2022-10-17,48.3272
2022-10-18,49.2554
2022-10-19,47.5294
2022-10-20,48.5452
2022-10-21,49.0902
2022-10-22,49.0902
2022-10-23,49.0902
2022-10-24,49.2158
2022-10-25,50.8991
2022-10-26,52.249
2022-10-27,50.4978
2022-10-28,51.7718
2022-10-29,51.7718
2022-10-30,51.7718
2022-10-31,50.411
2022-11-01,49.2462
2022-11-02,45.9349
2022-11-03,39.5805
2022-11-04,40.1137
2022-11-05,40.1137
2022-11-06,40.1137
2022-11-07,37.4297
2022-11-08,38.1923
2022-11-09,37.4564
2022-11-10,41.2066
2022-11-11,39.1692
2022-11-12,39.1692
2022-11-13,39.1692
2022-11-14,39.9137
2022-11-15,41.6193
2022-11-16,39.536
2022-11-17,39.091
2022-11-18,41.5725
2022-11-19,41.5725
2022-11-20,41.5725
2022-11-21,41.3571
2022-11-22,41.8827
2022-11-23,42.7089
2022-11-24,42.7089
2022-11-25,42.4784
2022-11-26,42.4784
2022-11-27,42.4784
2022-11-28,44.9002
2022-11-29,44.7087
2022-11-30,46.1252
2022-12-01,45.4264
2022-12-02,45.447
2022-12-03,45.447
2022-12-04,45.447
2022-12-05,41.214
2022-12-06,40.8177
2022-12-07,39.9554
2022-12-08,39.3423
2022-12-09,39.1905
2022-12-10,39.1905
2022-12-11,39.1905
2022-12-12,41.0828
2022-12-13,40.773
2022-12-14,40.6562
2022-12-15,39.2596
2022-12-16,39.6172
2022-12-17,39.6172
2022-12-18,39.6172
2022-12-19,39.0984
2022-12-20,39.0724
2022-12-21,39.0863
2022-12-22,38.1975
2022-12-23,37.5131
2022-12-24,37.5131
2022-12-25,37.5131
2022-12-26,37.5131
2022-12-27,36.1637
2022-12-28,35.8671
2022-12-29,38.7117
2022-12-30,39.2215
2022-12-31,39.2215
2023-01-01,39.2215
2023-01-02,39.2215
2023-01-03,38.9358
2023-01-04,39.4862
2023-01-05,37.4128
2023-01-06,36.9687
2023-01-07,36.9687
2023-01-08,36.9687
2023-01-09,36.2716
2023-01-10,37.1402
2023-01-11,40.0727
2023-01-12,42.0784
2023-01-13,44.7447
2023-01-14,44.7447
2023-01-15,44.7447
2023-01-16,44.7447
2023-01-17,46.1501
2023-01-18,47.9842
2023-01-19,46.8044
2023-01-20,45.5585
2023-01-21,45.5585
2023-01-22,45.5585
2023-01-23,47.2578
2023-01-24,47.345
2023-01-25,47.345
2023-01-26,49.13
2023-01-27,49.664
2023-01-28,49.664
2023-01-29,49.664
2023-01-30,49.7701
2023-01-31,51.623
2023-02-01,53.2756
2023-02-02,56.0289
2023-02-03,56.2139
2023-02-04,56.2139
2023-02-05,56.2139
2023-02-06,54.8831
2023-02-07,54.8831
2023-02-08,52.9732
2023-02-09,52.8191
2023-02-10,51.8648
2023-02-11,51.8648
2023-02-12,51.8648
2023-02-13,51.6367
2023-02-14,51.0648
2023-02-15,54.6529
2023-02-16,54.3174
2023-02-17,54.0693
2023-02-18,54.0693
2023-02-19,54.0693
2023-02-20,54.0693
2023-02-21,51.363
2023-02-22,51.3264
2023-02-23,66.0426
2023-02-24,68.0993
2023-02-25,68.0993
2023-02-26,68.0993
2023-02-27,68.2881
2023-02-28,69.3648
2023-03-01,67.7778
2023-03-02,68.0101
2023-03-03,67.2485
2023-03-04,67.2485
2023-03-05,67.2485
2023-03-06,67.3039
2023-03-07,66.089
2023-03-08,68.7476
2023-03-09,64.9484
2023-03-10,61.694
2023-03-11,61.694
2023-03-12,61.694
2023-03-13,60.8517
2023-03-14,63.167
2023-03-15,63.3841
2023-03-16,68.2963
2023-03-17,66.658
2023-03-18,66.658
2023-03-19,66.658
2023-03-20,67.7415
