,CAR US Equity
2020-04-03,35.6705
2020-04-04,35.6705
2020-04-05,35.6705
2020-04-06,37.9443
2020-04-07,39.8223
2020-04-08,40.4985
2020-04-09,42.3625
2020-04-10,42.3625
2020-04-11,42.3625
2020-04-12,42.3625
2020-04-13,41.3466
2020-04-14,41.0743
2020-04-15,40.8678
2020-04-16,39.648
2020-04-17,41.1706
2020-04-18,41.1706
2020-04-19,41.1706
2020-04-20,40.6862
2020-04-21,39.8652
2020-04-22,39.2782
2020-04-23,39.2928
2020-04-24,40.8749
2020-04-25,40.8749
2020-04-26,40.8749
2020-04-27,43.8728
2020-04-28,45.6479
2020-04-29,46.2869
2020-04-30,45.685
2020-05-01,42.8264
2020-05-02,42.8264
2020-05-03,42.8264
2020-05-04,42.9266
2020-05-05,42.8267
2020-05-06,41.2707
2020-05-07,42.1649
2020-05-08,44.7027
2020-05-09,44.7027
2020-05-10,44.7027
2020-05-11,42.8607
2020-05-12,41.8789
2020-05-13,40.2217
2020-05-14,42.0362
2020-05-15,42.0136
2020-05-16,42.0136
2020-05-17,42.0136
2020-05-18,46.2908
2020-05-19,45.0453
2020-05-20,47.3695
2020-05-21,48.9925
2020-05-22,49.2086
2020-05-23,49.2086
2020-05-24,49.2086
2020-05-25,49.2086
2020-05-26,51.708
2020-05-27,55.7158
2020-05-28,53.0715
2020-05-29,54.7903
2020-05-30,54.7903
2020-05-31,54.7903
2020-06-01,57.9062
2020-06-02,56.8618
2020-06-03,60.2573
2020-06-04,61.4261
2020-06-05,63.9143
2020-06-06,63.9143
2020-06-07,63.9143
2020-06-08,64.5984
2020-06-09,60.2085
2020-06-10,57.6068
2020-06-11,52.9542
2020-06-12,55.8133
2020-06-13,55.8133
2020-06-14,55.8133
2020-06-15,55.9566
2020-06-16,57.5077
2020-06-17,54.7453
2020-06-18,55.3165
2020-06-19,54.4902
2020-06-20,54.4902
2020-06-21,54.4902
2020-06-22,53.1555
2020-06-23,53.3877
2020-06-24,50.3937
2020-06-25,50.7208
2020-06-26,48.8836
2020-06-27,48.8836
2020-06-28,48.8836
2020-06-29,51.1811
2020-06-30,51.374
2020-07-01,50.9002
2020-07-02,54.5396
2020-07-03,54.5396
2020-07-04,54.5396
2020-07-05,54.5396
2020-07-06,55.5309
2020-07-07,53.6082
2020-07-08,56.4806
2020-07-09,54.7801
2020-07-10,55.9398
2020-07-11,55.9398
2020-07-12,55.9398
2020-07-13,54.6707
2020-07-14,56.0747
2020-07-15,58.1917
2020-07-16,57.2943
2020-07-17,57.0124
2020-07-18,57.0124
2020-07-19,57.0124
2020-07-20,55.9005
2020-07-21,55.9005
2020-07-22,56.9046
2020-07-23,55.7287
2020-07-24,56.2614
2020-07-25,56.2614
2020-07-26,56.2614
2020-07-27,55.0585
2020-07-28,53.651
2020-07-29,53.457
2020-07-30,52.1743
2020-07-31,51.2886
2020-08-01,51.2886
2020-08-02,51.2886
2020-08-03,50.5672
2020-08-04,50.6776
2020-08-05,54.3925
2020-08-06,54.5182
2020-08-07,54.2092
2020-08-08,54.2092
2020-08-09,54.2092
2020-08-10,56.6134
2020-08-11,58.8598
2020-08-12,58.074
2020-08-13,57.577
2020-08-14,57.627
2020-08-15,57.627
2020-08-16,57.627
2020-08-17,56.9498
2020-08-18,57.9845
2020-08-19,59.5135
2020-08-20,59.7031
2020-08-21,58.4939
2020-08-22,58.4939
2020-08-23,58.4939
2020-08-24,60.5721
2020-08-25,60.4554
2020-08-26,59.274
2020-08-27,60.4209
2020-08-28,61.9172
2020-08-29,61.9172
2020-08-30,61.9172
2020-08-31,59.5095
2020-09-01,61.0753
2020-09-02,62.1724
2020-09-03,59.0082
2020-09-04,59.3957
2020-09-05,59.3957
2020-09-06,59.3957
2020-09-07,59.3957
2020-09-08,58.7421
2020-09-09,58.4798
2020-09-10,58.3554
2020-09-11,56.291
2020-09-12,56.291
2020-09-13,56.291
2020-09-14,57.4131
2020-09-15,54.2891
2020-09-16,52.5816
2020-09-17,54.1721
2020-09-18,51.1581
2020-09-19,51.1581
2020-09-20,51.1581
2020-09-21,47.5795
2020-09-22,47.7216
2020-09-23,45.7493
2020-09-24,45.0293
2020-09-25,45.0488
2020-09-26,45.0488
2020-09-27,45.0488
2020-09-28,45.6652
2020-09-29,42.9329
2020-09-30,43.9532
2020-10-01,48.5409
2020-10-02,47.8848
2020-10-03,47.8848
2020-10-04,47.8848
2020-10-05,49.2141
2020-10-06,49.1785
2020-10-07,51.9778
2020-10-08,52.9404
2020-10-09,53.6272
2020-10-10,53.6272
2020-10-11,53.6272
2020-10-12,51.7143
2020-10-13,49.6037
2020-10-14,50.3275
2020-10-15,51.7073
2020-10-16,54.0824
2020-10-17,54.0824
2020-10-18,54.0824
2020-10-19,55.9898
2020-10-20,60.6113
2020-10-21,62.1184
2020-10-22,63.0469
2020-10-23,65.7366
2020-10-24,65.7366
2020-10-25,65.7366
2020-10-26,58.6442
2020-10-27,57.288
2020-10-28,55.8646
2020-10-29,57.8969
2020-10-30,52.9356
2020-10-31,52.9356
2020-11-01,52.9356
2020-11-02,48.4688
2020-11-03,48.5401
2020-11-04,45.6642
2020-11-05,51.0386
2020-11-06,49.2975
2020-11-07,49.2975
2020-11-08,49.2975
2020-11-09,57.0349
2020-11-10,56.1284
2020-11-11,54.232
2020-11-12,53.6975
2020-11-13,55.2569
2020-11-14,55.2569
2020-11-15,55.2569
2020-11-16,55.7291
2020-11-17,54.9821
2020-11-18,53.0133
2020-11-19,53.9793
2020-11-20,52.4567
2020-11-21,52.4567
2020-11-22,52.4567
2020-11-23,54.9606
2020-11-24,56.286
2020-11-25,55.3813
2020-11-26,55.3813
2020-11-27,54.638
2020-11-28,54.638
2020-11-29,54.638
2020-11-30,52.1442
2020-12-01,53.7979
2020-12-02,55.0515
2020-12-03,55.7292
2020-12-04,57.3267
2020-12-05,57.3267
2020-12-06,57.3267
2020-12-07,55.43
2020-12-08,54.3726
2020-12-09,56.3041
2020-12-10,57.1749
2020-12-11,55.6454
2020-12-12,55.6454
2020-12-13,55.6454
2020-12-14,53.156
2020-12-15,53.5832
2020-12-16,53.6332
2020-12-17,53.1594
2020-12-18,51.4833
2020-12-19,51.4833
2020-12-20,51.4833
2020-12-21,50.3031
2020-12-22,49.2351
2020-12-23,51.8439
2020-12-24,52.364
2020-12-25,52.364
2020-12-26,52.364
2020-12-27,52.364
2020-12-28,51.8306
2020-12-29,52.6153
2020-12-30,53.3162
2020-12-31,52.8377
2021-01-01,52.8377
2021-01-02,52.8377
2021-01-03,52.8377
2021-01-04,49.8682
2021-01-05,50.8061
2021-01-06,52.1425
2021-01-07,53.1888
2021-01-08,52.7119
2021-01-09,52.7119
2021-01-10,52.7119
2021-01-11,55.1345
2021-01-12,54.7606
2021-01-13,52.4814
2021-01-14,54.7447
2021-01-15,54.7594
2021-01-16,54.7594
2021-01-17,54.7594
2021-01-18,54.7594
2021-01-19,52.3736
2021-01-20,57.4583
2021-01-21,58.2062
2021-01-22,56.8689
2021-01-23,56.8689
2021-01-24,56.8689
2021-01-25,56.8149
2021-01-26,60.923
2021-01-27,59.3226
2021-01-28,55.7745
2021-01-29,55.8408
2021-01-30,55.8408
2021-01-31,55.8408
2021-02-01,57.3365
2021-02-02,54.1783
2021-02-03,55.0636
2021-02-04,58.319
2021-02-05,57.6219
2021-02-06,57.6219
2021-02-07,57.6219
2021-02-08,57.3969
2021-02-09,58.1384
2021-02-10,57.1633
2021-02-11,56.224
2021-02-12,58.86
2021-02-13,58.86
2021-02-14,58.86
2021-02-15,58.86
2021-02-16,60.1149
2021-02-17,55.0604
2021-02-18,56.67
2021-02-19,62.0439
2021-02-20,62.0439
2021-02-21,62.0439
2021-02-22,63.7744
2021-02-23,67.2997
2021-02-24,68.4126
2021-02-25,65.0119
2021-02-26,66.447
2021-02-27,66.447
2021-02-28,66.447
2021-03-01,68.5309
2021-03-02,69.323
2021-03-03,70.3991
2021-03-04,69.0917
2021-03-05,70.7087
2021-03-06,70.7087
2021-03-07,70.7087
2021-03-08,72.3813
2021-03-09,68.2542
2021-03-10,70.2835
2021-03-11,71.4018
2021-03-12,72.4792
2021-03-13,72.4792
2021-03-14,72.4792
2021-03-15,74.2665
2021-03-16,66.4817
2021-03-17,68.2173
2021-03-18,65.7882
2021-03-19,65.8404
2021-03-20,65.8404
2021-03-21,65.8404
2021-03-22,65.9745
2021-03-23,63.6348
2021-03-24,63.3523
2021-03-25,63.5729
2021-03-26,65.8524
2021-03-27,65.8524
2021-03-28,65.8524
2021-03-29,65.1204
2021-03-30,69.384
2021-03-31,66.2336
2021-04-01,67.277
2021-04-02,67.277
2021-04-03,67.277
2021-04-04,67.277
2021-04-05,67.7645
2021-04-06,67.5799
2021-04-07,67.8965
2021-04-08,66.5251
2021-04-09,68.3065
2021-04-10,68.3065
2021-04-11,68.3065
2021-04-12,67.6283
2021-04-13,66.5816
2021-04-14,67.5783
2021-04-15,68.2184
2021-04-16,68.8744
2021-04-17,68.8744
2021-04-18,68.8744
2021-04-19,67.391
2021-04-20,62.5934
2021-04-21,65.7466
2021-04-22,65.9675
2021-04-23,68.5381
2021-04-24,68.5381
2021-04-25,68.5381
2021-04-26,69.8599
2021-04-27,71.4183
2021-04-28,71.6054
2021-04-29,70.8854
2021-04-30,71.7887
2021-05-01,71.7887
2021-05-02,71.7887
2021-05-03,70.9188
2021-05-04,63.4191
2021-05-05,63.8454
2021-05-06,63.7823
2021-05-07,61.6665
2021-05-08,61.6665
2021-05-09,61.6665
2021-05-10,61.7369
2021-05-11,61.1948
2021-05-12,53.8772
2021-05-13,56.6763
2021-05-14,62.3855
2021-05-15,62.3855
2021-05-16,62.3855
2021-05-17,63.1613
2021-05-18,60.42
2021-05-19,57.187
2021-05-20,57.6798
2021-05-21,57.8616
2021-05-22,57.8616
2021-05-23,57.8616
2021-05-24,58.8919
2021-05-25,56.8227
2021-05-26,57.9447
2021-05-27,58.8939
2021-05-28,60.7279
2021-05-29,60.7279
2021-05-30,60.7279
2021-05-31,60.7279
2021-06-01,61.8891
2021-06-02,58.8229
2021-06-03,58.8814
2021-06-04,57.5898
2021-06-05,57.5898
2021-06-06,57.5898
2021-06-07,60.3482
2021-06-08,62.1395
2021-06-09,58.6581
2021-06-10,57.1121
2021-06-11,61.9531
2021-06-12,61.9531
2021-06-13,61.9531
2021-06-14,59.4363
2021-06-15,58.6428
2021-06-16,55.9866
2021-06-17,51.5678
2021-06-18,50.3139
2021-06-19,50.3139
2021-06-20,50.3139
2021-06-21,52.0813
2021-06-22,49.6649
2021-06-23,51.998
2021-06-24,50.7138
2021-06-25,50.0703
2021-06-26,50.0703
2021-06-27,50.0703
2021-06-28,48.1807
2021-06-29,48.8955
2021-06-30,47.9703
2021-07-01,51.0769
2021-07-02,48.8534
2021-07-03,48.8534
2021-07-04,48.8534
2021-07-05,48.8534
2021-07-06,47.8924
2021-07-07,46.0332
2021-07-08,43.0478
2021-07-09,46.0849
2021-07-10,46.0849
2021-07-11,46.0849
2021-07-12,45.8368
2021-07-13,44.6208
2021-07-14,44.3518
2021-07-15,45.92
2021-07-16,44.3222
2021-07-17,44.3222
2021-07-18,44.3222
2021-07-19,42.6214
2021-07-20,46.6342
2021-07-21,49.3646
2021-07-22,49.7781
2021-07-23,51.0554
2021-07-24,51.0554
2021-07-25,51.0554
2021-07-26,52.2748
2021-07-27,51.5005
2021-07-28,52.5394
2021-07-29,55.2052
2021-07-30,53.1122
2021-07-31,53.1122
2021-08-01,53.1122
2021-08-02,55.292
2021-08-03,57.7774
2021-08-04,47.343
2021-08-05,51.872
2021-08-06,52.515
2021-08-07,52.515
2021-08-08,52.515
2021-08-09,50.1149
2021-08-10,53.5508
2021-08-11,53.764
2021-08-12,55.3337
2021-08-13,56.7897
2021-08-14,56.7897
2021-08-15,56.7897
2021-08-16,57.065
2021-08-17,56.1872
2021-08-18,57.3999
2021-08-19,55.5858
2021-08-20,54.7965
2021-08-21,54.7965
2021-08-22,54.7965
2021-08-23,55.4116
2021-08-24,55.5507
2021-08-25,55.6282
2021-08-26,53.7624
2021-08-27,55.1626
2021-08-28,55.1626
2021-08-29,55.1626
2021-08-30,54.2338
2021-08-31,54.8602
2021-09-01,56.3852
2021-09-02,57.5022
2021-09-03,55.3664
2021-09-04,55.3664
2021-09-05,55.3664
2021-09-06,55.3664
2021-09-07,56.5201
2021-09-08,53.4877
2021-09-09,54.1695
2021-09-10,50.6954
2021-09-11,50.6954
2021-09-12,50.6954
2021-09-13,53.1239
2021-09-14,52.9035
2021-09-15,52.9035
2021-09-16,58.3238
2021-09-17,55.7057
2021-09-18,55.7057
2021-09-19,55.7057
2021-09-20,55.4164
2021-09-21,54.7976
2021-09-22,58.261
2021-09-23,62.3773
2021-09-24,63.9515
2021-09-25,63.9515
2021-09-26,63.9515
2021-09-27,67.4166
2021-09-28,67.4355
2021-09-29,65.6822
2021-09-30,64.5252
2021-10-01,66.7291
2021-10-02,66.7291
2021-10-03,66.7291
2021-10-04,65.9803
2021-10-05,68.9544
2021-10-06,68.7957
2021-10-07,67.0942
2021-10-08,71.164
2021-10-09,71.164
2021-10-10,71.164
2021-10-11,72.4337
2021-10-12,75.3437
2021-10-13,72.7837
2021-10-14,70.8988
2021-10-15,71.9622
2021-10-16,71.9622
2021-10-17,71.9622
2021-10-18,73.882
2021-10-19,74.0272
2021-10-20,74.3827
2021-10-21,76.124
2021-10-22,76.2306
2021-10-23,76.2306
2021-10-24,76.2306
2021-10-25,78.1367
2021-10-26,73.4411
2021-10-27,70.8281
2021-10-28,72.3094
2021-10-29,72.6947
2021-10-30,72.6947
2021-10-31,72.6947
2021-11-01,71.4669
2021-11-02,89.6392
2021-11-03,74.1065
2021-11-04,68.6976
2021-11-05,70.8455
2021-11-06,70.8455
2021-11-07,70.8455
2021-11-08,69.99
2021-11-09,62.2464
2021-11-10,62.6598
2021-11-11,64.2341
2021-11-12,63.6945
2021-11-13,63.6945
2021-11-14,63.6945
2021-11-15,64.3665
2021-11-16,65.1037
2021-11-17,63.9143
2021-11-18,64.2267
2021-11-19,65.083
2021-11-20,65.083
2021-11-21,65.083
2021-11-22,66.5984
2021-11-23,67.1867
2021-11-24,67.6631
2021-11-25,67.6631
2021-11-26,63.1172
2021-11-27,63.1172
2021-11-28,63.1172
2021-11-29,64.7906
2021-11-30,59.5191
2021-12-01,56.2191
2021-12-02,57.901
2021-12-03,56.8512
2021-12-04,56.8512
2021-12-05,56.8512
2021-12-06,57.3245
2021-12-07,55.4075
2021-12-08,54.6912
2021-12-09,54.3916
2021-12-10,54.0395
2021-12-11,54.0395
2021-12-12,54.0395
2021-12-13,52.5762
2021-12-14,51.2368
2021-12-15,51.311
2021-12-16,49.7001
2021-12-17,49.7445
2021-12-18,49.7445
2021-12-19,49.7445
2021-12-20,49.1518
2021-12-21,51.1892
2021-12-22,49.794
2021-12-23,50.942
2021-12-24,50.942
2021-12-25,50.942
2021-12-26,50.942
2021-12-27,50.8206
2021-12-28,48.6401
2021-12-29,48.0209
2021-12-30,47.7577
2021-12-31,48.203
2022-01-01,48.203
2022-01-02,48.203
2022-01-03,47.3004
2022-01-04,47.3618
2022-01-05,45.9978
2022-01-06,47.0522
2022-01-07,46.5106
2022-01-08,46.5106
2022-01-09,46.5106
2022-01-10,47.0552
2022-01-11,46.9055
2022-01-12,45.5839
2022-01-13,45.5584
2022-01-14,46.3666
2022-01-15,46.3666
2022-01-16,46.3666
2022-01-17,46.3666
2022-01-18,45.8638
2022-01-19,44.7844
2022-01-20,44.4534
2022-01-21,42.2186
2022-01-22,42.2186
2022-01-23,42.2186
2022-01-24,42.582
2022-01-25,41.1997
2022-01-26,41.7741
2022-01-27,40.3576
2022-01-28,40.6294
2022-01-29,40.6294
2022-01-30,40.6294
2022-01-31,43.7315
2022-02-01,44.5148
2022-02-02,44.8033
2022-02-03,43.4958
2022-02-04,45.267
2022-02-05,45.267
2022-02-06,45.267
2022-02-07,47.0948
2022-02-08,47.2068
2022-02-09,50.7995
2022-02-10,48.1426
2022-02-11,46.0082
2022-02-12,46.0082
2022-02-13,46.0082
2022-02-14,49.4883
2022-02-15,44.3357
2022-02-16,45.2284
2022-02-17,43.2845
2022-02-18,42.3556
2022-02-19,42.3556
2022-02-20,42.3556
2022-02-21,42.3556
2022-02-22,40.5314
2022-02-23,40.2848
2022-02-24,45.0617
2022-02-25,47.9543
2022-02-26,47.9543
2022-02-27,47.9543
2022-02-28,48.7361
2022-03-01,48.0525
2022-03-02,49.9847
2022-03-03,48.3685
2022-03-04,46.9138
2022-03-05,46.9138
2022-03-06,46.9138
2022-03-07,44.3762
2022-03-08,47.4947
2022-03-09,51.6212
2022-03-10,52.9215
2022-03-11,54.2215
2022-03-12,54.2215
2022-03-13,54.2215
2022-03-14,55.2032
2022-03-15,58.5139
2022-03-16,65.6049
2022-03-17,67.5073
2022-03-18,64.1989
2022-03-19,64.1989
2022-03-20,64.1989
2022-03-21,61.7767
2022-03-22,62.8055
2022-03-23,60.3459
2022-03-24,60.5015
2022-03-25,59.2289
2022-03-26,59.2289
2022-03-27,59.2289
2022-03-28,58.5053
2022-03-29,60.0253
2022-03-30,57.2506
2022-03-31,58.2684
2022-04-01,57.704
2022-04-02,57.704
2022-04-03,57.704
2022-04-04,61.0289
2022-04-05,59.5587
2022-04-06,53.7874
2022-04-07,54.5756
2022-04-08,53.324
2022-04-09,53.324
2022-04-10,53.324
2022-04-11,55.1351
2022-04-12,55.3181
2022-04-13,57.0968
2022-04-14,56.2685
2022-04-15,56.2685
2022-04-16,56.2685
2022-04-17,56.2685
2022-04-18,56.4316
2022-04-19,59.2311
2022-04-20,63.5998
2022-04-21,61.4794
2022-04-22,59.4018
2022-04-23,59.4018
2022-04-24,59.4018
2022-04-25,59.6159
2022-04-26,54.8153
2022-04-27,55.389
2022-04-28,54.5869
2022-04-29,53.6305
2022-04-30,53.6305
2022-05-01,53.6305
2022-05-02,55.5602
2022-05-03,56.2499
2022-05-04,57.1149
2022-05-05,53.862
2022-05-06,50.8118
2022-05-07,50.8118
2022-05-08,50.8118
2022-05-09,46.4496
2022-05-10,46.4092
2022-05-11,45.8835
2022-05-12,45.3667
2022-05-13,43.2177
2022-05-14,43.2177
2022-05-15,43.2177
2022-05-16,43.6539
2022-05-17,44.6596
2022-05-18,40.9072
2022-05-19,40.0532
2022-05-20,39.3956
2022-05-21,39.3956
2022-05-22,39.3956
2022-05-23,41.3562
2022-05-24,40.0929
2022-05-25,40.8493
2022-05-26,42.0509
2022-05-27,45.115
2022-05-28,45.115
2022-05-29,45.115
2022-05-30,45.115
2022-05-31,43.5172
2022-06-01,43.0922
2022-06-02,45.1267
2022-06-03,44.1217
2022-06-04,44.1217
2022-06-05,44.1217
2022-06-06,44.1434
2022-06-07,44.744
2022-06-08,43.1117
2022-06-09,41.389
2022-06-10,40.6033
2022-06-11,40.6033
2022-06-12,40.6033
2022-06-13,39.2649
2022-06-14,39.5629
2022-06-15,42.4036
2022-06-16,40.4551
2022-06-17,40.5447
2022-06-18,40.5447
2022-06-19,40.5447
2022-06-20,40.5447
2022-06-21,40.389
2022-06-22,39.307
2022-06-23,39.6823
2022-06-24,41.9278
2022-06-25,41.9278
2022-06-26,41.9278
2022-06-27,41.7465
2022-06-28,40.4654
2022-06-29,39.6407
2022-06-30,39.0656
2022-07-01,40.0786
2022-07-02,40.0786
2022-07-03,40.0786
2022-07-04,40.0786
2022-07-05,41.2886
2022-07-06,40.0899
2022-07-07,42.2163
2022-07-08,42.1567
2022-07-09,42.1567
2022-07-10,42.1567
2022-07-11,40.7438
2022-07-12,41.659
2022-07-13,42.8357
2022-07-14,41.6388
2022-07-15,41.855
2022-07-16,41.855
2022-07-17,41.855
2022-07-18,42.0215
2022-07-19,44.3313
2022-07-20,44.1807
2022-07-21,43.8075
2022-07-22,43.3928
2022-07-23,43.3928
2022-07-24,43.3928
2022-07-25,44.5685
2022-07-26,41.7319
2022-07-27,44.2338
2022-07-28,48.6091
2022-07-29,51.1607
2022-07-30,51.1607
2022-07-31,51.1607
2022-08-01,50.9168
2022-08-02,48.7311
2022-08-03,50.8524
2022-08-04,49.9948
2022-08-05,51.6635
2022-08-06,51.6635
2022-08-07,51.6635
2022-08-08,52.4114
2022-08-09,51.4398
2022-08-10,52.1245
2022-08-11,52.3037
2022-08-12,52.8884
2022-08-13,52.8884
2022-08-14,52.8884
2022-08-15,52.9923
2022-08-16,54.2185
2022-08-17,50.6887
2022-08-18,50.3031
2022-08-19,47.2972
2022-08-20,47.2972
2022-08-21,47.2972
2022-08-22,45.6205
2022-08-23,48.3116
2022-08-24,49.7686
2022-08-25,51.8419
2022-08-26,49.284
2022-08-27,49.284
2022-08-28,49.284
2022-08-29,49.2453
2022-08-30,47.3365
2022-08-31,46.7583
2022-09-01,46.2613
2022-09-02,45.2148
2022-09-03,45.2148
2022-09-04,45.2148
2022-09-05,45.2148
2022-09-06,43.4062
2022-09-07,44.3018
2022-09-08,44.1545
2022-09-09,47.8636
2022-09-10,47.8636
2022-09-11,47.8636
2022-09-12,50.1306
2022-09-13,47.157
2022-09-14,47.696
2022-09-15,46.2215
2022-09-16,42.5006
2022-09-17,42.5006
2022-09-18,42.5006
2022-09-19,44.6978
2022-09-20,43.6504
2022-09-21,43.7518
2022-09-22,40.9588
2022-09-23,40.7928
2022-09-24,40.7928
2022-09-25,40.7928
2022-09-26,41.0118
2022-09-27,43.4049
2022-09-28,46.7429
2022-09-29,43.5313
2022-09-30,45.0715
2022-10-01,45.0715
2022-10-02,45.0715
2022-10-03,47.9058
2022-10-04,50.7102
2022-10-05,52.2763
2022-10-06,53.3807
2022-10-07,52.6586
2022-10-08,52.6586
2022-10-09,52.6586
2022-10-10,53.1211
2022-10-11,54.5806
2022-10-12,54.478
2022-10-13,54.1193
2022-10-14,49.6321
2022-10-15,49.6321
2022-10-16,49.6321
2022-10-17,53.5984
2022-10-18,54.5232
2022-10-19,53.0762
2022-10-20,53.1653
2022-10-21,55.5026
2022-10-22,55.5026
2022-10-23,55.5026
2022-10-24,62.4259
2022-10-25,64.2397
2022-10-26,64.8728
2022-10-27,66.0904
2022-10-28,66.4317
2022-10-29,66.4317
2022-10-30,66.4317
2022-10-31,64.1238
2022-11-01,59.195
2022-11-02,58.8019
2022-11-03,60.9194
2022-11-04,61.3299
2022-11-05,61.3299
2022-11-06,61.3299
2022-11-07,62.8983
2022-11-08,61.1118
2022-11-09,57.821
2022-11-10,59.2153
2022-11-11,58.8101
2022-11-12,58.8101
2022-11-13,58.8101
2022-11-14,60.1346
2022-11-15,60.5125
2022-11-16,60.2379
2022-11-17,57.2324
2022-11-18,56.93
2022-11-19,56.93
2022-11-20,56.93
2022-11-21,56.6921
2022-11-22,56.8541
2022-11-23,55.9942
2022-11-24,55.9942
2022-11-25,56.2995
2022-11-26,56.2995
2022-11-27,56.2995
2022-11-28,54.9708
2022-11-29,56.3056
2022-11-30,55.8367
2022-12-01,54.1002
2022-12-02,53.6575
2022-12-03,53.6575
2022-12-04,53.6575
2022-12-05,47.2047
2022-12-06,46.5431
2022-12-07,45.4009
2022-12-08,44.3246
2022-12-09,43.3951
2022-12-10,43.3951
2022-12-11,43.3951
2022-12-12,45.274
2022-12-13,45.7719
2022-12-14,46.52
2022-12-15,44.6382
2022-12-16,42.3753
2022-12-17,42.3753
2022-12-18,42.3753
2022-12-19,41.0693
2022-12-20,40.9194
2022-12-21,39.8142
2022-12-22,36.951
2022-12-23,39.1746
2022-12-24,39.1746
2022-12-25,39.1746
2022-12-26,39.1746
2022-12-27,37.9571
2022-12-28,38.6797
2022-12-29,40.4235
2022-12-30,40.9019
2022-12-31,40.9019
2023-01-01,40.9019
2023-01-02,40.9019
2023-01-03,41.2274
2023-01-04,42.9746
2023-01-05,42.8819
2023-01-06,42.1089
2023-01-07,42.1089
2023-01-08,42.1089
2023-01-09,42.7536
2023-01-10,44.3481
2023-01-11,48.3611
2023-01-12,50.9604
2023-01-13,51.4972
2023-01-14,51.4972
2023-01-15,51.4972
2023-01-16,51.4972
2023-01-17,52.7423
2023-01-18,51.9667
2023-01-19,50.0017
2023-01-20,51.6906
2023-01-21,51.6906
2023-01-22,51.6906
2023-01-23,52.4907
2023-01-24,50.1985
2023-01-25,50.7174
2023-01-26,50.5358
2023-01-27,52.981
2023-01-28,52.981
2023-01-29,52.981
2023-01-30,50.967
2023-01-31,54.2971
2023-02-01,57.5568
2023-02-02,61.0305
2023-02-03,58.1093
2023-02-04,58.1093
2023-02-05,58.1093
2023-02-06,56.9487
2023-02-07,61.1231
2023-02-08,61.2946
2023-02-09,58.2677
2023-02-10,56.0579
2023-02-11,56.0579
2023-02-12,56.0579
2023-02-13,57.5945
2023-02-14,63.1147
2023-02-15,63.6541
2023-02-16,63.7832
2023-02-17,61.4307
2023-02-18,61.4307
2023-02-19,61.4307
2023-02-20,61.4307
2023-02-21,56.1735
2023-02-22,55.6336
2023-02-23,54.5551
2023-02-24,53.9442
2023-02-25,53.9442
2023-02-26,53.9442
2023-02-27,54.7523
2023-02-28,54.25
2023-03-01,53.7936
2023-03-02,55.3342
2023-03-03,57.5196
2023-03-04,57.5196
2023-03-05,57.5196
2023-03-06,55.7275
2023-03-07,54.3557
2023-03-08,54.1231
2023-03-09,49.8146
2023-03-10,45.0017
2023-03-11,45.0017
2023-03-12,45.0017
2023-03-13,44.1274
2023-03-14,43.4281
2023-03-15,43.8915
2023-03-16,42.6868
2023-03-17,40.3548
2023-03-18,40.3548
2023-03-19,40.3548
2023-03-20,40.9807
