,TRS US Equity
2020-06-26,47.9349
2020-06-27,47.9349
2020-06-28,47.9349
2020-06-29,51.084
2020-06-30,51.4637
2020-07-01,49.9735
2020-07-02,50.4586
2020-07-03,50.4586
2020-07-04,50.4586
2020-07-05,50.4586
2020-07-06,51.629
2020-07-07,50.019
2020-07-08,49.5455
2020-07-09,47.9886
2020-07-10,49.476
2020-07-11,49.476
2020-07-12,49.476
2020-07-13,50.0912
2020-07-14,52.3997
2020-07-15,53.2138
2020-07-16,53.1131
2020-07-17,52.3616
2020-07-18,52.3616
2020-07-19,52.3616
2020-07-20,50.7738
2020-07-21,51.9758
2020-07-22,51.9233
2020-07-23,53.9431
2020-07-24,52.7424
2020-07-25,52.7424
2020-07-26,52.7424
2020-07-27,53.648
2020-07-28,53.5721
2020-07-29,54.2085
2020-07-30,51.3354
2020-07-31,48.6671
2020-08-01,48.6671
2020-08-02,48.6671
2020-08-03,50.0634
2020-08-04,49.4921
2020-08-05,50.0449
2020-08-06,51.2233
2020-08-07,54.6149
2020-08-08,54.6149
2020-08-09,54.6149
2020-08-10,57.3096
2020-08-11,58.7815
2020-08-12,57.7921
2020-08-13,55.691
2020-08-14,56.4779
2020-08-15,56.4779
2020-08-16,56.4779
2020-08-17,55.6598
2020-08-18,53.075
2020-08-19,53.1096
2020-08-20,52.5476
2020-08-21,52.8059
2020-08-22,52.8059
2020-08-23,52.8059
2020-08-24,55.4916
2020-08-25,55.8726
2020-08-26,54.6409
2020-08-27,55.1523
2020-08-28,55.2269
2020-08-29,55.2269
2020-08-30,55.2269
2020-08-31,53.0367
2020-09-01,54.8504
2020-09-02,56.0824
2020-09-03,52.7015
2020-09-04,52.5704
2020-09-05,52.5704
2020-09-06,52.5704
2020-09-07,52.5704
2020-09-08,50.0373
2020-09-09,49.5765
2020-09-10,46.4399
2020-09-11,45.2625
2020-09-12,45.2625
2020-09-13,45.2625
2020-09-14,44.996
2020-09-15,44.8399
2020-09-16,46.7504
2020-09-17,46.5835
2020-09-18,46.6328
2020-09-19,46.6328
2020-09-20,46.6328
2020-09-21,42.6447
2020-09-22,44.4985
2020-09-23,43.2479
2020-09-24,42.8199
2020-09-25,43.2949
2020-09-26,43.2949
2020-09-27,43.2949
2020-09-28,44.9759
2020-09-29,43.4357
2020-09-30,43.5977
2020-10-01,44.9568
2020-10-02,47.1692
2020-10-03,47.1692
2020-10-04,47.1692
2020-10-05,48.5445
2020-10-06,47.5486
2020-10-07,50.3107
2020-10-08,52.2952
2020-10-09,53.3507
2020-10-10,53.3507
2020-10-11,53.3507
2020-10-12,54.3501
2020-10-13,50.9137
2020-10-14,50.4703
2020-10-15,52.3314
2020-10-16,54.5942
2020-10-17,54.5942
2020-10-18,54.5942
2020-10-19,54.8602
2020-10-20,53.9877
2020-10-21,54.1292
2020-10-22,54.9415
2020-10-23,56.5791
2020-10-24,56.5791
2020-10-25,56.5791
2020-10-26,53.3686
2020-10-27,48.0318
2020-10-28,46.6656
2020-10-29,48.0912
2020-10-30,50.2528
2020-10-31,50.2528
2020-11-01,50.2528
2020-11-02,53.6981
2020-11-03,57.7233
2020-11-04,55.4521
2020-11-05,56.4162
2020-11-06,51.779
2020-11-07,51.779
2020-11-08,51.779
2020-11-09,60.9716
2020-11-10,63.6621
2020-11-11,59.8071
2020-11-12,55.9656
2020-11-13,57.2882
2020-11-14,57.2882
2020-11-15,57.2882
2020-11-16,59.3911
2020-11-17,60.0773
2020-11-18,59.0076
2020-11-19,57.1284
2020-11-20,54.3699
2020-11-21,54.3699
2020-11-22,54.3699
2020-11-23,55.8589
2020-11-24,58.575
2020-11-25,58.2812
2020-11-26,58.2812
2020-11-27,56.4502
2020-11-28,56.4502
2020-11-29,56.4502
2020-11-30,53.1672
2020-12-01,55.4792
2020-12-02,55.6174
2020-12-03,57.025
2020-12-04,60.6919
2020-12-05,60.6919
2020-12-06,60.6919
2020-12-07,61.466
2020-12-08,62.4624
2020-12-09,63.8565
2020-12-10,64.2989
2020-12-11,63.9346
2020-12-12,63.9346
2020-12-13,63.9346
2020-12-14,61.6074
2020-12-15,62.5317
2020-12-16,60.6244
2020-12-17,60.8304
2020-12-18,61.8624
2020-12-19,61.8624
2020-12-20,61.8624
2020-12-21,59.2774
2020-12-22,62.1413
2020-12-23,62.5548
2020-12-24,63.8521
2020-12-25,63.8521
2020-12-26,63.8521
2020-12-27,63.8521
2020-12-28,64.4885
2020-12-29,64.2717
2020-12-30,61.7385
2020-12-31,61.7385
2021-01-01,61.7385
2021-01-02,61.7385
2021-01-03,61.7385
2021-01-04,59.1182
2021-01-05,59.6892
2021-01-06,63.5824
2021-01-07,65.0455
2021-01-08,61.7743
2021-01-09,61.7743
2021-01-10,61.7743
2021-01-11,63.1689
2021-01-12,65.4482
2021-01-13,64.4223
2021-01-14,65.0569
2021-01-15,63.7544
2021-01-16,63.7544
2021-01-17,63.7544
2021-01-18,63.7544
2021-01-19,63.0384
2021-01-20,62.9094
2021-01-21,62.5564
2021-01-22,64.2183
2021-01-23,64.2183
2021-01-24,64.2183
2021-01-25,57.3841
2021-01-26,57.9144
2021-01-27,52.9953
2021-01-28,55.5335
2021-01-29,53.4534
2021-01-30,53.4534
2021-01-31,53.4534
2021-02-01,55.1357
2021-02-02,56.5963
2021-02-03,56.5258
2021-02-04,57.3502
2021-02-05,58.3046
2021-02-06,58.3046
2021-02-07,58.3046
2021-02-08,59.4053
2021-02-09,58.1276
2021-02-10,57.8157
2021-02-11,58.5349
2021-02-12,60.8545
2021-02-13,60.8545
2021-02-14,60.8545
2021-02-15,60.8545
2021-02-16,61.2285
2021-02-17,62.2413
2021-02-18,61.6278
2021-02-19,63.6406
2021-02-20,63.6406
2021-02-21,63.6406
2021-02-22,62.9885
2021-02-23,64.1038
2021-02-24,63.2227
2021-02-25,58.4141
2021-02-26,54.3335
2021-02-27,54.3335
2021-02-28,54.3335
2021-03-01,54.7693
2021-03-02,48.5396
2021-03-03,49.1315
2021-03-04,47.8657
2021-03-05,49.8055
2021-03-06,49.8055
2021-03-07,49.8055
2021-03-08,51.3238
2021-03-09,51.2555
2021-03-10,52.4333
2021-03-11,52.6634
2021-03-12,52.8655
2021-03-13,52.8655
2021-03-14,52.8655
2021-03-15,50.2392
2021-03-16,49.0325
2021-03-17,50.0187
2021-03-18,49.9447
2021-03-19,49.2656
2021-03-20,49.2656
2021-03-21,49.2656
2021-03-22,46.2649
2021-03-23,43.1528
2021-03-24,42.7767
2021-03-25,44.6879
2021-03-26,45.5871
2021-03-27,45.5871
2021-03-28,45.5871
2021-03-29,43.1778
2021-03-30,45.1099
2021-03-31,43.7035
2021-04-01,44.7397
2021-04-02,44.7397
2021-04-03,44.7397
2021-04-04,44.7397
2021-04-05,46.4132
2021-04-06,47.0204
2021-04-07,45.0489
2021-04-08,45.3452
2021-04-09,46.1604
2021-04-10,46.1604
2021-04-11,46.1604
2021-04-12,47.3992
2021-04-13,44.6852
2021-04-14,47.2201
2021-04-15,47.4277
2021-04-16,48.27
2021-04-17,48.27
2021-04-18,48.27
2021-04-19,47.0801
2021-04-20,45.5748
2021-04-21,47.1674
2021-04-22,46.6186
2021-04-23,49.1956
2021-04-24,49.1956
2021-04-25,49.1956
2021-04-26,48.5788
2021-04-27,48.6676
2021-04-28,49.7885
2021-04-29,55.391
2021-04-30,51.1048
2021-05-01,51.1048
2021-05-02,51.1048
2021-05-03,53.779
2021-05-04,53.7374
2021-05-05,53.0573
2021-05-06,56.7715
2021-05-07,57.139
2021-05-08,57.139
2021-05-09,57.139
2021-05-10,55.0272
2021-05-11,52.7176
2021-05-12,49.366
2021-05-13,53.3607
2021-05-14,54.6174
2021-05-15,54.6174
2021-05-16,54.6174
2021-05-17,55.785
2021-05-18,52.4867
2021-05-19,51.0898
2021-05-20,51.5113
2021-05-21,52.7405
2021-05-22,52.7405
2021-05-23,52.7405
2021-05-24,51.847
2021-05-25,49.4005
2021-05-26,49.5897
2021-05-27,51.9336
2021-05-28,51.3456
2021-05-29,51.3456
2021-05-30,51.3456
2021-05-31,51.3456
2021-06-01,54.0712
2021-06-02,52.0471
2021-06-03,52.1198
2021-06-04,51.3943
2021-06-05,51.3943
2021-06-06,51.3943
2021-06-07,51.1081
2021-06-08,51.7043
2021-06-09,49.8998
2021-06-10,47.5065
2021-06-11,49.2279
2021-06-12,49.2279
2021-06-13,49.2279
2021-06-14,47.9581
2021-06-15,50.1209
2021-06-16,50.5299
2021-06-17,47.3188
2021-06-18,44.1278
2021-06-19,44.1278
2021-06-20,44.1278
2021-06-21,44.8276
2021-06-22,43.2177
2021-06-23,43.4461
2021-06-24,45.3998
2021-06-25,43.4498
2021-06-26,43.4498
2021-06-27,43.4498
2021-06-28,42.6772
2021-06-29,42.606
2021-06-30,44.2429
2021-07-01,44.0898
2021-07-02,41.5967
2021-07-03,41.5967
2021-07-04,41.5967
2021-07-05,41.5967
2021-07-06,39.5261
2021-07-07,39.6814
2021-07-08,38.2258
2021-07-09,44.1411
2021-07-10,44.1411
2021-07-11,44.1411
2021-07-12,46.6934
2021-07-13,46.1667
2021-07-14,44.7131
2021-07-15,43.198
2021-07-16,41.2362
2021-07-17,41.2362
2021-07-18,41.2362
2021-07-19,38.6256
2021-07-20,44.7979
2021-07-21,48.3663
2021-07-22,49.9498
2021-07-23,51.8922
2021-07-24,51.8922
2021-07-25,51.8922
2021-07-26,55.5859
2021-07-27,55.0581
2021-07-28,57.4183
2021-07-29,58.3632
2021-07-30,55.2502
2021-07-31,55.2502
2021-08-01,55.2502
2021-08-02,53.1154
2021-08-03,50.9743
2021-08-04,49.3158
2021-08-05,50.806
2021-08-06,51.6555
2021-08-07,51.6555
2021-08-08,51.6555
2021-08-09,48.8051
2021-08-10,53.4619
2021-08-11,52.861
2021-08-12,52.3203
2021-08-13,51.9765
2021-08-14,51.9765
2021-08-15,51.9765
2021-08-16,51.1422
2021-08-17,50.2726
2021-08-18,49.3354
2021-08-19,48.9855
2021-08-20,49.614
2021-08-21,49.614
2021-08-22,49.614
2021-08-23,49.3918
2021-08-24,50.5746
2021-08-25,50.6516
2021-08-26,50.9283
2021-08-27,53.0301
2021-08-28,53.0301
2021-08-29,53.0301
2021-08-30,53.9743
2021-08-31,52.8748
2021-09-01,53.4244
2021-09-02,52.2977
2021-09-03,51.4888
2021-09-04,51.4888
2021-09-05,51.4888
2021-09-06,51.4888
2021-09-07,47.5966
2021-09-08,47.5158
2021-09-09,46.0211
2021-09-10,42.4035
2021-09-11,42.4035
2021-09-12,42.4035
2021-09-13,44.7206
2021-09-14,43.1407
2021-09-15,44.9691
2021-09-16,44.2334
2021-09-17,44.7477
2021-09-18,44.7477
2021-09-19,44.7477
2021-09-20,41.9463
2021-09-21,40.4165
2021-09-22,42.115
2021-09-23,46.4884
2021-09-24,46.2647
2021-09-25,46.2647
2021-09-26,46.2647
2021-09-27,50.2282
2021-09-28,49.5975
2021-09-29,52.1978
2021-09-30,55.5278
2021-10-01,55.8662
2021-10-02,55.8662
2021-10-03,55.8662
2021-10-04,53.8733
2021-10-05,56.4707
2021-10-06,54.1865
2021-10-07,56.784
2021-10-08,56.5321
2021-10-09,56.5321
2021-10-10,56.5321
2021-10-11,54.6517
2021-10-12,55.6687
2021-10-13,51.1586
2021-10-14,51.2661
2021-10-15,50.3491
2021-10-16,50.3491
2021-10-17,50.3491
2021-10-18,55.2484
2021-10-19,55.8201
2021-10-20,57.1721
2021-10-21,59.5262
2021-10-22,60.2696
2021-10-23,60.2696
2021-10-24,60.2696
2021-10-25,60.2256
2021-10-26,61.0208
2021-10-27,54.8453
2021-10-28,52.3831
2021-10-29,54.6489
2021-10-30,54.6489
2021-10-31,54.6489
2021-11-01,55.3911
2021-11-02,56.8244
2021-11-03,59.7823
2021-11-04,61.3874
2021-11-05,64.3548
2021-11-06,64.3548
2021-11-07,64.3548
2021-11-08,63.8595
2021-11-09,64.3795
2021-11-10,64.7137
2021-11-11,66.7209
2021-11-12,67.7038
2021-11-13,67.7038
2021-11-14,67.7038
2021-11-15,64.5481
2021-11-16,64.5955
2021-11-17,62.4357
2021-11-18,57.7605
2021-11-19,55.9815
2021-11-20,55.9815
2021-11-21,55.9815
2021-11-22,56.9251
2021-11-23,57.8318
2021-11-24,57.2089
2021-11-25,57.2089
2021-11-26,53.8701
2021-11-27,53.8701
2021-11-28,53.8701
2021-11-29,50.966
2021-11-30,47.0605
2021-12-01,43.7324
2021-12-02,47.4188
2021-12-03,47.363
2021-12-04,47.363
2021-12-05,47.363
2021-12-06,50.7238
2021-12-07,51.6365
2021-12-08,52.0386
2021-12-09,50.6691
2021-12-10,52.2926
2021-12-11,52.2926
2021-12-12,52.2926
2021-12-13,48.537
2021-12-14,47.6033
2021-12-15,48.4122
2021-12-16,49.2843
2021-12-17,50.0026
2021-12-18,50.0026
2021-12-19,50.0026
2021-12-20,47.0928
2021-12-21,50.7315
2021-12-22,52.1338
2021-12-23,52.4764
2021-12-24,52.4764
2021-12-25,52.4764
2021-12-26,52.4764
2021-12-27,54.6858
2021-12-28,55.5516
2021-12-29,56.9607
2021-12-30,57.2779
2021-12-31,58.5423
2022-01-01,58.5423
2022-01-02,58.5423
2022-01-03,58.0609
2022-01-04,57.4592
2022-01-05,55.8139
2022-01-06,55.7014
2022-01-07,53.9395
2022-01-08,53.9395
2022-01-09,53.9395
2022-01-10,53.382
2022-01-11,54.9863
2022-01-12,52.2341
2022-01-13,52.8608
2022-01-14,52.1162
2022-01-15,52.1162
2022-01-16,52.1162
2022-01-17,52.1162
2022-01-18,51.9648
2022-01-19,50.7445
2022-01-20,48.6044
2022-01-21,46.9107
2022-01-22,46.9107
2022-01-23,46.9107
2022-01-24,49.813
2022-01-25,48.6342
2022-01-26,48.3117
2022-01-27,47.9825
2022-01-28,48.7056
2022-01-29,48.7056
2022-01-30,48.7056
2022-01-31,50.1784
2022-02-01,51.0044
2022-02-02,47.9131
2022-02-03,45.77
2022-02-04,44.0429
2022-02-05,44.0429
2022-02-06,44.0429
2022-02-07,43.4325
2022-02-08,47.5668
2022-02-09,45.4827
2022-02-10,43.6367
2022-02-11,42.3662
2022-02-12,42.3662
2022-02-13,42.3662
2022-02-14,41.7067
2022-02-15,43.8178
2022-02-16,43.4523
2022-02-17,43.5409
2022-02-18,44.2633
2022-02-19,44.2633
2022-02-20,44.2633
2022-02-21,44.2633
2022-02-22,42.6406
2022-02-23,41.2792
2022-02-24,41.4243
2022-02-25,46.0233
2022-02-26,46.0233
2022-02-27,46.0233
2022-02-28,44.7511
2022-03-01,38.9861
2022-03-02,44.316
2022-03-03,47.3571
2022-03-04,45.6481
2022-03-05,45.6481
2022-03-06,45.6481
2022-03-07,44.6184
2022-03-08,41.5395
2022-03-09,45.6693
2022-03-10,45.2666
2022-03-11,43.0239
2022-03-12,43.0239
2022-03-13,43.0239
2022-03-14,44.1685
2022-03-15,46.2625
2022-03-16,47.4517
2022-03-17,49.2125
2022-03-18,50.1898
2022-03-19,50.1898
2022-03-20,50.1898
2022-03-21,50.0901
2022-03-22,48.6244
2022-03-23,46.7278
2022-03-24,47.2687
2022-03-25,48.1046
2022-03-26,48.1046
2022-03-27,48.1046
2022-03-28,46.0682
2022-03-29,48.9186
2022-03-30,46.9682
2022-03-31,47.2222
2022-04-01,48.3909
2022-04-02,48.3909
2022-04-03,48.3909
2022-04-04,47.6071
2022-04-05,45.3598
2022-04-06,44.5284
2022-04-07,43.482
2022-04-08,43.0381
2022-04-09,43.0381
2022-04-10,43.0381
2022-04-11,42.9733
2022-04-12,44.1056
2022-04-13,46.1066
2022-04-14,45.4972
2022-04-15,45.4972
2022-04-16,45.4972
2022-04-17,45.4972
2022-04-18,46.6137
2022-04-19,51.7996
2022-04-20,51.486
2022-04-21,50.0749
2022-04-22,46.3853
2022-04-23,46.3853
2022-04-24,46.3853
2022-04-25,46.1415
2022-04-26,42.238
2022-04-27,43.6067
2022-04-28,45.3127
2022-04-29,41.06
2022-04-30,41.06
2022-05-01,41.06
2022-05-02,38.9128
2022-05-03,39.7381
2022-05-04,39.6826
2022-05-05,36.6858
2022-05-06,37.2928
2022-05-07,37.2928
2022-05-08,37.2928
2022-05-09,36.9525
2022-05-10,35.4839
2022-05-11,35.4584
2022-05-12,37.4181
2022-05-13,40.6158
2022-05-14,40.6158
2022-05-15,40.6158
2022-05-16,40.4673
2022-05-17,42.3433
2022-05-18,39.1388
2022-05-19,37.5074
2022-05-20,37.0022
2022-05-21,37.0022
2022-05-22,37.0022
2022-05-23,38.9282
2022-05-24,40.5461
2022-05-25,41.1563
2022-05-26,43.6765
2022-05-27,45.3588
2022-05-28,45.3588
2022-05-29,45.3588
2022-05-30,45.3588
2022-05-31,43.3965
2022-06-01,45.7437
2022-06-02,46.9598
2022-06-03,46.7849
2022-06-04,46.7849
2022-06-05,46.7849
2022-06-06,47.9485
2022-06-07,49.7136
2022-06-08,46.5561
2022-06-09,46.8371
2022-06-10,44.651
2022-06-11,44.651
2022-06-12,44.651
2022-06-13,40.2129
2022-06-14,39.0963
2022-06-15,39.3142
2022-06-16,36.782
2022-06-17,37.719
2022-06-18,37.719
2022-06-19,37.719
2022-06-20,37.719
2022-06-21,39.7855
2022-06-22,38.5196
2022-06-23,40.8973
2022-06-24,43.4477
2022-06-25,43.4477
2022-06-26,43.4477
2022-06-27,43.7313
2022-06-28,43.5699
2022-06-29,44.8752
2022-06-30,46.3252
2022-07-01,47.3888
2022-07-02,47.3888
2022-07-03,47.3888
2022-07-04,47.3888
2022-07-05,43.7978
2022-07-06,42.8293
2022-07-07,44.398
2022-07-08,43.694
2022-07-09,43.694
2022-07-10,43.694
2022-07-11,43.2548
2022-07-12,43.3002
2022-07-13,41.9141
2022-07-14,40.8653
2022-07-15,43.3714
2022-07-16,43.3714
2022-07-17,43.3714
2022-07-18,42.3212
2022-07-19,45.8905
2022-07-20,46.2823
2022-07-21,48.1381
2022-07-22,49.1524
2022-07-23,49.1524
2022-07-24,49.1524
2022-07-25,49.1524
2022-07-26,49.6791
2022-07-27,51.7882
2022-07-28,54.4104
2022-07-29,56.7325
2022-07-30,56.7325
2022-07-31,56.7325
2022-08-01,57.9476
2022-08-02,53.2184
2022-08-03,53.819
2022-08-04,52.3417
2022-08-05,51.524
2022-08-06,51.524
2022-08-07,51.524
2022-08-08,51.4803
2022-08-09,51.3899
2022-08-10,52.4686
2022-08-11,53.7842
2022-08-12,55.941
2022-08-13,55.941
2022-08-14,55.941
2022-08-15,56.7293
2022-08-16,57.9361
2022-08-17,57.5079
2022-08-18,58.6538
2022-08-19,56.9022
2022-08-20,56.9022
2022-08-21,56.9022
2022-08-22,54.4325
2022-08-23,54.7352
2022-08-24,53.6295
2022-08-25,53.206
2022-08-26,47.7014
2022-08-27,47.7014
2022-08-28,47.7014
2022-08-29,46.2981
2022-08-30,44.9308
2022-08-31,45.0881
2022-09-01,42.4148
2022-09-02,42.1321
2022-09-03,42.1321
2022-09-04,42.1321
2022-09-05,42.1321
2022-09-06,40.6509
2022-09-07,43.5897
2022-09-08,42.2028
2022-09-09,45.7724
2022-09-10,45.7724
2022-09-11,45.7724
2022-09-12,47.259
2022-09-13,43.2896
2022-09-14,41.5764
2022-09-15,40.778
2022-09-16,42.0854
2022-09-17,42.0854
2022-09-18,42.0854
2022-09-19,44.808
2022-09-20,43.8214
2022-09-21,43.8214
2022-09-22,42.4995
2022-09-23,40.8018
2022-09-24,40.8018
2022-09-25,40.8018
2022-09-26,39.1121
2022-09-27,37.6398
2022-09-28,42.344
2022-09-29,39.1821
2022-09-30,40.4459
2022-10-01,40.4459
2022-10-02,40.4459
2022-10-03,44.7678
2022-10-04,49.0934
2022-10-05,49.2133
2022-10-06,47.5533
2022-10-07,44.7227
2022-10-08,44.7227
2022-10-09,44.7227
2022-10-10,46.3738
2022-10-11,47.3335
2022-10-12,45.4319
2022-10-13,48.6727
2022-10-14,48.2227
2022-10-15,48.2227
2022-10-16,48.2227
2022-10-17,50.6984
2022-10-18,52.8812
2022-10-19,52.7175
2022-10-20,50.4169
2022-10-21,53.8525
2022-10-22,53.8525
2022-10-23,53.8525
2022-10-24,54.0975
2022-10-25,55.1188
2022-10-26,55.4371
2022-10-27,37.086
2022-10-28,40.0617
2022-10-29,40.0617
2022-10-30,40.0617
2022-10-31,38.852
2022-11-01,44.2902
2022-11-02,42.35
2022-11-03,43.0032
2022-11-04,45.7213
2022-11-05,45.7213
2022-11-06,45.7213
2022-11-07,47.2441
2022-11-08,46.7507
2022-11-09,47.6833
2022-11-10,50.5348
2022-11-11,50.3995
2022-11-12,50.3995
2022-11-13,50.3995
2022-11-14,50.0391
2022-11-15,50.3218
2022-11-16,49.6533
2022-11-17,50.3065
2022-11-18,50.4877
2022-11-19,50.4877
2022-11-20,50.4877
2022-11-21,51.6134
2022-11-22,52.5781
2022-11-23,52.0746
2022-11-24,52.0746
2022-11-25,52.4202
2022-11-26,52.4202
2022-11-27,52.4202
2022-11-28,50.1419
2022-11-29,51.3817
2022-11-30,52.7879
2022-12-01,53.1068
2022-12-02,54.8726
2022-12-03,54.8726
2022-12-04,54.8726
2022-12-05,54.8344
2022-12-06,55.8193
2022-12-07,54.9005
2022-12-08,53.5911
2022-12-09,52.2246
2022-12-10,52.2246
2022-12-11,52.2246
2022-12-12,52.934
2022-12-13,53.2928
2022-12-14,52.0212
2022-12-15,49.2376
2022-12-16,50.7728
2022-12-17,50.7728
2022-12-18,50.7728
2022-12-19,49.3823
2022-12-20,50.9644
2022-12-21,52.0608
2022-12-22,51.2434
2022-12-23,53.2554
2022-12-24,53.2554
2022-12-25,53.2554
2022-12-26,53.2554
2022-12-27,53.8134
2022-12-28,51.9322
2022-12-29,53.2763
2022-12-30,52.9698
2022-12-31,52.9698
2023-01-01,52.9698
2023-01-02,52.9698
2023-01-03,53.9868
2023-01-04,54.2231
2023-01-05,54.7836
2023-01-06,56.3629
2023-01-07,56.3629
2023-01-08,56.3629
2023-01-09,56.1095
2023-01-10,58.1717
2023-01-11,58.851
2023-01-12,61.2386
2023-01-13,62.632
2023-01-14,62.632
2023-01-15,62.632
2023-01-16,62.632
2023-01-17,61.4613
2023-01-18,58.5502
2023-01-19,58.3912
2023-01-20,58.8915
2023-01-21,58.8915
2023-01-22,58.8915
2023-01-23,58.4997
2023-01-24,56.4464
2023-01-25,57.2848
2023-01-26,58.5236
2023-01-27,58.4652
2023-01-28,58.4652
2023-01-29,58.4652
2023-01-30,60.1142
2023-01-31,62.6456
2023-02-01,64.4492
2023-02-02,65.1656
2023-02-03,63.9592
2023-02-04,63.9592
2023-02-05,63.9592
2023-02-06,61.4209
2023-02-07,61.5365
2023-02-08,59.6275
2023-02-09,56.693
2023-02-10,56.5778
2023-02-11,56.5778
2023-02-12,56.5778
2023-02-13,58.3299
2023-02-14,58.5462
2023-02-15,60.8582
2023-02-16,60.289
2023-02-17,60.6695
2023-02-18,60.6695
2023-02-19,60.6695
2023-02-20,60.6695
2023-02-21,56.0401
2023-02-22,55.6884
2023-02-23,51.4059
2023-02-24,50.7246
2023-02-25,50.7246
2023-02-26,50.7246
2023-02-27,51.9904
2023-02-28,53.665
2023-03-01,55.3266
2023-03-02,53.8984
2023-03-03,54.9098
2023-03-04,54.9098
2023-03-05,54.9098
2023-03-06,51.0479
2023-03-07,50.5228
2023-03-08,51.7049
2023-03-09,50.038
2023-03-10,48.1724
2023-03-11,48.1724
2023-03-12,48.1724
2023-03-13,45.8163
2023-03-14,50.1271
2023-03-15,42.6379
2023-03-16,43.6824
2023-03-17,40.1858
