,MLKN US Equity
2021-07-08,49.2911
2021-07-09,49.8603
2021-07-10,49.8603
2021-07-11,49.8603
2021-07-12,51.7678
2021-07-13,49.9638
2021-07-14,48.0747
2021-07-15,47.9542
2021-07-16,45.3514
2021-07-17,45.3514
2021-07-18,45.3514
2021-07-19,46.1319
2021-07-20,47.6029
2021-07-21,49.0608
2021-07-22,47.7576
2021-07-23,48.7606
2021-07-24,48.7606
2021-07-25,48.7606
2021-07-26,48.9555
2021-07-27,49.2551
2021-07-28,47.9168
2021-07-29,48.275
2021-07-30,45.7115
2021-07-31,45.7115
2021-08-01,45.7115
2021-08-02,48.2974
2021-08-03,48.2
2021-08-04,44.1162
2021-08-05,46.6642
2021-08-06,46.3211
2021-08-07,46.3211
2021-08-08,46.3211
2021-08-09,45.2524
2021-08-10,46.5708
2021-08-11,47.0037
2021-08-12,47.4223
2021-08-13,47.058
2021-08-14,47.058
2021-08-15,47.058
2021-08-16,45.2981
2021-08-17,45.0604
2021-08-18,43.354
2021-08-19,42.5869
2021-08-20,44.4919
2021-08-21,44.4919
2021-08-22,44.4919
2021-08-23,46.1193
2021-08-24,48.2136
2021-08-25,49.4831
2021-08-26,47.1211
2021-08-27,49.0501
2021-08-28,49.0501
2021-08-29,49.0501
2021-08-30,46.9987
2021-08-31,45.9832
2021-09-01,46.3016
2021-09-02,46.7512
2021-09-03,47.3341
2021-09-04,47.3341
2021-09-05,47.3341
2021-09-06,47.3341
2021-09-07,45.7789
2021-09-08,43.0636
2021-09-09,41.8012
2021-09-10,41.9688
2021-09-11,41.9688
2021-09-12,41.9688
2021-09-13,43.9449
2021-09-14,43.4278
2021-09-15,46.5202
2021-09-16,47.9656
2021-09-17,46.2121
2021-09-18,46.2121
2021-09-19,46.2121
2021-09-20,43.3032
2021-09-21,41.8108
2021-09-22,44.6888
2021-09-23,45.285
2021-09-24,46.3258
2021-09-25,46.3258
2021-09-26,46.3258
2021-09-27,44.9976
2021-09-28,42.7369
2021-09-29,44.6978
2021-09-30,39.9311
2021-10-01,44.6246
2021-10-02,44.6246
2021-10-03,44.6246
2021-10-04,43.49
2021-10-05,41.5037
2021-10-06,40.3195
2021-10-07,41.5203
2021-10-08,41.0398
2021-10-09,41.0398
2021-10-10,41.0398
2021-10-11,40.4303
2021-10-12,40.7249
2021-10-13,40.4241
2021-10-14,42.3248
2021-10-15,43.381
2021-10-16,43.381
2021-10-17,43.381
2021-10-18,43.7906
2021-10-19,44.8903
2021-10-20,46.0103
2021-10-21,45.6359
2021-10-22,46.3973
2021-10-23,46.3973
2021-10-24,46.3973
2021-10-25,45.9779
2021-10-26,46.1556
2021-10-27,43.0312
2021-10-28,45.7329
2021-10-29,46.5683
2021-10-30,46.5683
2021-10-31,46.5683
2021-11-01,46.918
2021-11-02,45.7812
2021-11-03,51.3515
2021-11-04,49.2925
2021-11-05,53.3803
2021-11-06,53.3803
2021-11-07,53.3803
2021-11-08,50.8173
2021-11-09,49.2901
2021-11-10,48.6895
2021-11-11,48.8699
2021-11-12,50.8131
2021-11-13,50.8131
2021-11-14,50.8131
2021-11-15,51.5153
2021-11-16,51.4069
2021-11-17,52.4174
2021-11-18,53.0646
2021-11-19,54.8438
2021-11-20,54.8438
2021-11-21,54.8438
2021-11-22,54.8438
2021-11-23,54.6853
2021-11-24,52.6845
2021-11-25,52.6845
2021-11-26,46.3592
2021-11-27,46.3592
2021-11-28,46.3592
2021-11-29,45.7364
2021-11-30,44.094
2021-12-01,42.311
2021-12-02,45.7731
2021-12-03,45.6998
2021-12-04,45.6998
2021-12-05,45.6998
2021-12-06,47.9166
2021-12-07,49.9481
2021-12-08,51.5081
2021-12-09,51.1448
2021-12-10,50.6331
2021-12-11,50.6331
2021-12-12,50.6331
2021-12-13,48.5402
2021-12-14,45.3352
2021-12-15,46.7719
2021-12-16,44.1275
2021-12-17,42.1203
2021-12-18,42.1203
2021-12-19,42.1203
2021-12-20,37.2941
2021-12-21,42.7866
2021-12-22,45.1207
2021-12-23,46.2549
2021-12-24,46.2549
2021-12-25,46.2549
2021-12-26,46.2549
2021-12-27,47.9248
2021-12-28,48.7837
2021-12-29,48.6224
2021-12-30,49.7038
2021-12-31,50.2211
2022-01-01,50.2211
2022-01-02,50.2211
2022-01-03,51.761
2022-01-04,50.156
2022-01-05,46.6634
2022-01-06,44.8607
2022-01-07,42.4407
2022-01-08,42.4407
2022-01-09,42.4407
2022-01-10,42.4003
2022-01-11,44.533
2022-01-12,43.9929
2022-01-13,45.7093
2022-01-14,46.9637
2022-01-15,46.9637
2022-01-16,46.9637
2022-01-17,46.9637
2022-01-18,46.0045
2022-01-19,45.9808
2022-01-20,45.9074
2022-01-21,45.2107
2022-01-22,45.2107
2022-01-23,45.2107
2022-01-24,49.9272
2022-01-25,47.8232
2022-01-26,47.8506
2022-01-27,45.9299
2022-01-28,49.9512
2022-01-29,49.9512
2022-01-30,49.9512
2022-01-31,51.0383
2022-02-01,51.3939
2022-02-02,49.6874
2022-02-03,47.74
2022-02-04,47.0869
2022-02-05,47.0869
2022-02-06,47.0869
2022-02-07,48.1039
2022-02-08,51.5551
2022-02-09,52.9844
2022-02-10,50.0373
2022-02-11,49.6994
2022-02-12,49.6994
2022-02-13,49.6994
2022-02-14,51.6484
2022-02-15,55.6756
2022-02-16,57.382
2022-02-17,55.5072
2022-02-18,55.3118
2022-02-19,55.3118
2022-02-20,55.3118
2022-02-21,55.3118
2022-02-22,51.4584
2022-02-23,49.4536
2022-02-24,50.0221
2022-02-25,51.2196
2022-02-26,51.2196
2022-02-27,51.2196
2022-02-28,51.2699
2022-03-01,47.3298
2022-03-02,51.7779
2022-03-03,51.6781
2022-03-04,48.9692
2022-03-05,48.9692
2022-03-06,48.9692
2022-03-07,45.2347
2022-03-08,42.404
2022-03-09,44.3197
2022-03-10,43.4926
2022-03-11,41.4904
2022-03-12,41.4904
2022-03-13,41.4904
2022-03-14,41.4716
2022-03-15,39.9177
2022-03-16,44.5287
2022-03-17,44.9461
2022-03-18,44.5989
2022-03-19,44.5989
2022-03-20,44.5989
2022-03-21,42.3873
2022-03-22,41.8268
2022-03-23,39.7454
2022-03-24,38.792
2022-03-25,39.1056
2022-03-26,39.1056
2022-03-27,39.1056
2022-03-28,37.6017
2022-03-29,42.2008
2022-03-30,46.3414
2022-03-31,46.1176
2022-04-01,45.8056
2022-04-02,45.8056
2022-04-03,45.8056
2022-04-04,44.9252
2022-04-05,42.2452
2022-04-06,41.6695
2022-04-07,41.5913
2022-04-08,41.6479
2022-04-09,41.6479
2022-04-10,41.6479
2022-04-11,41.6772
2022-04-12,41.3556
2022-04-13,44.178
2022-04-14,42.8966
2022-04-15,42.8966
2022-04-16,42.8966
2022-04-17,42.8966
2022-04-18,42.0553
2022-04-19,45.8701
2022-04-20,45.5178
2022-04-21,44.2066
2022-04-22,43.7642
2022-04-23,43.7642
2022-04-24,43.7642
2022-04-25,44.4902
2022-04-26,41.0205
2022-04-27,41.1455
2022-04-28,45.8618
2022-04-29,43.098
2022-04-30,43.098
2022-05-01,43.098
2022-05-02,42.116
2022-05-03,41.88
2022-05-04,47.1959
2022-05-05,43.6097
2022-05-06,40.8621
2022-05-07,40.8621
2022-05-08,40.8621
2022-05-09,39.5198
2022-05-10,39.4654
2022-05-11,37.3901
2022-05-12,39.2542
2022-05-13,41.1492
2022-05-14,41.1492
2022-05-15,41.1492
2022-05-16,39.5403
2022-05-17,42.0202
2022-05-18,39.2843
2022-05-19,40.8669
2022-05-20,41.2628
2022-05-21,41.2628
2022-05-22,41.2628
2022-05-23,39.9887
2022-05-24,39.4049
2022-05-25,41.8211
2022-05-26,45.0062
2022-05-27,47.5473
2022-05-28,47.5473
2022-05-29,47.5473
2022-05-30,47.5473
2022-05-31,46.5928
2022-06-01,47.6557
2022-06-02,49.4075
2022-06-03,48.6787
2022-06-04,48.6787
2022-06-05,48.6787
2022-06-06,51.2585
2022-06-07,50.4083
2022-06-08,49.373
2022-06-09,48.971
2022-06-10,45.1252
2022-06-11,45.1252
2022-06-12,45.1252
2022-06-13,41.6801
2022-06-14,40.9592
2022-06-15,41.6816
2022-06-16,38.5213
2022-06-17,40.1835
2022-06-18,40.1835
2022-06-19,40.1835
2022-06-20,40.1835
2022-06-21,40.9822
2022-06-22,41.1988
2022-06-23,43.9138
2022-06-24,45.8901
2022-06-25,45.8901
2022-06-26,45.8901
2022-06-27,46.8343
2022-06-28,45.4734
2022-06-29,44.6009
2022-06-30,41.1542
2022-07-01,41.5325
2022-07-02,41.5325
2022-07-03,41.5325
2022-07-04,41.5325
2022-07-05,43.6985
2022-07-06,43.5337
2022-07-07,44.4812
2022-07-08,44.7825
2022-07-09,44.7825
2022-07-10,44.7825
2022-07-11,44.063
2022-07-12,45.3959
2022-07-13,44.7852
2022-07-14,43.5724
2022-07-15,44.6167
2022-07-16,44.6167
2022-07-17,44.6167
2022-07-18,44.1817
2022-07-19,48.1613
2022-07-20,48.4388
2022-07-21,49.392
2022-07-22,47.8577
2022-07-23,47.8577
2022-07-24,47.8577
2022-07-25,47.5627
2022-07-26,47.6538
2022-07-27,49.6141
2022-07-28,51.7149
2022-07-29,52.9112
2022-07-30,52.9112
2022-07-31,52.9112
2022-08-01,54.3269
2022-08-02,54.036
2022-08-03,55.6728
2022-08-04,55.8355
2022-08-05,54.7952
2022-08-06,54.7952
2022-08-07,54.7952
2022-08-08,56.0653
2022-08-09,53.4749
2022-08-10,55.4074
2022-08-11,56.9577
2022-08-12,58.6784
2022-08-13,58.6784
2022-08-14,58.6784
2022-08-15,59.1646
2022-08-16,60.53
2022-08-17,58.218
2022-08-18,57.0544
2022-08-19,52.8224
2022-08-20,52.8224
2022-08-21,52.8224
2022-08-22,52.2086
2022-08-23,51.8803
2022-08-24,52.2838
2022-08-25,54.1204
2022-08-26,46.3926
2022-08-27,46.3926
2022-08-28,46.3926
2022-08-29,46.9854
2022-08-30,45.9887
2022-08-31,43.0004
2022-09-01,40.2914
2022-09-02,40.0839
2022-09-03,40.0839
2022-09-04,40.0839
2022-09-05,40.0839
2022-09-06,40.3664
2022-09-07,41.6821
2022-09-08,41.6051
2022-09-09,43.858
2022-09-10,43.858
2022-09-11,43.858
2022-09-12,42.4593
2022-09-13,40.2625
2022-09-14,39.071
2022-09-15,36.1987
2022-09-16,35.4556
2022-09-17,35.4556
2022-09-18,35.4556
2022-09-19,35.9993
2022-09-20,33.114
2022-09-21,32.2172
2022-09-22,30.9622
2022-09-23,28.4038
2022-09-24,28.4038
2022-09-25,28.4038
2022-09-26,27.328
2022-09-27,27.191
2022-09-28,30.2453
2022-09-29,25.9358
2022-09-30,24.2643
2022-10-01,24.2643
2022-10-02,24.2643
2022-10-03,29.0306
2022-10-04,34.0162
2022-10-05,33.6623
2022-10-06,32.938
2022-10-07,32.176
2022-10-08,32.176
2022-10-09,32.176
2022-10-10,32.2733
2022-10-11,32.1303
2022-10-12,32.1139
2022-10-13,31.631
2022-10-14,34.1054
2022-10-15,34.1054
2022-10-16,34.1054
2022-10-17,34.6646
2022-10-18,35.8609
2022-10-19,35.5245
2022-10-20,34.462
2022-10-21,35.9662
2022-10-22,35.9662
2022-10-23,35.9662
2022-10-24,36.988
2022-10-25,40.529
2022-10-26,41.8347
2022-10-27,43.094
2022-10-28,45.8393
2022-10-29,45.8393
2022-10-30,45.8393
2022-10-31,46.9477
2022-11-01,47.0411
2022-11-02,44.5265
2022-11-03,44.5001
2022-11-04,46.3471
2022-11-05,46.3471
2022-11-06,46.3471
2022-11-07,48.6515
2022-11-08,48.4158
2022-11-09,45.6417
2022-11-10,52.9201
2022-11-11,55.2943
2022-11-12,55.2943
2022-11-13,55.2943
2022-11-14,53.3989
2022-11-15,54.0653
2022-11-16,51.6596
2022-11-17,51.6857
2022-11-18,51.2837
2022-11-19,51.2837
2022-11-20,51.2837
2022-11-21,51.7276
2022-11-22,51.485
2022-11-23,52.4935
2022-11-24,52.4935
2022-11-25,51.9193
2022-11-26,51.9193
2022-11-27,51.9193
2022-11-28,49.374
2022-11-29,50.2962
2022-11-30,44.7328
2022-12-01,45.109
2022-12-02,44.9742
2022-12-03,44.9742
2022-12-04,44.9742
2022-12-05,42.6792
2022-12-06,42.7139
2022-12-07,41.2393
2022-12-08,41.8586
2022-12-09,41.6184
2022-12-10,41.6184
2022-12-11,41.6184
2022-12-12,44.054
2022-12-13,44.7049
2022-12-14,43.6542
2022-12-15,42.1181
2022-12-16,41.2287
2022-12-17,41.2287
2022-12-18,41.2287
2022-12-19,38.4468
2022-12-20,41.0849
2022-12-21,41.5045
2022-12-22,50.1224
2022-12-23,50.934
2022-12-24,50.934
2022-12-25,50.934
2022-12-26,50.934
2022-12-27,51.3145
2022-12-28,48.9869
2022-12-29,50.7574
2022-12-30,50.5421
2022-12-31,50.5421
2023-01-01,50.5421
2023-01-02,50.5421
2023-01-03,51.3052
2023-01-04,51.1094
2023-01-05,52.5759
2023-01-06,52.6696
2023-01-07,52.6696
2023-01-08,52.6696
2023-01-09,54.1389
2023-01-10,54.2639
2023-01-11,54.9935
2023-01-12,56.8512
2023-01-13,55.6241
2023-01-14,55.6241
2023-01-15,55.6241
2023-01-16,55.6241
2023-01-17,58.1558
2023-01-18,54.4094
2023-01-19,52.1062
2023-01-20,53.9371
2023-01-21,53.9371
2023-01-22,53.9371
2023-01-23,54.8451
2023-01-24,54.5485
2023-01-25,54.3584
2023-01-26,54.5876
2023-01-27,55.8649
2023-01-28,55.8649
2023-01-29,55.8649
2023-01-30,54.5622
2023-01-31,57.8654
2023-02-01,58.1379
2023-02-02,58.6905
2023-02-03,58.5572
2023-02-04,58.5572
2023-02-05,58.5572
2023-02-06,54.6221
2023-02-07,56.1144
2023-02-08,53.8353
2023-02-09,52.0015
2023-02-10,53.0573
2023-02-11,53.0573
2023-02-12,53.0573
2023-02-13,54.8386
2023-02-14,54.8386
2023-02-15,55.8387
2023-02-16,55.8387
2023-02-17,57.1008
2023-02-18,57.1008
2023-02-19,57.1008
2023-02-20,57.1008
2023-02-21,53.9549
2023-02-22,54.8252
2023-02-23,55.903
2023-02-24,54.5565
2023-02-25,54.5565
2023-02-26,54.5565
2023-02-27,55.0419
2023-02-28,55.4959
2023-03-01,56.4808
2023-03-02,57.3791
2023-03-03,60.8304
2023-03-04,60.8304
2023-03-05,60.8304
2023-03-06,50.583
2023-03-07,52.2677
2023-03-08,52.2293
2023-03-09,50.8769
2023-03-10,49.1103
2023-03-11,49.1103
2023-03-12,49.1103
2023-03-13,44.7966
2023-03-14,45.1526
2023-03-15,44.5255
2023-03-16,44.8176
2023-03-17,43.6625
2023-03-18,43.6625
