,MLKN US Equity
,RSI_30D
2020-01-01,41.1839
2020-01-02,40.7147
2020-01-03,41.2628
2020-01-04,41.2628
2020-01-05,41.2628
2020-01-06,42.3366
2020-01-07,40.7735
2020-01-08,40.0795
2020-01-09,39.2463
2020-01-10,38.6183
2020-01-11,38.6183
2020-01-12,38.6183
2020-01-13,39.4907
2020-01-14,40.8751
2020-01-15,41.1665
2020-01-16,42.1499
2020-01-17,41.8604
2020-01-18,41.8604
2020-01-19,41.8604
2020-01-20,41.8604
2020-01-21,41.504
2020-01-22,41.5218
2020-01-23,41.8505
2020-01-24,41.3166
2020-01-25,41.3166
2020-01-26,41.3166
2020-01-27,40.4622
2020-01-28,40.3006
2020-01-29,38.171
2020-01-30,37.8391
2020-01-31,35.5972
2020-02-01,35.5972
2020-02-02,35.5972
2020-02-03,42.1437
2020-02-04,42.3961
2020-02-05,44.747
2020-02-06,45.6338
2020-02-07,43.6854
2020-02-08,43.6854
2020-02-09,43.6854
2020-02-10,44.296
2020-02-11,43.4362
2020-02-12,44.947
2020-02-13,44.2609
2020-02-14,43.4554
2020-02-15,43.4554
2020-02-16,43.4554
2020-02-17,43.4554
2020-02-18,42.7696
2020-02-19,42.4232
2020-02-20,43.107
2020-02-21,42.979
2020-02-22,42.979
2020-02-23,42.979
2020-02-24,39.3523
2020-02-25,35.6679
2020-02-26,34.6287
2020-02-27,31.3853
2020-02-28,29.1626
2020-02-29,29.1626
2020-03-01,29.1626
2020-03-02,29.2504
2020-03-03,27.959
2020-03-04,31.8905
2020-03-05,29.0273
2020-03-06,27.6234
2020-03-07,27.6234
2020-03-08,27.6234
2020-03-09,21.7262
2020-03-10,22.4519
2020-03-11,21.3463
2020-03-12,17.8732
2020-03-13,19.5172
2020-03-14,19.5172
2020-03-15,19.5172
2020-03-16,17.183
2020-03-17,15.5256
2020-03-18,14.7409
2020-03-19,21.2327
2020-03-20,25.7771
2020-03-21,25.7771
2020-03-22,25.7771
2020-03-23,25.8728
2020-03-24,30.5705
2020-03-25,31.9334
2020-03-26,35.4835
2020-03-27,36.7031
2020-03-28,36.7031
2020-03-29,36.7031
2020-03-30,34.8947
2020-03-31,34.2793
2020-04-01,32.6417
2020-04-02,32.1364
2020-04-03,29.817
2020-04-04,29.817
2020-04-05,29.817
2020-04-06,32.3836
2020-04-07,33.2188
2020-04-08,35.1455
2020-04-09,38.3318
2020-04-10,38.3318
2020-04-11,38.3318
2020-04-12,38.3318
2020-04-13,37.2043
2020-04-14,36.9118
2020-04-15,35.2163
2020-04-16,34.4098
2020-04-17,37.9538
2020-04-18,37.9538
2020-04-19,37.9538
2020-04-20,36.7968
2020-04-21,36.4141
2020-04-22,35.8875
2020-04-23,38.5631
2020-04-24,38.544
2020-04-25,38.544
2020-04-26,38.544
2020-04-27,41.7778
2020-04-28,43.9942
2020-04-29,46.1935
2020-04-30,44.2778
2020-05-01,42.8737
2020-05-02,42.8737
2020-05-03,42.8737
2020-05-04,42.8035
2020-05-05,43.3219
2020-05-06,41.9453
2020-05-07,43.6221
2020-05-08,47.1498
2020-05-09,47.1498
2020-05-10,47.1498
2020-05-11,44.9559
2020-05-12,42.905
2020-05-13,42.1674
2020-05-14,42.2836
2020-05-15,43.0237
2020-05-16,43.0237
2020-05-17,43.0237
2020-05-18,47.9493
2020-05-19,46.1889
2020-05-20,46.4742
2020-05-21,46.6753
2020-05-22,48.9307
2020-05-23,48.9307
2020-05-24,48.9307
2020-05-25,48.9307
2020-05-26,51.4782
2020-05-27,52.7146
2020-05-28,49.8122
2020-05-29,47.8181
2020-05-30,47.8181
2020-05-31,47.8181
2020-06-01,48.1151
2020-06-02,49.1022
2020-06-03,51.2768
2020-06-04,51.8797
2020-06-05,56.2508
2020-06-06,56.2508
2020-06-07,56.2508
2020-06-08,57.2515
2020-06-09,54.123
2020-06-10,51.9588
2020-06-11,47.6418
2020-06-12,48.8679
2020-06-13,48.8679
2020-06-14,48.8679
2020-06-15,50.2149
2020-06-16,51.4458
2020-06-17,49.5908
2020-06-18,49.4018
2020-06-19,48.9356
2020-06-20,48.9356
2020-06-21,48.9356
2020-06-22,49.2517
2020-06-23,51.2348
2020-06-24,49.2359
2020-06-25,49.6493
2020-06-26,50.2947
2020-06-27,50.2947
2020-06-28,50.2947
2020-06-29,52.8465
2020-06-30,48.2632
2020-07-01,47.1202
2020-07-02,46.2358
2020-07-03,46.2358
2020-07-04,46.2358
2020-07-05,46.2358
2020-07-06,46.5996
2020-07-07,44.6612
2020-07-08,44.0799
2020-07-09,44.2084
2020-07-10,45.0523
2020-07-11,45.0523
2020-07-12,45.0523
2020-07-13,44.653
2020-07-14,45.1663
2020-07-15,48.5316
2020-07-16,48.8041
2020-07-17,48.5382
2020-07-18,48.5382
2020-07-19,48.5382
2020-07-20,47.921
2020-07-21,48.8462
2020-07-22,48.7241
2020-07-23,50.1006
2020-07-24,48.5012
2020-07-25,48.5012
2020-07-26,48.5012
2020-07-27,47.571
2020-07-28,48.2779
2020-07-29,50.2694
2020-07-30,49.5159
2020-07-31,49.5849
2020-08-01,49.5849
2020-08-02,49.5849
2020-08-03,49.3987
2020-08-04,50.0296
2020-08-05,51.3566
2020-08-06,52.1689
2020-08-07,54.668
2020-08-08,54.668
2020-08-09,54.668
2020-08-10,56.1638
2020-08-11,54.4543
2020-08-12,52.0604
2020-08-13,52.0346
2020-08-14,52.7114
2020-08-15,52.7114
2020-08-16,52.7114
2020-08-17,51.714
2020-08-18,48.0295
2020-08-19,49.1158
2020-08-20,50.3928
2020-08-21,50.1584
2020-08-22,50.1584
2020-08-23,50.1584
2020-08-24,52.2027
2020-08-25,50.8016
2020-08-26,49.4292
2020-08-27,50.9579
2020-08-28,51.7641
2020-08-29,51.7641
2020-08-30,51.7641
2020-08-31,49.5358
2020-09-01,50.7397
2020-09-02,52.2835
2020-09-03,50.0555
2020-09-04,48.4982
2020-09-05,48.4982
2020-09-06,48.4982
2020-09-07,48.4982
2020-09-08,47.2607
2020-09-09,45.1029
2020-09-10,45.1922
2020-09-11,46.8029
2020-09-12,46.8029
2020-09-13,46.8029
2020-09-14,51.7471
2020-09-15,52.6722
2020-09-16,55.0914
2020-09-17,69.1544
2020-09-18,69.0769
2020-09-19,69.0769
2020-09-20,69.0769
2020-09-21,62.4432
2020-09-22,62.5919
2020-09-23,58.2146
2020-09-24,58.9063
2020-09-25,58.7351
2020-09-26,58.7351
2020-09-27,58.7351
2020-09-28,58.8742
2020-09-29,59.0172
2020-09-30,58.3875
2020-10-01,61.1509
2020-10-02,63.6616
2020-10-03,63.6616
2020-10-04,63.6616
2020-10-05,60.5063
2020-10-06,59.7323
2020-10-07,60.2356
2020-10-08,58.9196
2020-10-09,59.0009
2020-10-10,59.0009
2020-10-11,59.0009
2020-10-12,59.3503
2020-10-13,59.4355
2020-10-14,59.077
2020-10-15,60.5877
2020-10-16,61.5606
2020-10-17,61.5606
2020-10-18,61.5606
2020-10-19,62.9868
2020-10-20,63.6837
2020-10-21,61.6723
2020-10-22,60.9805
2020-10-23,63.023
2020-10-24,63.023
2020-10-25,63.023
2020-10-26,60.3587
2020-10-27,58.3337
2020-10-28,55.866
2020-10-29,55.5682
2020-10-30,51.9852
2020-10-31,51.9852
2020-11-01,51.9852
2020-11-02,54.7234
2020-11-03,55.1803
2020-11-04,53.8526
2020-11-05,55.4895
2020-11-06,54.5377
2020-11-07,54.5377
2020-11-08,54.5377
2020-11-09,60.8749
2020-11-10,60.9065
2020-11-11,60.5264
2020-11-12,57.3659
2020-11-13,59.5832
2020-11-14,59.5832
2020-11-15,59.5832
2020-11-16,62.7441
2020-11-17,62.8467
2020-11-18,61.0569
2020-11-19,61.0728
2020-11-20,60.8925
2020-11-21,60.8925
2020-11-22,60.8925
2020-11-23,62.1958
2020-11-24,64.2845
2020-11-25,62.276
2020-11-26,62.276
2020-11-27,61.3277
2020-11-28,61.3277
2020-11-29,61.3277
2020-11-30,56.5748
2020-12-01,57.6879
2020-12-02,58.7978
2020-12-03,60.1984
2020-12-04,61.7229
2020-12-05,61.7229
2020-12-06,61.7229
2020-12-07,60.8761
2020-12-08,61.1435
2020-12-09,61.3484
2020-12-10,60.4144
2020-12-11,60.0252
2020-12-12,60.0252
2020-12-13,60.0252
2020-12-14,59.403
2020-12-15,63.6546
2020-12-16,64.012
2020-12-17,51.3555
2020-12-18,50.8675
2020-12-19,50.8675
2020-12-20,50.8675
2020-12-21,48.7035
2020-12-22,47.5371
2020-12-23,49.079
2020-12-24,50.2574
2020-12-25,50.2574
2020-12-26,50.2574
2020-12-27,50.2574
2020-12-28,48.2735
2020-12-29,47.28
2020-12-30,48.3384
2020-12-31,48.9002
2021-01-01,48.9002
2021-01-02,48.9002
2021-01-03,48.9002
2021-01-04,47.5143
2021-01-05,49.6647
2021-01-06,51.028
2021-01-07,50.1266
2021-01-08,50.4216
2021-01-09,50.4216
2021-01-10,50.4216
2021-01-11,49.8982
2021-01-12,53.3232
2021-01-13,52.3747
2021-01-14,53.2754
2021-01-15,52.6665
2021-01-16,52.6665
2021-01-17,52.6665
2021-01-18,52.6665
2021-01-19,52.7525
2021-01-20,54.5659
2021-01-21,54.6083
2021-01-22,55.0639
2021-01-23,55.0639
2021-01-24,55.0639
2021-01-25,51.4754
2021-01-26,51.487
2021-01-27,49.1884
2021-01-28,52.6157
2021-01-29,48.7967
2021-01-30,48.7967
2021-01-31,48.7967
2021-02-01,52.7703
2021-02-02,54.0012
2021-02-03,54.1805
2021-02-04,57.0843
2021-02-05,55.7766
2021-02-06,55.7766
2021-02-07,55.7766
2021-02-08,57.4569
2021-02-09,57.6235
2021-02-10,56.8559
2021-02-11,55.7295
2021-02-12,56.1381
2021-02-13,56.1381
2021-02-14,56.1381
2021-02-15,56.1381
2021-02-16,54.7273
2021-02-17,54.4129
2021-02-18,53.7476
2021-02-19,53.612
2021-02-20,53.612
2021-02-21,53.612
2021-02-22,56.304
2021-02-23,56.1897
2021-02-24,58.7465
2021-02-25,55.5685
2021-02-26,55.6911
2021-02-27,55.6911
2021-02-28,55.6911
2021-03-01,59.8102
2021-03-02,58.1124
2021-03-03,58.2758
2021-03-04,56.5088
2021-03-05,58.8015
2021-03-06,58.8015
2021-03-07,58.8015
2021-03-08,61.7238
2021-03-09,60.7113
2021-03-10,61.7137
2021-03-11,61.5632
2021-03-12,62.4718
2021-03-13,62.4718
2021-03-14,62.4718
2021-03-15,61.6242
2021-03-16,59.7602
2021-03-17,59.8649
2021-03-18,59.449
2021-03-19,60.1322
2021-03-20,60.1322
2021-03-21,60.1322
2021-03-22,58.5842
2021-03-23,55.2945
2021-03-24,55.3192
2021-03-25,56.2452
2021-03-26,59.2004
2021-03-27,59.2004
2021-03-28,59.2004
2021-03-29,54.2293
2021-03-30,55.6164
2021-03-31,56.267
2021-04-01,57.8204
2021-04-02,57.8204
2021-04-03,57.8204
2021-04-04,57.8204
2021-04-05,58.8217
2021-04-06,60.3577
2021-04-07,59.8697
2021-04-08,61.148
2021-04-09,61.5028
2021-04-10,61.5028
2021-04-11,61.5028
2021-04-12,62.1422
2021-04-13,60.6239
2021-04-14,62.9744
2021-04-15,60.3188
2021-04-16,61.4755
2021-04-17,61.4755
2021-04-18,61.4755
2021-04-19,50.4522
2021-04-20,48.7792
2021-04-21,51.7843
2021-04-22,48.6485
2021-04-23,53.6501
2021-04-24,53.6501
2021-04-25,53.6501
2021-04-26,51.5166
2021-04-27,52.4048
2021-04-28,52.0684
2021-04-29,54.7146
2021-04-30,52.0783
2021-05-01,52.0783
2021-05-02,52.0783
2021-05-03,54.4643
2021-05-04,54.88
2021-05-05,55.9945
2021-05-06,55.657
2021-05-07,56.2031
2021-05-08,56.2031
2021-05-09,56.2031
2021-05-10,59.0187
2021-05-11,59.1087
2021-05-12,57.1096
2021-05-13,56.4682
2021-05-14,59.2875
2021-05-15,59.2875
2021-05-16,59.2875
2021-05-17,60.0069
2021-05-18,58.9033
2021-05-19,57.4115
2021-05-20,58.1169
2021-05-21,57.245
2021-05-22,57.245
2021-05-23,57.245
2021-05-24,59.166
2021-05-25,58.2725
2021-05-26,60.509
2021-05-27,62.9743
2021-05-28,61.8516
2021-05-29,61.8516
2021-05-30,61.8516
2021-05-31,61.8516
2021-06-01,66.0
2021-06-02,64.8964
2021-06-03,62.6996
2021-06-04,63.5558
2021-06-05,63.5558
2021-06-06,63.5558
2021-06-07,65.0587
2021-06-08,62.3702
2021-06-09,63.6053
2021-06-10,62.1528
2021-06-11,61.9595
2021-06-12,61.9595
2021-06-13,61.9595
2021-06-14,57.2491
2021-06-15,58.0418
2021-06-16,54.6071
2021-06-17,52.6416
2021-06-18,48.9734
2021-06-19,48.9734
2021-06-20,48.9734
2021-06-21,53.4182
2021-06-22,52.9804
2021-06-23,53.3757
2021-06-24,55.9826
2021-06-25,56.0359
2021-06-26,56.0359
2021-06-27,56.0359
2021-06-28,55.2736
2021-06-29,48.4186
2021-06-30,52.9794
2021-07-01,55.3238
2021-07-02,52.2543
2021-07-03,52.2543
2021-07-04,52.2543
2021-07-05,52.2543
2021-07-06,52.3876
2021-07-07,52.9984
