,EBSB US Equity
2020-04-12,41.3532
2020-04-13,39.3548
2020-04-14,38.5563
2020-04-15,36.421
2020-04-16,36.0387
2020-04-17,39.5405
2020-04-18,39.5405
2020-04-19,39.5405
2020-04-20,38.9884
2020-04-21,38.5156
2020-04-22,38.4588
2020-04-23,40.0581
2020-04-24,39.3034
2020-04-25,39.3034
2020-04-26,39.3034
2020-04-27,43.5298
2020-04-28,46.1559
2020-04-29,48.3722
2020-04-30,45.4055
2020-05-01,44.4548
2020-05-02,44.4548
2020-05-03,44.4548
2020-05-04,43.6356
2020-05-05,43.0985
2020-05-06,41.9362
2020-05-07,43.7597
2020-05-08,45.1682
2020-05-09,45.1682
2020-05-10,45.1682
2020-05-11,43.2249
2020-05-12,41.8668
2020-05-13,40.5192
2020-05-14,40.654
2020-05-15,40.4958
2020-05-16,40.4958
2020-05-17,40.4958
2020-05-18,46.2887
2020-05-19,42.8732
2020-05-20,45.1635
2020-05-21,44.9385
2020-05-22,44.4478
2020-05-23,44.4478
2020-05-24,44.4478
2020-05-25,44.4478
2020-05-26,46.7728
2020-05-27,50.0887
2020-05-28,48.6445
2020-05-29,48.1195
2020-05-30,48.1195
2020-05-31,48.1195
2020-06-01,47.7639
2020-06-02,46.9739
2020-06-03,49.1869
2020-06-04,48.3666
2020-06-05,54.155
2020-06-06,54.155
2020-06-07,54.155
2020-06-08,53.7677
2020-06-09,52.9451
2020-06-10,48.6549
2020-06-11,45.893
2020-06-12,46.6023
2020-06-13,46.6023
2020-06-14,46.6023
2020-06-15,47.0932
2020-06-16,48.8517
2020-06-17,47.9857
2020-06-18,48.353
2020-06-19,47.5486
2020-06-20,47.5486
2020-06-21,47.5486
2020-06-22,47.6306
2020-06-23,47.3247
2020-06-24,46.0624
2020-06-25,47.2963
2020-06-26,46.6264
2020-06-27,46.6264
2020-06-28,46.6264
2020-06-29,48.7044
2020-06-30,49.7381
2020-07-01,47.5491
2020-07-02,47.1441
2020-07-03,47.1441
2020-07-04,47.1441
2020-07-05,47.1441
2020-07-06,47.4681
2020-07-07,46.2122
2020-07-08,45.8982
2020-07-09,45.0743
2020-07-10,47.4752
2020-07-11,47.4752
2020-07-12,47.4752
2020-07-13,47.5739
2020-07-14,47.6757
2020-07-15,51.8356
2020-07-16,51.0064
2020-07-17,49.4188
2020-07-18,49.4188
2020-07-19,49.4188
2020-07-20,47.8321
2020-07-21,51.2158
2020-07-22,52.821
2020-07-23,52.5725
2020-07-24,51.3234
2020-07-25,51.3234
2020-07-26,51.3234
2020-07-27,50.9477
2020-07-28,51.8471
2020-07-29,51.8471
2020-07-30,49.7877
2020-07-31,49.2943
2020-08-01,49.2943
2020-08-02,49.2943
2020-08-03,49.7014
2020-08-04,49.4277
2020-08-05,50.2217
2020-08-06,50.4516
2020-08-07,53.7652
2020-08-08,53.7652
2020-08-09,53.7652
2020-08-10,55.2112
2020-08-11,56.1238
2020-08-12,55.4101
2020-08-13,52.4612
2020-08-14,53.3894
2020-08-15,53.3894
2020-08-16,53.3894
2020-08-17,51.4928
2020-08-18,49.4416
2020-08-19,49.9717
2020-08-20,48.7381
2020-08-21,48.0371
2020-08-22,48.0371
2020-08-23,48.0371
2020-08-24,50.4339
2020-08-25,49.6443
2020-08-26,48.4374
2020-08-27,49.7024
2020-08-28,49.9564
2020-08-29,49.9564
2020-08-30,49.9564
2020-08-31,49.8262
2020-09-01,49.7592
2020-09-02,49.5179
2020-09-03,49.6262
2020-09-04,49.2256
2020-09-05,49.2256
2020-09-06,49.2256
2020-09-07,49.2256
2020-09-08,46.7084
2020-09-09,46.2945
2020-09-10,46.7017
2020-09-11,46.1229
2020-09-12,46.1229
2020-09-13,46.1229
2020-09-14,46.7206
2020-09-15,45.7456
2020-09-16,46.9003
2020-09-17,45.7384
2020-09-18,44.4475
2020-09-19,44.4475
2020-09-20,44.4475
2020-09-21,40.675
2020-09-22,39.833
2020-09-23,38.0769
2020-09-24,39.8407
2020-09-25,39.5815
2020-09-26,39.5815
2020-09-27,39.5815
2020-09-28,43.4804
2020-09-29,42.5113
2020-09-30,43.5342
2020-10-01,44.9167
2020-10-02,47.4035
2020-10-03,47.4035
2020-10-04,47.4035
2020-10-05,50.8468
2020-10-06,50.6021
2020-10-07,53.3877
2020-10-08,54.6374
2020-10-09,54.4597
2020-10-10,54.4597
2020-10-11,54.4597
2020-10-12,56.0849
2020-10-13,52.9736
2020-10-14,51.3732
2020-10-15,53.3676
2020-10-16,54.4091
2020-10-17,54.4091
2020-10-18,54.4091
2020-10-19,53.5257
2020-10-20,54.6678
2020-10-21,55.1242
2020-10-22,58.5088
2020-10-23,59.9065
2020-10-24,59.9065
2020-10-25,59.9065
2020-10-26,53.5922
2020-10-27,51.6107
2020-10-28,53.117
2020-10-29,56.9765
2020-10-30,57.3798
2020-10-31,57.3798
2020-11-01,57.3798
2020-11-02,58.9712
2020-11-03,59.7486
2020-11-04,52.5399
2020-11-05,53.3713
2020-11-06,51.3663
2020-11-07,51.3663
2020-11-08,51.3663
2020-11-09,60.9138
2020-11-10,62.7615
2020-11-11,60.6242
2020-11-12,58.6255
2020-11-13,59.9019
2020-11-14,59.9019
2020-11-15,59.9019
2020-11-16,63.6324
2020-11-17,63.1596
2020-11-18,61.2105
2020-11-19,61.8406
2020-11-20,61.2913
2020-11-21,61.2913
2020-11-22,61.2913
2020-11-23,61.6438
2020-11-24,64.5644
2020-11-25,61.717
2020-11-26,61.717
2020-11-27,60.1117
2020-11-28,60.1117
2020-11-29,60.1117
2020-11-30,55.5353
2020-12-01,57.2088
2020-12-02,58.0589
2020-12-03,57.9336
2020-12-04,59.6889
2020-12-05,59.6889
2020-12-06,59.6889
2020-12-07,59.6889
2020-12-08,59.1471
2020-12-09,59.6678
2020-12-10,59.1713
2020-12-11,58.7379
2020-12-12,58.7379
2020-12-13,58.7379
2020-12-14,58.2962
2020-12-15,59.9575
2020-12-16,60.1627
2020-12-17,60.7864
2020-12-18,58.2699
2020-12-19,58.2699
2020-12-20,58.2699
2020-12-21,57.7261
2020-12-22,57.0962
2020-12-23,59.7647
2020-12-24,59.1173
2020-12-25,59.1173
2020-12-26,59.1173
2020-12-27,59.1173
2020-12-28,60.9237
2020-12-29,59.1221
2020-12-30,59.4043
2020-12-31,59.52
2021-01-01,59.52
2021-01-02,59.52
2021-01-03,59.52
2021-01-04,57.1615
2021-01-05,57.9615
2021-01-06,64.0521
2021-01-07,64.7018
2021-01-08,61.8916
2021-01-09,61.8916
2021-01-10,61.8916
2021-01-11,62.6565
2021-01-12,63.89
2021-01-13,62.5489
2021-01-14,63.8727
2021-01-15,62.0247
2021-01-16,62.0247
2021-01-17,62.0247
2021-01-18,62.0247
2021-01-19,62.3829
2021-01-20,61.8655
2021-01-21,58.2027
2021-01-22,59.3898
2021-01-23,59.3898
2021-01-24,59.3898
2021-01-25,58.7324
2021-01-26,56.3144
2021-01-27,49.9971
2021-01-28,56.5665
2021-01-29,53.3181
2021-01-30,53.3181
2021-01-31,53.3181
2021-02-01,53.2572
2021-02-02,55.264
2021-02-03,54.4369
2021-02-04,57.238
2021-02-05,57.0401
2021-02-06,57.0401
2021-02-07,57.0401
2021-02-08,59.2272
2021-02-09,59.6054
2021-02-10,59.9894
2021-02-11,59.1891
2021-02-12,59.7944
2021-02-13,59.7944
2021-02-14,59.7944
2021-02-15,59.7944
2021-02-16,59.8457
2021-02-17,59.5312
2021-02-18,58.0325
2021-02-19,60.6232
2021-02-20,60.6232
2021-02-21,60.6232
2021-02-22,61.1402
2021-02-23,61.8654
2021-02-24,62.2815
2021-02-25,61.8452
2021-02-26,59.1861
2021-02-27,59.1861
2021-02-28,59.1861
2021-03-01,61.969
2021-03-02,62.2302
2021-03-03,64.405
2021-03-04,64.6012
2021-03-05,66.8234
2021-03-06,66.8234
2021-03-07,66.8234
2021-03-08,68.8466
2021-03-09,66.698
2021-03-10,68.1954
2021-03-11,68.8171
2021-03-12,70.1065
2021-03-13,70.1065
2021-03-14,70.1065
2021-03-15,67.4034
2021-03-16,66.694
2021-03-17,67.32
2021-03-18,66.3979
2021-03-19,67.5475
2021-03-20,67.5475
2021-03-21,67.5475
2021-03-22,63.1658
2021-03-23,59.1178
2021-03-24,58.6512
2021-03-25,61.0372
2021-03-26,63.6865
2021-03-27,63.6865
2021-03-28,63.6865
2021-03-29,59.5723
2021-03-30,60.4053
2021-03-31,58.4273
2021-04-01,59.544
2021-04-02,59.544
2021-04-03,59.544
2021-04-04,59.544
2021-04-05,60.2962
2021-04-06,58.6419
2021-04-07,57.6015
2021-04-08,57.9324
2021-04-09,57.6223
2021-04-10,57.6223
2021-04-11,57.6223
2021-04-12,57.6808
2021-04-13,54.5595
2021-04-14,56.6814
2021-04-15,56.8006
2021-04-16,56.3593
2021-04-17,56.3593
2021-04-18,56.3593
2021-04-19,55.5075
2021-04-20,51.5898
2021-04-21,52.6738
2021-04-22,51.9221
2021-04-23,70.0509
2021-04-24,70.0509
2021-04-25,70.0509
2021-04-26,71.4627
2021-04-27,71.8325
2021-04-28,72.0201
2021-04-29,70.3585
2021-04-30,68.3202
2021-05-01,68.3202
2021-05-02,68.3202
2021-05-03,69.242
2021-05-04,68.0808
2021-05-05,65.9278
2021-05-06,65.9278
2021-05-07,63.3807
2021-05-08,63.3807
2021-05-09,63.3807
2021-05-10,62.3318
2021-05-11,59.8964
2021-05-12,57.1024
2021-05-13,59.6426
2021-05-14,61.7512
2021-05-15,61.7512
2021-05-16,61.7512
2021-05-17,61.9038
2021-05-18,58.9259
2021-05-19,58.0417
2021-05-20,58.9757
2021-05-21,60.1032
2021-05-22,60.1032
2021-05-23,60.1032
2021-05-24,58.8029
2021-05-25,55.4352
2021-05-26,58.0513
2021-05-27,60.2251
2021-05-28,60.6934
2021-05-29,60.6934
2021-05-30,60.6934
2021-05-31,60.6934
2021-06-01,61.1663
2021-06-02,58.9645
2021-06-03,59.7555
2021-06-04,59.5057
2021-06-05,59.5057
2021-06-06,59.5057
2021-06-07,60.3207
2021-06-08,59.8615
2021-06-09,58.4157
2021-06-10,57.1818
2021-06-11,55.7708
2021-06-12,55.7708
2021-06-13,55.7708
2021-06-14,54.7542
2021-06-15,56.2992
2021-06-16,58.3208
2021-06-17,53.9158
2021-06-18,49.1435
2021-06-19,49.1435
2021-06-20,49.1435
2021-06-21,52.2588
2021-06-22,52.3562
2021-06-23,52.301
2021-06-24,53.3688
2021-06-25,53.4714
2021-06-26,53.4714
2021-06-27,53.4714
2021-06-28,49.1111
2021-06-29,48.7421
2021-06-30,49.4161
2021-07-01,49.5876
2021-07-02,48.1799
2021-07-03,48.1799
2021-07-04,48.1799
2021-07-05,48.1799
2021-07-06,44.471
2021-07-07,44.1737
2021-07-08,42.1805
2021-07-09,45.1172
2021-07-10,45.1172
2021-07-11,45.1172
2021-07-12,45.3006
2021-07-13,44.0812
2021-07-14,44.7226
2021-07-15,46.6837
2021-07-16,44.6234
2021-07-17,44.6234
2021-07-18,44.6234
2021-07-19,42.8188
2021-07-20,43.9265
2021-07-21,44.6443
2021-07-22,42.447
2021-07-23,43.3195
2021-07-24,43.3195
2021-07-25,43.3195
2021-07-26,44.2609
2021-07-27,43.1489
2021-07-28,44.8551
2021-07-29,45.8636
2021-07-30,44.8455
2021-07-31,44.8455
2021-08-01,44.8455
2021-08-02,46.2846
2021-08-03,47.4332
2021-08-04,45.7658
2021-08-05,47.1388
2021-08-06,50.7504
2021-08-07,50.7504
2021-08-08,50.7504
2021-08-09,50.4322
2021-08-10,54.3964
2021-08-11,55.0076
2021-08-12,55.0076
2021-08-13,54.0215
2021-08-14,54.0215
2021-08-15,54.0215
2021-08-16,54.6226
2021-08-17,52.8363
2021-08-18,51.5119
2021-08-19,52.3572
2021-08-20,55.7915
2021-08-21,55.7915
2021-08-22,55.7915
2021-08-23,56.9941
2021-08-24,55.5064
2021-08-25,55.357
2021-08-26,53.4223
2021-08-27,56.1652
2021-08-28,56.1652
2021-08-29,56.1652
2021-08-30,52.5379
2021-08-31,53.7497
2021-09-01,52.9112
2021-09-02,52.4177
2021-09-03,51.4951
2021-09-04,51.4951
2021-09-05,51.4951
2021-09-06,51.4951
2021-09-07,49.6187
2021-09-08,48.8011
2021-09-09,47.2571
2021-09-10,44.0596
2021-09-11,44.0596
2021-09-12,44.0596
2021-09-13,45.1142
2021-09-14,42.0671
2021-09-15,43.4352
2021-09-16,44.1926
2021-09-17,46.9134
2021-09-18,46.9134
2021-09-19,46.9134
2021-09-20,43.962
2021-09-21,44.4051
2021-09-22,46.9367
2021-09-23,51.6245
2021-09-24,52.1709
2021-09-25,52.1709
2021-09-26,52.1709
2021-09-27,55.734
2021-09-28,54.3162
2021-09-29,57.111
2021-09-30,54.4598
2021-10-01,58.6767
2021-10-02,58.6767
2021-10-03,58.6767
2021-10-04,58.9542
2021-10-05,55.9113
2021-10-06,56.9863
2021-10-07,59.6251
2021-10-08,60.5904
2021-10-09,60.5904
2021-10-10,60.5904
2021-10-11,61.2439
2021-10-12,60.1434
2021-10-13,57.4723
2021-10-14,57.9074
2021-10-15,58.3967
2021-10-16,58.3967
2021-10-17,58.3967
2021-10-18,59.5163
2021-10-19,60.3795
2021-10-20,63.5097
2021-10-21,61.2913
2021-10-22,63.1389
2021-10-23,63.1389
2021-10-24,63.1389
2021-10-25,60.4326
2021-10-26,58.5036
2021-10-27,56.5712
2021-10-28,60.5275
2021-10-29,60.8628
2021-10-30,60.8628
2021-10-31,60.8628
2021-11-01,64.0967
2021-11-02,64.2086
2021-11-03,67.0429
2021-11-04,65.2392
2021-11-05,65.9413
2021-11-06,65.9413
2021-11-07,65.9413
2021-11-08,67.4707
2021-11-09,66.9867
2021-11-10,61.5087
2021-11-11,62.7468
2021-11-12,59.7352
2021-11-13,59.7352
2021-11-14,59.7352
2021-11-15,59.7352
2021-11-16,59.7352
2021-11-17,59.7352
2021-11-18,59.7352
2021-11-19,59.7352
2021-11-20,59.7352
2021-11-21,59.7352
2021-11-22,59.7352
2021-11-23,59.7352
2021-11-24,59.7352
2021-11-25,59.7352
2021-11-26,59.7352
2021-11-27,59.7352
2021-11-28,59.7352
2021-11-29,59.7352
2021-11-30,59.7352
2021-12-01,59.7352
2021-12-02,59.7352
2021-12-03,59.7352
2021-12-04,59.7352
2021-12-05,59.7352
2021-12-06,59.7352
2021-12-07,59.7352
2021-12-08,59.7352
2021-12-09,59.7352
2021-12-10,59.7352
2021-12-11,59.7352
2021-12-12,59.7352
2021-12-13,59.7352
2021-12-14,59.7352
2021-12-15,59.7352
2021-12-16,59.7352
2021-12-17,59.7352
2021-12-18,59.7352
2021-12-19,59.7352
2021-12-20,59.7352
2021-12-21,59.7352
2021-12-22,59.7352
2021-12-23,59.7352
2021-12-24,59.7352
2021-12-25,59.7352
2021-12-26,59.7352
2021-12-27,59.7352
2021-12-28,59.7352
2021-12-29,59.7352
2021-12-30,59.7352
2021-12-31,59.7352
2022-01-01,59.7352
2022-01-02,59.7352
2022-01-03,59.7352
2022-01-04,59.7352
2022-01-05,59.7352
2022-01-06,59.7352
2022-01-07,59.7352
2022-01-08,59.7352
2022-01-09,59.7352
2022-01-10,59.7352
2022-01-11,59.7352
2022-01-12,59.7352
2022-01-13,59.7352
2022-01-14,59.7352
2022-01-15,59.7352
2022-01-16,59.7352
2022-01-17,59.7352
2022-01-18,59.7352
2022-01-19,59.7352
2022-01-20,59.7352
2022-01-21,59.7352
2022-01-22,59.7352
2022-01-23,59.7352
2022-01-24,59.7352
2022-01-25,59.7352
2022-01-26,59.7352
2022-01-27,59.7352
2022-01-28,59.7352
2022-01-29,59.7352
2022-01-30,59.7352
2022-01-31,59.7352
2022-02-01,59.7352
2022-02-02,59.7352
2022-02-03,59.7352
2022-02-04,59.7352
2022-02-05,59.7352
2022-02-06,59.7352
2022-02-07,59.7352
2022-02-08,59.7352
2022-02-09,59.7352
2022-02-10,59.7352
2022-02-11,59.7352
2022-02-12,59.7352
2022-02-13,59.7352
2022-02-14,59.7352
2022-02-15,59.7352
2022-02-16,59.7352
2022-02-17,59.7352
2022-02-18,59.7352
2022-02-19,59.7352
2022-02-20,59.7352
2022-02-21,59.7352
2022-02-22,59.7352
2022-02-23,59.7352
2022-02-24,59.7352
2022-02-25,59.7352
2022-02-26,59.7352
2022-02-27,59.7352
2022-02-28,59.7352
2022-03-01,59.7352
2022-03-02,59.7352
2022-03-03,59.7352
2022-03-04,59.7352
2022-03-05,59.7352
2022-03-06,59.7352
2022-03-07,59.7352
2022-03-08,59.7352
2022-03-09,59.7352
2022-03-10,59.7352
2022-03-11,59.7352
2022-03-12,59.7352
2022-03-13,59.7352
2022-03-14,59.7352
2022-03-15,59.7352
2022-03-16,59.7352
2022-03-17,59.7352
2022-03-18,59.7352
2022-03-19,59.7352
2022-03-20,59.7352
2022-03-21,59.7352
2022-03-22,59.7352
2022-03-23,59.7352
2022-03-24,59.7352
2022-03-25,59.7352
2022-03-26,59.7352
2022-03-27,59.7352
2022-03-28,59.7352
2022-03-29,59.7352
2022-03-30,59.7352
2022-03-31,59.7352
2022-04-01,59.7352
2022-04-02,59.7352
2022-04-03,59.7352
2022-04-04,59.7352
2022-04-05,59.7352
2022-04-06,59.7352
2022-04-07,59.7352
2022-04-08,59.7352
2022-04-09,59.7352
2022-04-10,59.7352
2022-04-11,59.7352
2022-04-12,59.7352
2022-04-13,59.7352
2022-04-14,59.7352
2022-04-15,59.7352
2022-04-16,59.7352
2022-04-17,59.7352
2022-04-18,59.7352
2022-04-19,59.7352
2022-04-20,59.7352
2022-04-21,59.7352
2022-04-22,59.7352
2022-04-23,59.7352
2022-04-24,59.7352
2022-04-25,59.7352
2022-04-26,59.7352
2022-04-27,59.7352
2022-04-28,59.7352
2022-04-29,59.7352
2022-04-30,59.7352
2022-05-01,59.7352
2022-05-02,59.7352
2022-05-03,59.7352
2022-05-04,59.7352
2022-05-05,59.7352
2022-05-06,59.7352
2022-05-07,59.7352
2022-05-08,59.7352
2022-05-09,59.7352
2022-05-10,59.7352
2022-05-11,59.7352
2022-05-12,59.7352
2022-05-13,59.7352
2022-05-14,59.7352
2022-05-15,59.7352
2022-05-16,59.7352
2022-05-17,59.7352
2022-05-18,59.7352
2022-05-19,59.7352
2022-05-20,59.7352
2022-05-21,59.7352
2022-05-22,59.7352
2022-05-23,59.7352
2022-05-24,59.7352
2022-05-25,59.7352
2022-05-26,59.7352
2022-05-27,59.7352
2022-05-28,59.7352
2022-05-29,59.7352
2022-05-30,59.7352
2022-05-31,59.7352
2022-06-01,59.7352
2022-06-02,59.7352
2022-06-03,59.7352
2022-06-04,59.7352
2022-06-05,59.7352
2022-06-06,59.7352
2022-06-07,59.7352
2022-06-08,59.7352
2022-06-09,59.7352
2022-06-10,59.7352
2022-06-11,59.7352
2022-06-12,59.7352
2022-06-13,59.7352
2022-06-14,59.7352
2022-06-15,59.7352
2022-06-16,59.7352
2022-06-17,59.7352
2022-06-18,59.7352
2022-06-19,59.7352
2022-06-20,59.7352
2022-06-21,59.7352
2022-06-22,59.7352
2022-06-23,59.7352
2022-06-24,59.7352
2022-06-25,59.7352
2022-06-26,59.7352
2022-06-27,59.7352
2022-06-28,59.7352
2022-06-29,59.7352
2022-06-30,59.7352
2022-07-01,59.7352
2022-07-02,59.7352
2022-07-03,59.7352
2022-07-04,59.7352
2022-07-05,59.7352
2022-07-06,59.7352
2022-07-07,59.7352
2022-07-08,59.7352
2022-07-09,59.7352
2022-07-10,59.7352
2022-07-11,59.7352
2022-07-12,59.7352
2022-07-13,59.7352
2022-07-14,59.7352
2022-07-15,59.7352
2022-07-16,59.7352
2022-07-17,59.7352
2022-07-18,59.7352
2022-07-19,59.7352
2022-07-20,59.7352
2022-07-21,59.7352
2022-07-22,59.7352
2022-07-23,59.7352
2022-07-24,59.7352
2022-07-25,59.7352
2022-07-26,59.7352
2022-07-27,59.7352
2022-07-28,59.7352
2022-07-29,59.7352
2022-07-30,59.7352
2022-07-31,59.7352
2022-08-01,59.7352
2022-08-02,59.7352
2022-08-03,59.7352
2022-08-04,59.7352
2022-08-05,59.7352
2022-08-06,59.7352
2022-08-07,59.7352
2022-08-08,59.7352
2022-08-09,59.7352
2022-08-10,59.7352
2022-08-11,59.7352
2022-08-12,59.7352
2022-08-13,59.7352
2022-08-14,59.7352
2022-08-15,59.7352
2022-08-16,59.7352
2022-08-17,59.7352
2022-08-18,59.7352
2022-08-19,59.7352
2022-08-20,59.7352
2022-08-21,59.7352
2022-08-22,59.7352
2022-08-23,59.7352
2022-08-24,59.7352
2022-08-25,59.7352
2022-08-26,59.7352
2022-08-27,59.7352
2022-08-28,59.7352
2022-08-29,59.7352
2022-08-30,59.7352
2022-08-31,59.7352
2022-09-01,59.7352
2022-09-02,59.7352
2022-09-03,59.7352
2022-09-04,59.7352
2022-09-05,59.7352
2022-09-06,59.7352
2022-09-07,59.7352
2022-09-08,59.7352
2022-09-09,59.7352
2022-09-10,59.7352
2022-09-11,59.7352
2022-09-12,59.7352
2022-09-13,59.7352
2022-09-14,59.7352
2022-09-15,59.7352
2022-09-16,59.7352
2022-09-17,59.7352
2022-09-18,59.7352
2022-09-19,59.7352
2022-09-20,59.7352
2022-09-21,59.7352
2022-09-22,59.7352
2022-09-23,59.7352
2022-09-24,59.7352
2022-09-25,59.7352
2022-09-26,59.7352
2022-09-27,59.7352
2022-09-28,59.7352
2022-09-29,59.7352
2022-09-30,59.7352
2022-10-01,59.7352
2022-10-02,59.7352
2022-10-03,59.7352
2022-10-04,59.7352
2022-10-05,59.7352
2022-10-06,59.7352
2022-10-07,59.7352
2022-10-08,59.7352
2022-10-09,59.7352
2022-10-10,59.7352
2022-10-11,59.7352
2022-10-12,59.7352
2022-10-13,59.7352
2022-10-14,59.7352
2022-10-15,59.7352
2022-10-16,59.7352
2022-10-17,59.7352
2022-10-18,59.7352
2022-10-19,59.7352
2022-10-20,59.7352
2022-10-21,59.7352
2022-10-22,59.7352
2022-10-23,59.7352
2022-10-24,59.7352
2022-10-25,59.7352
2022-10-26,59.7352
2022-10-27,59.7352
2022-10-28,59.7352
2022-10-29,59.7352
2022-10-30,59.7352
2022-10-31,59.7352
2022-11-01,59.7352
2022-11-02,59.7352
2022-11-03,59.7352
2022-11-04,59.7352
2022-11-05,59.7352
2022-11-06,59.7352
2022-11-07,59.7352
2022-11-08,59.7352
2022-11-09,59.7352
2022-11-10,59.7352
2022-11-11,59.7352
2022-11-12,59.7352
2022-11-13,59.7352
2022-11-14,59.7352
2022-11-15,59.7352
2022-11-16,59.7352
2022-11-17,59.7352
2022-11-18,59.7352
2022-11-19,59.7352
2022-11-20,59.7352
2022-11-21,59.7352
2022-11-22,59.7352
2022-11-23,59.7352
2022-11-24,59.7352
2022-11-25,59.7352
2022-11-26,59.7352
2022-11-27,59.7352
2022-11-28,59.7352
2022-11-29,59.7352
2022-11-30,59.7352
2022-12-01,59.7352
2022-12-02,59.7352
2022-12-03,59.7352
2022-12-04,59.7352
2022-12-05,59.7352
2022-12-06,59.7352
2022-12-07,59.7352
2022-12-08,59.7352
2022-12-09,59.7352
2022-12-10,59.7352
2022-12-11,59.7352
2022-12-12,59.7352
2022-12-13,59.7352
2022-12-14,59.7352
2022-12-15,59.7352
2022-12-16,59.7352
2022-12-17,59.7352
2022-12-18,59.7352
2022-12-19,59.7352
2022-12-20,59.7352
2022-12-21,59.7352
2022-12-22,59.7352
2022-12-23,59.7352
2022-12-24,59.7352
2022-12-25,59.7352
2022-12-26,59.7352
2022-12-27,59.7352
2022-12-28,59.7352
2022-12-29,59.7352
2022-12-30,59.7352
2022-12-31,59.7352
2023-01-01,59.7352
2023-01-02,59.7352
2023-01-03,59.7352
2023-01-04,59.7352
2023-01-05,59.7352
2023-01-06,59.7352
2023-01-07,59.7352
2023-01-08,59.7352
2023-01-09,59.7352
2023-01-10,59.7352
2023-01-11,59.7352
2023-01-12,59.7352
2023-01-13,59.7352
2023-01-14,59.7352
2023-01-15,59.7352
2023-01-16,59.7352
2023-01-17,59.7352
2023-01-18,59.7352
2023-01-19,59.7352
2023-01-20,59.7352
2023-01-21,59.7352
2023-01-22,59.7352
2023-01-23,59.7352
2023-01-24,59.7352
2023-01-25,59.7352
2023-01-26,59.7352
2023-01-27,59.7352
2023-01-28,59.7352
2023-01-29,59.7352
2023-01-30,59.7352
2023-01-31,59.7352
2023-02-01,59.7352
2023-02-02,59.7352
2023-02-03,59.7352
2023-02-04,59.7352
2023-02-05,59.7352
2023-02-06,59.7352
2023-02-07,59.7352
2023-02-08,59.7352
2023-02-09,59.7352
2023-02-10,59.7352
2023-02-11,59.7352
2023-02-12,59.7352
2023-02-13,59.7352
2023-02-14,59.7352
2023-02-15,59.7352
2023-02-16,59.7352
2023-02-17,59.7352
2023-02-18,59.7352
2023-02-19,59.7352
2023-02-20,59.7352
2023-02-21,59.7352
2023-02-22,59.7352
2023-02-23,59.7352
2023-02-24,59.7352
2023-02-25,59.7352
2023-02-26,59.7352
2023-02-27,59.7352
2023-02-28,59.7352
2023-03-01,59.7352
2023-03-02,59.7352
2023-03-03,59.7352
2023-03-04,59.7352
2023-03-05,59.7352
2023-03-06,59.7352
2023-03-07,59.7352
2023-03-08,59.7352
2023-03-09,59.7352
2023-03-10,59.7352
2023-03-11,59.7352
2023-03-12,59.7352
2023-03-13,59.7352
