,ZBH US Equity
,RSI_30D
2023-03-09,47.7807
2023-03-10,49.609
2023-03-11,49.609
2023-03-12,49.609
2023-03-13,50.6986
2023-03-14,54.0929
2023-03-15,51.9626
2023-03-16,52.2042
2023-03-17,50.4739
2023-03-18,50.4739
2023-03-19,50.4739
2023-03-20,53.3583
2023-03-21,55.3046
2023-03-22,51.6402
2023-03-23,51.0137
2023-03-24,52.5106
2023-03-25,52.5106
2023-03-26,52.5106
2023-03-27,52.4492
2023-03-28,52.9905
2023-03-29,53.8487
2023-03-30,53.8777
2023-03-31,57.2701
2023-04-01,57.2701
2023-04-02,57.2701
2023-04-03,55.2708
2023-04-04,55.0651
2023-04-05,56.0108
2023-04-06,56.8245
2023-04-07,56.8245
2023-04-08,56.8245
2023-04-09,56.8245
2023-04-10,54.9744
2023-04-11,59.3138
2023-04-12,59.5758
2023-04-13,60.7343
2023-04-14,60.4453
2023-04-15,60.4453
2023-04-16,60.4453
2023-04-17,61.8115
2023-04-18,62.8585
2023-04-19,66.9949
2023-04-20,67.2235
2023-04-21,66.3351
2023-04-22,66.3351
2023-04-23,66.3351
2023-04-24,66.5689
2023-04-25,67.5442
2023-04-26,67.5655
2023-04-27,65.9332
2023-04-28,66.0379
2023-04-29,66.0379
2023-04-30,66.0379
2023-05-01,66.4992
2023-05-02,70.8838
2023-05-03,63.8704
2023-05-04,58.5818
2023-05-05,60.0469
2023-05-06,60.0469
2023-05-07,60.0469
2023-05-08,59.2508
2023-05-09,56.9412
2023-05-10,58.5871
2023-05-11,57.3781
2023-05-12,57.4528
2023-05-13,57.4528
2023-05-14,57.4528
2023-05-15,57.5425
2023-05-16,54.1972
2023-05-17,53.3705
2023-05-18,54.3452
2023-05-19,54.3112
2023-05-20,54.3112
2023-05-21,54.3112
2023-05-22,54.7074
2023-05-23,46.9804
2023-05-24,44.7356
2023-05-25,43.6938
2023-05-26,43.5021
2023-05-27,43.5021
2023-05-28,43.5021
2023-05-29,43.5021
2023-05-30,41.9534
2023-05-31,43.5053
2023-06-01,43.5396
2023-06-02,47.5755
2023-06-03,47.5755
2023-06-04,47.5755
2023-06-05,48.5994
2023-06-06,48.3037
2023-06-07,52.4908
2023-06-08,55.4503
2023-06-09,56.3624
2023-06-10,56.3624
2023-06-11,56.3624
2023-06-12,55.6099
2023-06-13,57.2526
2023-06-14,62.9868
2023-06-15,63.5435
2023-06-16,64.9958
2023-06-17,64.9958
2023-06-18,64.9958
2023-06-19,64.9958
2023-06-20,64.2296
2023-06-21,62.8875
2023-06-22,64.5685
2023-06-23,63.9469
2023-06-24,63.9469
2023-06-25,63.9469
2023-06-26,61.8697
2023-06-27,63.9244
2023-06-28,62.5131
2023-06-29,63.6904
2023-06-30,64.1463
2023-07-01,64.1463
2023-07-02,64.1463
2023-07-03,58.8942
2023-07-04,58.8942
2023-07-05,58.653
2023-07-06,56.7926
2023-07-07,56.2515
2023-07-08,56.2515
2023-07-09,56.2515
2023-07-10,58.2483
2023-07-11,59.0337
2023-07-12,58.1387
2023-07-13,58.7009
2023-07-14,57.4177
2023-07-15,57.4177
2023-07-16,57.4177
2023-07-17,54.5663
2023-07-18,54.8376
2023-07-19,54.7193
2023-07-20,57.3574
2023-07-21,56.4801
2023-07-22,56.4801
2023-07-23,56.4801
2023-07-24,54.1495
2023-07-25,53.1978
2023-07-26,55.3621
2023-07-27,52.1454
2023-07-28,51.3269
2023-07-29,51.3269
2023-07-30,51.3269
2023-07-31,49.488
2023-08-01,41.828
2023-08-02,37.8214
2023-08-03,35.4806
2023-08-04,36.315
2023-08-05,36.315
2023-08-06,36.315
2023-08-07,35.6933
2023-08-08,35.0016
2023-08-09,35.5886
2023-08-10,35.2499
2023-08-11,34.3848
2023-08-12,34.3848
2023-08-13,34.3848
2023-08-14,34.1773
2023-08-15,33.0609
2023-08-16,31.6757
2023-08-17,30.3599
2023-08-18,30.1412
2023-08-19,30.1412
2023-08-20,30.1412
2023-08-21,32.4077
2023-08-22,28.6298
2023-08-23,27.9699
2023-08-24,27.5826
2023-08-25,29.3397
2023-08-26,29.3397
2023-08-27,29.3397
2023-08-28,33.4947
2023-08-29,36.3681
2023-08-30,38.0142
2023-08-31,36.9186
2023-09-01,37.4679
2023-09-02,37.4679
2023-09-03,37.4679
2023-09-04,37.4679
2023-09-05,35.8625
2023-09-06,43.3092
2023-09-07,41.1144
2023-09-08,41.3138
2023-09-09,41.3138
2023-09-10,41.3138
2023-09-11,43.8297
2023-09-12,42.7597
2023-09-13,41.9212
2023-09-14,43.3435
2023-09-15,43.0024
2023-09-16,43.0024
2023-09-17,43.0024
2023-09-18,44.0603
2023-09-19,43.5723
2023-09-20,42.0799
2023-09-21,39.3856
2023-09-22,38.4223
2023-09-23,38.4223
2023-09-24,38.4223
2023-09-25,39.2315
2023-09-26,34.6278
2023-09-27,33.2256
2023-09-28,36.2784
2023-09-29,36.0673
2023-09-30,36.0673
2023-10-01,36.0673
2023-10-02,35.3581
2023-10-03,34.3961
2023-10-04,33.8504
2023-10-05,33.51
2023-10-06,36.2482
2023-10-07,36.2482
2023-10-08,36.2482
2023-10-09,36.0384
2023-10-10,38.547
2023-10-11,32.5287
2023-10-12,30.6267
2023-10-13,33.0592
2023-10-14,33.0592
2023-10-15,33.0592
2023-10-16,34.1923
2023-10-17,36.4763
2023-10-18,36.1393
2023-10-19,34.9856
2023-10-20,34.7776
2023-10-21,34.7776
2023-10-22,34.7776
2023-10-23,35.7266
2023-10-24,35.442
2023-10-25,34.3799
2023-10-26,33.9242
2023-10-27,34.0459
2023-10-28,34.0459
2023-10-29,34.0459
2023-10-30,34.4387
2023-10-31,36.2245
2023-11-01,37.3889
2023-11-02,45.4039
2023-11-03,43.7658
2023-11-04,43.7658
2023-11-05,43.7658
2023-11-06,44.5508
2023-11-07,40.9291
2023-11-08,39.8647
2023-11-09,39.1365
2023-11-10,41.092
2023-11-11,41.092
2023-11-12,41.092
2023-11-13,41.6884
2023-11-14,44.9322
2023-11-15,48.1546
2023-11-16,49.4761
2023-11-17,49.6279
2023-11-18,49.6279
2023-11-19,49.6279
2023-11-20,50.688
2023-11-21,51.2
2023-11-22,52.389
2023-11-23,52.389
2023-11-24,51.8271
2023-11-25,51.8271
2023-11-26,51.8271
2023-11-27,52.3688
2023-11-28,51.2777
2023-11-29,52.4127
2023-11-30,55.5007
2023-12-01,57.483
2023-12-02,57.483
2023-12-03,57.483
2023-12-04,55.8097
2023-12-05,54.1929
2023-12-06,54.5872
2023-12-07,56.0516
2023-12-08,56.0642
2023-12-09,56.0642
2023-12-10,56.0642
2023-12-11,56.9352
2023-12-12,56.0395
2023-12-13,56.6386
2023-12-14,57.478
2023-12-15,57.6931
2023-12-16,57.6931
2023-12-17,57.6931
2023-12-18,57.8448
2023-12-19,59.4448
2023-12-20,59.4856
2023-12-21,58.7722
2023-12-22,60.0605
2023-12-23,60.0605
2023-12-24,60.0605
2023-12-25,60.0605
2023-12-26,61.5654
2023-12-27,60.9392
2023-12-28,61.6352
2023-12-29,61.7339
2023-12-30,61.7339
2023-12-31,61.7339
2024-01-01,61.7339
2024-01-02,61.0145
2024-01-03,58.9068
2024-01-04,58.2954
2024-01-05,57.7898
2024-01-06,57.7898
2024-01-07,57.7898
2024-01-08,60.9581
2024-01-09,60.7212
2024-01-10,62.7577
2024-01-11,60.7222
2024-01-12,61.7636
2024-01-13,61.7636
2024-01-14,61.7636
2024-01-15,61.7636
2024-01-16,60.7256
2024-01-17,59.7353
2024-01-18,62.2223
2024-01-19,61.076
2024-01-20,61.076
2024-01-21,61.076
2024-01-22,59.2267
2024-01-23,55.7992
2024-01-24,54.5873
2024-01-25,57.0677
2024-01-26,56.4695
2024-01-27,56.4695
2024-01-28,56.4695
2024-01-29,58.5188
2024-01-30,57.2716
2024-01-31,62.17
2024-02-01,64.3308
2024-02-02,62.2573
2024-02-03,62.2573
2024-02-04,62.2573
2024-02-05,60.1858
2024-02-06,63.1458
2024-02-07,63.0376
2024-02-08,54.3468
2024-02-09,53.9375
2024-02-10,53.9375
2024-02-11,53.9375
2024-02-12,58.0878
2024-02-13,53.6753
2024-02-14,51.6824
2024-02-15,55.0321
2024-02-16,55.4192
2024-02-17,55.4192
2024-02-18,55.4192
2024-02-19,55.4192
2024-02-20,55.7624
2024-02-21,59.7618
2024-02-22,59.9728
2024-02-23,60.6913
2024-02-24,60.6913
2024-02-25,60.6913
2024-02-26,56.8947
2024-02-27,56.0899
2024-02-28,52.7025
2024-02-29,53.0039
2024-03-01,52.4774
2024-03-02,52.4774
2024-03-03,52.4774
2024-03-04,54.4822
2024-03-05,53.3491
2024-03-06,54.7494
2024-03-07,56.7081
2024-03-08,55.6974
2024-03-09,55.6974
2024-03-10,55.6974
2024-03-11,57.3464
2024-03-12,57.5601
2024-03-13,54.8511
2024-03-14,53.4692
2024-03-15,52.5769
2024-03-16,52.5769
2024-03-17,52.5769
2024-03-18,53.7044
2024-03-19,54.6918
2024-03-20,54.4686
2024-03-21,55.2533
2024-03-22,55.4445
2024-03-23,55.4445
2024-03-24,55.4445
2024-03-25,56.4949
2024-03-26,56.4174
2024-03-27,62.9729
2024-03-28,61.7573
2024-03-29,61.7573
2024-03-30,61.7573
2024-03-31,61.7573
2024-04-01,57.6799
2024-04-02,55.504
2024-04-03,57.4995
2024-04-04,53.5473
2024-04-05,53.1923
2024-04-06,53.1923
2024-04-07,53.1923
2024-04-08,52.196
