,STX US Equity
2020-06-04,55.6422
2020-06-05,56.112
2020-06-06,56.112
2020-06-07,56.112
2020-06-08,57.7985
2020-06-09,56.3533
2020-06-10,57.0477
2020-06-11,50.3078
2020-06-12,49.3446
2020-06-13,49.3446
2020-06-14,49.3446
2020-06-15,49.5445
2020-06-16,50.9909
2020-06-17,49.9508
2020-06-18,47.8401
2020-06-19,51.5395
2020-06-20,51.5395
2020-06-21,51.5395
2020-06-22,49.8108
2020-06-23,46.8988
2020-06-24,45.2229
2020-06-25,45.4005
2020-06-26,44.3722
2020-06-27,44.3722
2020-06-28,44.3722
2020-06-29,45.6949
2020-06-30,46.7721
2020-07-01,45.1886
2020-07-02,45.2577
2020-07-03,45.2577
2020-07-04,45.2577
2020-07-05,45.2577
2020-07-06,46.4619
2020-07-07,45.0936
2020-07-08,44.2871
2020-07-09,44.6964
2020-07-10,45.8195
2020-07-11,45.8195
2020-07-12,45.8195
2020-07-13,45.7394
2020-07-14,45.8373
2020-07-15,47.5223
2020-07-16,48.028
2020-07-17,47.6082
2020-07-18,47.6082
2020-07-19,47.6082
2020-07-20,48.2591
2020-07-21,49.9284
2020-07-22,50.0288
2020-07-23,51.1046
2020-07-24,47.216
2020-07-25,47.216
2020-07-26,47.216
2020-07-27,50.2904
2020-07-28,48.3786
2020-07-29,41.4957
2020-07-30,41.6771
2020-07-31,43.3327
2020-08-01,43.3327
2020-08-02,43.3327
2020-08-03,42.6304
2020-08-04,43.9181
2020-08-05,43.5012
2020-08-06,43.2237
2020-08-07,43.9848
2020-08-08,43.9848
2020-08-09,43.9848
2020-08-10,45.6221
2020-08-11,45.1017
2020-08-12,44.8463
2020-08-13,43.499
2020-08-14,43.8995
2020-08-15,43.8995
2020-08-16,43.8995
2020-08-17,43.5799
2020-08-18,43.977
2020-08-19,44.8306
2020-08-20,44.0947
2020-08-21,43.6826
2020-08-22,43.6826
2020-08-23,43.6826
2020-08-24,45.7036
2020-08-25,45.332
2020-08-26,46.1052
2020-08-27,45.6903
2020-08-28,48.4877
2020-08-29,48.4877
2020-08-30,48.4877
2020-08-31,51.8819
2020-09-01,49.6423
2020-09-02,53.1024
2020-09-03,49.6217
2020-09-04,49.4429
2020-09-05,49.4429
2020-09-06,49.4429
2020-09-07,49.4429
2020-09-08,46.5781
2020-09-09,47.8567
2020-09-10,47.2073
2020-09-11,48.6723
2020-09-12,48.6723
2020-09-13,48.6723
2020-09-14,51.2202
2020-09-15,50.496
2020-09-16,53.4191
2020-09-17,54.4034
2020-09-18,53.6056
2020-09-19,53.6056
2020-09-20,53.6056
2020-09-21,52.1471
2020-09-22,50.8848
2020-09-23,50.6652
2020-09-24,50.1675
2020-09-25,52.1139
2020-09-26,52.1139
2020-09-27,52.1139
2020-09-28,55.3606
2020-09-29,56.2345
2020-09-30,54.0967
2020-10-01,53.5439
2020-10-02,52.6951
2020-10-03,52.6951
2020-10-04,52.6951
2020-10-05,53.5754
2020-10-06,54.7295
2020-10-07,56.6627
2020-10-08,58.5582
2020-10-09,57.494
2020-10-10,57.494
2020-10-11,57.494
2020-10-12,58.1926
2020-10-13,57.8545
2020-10-14,57.4152
2020-10-15,58.1432
2020-10-16,58.357
2020-10-17,58.357
2020-10-18,58.357
2020-10-19,60.0234
2020-10-20,59.1271
2020-10-21,58.4327
2020-10-22,58.6837
2020-10-23,55.0721
2020-10-24,55.0721
2020-10-25,55.0721
2020-10-26,49.7073
2020-10-27,48.5932
2020-10-28,46.4268
2020-10-29,46.2176
2020-10-30,46.7144
2020-10-31,46.7144
2020-11-01,46.7144
2020-11-02,48.999
2020-11-03,53.8564
2020-11-04,54.1608
2020-11-05,59.4232
2020-11-06,60.9292
2020-11-07,60.9292
2020-11-08,60.9292
2020-11-09,62.2228
2020-11-10,63.3082
2020-11-11,63.0124
2020-11-12,58.4904
2020-11-13,61.5069
2020-11-14,61.5069
2020-11-15,61.5069
2020-11-16,63.7142
2020-11-17,62.4197
2020-11-18,61.6067
2020-11-19,62.8668
2020-11-20,61.9086
2020-11-21,61.9086
2020-11-22,61.9086
2020-11-23,64.2882
2020-11-24,66.9461
2020-11-25,66.2885
2020-11-26,66.2885
2020-11-27,66.5154
2020-11-28,66.5154
2020-11-29,66.5154
2020-11-30,67.0558
2020-12-01,69.3511
2020-12-02,70.6516
2020-12-03,72.1815
2020-12-04,74.2857
2020-12-05,74.2857
2020-12-06,74.2857
2020-12-07,71.5354
2020-12-08,72.3272
2020-12-09,71.2774
2020-12-10,72.8929
2020-12-11,72.6962
2020-12-12,72.6962
2020-12-13,72.6962
2020-12-14,72.2925
2020-12-15,73.9627
2020-12-16,74.3565
2020-12-17,74.0056
2020-12-18,68.9878
2020-12-19,68.9878
2020-12-20,68.9878
2020-12-21,69.4622
2020-12-22,65.2682
2020-12-23,63.2631
2020-12-24,63.0274
2020-12-25,63.0274
2020-12-26,63.0274
2020-12-27,63.0274
2020-12-28,61.7484
2020-12-29,56.8627
2020-12-30,56.4427
2020-12-31,59.4627
2021-01-01,59.4627
2021-01-02,59.4627
2021-01-03,59.4627
2021-01-04,54.2726
2021-01-05,54.4308
2021-01-06,53.7335
2021-01-07,54.2354
2021-01-08,51.559
2021-01-09,51.559
2021-01-10,51.559
2021-01-11,50.9036
2021-01-12,51.6082
2021-01-13,53.5225
2021-01-14,53.6658
2021-01-15,54.8943
2021-01-16,54.8943
2021-01-17,54.8943
2021-01-18,54.8943
2021-01-19,56.4234
2021-01-20,56.8496
2021-01-21,59.9311
2021-01-22,52.4382
2021-01-23,52.4382
2021-01-24,52.4382
2021-01-25,54.8042
2021-01-26,60.9947
2021-01-27,69.1622
2021-01-28,59.6178
2021-01-29,58.7412
2021-01-30,58.7412
2021-01-31,58.7412
2021-02-01,59.4625
2021-02-02,59.5097
2021-02-03,60.323
2021-02-04,60.6357
2021-02-05,62.6503
2021-02-06,62.6503
2021-02-07,62.6503
2021-02-08,64.7856
2021-02-09,65.762
2021-02-10,63.1497
2021-02-11,64.7059
2021-02-12,64.2287
2021-02-13,64.2287
2021-02-14,64.2287
2021-02-15,64.2287
2021-02-16,61.9414
2021-02-17,62.4107
2021-02-18,63.6106
2021-02-19,64.3546
2021-02-20,64.3546
2021-02-21,64.3546
2021-02-22,64.7331
2021-02-23,62.1816
2021-02-24,64.6023
2021-02-25,61.7424
2021-02-26,62.184
2021-02-27,62.184
2021-02-28,62.184
2021-03-01,62.861
2021-03-02,60.3742
2021-03-03,64.2527
2021-03-04,56.9518
2021-03-05,58.9254
2021-03-06,58.9254
2021-03-07,58.9254
2021-03-08,60.1843
2021-03-09,60.8057
2021-03-10,60.4418
2021-03-11,62.8659
2021-03-12,62.0688
2021-03-13,62.0688
2021-03-14,62.0688
2021-03-15,59.7831
2021-03-16,59.8612
2021-03-17,62.5492
2021-03-18,56.1538
2021-03-19,56.9949
2021-03-20,56.9949
2021-03-21,56.9949
2021-03-22,58.4173
2021-03-23,53.7301
2021-03-24,52.0862
2021-03-25,53.9786
2021-03-26,57.2005
2021-03-27,57.2005
2021-03-28,57.2005
2021-03-29,56.1439
2021-03-30,56.6369
2021-03-31,57.7349
2021-04-01,59.4933
2021-04-02,59.4933
2021-04-03,59.4933
2021-04-04,59.4933
2021-04-05,60.1923
2021-04-06,59.4745
2021-04-07,59.7229
2021-04-08,60.8003
2021-04-09,61.3453
2021-04-10,61.3453
2021-04-11,61.3453
2021-04-12,60.3302
2021-04-13,60.4067
2021-04-14,60.7424
2021-04-15,61.9119
2021-04-16,62.7215
2021-04-17,62.7215
2021-04-18,62.7215
2021-04-19,63.0073
2021-04-20,63.0974
2021-04-21,64.7295
2021-04-22,64.9477
2021-04-23,69.8406
2021-04-24,69.8406
2021-04-25,69.8406
2021-04-26,73.008
2021-04-27,73.6744
2021-04-28,74.3367
2021-04-29,75.412
2021-04-30,68.178
2021-05-01,68.178
2021-05-02,68.178
2021-05-03,66.1384
2021-05-04,61.3602
2021-05-05,61.2868
2021-05-06,62.726
2021-05-07,64.1149
2021-05-08,64.1149
2021-05-09,64.1149
2021-05-10,61.7352
2021-05-11,57.2157
2021-05-12,54.2277
2021-05-13,56.9214
2021-05-14,65.3324
2021-05-15,65.3324
2021-05-16,65.3324
2021-05-17,68.9537
2021-05-18,65.4942
2021-05-19,63.7532
2021-05-20,60.9031
2021-05-21,58.0611
2021-05-22,58.0611
2021-05-23,58.0611
2021-05-24,60.8198
2021-05-25,56.5868
2021-05-26,58.6912
2021-05-27,58.3709
2021-05-28,57.755
2021-05-29,57.755
2021-05-30,57.755
2021-05-31,57.755
2021-06-01,59.3848
2021-06-02,59.1769
2021-06-03,58.7324
2021-06-04,59.7855
2021-06-05,59.7855
2021-06-06,59.7855
2021-06-07,59.3107
2021-06-08,60.8043
2021-06-09,59.256
2021-06-10,57.3721
2021-06-11,56.6842
2021-06-12,56.6842
2021-06-13,56.6842
2021-06-14,54.6127
2021-06-15,53.9171
2021-06-16,52.7115
2021-06-17,49.1886
2021-06-18,46.2784
2021-06-19,46.2784
2021-06-20,46.2784
2021-06-21,46.2877
2021-06-22,45.6231
2021-06-23,45.8812
2021-06-24,47.4969
2021-06-25,47.6061
2021-06-26,47.6061
2021-06-27,47.6061
2021-06-28,47.3375
2021-06-29,48.8504
2021-06-30,49.1076
2021-07-01,47.8045
2021-07-02,48.2491
2021-07-03,48.2491
2021-07-04,48.2491
2021-07-05,48.2491
2021-07-06,46.8397
2021-07-07,49.2392
2021-07-08,47.8913
2021-07-09,49.4738
2021-07-10,49.4738
2021-07-11,49.4738
2021-07-12,50.559
2021-07-13,50.0358
2021-07-14,51.2533
2021-07-15,47.5405
2021-07-16,45.8665
2021-07-17,45.8665
2021-07-18,45.8665
2021-07-19,45.6991
2021-07-20,47.1091
2021-07-21,44.2466
2021-07-22,44.8939
2021-07-23,47.6197
2021-07-24,47.6197
2021-07-25,47.6197
2021-07-26,48.5092
2021-07-27,47.3612
2021-07-28,48.9881
2021-07-29,49.6681
2021-07-30,50.465
2021-07-31,50.465
2021-08-01,50.465
2021-08-02,51.1508
2021-08-03,53.2915
2021-08-04,51.9424
2021-08-05,53.6846
2021-08-06,55.0191
2021-08-07,55.0191
2021-08-08,55.0191
2021-08-09,55.4125
2021-08-10,55.6834
2021-08-11,57.1486
2021-08-12,52.7692
2021-08-13,52.1553
2021-08-14,52.1553
2021-08-15,52.1553
2021-08-16,52.5862
2021-08-17,51.9323
2021-08-18,50.4024
2021-08-19,49.2699
2021-08-20,50.9357
2021-08-21,50.9357
2021-08-22,50.9357
2021-08-23,53.6259
2021-08-24,46.924
2021-08-25,47.9119
2021-08-26,45.6094
2021-08-27,47.5148
2021-08-28,47.5148
2021-08-29,47.5148
2021-08-30,48.1491
2021-08-31,49.0505
2021-09-01,48.5845
2021-09-02,51.3459
2021-09-03,52.2869
2021-09-04,52.2869
2021-09-05,52.2869
2021-09-06,52.2869
2021-09-07,49.5543
2021-09-08,45.4948
2021-09-09,48.9836
2021-09-10,45.5562
2021-09-11,45.5562
2021-09-12,45.5562
2021-09-13,45.5792
2021-09-14,44.4034
2021-09-15,46.3213
2021-09-16,46.8714
2021-09-17,45.7568
2021-09-18,45.7568
2021-09-19,45.7568
2021-09-20,44.9479
2021-09-21,44.2154
2021-09-22,45.973
2021-09-23,48.5439
2021-09-24,49.7685
2021-09-25,49.7685
2021-09-26,49.7685
2021-09-27,50.7365
2021-09-28,47.6361
2021-09-29,46.4443
2021-09-30,45.8191
2021-10-01,48.1711
2021-10-02,48.1711
2021-10-03,48.1711
2021-10-04,47.864
2021-10-05,49.1192
2021-10-06,44.1741
2021-10-07,45.6333
2021-10-08,43.7623
2021-10-09,43.7623
2021-10-10,43.7623
2021-10-11,45.872
2021-10-12,43.2832
2021-10-13,43.9822
2021-10-14,47.4853
2021-10-15,46.9565
2021-10-16,46.9565
2021-10-17,46.9565
2021-10-18,46.1744
2021-10-19,46.0474
2021-10-20,45.4124
2021-10-21,47.58
2021-10-22,53.191
2021-10-23,53.191
2021-10-24,53.191
2021-10-25,55.1134
2021-10-26,53.822
2021-10-27,53.7741
2021-10-28,55.3346
2021-10-29,54.731
2021-10-30,54.731
2021-10-31,54.731
2021-11-01,57.5548
2021-11-02,57.45
2021-11-03,59.0319
2021-11-04,60.7265
2021-11-05,62.0077
2021-11-06,62.0077
2021-11-07,62.0077
2021-11-08,62.8465
2021-11-09,64.1709
2021-11-10,63.7665
2021-11-11,68.5108
2021-11-12,70.3514
2021-11-13,70.3514
2021-11-14,70.3514
2021-11-15,66.8732
2021-11-16,64.2036
2021-11-17,60.73
2021-11-18,61.0135
2021-11-19,60.4242
2021-11-20,60.4242
2021-11-21,60.4242
2021-11-22,61.1186
2021-11-23,61.0658
2021-11-24,60.3381
2021-11-25,60.3381
2021-11-26,57.1795
2021-11-27,57.1795
2021-11-28,57.1795
2021-11-29,61.8266
2021-11-30,60.1025
2021-12-01,61.0483
2021-12-02,62.0583
2021-12-03,62.2972
2021-12-04,62.2972
2021-12-05,62.2972
2021-12-06,59.9291
2021-12-07,63.7865
2021-12-08,60.3488
2021-12-09,57.2155
2021-12-10,58.0134
2021-12-11,58.0134
2021-12-12,58.0134
2021-12-13,55.5738
2021-12-14,56.2229
2021-12-15,57.9696
2021-12-16,58.0359
2021-12-17,57.9178
2021-12-18,57.9178
2021-12-19,57.9178
2021-12-20,58.4602
2021-12-21,62.363
2021-12-22,63.1774
2021-12-23,63.9981
2021-12-24,63.9981
2021-12-25,63.9981
2021-12-26,63.9981
2021-12-27,65.5645
2021-12-28,65.7265
2021-12-29,66.5477
2021-12-30,64.857
2021-12-31,63.7583
2022-01-01,63.7583
2022-01-02,63.7583
2022-01-03,63.9006
2022-01-04,66.0899
2022-01-05,64.2438
2022-01-06,61.1033
2022-01-07,59.2765
2022-01-08,59.2765
2022-01-09,59.2765
2022-01-10,62.1304
2022-01-11,58.8037
2022-01-12,60.0415
2022-01-13,57.2262
2022-01-14,55.3828
2022-01-15,55.3828
2022-01-16,55.3828
2022-01-17,55.3828
2022-01-18,51.4713
2022-01-19,48.5323
2022-01-20,46.8107
2022-01-21,42.814
2022-01-22,42.814
2022-01-23,42.814
2022-01-24,44.4527
2022-01-25,42.6192
2022-01-26,44.1511
2022-01-27,50.7087
2022-01-28,53.2804
2022-01-29,53.2804
2022-01-30,53.2804
2022-01-31,53.3784
2022-02-01,54.0
2022-02-02,55.8276
2022-02-03,53.8072
2022-02-04,54.2317
2022-02-05,54.2317
2022-02-06,54.2317
2022-02-07,54.7943
2022-02-08,55.809
2022-02-09,56.8419
2022-02-10,54.8619
2022-02-11,53.5404
2022-02-12,53.5404
2022-02-13,53.5404
2022-02-14,51.1405
2022-02-15,54.2564
2022-02-16,55.7432
2022-02-17,55.1096
2022-02-18,52.7145
2022-02-19,52.7145
2022-02-20,52.7145
2022-02-21,52.7145
2022-02-22,51.5422
2022-02-23,49.3255
2022-02-24,47.9128
2022-02-25,49.4725
2022-02-26,49.4725
2022-02-27,49.4725
2022-02-28,47.9861
2022-03-01,45.9033
2022-03-02,50.3609
2022-03-03,49.4971
2022-03-04,48.2781
2022-03-05,48.2781
2022-03-06,48.2781
2022-03-07,45.8397
2022-03-08,39.484
2022-03-09,39.3772
2022-03-10,38.3809
2022-03-11,37.5625
2022-03-12,37.5625
2022-03-13,37.5625
2022-03-14,36.9874
2022-03-15,39.2081
2022-03-16,40.9513
2022-03-17,42.4985
2022-03-18,44.51
2022-03-19,44.51
2022-03-20,44.51
2022-03-21,43.5446
2022-03-22,44.8284
2022-03-23,43.1884
2022-03-24,45.48
2022-03-25,43.3195
2022-03-26,43.3195
2022-03-27,43.3195
2022-03-28,44.6523
2022-03-29,45.7827
2022-03-30,44.0968
2022-03-31,43.0397
2022-04-01,42.694
2022-04-02,42.694
2022-04-03,42.694
2022-04-04,44.1915
2022-04-05,42.1199
2022-04-06,40.6857
2022-04-07,41.1207
2022-04-08,40.0673
2022-04-09,40.0673
2022-04-10,40.0673
2022-04-11,39.7001
2022-04-12,38.7327
2022-04-13,39.7852
2022-04-14,37.879
2022-04-15,37.879
2022-04-16,37.879
2022-04-17,37.879
2022-04-18,38.8924
2022-04-19,40.9088
2022-04-20,42.6618
2022-04-21,41.4825
2022-04-22,40.093
2022-04-23,40.093
2022-04-24,40.093
2022-04-25,40.2288
2022-04-26,37.7915
2022-04-27,40.5143
2022-04-28,41.0898
2022-04-29,40.9873
2022-04-30,40.9873
2022-05-01,40.9873
2022-05-02,41.4639
2022-05-03,43.1329
2022-05-04,45.9661
2022-05-05,42.7554
2022-05-06,42.6727
2022-05-07,42.6727
2022-05-08,42.6727
2022-05-09,40.8272
2022-05-10,41.3381
2022-05-11,38.4717
2022-05-12,39.6165
2022-05-13,42.5899
2022-05-14,42.5899
2022-05-15,42.5899
2022-05-16,44.8709
2022-05-17,49.0859
2022-05-18,46.5018
2022-05-19,45.1973
2022-05-20,43.3081
2022-05-21,43.3081
2022-05-22,43.3081
2022-05-23,45.1057
2022-05-24,43.2407
2022-05-25,46.2452
2022-05-26,49.002
2022-05-27,51.0654
2022-05-28,51.0654
2022-05-29,51.0654
2022-05-30,51.0654
2022-05-31,48.1732
2022-06-01,47.3878
2022-06-02,48.2344
2022-06-03,46.6725
2022-06-04,46.6725
2022-06-05,46.6725
2022-06-06,46.5352
2022-06-07,48.3386
2022-06-08,47.6564
2022-06-09,46.9369
2022-06-10,45.0601
2022-06-11,45.0601
2022-06-12,45.0601
2022-06-13,42.2732
2022-06-14,41.2313
2022-06-15,41.8725
2022-06-16,38.0562
2022-06-17,40.0077
2022-06-18,40.0077
2022-06-19,40.0077
2022-06-20,40.0077
2022-06-21,40.0182
2022-06-22,39.2401
2022-06-23,39.1316
2022-06-24,42.8343
2022-06-25,42.8343
2022-06-26,42.8343
2022-06-27,42.8977
2022-06-28,41.857
2022-06-29,40.7325
2022-06-30,40.7009
2022-07-01,38.8661
2022-07-02,38.8661
2022-07-03,38.8661
2022-07-04,38.8661
2022-07-05,41.4457
2022-07-06,41.6979
2022-07-07,44.9953
2022-07-08,45.4054
2022-07-09,45.4054
2022-07-10,45.4054
2022-07-11,44.9131
2022-07-12,45.4232
2022-07-13,45.2115
2022-07-14,46.4095
2022-07-15,48.6854
2022-07-16,48.6854
2022-07-17,48.6854
2022-07-18,48.6106
2022-07-19,52.1701
2022-07-20,53.4712
2022-07-21,54.9949
2022-07-22,47.8573
2022-07-23,47.8573
2022-07-24,47.8573
2022-07-25,47.5653
2022-07-26,47.0575
2022-07-27,49.8676
2022-07-28,50.9881
2022-07-29,51.1695
2022-07-30,51.1695
2022-07-31,51.1695
2022-08-01,50.6949
2022-08-02,50.1157
2022-08-03,51.363
2022-08-04,51.6134
2022-08-05,52.2326
2022-08-06,52.2326
2022-08-07,52.2326
2022-08-08,52.3789
2022-08-09,48.0019
2022-08-10,51.3737
2022-08-11,53.5844
2022-08-12,54.5478
2022-08-13,54.5478
2022-08-14,54.5478
2022-08-15,53.0873
2022-08-16,52.6722
2022-08-17,49.6755
2022-08-18,52.249
2022-08-19,50.3972
2022-08-20,50.3972
2022-08-21,50.3972
2022-08-22,46.8771
2022-08-23,45.8921
2022-08-24,46.4795
2022-08-25,49.9721
2022-08-26,45.4959
2022-08-27,45.4959
2022-08-28,45.4959
2022-08-29,43.6908
2022-08-30,41.1182
2022-08-31,39.2454
2022-09-01,38.4789
2022-09-02,38.1454
2022-09-03,38.1454
2022-09-04,38.1454
2022-09-05,38.1454
2022-09-06,38.0544
2022-09-07,38.3964
2022-09-08,39.0539
2022-09-09,42.4194
2022-09-10,42.4194
2022-09-11,42.4194
2022-09-12,42.3657
2022-09-13,39.3307
2022-09-14,37.7307
2022-09-15,37.2342
2022-09-16,37.4073
2022-09-17,37.4073
2022-09-18,37.4073
2022-09-19,36.8494
2022-09-20,35.7264
2022-09-21,35.4052
2022-09-22,34.8461
2022-09-23,33.993
2022-09-24,33.993
2022-09-25,33.993
2022-09-26,32.1568
2022-09-27,33.9182
2022-09-28,34.6114
2022-09-29,32.5693
2022-09-30,31.7131
2022-10-01,31.7131
2022-10-02,31.7131
2022-10-03,34.0974
2022-10-04,37.4073
2022-10-05,38.0255
2022-10-06,36.5326
2022-10-07,34.9246
2022-10-08,34.9246
2022-10-09,34.9246
2022-10-10,33.7198
2022-10-11,33.5166
2022-10-12,33.3965
2022-10-13,35.3463
2022-10-14,34.1346
2022-10-15,34.1346
2022-10-16,34.1346
2022-10-17,36.4209
2022-10-18,36.3399
2022-10-19,36.2287
2022-10-20,36.5299
2022-10-21,40.8337
2022-10-22,40.8337
2022-10-23,40.8337
2022-10-24,41.7485
2022-10-25,44.2597
2022-10-26,39.4594
2022-10-27,38.1323
2022-10-28,37.665
2022-10-29,37.665
2022-10-30,37.665
2022-10-31,36.0603
2022-11-01,38.1467
2022-11-02,36.7522
2022-11-03,35.8712
2022-11-04,39.7972
2022-11-05,39.7972
2022-11-06,39.7972
2022-11-07,41.8284
2022-11-08,42.4243
2022-11-09,40.0458
2022-11-10,44.3451
2022-11-11,48.3443
2022-11-12,48.3443
2022-11-13,48.3443
2022-11-14,47.5425
2022-11-15,46.8446
2022-11-16,44.9618
2022-11-17,45.5834
2022-11-18,45.786
2022-11-19,45.786
2022-11-20,45.786
2022-11-21,45.2736
2022-11-22,45.2871
2022-11-23,46.2457
2022-11-24,46.2457
2022-11-25,46.1144
2022-11-26,46.1144
2022-11-27,46.1144
2022-11-28,43.3471
2022-11-29,42.4
2022-11-30,44.6127
2022-12-01,45.0865
2022-12-02,44.691
2022-12-03,44.691
2022-12-04,44.691
2022-12-05,43.8235
2022-12-06,43.7624
2022-12-07,44.3556
2022-12-08,47.2493
2022-12-09,46.8563
2022-12-10,46.8563
2022-12-11,46.8563
2022-12-12,49.0919
2022-12-13,49.9021
2022-12-14,47.8674
2022-12-15,44.707
2022-12-16,44.4012
2022-12-17,44.4012
2022-12-18,44.4012
2022-12-19,42.9573
2022-12-20,44.152
2022-12-21,43.1517
2022-12-22,43.112
2022-12-23,43.6474
2022-12-24,43.6474
2022-12-25,43.6474
2022-12-26,43.6474
2022-12-27,46.346
2022-12-28,44.8967
2022-12-29,48.1672
2022-12-30,47.5595
2022-12-31,47.5595
2023-01-01,47.5595
2023-01-02,47.5595
2023-01-03,46.4793
2023-01-04,47.5098
2023-01-05,49.1696
2023-01-06,52.8983
2023-01-07,52.8983
2023-01-08,52.8983
2023-01-09,51.9694
2023-01-10,53.6247
2023-01-11,54.706
2023-01-12,55.5073
2023-01-13,54.5973
2023-01-14,54.5973
2023-01-15,54.5973
2023-01-16,54.5973
2023-01-17,54.0936
2023-01-18,56.6498
2023-01-19,55.6856
2023-01-20,57.3464
2023-01-21,57.3464
2023-01-22,57.3464
2023-01-23,62.2916
2023-01-24,60.4285
2023-01-25,60.4529
2023-01-26,67.4841
2023-01-27,67.4474
2023-01-28,67.4474
2023-01-29,67.4474
2023-01-30,63.4661
2023-01-31,64.4588
2023-02-01,66.9286
2023-02-02,68.4995
2023-02-03,65.9484
2023-02-04,65.9484
2023-02-05,65.9484
2023-02-06,64.0477
2023-02-07,65.4483
2023-02-08,65.0761
2023-02-09,62.922
2023-02-10,64.3341
2023-02-11,64.3341
2023-02-12,64.3341
2023-02-13,64.3815
2023-02-14,65.455
2023-02-15,64.5819
2023-02-16,62.0649
2023-02-17,61.5992
2023-02-18,61.5992
2023-02-19,61.5992
2023-02-20,61.5992
2023-02-21,56.4398
2023-02-22,55.3983
2023-02-23,56.2338
2023-02-24,54.7126
2023-02-25,54.7126
2023-02-26,54.7126
2023-02-27,52.0076
2023-02-28,52.4176
2023-03-01,51.7682
2023-03-02,52.7859
2023-03-03,52.3382
2023-03-04,52.3382
2023-03-05,52.3382
2023-03-06,50.431
2023-03-07,48.6981
2023-03-08,50.9019
2023-03-09,50.3315
2023-03-10,48.1291
2023-03-11,48.1291
2023-03-12,48.1291
2023-03-13,46.1647
2023-03-14,47.2391
2023-03-15,45.6187
2023-03-16,47.7577
2023-03-17,47.5427
2023-03-18,47.5427
2023-03-19,47.5427
