,DHI US Equity
,RSI_30D
2020-01-01,47.0715
2020-01-02,46.6104
2020-01-03,47.7573
2020-01-04,47.7573
2020-01-05,47.7573
2020-01-06,49.0634
2020-01-07,48.5058
2020-01-08,49.3689
2020-01-09,48.6992
2020-01-10,50.2178
2020-01-11,50.2178
2020-01-12,50.2178
2020-01-13,49.6101
2020-01-14,51.7829
2020-01-15,53.6495
2020-01-16,54.8728
2020-01-17,55.7784
2020-01-18,55.7784
2020-01-19,55.7784
2020-01-20,55.7784
2020-01-21,59.0259
2020-01-22,60.1083
2020-01-23,63.5805
2020-01-24,61.8771
2020-01-25,61.8771
2020-01-26,61.8771
2020-01-27,64.2702
2020-01-28,67.3917
2020-01-29,65.1535
2020-01-30,63.7055
2020-01-31,60.1669
2020-02-01,60.1669
2020-02-02,60.1669
2020-02-03,58.755
2020-02-04,55.6147
2020-02-05,59.791
2020-02-06,61.5059
2020-02-07,62.0085
2020-02-08,62.0085
2020-02-09,62.0085
2020-02-10,63.4791
2020-02-11,64.0755
2020-02-12,63.2582
2020-02-13,63.3883
2020-02-14,63.6545
2020-02-15,63.6545
2020-02-16,63.6545
2020-02-17,63.6545
2020-02-18,63.6935
2020-02-19,63.794
2020-02-20,64.1431
2020-02-21,63.5096
2020-02-22,63.5096
2020-02-23,63.5096
2020-02-24,58.4187
2020-02-25,51.5237
2020-02-26,47.7375
2020-02-27,46.1006
2020-02-28,40.8186
2020-02-29,40.8186
2020-03-01,40.8186
2020-03-02,44.7621
2020-03-03,46.5568
2020-03-04,52.7615
2020-03-05,49.0891
2020-03-06,45.6923
2020-03-07,45.6923
2020-03-08,45.6923
2020-03-09,37.6729
2020-03-10,41.1883
2020-03-11,35.2774
2020-03-12,29.974
2020-03-13,30.1098
2020-03-14,30.1098
2020-03-15,30.1098
2020-03-16,25.1029
2020-03-17,25.0379
2020-03-18,23.7394
2020-03-19,25.7396
2020-03-20,27.918
2020-03-21,27.918
2020-03-22,27.918
2020-03-23,26.8361
2020-03-24,31.8358
2020-03-25,37.3426
2020-03-26,40.0533
2020-03-27,38.2279
2020-03-28,38.2279
2020-03-29,38.2279
2020-03-30,38.1977
2020-03-31,36.1068
2020-04-01,35.1809
2020-04-02,35.1244
2020-04-03,34.7922
2020-04-04,34.7922
2020-04-05,34.7922
2020-04-06,40.73
2020-04-07,40.479
2020-04-08,44.0564
2020-04-09,45.5691
2020-04-10,45.5691
2020-04-11,45.5691
2020-04-12,45.5691
2020-04-13,43.4614
2020-04-14,45.1282
2020-04-15,43.0351
2020-04-16,44.1121
2020-04-17,45.398
2020-04-18,45.398
2020-04-19,45.398
2020-04-20,43.9872
2020-04-21,43.7484
2020-04-22,44.7483
2020-04-23,45.0849
2020-04-24,47.1079
2020-04-25,47.1079
2020-04-26,47.1079
2020-04-27,48.4148
2020-04-28,53.3291
2020-04-29,54.8254
2020-04-30,53.3721
2020-05-01,52.6342
2020-05-02,52.6342
2020-05-03,52.6342
2020-05-04,52.1842
2020-05-05,53.4788
2020-05-06,53.2937
2020-05-07,53.1747
2020-05-08,55.8422
2020-05-09,55.8422
2020-05-10,55.8422
2020-05-11,54.5345
2020-05-12,52.7852
2020-05-13,51.1579
2020-05-14,51.6789
2020-05-15,52.8417
2020-05-16,52.8417
2020-05-17,52.8417
2020-05-18,57.5694
2020-05-19,57.6349
2020-05-20,58.0366
2020-05-21,58.6165
2020-05-22,59.6359
2020-05-23,59.6359
2020-05-24,59.6359
2020-05-25,59.6359
2020-05-26,61.3368
2020-05-27,63.8673
2020-05-28,59.8431
2020-05-29,59.0391
2020-05-30,59.0391
2020-05-31,59.0391
2020-06-01,58.6251
2020-06-02,58.8274
2020-06-03,60.2356
2020-06-04,56.0658
2020-06-05,58.8326
2020-06-06,58.8326
2020-06-07,58.8326
2020-06-08,57.0885
2020-06-09,57.4816
2020-06-10,58.2061
2020-06-11,51.856
2020-06-12,54.7293
2020-06-13,54.7293
2020-06-14,54.7293
2020-06-15,56.4543
2020-06-16,58.316
2020-06-17,58.7612
2020-06-18,57.2764
2020-06-19,55.7823
2020-06-20,55.7823
2020-06-21,55.7823
2020-06-22,56.1515
2020-06-23,56.0894
2020-06-24,53.2732
2020-06-25,53.2942
2020-06-26,51.9888
2020-06-27,51.9888
2020-06-28,51.9888
2020-06-29,53.7155
2020-06-30,54.5972
2020-07-01,52.611
2020-07-02,52.8454
2020-07-03,52.8454
2020-07-04,52.8454
2020-07-05,52.8454
2020-07-06,54.8791
2020-07-07,55.5544
2020-07-08,57.9322
2020-07-09,56.8247
2020-07-10,57.4685
2020-07-11,57.4685
2020-07-12,57.4685
2020-07-13,55.0706
2020-07-14,57.423
2020-07-15,58.3299
2020-07-16,60.7241
2020-07-17,61.586
2020-07-18,61.586
2020-07-19,61.586
2020-07-20,61.6046
2020-07-21,60.4127
2020-07-22,62.4034
2020-07-23,61.0064
2020-07-24,60.8075
2020-07-25,60.8075
2020-07-26,60.8075
2020-07-27,63.4804
2020-07-28,60.4698
2020-07-29,62.345
2020-07-30,61.523
2020-07-31,61.6277
2020-08-01,61.6277
2020-08-02,61.6277
2020-08-03,63.6372
2020-08-04,62.1106
2020-08-05,62.8168
2020-08-06,62.0668
2020-08-07,62.8096
2020-08-08,62.8096
2020-08-09,62.8096
2020-08-10,64.0735
2020-08-11,63.2544
2020-08-12,65.3518
2020-08-13,65.5534
2020-08-14,65.3924
2020-08-15,65.3924
2020-08-16,65.3924
2020-08-17,67.1893
2020-08-18,67.379
2020-08-19,67.8279
2020-08-20,68.352
2020-08-21,70.4243
2020-08-22,70.4243
2020-08-23,70.4243
2020-08-24,68.85
2020-08-25,67.5036
2020-08-26,64.8239
2020-08-27,61.9894
2020-08-28,60.8326
2020-08-29,60.8326
2020-08-30,60.8326
2020-08-31,60.0076
2020-09-01,62.2499
2020-09-02,61.4087
2020-09-03,57.4287
2020-09-04,53.8204
2020-09-05,53.8204
2020-09-06,53.8204
2020-09-07,53.8204
2020-09-08,53.4921
2020-09-09,56.0867
2020-09-10,55.5575
2020-09-11,57.5791
2020-09-12,57.5791
2020-09-13,57.5791
2020-09-14,59.1204
2020-09-15,57.5747
2020-09-16,60.4987
2020-09-17,58.8055
2020-09-18,57.8014
2020-09-19,57.8014
2020-09-20,57.8014
2020-09-21,56.8922
2020-09-22,60.6959
2020-09-23,54.3451
2020-09-24,55.271
2020-09-25,55.0345
2020-09-26,55.0345
2020-09-27,55.0345
2020-09-28,57.9471
2020-09-29,57.269
2020-09-30,58.9703
2020-10-01,60.8816
2020-10-02,61.224
2020-10-03,61.224
2020-10-04,61.224
2020-10-05,57.9411
2020-10-06,57.088
2020-10-07,57.7962
2020-10-08,59.8525
2020-10-09,60.243
2020-10-10,60.243
2020-10-11,60.243
2020-10-12,60.5148
2020-10-13,59.7027
2020-10-14,60.1672
2020-10-15,60.7797
2020-10-16,57.8837
2020-10-17,57.8837
2020-10-18,57.8837
2020-10-19,55.8164
2020-10-20,56.7144
2020-10-21,51.6422
2020-10-22,48.3373
2020-10-23,51.4854
2020-10-24,51.4854
2020-10-25,51.4854
2020-10-26,48.7248
2020-10-27,46.6948
2020-10-28,46.4417
2020-10-29,45.457
2020-10-30,44.0696
2020-10-31,44.0696
2020-11-01,44.0696
2020-11-02,47.3019
2020-11-03,47.6715
2020-11-04,53.9797
2020-11-05,51.7356
2020-11-06,49.0963
2020-11-07,49.0963
2020-11-08,49.0963
2020-11-09,43.4529
2020-11-10,49.7172
2020-11-11,51.5613
2020-11-12,50.1794
2020-11-13,51.9045
2020-11-14,51.9045
2020-11-15,51.9045
2020-11-16,52.6923
2020-11-17,52.0159
2020-11-18,53.0271
2020-11-19,53.5571
2020-11-20,53.4457
2020-11-21,53.4457
2020-11-22,53.4457
2020-11-23,55.6225
2020-11-24,52.3046
2020-11-25,53.9855
2020-11-26,53.9855
2020-11-27,53.8966
2020-11-28,53.8966
2020-11-29,53.8966
2020-11-30,52.2516
2020-12-01,49.6965
2020-12-02,46.9192
2020-12-03,50.2631
2020-12-04,49.2136
2020-12-05,49.2136
2020-12-06,49.2136
2020-12-07,51.6813
2020-12-08,48.8017
2020-12-09,47.9457
2020-12-10,48.0072
2020-12-11,47.9486
2020-12-12,47.9486
2020-12-13,47.9486
2020-12-14,48.4801
