,ZTS US Equity
2020-11-11,53.4618
2020-11-12,53.631
2020-11-13,54.0559
2020-11-14,54.0559
2020-11-15,54.0559
2020-11-16,53.6337
2020-11-17,53.7405
2020-11-18,52.0317
2020-11-19,54.224
2020-11-20,54.1238
2020-11-21,54.1238
2020-11-22,54.1238
2020-11-23,52.4296
2020-11-24,49.5973
2020-11-25,48.8729
2020-11-26,48.8729
2020-11-27,49.9848
2020-11-28,49.9848
2020-11-29,49.9848
2020-11-30,49.0452
2020-12-01,49.9207
2020-12-02,47.83
2020-12-03,46.2662
2020-12-04,47.1036
2020-12-05,47.1036
2020-12-06,47.1036
2020-12-07,47.5838
2020-12-08,48.11
2020-12-09,47.8431
2020-12-10,47.3004
2020-12-11,48.7622
2020-12-12,48.7622
2020-12-13,48.7622
2020-12-14,48.7325
2020-12-15,51.2555
2020-12-16,49.8725
2020-12-17,51.9543
2020-12-18,52.8598
2020-12-19,52.8598
2020-12-20,52.8598
2020-12-21,49.9388
2020-12-22,50.9341
2020-12-23,48.9218
2020-12-24,49.8229
2020-12-25,49.8229
2020-12-26,49.8229
2020-12-27,49.8229
2020-12-28,51.5211
2020-12-29,52.2519
2020-12-30,53.3967
2020-12-31,54.6011
2021-01-01,54.6011
2021-01-02,54.6011
2021-01-03,54.6011
2021-01-04,52.4247
2021-01-05,53.5675
2021-01-06,55.8939
2021-01-07,55.7149
2021-01-08,56.7746
2021-01-09,56.7746
2021-01-10,56.7746
2021-01-11,57.9742
2021-01-12,54.0127
2021-01-13,49.5464
2021-01-14,48.5602
2021-01-15,49.1942
2021-01-16,49.1942
2021-01-17,49.1942
2021-01-18,49.1942
2021-01-19,50.521
2021-01-20,51.3452
2021-01-21,52.4853
2021-01-22,51.2101
2021-01-23,51.2101
2021-01-24,51.2101
2021-01-25,49.0396
2021-01-26,47.3394
2021-01-27,41.3683
2021-01-28,45.0618
2021-01-29,43.1644
2021-01-30,43.1644
2021-01-31,43.1644
2021-02-01,44.5728
2021-02-02,46.4413
2021-02-03,44.5858
2021-02-04,46.5297
2021-02-05,48.6389
2021-02-06,48.6389
2021-02-07,48.6389
2021-02-08,49.3503
2021-02-09,49.1694
2021-02-10,49.9583
2021-02-11,53.5636
2021-02-12,55.5329
2021-02-13,55.5329
2021-02-14,55.5329
2021-02-15,55.5329
2021-02-16,55.1175
2021-02-17,57.3034
2021-02-18,56.2597
2021-02-19,48.597
2021-02-20,48.597
2021-02-21,48.597
2021-02-22,48.7424
2021-02-23,48.1786
2021-02-24,47.759
2021-02-25,45.5165
2021-02-26,44.4742
2021-02-27,44.4742
2021-02-28,44.4742
2021-03-01,46.9569
2021-03-02,46.3963
2021-03-03,40.3739
2021-03-04,36.9583
2021-03-05,38.6537
2021-03-06,38.6537
2021-03-07,38.6537
2021-03-08,38.3174
2021-03-09,43.136
2021-03-10,43.9976
2021-03-11,45.147
2021-03-12,45.3389
2021-03-13,45.3389
2021-03-14,45.3389
2021-03-15,47.3968
2021-03-16,47.5677
2021-03-17,48.6043
2021-03-18,45.5407
2021-03-19,46.1955
2021-03-20,46.1955
2021-03-21,46.1955
2021-03-22,48.4931
2021-03-23,48.8621
2021-03-24,48.3292
2021-03-25,46.1525
2021-03-26,49.1884
2021-03-27,49.1884
2021-03-28,49.1884
2021-03-29,51.1404
2021-03-30,49.9441
2021-03-31,50.3358
2021-04-01,50.7076
2021-04-02,50.7076
2021-04-03,50.7076
2021-04-04,50.7076
2021-04-05,51.1871
2021-04-06,48.8161
2021-04-07,50.6804
2021-04-08,52.5929
2021-04-09,52.444
2021-04-10,52.444
2021-04-11,52.444
2021-04-12,54.7913
2021-04-13,55.6094
2021-04-14,55.1897
2021-04-15,57.2194
2021-04-16,58.987
2021-04-17,58.987
2021-04-18,58.987
2021-04-19,59.3615
2021-04-20,60.0767
2021-04-21,61.1959
2021-04-22,59.8661
2021-04-23,61.0576
2021-04-24,61.0576
2021-04-25,61.0576
2021-04-26,60.128
2021-04-27,60.0641
2021-04-28,61.7227
2021-04-29,63.9255
2021-04-30,61.9625
2021-05-01,61.9625
2021-05-02,61.9625
2021-05-03,63.6741
2021-05-04,61.7618
2021-05-05,61.8344
2021-05-06,54.3192
2021-05-07,57.6998
2021-05-08,57.6998
2021-05-09,57.6998
2021-05-10,57.2862
2021-05-11,56.2545
2021-05-12,53.9143
2021-05-13,56.3259
2021-05-14,57.5048
2021-05-15,57.5048
2021-05-16,57.5048
2021-05-17,55.3372
2021-05-18,55.1669
2021-05-19,56.1873
2021-05-20,59.8405
2021-05-21,60.0084
2021-05-22,60.0084
2021-05-23,60.0084
2021-05-24,60.3049
2021-05-25,60.4804
2021-05-26,58.8889
2021-05-27,58.0981
2021-05-28,59.8239
2021-05-29,59.8239
2021-05-30,59.8239
2021-05-31,59.8239
2021-06-01,56.8245
2021-06-02,55.3938
2021-06-03,56.1943
2021-06-04,57.4474
2021-06-05,57.4474
2021-06-06,57.4474
2021-06-07,57.3245
2021-06-08,56.0831
2021-06-09,58.4916
2021-06-10,62.8894
2021-06-11,62.9644
2021-06-12,62.9644
2021-06-13,62.9644
2021-06-14,64.7206
2021-06-15,65.4958
2021-06-16,63.4323
2021-06-17,65.1297
2021-06-18,63.7502
2021-06-19,63.7502
2021-06-20,63.7502
2021-06-21,64.643
2021-06-22,64.6579
2021-06-23,63.9615
2021-06-24,62.924
2021-06-25,64.4168
2021-06-26,64.4168
2021-06-27,64.4168
2021-06-28,64.1999
2021-06-29,64.9405
2021-06-30,62.5432
2021-07-01,64.9493
2021-07-02,67.4654
2021-07-03,67.4654
2021-07-04,67.4654
2021-07-05,67.4654
2021-07-06,68.3745
2021-07-07,70.554
2021-07-08,69.9052
2021-07-09,70.2525
2021-07-10,70.2525
2021-07-11,70.2525
2021-07-12,70.7885
2021-07-13,71.4175
2021-07-14,72.6426
2021-07-15,70.9811
2021-07-16,70.0882
2021-07-17,70.0882
2021-07-18,70.0882
2021-07-19,67.1991
2021-07-20,69.0087
2021-07-21,65.9302
2021-07-22,67.7289
2021-07-23,69.7447
2021-07-24,69.7447
2021-07-25,69.7447
2021-07-26,65.8784
2021-07-27,66.6044
2021-07-28,67.5564
2021-07-29,68.1271
2021-07-30,66.1172
2021-07-31,66.1172
2021-08-01,66.1172
2021-08-02,65.2893
2021-08-03,66.7424
2021-08-04,67.2344
2021-08-05,65.8469
2021-08-06,63.0692
2021-08-07,63.0692
2021-08-08,63.0692
2021-08-09,60.1752
2021-08-10,58.9319
2021-08-11,57.2123
2021-08-12,59.4173
2021-08-13,60.8268
2021-08-14,60.8268
2021-08-15,60.8268
2021-08-16,63.4678
2021-08-17,64.821
2021-08-18,60.6458
2021-08-19,62.9911
2021-08-20,63.4333
2021-08-21,63.4333
2021-08-22,63.4333
2021-08-23,62.6965
2021-08-24,60.8313
2021-08-25,60.1311
2021-08-26,59.6114
2021-08-27,59.3526
2021-08-28,59.3526
2021-08-29,59.3526
2021-08-30,61.1584
2021-08-31,59.4043
2021-09-01,61.0384
2021-09-02,63.2983
2021-09-03,63.6669
2021-09-04,63.6669
2021-09-05,63.6669
2021-09-06,63.6669
2021-09-07,61.1267
2021-09-08,62.382
2021-09-09,58.1517
2021-09-10,59.0032
2021-09-11,59.0032
2021-09-12,59.0032
2021-09-13,56.573
2021-09-14,54.8777
2021-09-15,55.2698
2021-09-16,53.8645
2021-09-17,49.2094
2021-09-18,49.2094
2021-09-19,49.2094
2021-09-20,49.3469
2021-09-21,51.828
2021-09-22,52.1728
2021-09-23,55.4336
2021-09-24,55.4523
2021-09-25,55.4523
2021-09-26,55.4523
2021-09-27,48.2018
2021-09-28,43.8926
2021-09-29,46.0929
2021-09-30,45.3879
2021-10-01,47.3954
2021-10-02,47.3954
2021-10-03,47.3954
2021-10-04,45.2949
2021-10-05,47.9394
2021-10-06,47.358
2021-10-07,50.3187
2021-10-08,49.3149
2021-10-09,49.3149
2021-10-10,49.3149
2021-10-11,49.1087
2021-10-12,48.651
2021-10-13,48.9561
2021-10-14,51.7585
2021-10-15,53.4112
2021-10-16,53.4112
2021-10-17,53.4112
2021-10-18,53.8668
2021-10-19,55.3804
2021-10-20,56.9772
2021-10-21,58.8587
2021-10-22,58.7322
2021-10-23,58.7322
2021-10-24,58.7322
2021-10-25,61.0993
2021-10-26,59.9181
2021-10-27,58.8125
2021-10-28,61.4316
2021-10-29,63.9387
2021-10-30,63.9387
2021-10-31,63.9387
2021-11-01,60.9213
2021-11-02,59.3608
2021-11-03,58.1825
2021-11-04,62.9089
2021-11-05,61.7776
2021-11-06,61.7776
2021-11-07,61.7776
2021-11-08,62.4955
2021-11-09,64.0741
2021-11-10,60.1355
2021-11-11,59.2149
2021-11-12,60.0397
2021-11-13,60.0397
2021-11-14,60.0397
2021-11-15,59.1963
2021-11-16,62.071
2021-11-17,63.172
2021-11-18,65.4266
2021-11-19,65.9495
2021-11-20,65.9495
2021-11-21,65.9495
2021-11-22,63.6121
2021-11-23,62.8622
2021-11-24,62.3146
2021-11-25,62.3146
2021-11-26,58.1943
2021-11-27,58.1943
2021-11-28,58.1943
2021-11-29,61.1165
2021-11-30,59.5786
2021-12-01,57.2305
2021-12-02,59.6693
2021-12-03,59.7635
2021-12-04,59.7635
2021-12-05,59.7635
2021-12-06,59.3947
2021-12-07,61.2695
2021-12-08,63.7553
2021-12-09,64.0838
2021-12-10,64.8707
2021-12-11,64.8707
2021-12-12,64.8707
2021-12-13,65.4234
2021-12-14,60.7607
2021-12-15,63.2906
2021-12-16,63.7309
2021-12-17,64.6328
2021-12-18,64.6328
2021-12-19,64.6328
2021-12-20,64.5774
2021-12-21,66.5796
2021-12-22,68.707
2021-12-23,69.1923
2021-12-24,69.1923
2021-12-25,69.1923
2021-12-26,69.1923
2021-12-27,71.1609
2021-12-28,68.5988
2021-12-29,69.9745
2021-12-30,67.9045
2021-12-31,66.6715
2022-01-01,66.6715
2022-01-02,66.6715
2022-01-03,57.169
2022-01-04,50.5307
2022-01-05,45.3026
2022-01-06,45.8845
2022-01-07,42.4462
2022-01-08,42.4462
2022-01-09,42.4462
2022-01-10,43.4911
2022-01-11,43.6314
2022-01-12,43.6386
2022-01-13,40.5135
2022-01-14,40.0943
2022-01-15,40.0943
2022-01-16,40.0943
2022-01-17,40.0943
2022-01-18,38.3521
2022-01-19,37.4816
2022-01-20,38.5901
2022-01-21,37.7717
2022-01-22,37.7717
2022-01-23,37.7717
2022-01-24,37.64
2022-01-25,35.2807
2022-01-26,32.8872
2022-01-27,31.9828
2022-01-28,38.1497
2022-01-29,38.1497
2022-01-30,38.1497
2022-01-31,41.3809
2022-02-01,40.9277
2022-02-02,43.2346
2022-02-03,42.583
2022-02-04,41.8624
2022-02-05,41.8624
2022-02-06,41.8624
2022-02-07,42.432
2022-02-08,43.1558
2022-02-09,43.8931
2022-02-10,42.2222
2022-02-11,41.9394
2022-02-12,41.9394
2022-02-13,41.9394
2022-02-14,40.5677
2022-02-15,41.6439
2022-02-16,40.1346
2022-02-17,39.0275
2022-02-18,38.0859
2022-02-19,38.0859
2022-02-20,38.0859
2022-02-21,38.0859
2022-02-22,37.4346
2022-02-23,35.8541
2022-02-24,39.2494
2022-02-25,42.303
2022-02-26,42.303
2022-02-27,42.303
2022-02-28,41.6919
2022-03-01,41.0494
2022-03-02,43.8937
2022-03-03,43.7699
2022-03-04,44.5544
2022-03-05,44.5544
2022-03-06,44.5544
2022-03-07,39.4222
2022-03-08,36.126
2022-03-09,42.2338
2022-03-10,42.0509
2022-03-11,40.0908
2022-03-12,40.0908
2022-03-13,40.0908
2022-03-14,39.7833
2022-03-15,42.9793
2022-03-16,44.89
2022-03-17,46.061
2022-03-18,47.5163
2022-03-19,47.5163
2022-03-20,47.5163
2022-03-21,46.8159
2022-03-22,48.2547
2022-03-23,44.9773
2022-03-24,44.0676
2022-03-25,43.9899
2022-03-26,43.9899
2022-03-27,43.9899
2022-03-28,43.9556
2022-03-29,46.0672
2022-03-30,45.4824
2022-03-31,43.845
2022-04-01,45.7113
2022-04-02,45.7113
2022-04-03,45.7113
2022-04-04,44.2795
2022-04-05,44.0746
2022-04-06,46.3264
2022-04-07,50.828
2022-04-08,52.1958
2022-04-09,52.1958
2022-04-10,52.1958
2022-04-11,47.4028
2022-04-12,44.8275
2022-04-13,45.8941
2022-04-14,44.6625
2022-04-15,44.6625
2022-04-16,44.6625
2022-04-17,44.6625
2022-04-18,42.2882
2022-04-19,44.419
2022-04-20,45.8521
2022-04-21,44.1863
2022-04-22,42.7326
2022-04-23,42.7326
2022-04-24,42.7326
2022-04-25,41.8835
2022-04-26,40.2151
2022-04-27,41.3046
2022-04-28,43.3274
2022-04-29,41.2263
2022-04-30,41.2263
2022-05-01,41.2263
2022-05-02,39.9526
2022-05-03,40.3002
2022-05-04,41.5804
2022-05-05,38.8684
2022-05-06,37.8121
2022-05-07,37.8121
2022-05-08,37.8121
2022-05-09,34.5986
2022-05-10,35.2448
2022-05-11,34.1036
2022-05-12,36.5609
2022-05-13,38.2464
2022-05-14,38.2464
2022-05-15,38.2464
2022-05-16,38.3744
2022-05-17,39.0887
2022-05-18,35.6126
2022-05-19,35.5133
2022-05-20,38.5414
2022-05-21,38.5414
2022-05-22,38.5414
2022-05-23,38.8738
2022-05-24,38.9126
2022-05-25,38.9024
2022-05-26,41.1971
2022-05-27,45.7505
2022-05-28,45.7505
2022-05-29,45.7505
2022-05-30,45.7505
2022-05-31,45.0692
2022-06-01,42.8626
2022-06-02,46.7784
2022-06-03,44.7188
2022-06-04,44.7188
2022-06-05,44.7188
2022-06-06,46.0506
2022-06-07,47.8508
2022-06-08,46.4107
2022-06-09,43.7831
2022-06-10,41.2655
2022-06-11,41.2655
2022-06-12,41.2655
2022-06-13,38.7225
2022-06-14,39.9908
2022-06-15,40.1797
2022-06-16,39.8528
2022-06-17,40.9062
2022-06-18,40.9062
2022-06-19,40.9062
2022-06-20,40.9062
2022-06-21,43.1797
2022-06-22,44.7022
2022-06-23,47.9548
2022-06-24,51.2108
2022-06-25,51.2108
2022-06-26,51.2108
2022-06-27,50.6027
2022-06-28,48.5482
2022-06-29,50.8045
2022-06-30,49.6024
2022-07-01,50.9738
2022-07-02,50.9738
2022-07-03,50.9738
2022-07-04,50.9738
2022-07-05,50.9976
2022-07-06,53.4782
2022-07-07,53.8196
2022-07-08,53.0676
2022-07-09,53.0676
2022-07-10,53.0676
2022-07-11,52.4315
2022-07-12,50.2887
2022-07-13,46.627
2022-07-14,48.5518
2022-07-15,50.8587
2022-07-16,50.8587
2022-07-17,50.8587
2022-07-18,49.1679
2022-07-19,52.4942
2022-07-20,51.9681
2022-07-21,54.402
2022-07-22,52.8605
2022-07-23,52.8605
2022-07-24,52.8605
2022-07-25,51.0069
2022-07-26,51.7076
2022-07-27,52.348
2022-07-28,55.0627
2022-07-29,55.2167
2022-07-30,55.2167
2022-07-31,55.2167
2022-08-01,53.3202
2022-08-02,52.7136
2022-08-03,53.5132
2022-08-04,49.6902
2022-08-05,49.8802
2022-08-06,49.8802
2022-08-07,49.8802
2022-08-08,49.4936
2022-08-09,46.7096
2022-08-10,49.671
2022-08-11,49.12
2022-08-12,50.7201
2022-08-13,50.7201
2022-08-14,50.7201
2022-08-15,49.9243
2022-08-16,48.218
2022-08-17,48.6751
2022-08-18,47.2019
2022-08-19,46.7861
2022-08-20,46.7861
2022-08-21,46.7861
2022-08-22,44.0212
2022-08-23,42.5017
2022-08-24,42.6658
2022-08-25,44.9118
2022-08-26,41.6308
2022-08-27,41.6308
2022-08-28,41.6308
2022-08-29,40.5336
2022-08-30,40.106
2022-08-31,39.8036
2022-09-01,42.166
2022-09-02,40.7694
2022-09-03,40.7694
2022-09-04,40.7694
2022-09-05,40.7694
2022-09-06,40.6891
2022-09-07,43.6113
2022-09-08,42.4505
2022-09-09,46.9053
2022-09-10,46.9053
2022-09-11,46.9053
2022-09-12,48.3549
2022-09-13,45.0145
2022-09-14,44.5629
2022-09-15,43.933
2022-09-16,42.8122
2022-09-17,42.8122
2022-09-18,42.8122
2022-09-19,42.7462
2022-09-20,40.2649
2022-09-21,39.3205
2022-09-22,38.3462
2022-09-23,38.8656
2022-09-24,38.8656
2022-09-25,38.8656
2022-09-26,38.0506
2022-09-27,38.7833
2022-09-28,41.3485
2022-09-29,40.5435
2022-09-30,38.9506
2022-10-01,38.9506
2022-10-02,38.9506
2022-10-03,41.6775
2022-10-04,44.5256
2022-10-05,44.42
2022-10-06,43.0983
2022-10-07,39.8932
2022-10-08,39.8932
2022-10-09,39.8932
2022-10-10,38.9798
2022-10-11,39.404
2022-10-12,39.1703
2022-10-13,41.72
2022-10-14,39.7131
2022-10-15,39.7131
2022-10-16,39.7131
2022-10-17,43.5212
2022-10-18,44.0459
2022-10-19,42.5591
2022-10-20,40.2862
2022-10-21,42.6662
2022-10-22,42.6662
2022-10-23,42.6662
2022-10-24,44.4459
2022-10-25,46.7647
2022-10-26,46.3346
2022-10-27,45.9666
2022-10-28,47.7015
2022-10-29,47.7015
2022-10-30,47.7015
2022-10-31,46.1405
2022-11-01,47.7191
2022-11-02,44.0306
2022-11-03,35.4521
2022-11-04,37.4195
2022-11-05,37.4195
2022-11-06,37.4195
2022-11-07,40.5252
2022-11-08,39.7221
2022-11-09,38.2765
2022-11-10,44.7372
2022-11-11,48.2624
2022-11-12,48.2624
2022-11-13,48.2624
2022-11-14,47.1621
2022-11-15,49.0889
2022-11-16,48.257
2022-11-17,45.8162
2022-11-18,47.0244
2022-11-19,47.0244
2022-11-20,47.0244
2022-11-21,48.0178
2022-11-22,48.7821
2022-11-23,49.8615
2022-11-24,49.8615
2022-11-25,49.6439
2022-11-26,49.6439
2022-11-27,49.6439
2022-11-28,48.4784
2022-11-29,48.3117
2022-11-30,52.1378
2022-12-01,53.5514
2022-12-02,53.9901
2022-12-03,53.9901
2022-12-04,53.9901
2022-12-05,52.6129
2022-12-06,51.1408
2022-12-07,49.3853
2022-12-08,51.4952
2022-12-09,51.3082
2022-12-10,51.3082
2022-12-11,51.3082
2022-12-12,50.9582
2022-12-13,52.2983
2022-12-14,50.1548
2022-12-15,48.1886
2022-12-16,45.6269
2022-12-17,45.6269
2022-12-18,45.6269
2022-12-19,44.8892
2022-12-20,44.4676
2022-12-21,46.2449
2022-12-22,46.3247
2022-12-23,46.8662
2022-12-24,46.8662
2022-12-25,46.8662
2022-12-26,46.8662
2022-12-27,46.56
2022-12-28,45.5758
2022-12-29,48.8622
2022-12-30,47.7573
2022-12-31,47.7573
2023-01-01,47.7573
2023-01-02,47.7573
2023-01-03,47.9854
2023-01-04,49.5872
2023-01-05,47.0916
2023-01-06,48.7562
2023-01-07,48.7562
2023-01-08,48.7562
2023-01-09,48.3395
2023-01-10,53.5122
2023-01-11,55.7356
2023-01-12,56.9451
2023-01-13,57.5481
2023-01-14,57.5481
2023-01-15,57.5481
2023-01-16,57.5481
2023-01-17,56.4549
2023-01-18,56.707
2023-01-19,58.1848
2023-01-20,59.3194
2023-01-21,59.3194
2023-01-22,59.3194
2023-01-23,61.0476
2023-01-24,60.2728
2023-01-25,59.9251
2023-01-26,61.5724
2023-01-27,58.7712
2023-01-28,58.7712
2023-01-29,58.7712
2023-01-30,58.3405
2023-01-31,58.8539
2023-02-01,60.3387
2023-02-02,62.2752
2023-02-03,59.2721
2023-02-04,59.2721
2023-02-05,59.2721
2023-02-06,56.7337
2023-02-07,57.1569
2023-02-08,54.1595
2023-02-09,53.122
2023-02-10,51.1278
2023-02-11,51.1278
2023-02-12,51.1278
2023-02-13,54.551
2023-02-14,59.8494
2023-02-15,61.503
2023-02-16,60.601
2023-02-17,59.0396
2023-02-18,59.0396
2023-02-19,59.0396
2023-02-20,59.0396
2023-02-21,57.2799
2023-02-22,54.6559
2023-02-23,56.5114
2023-02-24,54.1448
2023-02-25,54.1448
2023-02-26,54.1448
2023-02-27,53.5158
2023-02-28,54.4888
2023-03-01,54.853
2023-03-02,55.5057
2023-03-03,56.773
2023-03-04,56.773
2023-03-05,56.773
2023-03-06,56.0309
2023-03-07,53.8701
2023-03-08,54.9658
2023-03-09,54.0178
2023-03-10,49.4456
2023-03-11,49.4456
2023-03-12,49.4456
2023-03-13,50.8043
2023-03-14,51.6271
2023-03-15,50.8695
2023-03-16,52.8505
2023-03-17,51.4104
