,1917130D US Equity
,RSI_30D
2020-01-01,56.5371
2020-01-02,57.7031
2020-01-03,57.9045
2020-01-04,57.9045
2020-01-05,57.9045
2020-01-06,60.9267
2020-01-07,59.4914
2020-01-08,62.4518
2020-01-09,63.3092
2020-01-10,63.1337
2020-01-11,63.1337
2020-01-12,63.1337
2020-01-13,63.7401
2020-01-14,67.2147
2020-01-15,67.554
2020-01-16,70.7781
2020-01-17,67.4155
2020-01-18,67.4155
2020-01-19,67.4155
2020-01-20,67.4155
2020-01-21,62.6994
2020-01-22,63.2881
2020-01-23,63.9744
2020-01-24,60.907
2020-01-25,60.907
2020-01-26,60.907
2020-01-27,58.9814
2020-01-28,59.6581
2020-01-29,60.0669
2020-01-30,56.9567
2020-01-31,53.0682
2020-02-01,53.0682
2020-02-02,53.0682
2020-02-03,54.0177
2020-02-04,57.2897
2020-02-05,61.2488
2020-02-06,60.4275
2020-02-07,55.8641
2020-02-08,55.8641
2020-02-09,55.8641
2020-02-10,57.1127
2020-02-11,57.4281
2020-02-12,58.6395
2020-02-13,59.7774
2020-02-14,59.118
2020-02-15,59.118
2020-02-16,59.118
2020-02-17,59.118
2020-02-18,58.4283
2020-02-19,59.3442
2020-02-20,60.5952
2020-02-21,55.1285
2020-02-22,55.1285
2020-02-23,55.1285
2020-02-24,52.816
2020-02-25,50.3622
2020-02-26,47.3321
2020-02-27,42.6672
2020-02-28,39.5815
2020-02-29,39.5815
2020-03-01,39.5815
2020-03-02,41.0265
2020-03-03,41.3361
2020-03-04,42.8115
2020-03-05,40.7471
2020-03-06,39.7816
2020-03-07,39.7816
2020-03-08,39.7816
2020-03-09,35.3956
2020-03-10,37.6426
2020-03-11,35.2701
2020-03-12,32.1591
2020-03-13,36.6359
2020-03-14,36.6359
2020-03-15,36.6359
2020-03-16,31.932
2020-03-17,33.587
2020-03-18,30.8196
2020-03-19,34.8192
2020-03-20,34.6178
2020-03-21,34.6178
2020-03-22,34.6178
2020-03-23,33.9196
2020-03-24,38.5278
2020-03-25,38.8419
2020-03-26,44.351
2020-03-27,43.4951
2020-03-28,43.4951
2020-03-29,43.4951
2020-03-30,46.6186
2020-03-31,45.6061
2020-04-01,42.3748
2020-04-02,45.1393
2020-04-03,43.6574
2020-04-04,43.6574
2020-04-05,43.6574
2020-04-06,47.9636
2020-04-07,48.7426
2020-04-08,49.752
2020-04-09,51.6404
2020-04-10,51.6404
2020-04-11,51.6404
2020-04-12,51.6404
2020-04-13,49.5065
2020-04-14,52.5304
2020-04-15,52.675
2020-04-16,51.1277
2020-04-17,52.2463
2020-04-18,52.2463
2020-04-19,52.2463
2020-04-20,50.8366
2020-04-21,50.0944
2020-04-22,49.8761
2020-04-23,52.6916
2020-04-24,52.1635
2020-04-25,52.1635
2020-04-26,52.1635
2020-04-27,54.6767
2020-04-28,54.0675
2020-04-29,55.9205
2020-04-30,54.4782
2020-05-01,53.039
2020-05-02,53.039
2020-05-03,53.039
2020-05-04,50.9838
2020-05-05,52.6046
2020-05-06,53.4015
2020-05-07,52.5838
2020-05-08,54.3102
2020-05-09,54.3102
2020-05-10,54.3102
2020-05-11,52.4452
2020-05-12,49.9139
2020-05-13,48.0989
2020-05-14,46.5301
2020-05-15,48.1833
2020-05-16,48.1833
2020-05-17,48.1833
2020-05-18,51.6232
2020-05-19,50.6881
2020-05-20,51.3688
2020-05-21,51.8237
2020-05-22,52.5075
2020-05-23,52.5075
2020-05-24,52.5075
2020-05-25,52.5075
2020-05-26,54.0235
2020-05-27,55.2951
2020-05-28,54.2817
2020-05-29,54.2416
2020-05-30,54.2416
2020-05-31,54.2416
2020-06-01,54.3578
2020-06-02,54.7617
2020-06-03,56.3032
2020-06-04,56.0768
2020-06-05,57.7405
2020-06-06,57.7405
2020-06-07,57.7405
2020-06-08,58.1218
2020-06-09,57.3753
2020-06-10,55.1145
2020-06-11,49.8875
2020-06-12,51.6297
2020-06-13,51.6297
2020-06-14,51.6297
2020-06-15,51.5329
2020-06-16,51.8266
2020-06-17,52.2686
2020-06-18,52.2153
2020-06-19,52.5305
2020-06-20,52.5305
2020-06-21,52.5305
2020-06-22,52.2227
2020-06-23,54.4875
2020-06-24,47.5778
2020-06-25,49.3052
2020-06-26,46.3185
2020-06-27,46.3185
2020-06-28,46.3185
2020-06-29,48.7518
2020-06-30,49.8323
2020-07-01,50.3668
2020-07-02,50.3383
2020-07-03,50.3383
2020-07-04,50.3383
2020-07-05,50.3383
2020-07-06,51.4031
2020-07-07,44.2062
2020-07-08,45.4898
2020-07-09,45.2731
2020-07-10,46.2733
2020-07-11,46.2733
2020-07-12,46.2733
2020-07-13,44.3142
2020-07-14,45.4119
2020-07-15,47.5086
2020-07-16,46.1743
2020-07-17,46.097
2020-07-18,46.097
2020-07-19,46.097
2020-07-20,45.3447
2020-07-21,46.5146
2020-07-22,45.9276
2020-07-23,45.4994
2020-07-24,43.8487
2020-07-25,43.8487
2020-07-26,43.8487
2020-07-27,44.1087
2020-07-28,43.2116
2020-07-29,48.3751
2020-07-30,52.4696
2020-07-31,48.5952
2020-08-01,48.5952
2020-08-02,48.5952
2020-08-03,49.02
2020-08-04,50.6377
2020-08-05,48.8797
2020-08-06,47.8833
2020-08-07,50.0339
2020-08-08,50.0339
2020-08-09,50.0339
2020-08-10,49.3691
2020-08-11,48.869
2020-08-12,50.898
2020-08-13,51.7591
2020-08-14,49.3993
2020-08-15,49.3993
2020-08-16,49.3993
2020-08-17,49.1061
2020-08-18,48.7024
2020-08-19,48.5343
2020-08-20,47.6221
2020-08-21,45.1378
2020-08-22,45.1378
2020-08-23,45.1378
2020-08-24,44.7044
2020-08-25,45.5872
2020-08-26,44.2162
2020-08-27,45.2347
2020-08-28,44.9568
2020-08-29,44.9568
2020-08-30,44.9568
2020-08-31,44.4701
2020-09-01,44.8091
2020-09-02,43.9919
2020-09-03,42.703
2020-09-04,41.4011
2020-09-05,41.4011
2020-09-06,41.4011
2020-09-07,41.4011
2020-09-08,38.9307
2020-09-09,41.1285
2020-09-10,40.6935
2020-09-11,46.4332
2020-09-12,46.4332
2020-09-13,46.4332
2020-09-14,48.6594
2020-09-15,48.6085
2020-09-16,48.6085
2020-09-17,52.6593
2020-09-18,55.9967
2020-09-19,55.9967
2020-09-20,55.9967
2020-09-21,55.0357
2020-09-22,52.3045
2020-09-23,50.4734
2020-09-24,51.2233
2020-09-25,53.6743
2020-09-26,53.6743
2020-09-27,53.6743
2020-09-28,54.938
2020-09-29,54.9845
2020-09-30,56.0779
2020-10-01,54.857
2020-10-02,54.4221
2020-10-03,54.4221
2020-10-04,54.4221
2020-10-05,54.473
2020-10-06,54.5081
2020-10-07,55.6902
2020-10-08,54.8973
2020-10-09,54.9526
2020-10-10,54.9526
2020-10-11,54.9526
2020-10-12,54.1739
2020-10-13,53.7108
2020-10-14,53.6397
2020-10-15,55.0563
2020-10-16,54.4082
2020-10-17,54.4082
2020-10-18,54.4082
2020-10-19,51.7425
2020-10-20,49.4852
2020-10-21,47.4105
2020-10-22,47.9047
2020-10-23,50.9051
2020-10-24,50.9051
2020-10-25,50.9051
2020-10-26,47.4565
2020-10-27,46.885
2020-10-28,44.1175
2020-10-29,47.6114
2020-10-30,49.4582
2020-10-31,49.4582
2020-11-01,49.4582
2020-11-02,50.3325
2020-11-03,52.7103
2020-11-04,53.1624
2020-11-05,54.1676
2020-11-06,54.0499
2020-11-07,54.0499
2020-11-08,54.0499
2020-11-09,60.9761
2020-11-10,62.9645
2020-11-11,56.741
2020-11-12,56.6183
2020-11-13,56.9554
2020-11-14,56.9554
2020-11-15,56.9554
2020-11-16,58.2345
2020-11-17,58.3465
2020-11-18,56.2074
2020-11-19,57.6788
2020-11-20,59.3948
2020-11-21,59.3948
2020-11-22,59.3948
2020-11-23,63.7819
2020-11-24,63.8342
2020-11-25,64.6273
2020-11-26,64.6273
2020-11-27,65.7286
2020-11-28,65.7286
2020-11-29,65.7286
2020-11-30,67.5368
2020-12-01,68.6766
2020-12-02,64.404
2020-12-03,65.7819
2020-12-04,69.549
2020-12-05,69.549
2020-12-06,69.549
2020-12-07,66.2352
2020-12-08,66.6569
2020-12-09,68.1448
2020-12-10,69.9641
2020-12-11,66.2009
2020-12-12,66.2009
2020-12-13,66.2009
2020-12-14,67.1458
2020-12-15,69.8209
2020-12-16,65.9036
2020-12-17,66.3936
2020-12-18,74.3554
2020-12-19,74.3554
2020-12-20,74.3554
2020-12-21,74.0771
2020-12-22,74.0234
2020-12-23,73.8572
2020-12-24,73.8976
2020-12-25,73.8976
2020-12-26,73.8976
2020-12-27,73.8976
2020-12-28,73.8976
2020-12-29,74.0051
2020-12-30,73.691
2020-12-31,73.7525
2021-01-01,73.7525
2021-01-02,73.7525
2021-01-03,73.7525
2021-01-04,73.464
2021-01-05,73.236
2021-01-06,73.3216
2021-01-07,73.6961
2021-01-08,72.4005
2021-01-09,72.4005
2021-01-10,72.4005
2021-01-11,72.5042
2021-01-12,72.4786
2021-01-13,72.4256
2021-01-14,72.6428
2021-01-15,72.7591
2021-01-16,72.7591
2021-01-17,72.7591
2021-01-18,72.7591
2021-01-19,71.7553
2021-01-20,71.522
2021-01-21,71.6531
2021-01-22,71.7021
2021-01-23,71.7021
2021-01-24,71.7021
2021-01-25,72.0767
2021-01-26,71.0712
2021-01-27,71.2718
2021-01-28,71.034
2021-01-29,69.0589
2021-01-30,69.0589
2021-01-31,69.0589
2021-02-01,69.4976
2021-02-02,69.2176
2021-02-03,69.5036
2021-02-04,69.4665
2021-02-05,69.5673
2021-02-06,69.5673
2021-02-07,69.5673
2021-02-08,69.6709
2021-02-09,69.6709
2021-02-10,69.6709
2021-02-11,69.6709
2021-02-12,69.6709
2021-02-13,69.6709
2021-02-14,69.6709
2021-02-15,69.6709
2021-02-16,69.6709
2021-02-17,69.6709
2021-02-18,69.6709
2021-02-19,69.6709
2021-02-20,69.6709
2021-02-21,69.6709
2021-02-22,69.6709
2021-02-23,69.6709
2021-02-24,69.6709
2021-02-25,69.6709
2021-02-26,69.6709
2021-02-27,69.6709
2021-02-28,69.6709
2021-03-01,69.6709
2021-03-02,69.6709
2021-03-03,69.6709
2021-03-04,69.6709
2021-03-05,69.6709
2021-03-06,69.6709
2021-03-07,69.6709
2021-03-08,69.6709
2021-03-09,69.6709
2021-03-10,69.6709
2021-03-11,69.6709
2021-03-12,69.6709
2021-03-13,69.6709
2021-03-14,69.6709
2021-03-15,69.6709
2021-03-16,69.6709
2021-03-17,69.6709
2021-03-18,69.6709
2021-03-19,69.6709
2021-03-20,69.6709
2021-03-21,69.6709
2021-03-22,69.6709
2021-03-23,69.6709
2021-03-24,69.6709
2021-03-25,69.6709
2021-03-26,69.6709
2021-03-27,69.6709
2021-03-28,69.6709
2021-03-29,69.6709
2021-03-30,69.6709
2021-03-31,69.6709
2021-04-01,69.6709
2021-04-02,69.6709
2021-04-03,69.6709
2021-04-04,69.6709
2021-04-05,69.6709
2021-04-06,69.6709
2021-04-07,69.6709
2021-04-08,69.6709
2021-04-09,69.6709
2021-04-10,69.6709
2021-04-11,69.6709
2021-04-12,69.6709
2021-04-13,69.6709
2021-04-14,69.6709
2021-04-15,69.6709
2021-04-16,69.6709
2021-04-17,69.6709
2021-04-18,69.6709
2021-04-19,69.6709
2021-04-20,69.6709
2021-04-21,69.6709
2021-04-22,69.6709
2021-04-23,69.6709
2021-04-24,69.6709
2021-04-25,69.6709
2021-04-26,69.6709
2021-04-27,69.6709
2021-04-28,69.6709
2021-04-29,69.6709
2021-04-30,69.6709
2021-05-01,69.6709
2021-05-02,69.6709
2021-05-03,69.6709
2021-05-04,69.6709
2021-05-05,69.6709
2021-05-06,69.6709
2021-05-07,69.6709
2021-05-08,69.6709
2021-05-09,69.6709
2021-05-10,69.6709
2021-05-11,69.6709
2021-05-12,69.6709
2021-05-13,69.6709
2021-05-14,69.6709
2021-05-15,69.6709
2021-05-16,69.6709
2021-05-17,69.6709
2021-05-18,69.6709
2021-05-19,69.6709
2021-05-20,69.6709
2021-05-21,69.6709
2021-05-22,69.6709
2021-05-23,69.6709
2021-05-24,69.6709
2021-05-25,69.6709
2021-05-26,69.6709
2021-05-27,69.6709
2021-05-28,69.6709
2021-05-29,69.6709
2021-05-30,69.6709
2021-05-31,69.6709
2021-06-01,69.6709
2021-06-02,69.6709
2021-06-03,69.6709
2021-06-04,69.6709
2021-06-05,69.6709
2021-06-06,69.6709
2021-06-07,69.6709
2021-06-08,69.6709
2021-06-09,69.6709
2021-06-10,69.6709
2021-06-11,69.6709
2021-06-12,69.6709
2021-06-13,69.6709
2021-06-14,69.6709
2021-06-15,69.6709
2021-06-16,69.6709
2021-06-17,69.6709
2021-06-18,69.6709
2021-06-19,69.6709
2021-06-20,69.6709
2021-06-21,69.6709
2021-06-22,69.6709
2021-06-23,69.6709
2021-06-24,69.6709
2021-06-25,69.6709
2021-06-26,69.6709
2021-06-27,69.6709
2021-06-28,69.6709
2021-06-29,69.6709
2021-06-30,69.6709
2021-07-01,69.6709
2021-07-02,69.6709
2021-07-03,69.6709
2021-07-04,69.6709
2021-07-05,69.6709
2021-07-06,69.6709
2021-07-07,69.6709
2021-07-08,69.6709
2021-07-09,69.6709
2021-07-10,69.6709
2021-07-11,69.6709
2021-07-12,69.6709
2021-07-13,69.6709
2021-07-14,69.6709
2021-07-15,69.6709
2021-07-16,69.6709
2021-07-17,69.6709
2021-07-18,69.6709
2021-07-19,69.6709
2021-07-20,69.6709
2021-07-21,69.6709
2021-07-22,69.6709
2021-07-23,69.6709
2021-07-24,69.6709
2021-07-25,69.6709
2021-07-26,69.6709
2021-07-27,69.6709
2021-07-28,69.6709
2021-07-29,69.6709
2021-07-30,69.6709
2021-07-31,69.6709
2021-08-01,69.6709
2021-08-02,69.6709
2021-08-03,69.6709
2021-08-04,69.6709
2021-08-05,69.6709
2021-08-06,69.6709
2021-08-07,69.6709
2021-08-08,69.6709
2021-08-09,69.6709
2021-08-10,69.6709
2021-08-11,69.6709
2021-08-12,69.6709
2021-08-13,69.6709
2021-08-14,69.6709
2021-08-15,69.6709
2021-08-16,69.6709
2021-08-17,69.6709
2021-08-18,69.6709
2021-08-19,69.6709
2021-08-20,69.6709
2021-08-21,69.6709
2021-08-22,69.6709
2021-08-23,69.6709
2021-08-24,69.6709
2021-08-25,69.6709
2021-08-26,69.6709
2021-08-27,69.6709
2021-08-28,69.6709
2021-08-29,69.6709
