,CLX US Equity
2021-05-24,42.7223
2021-05-25,42.5891
2021-05-26,41.7653
2021-05-27,40.8765
2021-05-28,41.163
2021-05-29,41.163
2021-05-30,41.163
2021-05-31,41.163
2021-06-01,41.1053
2021-06-02,42.5573
2021-06-03,43.5485
2021-06-04,43.8943
2021-06-05,43.8943
2021-06-06,43.8943
2021-06-07,43.5423
2021-06-08,40.8925
2021-06-09,40.848
2021-06-10,41.6621
2021-06-11,41.5096
2021-06-12,41.5096
2021-06-13,41.5096
2021-06-14,39.6961
2021-06-15,39.0469
2021-06-16,39.9484
2021-06-17,41.7863
2021-06-18,39.4153
2021-06-19,39.4153
2021-06-20,39.4153
2021-06-21,39.3591
2021-06-22,41.7336
2021-06-23,39.9217
2021-06-24,39.6726
2021-06-25,45.3561
2021-06-26,45.3561
2021-06-27,45.3561
2021-06-28,48.731
2021-06-29,48.6431
2021-06-30,49.2466
2021-07-01,48.0331
2021-07-02,48.5772
2021-07-03,48.5772
2021-07-04,48.5772
2021-07-05,48.5772
2021-07-06,51.0015
2021-07-07,55.4055
2021-07-08,51.3143
2021-07-09,50.2152
2021-07-10,50.2152
2021-07-11,50.2152
2021-07-12,49.0416
2021-07-13,48.1259
2021-07-14,50.0007
2021-07-15,51.076
2021-07-16,55.8825
2021-07-17,55.8825
2021-07-18,55.8825
2021-07-19,57.1834
2021-07-20,51.289
2021-07-21,47.8998
2021-07-22,49.7106
2021-07-23,53.3522
2021-07-24,53.3522
2021-07-25,53.3522
2021-07-26,54.0725
2021-07-27,52.4556
2021-07-28,51.3638
2021-07-29,52.3979
2021-07-30,50.4819
2021-07-31,50.4819
2021-08-01,50.4819
2021-08-02,50.7779
2021-08-03,37.8405
2021-08-04,39.2875
2021-08-05,38.0748
2021-08-06,37.5023
2021-08-07,37.5023
2021-08-08,37.5023
2021-08-09,39.6757
2021-08-10,39.6695
2021-08-11,41.2864
2021-08-12,41.518
2021-08-13,43.1517
2021-08-14,43.1517
2021-08-15,43.1517
2021-08-16,44.5178
2021-08-17,45.7632
2021-08-18,43.6449
2021-08-19,46.1138
2021-08-20,45.3109
2021-08-21,45.3109
2021-08-22,45.3109
2021-08-23,43.8969
2021-08-24,42.7758
2021-08-25,41.4276
2021-08-26,41.6016
2021-08-27,41.4966
2021-08-28,41.4966
2021-08-29,41.4966
2021-08-30,43.5807
2021-08-31,44.8233
2021-09-01,47.5398
2021-09-02,46.8457
2021-09-03,46.4163
2021-09-04,46.4163
2021-09-05,46.4163
2021-09-06,46.4163
2021-09-07,45.2091
2021-09-08,46.8867
2021-09-09,46.1468
2021-09-10,46.9391
2021-09-11,46.9391
2021-09-12,46.9391
2021-09-13,48.5367
2021-09-14,49.5937
2021-09-15,46.415
2021-09-16,44.3681
2021-09-17,43.9171
2021-09-18,43.9171
2021-09-19,43.9171
2021-09-20,42.7837
2021-09-21,41.9208
2021-09-22,40.5958
2021-09-23,40.8407
2021-09-24,43.4566
2021-09-25,43.4566
2021-09-26,43.4566
2021-09-27,43.8237
2021-09-28,45.9209
2021-09-29,47.5614
2021-09-30,45.1201
2021-10-01,44.0992
2021-10-02,44.0992
2021-10-03,44.0992
2021-10-04,43.3635
2021-10-05,42.337
2021-10-06,45.4083
2021-10-07,45.3006
2021-10-08,43.7588
2021-10-09,43.7588
2021-10-10,43.7588
2021-10-11,42.5361
2021-10-12,43.5108
2021-10-13,41.4066
2021-10-14,44.8812
2021-10-15,44.5892
2021-10-16,44.5892
2021-10-17,44.5892
2021-10-18,42.0601
2021-10-19,40.6624
2021-10-20,43.2115
2021-10-21,42.3126
2021-10-22,44.0093
2021-10-23,44.0093
2021-10-24,44.0093
2021-10-25,44.2551
2021-10-26,45.1705
2021-10-27,43.5098
2021-10-28,46.3585
2021-10-29,47.7278
2021-10-30,47.7278
2021-10-31,47.7278
2021-11-01,48.1918
2021-11-02,50.5106
2021-11-03,50.4754
2021-11-04,49.3827
2021-11-05,48.0038
2021-11-06,48.0038
2021-11-07,48.0038
2021-11-08,49.2583
2021-11-09,51.5111
2021-11-10,50.6328
2021-11-11,51.2385
2021-11-12,51.3619
2021-11-13,51.3619
2021-11-14,51.3619
2021-11-15,55.8066
2021-11-16,55.8392
2021-11-17,54.9169
2021-11-18,50.3778
2021-11-19,51.8104
2021-11-20,51.8104
2021-11-21,51.8104
2021-11-22,52.5483
2021-11-23,53.9718
2021-11-24,52.9433
2021-11-25,52.9433
2021-11-26,59.3358
2021-11-27,59.3358
2021-11-28,59.3358
2021-11-29,53.1881
2021-11-30,46.9063
2021-12-01,49.7383
2021-12-02,50.406
2021-12-03,51.9768
2021-12-04,51.9768
2021-12-05,51.9768
2021-12-06,52.5018
2021-12-07,49.1205
2021-12-08,51.4686
2021-12-09,50.6435
2021-12-10,52.1298
2021-12-11,52.1298
2021-12-12,52.1298
2021-12-13,55.2066
2021-12-14,55.6961
2021-12-15,58.4511
2021-12-16,59.9693
2021-12-17,55.8215
2021-12-18,55.8215
2021-12-19,55.8215
2021-12-20,57.6647
2021-12-21,52.603
2021-12-22,52.2627
2021-12-23,51.4333
2021-12-24,51.4333
2021-12-25,51.4333
2021-12-26,51.4333
2021-12-27,52.3161
2021-12-28,53.1799
2021-12-29,52.658
2021-12-30,53.4654
2021-12-31,55.1814
2022-01-01,55.1814
2022-01-02,55.1814
2022-01-03,55.6541
2022-01-04,56.2073
2022-01-05,57.7281
2022-01-06,58.6249
2022-01-07,59.7082
2022-01-08,59.7082
2022-01-09,59.7082
2022-01-10,59.4713
2022-01-11,59.3131
2022-01-12,61.3117
2022-01-13,62.0701
2022-01-14,64.7712
2022-01-15,64.7712
2022-01-16,64.7712
2022-01-17,64.7712
2022-01-18,58.1718
2022-01-19,58.2662
2022-01-20,52.9584
2022-01-21,55.1105
2022-01-22,55.1105
2022-01-23,55.1105
2022-01-24,53.5155
2022-01-25,52.3115
2022-01-26,44.287
2022-01-27,44.9548
2022-01-28,46.2609
2022-01-29,46.2609
2022-01-30,46.2609
2022-01-31,47.074
2022-02-01,47.8546
2022-02-02,46.4453
2022-02-03,45.1484
2022-02-04,31.8188
2022-02-05,31.8188
2022-02-06,31.8188
2022-02-07,35.7547
2022-02-08,34.4724
2022-02-09,34.3063
2022-02-10,33.6824
2022-02-11,35.8949
2022-02-12,35.8949
2022-02-13,35.8949
2022-02-14,35.3943
2022-02-15,35.2497
2022-02-16,34.608
2022-02-17,38.628
2022-02-18,42.1587
2022-02-19,42.1587
2022-02-20,42.1587
2022-02-21,42.1587
2022-02-22,41.0554
2022-02-23,40.5414
2022-02-24,38.3187
2022-02-25,41.6584
2022-02-26,41.6584
2022-02-27,41.6584
2022-02-28,40.7178
2022-03-01,40.2399
2022-03-02,40.2077
2022-03-03,40.7227
2022-03-04,40.3179
2022-03-05,40.3179
2022-03-06,40.3179
2022-03-07,40.9593
2022-03-08,37.0838
2022-03-09,36.491
2022-03-10,34.6219
2022-03-11,33.1108
2022-03-12,33.1108
2022-03-13,33.1108
2022-03-14,31.9955
2022-03-15,34.6922
2022-03-16,35.5096
2022-03-17,36.6301
2022-03-18,37.5144
2022-03-19,37.5144
2022-03-20,37.5144
2022-03-21,37.5595
2022-03-22,39.5966
2022-03-23,39.3907
2022-03-24,38.3935
2022-03-25,40.567
2022-03-26,40.567
2022-03-27,40.567
2022-03-28,42.4967
2022-03-29,43.425
2022-03-30,43.2954
2022-03-31,42.9673
2022-04-01,46.367
2022-04-02,46.367
2022-04-03,46.367
2022-04-04,48.1914
2022-04-05,47.5742
2022-04-06,47.3546
2022-04-07,49.2916
2022-04-08,49.5829
2022-04-09,49.5829
2022-04-10,49.5829
2022-04-11,50.6607
2022-04-12,49.5217
2022-04-13,48.6
2022-04-14,48.7675
2022-04-15,48.7675
2022-04-16,48.7675
2022-04-17,48.7675
2022-04-18,46.9643
2022-04-19,48.6784
2022-04-20,49.5176
2022-04-21,51.3217
2022-04-22,53.5245
2022-04-23,53.5245
2022-04-24,53.5245
2022-04-25,54.9092
2022-04-26,50.2814
2022-04-27,51.5334
2022-04-28,52.0796
2022-04-29,47.7745
2022-04-30,47.7745
2022-05-01,47.7745
2022-05-02,47.6156
2022-05-03,51.3828
2022-05-04,53.0714
2022-05-05,51.8475
2022-05-06,56.2035
2022-05-07,56.2035
2022-05-08,56.2035
2022-05-09,58.5888
2022-05-10,57.4754
2022-05-11,56.2137
2022-05-12,57.734
2022-05-13,58.5908
2022-05-14,58.5908
2022-05-15,58.5908
2022-05-16,57.444
2022-05-17,57.1136
2022-05-18,47.9501
2022-05-19,42.938
2022-05-20,43.0583
2022-05-21,43.0583
2022-05-22,43.0583
2022-05-23,44.1063
2022-05-24,45.7166
2022-05-25,46.1082
2022-05-26,49.4275
2022-05-27,51.0976
2022-05-28,51.0976
2022-05-29,51.0976
2022-05-30,51.0976
2022-05-31,48.6856
2022-06-01,45.589
2022-06-02,46.0612
2022-06-03,44.4894
2022-06-04,44.4894
2022-06-05,44.4894
2022-06-06,43.3357
2022-06-07,41.6595
2022-06-08,41.7017
2022-06-09,40.3472
2022-06-10,39.7568
2022-06-11,39.7568
2022-06-12,39.7568
2022-06-13,38.4516
2022-06-14,36.1093
2022-06-15,35.3168
2022-06-16,35.0218
2022-06-17,35.1718
2022-06-18,35.1718
2022-06-19,35.1718
2022-06-20,35.1718
2022-06-21,38.0329
2022-06-22,43.8013
2022-06-23,49.72
2022-06-24,50.1561
2022-06-25,50.1561
2022-06-26,50.1561
2022-06-27,48.4709
2022-06-28,47.584
2022-06-29,49.4544
2022-06-30,50.4671
2022-07-01,52.465
2022-07-02,52.465
2022-07-03,52.465
2022-07-04,52.465
2022-07-05,53.0354
2022-07-06,54.3099
2022-07-07,53.3532
2022-07-08,50.2884
2022-07-09,50.2884
2022-07-10,50.2884
2022-07-11,50.605
2022-07-12,52.1036
2022-07-13,54.6313
2022-07-14,54.5671
2022-07-15,55.3478
2022-07-16,55.3478
2022-07-17,55.3478
2022-07-18,52.9417
2022-07-19,55.6486
2022-07-20,54.0995
2022-07-21,54.2025
2022-07-22,54.1187
2022-07-23,54.1187
2022-07-24,54.1187
2022-07-25,54.0496
2022-07-26,52.8611
2022-07-27,50.3501
2022-07-28,52.2449
2022-07-29,49.9116
2022-07-30,49.9116
2022-07-31,49.9116
2022-08-01,52.5823
2022-08-02,51.3508
2022-08-03,51.9561
2022-08-04,46.7076
2022-08-05,47.6948
2022-08-06,47.6948
2022-08-07,47.6948
2022-08-08,51.8853
2022-08-09,51.0006
2022-08-10,52.211
2022-08-11,51.8326
2022-08-12,53.1214
2022-08-13,53.1214
2022-08-14,53.1214
2022-08-15,54.8676
2022-08-16,55.5019
2022-08-17,54.5433
2022-08-18,54.595
2022-08-19,54.7166
2022-08-20,54.7166
2022-08-21,54.7166
2022-08-22,54.9195
2022-08-23,53.929
2022-08-24,53.812
2022-08-25,53.7317
2022-08-26,50.6318
2022-08-27,50.6318
2022-08-28,50.6318
2022-08-29,50.9916
2022-08-30,51.5073
2022-08-31,50.1863
2022-09-01,51.6897
2022-09-02,48.7161
2022-09-03,48.7161
2022-09-04,48.7161
2022-09-05,48.7161
2022-09-06,48.5833
2022-09-07,52.1295
2022-09-08,51.5399
2022-09-09,53.7064
2022-09-10,53.7064
2022-09-11,53.7064
2022-09-12,53.6013
2022-09-13,49.5326
2022-09-14,47.3616
2022-09-15,46.3507
2022-09-16,47.6486
2022-09-17,47.6486
2022-09-18,47.6486
2022-09-19,48.8096
2022-09-20,47.2852
2022-09-21,47.9761
2022-09-22,47.3155
2022-09-23,47.6397
2022-09-24,47.6397
2022-09-25,47.6397
2022-09-26,46.1224
2022-09-27,42.1364
2022-09-28,42.9163
2022-09-29,40.336
2022-09-30,36.847
2022-10-01,36.847
2022-10-02,36.847
2022-10-03,38.4585
2022-10-04,40.5363
2022-10-05,40.6152
2022-10-06,39.3646
2022-10-07,36.2893
2022-10-08,36.2893
2022-10-09,36.2893
2022-10-10,36.4324
2022-10-11,39.209
2022-10-12,40.2163
2022-10-13,42.1108
2022-10-14,42.659
2022-10-15,42.659
2022-10-16,42.659
2022-10-17,44.7576
2022-10-18,46.834
2022-10-19,48.5883
2022-10-20,45.2144
2022-10-21,48.3149
2022-10-22,48.3149
2022-10-23,48.3149
2022-10-24,50.4402
2022-10-25,53.1411
2022-10-26,53.9889
2022-10-27,55.3059
2022-10-28,59.1687
2022-10-29,59.1687
2022-10-30,59.1687
2022-10-31,57.0598
2022-11-01,57.5296
2022-11-02,49.5303
2022-11-03,49.9706
2022-11-04,51.9115
2022-11-05,51.9115
2022-11-06,51.9115
2022-11-07,54.3259
2022-11-08,53.5363
2022-11-09,51.2499
2022-11-10,54.0041
2022-11-11,52.2942
2022-11-12,52.2942
2022-11-13,52.2942
2022-11-14,52.8463
2022-11-15,54.5239
2022-11-16,52.7445
2022-11-17,54.9425
2022-11-18,55.6004
2022-11-19,55.6004
2022-11-20,55.6004
2022-11-21,57.3595
2022-11-22,58.4784
2022-11-23,56.7354
2022-11-24,56.7354
2022-11-25,57.0089
2022-11-26,57.0089
2022-11-27,57.0089
2022-11-28,56.5631
2022-11-29,55.0472
2022-11-30,55.9778
2022-12-01,56.8935
2022-12-02,57.513
2022-12-03,57.513
2022-12-04,57.513
2022-12-05,55.8325
2022-12-06,53.8046
2022-12-07,55.71
2022-12-08,56.4084
2022-12-09,54.9676
2022-12-10,54.9676
2022-12-11,54.9676
2022-12-12,55.9365
2022-12-13,53.5813
2022-12-14,54.1255
2022-12-15,52.2541
2022-12-16,50.5605
2022-12-17,50.5605
2022-12-18,50.5605
2022-12-19,50.7564
2022-12-20,48.9046
2022-12-21,49.6201
2022-12-22,51.3575
2022-12-23,50.0772
2022-12-24,50.0772
2022-12-25,50.0772
2022-12-26,50.0772
2022-12-27,50.2066
2022-12-28,48.3322
2022-12-29,48.3958
2022-12-30,46.3402
2022-12-31,46.3402
2023-01-01,46.3402
2023-01-02,46.3402
2023-01-03,48.4326
2023-01-04,49.9596
2023-01-05,48.2977
2023-01-06,50.7372
2023-01-07,50.7372
2023-01-08,50.7372
2023-01-09,48.9356
2023-01-10,47.296
2023-01-11,48.3301
2023-01-12,49.2539
2023-01-13,52.5712
2023-01-14,52.5712
2023-01-15,52.5712
2023-01-16,52.5712
2023-01-17,54.3358
2023-01-18,49.5943
2023-01-19,46.4263
2023-01-20,49.0673
2023-01-21,49.0673
2023-01-22,49.0673
2023-01-23,49.3471
2023-01-24,48.6961
2023-01-25,49.1816
2023-01-26,49.5945
2023-01-27,48.2301
2023-01-28,48.2301
2023-01-29,48.2301
2023-01-30,49.9337
2023-01-31,52.4267
2023-02-01,52.1307
2023-02-02,48.6686
2023-02-03,59.8165
2023-02-04,59.8165
2023-02-05,59.8165
2023-02-06,57.7438
2023-02-07,56.9276
2023-02-08,56.2177
2023-02-09,55.4273
2023-02-10,55.7491
2023-02-11,55.7491
2023-02-12,55.7491
2023-02-13,57.5458
2023-02-14,57.3232
2023-02-15,58.1303
2023-02-16,57.0148
2023-02-17,57.774
2023-02-18,57.774
2023-02-19,57.774
2023-02-20,57.774
2023-02-21,58.3994
2023-02-22,58.4317
2023-02-23,57.0701
2023-02-24,57.721
2023-02-25,57.721
2023-02-26,57.721
2023-02-27,58.601
2023-02-28,58.9273
2023-03-01,57.9941
2023-03-02,59.5747
2023-03-03,58.7443
2023-03-04,58.7443
2023-03-05,58.7443
2023-03-06,54.1774
2023-03-07,53.9946
2023-03-08,53.2281
2023-03-09,51.1235
2023-03-10,51.9417
2023-03-11,51.9417
2023-03-12,51.9417
2023-03-13,53.1532
2023-03-14,55.6761
2023-03-15,58.0505
2023-03-16,56.2416
2023-03-17,55.1957
2023-03-18,55.1957
2023-03-19,55.1957
