,MED US Equity
2021-03-03,57.8187
2021-03-04,52.4359
2021-03-05,53.4751
2021-03-06,53.4751
2021-03-07,53.4751
2021-03-08,50.6056
2021-03-09,53.9137
2021-03-10,54.0925
2021-03-11,57.0555
2021-03-12,57.275
2021-03-13,57.275
2021-03-14,57.275
2021-03-15,56.6577
2021-03-16,55.155
2021-03-17,55.6646
2021-03-18,49.321
2021-03-19,50.4323
2021-03-20,50.4323
2021-03-21,50.4323
2021-03-22,48.5833
2021-03-23,48.094
2021-03-24,45.2894
2021-03-25,46.1198
2021-03-26,46.4648
2021-03-27,46.4648
2021-03-28,46.4648
2021-03-29,42.0937
2021-03-30,44.2594
2021-03-31,43.766
2021-04-01,47.2499
2021-04-02,47.2499
2021-04-03,47.2499
2021-04-04,47.2499
2021-04-05,46.4545
2021-04-06,47.7955
2021-04-07,46.1511
2021-04-08,47.0731
2021-04-09,47.2411
2021-04-10,47.2411
2021-04-11,47.2411
2021-04-12,50.1186
2021-04-13,51.3686
2021-04-14,52.4683
2021-04-15,51.596
2021-04-16,52.2612
2021-04-17,52.2612
2021-04-18,52.2612
2021-04-19,51.5183
2021-04-20,50.6956
2021-04-21,52.5547
2021-04-22,51.7043
2021-04-23,50.5402
2021-04-24,50.5402
2021-04-25,50.5402
2021-04-26,50.6651
2021-04-27,49.57
2021-04-28,48.1373
2021-04-29,48.2747
2021-04-30,48.5446
2021-05-01,48.5446
2021-05-02,48.5446
2021-05-03,51.2955
2021-05-04,47.8595
2021-05-05,56.8279
2021-05-06,60.6168
2021-05-07,63.1759
2021-05-08,63.1759
2021-05-09,63.1759
2021-05-10,66.4734
2021-05-11,66.2394
2021-05-12,59.3874
2021-05-13,61.8691
2021-05-14,63.8655
2021-05-15,63.8655
2021-05-16,63.8655
2021-05-17,65.6539
2021-05-18,67.2861
2021-05-19,67.2628
2021-05-20,67.3229
2021-05-21,66.0429
2021-05-22,66.0429
2021-05-23,66.0429
2021-05-24,68.3814
2021-05-25,67.3659
2021-05-26,68.3452
2021-05-27,68.3468
2021-05-28,68.6414
2021-05-29,68.6414
2021-05-30,68.6414
2021-05-31,68.6414
2021-06-01,67.5302
2021-06-02,64.7635
2021-06-03,62.9459
2021-06-04,61.5027
2021-06-05,61.5027
2021-06-06,61.5027
2021-06-07,59.3059
2021-06-08,56.8878
2021-06-09,55.2118
2021-06-10,54.2915
2021-06-11,54.0092
2021-06-12,54.0092
2021-06-13,54.0092
2021-06-14,51.1025
2021-06-15,51.7264
2021-06-16,48.9463
2021-06-17,47.8798
2021-06-18,46.4001
2021-06-19,46.4001
2021-06-20,46.4001
2021-06-21,47.5205
2021-06-22,49.1603
2021-06-23,51.7924
2021-06-24,51.308
2021-06-25,50.6941
2021-06-26,50.6941
2021-06-27,50.6941
2021-06-28,50.2379
2021-06-29,51.5418
2021-06-30,52.6993
2021-07-01,53.7052
2021-07-02,53.582
2021-07-03,53.582
2021-07-04,53.582
2021-07-05,53.582
2021-07-06,52.915
2021-07-07,54.2302
2021-07-08,50.9188
2021-07-09,52.6141
2021-07-10,52.6141
2021-07-11,52.6141
2021-07-12,52.3384
2021-07-13,49.953
2021-07-14,47.2027
2021-07-15,49.088
2021-07-16,46.4961
2021-07-17,46.4961
2021-07-18,46.4961
2021-07-19,45.6167
2021-07-20,50.4539
2021-07-21,51.6577
2021-07-22,49.8463
2021-07-23,51.702
2021-07-24,51.702
2021-07-25,51.702
2021-07-26,52.5885
2021-07-27,49.4107
2021-07-28,51.1969
2021-07-29,51.6288
2021-07-30,52.8169
2021-07-31,52.8169
2021-08-01,52.8169
2021-08-02,50.837
2021-08-03,52.5556
2021-08-04,53.2003
2021-08-05,45.2593
2021-08-06,45.0631
2021-08-07,45.0631
2021-08-08,45.0631
2021-08-09,41.4603
2021-08-10,40.3988
2021-08-11,40.1443
2021-08-12,39.494
2021-08-13,39.452
2021-08-14,39.452
2021-08-15,39.452
2021-08-16,38.7478
2021-08-17,37.4893
2021-08-18,36.3801
2021-08-19,35.3833
2021-08-20,37.218
2021-08-21,37.218
2021-08-22,37.218
2021-08-23,38.8218
2021-08-24,37.9731
2021-08-25,37.6336
2021-08-26,37.7405
2021-08-27,41.4624
2021-08-28,41.4624
2021-08-29,41.4624
2021-08-30,41.3718
2021-08-31,40.4114
2021-09-01,41.1204
2021-09-02,42.1517
2021-09-03,43.5519
2021-09-04,43.5519
2021-09-05,43.5519
2021-09-06,43.5519
2021-09-07,43.6174
2021-09-08,44.6469
2021-09-09,42.5378
2021-09-10,43.1607
2021-09-11,43.1607
2021-09-12,43.1607
2021-09-13,43.1825
2021-09-14,38.8526
2021-09-15,38.7323
2021-09-16,37.8098
2021-09-17,39.6454
2021-09-18,39.6454
2021-09-19,39.6454
2021-09-20,39.176
2021-09-21,38.4783
2021-09-22,36.6706
2021-09-23,36.9319
2021-09-24,35.462
2021-09-25,35.462
2021-09-26,35.462
2021-09-27,38.7432
2021-09-28,36.2776
2021-09-29,35.4019
2021-09-30,33.8315
2021-10-01,34.5056
2021-10-02,34.5056
2021-10-03,34.5056
2021-10-04,33.0269
2021-10-05,33.7906
2021-10-06,32.7448
2021-10-07,36.9064
2021-10-08,36.3586
2021-10-09,36.3586
2021-10-10,36.3586
2021-10-11,36.3211
2021-10-12,35.5552
2021-10-13,36.0873
2021-10-14,37.6686
2021-10-15,36.9053
2021-10-16,36.9053
2021-10-17,36.9053
2021-10-18,39.8474
2021-10-19,40.0796
2021-10-20,41.0117
2021-10-21,41.2982
2021-10-22,42.5754
2021-10-23,42.5754
2021-10-24,42.5754
2021-10-25,44.5342
2021-10-26,43.2838
2021-10-27,39.4778
2021-10-28,42.4522
2021-10-29,41.8387
2021-10-30,41.8387
2021-10-31,41.8387
2021-11-01,48.8855
2021-11-02,49.0968
2021-11-03,49.9281
2021-11-04,50.6523
2021-11-05,53.22
2021-11-06,53.22
2021-11-07,53.22
2021-11-08,52.1741
2021-11-09,53.9317
2021-11-10,53.2432
2021-11-11,55.4774
2021-11-12,54.8825
2021-11-13,54.8825
2021-11-14,54.8825
2021-11-15,55.6926
2021-11-16,56.1277
2021-11-17,54.7917
2021-11-18,50.3623
2021-11-19,51.46
2021-11-20,51.46
2021-11-21,51.46
2021-11-22,50.5841
2021-11-23,50.7504
2021-11-24,51.1865
2021-11-25,51.1865
2021-11-26,46.9903
2021-11-27,46.9903
2021-11-28,46.9903
2021-11-29,46.7377
2021-11-30,44.7798
2021-12-01,42.5503
2021-12-02,44.4673
2021-12-03,42.5717
2021-12-04,42.5717
2021-12-05,42.5717
2021-12-06,45.0355
2021-12-07,45.2376
2021-12-08,46.9696
2021-12-09,43.8439
2021-12-10,42.5493
2021-12-11,42.5493
2021-12-12,42.5493
2021-12-13,42.3471
2021-12-14,44.3003
2021-12-15,50.5008
2021-12-16,49.2416
2021-12-17,49.7941
2021-12-18,49.7941
2021-12-19,49.7941
2021-12-20,52.559
2021-12-21,47.5974
2021-12-22,48.5571
2021-12-23,47.3481
2021-12-24,47.3481
2021-12-25,47.3481
2021-12-26,47.3481
2021-12-27,48.7656
2021-12-28,48.8768
2021-12-29,51.1702
2021-12-30,50.1477
2021-12-31,49.5436
2022-01-01,49.5436
2022-01-02,49.5436
2022-01-03,52.245
2022-01-04,51.4525
2022-01-05,50.3298
2022-01-06,53.4449
2022-01-07,51.4938
2022-01-08,51.4938
2022-01-09,51.4938
2022-01-10,44.8031
2022-01-11,44.5061
2022-01-12,49.0078
2022-01-13,47.3218
2022-01-14,47.7687
2022-01-15,47.7687
2022-01-16,47.7687
2022-01-17,47.7687
2022-01-18,47.6503
2022-01-19,47.0619
2022-01-20,45.2748
2022-01-21,43.424
2022-01-22,43.424
2022-01-23,43.424
2022-01-24,44.9205
2022-01-25,43.5171
2022-01-26,43.0082
2022-01-27,42.9365
2022-01-28,43.889
2022-01-29,43.889
2022-01-30,43.889
2022-01-31,47.1154
2022-02-01,47.0832
2022-02-02,45.5733
2022-02-03,42.1227
2022-02-04,43.3306
2022-02-05,43.3306
2022-02-06,43.3306
2022-02-07,45.0262
2022-02-08,47.0214
2022-02-09,45.8042
2022-02-10,44.9729
2022-02-11,44.9922
2022-02-12,44.9922
2022-02-13,44.9922
2022-02-14,44.0922
2022-02-15,45.1664
2022-02-16,45.3957
2022-02-17,42.8344
2022-02-18,39.8537
2022-02-19,39.8537
2022-02-20,39.8537
2022-02-21,39.8537
2022-02-22,42.8477
2022-02-23,40.442
2022-02-24,39.2445
2022-02-25,41.981
2022-02-26,41.981
2022-02-27,41.981
2022-02-28,45.6883
2022-03-01,48.5941
2022-03-02,48.4244
2022-03-03,46.9795
2022-03-04,46.0209
2022-03-05,46.0209
2022-03-06,46.0209
2022-03-07,42.7475
2022-03-08,43.8406
2022-03-09,45.1076
2022-03-10,42.2991
2022-03-11,41.6925
2022-03-12,41.6925
2022-03-13,41.6925
2022-03-14,38.7354
2022-03-15,41.4777
2022-03-16,44.1015
2022-03-17,46.2659
2022-03-18,48.5623
2022-03-19,48.5623
2022-03-20,48.5623
2022-03-21,47.6485
2022-03-22,46.8789
2022-03-23,44.5837
2022-03-24,43.2465
2022-03-25,43.2431
2022-03-26,43.2431
2022-03-27,43.2431
2022-03-28,43.8739
2022-03-29,46.4234
2022-03-30,44.3644
2022-03-31,44.2701
2022-04-01,46.773
2022-04-02,46.773
2022-04-03,46.773
2022-04-04,48.0874
2022-04-05,47.021
2022-04-06,46.2752
2022-04-07,47.9342
2022-04-08,48.499
2022-04-09,48.499
2022-04-10,48.499
2022-04-11,49.48
2022-04-12,49.3818
2022-04-13,50.8717
2022-04-14,50.4604
2022-04-15,50.4604
2022-04-16,50.4604
2022-04-17,50.4604
2022-04-18,48.3902
2022-04-19,52.4199
2022-04-20,55.0489
2022-04-21,51.3002
2022-04-22,47.6609
2022-04-23,47.6609
2022-04-24,47.6609
2022-04-25,51.422
2022-04-26,48.2833
2022-04-27,49.3036
2022-04-28,48.1557
2022-04-29,48.0914
2022-04-30,48.0914
2022-05-01,48.0914
2022-05-02,46.6426
2022-05-03,51.9327
2022-05-04,53.3341
2022-05-05,49.9224
2022-05-06,49.3676
2022-05-07,49.3676
2022-05-08,49.3676
2022-05-09,49.1409
2022-05-10,47.3735
2022-05-11,45.1601
2022-05-12,47.0971
2022-05-13,48.7844
2022-05-14,48.7844
2022-05-15,48.7844
2022-05-16,44.1812
2022-05-17,43.9135
2022-05-18,42.0795
2022-05-19,44.0114
2022-05-20,43.867
2022-05-21,43.867
2022-05-22,43.867
2022-05-23,45.5418
2022-05-24,42.6117
2022-05-25,44.4737
2022-05-26,46.5008
2022-05-27,48.6248
2022-05-28,48.6248
2022-05-29,48.6248
2022-05-30,48.6248
2022-05-31,46.454
2022-06-01,49.3799
2022-06-02,54.0877
2022-06-03,52.2914
2022-06-04,52.2914
2022-06-05,52.2914
2022-06-06,52.2977
2022-06-07,53.9407
2022-06-08,53.9501
2022-06-09,54.6077
2022-06-10,53.9232
2022-06-11,53.9232
2022-06-12,53.9232
2022-06-13,50.0207
2022-06-14,49.5781
2022-06-15,50.6
2022-06-16,48.7551
2022-06-17,49.3489
2022-06-18,49.3489
2022-06-19,49.3489
2022-06-20,49.3489
2022-06-21,50.092
2022-06-22,49.9329
2022-06-23,51.7528
2022-06-24,54.0164
2022-06-25,54.0164
2022-06-26,54.0164
2022-06-27,54.3459
2022-06-28,53.4849
2022-06-29,51.7184
2022-06-30,50.7182
2022-07-01,52.1598
2022-07-02,52.1598
2022-07-03,52.1598
2022-07-04,52.1598
2022-07-05,53.5052
2022-07-06,52.0262
2022-07-07,51.2844
2022-07-08,48.6976
2022-07-09,48.6976
2022-07-10,48.6976
2022-07-11,49.0178
2022-07-12,48.4093
2022-07-13,47.8995
2022-07-14,45.4754
2022-07-15,47.0579
2022-07-16,47.0579
2022-07-17,47.0579
2022-07-18,46.2002
2022-07-19,48.074
2022-07-20,48.3993
2022-07-21,49.148
2022-07-22,47.5761
2022-07-23,47.5761
2022-07-24,47.5761
2022-07-25,47.2589
2022-07-26,45.4276
2022-07-27,46.1916
2022-07-28,46.9341
2022-07-29,45.842
2022-07-30,45.842
2022-07-31,45.842
2022-08-01,49.6374
2022-08-02,49.1952
2022-08-03,47.7181
2022-08-04,38.5846
2022-08-05,35.7948
2022-08-06,35.7948
2022-08-07,35.7948
2022-08-08,35.1454
2022-08-09,32.363
2022-08-10,33.6579
2022-08-11,35.4576
2022-08-12,37.8222
2022-08-13,37.8222
2022-08-14,37.8222
2022-08-15,38.646
2022-08-16,40.7554
2022-08-17,40.4799
2022-08-18,40.0366
2022-08-19,38.121
2022-08-20,38.121
2022-08-21,38.121
2022-08-22,38.5284
2022-08-23,37.2285
2022-08-24,36.5761
2022-08-25,38.7177
2022-08-26,39.1862
2022-08-27,39.1862
2022-08-28,39.1862
2022-08-29,39.0494
2022-08-30,36.7286
2022-08-31,36.1903
2022-09-01,34.0885
2022-09-02,34.2533
2022-09-03,34.2533
2022-09-04,34.2533
2022-09-05,34.2533
2022-09-06,34.3928
2022-09-07,34.3862
2022-09-08,34.6441
2022-09-09,38.4893
2022-09-10,38.4893
2022-09-11,38.4893
2022-09-12,39.092
2022-09-13,38.2203
2022-09-14,36.816
2022-09-15,37.2074
2022-09-16,36.2591
2022-09-17,36.2591
2022-09-18,36.2591
2022-09-19,36.2864
2022-09-20,35.0941
2022-09-21,35.4811
2022-09-22,35.3077
2022-09-23,34.4885
2022-09-24,34.4885
2022-09-25,34.4885
2022-09-26,33.4011
2022-09-27,33.2901
2022-09-28,36.0754
2022-09-29,34.1949
2022-09-30,34.1786
2022-10-01,34.1786
2022-10-02,34.1786
2022-10-03,36.3002
2022-10-04,40.9053
2022-10-05,40.2611
2022-10-06,39.7621
2022-10-07,39.4556
2022-10-08,39.4556
2022-10-09,39.4556
2022-10-10,40.4801
2022-10-11,42.1407
2022-10-12,44.2409
2022-10-13,42.912
2022-10-14,41.3849
2022-10-15,41.3849
2022-10-16,41.3849
2022-10-17,43.3036
2022-10-18,45.0921
2022-10-19,41.9471
2022-10-20,40.3821
2022-10-21,44.2625
2022-10-22,44.2625
2022-10-23,44.2625
2022-10-24,42.3561
2022-10-25,45.4846
2022-10-26,44.0311
2022-10-27,44.3356
2022-10-28,45.1502
2022-10-29,45.1502
2022-10-30,45.1502
2022-10-31,44.9253
2022-11-01,46.1568
2022-11-02,42.0717
2022-11-03,38.4796
2022-11-04,41.3142
2022-11-05,41.3142
2022-11-06,41.3142
2022-11-07,40.9886
2022-11-08,42.6354
2022-11-09,40.2553
2022-11-10,46.6141
2022-11-11,46.3723
2022-11-12,46.3723
2022-11-13,46.3723
2022-11-14,45.2318
2022-11-15,47.7006
2022-11-16,48.9509
2022-11-17,48.8349
2022-11-18,51.8408
2022-11-19,51.8408
2022-11-20,51.8408
2022-11-21,50.164
2022-11-22,49.5078
2022-11-23,49.814
2022-11-24,49.814
2022-11-25,49.7402
2022-11-26,49.7402
2022-11-27,49.7402
2022-11-28,49.9231
2022-11-29,50.506
2022-11-30,53.1797
2022-12-01,49.7131
2022-12-02,50.1929
2022-12-03,50.1929
2022-12-04,50.1929
2022-12-05,50.2707
2022-12-06,48.0713
2022-12-07,49.4998
2022-12-08,51.8927
2022-12-09,50.7479
2022-12-10,50.7479
2022-12-11,50.7479
2022-12-12,47.6558
2022-12-13,47.7435
2022-12-14,48.2113
2022-12-15,46.1502
2022-12-16,47.9803
2022-12-17,47.9803
2022-12-18,47.9803
2022-12-19,47.3531
2022-12-20,47.2671
2022-12-21,47.9312
2022-12-22,49.737
2022-12-23,49.3384
2022-12-24,49.3384
2022-12-25,49.3384
2022-12-26,49.3384
2022-12-27,47.7417
2022-12-28,45.8518
2022-12-29,47.2238
2022-12-30,48.4585
2022-12-31,48.4585
2023-01-01,48.4585
2023-01-02,48.4585
2023-01-03,48.2866
2023-01-04,49.8184
2023-01-05,49.5483
2023-01-06,51.6725
2023-01-07,51.6725
2023-01-08,51.6725
2023-01-09,53.3877
2023-01-10,55.019
2023-01-11,55.1197
2023-01-12,58.6799
2023-01-13,55.4815
2023-01-14,55.4815
2023-01-15,55.4815
2023-01-16,55.4815
2023-01-17,48.9289
2023-01-18,48.61
2023-01-19,48.5969
2023-01-20,49.7601
2023-01-21,49.7601
2023-01-22,49.7601
2023-01-23,50.7737
2023-01-24,46.5729
2023-01-25,47.5825
2023-01-26,47.5759
2023-01-27,47.1996
2023-01-28,47.1996
2023-01-29,47.1996
2023-01-30,43.5819
2023-01-31,45.7842
2023-02-01,48.3297
2023-02-02,49.2394
2023-02-03,48.9197
2023-02-04,48.9197
2023-02-05,48.9197
2023-02-06,46.4253
2023-02-07,48.5128
2023-02-08,46.5208
2023-02-09,44.9956
2023-02-10,43.5312
2023-02-11,43.5312
2023-02-12,43.5312
2023-02-13,46.2139
2023-02-14,47.1589
2023-02-15,49.5259
2023-02-16,48.0695
2023-02-17,49.6027
2023-02-18,49.6027
2023-02-19,49.6027
2023-02-20,49.6027
2023-02-21,43.6489
2023-02-22,42.2922
2023-02-23,46.1808
2023-02-24,47.0631
2023-02-25,47.0631
2023-02-26,47.0631
2023-02-27,48.1792
2023-02-28,48.4378
2023-03-01,47.3503
2023-03-02,48.9296
2023-03-03,48.3785
2023-03-04,48.3785
2023-03-05,48.3785
2023-03-06,44.6971
2023-03-07,45.32
2023-03-08,45.8447
2023-03-09,47.6629
2023-03-10,45.8373
2023-03-11,45.8373
2023-03-12,45.8373
2023-03-13,44.5707
2023-03-14,46.0407
2023-03-15,43.7693
2023-03-16,44.8325
2023-03-17,43.8216
2023-03-18,43.8216
2023-03-19,43.8216
