,PRI US Equity
2021-05-23,55.0675
2021-05-24,54.1792
2021-05-25,52.4379
2021-05-26,53.1733
2021-05-27,54.4145
2021-05-28,56.1648
2021-05-29,56.1648
2021-05-30,56.1648
2021-05-31,56.1648
2021-06-01,56.7473
2021-06-02,56.8149
2021-06-03,56.8047
2021-06-04,57.8086
2021-06-05,57.8086
2021-06-06,57.8086
2021-06-07,57.9271
2021-06-08,58.1864
2021-06-09,56.1938
2021-06-10,53.4898
2021-06-11,54.7491
2021-06-12,54.7491
2021-06-13,54.7491
2021-06-14,50.7269
2021-06-15,52.0504
2021-06-16,47.6601
2021-06-17,43.1485
2021-06-18,40.3231
2021-06-19,40.3231
2021-06-20,40.3231
2021-06-21,44.5919
2021-06-22,44.5639
2021-06-23,44.2769
2021-06-24,45.0368
2021-06-25,49.8841
2021-06-26,49.8841
2021-06-27,49.8841
2021-06-28,47.5002
2021-06-29,48.1957
2021-06-30,48.2291
2021-07-01,47.5866
2021-07-02,46.4951
2021-07-03,46.4951
2021-07-04,46.4951
2021-07-05,46.4951
2021-07-06,43.5379
2021-07-07,43.5849
2021-07-08,40.7308
2021-07-09,44.7923
2021-07-10,44.7923
2021-07-11,44.7923
2021-07-12,45.2489
2021-07-13,44.0529
2021-07-14,43.9001
2021-07-15,43.8776
2021-07-16,43.3872
2021-07-17,43.3872
2021-07-18,43.3872
2021-07-19,40.7581
2021-07-20,43.9284
2021-07-21,45.4751
2021-07-22,43.9989
2021-07-23,44.4126
2021-07-24,44.4126
2021-07-25,44.4126
2021-07-26,45.3929
2021-07-27,45.1645
2021-07-28,45.3373
2021-07-29,46.905
2021-07-30,45.6731
2021-07-31,45.6731
2021-08-01,45.6731
2021-08-02,45.925
2021-08-03,45.8242
2021-08-04,44.4224
2021-08-05,47.4445
2021-08-06,48.4254
2021-08-07,48.4254
2021-08-08,48.4254
2021-08-09,50.126
2021-08-10,50.9921
2021-08-11,52.0341
2021-08-12,50.2795
2021-08-13,50.4576
2021-08-14,50.4576
2021-08-15,50.4576
2021-08-16,50.8644
2021-08-17,51.5148
2021-08-18,49.8868
2021-08-19,46.9169
2021-08-20,49.2605
2021-08-21,49.2605
2021-08-22,49.2605
2021-08-23,51.6806
2021-08-24,53.2751
2021-08-25,52.3866
2021-08-26,50.0085
2021-08-27,53.5305
2021-08-28,53.5305
2021-08-29,53.5305
2021-08-30,52.8863
2021-08-31,53.0174
2021-09-01,51.9363
2021-09-02,52.7527
2021-09-03,51.7953
2021-09-04,51.7953
2021-09-05,51.7953
2021-09-06,51.7953
2021-09-07,47.8778
2021-09-08,46.9516
2021-09-09,47.3893
2021-09-10,46.3208
2021-09-11,46.3208
2021-09-12,46.3208
2021-09-13,49.1778
2021-09-14,47.4331
2021-09-15,49.2047
2021-09-16,48.4213
2021-09-17,49.2686
2021-09-18,49.2686
2021-09-19,49.2686
2021-09-20,42.7503
2021-09-21,44.5136
2021-09-22,47.6285
2021-09-23,50.9454
2021-09-24,52.8682
2021-09-25,52.8682
2021-09-26,52.8682
2021-09-27,55.5915
2021-09-28,53.8714
2021-09-29,55.3865
2021-09-30,53.3849
2021-10-01,55.2245
2021-10-02,55.2245
2021-10-03,55.2245
2021-10-04,51.0833
2021-10-05,53.0979
2021-10-06,54.9032
2021-10-07,57.283
2021-10-08,56.0589
2021-10-09,56.0589
2021-10-10,56.0589
2021-10-11,56.6558
2021-10-12,59.4243
2021-10-13,58.585
2021-10-14,62.0566
2021-10-15,62.1548
2021-10-16,62.1548
2021-10-17,62.1548
2021-10-18,62.7927
2021-10-19,61.5627
2021-10-20,62.5627
2021-10-21,63.1778
2021-10-22,63.9738
2021-10-23,63.9738
2021-10-24,63.9738
2021-10-25,63.6454
2021-10-26,61.8803
2021-10-27,58.066
2021-10-28,60.444
2021-10-29,60.5032
2021-10-30,60.5032
2021-10-31,60.5032
2021-11-01,64.21
2021-11-02,64.5701
2021-11-03,66.4352
2021-11-04,63.0477
2021-11-05,64.8155
2021-11-06,64.8155
2021-11-07,64.8155
2021-11-08,62.7917
2021-11-09,51.5166
2021-11-10,51.5238
2021-11-11,51.6885
2021-11-12,50.8358
2021-11-13,50.8358
2021-11-14,50.8358
2021-11-15,50.4017
2021-11-16,49.4537
2021-11-17,49.1791
2021-11-18,49.9972
2021-11-19,46.2955
2021-11-20,46.2955
2021-11-21,46.2955
2021-11-22,46.3046
2021-11-23,45.331
2021-11-24,44.7565
2021-11-25,44.7565
2021-11-26,39.6902
2021-11-27,39.6902
2021-11-28,39.6902
2021-11-29,42.8139
2021-11-30,40.7507
2021-12-01,38.2512
2021-12-02,43.0512
2021-12-03,41.9172
2021-12-04,41.9172
2021-12-05,41.9172
2021-12-06,43.689
2021-12-07,45.2273
2021-12-08,45.3767
2021-12-09,44.9399
2021-12-10,46.6284
2021-12-11,46.6284
2021-12-12,46.6284
2021-12-13,45.3149
2021-12-14,44.5008
2021-12-15,46.894
2021-12-16,45.4511
2021-12-17,43.9655
2021-12-18,43.9655
2021-12-19,43.9655
2021-12-20,41.6073
2021-12-21,46.3199
2021-12-22,47.1319
2021-12-23,49.1791
2021-12-24,49.1791
2021-12-25,49.1791
2021-12-26,49.1791
2021-12-27,49.9654
2021-12-28,49.5302
2021-12-29,49.5545
2021-12-30,49.1214
2021-12-31,48.9044
2022-01-01,48.9044
2022-01-02,48.9044
2022-01-03,50.395
2022-01-04,51.6743
2022-01-05,48.4029
2022-01-06,49.3543
2022-01-07,49.8197
2022-01-08,49.8197
2022-01-09,49.8197
2022-01-10,50.3188
2022-01-11,51.1797
2022-01-12,50.4728
2022-01-13,51.8756
2022-01-14,52.2324
2022-01-15,52.2324
2022-01-16,52.2324
2022-01-17,52.2324
2022-01-18,49.7197
2022-01-19,47.128
2022-01-20,46.6234
2022-01-21,45.4058
2022-01-22,45.4058
2022-01-23,45.4058
2022-01-24,46.8419
2022-01-25,47.1027
2022-01-26,45.0979
2022-01-27,43.1378
2022-01-28,47.3195
2022-01-29,47.3195
2022-01-30,47.3195
2022-01-31,50.6505
2022-02-01,50.7324
2022-02-02,51.336
2022-02-03,48.0476
2022-02-04,50.056
2022-02-05,50.056
2022-02-06,50.056
2022-02-07,50.1028
2022-02-08,49.3841
2022-02-09,51.3293
2022-02-10,52.1672
2022-02-11,49.8053
2022-02-12,49.8053
2022-02-13,49.8053
2022-02-14,47.857
2022-02-15,37.3332
2022-02-16,40.9555
2022-02-17,38.2212
2022-02-18,37.8695
2022-02-19,37.8695
2022-02-20,37.8695
2022-02-21,37.8695
2022-02-22,37.2294
2022-02-23,35.1548
2022-02-24,34.7677
2022-02-25,35.947
2022-02-26,35.947
2022-02-27,35.947
2022-02-28,35.4637
2022-03-01,32.581
2022-03-02,37.1509
2022-03-03,36.4538
2022-03-04,35.1678
2022-03-05,35.1678
2022-03-06,35.1678
2022-03-07,33.3545
2022-03-08,35.8226
2022-03-09,39.1793
2022-03-10,38.4435
2022-03-11,38.1925
2022-03-12,38.1925
2022-03-13,38.1925
2022-03-14,38.7078
2022-03-15,38.1612
2022-03-16,42.9381
2022-03-17,43.9713
2022-03-18,44.6374
2022-03-19,44.6374
2022-03-20,44.6374
2022-03-21,44.3955
2022-03-22,45.5125
2022-03-23,43.8467
2022-03-24,45.1947
2022-03-25,47.196
2022-03-26,47.196
2022-03-27,47.196
2022-03-28,46.2915
2022-03-29,48.9003
2022-03-30,48.8288
2022-03-31,48.1893
2022-04-01,50.5227
2022-04-02,50.5227
2022-04-03,50.5227
2022-04-04,46.57
2022-04-05,45.6482
2022-04-06,46.0108
2022-04-07,45.5811
2022-04-08,46.6307
2022-04-09,46.6307
2022-04-10,46.6307
2022-04-11,47.1486
2022-04-12,45.7302
2022-04-13,47.0076
2022-04-14,46.6096
2022-04-15,46.6096
2022-04-16,46.6096
2022-04-17,46.6096
2022-04-18,45.9839
2022-04-19,49.3919
2022-04-20,52.7217
2022-04-21,52.1548
2022-04-22,46.9806
2022-04-23,46.9806
2022-04-24,46.9806
2022-04-25,46.9168
2022-04-26,44.0482
2022-04-27,43.7351
2022-04-28,46.57
2022-04-29,44.1114
2022-04-30,44.1114
2022-05-01,44.1114
2022-05-02,45.2195
2022-05-03,45.7296
2022-05-04,48.873
2022-05-05,44.9448
2022-05-06,36.7309
2022-05-07,36.7309
2022-05-08,36.7309
2022-05-09,38.3063
2022-05-10,39.5373
2022-05-11,38.8714
2022-05-12,39.1754
2022-05-13,43.2622
2022-05-14,43.2622
2022-05-15,43.2622
2022-05-16,42.9031
2022-05-17,45.3905
2022-05-18,44.1509
2022-05-19,42.0985
2022-05-20,42.2147
2022-05-21,42.2147
2022-05-22,42.2147
2022-05-23,43.5858
2022-05-24,42.71
2022-05-25,43.8515
2022-05-26,46.5249
2022-05-27,47.6748
2022-05-28,47.6748
2022-05-29,47.6748
2022-05-30,47.6748
2022-05-31,47.3623
2022-06-01,46.1615
2022-06-02,48.1638
2022-06-03,46.614
2022-06-04,46.614
2022-06-05,46.614
2022-06-06,47.8054
2022-06-07,49.1663
2022-06-08,47.3094
2022-06-09,45.6861
2022-06-10,43.0711
2022-06-11,43.0711
2022-06-12,43.0711
2022-06-13,39.8905
2022-06-14,40.4269
2022-06-15,42.54
2022-06-16,38.7665
2022-06-17,40.9214
2022-06-18,40.9214
2022-06-19,40.9214
2022-06-20,40.9214
2022-06-21,43.1944
2022-06-22,43.2108
2022-06-23,43.6213
2022-06-24,47.0705
2022-06-25,47.0705
2022-06-26,47.0705
2022-06-27,47.2737
2022-06-28,46.3048
2022-06-29,45.6408
2022-06-30,46.2683
2022-07-01,47.9482
2022-07-02,47.9482
2022-07-03,47.9482
2022-07-04,47.9482
2022-07-05,47.4494
2022-07-06,47.3475
2022-07-07,48.371
2022-07-08,48.0958
2022-07-09,48.0958
2022-07-10,48.0958
2022-07-11,46.9081
2022-07-12,46.8155
2022-07-13,45.301
2022-07-14,43.6222
2022-07-15,46.2407
2022-07-16,46.2407
2022-07-17,46.2407
2022-07-18,46.1312
2022-07-19,48.5746
2022-07-20,50.4298
2022-07-21,50.7317
2022-07-22,49.8373
2022-07-23,49.8373
2022-07-24,49.8373
2022-07-25,51.0899
2022-07-26,51.4886
2022-07-27,53.3524
2022-07-28,54.4176
2022-07-29,55.3462
2022-07-30,55.3462
2022-07-31,55.3462
2022-08-01,55.0981
2022-08-02,52.0078
2022-08-03,55.9586
2022-08-04,53.3137
2022-08-05,54.3076
2022-08-06,54.3076
2022-08-07,54.3076
2022-08-08,54.7136
2022-08-09,54.3552
2022-08-10,59.0406
2022-08-11,58.5052
2022-08-12,60.8394
2022-08-13,60.8394
2022-08-14,60.8394
2022-08-15,59.4666
2022-08-16,61.1241
2022-08-17,59.407
2022-08-18,59.7248
2022-08-19,57.479
2022-08-20,57.479
2022-08-21,57.479
2022-08-22,54.5903
2022-08-23,53.8383
2022-08-24,53.8657
2022-08-25,56.1791
2022-08-26,50.2847
2022-08-27,50.2847
2022-08-28,50.2847
2022-08-29,49.2846
2022-08-30,49.6835
2022-08-31,49.4822
2022-09-01,47.1572
2022-09-02,46.0871
2022-09-03,46.0871
2022-09-04,46.0871
2022-09-05,46.0871
2022-09-06,45.8862
2022-09-07,46.5543
2022-09-08,48.1184
2022-09-09,51.5416
2022-09-10,51.5416
2022-09-11,51.5416
2022-09-12,53.6867
2022-09-13,50.6933
2022-09-14,49.9679
2022-09-15,51.9112
2022-09-16,51.2385
2022-09-17,51.2385
2022-09-18,51.2385
2022-09-19,53.8711
2022-09-20,52.9658
2022-09-21,53.8521
2022-09-22,51.4453
2022-09-23,46.8907
2022-09-24,46.8907
2022-09-25,46.8907
2022-09-26,45.3894
2022-09-27,45.053
2022-09-28,47.842
2022-09-29,47.3937
2022-09-30,46.7099
2022-10-01,46.7099
2022-10-02,46.7099
2022-10-03,50.4294
2022-10-04,55.3829
2022-10-05,53.685
2022-10-06,53.3947
2022-10-07,50.7274
2022-10-08,50.7274
2022-10-09,50.7274
2022-10-10,51.977
2022-10-11,52.4079
2022-10-12,51.1295
2022-10-13,55.9468
2022-10-14,53.7064
2022-10-15,53.7064
2022-10-16,53.7064
2022-10-17,55.4418
2022-10-18,57.7787
2022-10-19,56.4236
2022-10-20,53.2538
2022-10-21,55.2592
2022-10-22,55.2592
2022-10-23,55.2592
2022-10-24,56.3924
2022-10-25,58.4765
2022-10-26,56.9029
2022-10-27,56.9683
2022-10-28,60.379
2022-10-29,60.379
2022-10-30,60.379
2022-10-31,61.4477
2022-11-01,61.8744
2022-11-02,58.5708
2022-11-03,56.9596
2022-11-04,58.9767
2022-11-05,58.9767
2022-11-06,58.9767
2022-11-07,58.9277
2022-11-08,58.1987
2022-11-09,54.5544
2022-11-10,54.131
2022-11-11,55.0642
2022-11-12,55.0642
2022-11-13,55.0642
2022-11-14,54.2487
2022-11-15,55.5934
2022-11-16,53.5765
2022-11-17,53.2308
2022-11-18,57.4522
2022-11-19,57.4522
2022-11-20,57.4522
2022-11-21,58.2997
2022-11-22,59.9365
2022-11-23,58.5513
2022-11-24,58.5513
2022-11-25,59.3847
2022-11-26,59.3847
2022-11-27,59.3847
2022-11-28,58.1644
2022-11-29,59.0352
2022-11-30,61.2845
2022-12-01,60.0744
2022-12-02,58.7976
2022-12-03,58.7976
2022-12-04,58.7976
2022-12-05,52.9473
2022-12-06,54.2728
2022-12-07,52.9244
2022-12-08,53.3352
2022-12-09,51.8744
2022-12-10,51.8744
2022-12-11,51.8744
2022-12-12,52.9427
2022-12-13,52.6045
2022-12-14,53.0741
2022-12-15,51.5293
2022-12-16,49.4082
2022-12-17,49.4082
2022-12-18,49.4082
2022-12-19,48.4467
2022-12-20,51.329
2022-12-21,53.7817
2022-12-22,50.8631
2022-12-23,52.811
2022-12-24,52.811
2022-12-25,52.811
2022-12-26,52.811
2022-12-27,52.3341
2022-12-28,50.7781
2022-12-29,52.9066
2022-12-30,52.8575
2022-12-31,52.8575
2023-01-01,52.8575
2023-01-02,52.8575
2023-01-03,52.9568
2023-01-04,53.4819
2023-01-05,53.5478
2023-01-06,57.0528
2023-01-07,57.0528
2023-01-08,57.0528
2023-01-09,55.2182
2023-01-10,56.8191
2023-01-11,57.7894
2023-01-12,58.3118
2023-01-13,60.3118
2023-01-14,60.3118
2023-01-15,60.3118
2023-01-16,60.3118
2023-01-17,61.0096
2023-01-18,58.1146
2023-01-19,56.4921
2023-01-20,59.9989
2023-01-21,59.9989
2023-01-22,59.9989
2023-01-23,60.0067
2023-01-24,61.4439
2023-01-25,62.9908
2023-01-26,64.3632
2023-01-27,64.6443
2023-01-28,64.6443
2023-01-29,64.6443
2023-01-30,65.3649
2023-01-31,66.9043
2023-02-01,67.4498
2023-02-02,68.7243
2023-02-03,68.8017
2023-02-04,68.8017
2023-02-05,68.8017
2023-02-06,67.2667
2023-02-07,69.1811
2023-02-08,71.0598
2023-02-09,66.8061
2023-02-10,67.8092
2023-02-11,67.8092
2023-02-12,67.8092
2023-02-13,69.048
2023-02-14,67.9313
2023-02-15,68.8907
2023-02-16,68.5993
2023-02-17,69.1224
2023-02-18,69.1224
2023-02-19,69.1224
2023-02-20,69.1224
2023-02-21,63.3282
2023-02-22,63.2772
2023-02-23,63.2772
2023-02-24,72.2252
2023-02-25,72.2252
2023-02-26,72.2252
2023-02-27,73.9729
2023-02-28,76.5433
2023-03-01,75.6095
2023-03-02,70.6861
2023-03-03,71.351
2023-03-04,71.351
2023-03-05,71.351
2023-03-06,65.7512
2023-03-07,64.0036
2023-03-08,61.3563
2023-03-09,56.8769
2023-03-10,53.9789
2023-03-11,53.9789
2023-03-12,53.9789
2023-03-13,49.7406
2023-03-14,52.6382
2023-03-15,48.2989
2023-03-16,50.8223
2023-03-17,47.4376
2023-03-18,47.4376
