,SNDR US Equity
2020-05-16,51.609
2020-05-17,51.609
2020-05-18,55.3902
2020-05-19,53.3515
2020-05-20,54.5496
2020-05-21,54.0707
2020-05-22,55.6806
2020-05-23,55.6806
2020-05-24,55.6806
2020-05-25,55.6806
2020-05-26,56.5343
2020-05-27,57.8898
2020-05-28,59.9801
2020-05-29,61.38
2020-05-30,61.38
2020-05-31,61.38
2020-06-01,60.6936
2020-06-02,60.1372
2020-06-03,56.899
2020-06-04,56.7235
2020-06-05,57.1
2020-06-06,57.1
2020-06-07,57.1
2020-06-08,58.0608
2020-06-09,56.792
2020-06-10,58.2598
2020-06-11,52.0381
2020-06-12,52.8424
2020-06-13,52.8424
2020-06-14,52.8424
2020-06-15,54.109
2020-06-16,55.7596
2020-06-17,57.8612
2020-06-18,58.9188
2020-06-19,57.2085
2020-06-20,57.2085
2020-06-21,57.2085
2020-06-22,56.4502
2020-06-23,57.6459
2020-06-24,56.2758
2020-06-25,55.5474
2020-06-26,56.2071
2020-06-27,56.2071
2020-06-28,56.2071
2020-06-29,57.7215
2020-06-30,59.5806
2020-07-01,56.6687
2020-07-02,57.3405
2020-07-03,57.3405
2020-07-04,57.3405
2020-07-05,57.3405
2020-07-06,58.8682
2020-07-07,60.6886
2020-07-08,60.8515
2020-07-09,60.5917
2020-07-10,59.9562
2020-07-11,59.9562
2020-07-12,59.9562
2020-07-13,57.1156
2020-07-14,59.1886
2020-07-15,59.9957
2020-07-16,60.832
2020-07-17,62.9042
2020-07-18,62.9042
2020-07-19,62.9042
2020-07-20,61.546
2020-07-21,61.1092
2020-07-22,59.1023
2020-07-23,57.6725
2020-07-24,56.6228
2020-07-25,56.6228
2020-07-26,56.6228
2020-07-27,56.6636
2020-07-28,54.439
2020-07-29,56.0948
2020-07-30,54.163
2020-07-31,56.1071
2020-08-01,56.1071
2020-08-02,56.1071
2020-08-03,56.6855
2020-08-04,57.795
2020-08-05,52.5825
2020-08-06,52.9735
2020-08-07,54.1468
2020-08-08,54.1468
2020-08-09,54.1468
2020-08-10,56.6342
2020-08-11,57.2735
2020-08-12,60.301
2020-08-13,57.6595
2020-08-14,57.7743
2020-08-15,57.7743
2020-08-16,57.7743
2020-08-17,59.3699
2020-08-18,58.9311
2020-08-19,59.8895
2020-08-20,59.9668
2020-08-21,62.4383
2020-08-22,62.4383
2020-08-23,62.4383
2020-08-24,61.4278
2020-08-25,61.5414
2020-08-26,62.6419
2020-08-27,61.3887
2020-08-28,61.3887
2020-08-29,61.3887
2020-08-30,61.3887
2020-08-31,60.4822
2020-09-01,62.4877
2020-09-02,61.7598
2020-09-03,59.6051
2020-09-04,59.8685
2020-09-05,59.8685
2020-09-06,59.8685
2020-09-07,59.8685
2020-09-08,59.5339
2020-09-09,62.3221
2020-09-10,56.8918
2020-09-11,55.0352
2020-09-12,55.0352
2020-09-13,55.0352
2020-09-14,51.0998
2020-09-15,53.77
2020-09-16,51.0867
2020-09-17,52.921
2020-09-18,50.2874
2020-09-19,50.2874
2020-09-20,50.2874
2020-09-21,48.5293
2020-09-22,47.3574
2020-09-23,48.3012
2020-09-24,48.4019
2020-09-25,47.6338
2020-09-26,47.6338
2020-09-27,47.6338
2020-09-28,49.4491
2020-09-29,47.8319
2020-09-30,45.9928
2020-10-01,46.9132
2020-10-02,48.0447
2020-10-03,48.0447
2020-10-04,48.0447
2020-10-05,47.5949
2020-10-06,46.6907
2020-10-07,50.5762
2020-10-08,50.7824
2020-10-09,47.2641
2020-10-10,47.2641
2020-10-11,47.2641
2020-10-12,45.6977
2020-10-13,49.623
2020-10-14,48.988
2020-10-15,51.0323
2020-10-16,45.7164
2020-10-17,45.7164
2020-10-18,45.7164
2020-10-19,41.6569
2020-10-20,43.4065
2020-10-21,42.837
2020-10-22,44.2986
2020-10-23,44.9017
2020-10-24,44.9017
2020-10-25,44.9017
2020-10-26,45.2085
2020-10-27,42.0211
2020-10-28,40.2735
2020-10-29,39.5495
2020-10-30,37.5587
2020-10-31,37.5587
2020-11-01,37.5587
2020-11-02,37.8991
2020-11-03,43.3318
2020-11-04,42.3548
2020-11-05,46.26
2020-11-06,43.3898
2020-11-07,43.3898
2020-11-08,43.3898
2020-11-09,47.7053
2020-11-10,49.175
2020-11-11,46.9024
2020-11-12,45.7104
2020-11-13,47.5934
2020-11-14,47.5934
2020-11-15,47.5934
2020-11-16,48.6274
2020-11-17,49.655
2020-11-18,48.2655
2020-11-19,48.5448
2020-11-20,47.6141
2020-11-21,47.6141
2020-11-22,47.6141
2020-11-23,45.426
2020-11-24,47.3877
2020-11-25,45.8945
2020-11-26,45.8945
2020-11-27,45.8945
2020-11-28,45.8945
2020-11-29,45.8945
2020-11-30,44.1504
2020-12-01,45.8634
2020-12-02,45.1685
2020-12-03,43.4655
2020-12-04,46.541
2020-12-05,46.541
2020-12-06,46.541
2020-12-07,46.1886
2020-12-08,45.0418
2020-12-09,46.5724
2020-12-10,46.3186
2020-12-11,45.9417
2020-12-12,45.9417
2020-12-13,45.9417
2020-12-14,43.0013
2020-12-15,43.3475
2020-12-16,43.4068
2020-12-17,44.7814
2020-12-18,45.0814
2020-12-19,45.0814
2020-12-20,45.0814
2020-12-21,45.8123
2020-12-22,45.0372
2020-12-23,45.2925
2020-12-24,45.3582
2020-12-25,45.3582
2020-12-26,45.3582
2020-12-27,45.3582
2020-12-28,45.0784
2020-12-29,44.3985
2020-12-30,43.998
2020-12-31,45.523
2021-01-01,45.523
2021-01-02,45.523
2021-01-03,45.523
2021-01-04,44.1031
2021-01-05,47.6238
2021-01-06,53.5015
2021-01-07,54.2678
2021-01-08,55.1953
2021-01-09,55.1953
2021-01-10,55.1953
2021-01-11,54.589
2021-01-12,56.7202
2021-01-13,55.2082
2021-01-14,57.5495
2021-01-15,57.268
2021-01-16,57.268
2021-01-17,57.268
2021-01-18,57.268
2021-01-19,60.5149
2021-01-20,61.5381
2021-01-21,60.2173
2021-01-22,59.7749
2021-01-23,59.7749
2021-01-24,59.7749
2021-01-25,60.6228
2021-01-26,53.4269
2021-01-27,48.1354
2021-01-28,46.5622
2021-01-29,45.4711
2021-01-30,45.4711
2021-01-31,45.4711
2021-02-01,49.6334
2021-02-02,49.9495
2021-02-03,48.6336
2021-02-04,51.6883
2021-02-05,51.9938
2021-02-06,51.9938
2021-02-07,51.9938
2021-02-08,51.9938
2021-02-09,55.6458
2021-02-10,54.4139
2021-02-11,52.7458
2021-02-12,53.7572
2021-02-13,53.7572
2021-02-14,53.7572
2021-02-15,53.7572
2021-02-16,52.9945
2021-02-17,53.3631
2021-02-18,56.2049
2021-02-19,57.6816
2021-02-20,57.6816
2021-02-21,57.6816
2021-02-22,56.6615
2021-02-23,56.6615
2021-02-24,57.8579
2021-02-25,57.2449
2021-02-26,55.2271
2021-02-27,55.2271
2021-02-28,55.2271
2021-03-01,58.2703
2021-03-02,59.1792
2021-03-03,61.8486
2021-03-04,61.3561
2021-03-05,63.7451
2021-03-06,63.7451
2021-03-07,63.7451
2021-03-08,66.78
2021-03-09,65.5733
2021-03-10,59.136
2021-03-11,60.2403
2021-03-12,61.9728
2021-03-13,61.9728
2021-03-14,61.9728
2021-03-15,61.4067
2021-03-16,60.1435
2021-03-17,60.5631
2021-03-18,61.7705
2021-03-19,60.4501
2021-03-20,60.4501
2021-03-21,60.4501
2021-03-22,57.1039
2021-03-23,54.0662
2021-03-24,54.831
2021-03-25,55.4071
2021-03-26,59.3816
2021-03-27,59.3816
2021-03-28,59.3816
2021-03-29,58.1762
2021-03-30,59.1624
2021-03-31,56.9867
2021-04-01,57.7458
2021-04-02,57.7458
2021-04-03,57.7458
2021-04-04,57.7458
2021-04-05,59.2764
2021-04-06,57.7914
2021-04-07,58.7273
2021-04-08,57.7186
2021-04-09,58.183
2021-04-10,58.183
2021-04-11,58.183
2021-04-12,59.517
2021-04-13,58.7812
2021-04-14,56.6092
2021-04-15,58.5765
2021-04-16,57.914
2021-04-17,57.914
2021-04-18,57.914
2021-04-19,56.3322
2021-04-20,55.2269
2021-04-21,50.7993
2021-04-22,50.4553
2021-04-23,50.3965
2021-04-24,50.3965
2021-04-25,50.3965
2021-04-26,46.8899
2021-04-27,47.3181
2021-04-28,46.9267
2021-04-29,49.3414
2021-04-30,50.0051
2021-05-01,50.0051
2021-05-02,50.0051
2021-05-03,54.1306
2021-05-04,56.0329
2021-05-05,55.968
2021-05-06,58.967
2021-05-07,60.605
2021-05-08,60.605
2021-05-09,60.605
2021-05-10,61.2277
2021-05-11,56.1156
2021-05-12,53.452
2021-05-13,55.1643
2021-05-14,56.025
2021-05-15,56.025
2021-05-16,56.025
2021-05-17,55.4137
2021-05-18,54.1306
2021-05-19,52.8055
2021-05-20,51.0428
2021-05-21,51.5448
2021-05-22,51.5448
2021-05-23,51.5448
2021-05-24,50.767
2021-05-25,47.4084
2021-05-26,48.5425
2021-05-27,49.1396
2021-05-28,48.7301
2021-05-29,48.7301
2021-05-30,48.7301
2021-05-31,48.7301
2021-06-01,49.2922
2021-06-02,46.261
2021-06-03,46.0919
2021-06-04,44.0905
2021-06-05,44.0905
2021-06-06,44.0905
2021-06-07,42.2456
2021-06-08,43.3663
2021-06-09,42.7231
2021-06-10,39.6707
2021-06-11,40.9081
2021-06-12,40.9081
2021-06-13,40.9081
2021-06-14,39.2898
2021-06-15,40.5433
2021-06-16,39.3086
2021-06-17,34.7538
2021-06-18,34.2797
2021-06-19,34.2797
2021-06-20,34.2797
2021-06-21,35.6421
2021-06-22,38.6393
2021-06-23,38.1906
2021-06-24,38.0079
2021-06-25,38.9146
2021-06-26,38.9146
2021-06-27,38.9146
2021-06-28,38.1923
2021-06-29,39.5844
2021-06-30,38.979
2021-07-01,41.8176
2021-07-02,40.7058
2021-07-03,40.7058
2021-07-04,40.7058
2021-07-05,40.7058
2021-07-06,38.5834
2021-07-07,39.8956
2021-07-08,38.446
2021-07-09,40.5273
2021-07-10,40.5273
2021-07-11,40.5273
2021-07-12,40.1116
2021-07-13,39.2271
2021-07-14,42.5424
2021-07-15,42.431
2021-07-16,39.3412
2021-07-17,39.3412
2021-07-18,39.3412
2021-07-19,36.4971
2021-07-20,39.8698
2021-07-21,39.7727
2021-07-22,39.4249
2021-07-23,42.1886
2021-07-24,42.1886
2021-07-25,42.1886
2021-07-26,41.9744
2021-07-27,41.5922
2021-07-28,40.9855
2021-07-29,48.9062
2021-07-30,49.8913
2021-07-31,49.8913
2021-08-01,49.8913
2021-08-02,46.6902
2021-08-03,47.0734
2021-08-04,44.1717
2021-08-05,44.5055
2021-08-06,44.6425
2021-08-07,44.6425
2021-08-08,44.6425
2021-08-09,43.2082
2021-08-10,44.967
2021-08-11,48.2183
2021-08-12,49.4787
2021-08-13,50.8402
2021-08-14,50.8402
2021-08-15,50.8402
2021-08-16,49.4613
2021-08-17,48.777
2021-08-18,47.1216
2021-08-19,46.9994
2021-08-20,49.9537
2021-08-21,49.9537
2021-08-22,49.9537
2021-08-23,50.5371
2021-08-24,49.7374
2021-08-25,49.9422
2021-08-26,49.4557
2021-08-27,53.7811
2021-08-28,53.7811
2021-08-29,53.7811
2021-08-30,55.9413
2021-08-31,51.7052
2021-09-01,53.8958
2021-09-02,54.7565
2021-09-03,53.9234
2021-09-04,53.9234
2021-09-05,53.9234
2021-09-06,53.9234
2021-09-07,54.104
2021-09-08,52.7495
2021-09-09,49.7562
2021-09-10,49.9565
2021-09-11,49.9565
2021-09-12,49.9565
2021-09-13,50.5008
2021-09-14,47.8108
2021-09-15,53.1079
2021-09-16,50.7056
2021-09-17,50.387
2021-09-18,50.387
2021-09-19,50.387
2021-09-20,49.8683
2021-09-21,53.288
2021-09-22,52.48
2021-09-23,53.1536
2021-09-24,55.0127
2021-09-25,55.0127
2021-09-26,55.0127
2021-09-27,56.8417
2021-09-28,56.3969
2021-09-29,54.6998
2021-09-30,51.6254
2021-10-01,50.5565
2021-10-02,50.5565
2021-10-03,50.5565
2021-10-04,51.971
2021-10-05,56.3194
2021-10-06,57.1864
2021-10-07,55.6857
2021-10-08,51.4306
2021-10-09,51.4306
2021-10-10,51.4306
2021-10-11,49.8304
2021-10-12,50.016
2021-10-13,49.699
2021-10-14,53.8732
2021-10-15,56.4215
2021-10-16,56.4215
2021-10-17,56.4215
2021-10-18,57.757
2021-10-19,58.1651
2021-10-20,60.2506
2021-10-21,60.5413
2021-10-22,61.6063
2021-10-23,61.6063
2021-10-24,61.6063
2021-10-25,63.8974
2021-10-26,61.9842
2021-10-27,59.2674
2021-10-28,60.0507
2021-10-29,60.6862
2021-10-30,60.6862
2021-10-31,60.6862
2021-11-01,64.4645
2021-11-02,61.4117
2021-11-03,63.8963
2021-11-04,63.937
2021-11-05,59.1101
2021-11-06,59.1101
2021-11-07,59.1101
2021-11-08,59.6947
2021-11-09,60.7659
2021-11-10,59.9419
2021-11-11,62.0282
2021-11-12,62.7959
2021-11-13,62.7959
2021-11-14,62.7959
2021-11-15,62.9251
2021-11-16,62.1068
2021-11-17,59.1414
2021-11-18,58.0916
2021-11-19,59.2877
2021-11-20,59.2877
2021-11-21,59.2877
2021-11-22,59.4374
2021-11-23,60.2933
2021-11-24,59.3784
2021-11-25,59.3784
2021-11-26,56.1467
2021-11-27,56.1467
2021-11-28,56.1467
2021-11-29,54.6774
2021-11-30,50.8128
2021-12-01,47.1329
2021-12-02,49.2454
2021-12-03,51.2601
2021-12-04,51.2601
2021-12-05,51.2601
2021-12-06,53.9098
2021-12-07,54.944
2021-12-08,53.8809
2021-12-09,55.9608
2021-12-10,55.8306
2021-12-11,55.8306
2021-12-12,55.8306
2021-12-13,59.1726
2021-12-14,58.7667
2021-12-15,57.8769
2021-12-16,55.3431
2021-12-17,55.2115
2021-12-18,55.2115
2021-12-19,55.2115
2021-12-20,53.31
2021-12-21,56.0121
2021-12-22,55.7451
2021-12-23,57.8743
2021-12-24,57.8743
2021-12-25,57.8743
2021-12-26,57.8743
2021-12-27,60.5557
2021-12-28,60.7862
2021-12-29,62.2472
2021-12-30,60.5693
2021-12-31,60.7596
2022-01-01,60.7596
2022-01-02,60.7596
2022-01-03,58.0085
2022-01-04,61.562
2022-01-05,59.4122
2022-01-06,55.1094
2022-01-07,54.2003
2022-01-08,54.2003
2022-01-09,54.2003
2022-01-10,54.3561
2022-01-11,54.2924
2022-01-12,54.6769
2022-01-13,55.4522
2022-01-14,56.4971
2022-01-15,56.4971
2022-01-16,56.4971
2022-01-17,56.4971
2022-01-18,59.2547
2022-01-19,56.1296
2022-01-20,53.4098
2022-01-21,50.8027
2022-01-22,50.8027
2022-01-23,50.8027
2022-01-24,54.1416
2022-01-25,48.933
2022-01-26,47.968
2022-01-27,46.2308
2022-01-28,47.9038
2022-01-29,47.9038
2022-01-30,47.9038
2022-01-31,49.8411
2022-02-01,50.7361
2022-02-02,53.128
2022-02-03,52.5107
2022-02-04,48.7303
2022-02-05,48.7303
2022-02-06,48.7303
2022-02-07,47.778
2022-02-08,50.4658
2022-02-09,53.477
2022-02-10,52.1545
2022-02-11,51.6785
2022-02-12,51.6785
2022-02-13,51.6785
2022-02-14,52.3286
2022-02-15,51.0178
2022-02-16,50.6894
2022-02-17,50.0233
2022-02-18,51.9294
2022-02-19,51.9294
2022-02-20,51.9294
2022-02-21,51.9294
2022-02-22,46.9539
2022-02-23,46.7076
2022-02-24,47.9501
2022-02-25,50.9609
2022-02-26,50.9609
2022-02-27,50.9609
2022-02-28,52.2368
2022-03-01,53.0456
2022-03-02,55.0628
2022-03-03,55.5447
2022-03-04,56.4624
2022-03-05,56.4624
2022-03-06,56.4624
2022-03-07,50.4519
2022-03-08,46.0505
2022-03-09,49.4242
2022-03-10,50.0439
2022-03-11,47.7618
2022-03-12,47.7618
2022-03-13,47.7618
2022-03-14,47.8121
2022-03-15,49.8096
2022-03-16,53.0185
2022-03-17,52.267
2022-03-18,54.2354
2022-03-19,54.2354
2022-03-20,54.2354
2022-03-21,53.5091
2022-03-22,53.8742
2022-03-23,51.4197
2022-03-24,51.7103
2022-03-25,51.3923
2022-03-26,51.3923
2022-03-27,51.3923
2022-03-28,52.3521
2022-03-29,53.1083
2022-03-30,52.5902
2022-03-31,48.0144
2022-04-01,38.9423
2022-04-02,38.9423
2022-04-03,38.9423
2022-04-04,37.128
2022-04-05,35.8101
2022-04-06,34.0818
2022-04-07,35.6873
2022-04-08,34.2015
2022-04-09,34.2015
2022-04-10,34.2015
2022-04-11,33.9385
2022-04-12,33.2332
2022-04-13,36.5844
2022-04-14,36.0139
2022-04-15,36.0139
2022-04-16,36.0139
2022-04-17,36.0139
2022-04-18,36.6386
2022-04-19,39.6313
2022-04-20,42.4933
2022-04-21,42.3047
2022-04-22,42.1885
2022-04-23,42.1885
2022-04-24,42.1885
2022-04-25,45.6874
2022-04-26,43.831
2022-04-27,43.3948
2022-04-28,46.0217
2022-04-29,47.2871
2022-04-30,47.2871
2022-05-01,47.2871
2022-05-02,50.4743
2022-05-03,50.9633
2022-05-04,51.235
2022-05-05,51.3279
2022-05-06,50.8763
2022-05-07,50.8763
2022-05-08,50.8763
2022-05-09,50.1161
2022-05-10,49.3532
2022-05-11,45.9297
2022-05-12,47.1581
2022-05-13,47.9033
2022-05-14,47.9033
2022-05-15,47.9033
2022-05-16,46.5451
2022-05-17,51.3368
2022-05-18,41.6421
2022-05-19,41.8826
2022-05-20,44.3504
2022-05-21,44.3504
2022-05-22,44.3504
2022-05-23,45.5464
2022-05-24,45.3911
2022-05-25,49.7338
2022-05-26,50.4
2022-05-27,51.7237
2022-05-28,51.7237
2022-05-29,51.7237
2022-05-30,51.7237
2022-05-31,50.8895
2022-06-01,51.0186
2022-06-02,51.8903
2022-06-03,52.7173
2022-06-04,52.7173
2022-06-05,52.7173
2022-06-06,54.669
2022-06-07,51.9218
2022-06-08,48.35
2022-06-09,47.5123
2022-06-10,46.6347
2022-06-11,46.6347
2022-06-12,46.6347
2022-06-13,44.5665
2022-06-14,44.8148
2022-06-15,46.4518
2022-06-16,42.8644
2022-06-17,41.1827
2022-06-18,41.1827
2022-06-19,41.1827
2022-06-20,41.1827
2022-06-21,42.6007
2022-06-22,42.4494
2022-06-23,43.5381
2022-06-24,46.3383
2022-06-25,46.3383
2022-06-26,46.3383
2022-06-27,46.8737
2022-06-28,45.4246
2022-06-29,45.3393
2022-06-30,45.1638
2022-07-01,47.0197
2022-07-02,47.0197
2022-07-03,47.0197
2022-07-04,47.0197
2022-07-05,45.9173
2022-07-06,47.5087
2022-07-07,48.0359
2022-07-08,48.0899
2022-07-09,48.0899
2022-07-10,48.0899
2022-07-11,47.6803
2022-07-12,48.6973
2022-07-13,47.2202
2022-07-14,46.3374
2022-07-15,47.2378
2022-07-16,47.2378
2022-07-17,47.2378
2022-07-18,47.1287
2022-07-19,53.2678
2022-07-20,53.572
2022-07-21,54.2902
2022-07-22,54.55
2022-07-23,54.55
2022-07-24,54.55
2022-07-25,53.5427
2022-07-26,53.5427
2022-07-27,54.8259
2022-07-28,58.8165
2022-07-29,60.879
2022-07-30,60.879
2022-07-31,60.879
2022-08-01,57.1917
2022-08-02,53.3701
2022-08-03,54.1622
2022-08-04,54.2627
2022-08-05,56.1517
2022-08-06,56.1517
2022-08-07,56.1517
2022-08-08,55.7755
2022-08-09,52.9027
2022-08-10,55.9022
2022-08-11,57.7131
2022-08-12,57.4005
2022-08-13,57.4005
2022-08-14,57.4005
2022-08-15,56.8904
2022-08-16,58.7848
2022-08-17,54.5678
2022-08-18,55.5857
2022-08-19,54.6805
2022-08-20,54.6805
2022-08-21,54.6805
2022-08-22,53.5969
2022-08-23,54.1194
2022-08-24,52.2333
2022-08-25,53.4777
2022-08-26,49.6929
2022-08-27,49.6929
2022-08-28,49.6929
2022-08-29,47.7564
2022-08-30,47.8149
2022-08-31,43.8566
2022-09-01,43.3803
2022-09-02,42.2413
2022-09-03,42.2413
2022-09-04,42.2413
2022-09-05,42.2413
2022-09-06,40.108
2022-09-07,42.3509
2022-09-08,40.4631
2022-09-09,43.8534
2022-09-10,43.8534
2022-09-11,43.8534
2022-09-12,45.7141
2022-09-13,43.2579
2022-09-14,43.7885
2022-09-15,42.027
2022-09-16,38.0482
2022-09-17,38.0482
2022-09-18,38.0482
2022-09-19,41.2759
2022-09-20,39.0924
2022-09-21,39.9571
2022-09-22,40.1913
2022-09-23,38.9343
2022-09-24,38.9343
2022-09-25,38.9343
2022-09-26,40.0853
2022-09-27,40.3302
2022-09-28,42.6349
2022-09-29,41.1216
2022-09-30,38.048
2022-10-01,38.048
2022-10-02,38.048
2022-10-03,43.4433
2022-10-04,46.2954
2022-10-05,45.2418
2022-10-06,44.1605
2022-10-07,41.9656
2022-10-08,41.9656
2022-10-09,41.9656
2022-10-10,43.1351
2022-10-11,43.9844
2022-10-12,45.9167
2022-10-13,47.5359
2022-10-14,45.8924
2022-10-15,45.8924
2022-10-16,45.8924
2022-10-17,47.7608
2022-10-18,47.9116
2022-10-19,47.114
2022-10-20,44.4145
2022-10-21,46.4766
2022-10-22,46.4766
2022-10-23,46.4766
2022-10-24,48.8907
2022-10-25,49.7696
2022-10-26,49.4277
2022-10-27,48.3477
2022-10-28,47.6139
2022-10-29,47.6139
2022-10-30,47.6139
2022-10-31,50.4656
2022-11-01,51.0172
2022-11-02,48.6237
2022-11-03,47.7364
2022-11-04,50.1915
2022-11-05,50.1915
2022-11-06,50.1915
2022-11-07,51.7867
2022-11-08,51.3086
2022-11-09,49.3198
2022-11-10,56.1255
2022-11-11,58.2932
2022-11-12,58.2932
2022-11-13,58.2932
2022-11-14,60.1805
2022-11-15,62.094
2022-11-16,59.823
2022-11-17,59.7154
2022-11-18,61.4716
2022-11-19,61.4716
2022-11-20,61.4716
2022-11-21,61.5424
2022-11-22,62.9846
2022-11-23,62.2193
2022-11-24,62.2193
2022-11-25,62.8303
2022-11-26,62.8303
2022-11-27,62.8303
2022-11-28,60.796
2022-11-29,60.9881
2022-11-30,62.6182
2022-12-01,63.2099
2022-12-02,62.1915
2022-12-03,62.1915
2022-12-04,62.1915
2022-12-05,57.7966
2022-12-06,58.339
2022-12-07,55.9914
2022-12-08,56.1699
2022-12-09,56.2617
2022-12-10,56.2617
2022-12-11,56.2617
2022-12-12,58.338
2022-12-13,59.421
2022-12-14,59.9806
2022-12-15,53.3632
2022-12-16,52.6192
2022-12-17,52.6192
2022-12-18,52.6192
2022-12-19,50.8384
2022-12-20,47.8338
2022-12-21,51.8402
2022-12-22,50.9142
2022-12-23,51.387
2022-12-24,51.387
2022-12-25,51.387
2022-12-26,51.387
2022-12-27,51.2848
2022-12-28,48.776
2022-12-29,50.2366
2022-12-30,47.9912
2022-12-31,47.9912
2023-01-01,47.9912
2023-01-02,47.9912
2023-01-03,50.194
2023-01-04,52.1934
2023-01-05,50.2077
2023-01-06,54.217
2023-01-07,54.217
2023-01-08,54.217
2023-01-09,53.6148
2023-01-10,53.8358
2023-01-11,54.4199
2023-01-12,53.7168
2023-01-13,53.2244
2023-01-14,53.2244
2023-01-15,53.2244
2023-01-16,53.2244
2023-01-17,54.3313
2023-01-18,55.1429
2023-01-19,54.2626
2023-01-20,55.8191
2023-01-21,55.8191
2023-01-22,55.8191
2023-01-23,58.9361
2023-01-24,58.6878
2023-01-25,59.5258
2023-01-26,58.8113
2023-01-27,60.4196
2023-01-28,60.4196
2023-01-29,60.4196
2023-01-30,57.2101
2023-01-31,60.4686
2023-02-01,63.9175
2023-02-02,72.1277
2023-02-03,68.234
2023-02-04,68.234
2023-02-05,68.234
2023-02-06,68.6954
2023-02-07,70.2704
2023-02-08,68.3587
2023-02-09,63.4023
2023-02-10,61.6902
2023-02-11,61.6902
2023-02-12,61.6902
2023-02-13,62.8132
2023-02-14,62.6233
2023-02-15,61.2348
2023-02-16,61.2961
2023-02-17,61.1462
2023-02-18,61.1462
2023-02-19,61.1462
2023-02-20,61.1462
2023-02-21,57.4646
2023-02-22,56.7208
2023-02-23,57.6077
2023-02-24,56.9318
2023-02-25,56.9318
2023-02-26,56.9318
2023-02-27,56.9691
2023-02-28,57.0077
2023-03-01,56.5884
2023-03-02,59.6576
2023-03-03,61.1835
2023-03-04,61.1835
2023-03-05,61.1835
2023-03-06,57.4705
2023-03-07,56.1789
2023-03-08,57.2493
2023-03-09,55.8834
2023-03-10,53.4408
2023-03-11,53.4408
2023-03-12,53.4408
2023-03-13,49.3362
2023-03-14,47.7286
2023-03-15,47.7737
2023-03-16,50.1772
2023-03-17,47.1822
2023-03-18,47.1822
2023-03-19,47.1822
2023-03-20,46.1144
