,UMBF US Equity
2023-03-20,26.1724
2023-03-21,31.72
2023-03-22,29.4208
2023-03-23,28.4206
2023-03-24,29.3105
2023-03-25,29.3105
2023-03-26,29.3105
2023-03-27,29.2746
2023-03-28,29.0479
2023-03-29,30.2411
2023-03-30,29.5704
2023-03-31,28.9766
2023-04-01,28.9766
2023-04-02,28.9766
2023-04-03,28.6915
2023-04-04,29.1178
2023-04-05,30.1969
2023-04-06,30.2982
2023-04-07,30.2982
2023-04-08,30.2982
2023-04-09,30.2982
2023-04-10,30.2226
2023-04-11,29.883
2023-04-12,29.7025
2023-04-13,33.1179
2023-04-14,32.1134
2023-04-15,32.1134
2023-04-16,32.1134
2023-04-17,35.3057
2023-04-18,33.6002
2023-04-19,36.3661
2023-04-20,35.0545
2023-04-21,35.0005
2023-04-22,35.0005
2023-04-23,35.0005
2023-04-24,34.6871
2023-04-25,32.7844
2023-04-26,41.713
2023-04-27,43.8985
2023-04-28,44.4667
2023-04-29,44.4667
2023-04-30,44.4667
2023-05-01,41.1201
2023-05-02,37.4692
2023-05-03,37.1671
2023-05-04,35.9904
2023-05-05,40.8161
2023-05-06,40.8161
2023-05-07,40.8161
2023-05-08,39.0528
2023-05-09,40.2912
2023-05-10,39.9193
2023-05-11,38.3928
2023-05-12,38.6504
2023-05-13,38.6504
2023-05-14,38.6504
2023-05-15,41.8914
2023-05-16,40.5176
2023-05-17,45.0549
2023-05-18,45.7034
2023-05-19,44.0237
2023-05-20,44.0237
2023-05-21,44.0237
2023-05-22,45.8472
2023-05-23,47.6787
2023-05-24,46.625
2023-05-25,45.6613
2023-05-26,46.01
2023-05-27,46.01
2023-05-28,46.01
2023-05-29,46.01
2023-05-30,45.9679
2023-05-31,42.9784
2023-06-01,45.6167
2023-06-02,50.974
2023-06-03,50.974
2023-06-04,50.974
2023-06-05,49.4033
2023-06-06,52.773
2023-06-07,54.4176
2023-06-08,53.7179
2023-06-09,53.1953
2023-06-10,53.1953
2023-06-11,53.1953
2023-06-12,51.1157
2023-06-13,53.6511
2023-06-14,51.3669
2023-06-15,51.3139
2023-06-16,50.1564
2023-06-17,50.1564
2023-06-18,50.1564
2023-06-19,50.1564
2023-06-20,48.1985
2023-06-21,46.3565
2023-06-22,44.5019
2023-06-23,44.4265
2023-06-24,44.4265
2023-06-25,44.4265
2023-06-26,46.2866
2023-06-27,48.9067
2023-06-28,48.8961
2023-06-29,49.6596
2023-06-30,48.4591
2023-07-01,48.4591
2023-07-02,48.4591
2023-07-03,49.649
2023-07-04,49.649
2023-07-05,47.9803
2023-07-06,46.6397
2023-07-07,47.7957
2023-07-08,47.7957
2023-07-09,47.7957
2023-07-10,47.6384
2023-07-11,49.0149
2023-07-12,51.0421
2023-07-13,52.228
2023-07-14,50.5996
2023-07-15,50.5996
2023-07-16,50.5996
2023-07-17,52.2798
2023-07-18,55.8433
2023-07-19,58.712
2023-07-20,56.8471
2023-07-21,54.7483
2023-07-22,54.7483
2023-07-23,54.7483
2023-07-24,57.0061
2023-07-25,56.3763
2023-07-26,59.7443
2023-07-27,56.8182
2023-07-28,57.2768
2023-07-29,57.2768
2023-07-30,57.2768
2023-07-31,57.5936
2023-08-01,55.6839
2023-08-02,55.5086
2023-08-03,56.8637
2023-08-04,57.8764
2023-08-05,57.8764
2023-08-06,57.8764
2023-08-07,58.6275
2023-08-08,56.1524
2023-08-09,55.3121
2023-08-10,54.7427
2023-08-11,54.3257
2023-08-12,54.3257
2023-08-13,54.3257
2023-08-14,52.343
2023-08-15,49.8784
2023-08-16,48.8056
2023-08-17,49.558
2023-08-18,49.4434
2023-08-19,49.4434
2023-08-20,49.4434
2023-08-21,49.2338
2023-08-22,46.6155
2023-08-23,47.3223
2023-08-24,48.2579
2023-08-25,46.6101
2023-08-26,46.6101
2023-08-27,46.6101
2023-08-28,47.3135
2023-08-29,47.8319
2023-08-30,47.1599
2023-08-31,46.7989
2023-09-01,48.9593
2023-09-02,48.9593
2023-09-03,48.9593
2023-09-04,48.9593
2023-09-05,47.0948
2023-09-06,45.0361
2023-09-07,44.1947
2023-09-08,45.8565
2023-09-09,45.8565
2023-09-10,45.8565
2023-09-11,45.1948
2023-09-12,46.1823
2023-09-13,49.3504
2023-09-14,50.2381
2023-09-15,48.4802
2023-09-16,48.4802
2023-09-17,48.4802
2023-09-18,46.8006
2023-09-19,46.0261
2023-09-20,45.6498
2023-09-21,45.2232
2023-09-22,45.2414
2023-09-23,45.2414
2023-09-24,45.2414
2023-09-25,48.4409
2023-09-26,47.0659
2023-09-27,45.5739
2023-09-28,46.5319
2023-09-29,47.4705
2023-09-30,47.4705
2023-10-01,47.4705
2023-10-02,44.7366
2023-10-03,42.3573
2023-10-04,43.3769
2023-10-05,46.8526
2023-10-06,47.8982
2023-10-07,47.8982
2023-10-08,47.8982
2023-10-09,47.7389
2023-10-10,50.222
2023-10-11,50.0523
2023-10-12,48.7407
2023-10-13,48.0305
2023-10-14,48.0305
2023-10-15,48.0305
2023-10-16,51.0023
2023-10-17,53.7695
2023-10-18,50.573
2023-10-19,49.1039
2023-10-20,46.7173
2023-10-21,46.7173
2023-10-22,46.7173
2023-10-23,46.944
2023-10-24,47.4597
2023-10-25,49.1354
2023-10-26,51.606
2023-10-27,48.835
2023-10-28,48.835
2023-10-29,48.835
2023-10-30,50.055
2023-10-31,49.8865
2023-11-01,51.1956
2023-11-02,56.4532
2023-11-03,59.5826
2023-11-04,59.5826
2023-11-05,59.5826
2023-11-06,57.8376
2023-11-07,56.3074
2023-11-08,56.219
2023-11-09,53.5898
2023-11-10,54.4795
2023-11-11,54.4795
2023-11-12,54.4795
2023-11-13,54.861
2023-11-14,61.7492
2023-11-15,63.6311
2023-11-16,59.8777
2023-11-17,61.2026
2023-11-18,61.2026
2023-11-19,61.2026
2023-11-20,60.1086
2023-11-21,57.838
2023-11-22,58.4962
2023-11-23,58.4962
2023-11-24,58.1108
2023-11-25,58.1108
2023-11-26,58.1108
2023-11-27,57.5311
2023-11-28,57.1323
2023-11-29,58.7527
2023-11-30,58.1571
2023-12-01,61.788
2023-12-02,61.788
2023-12-03,61.788
2023-12-04,63.2765
2023-12-05,62.9383
2023-12-06,62.3068
2023-12-07,63.1981
2023-12-08,63.6622
2023-12-09,63.6622
2023-12-10,63.6622
2023-12-11,63.4966
2023-12-12,61.6501
2023-12-13,67.4204
2023-12-14,70.678
2023-12-15,68.225
2023-12-16,68.225
2023-12-17,68.225
2023-12-18,67.9997
2023-12-19,68.6688
2023-12-20,64.8531
2023-12-21,65.6847
2023-12-22,66.0135
2023-12-23,66.0135
2023-12-24,66.0135
2023-12-25,66.0135
2023-12-26,66.9296
2023-12-27,67.065
2023-12-28,67.7763
2023-12-29,65.6855
2023-12-30,65.6855
2023-12-31,65.6855
2024-01-01,65.6855
2024-01-02,66.0398
2024-01-03,61.5896
2024-01-04,60.652
2024-01-05,60.9175
2024-01-06,60.9175
2024-01-07,60.9175
2024-01-08,62.1077
2024-01-09,59.8784
2024-01-10,60.4681
2024-01-11,58.2085
2024-01-12,56.6572
2024-01-13,56.6572
2024-01-14,56.6572
2024-01-15,56.6572
2024-01-16,54.2972
2024-01-17,54.7051
2024-01-18,55.4973
2024-01-19,57.8557
2024-01-20,57.8557
2024-01-21,57.8557
2024-01-22,60.0957
2024-01-23,56.9116
2024-01-24,58.4053
2024-01-25,57.8053
2024-01-26,58.891
2024-01-27,58.891
2024-01-28,58.891
2024-01-29,60.4075
2024-01-30,60.4842
2024-01-31,58.4731
2024-02-01,59.737
2024-02-02,57.3917
2024-02-03,57.3917
2024-02-04,57.3917
2024-02-05,54.0284
2024-02-06,52.6459
2024-02-07,51.9834
2024-02-08,53.7436
2024-02-09,55.7739
2024-02-10,55.7739
2024-02-11,55.7739
2024-02-12,57.5478
2024-02-13,50.7936
2024-02-14,52.3707
2024-02-15,55.9376
2024-02-16,53.5056
2024-02-17,53.5056
2024-02-18,53.5056
2024-02-19,53.5056
2024-02-20,53.7802
2024-02-21,52.8123
2024-02-22,52.3636
2024-02-23,52.8777
2024-02-24,52.8777
2024-02-25,52.8777
2024-02-26,51.7227
2024-02-27,52.6879
2024-02-28,51.0316
2024-02-29,53.8977
2024-03-01,52.2589
2024-03-02,52.2589
2024-03-03,52.2589
2024-03-04,52.0481
2024-03-05,56.7776
2024-03-06,56.5744
2024-03-07,56.5047
2024-03-08,55.6846
2024-03-09,55.6846
2024-03-10,55.6846
2024-03-11,53.9929
2024-03-12,50.5816
2024-03-13,51.5802
2024-03-14,49.6176
2024-03-15,49.8582
2024-03-16,49.8582
2024-03-17,49.8582
2024-03-18,48.4379
2024-03-19,50.0104
2024-03-20,52.5924
2024-03-21,55.2323
2024-03-22,52.3183
2024-03-23,52.3183
2024-03-24,52.3183
2024-03-25,52.8623
2024-03-26,54.1207
2024-03-27,58.396
2024-03-28,60.0566
2024-03-29,60.0566
2024-03-30,60.0566
2024-03-31,60.0566
2024-04-01,55.9861
2024-04-02,53.947
2024-04-03,53.885
2024-04-04,53.3774
2024-04-05,53.9107
2024-04-06,53.9107
2024-04-07,53.9107
2024-04-08,55.2622
