,ENSG US Equity
2020-07-30,56.1712
2020-07-31,55.1844
2020-08-01,55.1844
2020-08-02,55.1844
2020-08-03,57.1321
2020-08-04,55.0632
2020-08-05,58.3442
2020-08-06,65.9544
2020-08-07,66.8578
2020-08-08,66.8578
2020-08-09,66.8578
2020-08-10,65.4044
2020-08-11,65.3698
2020-08-12,65.5301
2020-08-13,65.6076
2020-08-14,64.0254
2020-08-15,64.0254
2020-08-16,64.0254
2020-08-17,63.3009
2020-08-18,63.3998
2020-08-19,64.9103
2020-08-20,65.8746
2020-08-21,66.3015
2020-08-22,66.3015
2020-08-23,66.3015
2020-08-24,66.6072
2020-08-25,66.0727
2020-08-26,64.114
2020-08-27,65.2492
2020-08-28,65.9095
2020-08-29,65.9095
2020-08-30,65.9095
2020-08-31,65.6869
2020-09-01,65.8657
2020-09-02,67.3338
2020-09-03,61.5302
2020-09-04,58.781
2020-09-05,58.781
2020-09-06,58.781
2020-09-07,58.781
2020-09-08,57.3136
2020-09-09,58.9651
2020-09-10,56.031
2020-09-11,53.7066
2020-09-12,53.7066
2020-09-13,53.7066
2020-09-14,56.5859
2020-09-15,55.7247
2020-09-16,57.063
2020-09-17,55.0233
2020-09-18,56.1512
2020-09-19,56.1512
2020-09-20,56.1512
2020-09-21,54.9223
2020-09-22,55.6213
2020-09-23,53.391
2020-09-24,53.7897
2020-09-25,56.0627
2020-09-26,56.0627
2020-09-27,56.0627
2020-09-28,56.8712
2020-09-29,56.07
2020-09-30,57.6001
2020-10-01,56.8516
2020-10-02,56.2743
2020-10-03,56.2743
2020-10-04,56.2743
2020-10-05,58.4707
2020-10-06,57.3281
2020-10-07,58.3651
2020-10-08,60.2895
2020-10-09,60.5589
2020-10-10,60.5589
2020-10-11,60.5589
2020-10-12,59.0325
2020-10-13,59.9718
2020-10-14,60.5511
2020-10-15,57.4004
2020-10-16,56.612
2020-10-17,56.612
2020-10-18,56.612
2020-10-19,54.8836
2020-10-20,55.8362
2020-10-21,56.2795
2020-10-22,58.7042
2020-10-23,59.1506
2020-10-24,59.1506
2020-10-25,59.1506
2020-10-26,56.5101
2020-10-27,55.3736
2020-10-28,52.2779
2020-10-29,57.449
2020-10-30,55.7023
2020-10-31,55.7023
2020-11-01,55.7023
2020-11-02,58.7171
2020-11-03,61.5701
2020-11-04,60.8149
2020-11-05,60.1955
2020-11-06,58.0942
2020-11-07,58.0942
2020-11-08,58.0942
2020-11-09,61.434
2020-11-10,64.0722
2020-11-11,64.9845
2020-11-12,60.165
2020-11-13,64.0004
2020-11-14,64.0004
2020-11-15,64.0004
2020-11-16,65.6559
2020-11-17,65.9003
2020-11-18,63.7244
2020-11-19,64.5694
2020-11-20,65.2009
2020-11-21,65.2009
2020-11-22,65.2009
2020-11-23,65.7293
2020-11-24,66.6535
2020-11-25,67.7821
2020-11-26,67.7821
2020-11-27,65.9831
2020-11-28,65.9831
2020-11-29,65.9831
2020-11-30,66.3089
2020-12-01,65.6375
2020-12-02,62.7416
2020-12-03,63.5556
2020-12-04,65.4993
2020-12-05,65.4993
2020-12-06,65.4993
2020-12-07,66.9007
2020-12-08,68.8726
2020-12-09,68.9111
2020-12-10,68.8011
2020-12-11,61.4313
2020-12-12,61.4313
2020-12-13,61.4313
2020-12-14,60.7452
2020-12-15,65.0651
2020-12-16,62.7385
2020-12-17,62.4876
2020-12-18,64.3719
2020-12-19,64.3719
2020-12-20,64.3719
2020-12-21,58.7754
2020-12-22,58.9891
2020-12-23,58.136
2020-12-24,58.4468
2020-12-25,58.4468
2020-12-26,58.4468
2020-12-27,58.4468
2020-12-28,59.7085
2020-12-29,57.6913
2020-12-30,58.0179
2020-12-31,58.0307
2021-01-01,58.0307
2021-01-02,58.0307
2021-01-03,58.0307
2021-01-04,61.0002
2021-01-05,66.3619
2021-01-06,70.7095
2021-01-07,69.4932
2021-01-08,67.0729
2021-01-09,67.0729
2021-01-10,67.0729
2021-01-11,66.2958
2021-01-12,66.6784
2021-01-13,65.9803
2021-01-14,67.0424
2021-01-15,67.0069
2021-01-16,67.0069
2021-01-17,67.0069
2021-01-18,67.0069
2021-01-19,67.115
2021-01-20,67.5726
2021-01-21,63.772
2021-01-22,65.6362
2021-01-23,65.6362
2021-01-24,65.6362
2021-01-25,66.2048
2021-01-26,64.1003
2021-01-27,58.7808
2021-01-28,58.7182
2021-01-29,54.1252
2021-01-30,54.1252
2021-01-31,54.1252
2021-02-01,60.8341
2021-02-02,62.1174
2021-02-03,64.3598
2021-02-04,61.1015
2021-02-05,57.539
2021-02-06,57.539
2021-02-07,57.539
2021-02-08,58.1185
2021-02-09,59.181
2021-02-10,59.8243
2021-02-11,61.4313
2021-02-12,59.3621
2021-02-13,59.3621
2021-02-14,59.3621
2021-02-15,59.3621
2021-02-16,56.3113
2021-02-17,56.7596
2021-02-18,54.8996
2021-02-19,55.3337
2021-02-20,55.3337
2021-02-21,55.3337
2021-02-22,55.0659
2021-02-23,53.834
2021-02-24,56.9186
2021-02-25,51.512
2021-02-26,52.6368
2021-02-27,52.6368
2021-02-28,52.6368
2021-03-01,53.8559
2021-03-02,52.4704
2021-03-03,52.7977
2021-03-04,53.0136
2021-03-05,50.9754
2021-03-06,50.9754
2021-03-07,50.9754
2021-03-08,53.5964
2021-03-09,56.3712
2021-03-10,58.1982
2021-03-11,58.9997
2021-03-12,60.0532
2021-03-13,60.0532
2021-03-14,60.0532
2021-03-15,61.6728
2021-03-16,56.6758
2021-03-17,55.5564
2021-03-18,57.212
2021-03-19,58.0654
2021-03-20,58.0654
2021-03-21,58.0654
2021-03-22,59.0013
2021-03-23,55.9578
2021-03-24,57.7874
2021-03-25,60.2672
2021-03-26,62.5657
2021-03-27,62.5657
2021-03-28,62.5657
2021-03-29,56.9196
2021-03-30,58.0628
2021-03-31,59.0108
2021-04-01,58.9066
2021-04-02,58.9066
2021-04-03,58.9066
2021-04-04,58.9066
2021-04-05,59.303
2021-04-06,59.597
2021-04-07,56.3486
2021-04-08,59.4324
2021-04-09,57.05
2021-04-10,57.05
2021-04-11,57.05
2021-04-12,55.4578
2021-04-13,55.4578
2021-04-14,56.3007
2021-04-15,56.6475
2021-04-16,55.1696
2021-04-17,55.1696
2021-04-18,55.1696
2021-04-19,50.9349
2021-04-20,50.2868
2021-04-21,52.2143
2021-04-22,49.6466
2021-04-23,50.9701
2021-04-24,50.9701
2021-04-25,50.9701
2021-04-26,51.215
2021-04-27,50.9299
2021-04-28,51.3501
2021-04-29,49.044
2021-04-30,48.1472
2021-05-01,48.1472
2021-05-02,48.1472
2021-05-03,49.9496
2021-05-04,48.9579
2021-05-05,48.7106
2021-05-06,47.5254
2021-05-07,48.8378
2021-05-08,48.8378
2021-05-09,48.8378
2021-05-10,46.1908
2021-05-11,46.229
2021-05-12,43.818
2021-05-13,45.3129
2021-05-14,46.6902
2021-05-15,46.6902
2021-05-16,46.6902
2021-05-17,44.6776
2021-05-18,44.6024
2021-05-19,45.4042
2021-05-20,46.3705
2021-05-21,45.5829
2021-05-22,45.5829
2021-05-23,45.5829
2021-05-24,43.9353
2021-05-25,45.3082
2021-05-26,46.4527
2021-05-27,45.4684
2021-05-28,46.9053
2021-05-29,46.9053
2021-05-30,46.9053
2021-05-31,46.9053
2021-06-01,47.9272
2021-06-02,45.8843
2021-06-03,46.1057
2021-06-04,46.363
2021-06-05,46.363
2021-06-06,46.363
2021-06-07,47.327
2021-06-08,48.1683
2021-06-09,47.1762
2021-06-10,47.67
2021-06-11,49.1145
2021-06-12,49.1145
2021-06-13,49.1145
2021-06-14,48.8234
2021-06-15,50.8228
2021-06-16,50.068
2021-06-17,51.7707
2021-06-18,47.6751
2021-06-19,47.6751
2021-06-20,47.6751
2021-06-21,49.2082
2021-06-22,50.2345
2021-06-23,50.61
2021-06-24,53.2835
2021-06-25,54.0726
2021-06-26,54.0726
2021-06-27,54.0726
2021-06-28,56.387
2021-06-29,54.6363
2021-06-30,52.2063
2021-07-01,55.2918
2021-07-02,54.9067
2021-07-03,54.9067
2021-07-04,54.9067
2021-07-05,54.9067
2021-07-06,53.9103
2021-07-07,54.7878
2021-07-08,52.3374
2021-07-09,52.8191
2021-07-10,52.8191
2021-07-11,52.8191
2021-07-12,55.44
2021-07-13,52.6338
2021-07-14,52.0464
2021-07-15,51.0798
2021-07-16,51.4748
2021-07-17,51.4748
2021-07-18,51.4748
2021-07-19,50.2
2021-07-20,51.444
2021-07-21,50.4491
2021-07-22,47.873
2021-07-23,50.3286
2021-07-24,50.3286
2021-07-25,50.3286
2021-07-26,48.4059
2021-07-27,49.149
2021-07-28,50.7983
2021-07-29,45.9686
2021-07-30,48.6719
2021-07-31,48.6719
2021-08-01,48.6719
2021-08-02,47.6469
2021-08-03,49.0622
2021-08-04,46.4633
2021-08-05,47.7168
2021-08-06,48.7485
2021-08-07,48.7485
2021-08-08,48.7485
2021-08-09,48.2865
2021-08-10,47.7249
2021-08-11,46.6188
2021-08-12,47.6789
2021-08-13,46.7976
2021-08-14,46.7976
2021-08-15,46.7976
2021-08-16,46.4104
2021-08-17,44.0236
2021-08-18,41.1167
2021-08-19,40.8542
2021-08-20,44.6446
2021-08-21,44.6446
2021-08-22,44.6446
2021-08-23,45.5246
2021-08-24,44.5478
2021-08-25,43.2722
2021-08-26,42.2418
2021-08-27,46.792
2021-08-28,46.792
2021-08-29,46.792
2021-08-30,45.3472
2021-08-31,45.911
2021-09-01,48.1937
2021-09-02,48.6143
2021-09-03,48.0593
2021-09-04,48.0593
2021-09-05,48.0593
2021-09-06,48.0593
2021-09-07,45.5642
2021-09-08,45.1207
2021-09-09,43.5847
2021-09-10,43.605
2021-09-11,43.605
2021-09-12,43.605
2021-09-13,44.2267
2021-09-14,42.2204
2021-09-15,40.0549
2021-09-16,42.6336
2021-09-17,41.2348
2021-09-18,41.2348
2021-09-19,41.2348
2021-09-20,39.5738
2021-09-21,39.488
2021-09-22,40.292
2021-09-23,38.4988
2021-09-24,37.7718
2021-09-25,37.7718
2021-09-26,37.7718
2021-09-27,41.2166
2021-09-28,39.0117
2021-09-29,38.7453
2021-09-30,38.3265
2021-10-01,40.0149
2021-10-02,40.0149
2021-10-03,40.0149
2021-10-04,39.8911
2021-10-05,39.496
2021-10-06,37.0089
2021-10-07,35.1253
2021-10-08,35.6523
2021-10-09,35.6523
2021-10-10,35.6523
2021-10-11,34.0058
2021-10-12,36.7289
2021-10-13,36.5571
2021-10-14,37.7124
2021-10-15,37.9917
2021-10-16,37.9917
2021-10-17,37.9917
2021-10-18,40.2593
2021-10-19,40.584
2021-10-20,37.6832
2021-10-21,41.0619
2021-10-22,38.9711
2021-10-23,38.9711
2021-10-24,38.9711
2021-10-25,35.1554
2021-10-26,37.2355
2021-10-27,35.807
2021-10-28,48.9335
2021-10-29,51.6352
2021-10-30,51.6352
2021-10-31,51.6352
2021-11-01,52.0226
2021-11-02,48.3156
2021-11-03,51.9432
2021-11-04,50.5524
2021-11-05,57.5365
2021-11-06,57.5365
2021-11-07,57.5365
2021-11-08,55.2789
2021-11-09,56.0871
2021-11-10,54.7549
2021-11-11,55.503
2021-11-12,55.7475
2021-11-13,55.7475
2021-11-14,55.7475
2021-11-15,54.6237
2021-11-16,54.8221
2021-11-17,55.4888
2021-11-18,55.3612
2021-11-19,52.7426
2021-11-20,52.7426
2021-11-21,52.7426
2021-11-22,55.1351
2021-11-23,54.353
2021-11-24,53.567
2021-11-25,53.567
2021-11-26,48.6078
2021-11-27,48.6078
2021-11-28,48.6078
2021-11-29,47.8684
2021-11-30,46.7058
2021-12-01,44.7665
2021-12-02,47.1573
2021-12-03,45.9844
2021-12-04,45.9844
2021-12-05,45.9844
2021-12-06,49.7484
2021-12-07,51.8799
2021-12-08,52.5906
2021-12-09,49.8226
2021-12-10,51.0616
2021-12-11,51.0616
2021-12-12,51.0616
2021-12-13,50.2066
2021-12-14,50.7706
2021-12-15,49.3601
2021-12-16,46.7789
2021-12-17,49.3478
2021-12-18,49.3478
2021-12-19,49.3478
2021-12-20,48.211
2021-12-21,52.3521
2021-12-22,54.766
2021-12-23,54.2824
2021-12-24,54.2824
2021-12-25,54.2824
2021-12-26,54.2824
2021-12-27,56.9867
2021-12-28,58.008
2021-12-29,58.0191
2021-12-30,56.0061
2021-12-31,56.3043
2022-01-01,56.3043
2022-01-02,56.3043
2022-01-03,57.8526
2022-01-04,55.6567
2022-01-05,54.4586
2022-01-06,52.5335
2022-01-07,50.4339
2022-01-08,50.4339
2022-01-09,50.4339
2022-01-10,51.3846
2022-01-11,50.8655
2022-01-12,47.7862
2022-01-13,50.4026
2022-01-14,50.608
2022-01-15,50.608
2022-01-16,50.608
2022-01-17,50.608
2022-01-18,46.5654
2022-01-19,44.8701
2022-01-20,44.7367
2022-01-21,44.2789
2022-01-22,44.2789
2022-01-23,44.2789
2022-01-24,46.5428
2022-01-25,44.1838
2022-01-26,42.8455
2022-01-27,42.1497
2022-01-28,43.0895
2022-01-29,43.0895
2022-01-30,43.0895
2022-01-31,45.369
2022-02-01,44.2734
2022-02-02,43.9542
2022-02-03,42.8174
2022-02-04,42.1334
2022-02-05,42.1334
2022-02-06,42.1334
2022-02-07,39.7837
2022-02-08,43.5152
2022-02-09,46.3476
2022-02-10,51.8261
2022-02-11,50.5807
2022-02-12,50.5807
2022-02-13,50.5807
2022-02-14,49.94
2022-02-15,53.7296
2022-02-16,54.1841
2022-02-17,52.7318
2022-02-18,52.5479
2022-02-19,52.5479
2022-02-20,52.5479
2022-02-21,52.5479
2022-02-22,51.3648
2022-02-23,49.6781
2022-02-24,52.0475
2022-02-25,55.3587
2022-02-26,55.3587
2022-02-27,55.3587
2022-02-28,57.4564
2022-03-01,55.7285
2022-03-02,57.5634
2022-03-03,58.0894
2022-03-04,58.5434
2022-03-05,58.5434
2022-03-06,58.5434
2022-03-07,59.2123
2022-03-08,60.7937
2022-03-09,60.8154
2022-03-10,58.3617
2022-03-11,56.4853
2022-03-12,56.4853
2022-03-13,56.4853
2022-03-14,54.607
2022-03-15,55.8984
2022-03-16,58.1353
2022-03-17,59.6087
2022-03-18,58.3185
2022-03-19,58.3185
2022-03-20,58.3185
2022-03-21,58.6931
2022-03-22,58.5061
2022-03-23,55.0426
2022-03-24,55.4325
2022-03-25,56.8269
2022-03-26,56.8269
2022-03-27,56.8269
2022-03-28,57.502
2022-03-29,59.7963
2022-03-30,60.3824
2022-03-31,61.1633
2022-04-01,65.6425
2022-04-02,65.6425
2022-04-03,65.6425
2022-04-04,58.601
2022-04-05,57.3433
2022-04-06,55.666
2022-04-07,55.7248
2022-04-08,54.1652
2022-04-09,54.1652
2022-04-10,54.1652
2022-04-11,51.904
2022-04-12,47.9583
2022-04-13,50.5916
2022-04-14,51.7069
2022-04-15,51.7069
2022-04-16,51.7069
2022-04-17,51.7069
2022-04-18,49.8696
2022-04-19,50.9985
2022-04-20,53.7011
2022-04-21,53.9953
2022-04-22,46.5096
2022-04-23,46.5096
2022-04-24,46.5096
2022-04-25,49.5927
2022-04-26,48.5393
2022-04-27,47.08
2022-04-28,47.651
2022-04-29,45.8646
2022-04-30,45.8646
2022-05-01,45.8646
2022-05-02,44.5682
2022-05-03,43.8387
2022-05-04,44.5629
2022-05-05,43.3008
2022-05-06,41.4681
2022-05-07,41.4681
2022-05-08,41.4681
2022-05-09,42.5422
2022-05-10,43.5435
2022-05-11,42.3604
2022-05-12,44.5154
2022-05-13,45.798
2022-05-14,45.798
2022-05-15,45.798
2022-05-16,45.587
2022-05-17,49.4921
2022-05-18,46.6234
2022-05-19,46.4049
2022-05-20,46.5413
2022-05-21,46.5413
2022-05-22,46.5413
2022-05-23,47.0983
2022-05-24,46.0073
2022-05-25,47.3269
2022-05-26,48.9134
2022-05-27,51.3418
2022-05-28,51.3418
2022-05-29,51.3418
2022-05-30,51.3418
2022-05-31,49.6686
2022-06-01,45.8881
2022-06-02,48.7135
2022-06-03,47.4443
2022-06-04,47.4443
2022-06-05,47.4443
2022-06-06,47.8725
2022-06-07,48.2811
2022-06-08,44.2937
2022-06-09,44.0339
2022-06-10,43.574
2022-06-11,43.574
2022-06-12,43.574
2022-06-13,41.109
2022-06-14,40.177
2022-06-15,41.334
2022-06-16,40.5447
2022-06-17,42.4551
2022-06-18,42.4551
2022-06-19,42.4551
2022-06-20,42.4551
2022-06-21,39.2826
2022-06-22,40.5028
2022-06-23,42.1675
2022-06-24,45.5667
2022-06-25,45.5667
2022-06-26,45.5667
2022-06-27,46.4883
2022-06-28,44.1564
2022-06-29,46.5486
2022-06-30,44.1419
2022-07-01,47.1178
2022-07-02,47.1178
2022-07-03,47.1178
2022-07-04,47.1178
2022-07-05,46.6086
2022-07-06,45.4427
2022-07-07,46.6189
2022-07-08,46.5706
2022-07-09,46.5706
2022-07-10,46.5706
2022-07-11,44.6672
2022-07-12,45.2496
2022-07-13,45.029
2022-07-14,44.9534
2022-07-15,47.5344
2022-07-16,47.5344
2022-07-17,47.5344
2022-07-18,46.4607
2022-07-19,48.6814
2022-07-20,49.3194
2022-07-21,51.5427
2022-07-22,52.5576
2022-07-23,52.5576
2022-07-24,52.5576
2022-07-25,52.5576
2022-07-26,53.8437
2022-07-27,53.5986
2022-07-28,54.1882
2022-07-29,53.7402
2022-07-30,53.7402
2022-07-31,53.7402
2022-08-01,56.8352
2022-08-02,63.1124
2022-08-03,60.9567
2022-08-04,57.5666
2022-08-05,58.6981
2022-08-06,58.6981
2022-08-07,58.6981
2022-08-08,59.8284
2022-08-09,58.8806
2022-08-10,60.4883
2022-08-11,59.4201
2022-08-12,61.3298
2022-08-13,61.3298
2022-08-14,61.3298
2022-08-15,62.8256
2022-08-16,61.5679
2022-08-17,63.1567
2022-08-18,64.3405
2022-08-19,63.394
2022-08-20,63.394
2022-08-21,63.394
2022-08-22,61.6763
2022-08-23,61.1112
2022-08-24,61.3061
2022-08-25,62.3506
2022-08-26,56.1943
2022-08-27,56.1943
2022-08-28,56.1943
2022-08-29,56.3192
2022-08-30,52.681
2022-08-31,53.4912
2022-09-01,51.5599
2022-09-02,49.3727
2022-09-03,49.3727
2022-09-04,49.3727
2022-09-05,49.3727
2022-09-06,50.7843
2022-09-07,55.2738
2022-09-08,54.9756
2022-09-09,55.4233
2022-09-10,55.4233
2022-09-11,55.4233
2022-09-12,55.4869
2022-09-13,51.2649
2022-09-14,51.1927
2022-09-15,52.059
2022-09-16,51.7829
2022-09-17,51.7829
2022-09-18,51.7829
2022-09-19,54.078
2022-09-20,52.856
2022-09-21,53.837
2022-09-22,50.2519
2022-09-23,44.4686
2022-09-24,44.4686
2022-09-25,44.4686
2022-09-26,45.9095
2022-09-27,44.6024
2022-09-28,46.7286
2022-09-29,46.7359
2022-09-30,44.891
2022-10-01,44.891
2022-10-02,44.891
2022-10-03,47.7599
2022-10-04,50.2731
2022-10-05,51.3837
2022-10-06,51.1165
2022-10-07,49.128
2022-10-08,49.128
2022-10-09,49.128
2022-10-10,52.942
2022-10-11,52.8851
2022-10-12,50.4024
2022-10-13,52.8721
2022-10-14,49.4325
2022-10-15,49.4325
2022-10-16,49.4325
2022-10-17,53.5963
2022-10-18,52.3266
2022-10-19,51.4769
2022-10-20,51.1644
2022-10-21,52.4704
2022-10-22,52.4704
2022-10-23,52.4704
2022-10-24,54.8834
2022-10-25,55.6183
2022-10-26,57.7433
2022-10-27,52.8379
2022-10-28,56.5202
2022-10-29,56.5202
2022-10-30,56.5202
2022-10-31,56.283
2022-11-01,58.2081
2022-11-02,56.8257
2022-11-03,57.4205
2022-11-04,57.4064
2022-11-05,57.4064
2022-11-06,57.4064
2022-11-07,58.224
2022-11-08,57.8066
2022-11-09,55.3301
2022-11-10,60.3612
2022-11-11,56.8573
2022-11-12,56.8573
2022-11-13,56.8573
2022-11-14,56.2373
2022-11-15,56.2897
2022-11-16,55.4916
2022-11-17,55.9814
2022-11-18,56.8084
2022-11-19,56.8084
2022-11-20,56.8084
2022-11-21,57.7841
2022-11-22,58.7267
2022-11-23,56.7307
2022-11-24,56.7307
2022-11-25,58.0699
2022-11-26,58.0699
2022-11-27,58.0699
2022-11-28,55.9474
2022-11-29,56.5532
2022-11-30,58.5601
2022-12-01,57.5502
2022-12-02,57.4399
2022-12-03,57.4399
2022-12-04,57.4399
2022-12-05,53.5265
2022-12-06,53.2791
2022-12-07,54.0163
2022-12-08,55.9225
2022-12-09,51.8852
2022-12-10,51.8852
2022-12-11,51.8852
2022-12-12,54.4549
2022-12-13,54.7448
2022-12-14,57.387
2022-12-15,56.9004
2022-12-16,57.5406
2022-12-17,57.5406
2022-12-18,57.5406
2022-12-19,56.8733
2022-12-20,56.9593
2022-12-21,58.7476
2022-12-22,55.0156
2022-12-23,55.7304
2022-12-24,55.7304
2022-12-25,55.7304
2022-12-26,55.7304
2022-12-27,56.0095
2022-12-28,53.0976
2022-12-29,55.7704
2022-12-30,54.5022
2022-12-31,54.5022
2023-01-01,54.5022
2023-01-02,54.5022
2023-01-03,54.3463
2023-01-04,56.1251
2023-01-05,53.4667
2023-01-06,55.8841
2023-01-07,55.8841
2023-01-08,55.8841
2023-01-09,53.6859
2023-01-10,53.0117
2023-01-11,55.0116
2023-01-12,57.468
2023-01-13,58.3758
2023-01-14,58.3758
2023-01-15,58.3758
2023-01-16,58.3758
2023-01-17,52.5718
2023-01-18,51.2736
2023-01-19,51.26
2023-01-20,50.5643
2023-01-21,50.5643
2023-01-22,50.5643
2023-01-23,50.5075
2023-01-24,47.7371
2023-01-25,48.7263
2023-01-26,49.1219
2023-01-27,48.1401
2023-01-28,48.1401
2023-01-29,48.1401
2023-01-30,48.6326
2023-01-31,50.9662
2023-02-01,52.0422
2023-02-02,52.0263
2023-02-03,49.5429
2023-02-04,49.5429
2023-02-05,49.5429
2023-02-06,46.5736
2023-02-07,45.8765
2023-02-08,45.8197
2023-02-09,44.6482
2023-02-10,47.1539
2023-02-11,47.1539
2023-02-12,47.1539
2023-02-13,48.3549
2023-02-14,46.6859
2023-02-15,48.6515
2023-02-16,50.6446
2023-02-17,48.7493
2023-02-18,48.7493
2023-02-19,48.7493
2023-02-20,48.7493
2023-02-21,47.727
2023-02-22,47.4752
2023-02-23,46.3262
2023-02-24,46.5048
2023-02-25,46.5048
2023-02-26,46.5048
2023-02-27,47.9383
2023-02-28,46.1012
2023-03-01,47.8974
2023-03-02,48.501
2023-03-03,49.6198
2023-03-04,49.6198
2023-03-05,49.6198
2023-03-06,47.6155
2023-03-07,44.3342
2023-03-08,45.2125
2023-03-09,45.6092
2023-03-10,43.6328
2023-03-11,43.6328
2023-03-12,43.6328
2023-03-13,42.3909
2023-03-14,47.2386
2023-03-15,45.5396
2023-03-16,47.9974
2023-03-17,49.0599
2023-03-18,49.0599
2023-03-19,49.0599
2023-03-20,51.2203
2023-03-21,51.4783
