,FCN US Equity
2020-03-29,49.3764
2020-03-30,51.0104
2020-03-31,51.4514
2020-04-01,51.51
2020-04-02,51.7763
2020-04-03,52.5205
2020-04-04,52.5205
2020-04-05,52.5205
2020-04-06,57.3036
2020-04-07,56.9426
2020-04-08,57.0997
2020-04-09,58.7142
2020-04-10,58.7142
2020-04-11,58.7142
2020-04-12,58.7142
2020-04-13,58.1496
2020-04-14,60.0183
2020-04-15,54.9005
2020-04-16,56.2521
2020-04-17,56.4248
2020-04-18,56.4248
2020-04-19,56.4248
2020-04-20,54.1118
2020-04-21,53.2961
2020-04-22,54.1788
2020-04-23,55.5326
2020-04-24,55.3825
2020-04-25,55.3825
2020-04-26,55.3825
2020-04-27,56.7666
2020-04-28,57.6308
2020-04-29,53.956
2020-04-30,51.1407
2020-05-01,50.0371
2020-05-02,50.0371
2020-05-03,50.0371
2020-05-04,50.9655
2020-05-05,50.2258
2020-05-06,48.2456
2020-05-07,49.2438
2020-05-08,49.3235
2020-05-09,49.3235
2020-05-10,49.3235
2020-05-11,48.9163
2020-05-12,46.7171
2020-05-13,46.3356
2020-05-14,45.3869
2020-05-15,45.2031
2020-05-16,45.2031
2020-05-17,45.2031
2020-05-18,49.3664
2020-05-19,46.8444
2020-05-20,45.9184
2020-05-21,45.8606
2020-05-22,45.966
2020-05-23,45.966
2020-05-24,45.966
2020-05-25,45.966
2020-05-26,48.479
2020-05-27,49.2408
2020-05-28,49.7886
2020-05-29,48.8718
2020-05-30,48.8718
2020-05-31,48.8718
2020-06-01,48.3855
2020-06-02,49.0682
2020-06-03,51.7784
2020-06-04,48.8883
2020-06-05,45.4067
2020-06-06,45.4067
2020-06-07,45.4067
2020-06-08,46.2399
2020-06-09,44.7699
2020-06-10,44.1777
2020-06-11,43.1481
2020-06-12,41.5379
2020-06-13,41.5379
2020-06-14,41.5379
2020-06-15,40.8126
2020-06-16,40.7736
2020-06-17,42.2932
2020-06-18,42.6506
2020-06-19,41.1888
2020-06-20,41.1888
2020-06-21,41.1888
2020-06-22,42.5779
2020-06-23,41.9168
2020-06-24,40.4009
2020-06-25,42.7386
2020-06-26,47.7928
2020-06-27,47.7928
2020-06-28,47.7928
2020-06-29,47.3154
2020-06-30,49.1792
2020-07-01,49.7042
2020-07-02,51.3879
2020-07-03,51.3879
2020-07-04,51.3879
2020-07-05,51.3879
2020-07-06,49.5016
2020-07-07,47.6141
2020-07-08,47.953
2020-07-09,48.8983
2020-07-10,47.2365
2020-07-11,47.2365
2020-07-12,47.2365
2020-07-13,46.1548
2020-07-14,46.5719
2020-07-15,48.5413
2020-07-16,49.0394
2020-07-17,49.3679
2020-07-18,49.3679
2020-07-19,49.3679
2020-07-20,50.7528
2020-07-21,50.0088
2020-07-22,49.3847
2020-07-23,47.9855
2020-07-24,48.4264
2020-07-25,48.4264
2020-07-26,48.4264
2020-07-27,49.0171
2020-07-28,46.4368
2020-07-29,47.1501
2020-07-30,54.883
2020-07-31,53.2557
2020-08-01,53.2557
2020-08-02,53.2557
2020-08-03,54.4838
2020-08-04,55.1446
2020-08-05,53.8183
2020-08-06,51.4983
2020-08-07,51.0077
2020-08-08,51.0077
2020-08-09,51.0077
2020-08-10,51.6716
2020-08-11,53.7371
2020-08-12,53.5674
2020-08-13,52.7628
2020-08-14,51.8907
2020-08-15,51.8907
2020-08-16,51.8907
2020-08-17,50.6887
2020-08-18,50.6722
2020-08-19,50.8462
2020-08-20,51.4119
2020-08-21,49.7499
2020-08-22,49.7499
2020-08-23,49.7499
2020-08-24,50.4723
2020-08-25,50.1178
2020-08-26,50.2938
2020-08-27,50.0918
2020-08-28,50.5904
2020-08-29,50.5904
2020-08-30,50.5904
2020-08-31,48.403
2020-09-01,48.966
2020-09-02,50.0124
2020-09-03,48.5191
2020-09-04,46.6499
2020-09-05,46.6499
2020-09-06,46.6499
2020-09-07,46.6499
2020-09-08,44.0011
2020-09-09,45.8014
2020-09-10,43.3988
2020-09-11,43.3041
2020-09-12,43.3041
2020-09-13,43.3041
2020-09-14,42.4933
2020-09-15,41.4655
2020-09-16,41.4307
2020-09-17,40.8273
2020-09-18,41.1792
2020-09-19,41.1792
2020-09-20,41.1792
2020-09-21,43.6565
2020-09-22,43.3046
2020-09-23,40.5522
2020-09-24,42.6375
2020-09-25,43.6722
2020-09-26,43.6722
2020-09-27,43.6722
2020-09-28,45.627
2020-09-29,43.7196
2020-09-30,42.7284
2020-10-01,43.8535
2020-10-02,45.3061
2020-10-03,45.3061
2020-10-04,45.3061
2020-10-05,48.3474
2020-10-06,49.1907
2020-10-07,49.7717
2020-10-08,49.7599
2020-10-09,50.271
2020-10-10,50.271
2020-10-11,50.271
2020-10-12,53.2906
2020-10-13,52.6877
2020-10-14,51.6082
2020-10-15,52.2943
2020-10-16,52.9959
2020-10-17,52.9959
2020-10-18,52.9959
2020-10-19,51.4442
2020-10-20,48.2423
2020-10-21,48.2053
2020-10-22,46.6289
2020-10-23,45.3816
2020-10-24,45.3816
2020-10-25,45.3816
2020-10-26,45.0341
2020-10-27,46.5666
2020-10-28,47.4614
2020-10-29,34.8583
2020-10-30,36.8036
2020-10-31,36.8036
2020-11-01,36.8036
2020-11-02,38.1735
2020-11-03,38.4257
2020-11-04,38.9546
2020-11-05,41.1534
2020-11-06,40.3647
2020-11-07,40.3647
2020-11-08,40.3647
2020-11-09,42.5627
2020-11-10,42.0126
2020-11-11,44.11
2020-11-12,45.3121
2020-11-13,46.896
2020-11-14,46.896
2020-11-15,46.896
2020-11-16,47.4211
2020-11-17,46.907
2020-11-18,46.3411
2020-11-19,46.5724
2020-11-20,46.2328
2020-11-21,46.2328
2020-11-22,46.2328
2020-11-23,47.0038
2020-11-24,45.2152
2020-11-25,44.5215
2020-11-26,44.5215
2020-11-27,46.3009
2020-11-28,46.3009
2020-11-29,46.3009
2020-11-30,46.569
2020-12-01,47.0552
2020-12-02,45.881
2020-12-03,44.0259
2020-12-04,53.2517
2020-12-05,53.2517
2020-12-06,53.2517
2020-12-07,49.7214
2020-12-08,50.8569
2020-12-09,51.3885
2020-12-10,50.871
2020-12-11,53.3381
2020-12-12,53.3381
2020-12-13,53.3381
2020-12-14,52.9721
2020-12-15,54.3056
2020-12-16,52.1158
2020-12-17,51.9794
2020-12-18,54.5972
2020-12-19,54.5972
2020-12-20,54.5972
2020-12-21,53.0521
2020-12-22,53.8626
2020-12-23,52.6656
2020-12-24,54.0245
2020-12-25,54.0245
2020-12-26,54.0245
2020-12-27,54.0245
2020-12-28,54.5864
2020-12-29,53.3424
2020-12-30,53.3424
2020-12-31,54.7389
2021-01-01,54.7389
2021-01-02,54.7389
2021-01-03,54.7389
2021-01-04,53.232
2021-01-05,54.3294
2021-01-06,56.0673
2021-01-07,55.9505
2021-01-08,54.7867
2021-01-09,54.7867
2021-01-10,54.7867
2021-01-11,54.4808
2021-01-12,57.4944
2021-01-13,56.669
2021-01-14,57.6198
2021-01-15,58.339
2021-01-16,58.339
2021-01-17,58.339
2021-01-18,58.339
2021-01-19,59.3951
2021-01-20,60.6214
2021-01-21,58.7848
2021-01-22,59.6891
2021-01-23,59.6891
2021-01-24,59.6891
2021-01-25,62.4934
2021-01-26,63.9526
2021-01-27,52.3893
2021-01-28,54.0918
2021-01-29,48.3362
2021-01-30,48.3362
2021-01-31,48.3362
2021-02-01,49.4589
2021-02-02,48.5273
2021-02-03,48.9332
2021-02-04,50.0761
2021-02-05,46.5575
2021-02-06,46.5575
2021-02-07,46.5575
2021-02-08,43.548
2021-02-09,44.1155
2021-02-10,45.1723
2021-02-11,43.4607
2021-02-12,45.0241
2021-02-13,45.0241
2021-02-14,45.0241
2021-02-15,45.0241
2021-02-16,45.7648
2021-02-17,46.5381
2021-02-18,48.987
2021-02-19,48.7162
2021-02-20,48.7162
2021-02-21,48.7162
2021-02-22,48.6499
2021-02-23,50.4079
2021-02-24,49.8336
2021-02-25,57.8642
2021-02-26,55.0718
2021-02-27,55.0718
2021-02-28,55.0718
2021-03-01,55.8855
2021-03-02,57.0547
2021-03-03,60.5754
2021-03-04,59.4952
2021-03-05,61.5308
2021-03-06,61.5308
2021-03-07,61.5308
2021-03-08,63.2904
2021-03-09,63.8269
2021-03-10,65.2847
2021-03-11,65.5881
2021-03-12,65.0478
2021-03-13,65.0478
2021-03-14,65.0478
2021-03-15,65.7685
2021-03-16,67.8427
2021-03-17,67.0648
2021-03-18,69.253
2021-03-19,71.6696
2021-03-20,71.6696
2021-03-21,71.6696
2021-03-22,73.0114
2021-03-23,73.6743
2021-03-24,73.2008
2021-03-25,73.2135
2021-03-26,74.2503
2021-03-27,74.2503
2021-03-28,74.2503
2021-03-29,74.7194
2021-03-30,74.3324
2021-03-31,74.1998
2021-04-01,75.5283
2021-04-02,75.5283
2021-04-03,75.5283
2021-04-04,75.5283
2021-04-05,77.4307
2021-04-06,75.8221
2021-04-07,71.2464
2021-04-08,71.6595
2021-04-09,72.6224
2021-04-10,72.6224
2021-04-11,72.6224
2021-04-12,73.6778
2021-04-13,73.4788
2021-04-14,73.8835
2021-04-15,74.1245
2021-04-16,73.078
2021-04-17,73.078
2021-04-18,73.078
2021-04-19,71.9494
2021-04-20,72.2324
2021-04-21,71.0302
2021-04-22,68.6658
2021-04-23,68.8179
2021-04-24,68.8179
2021-04-25,68.8179
2021-04-26,63.7517
2021-04-27,64.7302
2021-04-28,63.2698
2021-04-29,60.5816
2021-04-30,58.5593
2021-05-01,58.5593
2021-05-02,58.5593
2021-05-03,60.9865
2021-05-04,62.2661
2021-05-05,64.2543
2021-05-06,64.4865
2021-05-07,63.2465
2021-05-08,63.2465
2021-05-09,63.2465
2021-05-10,62.6589
2021-05-11,59.9357
2021-05-12,57.278
2021-05-13,60.2982
2021-05-14,59.3392
2021-05-15,59.3392
2021-05-16,59.3392
2021-05-17,59.2566
2021-05-18,56.0898
2021-05-19,55.3868
2021-05-20,52.9605
2021-05-21,52.2604
2021-05-22,52.2604
2021-05-23,52.2604
2021-05-24,51.0137
2021-05-25,50.8196
2021-05-26,51.0714
2021-05-27,51.2689
2021-05-28,51.8409
2021-05-29,51.8409
2021-05-30,51.8409
2021-05-31,51.8409
2021-06-01,51.6375
2021-06-02,48.1069
2021-06-03,51.4314
2021-06-04,52.0966
2021-06-05,52.0966
2021-06-06,52.0966
2021-06-07,52.2963
2021-06-08,55.1945
2021-06-09,52.3434
2021-06-10,56.5476
2021-06-11,56.1125
2021-06-12,56.1125
2021-06-13,56.1125
2021-06-14,55.6863
2021-06-15,55.8252
2021-06-16,54.397
2021-06-17,53.4539
2021-06-18,49.1899
2021-06-19,49.1899
2021-06-20,49.1899
2021-06-21,49.9962
2021-06-22,47.7227
2021-06-23,45.8851
2021-06-24,47.3499
2021-06-25,51.4726
2021-06-26,51.4726
2021-06-27,51.4726
2021-06-28,48.4726
2021-06-29,49.0001
2021-06-30,49.154
2021-07-01,49.8583
2021-07-02,50.4577
2021-07-03,50.4577
2021-07-04,50.4577
2021-07-05,50.4577
2021-07-06,49.9537
2021-07-07,51.6304
2021-07-08,49.188
2021-07-09,48.7557
2021-07-10,48.7557
2021-07-11,48.7557
2021-07-12,47.6799
2021-07-13,47.2612
2021-07-14,47.6271
2021-07-15,45.4107
2021-07-16,46.041
2021-07-17,46.041
2021-07-18,46.041
2021-07-19,47.78
2021-07-20,49.9388
2021-07-21,48.6792
2021-07-22,46.7479
2021-07-23,51.9387
2021-07-24,51.9387
2021-07-25,51.9387
2021-07-26,52.1798
2021-07-27,52.7196
2021-07-28,55.7275
2021-07-29,59.1575
2021-07-30,62.7519
2021-07-31,62.7519
2021-08-01,62.7519
2021-08-02,59.1898
2021-08-03,60.9311
2021-08-04,59.5459
2021-08-05,59.0122
2021-08-06,59.3639
2021-08-07,59.3639
2021-08-08,59.3639
2021-08-09,57.6106
2021-08-10,56.2675
2021-08-11,58.6854
2021-08-12,58.7113
2021-08-13,57.224
2021-08-14,57.224
2021-08-15,57.224
2021-08-16,58.1695
2021-08-17,59.5631
2021-08-18,55.9129
2021-08-19,57.7615
2021-08-20,54.6254
2021-08-21,54.6254
2021-08-22,54.6254
2021-08-23,52.2297
2021-08-24,53.2541
2021-08-25,54.394
2021-08-26,50.6563
2021-08-27,48.7745
2021-08-28,48.7745
2021-08-29,48.7745
2021-08-30,50.9133
2021-08-31,49.0876
2021-09-01,50.3936
2021-09-02,47.7991
2021-09-03,48.1215
2021-09-04,48.1215
2021-09-05,48.1215
2021-09-06,48.1215
2021-09-07,45.0902
2021-09-08,45.9508
2021-09-09,45.967
2021-09-10,42.7667
2021-09-11,42.7667
2021-09-12,42.7667
2021-09-13,42.1619
2021-09-14,41.2935
2021-09-15,44.238
2021-09-16,46.0549
2021-09-17,44.8828
2021-09-18,44.8828
2021-09-19,44.8828
2021-09-20,42.5264
2021-09-21,42.1094
2021-09-22,41.7883
2021-09-23,44.0482
2021-09-24,43.3946
2021-09-25,43.3946
2021-09-26,43.3946
2021-09-27,45.5702
2021-09-28,42.5267
2021-09-29,46.7456
2021-09-30,45.3961
2021-10-01,46.6579
2021-10-02,46.6579
2021-10-03,46.6579
2021-10-04,50.1997
2021-10-05,50.7258
2021-10-06,50.972
2021-10-07,53.7295
2021-10-08,54.3528
2021-10-09,54.3528
2021-10-10,54.3528
2021-10-11,52.4003
2021-10-12,53.4687
2021-10-13,56.0598
2021-10-14,56.4111
2021-10-15,57.8319
2021-10-16,57.8319
2021-10-17,57.8319
2021-10-18,59.4956
2021-10-19,59.2071
2021-10-20,58.0066
2021-10-21,54.7691
2021-10-22,55.0066
2021-10-23,55.0066
2021-10-24,55.0066
2021-10-25,57.6703
2021-10-26,59.5683
2021-10-27,53.7111
2021-10-28,55.8249
2021-10-29,55.5421
2021-10-30,55.5421
2021-10-31,55.5421
2021-11-01,59.3202
2021-11-02,58.6734
2021-11-03,58.9742
2021-11-04,59.3509
2021-11-05,54.7068
2021-11-06,54.7068
2021-11-07,54.7068
2021-11-08,52.852
2021-11-09,52.2607
2021-11-10,52.6986
2021-11-11,55.6575
2021-11-12,57.0772
2021-11-13,57.0772
2021-11-14,57.0772
2021-11-15,57.6865
2021-11-16,58.8821
2021-11-17,61.1313
2021-11-18,62.6931
2021-11-19,63.4578
2021-11-20,63.4578
2021-11-21,63.4578
2021-11-22,65.1581
2021-11-23,65.4256
2021-11-24,58.065
2021-11-25,58.065
2021-11-26,53.3671
2021-11-27,53.3671
2021-11-28,53.3671
2021-11-29,54.063
2021-11-30,52.6577
2021-12-01,48.1631
2021-12-02,52.0391
2021-12-03,51.2319
2021-12-04,51.2319
2021-12-05,51.2319
2021-12-06,52.151
2021-12-07,52.5607
2021-12-08,53.5138
2021-12-09,52.2797
2021-12-10,50.7787
2021-12-11,50.7787
2021-12-12,50.7787
2021-12-13,52.487
2021-12-14,51.6538
2021-12-15,48.5786
2021-12-16,52.2114
2021-12-17,52.5523
2021-12-18,52.5523
2021-12-19,52.5523
2021-12-20,51.4525
2021-12-21,54.3911
2021-12-22,56.6805
2021-12-23,57.1028
2021-12-24,57.1028
2021-12-25,57.1028
2021-12-26,57.1028
2021-12-27,60.1004
2021-12-28,59.4229
2021-12-29,61.0837
2021-12-30,59.4448
2021-12-31,58.7316
2022-01-01,58.7316
2022-01-02,58.7316
2022-01-03,59.3291
2022-01-04,60.6107
2022-01-05,59.0523
2022-01-06,59.7451
2022-01-07,51.2042
2022-01-08,51.2042
2022-01-09,51.2042
2022-01-10,51.5912
2022-01-11,54.5521
2022-01-12,54.1334
2022-01-13,52.7255
2022-01-14,53.9424
2022-01-15,53.9424
2022-01-16,53.9424
2022-01-17,53.9424
2022-01-18,52.344
2022-01-19,54.2188
2022-01-20,52.3437
2022-01-21,50.5951
2022-01-22,50.5951
2022-01-23,50.5951
2022-01-24,54.6763
2022-01-25,45.748
2022-01-26,45.3221
2022-01-27,44.972
2022-01-28,46.5131
2022-01-29,46.5131
2022-01-30,46.5131
2022-01-31,47.8475
2022-02-01,46.9463
2022-02-02,46.1765
2022-02-03,46.8671
2022-02-04,49.7818
2022-02-05,49.7818
2022-02-06,49.7818
2022-02-07,49.3907
2022-02-08,52.6009
2022-02-09,55.1699
2022-02-10,52.949
2022-02-11,51.3559
2022-02-12,51.3559
2022-02-13,51.3559
2022-02-14,49.6108
2022-02-15,48.3239
2022-02-16,47.1893
2022-02-17,45.5878
2022-02-18,44.7537
2022-02-19,44.7537
2022-02-20,44.7537
2022-02-21,44.7537
2022-02-22,44.1033
2022-02-23,39.9203
2022-02-24,45.3511
2022-02-25,48.9161
2022-02-26,48.9161
2022-02-27,48.9161
2022-02-28,49.3326
2022-03-01,50.1443
2022-03-02,53.4095
2022-03-03,52.4776
2022-03-04,52.7464
2022-03-05,52.7464
2022-03-06,52.7464
2022-03-07,51.277
2022-03-08,48.1223
2022-03-09,48.7783
2022-03-10,48.4178
2022-03-11,48.4604
2022-03-12,48.4604
2022-03-13,48.4604
2022-03-14,51.0036
2022-03-15,55.1146
2022-03-16,56.4329
2022-03-17,57.7831
2022-03-18,57.6445
2022-03-19,57.6445
2022-03-20,57.6445
2022-03-21,58.1636
2022-03-22,57.3517
2022-03-23,50.9691
2022-03-24,52.5032
2022-03-25,53.1084
2022-03-26,53.1084
2022-03-27,53.1084
2022-03-28,55.7808
2022-03-29,57.5688
2022-03-30,58.7121
2022-03-31,57.7194
2022-04-01,59.588
2022-04-02,59.588
2022-04-03,59.588
2022-04-04,56.649
2022-04-05,58.3037
2022-04-06,60.7901
2022-04-07,58.3712
2022-04-08,58.8201
2022-04-09,58.8201
2022-04-10,58.8201
2022-04-11,59.6505
2022-04-12,61.0479
2022-04-13,60.227
2022-04-14,60.3452
2022-04-15,60.3452
2022-04-16,60.3452
2022-04-17,60.3452
2022-04-18,58.0262
2022-04-19,60.1313
2022-04-20,62.6035
2022-04-21,64.2637
2022-04-22,61.9083
2022-04-23,61.9083
2022-04-24,61.9083
2022-04-25,55.4901
2022-04-26,53.1949
2022-04-27,52.4924
2022-04-28,50.2263
2022-04-29,52.0602
2022-04-30,52.0602
2022-05-01,52.0602
2022-05-02,50.3292
2022-05-03,49.7297
2022-05-04,56.378
2022-05-05,56.1861
2022-05-06,57.9492
2022-05-07,57.9492
2022-05-08,57.9492
2022-05-09,58.9139
2022-05-10,57.8621
2022-05-11,57.323
2022-05-12,55.8833
2022-05-13,57.126
2022-05-14,57.126
2022-05-15,57.126
2022-05-16,59.643
2022-05-17,57.7544
2022-05-18,53.4126
2022-05-19,51.9734
2022-05-20,52.7231
2022-05-21,52.7231
2022-05-22,52.7231
2022-05-23,52.7052
2022-05-24,54.7797
2022-05-25,53.9266
2022-05-26,55.0177
2022-05-27,56.6308
2022-05-28,56.6308
2022-05-29,56.6308
2022-05-30,56.6308
2022-05-31,57.3309
2022-06-01,56.8459
2022-06-02,58.507
2022-06-03,55.4858
2022-06-04,55.4858
2022-06-05,55.4858
2022-06-06,58.3537
2022-06-07,59.8709
2022-06-08,56.8419
2022-06-09,53.2226
2022-06-10,51.9661
2022-06-11,51.9661
2022-06-12,51.9661
2022-06-13,50.7356
2022-06-14,50.1469
2022-06-15,50.7974
2022-06-16,50.8672
2022-06-17,51.8131
2022-06-18,51.8131
2022-06-19,51.8131
2022-06-20,51.8131
2022-06-21,55.9232
2022-06-22,55.9035
2022-06-23,59.2094
2022-06-24,61.9669
2022-06-25,61.9669
2022-06-26,61.9669
2022-06-27,58.7287
2022-06-28,56.7369
2022-06-29,59.8087
2022-06-30,62.202
2022-07-01,63.8072
2022-07-02,63.8072
2022-07-03,63.8072
2022-07-04,63.8072
2022-07-05,62.1574
2022-07-06,64.1
2022-07-07,65.2177
2022-07-08,65.7664
2022-07-09,65.7664
2022-07-10,65.7664
2022-07-11,65.7875
2022-07-12,63.7775
2022-07-13,63.4131
2022-07-14,63.6815
2022-07-15,64.1469
2022-07-16,64.1469
2022-07-17,64.1469
2022-07-18,63.0505
2022-07-19,63.5419
2022-07-20,63.6847
2022-07-21,60.0157
2022-07-22,57.7057
2022-07-23,57.7057
2022-07-24,57.7057
2022-07-25,58.8733
2022-07-26,59.8469
2022-07-27,56.7971
2022-07-28,43.9093
2022-07-29,42.699
2022-07-30,42.699
2022-07-31,42.699
2022-08-01,41.2909
2022-08-02,41.5506
2022-08-03,40.5743
2022-08-04,40.4536
2022-08-05,41.6385
2022-08-06,41.6385
2022-08-07,41.6385
2022-08-08,40.8486
2022-08-09,42.593
2022-08-10,42.9015
2022-08-11,43.5019
2022-08-12,44.8584
2022-08-13,44.8584
2022-08-14,44.8584
2022-08-15,47.5861
2022-08-16,47.0467
2022-08-17,49.1715
2022-08-18,49.0638
2022-08-19,51.0339
2022-08-20,51.0339
2022-08-21,51.0339
2022-08-22,50.483
2022-08-23,44.9038
2022-08-24,45.5345
2022-08-25,44.3366
2022-08-26,43.7704
2022-08-27,43.7704
2022-08-28,43.7704
2022-08-29,42.4027
2022-08-30,40.7626
2022-08-31,43.6439
2022-09-01,43.8235
2022-09-02,40.6166
2022-09-03,40.6166
2022-09-04,40.6166
2022-09-05,40.6166
2022-09-06,42.2687
2022-09-07,42.3362
2022-09-08,42.7224
2022-09-09,43.2667
2022-09-10,43.2667
2022-09-11,43.2667
2022-09-12,43.1959
2022-09-13,41.6986
2022-09-14,40.8924
2022-09-15,39.1476
2022-09-16,40.7133
2022-09-17,40.7133
2022-09-18,40.7133
2022-09-19,43.031
2022-09-20,42.9498
2022-09-21,43.1163
2022-09-22,43.3217
2022-09-23,45.8385
2022-09-24,45.8385
2022-09-25,45.8385
2022-09-26,46.2355
2022-09-27,47.9031
2022-09-28,51.2093
2022-09-29,51.615
2022-09-30,52.2462
2022-10-01,52.2462
2022-10-02,52.2462
2022-10-03,53.4528
2022-10-04,57.7594
2022-10-05,59.3026
2022-10-06,57.1652
2022-10-07,58.0363
2022-10-08,58.0363
2022-10-09,58.0363
2022-10-10,59.4365
2022-10-11,62.6833
2022-10-12,56.7489
2022-10-13,61.0462
2022-10-14,61.4645
2022-10-15,61.4645
2022-10-16,61.4645
2022-10-17,60.5398
2022-10-18,63.0553
2022-10-19,63.708
2022-10-20,61.877
2022-10-21,64.0938
2022-10-22,64.0938
2022-10-23,64.0938
2022-10-24,63.5201
2022-10-25,57.0068
2022-10-26,54.7597
2022-10-27,35.7581
2022-10-28,42.4781
2022-10-29,42.4781
2022-10-30,42.4781
2022-10-31,43.4252
2022-11-01,42.4623
2022-11-02,44.5736
2022-11-03,44.9551
2022-11-04,45.9825
2022-11-05,45.9825
2022-11-06,45.9825
2022-11-07,48.8517
2022-11-08,46.4748
2022-11-09,48.136
2022-11-10,49.7494
2022-11-11,47.1297
2022-11-12,47.1297
2022-11-13,47.1297
2022-11-14,50.0065
2022-11-15,49.7524
2022-11-16,50.8914
2022-11-17,53.0213
2022-11-18,51.0824
2022-11-19,51.0824
2022-11-20,51.0824
2022-11-21,51.8642
2022-11-22,52.6812
2022-11-23,53.322
2022-11-24,53.322
2022-11-25,53.3473
2022-11-26,53.3473
2022-11-27,53.3473
2022-11-28,53.5715
2022-11-29,51.6491
2022-11-30,52.8769
2022-12-01,50.3321
2022-12-02,51.9702
2022-12-03,51.9702
2022-12-04,51.9702
2022-12-05,51.041
2022-12-06,48.4059
2022-12-07,50.3276
2022-12-08,47.8528
2022-12-09,46.796
2022-12-10,46.796
2022-12-11,46.796
2022-12-12,46.7326
2022-12-13,44.8815
2022-12-14,45.6885
2022-12-15,44.5242
2022-12-16,43.0404
2022-12-17,43.0404
2022-12-18,43.0404
2022-12-19,43.8443
2022-12-20,43.1513
2022-12-21,43.6053
2022-12-22,43.8764
2022-12-23,44.9216
2022-12-24,44.9216
2022-12-25,44.9216
2022-12-26,44.9216
2022-12-27,46.7879
2022-12-28,46.2961
2022-12-29,46.7305
2022-12-30,46.3877
2022-12-31,46.3877
2023-01-01,46.3877
2023-01-02,46.3877
2023-01-03,48.6597
2023-01-04,48.6114
2023-01-05,47.5244
2023-01-06,48.9255
2023-01-07,48.9255
2023-01-08,48.9255
2023-01-09,45.2877
2023-01-10,48.5258
2023-01-11,47.1353
2023-01-12,48.3698
2023-01-13,49.5666
2023-01-14,49.5666
2023-01-15,49.5666
2023-01-16,49.5666
2023-01-17,50.1993
2023-01-18,44.8673
2023-01-19,45.9673
2023-01-20,48.0206
2023-01-21,48.0206
2023-01-22,48.0206
2023-01-23,49.2899
2023-01-24,50.2729
2023-01-25,49.1504
2023-01-26,49.0261
2023-01-27,47.1353
2023-01-28,47.1353
2023-01-29,47.1353
2023-01-30,45.9335
2023-01-31,48.2631
2023-02-01,49.9175
2023-02-02,49.3684
2023-02-03,51.9194
2023-02-04,51.9194
2023-02-05,51.9194
2023-02-06,52.4237
2023-02-07,52.5225
2023-02-08,51.8149
2023-02-09,49.4829
2023-02-10,50.7773
2023-02-11,50.7773
2023-02-12,50.7773
2023-02-13,50.4782
2023-02-14,49.0928
2023-02-15,48.6532
2023-02-16,49.977
2023-02-17,51.536
2023-02-18,51.536
2023-02-19,51.536
2023-02-20,51.536
2023-02-21,52.0011
2023-02-22,51.2036
2023-02-23,62.4353
2023-02-24,63.8168
2023-02-25,63.8168
2023-02-26,63.8168
2023-02-27,64.0901
2023-02-28,63.6022
2023-03-01,63.4081
2023-03-02,63.2179
2023-03-03,63.501
2023-03-04,63.501
2023-03-05,63.501
2023-03-06,62.4569
2023-03-07,61.3146
2023-03-08,60.4004
2023-03-09,59.6602
2023-03-10,63.7802
2023-03-11,63.7802
2023-03-12,63.7802
2023-03-13,68.1667
2023-03-14,68.5759
2023-03-15,68.5657
2023-03-16,69.4436
2023-03-17,67.3028
2023-03-18,67.3028
