,KRO US Equity
2020-04-23,48.949
2020-04-24,49.0015
2020-04-25,49.0015
2020-04-26,49.0015
2020-04-27,49.3251
2020-04-28,50.6745
2020-04-29,53.396
2020-04-30,50.3079
2020-05-01,48.8715
2020-05-02,48.8715
2020-05-03,48.8715
2020-05-04,47.6159
2020-05-05,48.7599
2020-05-06,48.8699
2020-05-07,46.1535
2020-05-08,50.3547
2020-05-09,50.3547
2020-05-10,50.3547
2020-05-11,50.0955
2020-05-12,49.4634
2020-05-13,47.2041
2020-05-14,45.9699
2020-05-15,44.2928
2020-05-16,44.2928
2020-05-17,44.2928
2020-05-18,47.3045
2020-05-19,46.519
2020-05-20,48.6152
2020-05-21,48.0006
2020-05-22,47.9483
2020-05-23,47.9483
2020-05-24,47.9483
2020-05-25,47.9483
2020-05-26,50.4058
2020-05-27,53.7432
2020-05-28,54.0874
2020-05-29,52.6402
2020-05-30,52.6402
2020-05-31,52.6402
2020-06-01,53.1588
2020-06-02,54.1458
2020-06-03,55.1239
2020-06-04,56.8769
2020-06-05,59.0516
2020-06-06,59.0516
2020-06-07,59.0516
2020-06-08,60.0645
2020-06-09,57.7795
2020-06-10,55.5299
2020-06-11,49.9021
2020-06-12,51.1562
2020-06-13,51.1562
2020-06-14,51.1562
2020-06-15,53.7038
2020-06-16,54.8968
2020-06-17,52.7591
2020-06-18,51.6637
2020-06-19,51.333
2020-06-20,51.333
2020-06-21,51.333
2020-06-22,51.4936
2020-06-23,50.1245
2020-06-24,49.1114
2020-06-25,50.2103
2020-06-26,50.3271
2020-06-27,50.3271
2020-06-28,50.3271
2020-06-29,53.6455
2020-06-30,54.8101
2020-07-01,51.2955
2020-07-02,53.1701
2020-07-03,53.1701
2020-07-04,53.1701
2020-07-05,53.1701
2020-07-06,53.9042
2020-07-07,52.6837
2020-07-08,51.8936
2020-07-09,50.9213
2020-07-10,52.9722
2020-07-11,52.9722
2020-07-12,52.9722
2020-07-13,54.0751
2020-07-14,55.1098
2020-07-15,57.7527
2020-07-16,57.7527
2020-07-17,57.1177
2020-07-18,57.1177
2020-07-19,57.1177
2020-07-20,54.6318
2020-07-21,56.0605
2020-07-22,55.7115
2020-07-23,55.7685
2020-07-24,55.2537
2020-07-25,55.2537
2020-07-26,55.2537
2020-07-27,58.6909
2020-07-28,56.6255
2020-07-29,58.6676
2020-07-30,56.5651
2020-07-31,56.7311
2020-08-01,56.7311
2020-08-02,56.7311
2020-08-03,57.2381
2020-08-04,57.2381
2020-08-05,59.9187
2020-08-06,60.6105
2020-08-07,60.3617
2020-08-08,60.3617
2020-08-09,60.3617
2020-08-10,63.6533
2020-08-11,64.1821
2020-08-12,65.275
2020-08-13,64.3913
2020-08-14,64.8345
2020-08-15,64.8345
2020-08-16,64.8345
2020-08-17,65.525
2020-08-18,62.101
2020-08-19,61.7497
2020-08-20,61.3012
2020-08-21,58.7413
2020-08-22,58.7413
2020-08-23,58.7413
2020-08-24,62.4346
2020-08-25,63.6089
2020-08-26,64.5558
2020-08-27,61.5061
2020-08-28,62.3986
2020-08-29,62.3986
2020-08-30,62.3986
2020-08-31,58.3112
2020-09-01,60.8555
2020-09-02,59.2634
2020-09-03,55.7194
2020-09-04,57.8814
2020-09-05,57.8814
2020-09-06,57.8814
2020-09-07,57.8814
2020-09-08,56.2779
2020-09-09,58.0276
2020-09-10,56.7789
2020-09-11,57.7742
2020-09-12,57.7742
2020-09-13,57.7742
2020-09-14,60.1475
2020-09-15,59.2292
2020-09-16,59.0737
2020-09-17,60.7782
2020-09-18,58.7225
2020-09-19,58.7225
2020-09-20,58.7225
2020-09-21,55.4399
2020-09-22,54.6498
2020-09-23,52.268
2020-09-24,53.621
2020-09-25,52.8462
2020-09-26,52.8462
2020-09-27,52.8462
2020-09-28,54.8112
2020-09-29,55.5302
2020-09-30,55.7728
2020-10-01,54.9968
2020-10-02,56.8596
2020-10-03,56.8596
2020-10-04,56.8596
2020-10-05,57.8228
2020-10-06,57.9443
2020-10-07,60.1404
2020-10-08,61.1611
2020-10-09,60.4494
2020-10-10,60.4494
2020-10-11,60.4494
2020-10-12,62.2663
2020-10-13,59.4415
2020-10-14,61.0413
2020-10-15,60.5122
2020-10-16,61.8244
2020-10-17,61.8244
2020-10-18,61.8244
2020-10-19,62.3311
2020-10-20,61.1189
2020-10-21,57.3887
2020-10-22,58.4505
2020-10-23,58.8869
2020-10-24,58.8869
2020-10-25,58.8869
2020-10-26,55.7706
2020-10-27,53.1826
2020-10-28,50.5295
2020-10-29,53.9894
2020-10-30,53.2342
2020-10-31,53.2342
2020-11-01,53.2342
2020-11-02,55.1799
2020-11-03,56.9701
2020-11-04,53.971
2020-11-05,55.9986
2020-11-06,56.5979
2020-11-07,56.5979
2020-11-08,56.5979
2020-11-09,57.2604
2020-11-10,59.9076
2020-11-11,55.0746
2020-11-12,53.0371
2020-11-13,54.3621
2020-11-14,54.3621
2020-11-15,54.3621
2020-11-16,56.3872
2020-11-17,54.7361
2020-11-18,54.378
2020-11-19,54.5625
2020-11-20,52.8669
2020-11-21,52.8669
2020-11-22,52.8669
2020-11-23,55.0652
2020-11-24,57.469
2020-11-25,54.8765
2020-11-26,54.8765
2020-11-27,55.2938
2020-11-28,55.2938
2020-11-29,55.2938
2020-11-30,53.516
2020-12-01,54.7086
2020-12-02,56.4133
2020-12-03,57.8211
2020-12-04,60.9219
2020-12-05,60.9219
2020-12-06,60.9219
2020-12-07,60.1198
2020-12-08,60.7611
2020-12-09,58.5688
2020-12-10,57.7701
2020-12-11,55.0521
2020-12-12,55.0521
2020-12-13,55.0521
2020-12-14,54.8234
2020-12-15,56.2037
2020-12-16,56.7014
2020-12-17,60.1555
2020-12-18,60.5419
2020-12-19,60.5419
2020-12-20,60.5419
2020-12-21,59.8557
2020-12-22,58.6523
2020-12-23,58.7136
2020-12-24,58.6237
2020-12-25,58.6237
2020-12-26,58.6237
2020-12-27,58.6237
2020-12-28,58.7544
2020-12-29,56.2711
2020-12-30,57.9726
2020-12-31,56.784
2021-01-01,56.784
2021-01-02,56.784
2021-01-03,56.784
2021-01-04,55.4276
2021-01-05,58.6307
2021-01-06,63.5335
2021-01-07,61.2371
2021-01-08,57.8273
2021-01-09,57.8273
2021-01-10,57.8273
2021-01-11,59.2029
2021-01-12,60.854
2021-01-13,56.4429
2021-01-14,55.259
2021-01-15,53.7288
2021-01-16,53.7288
2021-01-17,53.7288
2021-01-18,53.7288
2021-01-19,55.1956
2021-01-20,55.7996
2021-01-21,54.1387
2021-01-22,55.569
2021-01-23,55.569
2021-01-24,55.569
2021-01-25,53.1818
2021-01-26,52.4534
2021-01-27,49.8404
2021-01-28,51.1998
2021-01-29,47.1059
2021-01-30,47.1059
2021-01-31,47.1059
2021-02-01,49.6581
2021-02-02,49.4632
2021-02-03,50.0714
2021-02-04,50.6853
2021-02-05,52.5627
2021-02-06,52.5627
2021-02-07,52.5627
2021-02-08,52.1957
2021-02-09,52.1957
2021-02-10,52.4091
2021-02-11,52.4822
2021-02-12,51.022
2021-02-13,51.022
2021-02-14,51.022
2021-02-15,51.022
2021-02-16,50.5372
2021-02-17,46.7814
2021-02-18,45.0157
2021-02-19,48.9244
2021-02-20,48.9244
2021-02-21,48.9244
2021-02-22,50.0489
2021-02-23,49.4483
2021-02-24,52.4724
2021-02-25,50.0547
2021-02-26,48.7478
2021-02-27,48.7478
2021-02-28,48.7478
2021-03-01,52.1914
2021-03-02,52.2605
2021-03-03,51.7956
2021-03-04,50.1796
2021-03-05,55.7559
2021-03-06,55.7559
2021-03-07,55.7559
2021-03-08,54.358
2021-03-09,53.3585
2021-03-10,57.2377
2021-03-11,53.8032
2021-03-12,53.2997
2021-03-13,53.2997
2021-03-14,53.2997
2021-03-15,49.7883
2021-03-16,49.9221
2021-03-17,52.8476
2021-03-18,55.137
2021-03-19,55.7223
2021-03-20,55.7223
2021-03-21,55.7223
2021-03-22,54.2578
2021-03-23,49.1772
2021-03-24,48.4972
2021-03-25,51.2244
2021-03-26,54.6878
2021-03-27,54.6878
2021-03-28,54.6878
2021-03-29,53.3808
2021-03-30,53.3149
2021-03-31,53.4338
2021-04-01,54.2774
2021-04-02,54.2774
2021-04-03,54.2774
2021-04-04,54.2774
2021-04-05,56.6013
2021-04-06,56.997
2021-04-07,55.7942
2021-04-08,56.0937
2021-04-09,55.6258
2021-04-10,55.6258
2021-04-11,55.6258
2021-04-12,57.7524
2021-04-13,56.6294
2021-04-14,58.2491
2021-04-15,59.691
2021-04-16,61.6111
2021-04-17,61.6111
2021-04-18,61.6111
2021-04-19,63.6578
2021-04-20,60.7271
2021-04-21,62.7062
2021-04-22,59.4482
2021-04-23,61.2758
2021-04-24,61.2758
2021-04-25,61.2758
2021-04-26,62.301
2021-04-27,62.7384
2021-04-28,62.3228
2021-04-29,62.3744
2021-04-30,58.4831
2021-05-01,58.4831
2021-05-02,58.4831
2021-05-03,60.8992
2021-05-04,61.4662
2021-05-05,64.8682
2021-05-06,59.2998
2021-05-07,59.3492
2021-05-08,59.3492
2021-05-09,59.3492
2021-05-10,57.4711
2021-05-11,57.6842
2021-05-12,52.6363
2021-05-13,55.4691
2021-05-14,55.9927
2021-05-15,55.9927
2021-05-16,55.9927
2021-05-17,56.7296
2021-05-18,54.3105
2021-05-19,52.1997
2021-05-20,51.5714
2021-05-21,53.0334
2021-05-22,53.0334
2021-05-23,53.0334
2021-05-24,54.0663
2021-05-25,49.4421
2021-05-26,49.8022
2021-05-27,49.9252
2021-05-28,49.3622
2021-05-29,49.3622
2021-05-30,49.3622
2021-05-31,49.3622
2021-06-01,52.5598
2021-06-02,50.5286
2021-06-03,50.8967
2021-06-04,50.8966
2021-06-05,50.8966
2021-06-06,50.8966
2021-06-07,46.988
2021-06-08,46.4523
2021-06-09,45.9704
2021-06-10,44.8278
2021-06-11,45.7094
2021-06-12,45.7094
2021-06-13,45.7094
2021-06-14,43.8953
2021-06-15,43.8953
2021-06-16,46.1079
2021-06-17,41.2351
2021-06-18,40.3425
2021-06-19,40.3425
2021-06-20,40.3425
2021-06-21,42.5376
2021-06-22,42.1503
2021-06-23,41.4806
2021-06-24,42.1932
2021-06-25,42.0754
2021-06-26,42.0754
2021-06-27,42.0754
2021-06-28,40.3844
2021-06-29,39.5898
2021-06-30,40.7949
2021-07-01,40.4964
2021-07-02,39.8926
2021-07-03,39.8926
2021-07-04,39.8926
2021-07-05,39.8926
2021-07-06,37.9046
2021-07-07,39.1953
2021-07-08,37.1958
2021-07-09,41.4345
2021-07-10,41.4345
2021-07-11,41.4345
2021-07-12,42.9287
2021-07-13,42.1864
2021-07-14,41.4451
2021-07-15,42.7461
2021-07-16,40.8674
2021-07-17,40.8674
2021-07-18,40.8674
2021-07-19,38.204
2021-07-20,39.0966
2021-07-21,40.6054
2021-07-22,40.7839
2021-07-23,40.6575
2021-07-24,40.6575
2021-07-25,40.6575
2021-07-26,42.6795
2021-07-27,42.9537
2021-07-28,44.4205
2021-07-29,43.4808
2021-07-30,42.9744
2021-07-31,42.9744
2021-08-01,42.9744
2021-08-02,42.0338
2021-08-03,42.0338
2021-08-04,38.307
2021-08-05,36.2738
2021-08-06,38.1268
2021-08-07,38.1268
2021-08-08,38.1268
2021-08-09,37.8737
2021-08-10,38.5073
2021-08-11,38.7228
2021-08-12,37.173
2021-08-13,39.3563
2021-08-14,39.3563
2021-08-15,39.3563
2021-08-16,36.2304
2021-08-17,37.0918
2021-08-18,36.5177
2021-08-19,35.8794
2021-08-20,37.7917
2021-08-21,37.7917
2021-08-22,37.7917
2021-08-23,40.9022
2021-08-24,42.0393
2021-08-25,44.7393
2021-08-26,43.4218
2021-08-27,47.0289
2021-08-28,47.0289
2021-08-29,47.0289
2021-08-30,46.1479
2021-08-31,44.5014
2021-09-01,43.2679
2021-09-02,43.4705
2021-09-03,42.994
2021-09-04,42.994
2021-09-05,42.994
2021-09-06,42.994
2021-09-07,43.1016
2021-09-08,40.7177
2021-09-09,41.055
2021-09-10,40.1878
2021-09-11,40.1878
2021-09-12,40.1878
2021-09-13,45.3944
2021-09-14,43.832
2021-09-15,48.9936
2021-09-16,45.6954
2021-09-17,45.2344
2021-09-18,45.2344
2021-09-19,45.2344
2021-09-20,41.0891
2021-09-21,40.5588
2021-09-22,41.342
2021-09-23,44.013
2021-09-24,43.142
2021-09-25,43.142
2021-09-26,43.142
2021-09-27,46.7739
2021-09-28,46.6199
2021-09-29,45.4584
2021-09-30,43.5862
2021-10-01,46.3302
2021-10-02,46.3302
2021-10-03,46.3302
2021-10-04,46.8649
2021-10-05,47.1373
2021-10-06,46.1581
2021-10-07,47.7488
2021-10-08,47.5778
2021-10-09,47.5778
2021-10-10,47.5778
2021-10-11,49.1788
2021-10-12,48.4583
2021-10-13,48.5558
2021-10-14,52.6326
2021-10-15,51.2017
2021-10-16,51.2017
2021-10-17,51.2017
2021-10-18,50.075
2021-10-19,49.5114
2021-10-20,50.8467
2021-10-21,50.5503
2021-10-22,50.7483
2021-10-23,50.7483
2021-10-24,50.7483
2021-10-25,53.0801
2021-10-26,52.7571
2021-10-27,48.2981
2021-10-28,50.2743
2021-10-29,49.2042
2021-10-30,49.2042
2021-10-31,49.2042
2021-11-01,51.9001
2021-11-02,52.3672
2021-11-03,56.2353
2021-11-04,56.731
2021-11-05,60.8585
2021-11-06,60.8585
2021-11-07,60.8585
2021-11-08,57.7956
2021-11-09,58.3194
2021-11-10,58.3194
2021-11-11,60.9844
2021-11-12,62.6978
2021-11-13,62.6978
2021-11-14,62.6978
2021-11-15,61.1423
2021-11-16,57.2585
2021-11-17,55.6764
2021-11-18,54.7954
2021-11-19,53.7206
2021-11-20,53.7206
2021-11-21,53.7206
2021-11-22,59.9934
2021-11-23,60.9594
2021-11-24,60.757
2021-11-25,60.757
2021-11-26,56.3994
2021-11-27,56.3994
2021-11-28,56.3994
2021-11-29,56.614
2021-11-30,52.3493
2021-12-01,53.0443
2021-12-02,55.506
2021-12-03,55.506
2021-12-04,55.506
2021-12-05,55.506
2021-12-06,56.8982
2021-12-07,57.3344
2021-12-08,58.3516
2021-12-09,57.8421
2021-12-10,57.7378
2021-12-11,57.7378
2021-12-12,57.7378
2021-12-13,55.3624
2021-12-14,55.7716
2021-12-15,58.3024
2021-12-16,59.2816
2021-12-17,58.3011
2021-12-18,58.3011
2021-12-19,58.3011
2021-12-20,54.2768
2021-12-21,55.4989
2021-12-22,55.5808
2021-12-23,56.8937
2021-12-24,56.8937
2021-12-25,56.8937
2021-12-26,56.8937
2021-12-27,58.6328
2021-12-28,58.5217
2021-12-29,59.4743
2021-12-30,57.2091
2021-12-31,58.8312
2022-01-01,58.8312
2022-01-02,58.8312
2022-01-03,59.2309
2022-01-04,62.5415
2022-01-05,61.1407
2022-01-06,58.8675
2022-01-07,59.9459
2022-01-08,59.9459
2022-01-09,59.9459
2022-01-10,55.9365
2022-01-11,56.3447
2022-01-12,57.4059
2022-01-13,58.5291
2022-01-14,60.6745
2022-01-15,60.6745
2022-01-16,60.6745
2022-01-17,60.6745
2022-01-18,59.2034
2022-01-19,58.3036
2022-01-20,53.6627
2022-01-21,51.3561
2022-01-22,51.3561
2022-01-23,51.3561
2022-01-24,51.5357
2022-01-25,50.5701
2022-01-26,49.1413
2022-01-27,49.2402
2022-01-28,46.8822
2022-01-29,46.8822
2022-01-30,46.8822
2022-01-31,48.5145
2022-02-01,50.2923
2022-02-02,50.1926
2022-02-03,47.1952
2022-02-04,46.4546
2022-02-05,46.4546
2022-02-06,46.4546
2022-02-07,46.7786
2022-02-08,49.8152
2022-02-09,49.9171
2022-02-10,47.6159
2022-02-11,44.9152
2022-02-12,44.9152
2022-02-13,44.9152
2022-02-14,47.9682
2022-02-15,49.6601
2022-02-16,51.5764
2022-02-17,47.8108
2022-02-18,48.5874
2022-02-19,48.5874
2022-02-20,48.5874
2022-02-21,48.5874
2022-02-22,48.2163
2022-02-23,46.2081
2022-02-24,48.7189
2022-02-25,52.9865
2022-02-26,52.9865
2022-02-27,52.9865
2022-02-28,52.8896
2022-03-01,49.3432
2022-03-02,51.89
2022-03-03,55.4827
2022-03-04,51.8343
2022-03-05,51.8343
2022-03-06,51.8343
2022-03-07,45.5553
2022-03-08,45.9682
2022-03-09,51.315
2022-03-10,54.5083
2022-03-11,52.3618
2022-03-12,52.3618
2022-03-13,52.3618
2022-03-14,56.2914
2022-03-15,54.057
2022-03-16,55.4726
2022-03-17,57.6117
2022-03-18,60.2134
2022-03-19,60.2134
2022-03-20,60.2134
2022-03-21,58.4325
2022-03-22,57.9157
2022-03-23,58.4587
2022-03-24,60.7135
2022-03-25,59.018
2022-03-26,59.018
2022-03-27,59.018
2022-03-28,57.4342
2022-03-29,57.5465
2022-03-30,56.1675
2022-03-31,54.8826
2022-04-01,56.4
2022-04-02,56.4
2022-04-03,56.4
2022-04-04,55.933
2022-04-05,54.0799
2022-04-06,53.6965
2022-04-07,54.4318
2022-04-08,52.7005
2022-04-09,52.7005
2022-04-10,52.7005
2022-04-11,52.8415
2022-04-12,53.6986
2022-04-13,56.4933
2022-04-14,57.4016
2022-04-15,57.4016
2022-04-16,57.4016
2022-04-17,57.4016
2022-04-18,56.6156
2022-04-19,60.014
2022-04-20,60.5469
2022-04-21,58.8347
2022-04-22,55.0223
2022-04-23,55.0223
2022-04-24,55.0223
2022-04-25,54.3744
2022-04-26,51.9988
2022-04-27,51.4562
2022-04-28,51.1407
2022-04-29,49.6451
2022-04-30,49.6451
2022-05-01,49.6451
2022-05-02,50.3565
2022-05-03,52.7359
2022-05-04,55.6445
2022-05-05,53.7258
2022-05-06,49.6451
2022-05-07,49.6451
2022-05-08,49.6451
2022-05-09,51.2356
2022-05-10,49.6145
2022-05-11,50.1338
2022-05-12,51.175
2022-05-13,51.8437
2022-05-14,51.8437
2022-05-15,51.8437
2022-05-16,54.2902
2022-05-17,57.691
2022-05-18,58.0018
2022-05-19,65.9674
2022-05-20,61.8685
2022-05-21,61.8685
2022-05-22,61.8685
2022-05-23,63.4931
2022-05-24,65.8745
2022-05-25,65.8745
2022-05-26,67.392
2022-05-27,66.1901
2022-05-28,66.1901
2022-05-29,66.1901
2022-05-30,66.1901
2022-05-31,67.7377
2022-06-01,69.7572
2022-06-02,69.7928
2022-06-03,66.3685
2022-06-04,66.3685
2022-06-05,66.3685
2022-06-06,67.8451
2022-06-07,67.9981
2022-06-08,67.5823
2022-06-09,65.752
2022-06-10,62.5652
2022-06-11,62.5652
2022-06-12,62.5652
2022-06-13,59.7921
2022-06-14,61.3718
2022-06-15,61.7952
2022-06-16,57.1836
2022-06-17,55.7708
2022-06-18,55.7708
2022-06-19,55.7708
2022-06-20,55.7708
2022-06-21,58.7339
2022-06-22,57.717
2022-06-23,53.206
2022-06-24,58.749
2022-06-25,58.749
2022-06-26,58.749
2022-06-27,57.3204
2022-06-28,59.6467
2022-06-29,55.6528
2022-06-30,55.27
2022-07-01,54.2768
2022-07-02,54.2768
2022-07-03,54.2768
2022-07-04,54.2768
2022-07-05,49.8965
2022-07-06,48.2383
2022-07-07,49.8635
2022-07-08,48.5262
2022-07-09,48.5262
2022-07-10,48.5262
2022-07-11,48.05
2022-07-12,48.0013
2022-07-13,47.503
2022-07-14,44.854
2022-07-15,45.1417
2022-07-16,45.1417
2022-07-17,45.1417
2022-07-18,47.0837
2022-07-19,50.9411
2022-07-20,51.0423
2022-07-21,50.9336
2022-07-22,49.5694
2022-07-23,49.5694
2022-07-24,49.5694
2022-07-25,51.1922
2022-07-26,50.0808
2022-07-27,50.2484
2022-07-28,50.306
2022-07-29,51.7491
2022-07-30,51.7491
2022-07-31,51.7491
2022-08-01,52.715
2022-08-02,51.769
2022-08-03,51.514
2022-08-04,45.4362
2022-08-05,44.4038
2022-08-06,44.4038
2022-08-07,44.4038
2022-08-08,40.4144
2022-08-09,39.4114
2022-08-10,38.9763
2022-08-11,40.9977
2022-08-12,42.508
2022-08-13,42.508
2022-08-14,42.508
2022-08-15,42.5742
2022-08-16,41.8767
2022-08-17,39.9888
2022-08-18,40.8377
2022-08-19,39.35
2022-08-20,39.35
2022-08-21,39.35
2022-08-22,38.01
2022-08-23,37.8262
2022-08-24,36.7687
2022-08-25,38.0158
2022-08-26,35.9094
2022-08-27,35.9094
2022-08-28,35.9094
2022-08-29,35.6429
2022-08-30,34.283
2022-08-31,31.6289
2022-09-01,32.8696
2022-09-02,31.8337
2022-09-03,31.8337
2022-09-04,31.8337
2022-09-05,31.8337
2022-09-06,31.3619
2022-09-07,32.9888
2022-09-08,31.878
2022-09-09,33.5079
2022-09-10,33.5079
2022-09-11,33.5079
2022-09-12,34.7823
2022-09-13,32.5454
2022-09-14,30.0822
2022-09-15,30.5072
2022-09-16,30.5945
2022-09-17,30.5945
2022-09-18,30.5945
2022-09-19,31.3087
2022-09-20,29.9155
2022-09-21,29.0372
2022-09-22,29.1308
2022-09-23,27.8757
2022-09-24,27.8757
2022-09-25,27.8757
2022-09-26,26.7555
2022-09-27,22.7317
2022-09-28,22.8227
2022-09-29,21.9924
2022-09-30,24.5568
2022-10-01,24.5568
2022-10-02,24.5568
2022-10-03,27.6331
2022-10-04,28.9182
2022-10-05,27.5677
2022-10-06,25.1113
2022-10-07,25.1113
2022-10-08,25.1113
2022-10-09,25.1113
2022-10-10,27.0019
2022-10-11,27.4326
2022-10-12,27.3325
2022-10-13,28.4134
2022-10-14,27.9124
2022-10-15,27.9124
2022-10-16,27.9124
2022-10-17,29.8326
2022-10-18,31.7142
2022-10-19,31.098
2022-10-20,30.7682
2022-10-21,33.5042
2022-10-22,33.5042
2022-10-23,33.5042
2022-10-24,33.3225
2022-10-25,35.8413
2022-10-26,35.3967
2022-10-27,35.1959
2022-10-28,35.7612
2022-10-29,35.7612
2022-10-30,35.7612
2022-10-31,35.7075
2022-11-01,36.6911
2022-11-02,35.4566
2022-11-03,32.666
2022-11-04,39.2599
2022-11-05,39.2599
2022-11-06,39.2599
2022-11-07,39.2047
2022-11-08,38.8658
2022-11-09,37.6317
2022-11-10,42.6809
2022-11-11,45.9782
2022-11-12,45.9782
2022-11-13,45.9782
2022-11-14,44.0284
2022-11-15,45.3032
2022-11-16,43.4369
2022-11-17,42.5594
2022-11-18,42.6393
2022-11-19,42.6393
2022-11-20,42.6393
2022-11-21,42.3346
2022-11-22,44.6268
2022-11-23,44.4961
2022-11-24,44.4961
2022-11-25,44.4288
2022-11-26,44.4288
2022-11-27,44.4288
2022-11-28,41.3854
2022-11-29,43.1011
2022-11-30,41.6847
2022-12-01,41.3017
2022-12-02,42.486
2022-12-03,42.486
2022-12-04,42.486
2022-12-05,43.7503
2022-12-06,45.0882
2022-12-07,47.5817
2022-12-08,50.6212
2022-12-09,51.0844
2022-12-10,51.0844
2022-12-11,51.0844
2022-12-12,48.3471
2022-12-13,46.6479
2022-12-14,45.7086
2022-12-15,43.5455
2022-12-16,44.3367
2022-12-17,44.3367
2022-12-18,44.3367
2022-12-19,42.7528
2022-12-20,42.4121
2022-12-21,44.1615
2022-12-22,43.7275
2022-12-23,46.1017
2022-12-24,46.1017
2022-12-25,46.1017
2022-12-26,46.1017
2022-12-27,46.7276
2022-12-28,44.2228
2022-12-29,46.2984
2022-12-30,45.9141
2022-12-31,45.9141
2023-01-01,45.9141
2023-01-02,45.9141
2023-01-03,48.3951
2023-01-04,52.1271
2023-01-05,49.5484
2023-01-06,53.8983
2023-01-07,53.8983
2023-01-08,53.8983
2023-01-09,54.0373
2023-01-10,54.8123
2023-01-11,55.9984
2023-01-12,56.826
2023-01-13,57.984
2023-01-14,57.984
2023-01-15,57.984
2023-01-16,57.984
2023-01-17,56.8701
2023-01-18,58.3863
2023-01-19,56.1584
2023-01-20,56.4449
2023-01-21,56.4449
2023-01-22,56.4449
2023-01-23,56.4449
2023-01-24,57.1198
2023-01-25,57.196
2023-01-26,59.8539
2023-01-27,59.3246
2023-01-28,59.3246
2023-01-29,59.3246
2023-01-30,60.7604
2023-01-31,61.7384
2023-02-01,62.767
2023-02-02,63.6432
2023-02-03,61.5678
2023-02-04,61.5678
2023-02-05,61.5678
2023-02-06,60.6583
2023-02-07,60.7333
2023-02-08,57.8795
2023-02-09,54.1916
2023-02-10,54.9551
2023-02-11,54.9551
2023-02-12,54.9551
2023-02-13,55.9673
2023-02-14,55.7513
2023-02-15,54.0257
2023-02-16,51.9465
2023-02-17,53.9626
2023-02-18,53.9626
2023-02-19,53.9626
2023-02-20,53.9626
2023-02-21,51.2336
2023-02-22,54.1644
2023-02-23,59.1651
2023-02-24,59.1651
2023-02-25,59.1651
2023-02-26,59.1651
2023-02-27,59.6721
2023-02-28,53.5765
2023-03-01,54.507
2023-03-02,55.2036
2023-03-03,57.2358
2023-03-04,57.2358
2023-03-05,57.2358
2023-03-06,52.0831
2023-03-07,50.8154
2023-03-08,51.1435
2023-03-09,40.7428
2023-03-10,39.2369
2023-03-11,39.2369
2023-03-12,39.2369
2023-03-13,37.9992
2023-03-14,36.0554
2023-03-15,37.0202
2023-03-16,37.3756
2023-03-17,36.6272
2023-03-18,36.6272
2023-03-19,36.6272
2023-03-20,37.2768
