,OXM US Equity
2023-03-19,53.1558
2023-03-20,53.464
2023-03-21,54.6894
2023-03-22,54.9172
2023-03-23,53.9947
2023-03-24,42.2303
2023-03-25,42.2303
2023-03-26,42.2303
2023-03-27,42.3272
2023-03-28,44.5415
2023-03-29,43.7921
2023-03-30,43.4453
2023-03-31,45.9433
2023-04-01,45.9433
2023-04-02,45.9433
2023-04-03,46.6777
2023-04-04,45.4966
2023-04-05,42.9072
2023-04-06,41.4901
2023-04-07,41.4901
2023-04-08,41.4901
2023-04-09,41.4901
2023-04-10,42.9293
2023-04-11,44.1577
2023-04-12,42.9376
2023-04-13,43.6206
2023-04-14,44.5362
2023-04-15,44.5362
2023-04-16,44.5362
2023-04-17,46.6374
2023-04-18,49.0427
2023-04-19,48.4344
2023-04-20,48.3579
2023-04-21,48.8225
2023-04-22,48.8225
2023-04-23,48.8225
2023-04-24,49.1161
2023-04-25,44.576
2023-04-26,44.496
2023-04-27,44.6194
2023-04-28,46.8396
2023-04-29,46.8396
2023-04-30,46.8396
2023-05-01,48.8818
2023-05-02,47.3582
2023-05-03,48.261
2023-05-04,44.3602
2023-05-05,48.9644
2023-05-06,48.9644
2023-05-07,48.9644
2023-05-08,49.5525
2023-05-09,49.6242
2023-05-10,49.9827
2023-05-11,51.1448
2023-05-12,51.4412
2023-05-13,51.4412
2023-05-14,51.4412
2023-05-15,52.802
2023-05-16,50.616
2023-05-17,52.5908
2023-05-18,52.8563
2023-05-19,47.266
2023-05-20,47.266
2023-05-21,47.266
2023-05-22,48.4008
2023-05-23,49.0207
2023-05-24,46.6822
2023-05-25,46.7223
2023-05-26,50.0029
2023-05-27,50.0029
2023-05-28,50.0029
2023-05-29,50.0029
2023-05-30,45.9312
2023-05-31,44.8281
2023-06-01,42.0308
2023-06-02,45.4106
2023-06-03,45.4106
2023-06-04,45.4106
2023-06-05,44.842
2023-06-06,48.728
2023-06-07,51.8331
2023-06-08,47.0534
2023-06-09,45.6713
2023-06-10,45.6713
2023-06-11,45.6713
2023-06-12,47.0435
2023-06-13,47.0847
2023-06-14,47.6819
2023-06-15,48.6114
2023-06-16,45.8822
2023-06-17,45.8822
2023-06-18,45.8822
2023-06-19,45.8822
2023-06-20,45.8523
2023-06-21,47.3184
2023-06-22,44.6791
2023-06-23,42.0505
2023-06-24,42.0505
2023-06-25,42.0505
2023-06-26,44.3072
2023-06-27,44.8909
2023-06-28,44.4672
2023-06-29,46.03
2023-06-30,46.6976
2023-07-01,46.6976
2023-07-02,46.6976
2023-07-03,51.3115
2023-07-04,51.3115
2023-07-05,48.7164
2023-07-06,47.7433
2023-07-07,47.9634
2023-07-08,47.9634
2023-07-09,47.9634
2023-07-10,49.4133
2023-07-11,51.2775
2023-07-12,51.8277
2023-07-13,51.4807
2023-07-14,50.1534
2023-07-15,50.1534
2023-07-16,50.1534
2023-07-17,52.492
2023-07-18,53.7252
2023-07-19,55.2838
2023-07-20,56.4602
2023-07-21,53.7463
2023-07-22,53.7463
2023-07-23,53.7463
2023-07-24,54.0622
2023-07-25,52.3366
2023-07-26,51.773
2023-07-27,52.6521
2023-07-28,53.9207
2023-07-29,53.9207
2023-07-30,53.9207
2023-07-31,54.5591
2023-08-01,52.7607
2023-08-02,52.9158
2023-08-03,51.7476
2023-08-04,52.5719
2023-08-05,52.5719
2023-08-06,52.5719
2023-08-07,53.9074
2023-08-08,52.5609
2023-08-09,52.6891
2023-08-10,52.7298
2023-08-11,51.1389
2023-08-12,51.1389
2023-08-13,51.1389
2023-08-14,49.7525
2023-08-15,49.9211
2023-08-16,47.9256
2023-08-17,47.6737
2023-08-18,47.8954
2023-08-19,47.8954
2023-08-20,47.8954
2023-08-21,46.9914
2023-08-22,49.6188
2023-08-23,48.3384
2023-08-24,45.9954
2023-08-25,47.6853
2023-08-26,47.6853
2023-08-27,47.6853
2023-08-28,48.2973
2023-08-29,49.3237
2023-08-30,47.6069
2023-08-31,47.1939
2023-09-01,48.6425
2023-09-02,48.6425
2023-09-03,48.6425
2023-09-04,48.6425
2023-09-05,44.3725
2023-09-06,41.4463
2023-09-07,43.0017
2023-09-08,41.7457
2023-09-09,41.7457
2023-09-10,41.7457
2023-09-11,41.7358
2023-09-12,38.9114
2023-09-13,39.9377
2023-09-14,44.0183
2023-09-15,46.1127
2023-09-16,46.1127
2023-09-17,46.1127
2023-09-18,44.464
2023-09-19,46.6707
2023-09-20,46.4149
2023-09-21,44.4209
2023-09-22,42.5404
2023-09-23,42.5404
2023-09-24,42.5404
2023-09-25,42.6334
2023-09-26,41.7443
2023-09-27,42.8525
2023-09-28,46.6089
2023-09-29,45.8781
2023-09-30,45.8781
2023-10-01,45.8781
2023-10-02,46.8685
2023-10-03,43.8499
2023-10-04,44.731
2023-10-05,43.7349
2023-10-06,43.4263
2023-10-07,43.4263
2023-10-08,43.4263
2023-10-09,42.3599
2023-10-10,44.2436
2023-10-11,43.3403
2023-10-12,42.2551
2023-10-13,40.6287
2023-10-14,40.6287
2023-10-15,40.6287
2023-10-16,45.0078
2023-10-17,47.5951
2023-10-18,47.1088
2023-10-19,43.2848
2023-10-20,41.6315
2023-10-21,41.6315
2023-10-22,41.6315
2023-10-23,41.7978
2023-10-24,40.9138
2023-10-25,41.3367
2023-10-26,40.4585
2023-10-27,38.3655
2023-10-28,38.3655
2023-10-29,38.3655
2023-10-30,38.143
2023-10-31,36.9199
2023-11-01,36.3502
2023-11-02,39.7787
2023-11-03,43.6659
2023-11-04,43.6659
2023-11-05,43.6659
2023-11-06,41.6109
2023-11-07,40.7405
2023-11-08,41.1404
2023-11-09,39.5161
2023-11-10,41.5867
2023-11-11,41.5867
2023-11-12,41.5867
2023-11-13,40.3745
2023-11-14,47.8245
2023-11-15,51.7426
2023-11-16,49.969
2023-11-17,52.551
2023-11-18,52.551
2023-11-19,52.551
2023-11-20,53.3873
2023-11-21,51.1469
2023-11-22,51.2006
2023-11-23,51.2006
2023-11-24,52.4037
2023-11-25,52.4037
2023-11-26,52.4037
2023-11-27,53.0616
2023-11-28,51.155
2023-11-29,49.233
2023-11-30,47.615
2023-12-01,51.2794
2023-12-02,51.2794
2023-12-03,51.2794
2023-12-04,49.8825
2023-12-05,45.288
2023-12-06,49.0327
2023-12-07,52.4572
2023-12-08,50.7292
2023-12-09,50.7292
2023-12-10,50.7292
2023-12-11,53.9155
2023-12-12,53.2156
2023-12-13,54.8075
2023-12-14,58.3249
2023-12-15,56.8587
2023-12-16,56.8587
2023-12-17,56.8587
2023-12-18,56.5203
2023-12-19,57.6448
2023-12-20,56.6562
2023-12-21,56.7925
2023-12-22,57.6702
2023-12-23,57.6702
2023-12-24,57.6702
2023-12-25,57.6702
2023-12-26,58.6332
2023-12-27,58.1608
2023-12-28,58.2411
2023-12-29,54.7042
2023-12-30,54.7042
2023-12-31,54.7042
2024-01-01,54.7042
2024-01-02,54.7237
2024-01-03,50.6787
2024-01-04,51.8946
2024-01-05,51.16
2024-01-06,51.16
2024-01-07,51.16
2024-01-08,53.9481
2024-01-09,51.6891
2024-01-10,50.9887
2024-01-11,50.5743
2024-01-12,49.4903
2024-01-13,49.4903
2024-01-14,49.4903
2024-01-15,49.4903
2024-01-16,50.3685
2024-01-17,50.0268
2024-01-18,50.9056
2024-01-19,51.5091
2024-01-20,51.5091
2024-01-21,51.5091
2024-01-22,52.7682
2024-01-23,50.5508
2024-01-24,49.3928
2024-01-25,50.9781
2024-01-26,51.1593
2024-01-27,51.1593
2024-01-28,51.1593
2024-01-29,54.0747
2024-01-30,53.139
2024-01-31,48.921
2024-02-01,51.3395
2024-02-02,50.339
2024-02-03,50.339
2024-02-04,50.339
2024-02-05,49.991
2024-02-06,49.1905
2024-02-07,48.377
2024-02-08,51.0161
2024-02-09,52.8821
2024-02-10,52.8821
2024-02-11,52.8821
2024-02-12,55.4594
2024-02-13,49.7231
2024-02-14,53.0674
2024-02-15,53.7245
2024-02-16,53.7348
2024-02-17,53.7348
2024-02-18,53.7348
2024-02-19,53.7348
2024-02-20,53.71
2024-02-21,53.2784
2024-02-22,53.5622
2024-02-23,54.1387
2024-02-24,54.1387
2024-02-25,54.1387
2024-02-26,55.5654
2024-02-27,57.7929
2024-02-28,54.3683
2024-02-29,54.9888
2024-03-01,55.6023
2024-03-02,55.6023
2024-03-03,55.6023
2024-03-04,49.8175
2024-03-05,49.8294
2024-03-06,56.9488
2024-03-07,57.3672
2024-03-08,58.4172
2024-03-09,58.4172
2024-03-10,58.4172
2024-03-11,57.3695
2024-03-12,58.6665
2024-03-13,58.7991
2024-03-14,56.6129
2024-03-15,57.8849
2024-03-16,57.8849
2024-03-17,57.8849
2024-03-18,54.6478
2024-03-19,57.6377
2024-03-20,61.0356
2024-03-21,62.0371
2024-03-22,59.4493
2024-03-23,59.4493
2024-03-24,59.4493
2024-03-25,59.2352
2024-03-26,57.4111
2024-03-27,61.1262
2024-03-28,61.0375
2024-03-29,61.0375
2024-03-30,61.0375
2024-03-31,61.0375
2024-04-01,56.0859
2024-04-02,53.1211
2024-04-03,52.1634
2024-04-04,52.3084
2024-04-05,53.0834
2024-04-06,53.0834
2024-04-07,53.0834
2024-04-08,55.828
