,SPB US Equity
2020-05-14,45.2289
2020-05-15,46.861
2020-05-16,46.861
2020-05-17,46.861
2020-05-18,50.8426
2020-05-19,50.0885
2020-05-20,50.5905
2020-05-21,51.7882
2020-05-22,52.6508
2020-05-23,52.6508
2020-05-24,52.6508
2020-05-25,52.6508
2020-05-26,55.1785
2020-05-27,58.3161
2020-05-28,55.3093
2020-05-29,54.4544
2020-05-30,54.4544
2020-05-31,54.4544
2020-06-01,54.8982
2020-06-02,53.7912
2020-06-03,54.3739
2020-06-04,56.1107
2020-06-05,56.2432
2020-06-06,56.2432
2020-06-07,56.2432
2020-06-08,57.5136
2020-06-09,55.4505
2020-06-10,53.9314
2020-06-11,49.1854
2020-06-12,51.0049
2020-06-13,51.0049
2020-06-14,51.0049
2020-06-15,51.4671
2020-06-16,53.4365
2020-06-17,52.7775
2020-06-18,51.9998
2020-06-19,50.5934
2020-06-20,50.5934
2020-06-21,50.5934
2020-06-22,52.3564
2020-06-23,51.7853
2020-06-24,51.1958
2020-06-25,50.1446
2020-06-26,48.0462
2020-06-27,48.0462
2020-06-28,48.0462
2020-06-29,51.0237
2020-06-30,51.2934
2020-07-01,51.8307
2020-07-02,51.8774
2020-07-03,51.8774
2020-07-04,51.8774
2020-07-05,51.8774
2020-07-06,51.2092
2020-07-07,49.9797
2020-07-08,50.0185
2020-07-09,49.7392
2020-07-10,50.5955
2020-07-11,50.5955
2020-07-12,50.5955
2020-07-13,50.7745
2020-07-14,52.6188
2020-07-15,53.7216
2020-07-16,54.6684
2020-07-17,55.6845
2020-07-18,55.6845
2020-07-19,55.6845
2020-07-20,54.1082
2020-07-21,53.5007
2020-07-22,54.7994
2020-07-23,55.3619
2020-07-24,54.0549
2020-07-25,54.0549
2020-07-26,54.0549
2020-07-27,55.4262
2020-07-28,56.0143
2020-07-29,59.1717
2020-07-30,60.0444
2020-07-31,61.5971
2020-08-01,61.5971
2020-08-02,61.5971
2020-08-03,65.1639
2020-08-04,64.2549
2020-08-05,63.2284
2020-08-06,63.5298
2020-08-07,65.0864
2020-08-08,65.0864
2020-08-09,65.0864
2020-08-10,66.6324
2020-08-11,65.863
2020-08-12,67.1139
2020-08-13,64.5458
2020-08-14,62.557
2020-08-15,62.557
2020-08-16,62.557
2020-08-17,61.0312
2020-08-18,61.92
2020-08-19,61.5276
2020-08-20,62.1112
2020-08-21,61.4343
2020-08-22,61.4343
2020-08-23,61.4343
2020-08-24,64.7574
2020-08-25,64.7917
2020-08-26,62.8068
2020-08-27,62.4908
2020-08-28,63.1305
2020-08-29,63.1305
2020-08-30,63.1305
2020-08-31,62.7761
2020-09-01,63.5695
2020-09-02,63.8748
2020-09-03,61.6439
2020-09-04,62.1145
2020-09-05,62.1145
2020-09-06,62.1145
2020-09-07,62.1145
2020-09-08,60.577
2020-09-09,62.9488
2020-09-10,60.1577
2020-09-11,58.5423
2020-09-12,58.5423
2020-09-13,58.5423
2020-09-14,59.1254
2020-09-15,56.5074
2020-09-16,56.6877
2020-09-17,54.3559
2020-09-18,53.9386
2020-09-19,53.9386
2020-09-20,53.9386
2020-09-21,52.2778
2020-09-22,54.2802
2020-09-23,53.982
2020-09-24,54.2051
2020-09-25,53.1173
2020-09-26,53.1173
2020-09-27,53.1173
2020-09-28,54.4676
2020-09-29,52.674
2020-09-30,53.9868
2020-10-01,56.7295
2020-10-02,56.8374
2020-10-03,56.8374
2020-10-04,56.8374
2020-10-05,58.5483
2020-10-06,59.0209
2020-10-07,60.2536
2020-10-08,61.9705
2020-10-09,62.7304
2020-10-10,62.7304
2020-10-11,62.7304
2020-10-12,65.4081
2020-10-13,60.5025
2020-10-14,60.96
2020-10-15,61.0083
2020-10-16,61.2893
2020-10-17,61.2893
2020-10-18,61.2893
2020-10-19,59.3885
2020-10-20,57.0564
2020-10-21,56.2941
2020-10-22,57.8537
2020-10-23,55.9141
2020-10-24,55.9141
2020-10-25,55.9141
2020-10-26,54.2496
2020-10-27,53.9128
2020-10-28,48.545
2020-10-29,48.9811
2020-10-30,47.6444
2020-10-31,47.6444
2020-11-01,47.6444
2020-11-02,53.6185
2020-11-03,55.7131
2020-11-04,56.1162
2020-11-05,59.6505
2020-11-06,60.0548
2020-11-07,60.0548
2020-11-08,60.0548
2020-11-09,54.2376
2020-11-10,55.7221
2020-11-11,58.6081
2020-11-12,58.2928
2020-11-13,61.2406
2020-11-14,61.2406
2020-11-15,61.2406
2020-11-16,59.9366
2020-11-17,60.6192
2020-11-18,60.1773
2020-11-19,60.9576
2020-11-20,60.3766
2020-11-21,60.3766
2020-11-22,60.3766
2020-11-23,61.6471
2020-11-24,65.3053
2020-11-25,64.4009
2020-11-26,64.4009
2020-11-27,62.5383
2020-11-28,62.5383
2020-11-29,62.5383
2020-11-30,61.1262
2020-12-01,60.3406
2020-12-02,57.0605
2020-12-03,59.9843
2020-12-04,61.0193
2020-12-05,61.0193
2020-12-06,61.0193
2020-12-07,58.6647
2020-12-08,59.6053
2020-12-09,62.058
2020-12-10,62.4668
2020-12-11,63.272
2020-12-12,63.272
2020-12-13,63.272
2020-12-14,62.3804
2020-12-15,64.7976
2020-12-16,67.2651
2020-12-17,67.7376
2020-12-18,67.7494
2020-12-19,67.7494
2020-12-20,67.7494
2020-12-21,68.462
2020-12-22,68.51
2020-12-23,69.6334
2020-12-24,70.8465
2020-12-25,70.8465
2020-12-26,70.8465
2020-12-27,70.8465
2020-12-28,72.2323
2020-12-29,69.6631
2020-12-30,70.3117
2020-12-31,72.2197
2021-01-01,72.2197
2021-01-02,72.2197
2021-01-03,72.2197
2021-01-04,69.909
2021-01-05,70.926
2021-01-06,72.2707
2021-01-07,70.3147
2021-01-08,71.8888
2021-01-09,71.8888
2021-01-10,71.8888
2021-01-11,72.7557
2021-01-12,70.5316
2021-01-13,71.8957
2021-01-14,67.2597
2021-01-15,67.6234
2021-01-16,67.6234
2021-01-17,67.6234
2021-01-18,67.6234
2021-01-19,68.6808
2021-01-20,65.6376
2021-01-21,62.6543
2021-01-22,60.9229
2021-01-23,60.9229
2021-01-24,60.9229
2021-01-25,60.7941
2021-01-26,57.1307
2021-01-27,55.9418
2021-01-28,57.9772
2021-01-29,54.7227
2021-01-30,54.7227
2021-01-31,54.7227
2021-02-01,58.4957
2021-02-02,59.6465
2021-02-03,59.8187
2021-02-04,61.8771
2021-02-05,64.2373
2021-02-06,64.2373
2021-02-07,64.2373
2021-02-08,64.8847
2021-02-09,62.5819
2021-02-10,62.4386
2021-02-11,63.3923
2021-02-12,64.1265
2021-02-13,64.1265
2021-02-14,64.1265
2021-02-15,64.1265
2021-02-16,65.2326
2021-02-17,63.8599
2021-02-18,60.6649
2021-02-19,61.0546
2021-02-20,61.0546
2021-02-21,61.0546
2021-02-22,61.4246
2021-02-23,58.2045
2021-02-24,57.7307
2021-02-25,52.731
2021-02-26,51.7115
2021-02-27,51.7115
2021-02-28,51.7115
2021-03-01,55.7773
2021-03-02,56.7971
2021-03-03,55.9511
2021-03-04,51.0404
2021-03-05,55.8738
2021-03-06,55.8738
2021-03-07,55.8738
2021-03-08,57.4009
2021-03-09,58.2057
2021-03-10,61.2249
2021-03-11,61.0639
2021-03-12,59.8159
2021-03-13,59.8159
2021-03-14,59.8159
2021-03-15,60.3744
2021-03-16,60.2426
2021-03-17,61.5932
2021-03-18,59.1887
2021-03-19,61.7509
2021-03-20,61.7509
2021-03-21,61.7509
2021-03-22,58.5142
2021-03-23,52.6448
2021-03-24,52.4515
2021-03-25,54.6259
2021-03-26,56.0706
2021-03-27,56.0706
2021-03-28,56.0706
2021-03-29,54.7266
2021-03-30,57.1752
2021-03-31,56.7861
2021-04-01,58.6304
2021-04-02,58.6304
2021-04-03,58.6304
2021-04-04,58.6304
2021-04-05,59.8999
2021-04-06,61.7173
2021-04-07,61.2767
2021-04-08,62.323
2021-04-09,62.9726
2021-04-10,62.9726
2021-04-11,62.9726
2021-04-12,64.3104
2021-04-13,60.4134
2021-04-14,59.8871
2021-04-15,60.4924
2021-04-16,58.7482
2021-04-17,58.7482
2021-04-18,58.7482
2021-04-19,58.7482
2021-04-20,55.4
2021-04-21,57.4593
2021-04-22,56.1526
2021-04-23,57.0305
2021-04-24,57.0305
2021-04-25,57.0305
2021-04-26,57.8116
2021-04-27,57.9323
2021-04-28,58.2888
2021-04-29,58.9259
2021-04-30,55.7108
2021-05-01,55.7108
2021-05-02,55.7108
2021-05-03,56.2546
2021-05-04,55.3988
2021-05-05,55.7547
2021-05-06,60.4147
2021-05-07,64.1536
2021-05-08,64.1536
2021-05-09,64.1536
2021-05-10,64.4083
2021-05-11,59.4666
2021-05-12,55.6605
2021-05-13,58.437
2021-05-14,58.2867
2021-05-15,58.2867
2021-05-16,58.2867
2021-05-17,58.2522
2021-05-18,55.0856
2021-05-19,55.9592
2021-05-20,54.8556
2021-05-21,55.2018
2021-05-22,55.2018
2021-05-23,55.2018
2021-05-24,55.3435
2021-05-25,52.0238
2021-05-26,54.4447
2021-05-27,52.7625
2021-05-28,52.5812
2021-05-29,52.5812
2021-05-30,52.5812
2021-05-31,52.5812
2021-06-01,52.7492
2021-06-02,49.6258
2021-06-03,50.1268
2021-06-04,48.2375
2021-06-05,48.2375
2021-06-06,48.2375
2021-06-07,47.7952
2021-06-08,51.5224
2021-06-09,48.9125
2021-06-10,48.204
2021-06-11,48.7218
2021-06-12,48.7218
2021-06-13,48.7218
2021-06-14,46.6816
2021-06-15,46.7344
2021-06-16,46.1197
2021-06-17,42.4881
2021-06-18,41.7796
2021-06-19,41.7796
2021-06-20,41.7796
2021-06-21,43.4066
2021-06-22,43.7319
2021-06-23,42.643
2021-06-24,45.2879
2021-06-25,48.7999
2021-06-26,48.7999
2021-06-27,48.7999
2021-06-28,48.2791
2021-06-29,47.4123
2021-06-30,48.2288
2021-07-01,45.6233
2021-07-02,47.3875
2021-07-03,47.3875
2021-07-04,47.3875
2021-07-05,47.3875
2021-07-06,45.1763
2021-07-07,44.1563
2021-07-08,41.0907
2021-07-09,44.5869
2021-07-10,44.5869
2021-07-11,44.5869
2021-07-12,44.1829
2021-07-13,41.3973
2021-07-14,42.296
2021-07-15,45.5533
2021-07-16,49.9754
2021-07-17,49.9754
2021-07-18,49.9754
2021-07-19,45.2445
2021-07-20,48.3589
2021-07-21,49.2407
2021-07-22,50.1636
2021-07-23,52.6829
2021-07-24,52.6829
2021-07-25,52.6829
2021-07-26,53.6705
2021-07-27,53.9752
2021-07-28,52.5602
2021-07-29,54.4211
2021-07-30,53.3157
2021-07-31,53.3157
2021-08-01,53.3157
2021-08-02,50.1114
2021-08-03,50.8856
2021-08-04,47.3394
2021-08-05,47.1639
2021-08-06,43.2725
2021-08-07,43.2725
2021-08-08,43.2725
2021-08-09,45.5578
2021-08-10,46.2153
2021-08-11,45.6323
2021-08-12,43.9742
2021-08-13,43.1141
2021-08-14,43.1141
2021-08-15,43.1141
2021-08-16,43.0384
2021-08-17,43.3813
2021-08-18,41.9572
2021-08-19,39.3922
2021-08-20,41.1031
2021-08-21,41.1031
2021-08-22,41.1031
2021-08-23,41.6533
2021-08-24,44.1433
2021-08-25,45.7511
2021-08-26,43.769
2021-08-27,47.1286
2021-08-28,47.1286
2021-08-29,47.1286
2021-08-30,45.3719
2021-08-31,44.0295
2021-09-01,44.5618
2021-09-02,44.867
2021-09-03,45.1446
2021-09-04,45.1446
2021-09-05,45.1446
2021-09-06,45.1446
2021-09-07,45.6752
2021-09-08,63.0187
2021-09-09,59.4178
2021-09-10,61.0508
2021-09-11,61.0508
2021-09-12,61.0508
2021-09-13,62.9071
2021-09-14,62.045
2021-09-15,62.8437
2021-09-16,61.2688
2021-09-17,61.0976
2021-09-18,61.0976
2021-09-19,61.0976
2021-09-20,58.7617
2021-09-21,58.3144
2021-09-22,59.4131
2021-09-23,60.7554
2021-09-24,61.4342
2021-09-25,61.4342
2021-09-26,61.4342
2021-09-27,61.8287
2021-09-28,62.3437
2021-09-29,63.1112
2021-09-30,61.6308
2021-10-01,63.9536
2021-10-02,63.9536
2021-10-03,63.9536
2021-10-04,63.6202
2021-10-05,62.7738
2021-10-06,60.0627
2021-10-07,60.4719
2021-10-08,59.0231
2021-10-09,59.0231
2021-10-10,59.0231
2021-10-11,59.0346
2021-10-12,59.6458
2021-10-13,57.5285
2021-10-14,60.9834
2021-10-15,59.4769
2021-10-16,59.4769
2021-10-17,59.4769
2021-10-18,57.3281
2021-10-19,55.7803
2021-10-20,56.0185
2021-10-21,56.8535
2021-10-22,56.9943
2021-10-23,56.9943
2021-10-24,56.9943
2021-10-25,55.7791
2021-10-26,54.7919
2021-10-27,51.3702
2021-10-28,55.0579
2021-10-29,53.8135
2021-10-30,53.8135
2021-10-31,53.8135
2021-11-01,53.9769
2021-11-02,55.3791
2021-11-03,57.3122
2021-11-04,55.0773
2021-11-05,57.2766
2021-11-06,57.2766
2021-11-07,57.2766
2021-11-08,57.3398
2021-11-09,57.2522
2021-11-10,53.0759
2021-11-11,52.772
2021-11-12,62.8019
2021-11-13,62.8019
2021-11-14,62.8019
2021-11-15,64.6428
2021-11-16,63.6258
2021-11-17,65.0735
2021-11-18,64.6489
2021-11-19,64.6489
2021-11-20,64.6489
2021-11-21,64.6489
2021-11-22,65.8371
2021-11-23,65.2218
2021-11-24,62.9274
2021-11-25,62.9274
2021-11-26,59.2058
2021-11-27,59.2058
2021-11-28,59.2058
2021-11-29,58.8113
2021-11-30,55.6357
2021-12-01,54.7493
2021-12-02,56.6202
2021-12-03,53.5977
2021-12-04,53.5977
2021-12-05,53.5977
2021-12-06,54.7681
2021-12-07,53.4034
2021-12-08,54.4418
2021-12-09,51.5553
2021-12-10,51.2521
2021-12-11,51.2521
2021-12-12,51.2521
2021-12-13,49.8731
2021-12-14,48.7868
2021-12-15,50.4747
2021-12-16,51.271
2021-12-17,49.7445
2021-12-18,49.7445
2021-12-19,49.7445
2021-12-20,47.8571
2021-12-21,51.9713
2021-12-22,51.9713
2021-12-23,52.8631
2021-12-24,52.8631
2021-12-25,52.8631
2021-12-26,52.8631
2021-12-27,56.4354
2021-12-28,56.3273
2021-12-29,55.0497
2021-12-30,53.9838
2021-12-31,56.0628
2022-01-01,56.0628
2022-01-02,56.0628
2022-01-03,56.226
2022-01-04,58.2022
2022-01-05,54.4066
2022-01-06,55.7554
2022-01-07,54.1892
2022-01-08,54.1892
2022-01-09,54.1892
2022-01-10,52.9668
2022-01-11,54.6269
2022-01-12,55.6719
2022-01-13,53.2875
2022-01-14,52.0154
2022-01-15,52.0154
2022-01-16,52.0154
2022-01-17,52.0154
2022-01-18,48.1025
2022-01-19,43.2142
2022-01-20,42.0943
2022-01-21,39.2159
2022-01-22,39.2159
2022-01-23,39.2159
2022-01-24,38.9327
2022-01-25,36.6124
2022-01-26,37.536
2022-01-27,38.8178
2022-01-28,37.5258
2022-01-29,37.5258
2022-01-30,37.5258
2022-01-31,41.692
2022-02-01,42.5394
2022-02-02,44.2855
2022-02-03,41.5958
2022-02-04,41.7838
2022-02-05,41.7838
2022-02-06,41.7838
2022-02-07,40.9449
2022-02-08,42.0875
2022-02-09,46.0646
2022-02-10,46.8201
2022-02-11,48.7052
2022-02-12,48.7052
2022-02-13,48.7052
2022-02-14,47.0058
2022-02-15,51.3689
2022-02-16,51.3563
2022-02-17,48.87
2022-02-18,47.5953
2022-02-19,47.5953
2022-02-20,47.5953
2022-02-21,47.5953
2022-02-22,46.3562
2022-02-23,45.5234
2022-02-24,46.5985
2022-02-25,50.5585
2022-02-26,50.5585
2022-02-27,50.5585
2022-02-28,48.856
2022-03-01,47.4297
2022-03-02,47.3225
2022-03-03,46.43
2022-03-04,43.6236
2022-03-05,43.6236
2022-03-06,43.6236
2022-03-07,40.8691
2022-03-08,39.5338
2022-03-09,42.4923
2022-03-10,41.3892
2022-03-11,41.9612
2022-03-12,41.9612
2022-03-13,41.9612
2022-03-14,43.1942
2022-03-15,46.2049
2022-03-16,49.7053
2022-03-17,49.146
2022-03-18,51.3854
2022-03-19,51.3854
2022-03-20,51.3854
2022-03-21,48.3425
2022-03-22,49.639
2022-03-23,47.0811
2022-03-24,46.4133
2022-03-25,45.7747
2022-03-26,45.7747
2022-03-27,45.7747
2022-03-28,45.7635
2022-03-29,49.6367
2022-03-30,49.3359
2022-03-31,46.9468
2022-04-01,47.835
2022-04-02,47.835
2022-04-03,47.835
2022-04-04,49.6426
2022-04-05,48.3577
2022-04-06,44.8459
2022-04-07,44.5974
2022-04-08,44.4865
2022-04-09,44.4865
2022-04-10,44.4865
2022-04-11,46.9564
2022-04-12,46.9833
2022-04-13,50.1795
2022-04-14,49.3719
2022-04-15,49.3719
2022-04-16,49.3719
2022-04-17,49.3719
2022-04-18,49.699
2022-04-19,51.2249
2022-04-20,50.547
2022-04-21,47.2362
2022-04-22,44.2607
2022-04-23,44.2607
2022-04-24,44.2607
2022-04-25,45.804
2022-04-26,43.631
2022-04-27,43.1591
2022-04-28,47.9906
2022-04-29,44.6373
2022-04-30,44.6373
2022-05-01,44.6373
2022-05-02,42.8597
2022-05-03,43.0608
2022-05-04,44.815
2022-05-05,41.6909
2022-05-06,45.7552
2022-05-07,45.7552
2022-05-08,45.7552
2022-05-09,48.8118
2022-05-10,48.9913
2022-05-11,46.1551
2022-05-12,50.0004
2022-05-13,51.0499
2022-05-14,51.0499
2022-05-15,51.0499
2022-05-16,50.3036
2022-05-17,52.5896
2022-05-18,46.9572
2022-05-19,47.8573
2022-05-20,47.3069
2022-05-21,47.3069
2022-05-22,47.3069
2022-05-23,47.4166
2022-05-24,47.1424
2022-05-25,49.094
2022-05-26,51.5236
2022-05-27,52.434
2022-05-28,52.434
2022-05-29,52.434
2022-05-30,52.434
2022-05-31,49.8792
2022-06-01,47.9219
2022-06-02,48.9579
2022-06-03,47.5727
2022-06-04,47.5727
2022-06-05,47.5727
2022-06-06,51.4115
2022-06-07,49.9159
2022-06-08,48.1999
2022-06-09,47.9159
2022-06-10,45.5273
2022-06-11,45.5273
2022-06-12,45.5273
2022-06-13,42.55
2022-06-14,41.5109
2022-06-15,42.8823
2022-06-16,39.6307
2022-06-17,41.7111
2022-06-18,41.7111
2022-06-19,41.7111
2022-06-20,41.7111
2022-06-21,43.553
2022-06-22,43.5757
2022-06-23,46.4686
2022-06-24,49.3028
2022-06-25,49.3028
2022-06-26,49.3028
2022-06-27,48.3903
2022-06-28,47.7579
2022-06-29,46.6993
2022-06-30,46.6208
2022-07-01,48.2402
2022-07-02,48.2402
2022-07-03,48.2402
2022-07-04,48.2402
2022-07-05,47.8854
2022-07-06,47.471
2022-07-07,44.9243
2022-07-08,44.6435
2022-07-09,44.6435
2022-07-10,44.6435
2022-07-11,43.2451
2022-07-12,42.7993
2022-07-13,39.8176
2022-07-14,37.94
2022-07-15,33.3712
2022-07-16,33.3712
2022-07-17,33.3712
2022-07-18,33.2759
2022-07-19,37.5456
2022-07-20,39.8912
2022-07-21,40.8537
2022-07-22,40.976
2022-07-23,40.976
2022-07-24,40.976
2022-07-25,39.9928
2022-07-26,39.967
2022-07-27,39.3696
2022-07-28,39.316
2022-07-29,38.2732
2022-07-30,38.2732
2022-07-31,38.2732
2022-08-01,38.9662
2022-08-02,38.1809
2022-08-03,37.976
2022-08-04,36.3875
2022-08-05,37.436
2022-08-06,37.436
2022-08-07,37.436
2022-08-08,39.8838
2022-08-09,37.9084
2022-08-10,41.2682
2022-08-11,42.4037
2022-08-12,41.744
2022-08-13,41.744
2022-08-14,41.744
2022-08-15,43.8478
2022-08-16,41.7043
2022-08-17,40.7591
2022-08-18,42.8405
2022-08-19,40.9446
2022-08-20,40.9446
2022-08-21,40.9446
2022-08-22,39.789
2022-08-23,40.115
2022-08-24,39.8613
2022-08-25,41.5738
2022-08-26,39.1829
2022-08-27,39.1829
2022-08-28,39.1829
2022-08-29,40.4131
2022-08-30,39.1832
2022-08-31,37.4349
2022-09-01,36.7208
2022-09-02,35.615
2022-09-03,35.615
2022-09-04,35.615
2022-09-05,35.615
2022-09-06,35.0323
2022-09-07,35.6032
2022-09-08,35.2248
2022-09-09,37.0872
2022-09-10,37.0872
2022-09-11,37.0872
2022-09-12,39.0385
2022-09-13,36.2683
2022-09-14,35.2767
2022-09-15,27.954
2022-09-16,26.6122
2022-09-17,26.6122
2022-09-18,26.6122
2022-09-19,27.3211
2022-09-20,26.4037
2022-09-21,26.2309
2022-09-22,25.5862
2022-09-23,24.5847
2022-09-24,24.5847
2022-09-25,24.5847
2022-09-26,24.028
2022-09-27,23.631
2022-09-28,23.4896
2022-09-29,22.6865
2022-09-30,22.4368
2022-10-01,22.4368
2022-10-02,22.4368
2022-10-03,25.6177
2022-10-04,28.6106
2022-10-05,27.6792
2022-10-06,27.2979
2022-10-07,30.1766
2022-10-08,30.1766
2022-10-09,30.1766
2022-10-10,29.5344
2022-10-11,29.5344
2022-10-12,29.739
2022-10-13,31.2967
2022-10-14,30.529
2022-10-15,30.529
2022-10-16,30.529
2022-10-17,40.5425
2022-10-18,38.7169
2022-10-19,37.3505
2022-10-20,35.7329
2022-10-21,36.4826
2022-10-22,36.4826
2022-10-23,36.4826
2022-10-24,37.2094
2022-10-25,39.4363
2022-10-26,39.5578
2022-10-27,39.6049
2022-10-28,41.0745
2022-10-29,41.0745
2022-10-30,41.0745
2022-10-31,42.0779
2022-11-01,43.5084
2022-11-02,40.526
2022-11-03,40.2996
2022-11-04,42.6365
2022-11-05,42.6365
2022-11-06,42.6365
2022-11-07,45.5845
2022-11-08,44.7789
2022-11-09,43.881
2022-11-10,48.5096
2022-11-11,50.1076
2022-11-12,50.1076
2022-11-13,50.1076
2022-11-14,47.531
2022-11-15,49.8491
2022-11-16,49.2829
2022-11-17,48.9251
2022-11-18,46.47
2022-11-19,46.47
2022-11-20,46.47
2022-11-21,47.3442
2022-11-22,47.8337
2022-11-23,49.4184
2022-11-24,49.4184
2022-11-25,49.9196
2022-11-26,49.9196
2022-11-27,49.9196
2022-11-28,48.6588
2022-11-29,49.5425
2022-11-30,54.5447
2022-12-01,53.6544
2022-12-02,66.612
2022-12-03,66.612
2022-12-04,66.612
2022-12-05,60.965
2022-12-06,59.3198
2022-12-07,57.6866
2022-12-08,58.2726
2022-12-09,56.5054
2022-12-10,56.5054
2022-12-11,56.5054
2022-12-12,57.3936
2022-12-13,58.1827
2022-12-14,58.2349
2022-12-15,56.2384
2022-12-16,55.241
2022-12-17,55.241
2022-12-18,55.241
2022-12-19,54.3974
2022-12-20,56.05
2022-12-21,57.2265
2022-12-22,56.0376
2022-12-23,55.9996
2022-12-24,55.9996
2022-12-25,55.9996
2022-12-26,55.9996
2022-12-27,56.8968
2022-12-28,56.9682
2022-12-29,58.0264
2022-12-30,57.5714
2022-12-31,57.5714
2023-01-01,57.5714
2023-01-02,57.5714
2023-01-03,58.6408
2023-01-04,60.5758
2023-01-05,59.2905
2023-01-06,59.1395
2023-01-07,59.1395
2023-01-08,59.1395
2023-01-09,61.1646
2023-01-10,59.8625
2023-01-11,59.6904
2023-01-12,58.8
2023-01-13,60.0014
2023-01-14,60.0014
2023-01-15,60.0014
2023-01-16,60.0014
2023-01-17,61.2248
2023-01-18,55.8604
2023-01-19,55.6562
2023-01-20,58.1213
2023-01-21,58.1213
2023-01-22,58.1213
2023-01-23,59.1241
2023-01-24,57.219
2023-01-25,57.637
2023-01-26,57.2772
2023-01-27,58.3873
2023-01-28,58.3873
2023-01-29,58.3873
2023-01-30,58.0587
2023-01-31,61.5606
2023-02-01,59.988
2023-02-02,59.9047
2023-02-03,60.3828
2023-02-04,60.3828
2023-02-05,60.3828
2023-02-06,58.0305
2023-02-07,58.1649
2023-02-08,57.3873
2023-02-09,55.0036
2023-02-10,54.8365
2023-02-11,54.8365
2023-02-12,54.8365
2023-02-13,56.052
2023-02-14,57.5949
2023-02-15,57.1975
2023-02-16,55.0369
2023-02-17,52.7561
2023-02-18,52.7561
2023-02-19,52.7561
2023-02-20,52.7561
2023-02-21,51.9688
2023-02-22,53.9358
2023-02-23,53.9182
2023-02-24,54.0421
2023-02-25,54.0421
2023-02-26,54.0421
2023-02-27,53.4474
2023-02-28,54.2929
2023-03-01,53.5194
2023-03-02,54.2941
2023-03-03,56.5727
2023-03-04,56.5727
2023-03-05,56.5727
2023-03-06,53.3681
2023-03-07,51.267
2023-03-08,52.0212
2023-03-09,47.2582
2023-03-10,45.3062
2023-03-11,45.3062
2023-03-12,45.3062
2023-03-13,43.365
2023-03-14,48.6264
2023-03-15,45.8797
2023-03-16,48.1137
2023-03-17,45.5832
2023-03-18,45.5832
