,WSM US Equity
,RSI_30D
2020-01-01,56.9285
2020-01-02,55.0867
2020-01-03,53.8918
2020-01-04,53.8918
2020-01-05,53.8918
2020-01-06,54.4129
2020-01-07,56.9835
2020-01-08,57.8564
2020-01-09,59.3372
2020-01-10,57.541
2020-01-11,57.541
2020-01-12,57.541
2020-01-13,59.5371
2020-01-14,60.3585
2020-01-15,59.2413
2020-01-16,60.8595
2020-01-17,60.9775
2020-01-18,60.9775
2020-01-19,60.9775
2020-01-20,60.9775
2020-01-21,59.8305
2020-01-22,58.6623
2020-01-23,59.0969
2020-01-24,57.7853
2020-01-25,57.7853
2020-01-26,57.7853
2020-01-27,53.5822
2020-01-28,56.3274
2020-01-29,53.7586
2020-01-30,51.7069
2020-01-31,46.2854
2020-02-01,46.2854
2020-02-02,46.2854
2020-02-03,46.5244
2020-02-04,48.8157
2020-02-05,54.4232
2020-02-06,50.1906
2020-02-07,48.4957
2020-02-08,48.4957
2020-02-09,48.4957
2020-02-10,49.3255
2020-02-11,51.6191
2020-02-12,54.4359
2020-02-13,53.5016
2020-02-14,53.5521
2020-02-15,53.5521
2020-02-16,53.5521
2020-02-17,53.5521
2020-02-18,53.7426
2020-02-19,51.6505
2020-02-20,53.5393
2020-02-21,52.5968
2020-02-22,52.5968
2020-02-23,52.5968
2020-02-24,44.1614
2020-02-25,41.1173
2020-02-26,39.09
2020-02-27,37.2608
2020-02-28,36.1142
2020-02-29,36.1142
2020-03-01,36.1142
2020-03-02,40.2743
2020-03-03,37.8081
2020-03-04,42.395
2020-03-05,38.0462
2020-03-06,37.0986
2020-03-07,37.0986
2020-03-08,37.0986
2020-03-09,31.8894
2020-03-10,32.888
2020-03-11,30.2315
2020-03-12,25.3749
2020-03-13,29.3096
2020-03-14,29.3096
2020-03-15,29.3096
2020-03-16,24.5951
2020-03-17,24.3767
2020-03-18,22.6525
2020-03-19,31.3486
2020-03-20,30.4674
2020-03-21,30.4674
2020-03-22,30.4674
2020-03-23,31.4067
2020-03-24,36.612
2020-03-25,37.7795
2020-03-26,37.9591
2020-03-27,36.8694
2020-03-28,36.8694
2020-03-29,36.8694
2020-03-30,38.1589
2020-03-31,37.6467
2020-04-01,34.8457
2020-04-02,35.3011
2020-04-03,35.4464
2020-04-04,35.4464
2020-04-05,35.4464
2020-04-06,43.142
2020-04-07,42.361
2020-04-08,44.5159
