,RGP US Equity
2020-08-14,56.658
2020-08-15,56.658
2020-08-16,56.658
2020-08-17,56.2508
2020-08-18,56.3805
2020-08-19,56.3805
2020-08-20,56.2912
2020-08-21,55.8792
2020-08-22,55.8792
2020-08-23,55.8792
2020-08-24,58.6291
2020-08-25,57.8734
2020-08-26,58.0853
2020-08-27,57.5858
2020-08-28,58.3272
2020-08-29,58.3272
2020-08-30,58.3272
2020-08-31,54.0287
2020-09-01,54.3451
2020-09-02,56.5126
2020-09-03,53.0685
2020-09-04,51.832
2020-09-05,51.832
2020-09-06,51.832
2020-09-07,51.832
2020-09-08,49.6113
2020-09-09,47.8966
2020-09-10,45.9412
2020-09-11,45.2532
2020-09-12,45.2532
2020-09-13,45.2532
2020-09-14,47.7706
2020-09-15,45.6014
2020-09-16,48.8212
2020-09-17,50.5569
2020-09-18,51.584
2020-09-19,51.584
2020-09-20,51.584
2020-09-21,48.5353
2020-09-22,48.5353
2020-09-23,45.5768
2020-09-24,46.9492
2020-09-25,47.1216
2020-09-26,47.1216
2020-09-27,47.1216
2020-09-28,49.9807
2020-09-29,49.654
2020-09-30,48.2667
2020-10-01,46.2988
2020-10-02,46.748
2020-10-03,46.748
2020-10-04,46.748
2020-10-05,49.7894
2020-10-06,50.0424
2020-10-07,54.4722
2020-10-08,48.9408
2020-10-09,49.3265
2020-10-10,49.3265
2020-10-11,49.3265
2020-10-12,52.5178
2020-10-13,50.3074
2020-10-14,48.4874
2020-10-15,48.946
2020-10-16,49.7177
2020-10-17,49.7177
2020-10-18,49.7177
2020-10-19,48.137
2020-10-20,47.763
2020-10-21,47.3821
2020-10-22,48.57
2020-10-23,47.4616
2020-10-24,47.4616
2020-10-25,47.4616
2020-10-26,44.6742
2020-10-27,44.3827
2020-10-28,42.7244
2020-10-29,43.1068
2020-10-30,42.7378
2020-10-31,42.7378
2020-11-01,42.7378
2020-11-02,43.9295
2020-11-03,47.3312
2020-11-04,46.0468
2020-11-05,47.6985
2020-11-06,45.5354
2020-11-07,45.5354
2020-11-08,45.5354
2020-11-09,53.1821
2020-11-10,54.7888
2020-11-11,51.9046
2020-11-12,50.8282
2020-11-13,53.6682
2020-11-14,53.6682
2020-11-15,53.6682
2020-11-16,54.35
2020-11-17,56.7844
2020-11-18,54.6422
2020-11-19,53.2826
2020-11-20,54.7223
2020-11-21,54.7223
2020-11-22,54.7223
2020-11-23,56.1856
2020-11-24,58.1568
2020-11-25,56.0529
2020-11-26,56.0529
2020-11-27,56.5086
2020-11-28,56.5086
2020-11-29,56.5086
2020-11-30,53.3218
2020-12-01,54.5457
2020-12-02,54.2189
2020-12-03,55.7944
2020-12-04,59.0873
2020-12-05,59.0873
2020-12-06,59.0873
2020-12-07,58.6527
2020-12-08,59.0268
2020-12-09,58.6608
2020-12-10,58.3333
2020-12-11,57.9984
2020-12-12,57.9984
2020-12-13,57.9984
2020-12-14,59.4436
2020-12-15,58.9441
2020-12-16,55.9295
2020-12-17,56.154
2020-12-18,54.7124
2020-12-19,54.7124
2020-12-20,54.7124
2020-12-21,50.9256
2020-12-22,51.2167
2020-12-23,53.2257
2020-12-24,52.5856
2020-12-25,52.5856
2020-12-26,52.5856
2020-12-27,52.5856
2020-12-28,54.4475
2020-12-29,53.5026
2020-12-30,52.8385
2020-12-31,53.6044
2021-01-01,53.6044
2021-01-02,53.6044
2021-01-03,53.6044
2021-01-04,52.0498
2021-01-05,53.5311
2021-01-06,58.8664
2021-01-07,48.9982
2021-01-08,47.2812
2021-01-09,47.2812
2021-01-10,47.2812
2021-01-11,46.7965
2021-01-12,48.1706
2021-01-13,49.1792
2021-01-14,50.0304
2021-01-15,53.1657
2021-01-16,53.1657
2021-01-17,53.1657
2021-01-18,53.1657
2021-01-19,52.9635
2021-01-20,51.7419
2021-01-21,51.0918
2021-01-22,53.0009
2021-01-23,53.0009
2021-01-24,53.0009
2021-01-25,50.7861
2021-01-26,49.2103
2021-01-27,47.094
2021-01-28,46.6493
2021-01-29,44.685
2021-01-30,44.685
2021-01-31,44.685
2021-02-01,47.1573
2021-02-02,48.7903
2021-02-03,49.754
2021-02-04,50.7919
2021-02-05,52.2821
2021-02-06,52.2821
2021-02-07,52.2821
2021-02-08,54.3159
2021-02-09,54.2273
2021-02-10,53.6841
2021-02-11,54.6246
2021-02-12,54.7038
2021-02-13,54.7038
2021-02-14,54.7038
2021-02-15,54.7038
2021-02-16,54.0203
2021-02-17,52.5485
2021-02-18,51.1081
2021-02-19,51.5659
2021-02-20,51.5659
2021-02-21,51.5659
2021-02-22,55.6867
2021-02-23,55.1808
2021-02-24,57.0381
2021-02-25,56.5115
2021-02-26,54.5321
2021-02-27,54.5321
2021-02-28,54.5321
2021-03-01,58.5623
2021-03-02,57.0244
2021-03-03,60.1293
2021-03-04,58.8007
2021-03-05,61.7905
2021-03-06,61.7905
2021-03-07,61.7905
2021-03-08,64.542
2021-03-09,60.754
2021-03-10,62.6954
2021-03-11,62.7532
2021-03-12,63.8532
2021-03-13,63.8532
2021-03-14,63.8532
2021-03-15,62.595
2021-03-16,59.6294
2021-03-17,58.1347
2021-03-18,58.0876
2021-03-19,58.2624
2021-03-20,58.2624
2021-03-21,58.2624
2021-03-22,54.4124
2021-03-23,51.1704
2021-03-24,51.7186
2021-03-25,53.4933
2021-03-26,54.5453
2021-03-27,54.5453
2021-03-28,54.5453
2021-03-29,53.2111
2021-03-30,54.2907
2021-03-31,54.2907
2021-04-01,55.9979
2021-04-02,55.9979
2021-04-03,55.9979
2021-04-04,55.9979
2021-04-05,56.6076
2021-04-06,56.0055
2021-04-07,54.7015
2021-04-08,57.6076
2021-04-09,59.5659
2021-04-10,59.5659
2021-04-11,59.5659
2021-04-12,57.9256
2021-04-13,58.0749
2021-04-14,59.7729
2021-04-15,61.323
2021-04-16,60.7724
2021-04-17,60.7724
2021-04-18,60.7724
2021-04-19,56.9632
2021-04-20,54.6028
2021-04-21,56.4688
2021-04-22,53.9822
2021-04-23,55.3132
2021-04-24,55.3132
2021-04-25,55.3132
2021-04-26,54.1691
2021-04-27,53.4072
2021-04-28,53.9101
2021-04-29,55.1619
2021-04-30,55.1619
2021-05-01,55.1619
2021-05-02,55.1619
2021-05-03,58.0855
2021-05-04,59.7448
2021-05-05,61.1897
2021-05-06,61.1897
2021-05-07,61.9211
2021-05-08,61.9211
2021-05-09,61.9211
2021-05-10,59.4859
2021-05-11,55.3071
2021-05-12,53.3981
2021-05-13,56.8074
2021-05-14,57.796
2021-05-15,57.796
2021-05-16,57.796
2021-05-17,57.4819
2021-05-18,56.5285
2021-05-19,54.5525
2021-05-20,55.3179
2021-05-21,56.6601
2021-05-22,56.6601
2021-05-23,56.6601
2021-05-24,57.6473
2021-05-25,53.7429
2021-05-26,54.7707
2021-05-27,56.3589
2021-05-28,56.0375
2021-05-29,56.0375
2021-05-30,56.0375
2021-05-31,56.0375
2021-06-01,57.4596
2021-06-02,56.1336
2021-06-03,56.3075
2021-06-04,56.7507
2021-06-05,56.7507
2021-06-06,56.7507
2021-06-07,57.377
2021-06-08,59.7052
2021-06-09,58.9648
2021-06-10,61.5927
2021-06-11,60.0996
2021-06-12,60.0996
2021-06-13,60.0996
2021-06-14,58.8694
2021-06-15,58.2527
2021-06-16,55.9485
2021-06-17,52.3413
2021-06-18,50.2468
2021-06-19,50.2468
2021-06-20,50.2468
2021-06-21,52.0338
2021-06-22,51.2927
2021-06-23,51.2927
2021-06-24,52.9326
2021-06-25,53.6391
2021-06-26,53.6391
2021-06-27,53.6391
2021-06-28,49.1675
2021-06-29,49.3805
2021-06-30,50.3487
2021-07-01,50.7816
2021-07-02,49.1204
2021-07-03,49.1204
2021-07-04,49.1204
2021-07-05,49.1204
2021-07-06,44.502
2021-07-07,44.8518
2021-07-08,43.2536
2021-07-09,46.2821
2021-07-10,46.2821
2021-07-11,46.2821
2021-07-12,45.6998
2021-07-13,43.891
2021-07-14,44.4892
2021-07-15,44.3913
2021-07-16,44.2904
2021-07-17,44.2904
2021-07-18,44.2904
2021-07-19,41.2833
2021-07-20,44.4309
2021-07-21,45.9884
2021-07-22,62.4176
2021-07-23,65.0023
2021-07-24,65.0023
2021-07-25,65.0023
2021-07-26,65.5877
2021-07-27,60.2774
2021-07-28,61.0921
2021-07-29,62.2367
2021-07-30,57.1895
2021-07-31,57.1895
2021-08-01,57.1895
2021-08-02,51.7953
2021-08-03,53.375
2021-08-04,50.3054
2021-08-05,50.3054
2021-08-06,49.3603
2021-08-07,49.3603
2021-08-08,49.3603
2021-08-09,48.8852
2021-08-10,49.3891
2021-08-11,51.7106
2021-08-12,53.8982
2021-08-13,56.3763
2021-08-14,56.3763
2021-08-15,56.3763
2021-08-16,56.0645
2021-08-17,54.0546
2021-08-18,52.5553
2021-08-19,55.0693
2021-08-20,59.4054
2021-08-21,59.4054
2021-08-22,59.4054
2021-08-23,58.0332
2021-08-24,57.1232
2021-08-25,55.5327
2021-08-26,52.3721
2021-08-27,57.236
2021-08-28,57.236
2021-08-29,57.236
2021-08-30,55.3112
2021-08-31,56.2888
2021-09-01,56.8315
2021-09-02,56.8315
2021-09-03,56.2337
2021-09-04,56.2337
2021-09-05,56.2337
2021-09-06,56.2337
2021-09-07,54.1708
2021-09-08,53.8787
2021-09-09,53.5056
2021-09-10,54.3557
2021-09-11,54.3557
2021-09-12,54.3557
2021-09-13,52.8935
2021-09-14,50.7384
2021-09-15,52.1299
2021-09-16,49.9409
2021-09-17,47.7955
2021-09-18,47.7955
2021-09-19,47.7955
2021-09-20,50.2897
2021-09-21,47.7926
2021-09-22,49.408
2021-09-23,52.6995
2021-09-24,53.879
2021-09-25,53.879
2021-09-26,53.879
2021-09-27,55.1576
2021-09-28,54.4145
2021-09-29,55.2257
2021-09-30,54.8374
2021-10-01,56.4832
2021-10-02,56.4832
2021-10-03,56.4832
2021-10-04,57.2274
2021-10-05,58.5119
2021-10-06,60.4987
2021-10-07,71.1688
2021-10-08,61.4945
2021-10-09,61.4945
2021-10-10,61.4945
2021-10-11,61.9066
2021-10-12,60.6253
2021-10-13,59.6522
2021-10-14,60.5528
2021-10-15,59.4913
2021-10-16,59.4913
2021-10-17,59.4913
2021-10-18,59.5345
2021-10-19,57.9378
2021-10-20,58.3994
2021-10-21,58.5407
2021-10-22,58.5407
2021-10-23,58.5407
2021-10-24,58.5407
2021-10-25,59.2319
2021-10-26,58.44
2021-10-27,58.0024
2021-10-28,58.3252
2021-10-29,57.4122
2021-10-30,57.4122
2021-10-31,57.4122
2021-11-01,60.0535
2021-11-02,60.8732
2021-11-03,61.7858
2021-11-04,61.7031
2021-11-05,63.9026
2021-11-06,63.9026
2021-11-07,63.9026
2021-11-08,61.2558
2021-11-09,61.1739
2021-11-10,60.7536
2021-11-11,61.5728
2021-11-12,62.9592
2021-11-13,62.9592
2021-11-14,62.9592
2021-11-15,62.4216
2021-11-16,63.1273
2021-11-17,59.2888
2021-11-18,58.0158
2021-11-19,56.2661
2021-11-20,56.2661
2021-11-21,56.2661
2021-11-22,59.1205
2021-11-23,59.6423
2021-11-24,56.888
2021-11-25,56.888
2021-11-26,52.622
2021-11-27,52.622
2021-11-28,52.622
2021-11-29,52.4766
2021-11-30,50.2505
2021-12-01,48.4005
2021-12-02,52.178
2021-12-03,49.1222
2021-12-04,49.1222
2021-12-05,49.1222
2021-12-06,50.0433
2021-12-07,49.5134
2021-12-08,50.463
2021-12-09,51.3422
2021-12-10,50.7686
2021-12-11,50.7686
2021-12-12,50.7686
2021-12-13,48.3251
2021-12-14,47.6473
2021-12-15,51.7111
2021-12-16,49.649
2021-12-17,50.9966
2021-12-18,50.9966
2021-12-19,50.9966
2021-12-20,49.7567
2021-12-21,51.6485
2021-12-22,52.3772
2021-12-23,54.1326
2021-12-24,54.1326
2021-12-25,54.1326
2021-12-26,54.1326
2021-12-27,55.5755
2021-12-28,56.1342
2021-12-29,56.2606
2021-12-30,54.3171
2021-12-31,54.0755
2022-01-01,54.0755
2022-01-02,54.0755
2022-01-03,55.6401
2022-01-04,56.8951
2022-01-05,56.3741
2022-01-06,64.8174
2022-01-07,59.1316
2022-01-08,59.1316
2022-01-09,59.1316
2022-01-10,56.5988
2022-01-11,54.9091
2022-01-12,53.7148
2022-01-13,54.5109
2022-01-14,54.2351
2022-01-15,54.2351
2022-01-16,54.2351
2022-01-17,54.2351
2022-01-18,50.6568
2022-01-19,50.402
2022-01-20,48.3875
2022-01-21,48.6529
2022-01-22,48.6529
2022-01-23,48.6529
2022-01-24,50.8114
2022-01-25,49.0656
2022-01-26,48.4282
2022-01-27,46.6114
2022-01-28,46.1788
2022-01-29,46.1788
2022-01-30,46.1788
2022-01-31,48.9115
2022-02-01,49.6573
2022-02-02,50.54
2022-02-03,49.5717
2022-02-04,49.0852
2022-02-05,49.0852
2022-02-06,49.0852
2022-02-07,48.1769
2022-02-08,50.3693
2022-02-09,49.7883
2022-02-10,45.4493
2022-02-11,43.1978
2022-02-12,43.1978
2022-02-13,43.1978
2022-02-14,44.3539
2022-02-15,45.2756
2022-02-16,46.2812
2022-02-17,46.0791
2022-02-18,45.3281
2022-02-19,45.3281
2022-02-20,45.3281
2022-02-21,45.3281
2022-02-22,43.7199
2022-02-23,42.6758
2022-02-24,42.7642
2022-02-25,46.8344
2022-02-26,46.8344
2022-02-27,46.8344
2022-02-28,45.7819
2022-03-01,45.2212
2022-03-02,48.1758
2022-03-03,49.8094
2022-03-04,49.5019
2022-03-05,49.5019
2022-03-06,49.5019
2022-03-07,46.0469
2022-03-08,43.6974
2022-03-09,46.5203
2022-03-10,46.2461
2022-03-11,41.9037
2022-03-12,41.9037
2022-03-13,41.9037
2022-03-14,42.6411
2022-03-15,46.175
2022-03-16,46.4782
2022-03-17,49.6334
2022-03-18,49.0766
2022-03-19,49.0766
2022-03-20,49.0766
2022-03-21,47.5587
2022-03-22,49.3274
2022-03-23,47.3981
2022-03-24,49.5138
2022-03-25,50.7158
2022-03-26,50.7158
2022-03-27,50.7158
2022-03-28,48.6708
2022-03-29,53.5484
2022-03-30,51.6698
2022-03-31,51.5312
2022-04-01,52.9662
2022-04-02,52.9662
2022-04-03,52.9662
2022-04-04,50.305
2022-04-05,49.3598
2022-04-06,49.7782
2022-04-07,55.4847
2022-04-08,56.0586
2022-04-09,56.0586
2022-04-10,56.0586
2022-04-11,53.287
2022-04-12,57.4194
2022-04-13,52.665
2022-04-14,54.378
2022-04-15,54.378
2022-04-16,54.378
2022-04-17,54.378
2022-04-18,53.6871
2022-04-19,55.6986
2022-04-20,56.722
2022-04-21,55.4628
2022-04-22,52.2425
2022-04-23,52.2425
2022-04-24,52.2425
2022-04-25,51.7549
2022-04-26,50.7143
2022-04-27,48.9765
2022-04-28,52.1358
2022-04-29,49.6617
2022-04-30,49.6617
2022-05-01,49.6617
2022-05-02,48.3615
2022-05-03,49.0218
2022-05-04,52.1843
2022-05-05,48.8766
2022-05-06,46.8633
2022-05-07,46.8633
2022-05-08,46.8633
2022-05-09,47.2771
2022-05-10,47.1676
2022-05-11,46.335
2022-05-12,46.2787
2022-05-13,47.9165
2022-05-14,47.9165
2022-05-15,47.9165
2022-05-16,48.8838
2022-05-17,52.018
2022-05-18,49.9075
2022-05-19,48.8227
2022-05-20,46.5546
2022-05-21,46.5546
2022-05-22,46.5546
2022-05-23,50.4615
2022-05-24,51.6051
2022-05-25,52.6234
2022-05-26,54.3884
2022-05-27,56.6342
2022-05-28,56.6342
2022-05-29,56.6342
2022-05-30,56.6342
2022-05-31,58.0745
2022-06-01,54.7655
2022-06-02,57.3764
2022-06-03,58.0382
2022-06-04,58.0382
2022-06-05,58.0382
2022-06-06,58.2775
2022-06-07,60.7335
2022-06-08,61.0024
2022-06-09,59.4583
2022-06-10,55.6187
2022-06-11,55.6187
2022-06-12,55.6187
2022-06-13,52.8203
2022-06-14,53.2959
2022-06-15,54.9154
2022-06-16,50.3692
2022-06-17,50.4237
2022-06-18,50.4237
2022-06-19,50.4237
2022-06-20,50.4237
2022-06-21,54.8775
2022-06-22,55.7751
2022-06-23,54.0766
2022-06-24,62.9348
2022-06-25,62.9348
2022-06-26,62.9348
2022-06-27,64.5735
2022-06-28,59.504
2022-06-29,56.0087
2022-06-30,59.1696
2022-07-01,60.1257
2022-07-02,60.1257
2022-07-03,60.1257
2022-07-04,60.1257
2022-07-05,59.6919
2022-07-06,60.3171
2022-07-07,61.2339
2022-07-08,61.4968
2022-07-09,61.4968
2022-07-10,61.4968
2022-07-11,59.5135
2022-07-12,54.5782
2022-07-13,55.541
2022-07-14,53.079
2022-07-15,53.8107
2022-07-16,53.8107
2022-07-17,53.8107
2022-07-18,54.506
2022-07-19,56.6081
2022-07-20,55.5647
2022-07-21,55.7564
2022-07-22,53.927
2022-07-23,53.927
2022-07-24,53.927
2022-07-25,55.0512
2022-07-26,54.5593
2022-07-27,56.5665
2022-07-28,55.3524
2022-07-29,59.8471
2022-07-30,59.8471
2022-07-31,59.8471
2022-08-01,61.6303
2022-08-02,61.0589
2022-08-03,60.0123
2022-08-04,58.0066
2022-08-05,56.261
2022-08-06,56.261
2022-08-07,56.261
2022-08-08,54.6566
2022-08-09,52.0068
2022-08-10,53.7564
2022-08-11,54.9804
2022-08-12,56.8481
2022-08-13,56.8481
2022-08-14,56.8481
2022-08-15,56.7984
2022-08-16,57.6043
2022-08-17,57.1318
2022-08-18,57.9641
2022-08-19,56.0347
2022-08-20,56.0347
2022-08-21,56.0347
2022-08-22,54.624
2022-08-23,52.7789
2022-08-24,53.7662
2022-08-25,55.6413
2022-08-26,52.3229
2022-08-27,52.3229
2022-08-28,52.3229
2022-08-29,51.7822
2022-08-30,49.4286
2022-08-31,47.9114
2022-09-01,48.4078
2022-09-02,47.2434
2022-09-03,47.2434
2022-09-04,47.2434
2022-09-05,47.2434
2022-09-06,47.9684
2022-09-07,47.6779
2022-09-08,46.2766
2022-09-09,48.0205
2022-09-10,48.0205
2022-09-11,48.0205
2022-09-12,49.0367
2022-09-13,45.5913
2022-09-14,47.4734
2022-09-15,46.6155
2022-09-16,45.7135
2022-09-17,45.7135
2022-09-18,45.7135
2022-09-19,47.856
2022-09-20,45.8405
2022-09-21,46.5611
2022-09-22,42.3872
2022-09-23,39.9944
2022-09-24,39.9944
2022-09-25,39.9944
2022-09-26,40.801
2022-09-27,40.6396
2022-09-28,42.5221
2022-09-29,42.2191
2022-09-30,43.3525
2022-10-01,43.3525
2022-10-02,43.3525
2022-10-03,44.9402
2022-10-04,47.1534
2022-10-05,43.5759
2022-10-06,36.8839
2022-10-07,35.8286
2022-10-08,35.8286
2022-10-09,35.8286
2022-10-10,38.4242
2022-10-11,39.289
2022-10-12,42.3761
2022-10-13,44.8824
2022-10-14,44.8428
2022-10-15,44.8428
2022-10-16,44.8428
2022-10-17,45.587
2022-10-18,47.5867
2022-10-19,48.0683
2022-10-20,45.8876
2022-10-21,46.0396
2022-10-22,46.0396
2022-10-23,46.0396
2022-10-24,46.2995
2022-10-25,46.4064
2022-10-26,46.6261
2022-10-27,47.1306
2022-10-28,50.3153
2022-10-29,50.3153
2022-10-30,50.3153
2022-10-31,48.8701
2022-11-01,50.8018
2022-11-02,47.869
2022-11-03,46.7146
2022-11-04,47.9059
2022-11-05,47.9059
2022-11-06,47.9059
2022-11-07,48.7677
2022-11-08,48.4567
2022-11-09,49.0172
2022-11-10,52.6895
2022-11-11,49.8371
2022-11-12,49.8371
2022-11-13,49.8371
2022-11-14,50.8244
2022-11-15,53.0386
2022-11-16,52.2035
2022-11-17,54.1931
2022-11-18,53.5588
2022-11-19,53.5588
2022-11-20,53.5588
2022-11-21,55.2815
2022-11-22,55.8144
2022-11-23,53.9405
2022-11-24,53.9405
2022-11-25,54.5515
2022-11-26,54.5515
2022-11-27,54.5515
2022-11-28,53.3914
2022-11-29,53.023
2022-11-30,54.3797
2022-12-01,54.7045
2022-12-02,53.9104
2022-12-03,53.9104
2022-12-04,53.9104
2022-12-05,53.7758
2022-12-06,54.1312
2022-12-07,52.4623
2022-12-08,53.693
2022-12-09,52.0211
2022-12-10,52.0211
2022-12-11,52.0211
2022-12-12,50.1368
2022-12-13,50.665
2022-12-14,53.1058
2022-12-15,49.4432
2022-12-16,47.7701
2022-12-17,47.7701
2022-12-18,47.7701
2022-12-19,47.0383
2022-12-20,48.731
2022-12-21,49.7934
2022-12-22,48.5574
2022-12-23,48.9712
2022-12-24,48.9712
2022-12-25,48.9712
2022-12-26,48.9712
2022-12-27,49.2527
2022-12-28,47.6219
2022-12-29,48.9338
2022-12-30,48.1029
2022-12-31,48.1029
2023-01-01,48.1029
2023-01-02,48.1029
2023-01-03,49.2905
2023-01-04,49.8837
2023-01-05,33.6129
2023-01-06,42.8353
2023-01-07,42.8353
2023-01-08,42.8353
2023-01-09,43.3145
2023-01-10,45.2658
2023-01-11,46.3501
2023-01-12,46.6106
2023-01-13,46.4705
2023-01-14,46.4705
2023-01-15,46.4705
2023-01-16,46.4705
2023-01-17,45.7127
2023-01-18,43.4669
2023-01-19,42.9766
2023-01-20,41.6082
2023-01-21,41.6082
2023-01-22,41.6082
2023-01-23,42.0393
2023-01-24,42.9113
2023-01-25,43.0379
2023-01-26,43.8751
2023-01-27,43.4684
2023-01-28,43.4684
2023-01-29,43.4684
2023-01-30,42.3516
2023-01-31,46.4891
2023-02-01,49.2
2023-02-02,51.148
2023-02-03,51.2585
2023-02-04,51.2585
2023-02-05,51.2585
2023-02-06,51.1986
2023-02-07,50.8911
2023-02-08,49.4169
2023-02-09,48.7475
2023-02-10,49.3285
2023-02-11,49.3285
2023-02-12,49.3285
2023-02-13,51.3568
2023-02-14,51.1582
2023-02-15,52.5609
2023-02-16,53.2552
2023-02-17,53.5112
2023-02-18,53.5112
2023-02-19,53.5112
2023-02-20,53.5112
2023-02-21,51.4003
2023-02-22,51.6723
2023-02-23,53.3601
2023-02-24,51.4995
2023-02-25,51.4995
2023-02-26,51.4995
2023-02-27,50.767
2023-02-28,51.5512
2023-03-01,52.0539
2023-03-02,51.1904
2023-03-03,53.0226
2023-03-04,53.0226
2023-03-05,53.0226
2023-03-06,50.2887
2023-03-07,49.2382
2023-03-08,48.9361
2023-03-09,49.7338
2023-03-10,48.1766
2023-03-11,48.1766
2023-03-12,48.1766
2023-03-13,47.0341
2023-03-14,50.0565
2023-03-15,47.6975
2023-03-16,49.5997
2023-03-17,45.077
2023-03-18,45.077
