,BLMN US Equity
2020-12-23,60.7264
2020-12-24,60.8935
2020-12-25,60.8935
2020-12-26,60.8935
2020-12-27,60.8935
2020-12-28,60.2962
2020-12-29,59.9581
2020-12-30,60.0508
2020-12-31,62.6863
2021-01-01,62.6863
2021-01-02,62.6863
2021-01-03,62.6863
2021-01-04,55.7249
2021-01-05,58.7931
2021-01-06,63.4365
2021-01-07,64.4068
2021-01-08,64.7571
2021-01-09,64.7571
2021-01-10,64.7571
2021-01-11,63.7373
2021-01-12,65.2799
2021-01-13,63.5401
2021-01-14,65.2183
2021-01-15,66.1716
2021-01-16,66.1716
2021-01-17,66.1716
2021-01-18,66.1716
2021-01-19,67.987
2021-01-20,69.4211
2021-01-21,67.9431
2021-01-22,66.981
2021-01-23,66.981
2021-01-24,66.981
2021-01-25,66.2052
2021-01-26,61.6211
2021-01-27,54.9392
2021-01-28,58.7104
2021-01-29,58.7797
2021-01-30,58.7797
2021-01-31,58.7797
2021-02-01,60.2962
2021-02-02,61.8473
2021-02-03,62.4288
2021-02-04,64.2155
2021-02-05,66.0052
2021-02-06,66.0052
2021-02-07,66.0052
2021-02-08,65.5051
2021-02-09,65.9791
2021-02-10,66.6604
2021-02-11,65.3075
2021-02-12,61.7029
2021-02-13,61.7029
2021-02-14,61.7029
2021-02-15,61.7029
2021-02-16,61.1033
2021-02-17,60.0604
2021-02-18,65.4539
2021-02-19,67.3028
2021-02-20,67.3028
2021-02-21,67.3028
2021-02-22,70.1466
2021-02-23,67.75
2021-02-24,69.9868
2021-02-25,63.1231
2021-02-26,62.2636
2021-02-27,62.2636
2021-02-28,62.2636
2021-03-01,64.8849
2021-03-02,64.7532
2021-03-03,65.3116
2021-03-04,63.9894
2021-03-05,66.8612
2021-03-06,66.8612
2021-03-07,66.8612
2021-03-08,67.3218
2021-03-09,62.3581
2021-03-10,64.9491
2021-03-11,64.201
2021-03-12,67.3953
2021-03-13,67.3953
2021-03-14,67.3953
2021-03-15,68.0528
2021-03-16,64.3124
2021-03-17,65.1102
2021-03-18,62.9463
2021-03-19,64.4144
2021-03-20,64.4144
2021-03-21,64.4144
2021-03-22,62.9675
2021-03-23,58.8641
2021-03-24,56.5295
2021-03-25,61.9278
2021-03-26,63.2342
2021-03-27,63.2342
2021-03-28,63.2342
2021-03-29,58.8325
2021-03-30,59.2396
2021-03-31,56.2708
2021-04-01,56.7512
2021-04-02,56.7512
2021-04-03,56.7512
2021-04-04,56.7512
2021-04-05,54.6796
2021-04-06,54.8622
2021-04-07,57.4072
2021-04-08,58.3119
2021-04-09,58.3577
2021-04-10,58.3577
2021-04-11,58.3577
2021-04-12,58.0283
2021-04-13,54.6458
2021-04-14,56.4542
2021-04-15,57.1085
2021-04-16,57.5726
2021-04-17,57.5726
2021-04-18,57.5726
2021-04-19,58.4537
2021-04-20,56.433
2021-04-21,56.0654
2021-04-22,58.1667
2021-04-23,56.6624
2021-04-24,56.6624
2021-04-25,56.6624
2021-04-26,55.7139
2021-04-27,57.8018
2021-04-28,58.0575
2021-04-29,63.8768
2021-04-30,64.3152
2021-05-01,64.3152
2021-05-02,64.3152
2021-05-03,61.0736
2021-05-04,61.5052
2021-05-05,59.3275
2021-05-06,57.2312
2021-05-07,58.7848
2021-05-08,58.7848
2021-05-09,58.7848
2021-05-10,57.4438
2021-05-11,56.1827
2021-05-12,50.0867
2021-05-13,53.4842
2021-05-14,54.658
2021-05-15,54.658
2021-05-16,54.658
2021-05-17,53.9538
2021-05-18,52.3084
2021-05-19,51.6729
2021-05-20,51.752
2021-05-21,52.791
2021-05-22,52.791
2021-05-23,52.791
2021-05-24,53.3506
2021-05-25,51.7198
2021-05-26,54.4662
2021-05-27,54.5182
2021-05-28,55.2058
2021-05-29,55.2058
2021-05-30,55.2058
2021-05-31,55.2058
2021-06-01,54.0357
2021-06-02,52.9395
2021-06-03,50.7769
2021-06-04,50.591
2021-06-05,50.591
2021-06-06,50.591
2021-06-07,52.3651
2021-06-08,55.9944
2021-06-09,53.6385
2021-06-10,50.7919
2021-06-11,50.0034
2021-06-12,50.0034
2021-06-13,50.0034
2021-06-14,49.0695
2021-06-15,47.3263
2021-06-16,47.4529
2021-06-17,44.597
2021-06-18,43.1116
2021-06-19,43.1116
2021-06-20,43.1116
2021-06-21,45.6417
2021-06-22,45.3976
2021-06-23,45.2307
2021-06-24,48.9508
2021-06-25,48.624
2021-06-26,48.624
2021-06-27,48.624
2021-06-28,48.3508
2021-06-29,47.0443
2021-06-30,48.4843
2021-07-01,48.5516
2021-07-02,48.7249
2021-07-03,48.7249
2021-07-04,48.7249
2021-07-05,48.7249
2021-07-06,47.7598
2021-07-07,45.7244
2021-07-08,44.54
2021-07-09,48.9995
2021-07-10,48.9995
2021-07-11,48.9995
2021-07-12,51.9944
2021-07-13,51.3902
2021-07-14,50.0205
2021-07-15,46.7214
2021-07-16,44.7443
2021-07-17,44.7443
2021-07-18,44.7443
2021-07-19,40.0979
2021-07-20,43.9451
2021-07-21,47.0356
2021-07-22,45.7943
2021-07-23,46.2225
2021-07-24,46.2225
2021-07-25,46.2225
2021-07-26,48.85
2021-07-27,48.9379
2021-07-28,44.336
2021-07-29,45.0989
2021-07-30,44.946
2021-07-31,44.946
2021-08-01,44.946
2021-08-02,45.9882
2021-08-03,45.9065
2021-08-04,46.334
2021-08-05,47.4899
2021-08-06,47.2792
2021-08-07,47.2792
2021-08-08,47.2792
2021-08-09,44.7557
2021-08-10,47.2614
2021-08-11,49.0073
2021-08-12,49.6145
2021-08-13,50.4497
2021-08-14,50.4497
2021-08-15,50.4497
2021-08-16,48.9016
2021-08-17,45.7547
2021-08-18,45.2622
2021-08-19,42.4535
2021-08-20,43.6006
2021-08-21,43.6006
2021-08-22,43.6006
2021-08-23,45.5311
2021-08-24,48.5768
2021-08-25,50.2352
2021-08-26,50.2665
2021-08-27,54.2006
2021-08-28,54.2006
2021-08-29,54.2006
2021-08-30,51.6395
2021-08-31,51.4196
2021-09-01,51.1941
2021-09-02,50.5065
2021-09-03,48.8268
2021-09-04,48.8268
2021-09-05,48.8268
2021-09-06,48.8268
2021-09-07,47.2935
2021-09-08,46.3411
2021-09-09,48.1192
2021-09-10,45.6929
2021-09-11,45.6929
2021-09-12,45.6929
2021-09-13,46.2957
2021-09-14,44.9301
2021-09-15,46.7011
2021-09-16,47.5557
2021-09-17,47.7363
2021-09-18,47.7363
2021-09-19,47.7363
2021-09-20,45.9993
2021-09-21,44.9771
2021-09-22,47.2144
2021-09-23,50.4303
2021-09-24,50.9064
2021-09-25,50.9064
2021-09-26,50.9064
2021-09-27,52.7504
2021-09-28,51.9431
2021-09-29,51.7197
2021-09-30,46.6377
2021-10-01,52.1026
2021-10-02,52.1026
2021-10-03,52.1026
2021-10-04,50.0461
2021-10-05,47.558
2021-10-06,47.4687
2021-10-07,46.7124
2021-10-08,43.9866
2021-10-09,43.9866
2021-10-10,43.9866
2021-10-11,44.5563
2021-10-12,43.7225
2021-10-13,42.1199
2021-10-14,45.1139
2021-10-15,43.3324
2021-10-16,43.3324
2021-10-17,43.3324
2021-10-18,43.3043
2021-10-19,42.0636
2021-10-20,39.9128
2021-10-21,40.2683
2021-10-22,39.6482
2021-10-23,39.6482
2021-10-24,39.6482
2021-10-25,39.6208
2021-10-26,38.8149
2021-10-27,38.4246
2021-10-28,37.6689
2021-10-29,38.8666
2021-10-30,38.8666
2021-10-31,38.8666
2021-11-01,43.0062
2021-11-02,36.7703
2021-11-03,41.2173
2021-11-04,39.5075
2021-11-05,44.0647
2021-11-06,44.0647
2021-11-07,44.0647
2021-11-08,42.8166
2021-11-09,44.1198
2021-11-10,41.6285
2021-11-11,40.7862
2021-11-12,39.8566
2021-11-13,39.8566
2021-11-14,39.8566
2021-11-15,38.8467
2021-11-16,38.4948
2021-11-17,40.4304
2021-11-18,38.479
2021-11-19,37.2395
2021-11-20,37.2395
2021-11-21,37.2395
2021-11-22,38.6405
2021-11-23,40.7841
2021-11-24,40.5567
2021-11-25,40.5567
2021-11-26,39.0547
2021-11-27,39.0547
2021-11-28,39.0547
2021-11-29,36.7546
2021-11-30,35.8194
2021-12-01,35.3979
2021-12-02,40.1527
2021-12-03,39.7379
2021-12-04,39.7379
2021-12-05,39.7379
2021-12-06,42.6234
2021-12-07,42.3872
2021-12-08,44.6778
2021-12-09,43.1225
2021-12-10,45.2664
2021-12-11,45.2664
2021-12-12,45.2664
2021-12-13,43.6204
2021-12-14,42.8943
2021-12-15,42.4342
2021-12-16,41.8066
2021-12-17,45.1282
2021-12-18,45.1282
2021-12-19,45.1282
2021-12-20,43.7376
2021-12-21,46.8822
2021-12-22,48.7073
2021-12-23,49.8842
2021-12-24,49.8842
2021-12-25,49.8842
2021-12-26,49.8842
2021-12-27,50.8305
2021-12-28,51.0536
2021-12-29,51.5088
2021-12-30,50.6047
2021-12-31,49.8389
2022-01-01,49.8389
2022-01-02,49.8389
2022-01-03,51.8928
2022-01-04,52.5295
2022-01-05,52.4917
2022-01-06,51.9116
2022-01-07,50.6381
2022-01-08,50.6381
2022-01-09,50.6381
2022-01-10,51.9319
2022-01-11,50.4848
2022-01-12,49.3693
2022-01-13,52.1596
2022-01-14,49.8551
2022-01-15,49.8551
2022-01-16,49.8551
2022-01-17,49.8551
2022-01-18,46.59
2022-01-19,47.0578
2022-01-20,45.7788
2022-01-21,43.6555
2022-01-22,43.6555
2022-01-23,43.6555
2022-01-24,46.9186
2022-01-25,48.8255
2022-01-26,47.3756
2022-01-27,44.9431
2022-01-28,45.022
2022-01-29,45.022
2022-01-30,45.022
2022-01-31,48.2455
2022-02-01,48.3945
2022-02-02,50.283
2022-02-03,48.7277
2022-02-04,49.8108
2022-02-05,49.8108
2022-02-06,49.8108
2022-02-07,51.7032
2022-02-08,54.3081
2022-02-09,55.3249
2022-02-10,55.3911
2022-02-11,55.2217
2022-02-12,55.2217
2022-02-13,55.2217
2022-02-14,54.6596
2022-02-15,56.9605
2022-02-16,58.7644
2022-02-17,54.8712
2022-02-18,60.0438
2022-02-19,60.0438
2022-02-20,60.0438
2022-02-21,60.0438
2022-02-22,60.7016
2022-02-23,58.8231
2022-02-24,59.6273
2022-02-25,61.5948
2022-02-26,61.5948
2022-02-27,61.5948
2022-02-28,60.0596
2022-03-01,56.403
2022-03-02,57.9338
2022-03-03,55.6781
2022-03-04,52.0963
2022-03-05,52.0963
2022-03-06,52.0963
2022-03-07,40.7333
2022-03-08,42.7564
2022-03-09,45.901
2022-03-10,46.916
2022-03-11,46.6144
2022-03-12,46.6144
2022-03-13,46.6144
2022-03-14,47.3439
2022-03-15,47.9327
2022-03-16,52.0636
2022-03-17,51.6934
2022-03-18,50.746
2022-03-19,50.746
2022-03-20,50.746
2022-03-21,49.4947
2022-03-22,49.6698
2022-03-23,48.5385
2022-03-24,49.1528
2022-03-25,47.5667
2022-03-26,47.5667
2022-03-27,47.5667
2022-03-28,48.5526
2022-03-29,52.5705
2022-03-30,50.8364
2022-03-31,51.2739
2022-04-01,49.9555
2022-04-02,49.9555
2022-04-03,49.9555
2022-04-04,50.2326
2022-04-05,48.6834
2022-04-06,46.659
2022-04-07,46.1337
2022-04-08,46.8897
2022-04-09,46.8897
2022-04-10,46.8897
2022-04-11,46.8279
2022-04-12,47.998
2022-04-13,50.1638
2022-04-14,50.2997
2022-04-15,50.2997
2022-04-16,50.2997
2022-04-17,50.2997
2022-04-18,51.3635
2022-04-19,52.7144
2022-04-20,53.2849
2022-04-21,53.9609
2022-04-22,52.3923
2022-04-23,52.3923
2022-04-24,52.3923
2022-04-25,54.3815
2022-04-26,50.435
2022-04-27,49.4106
2022-04-28,51.6526
2022-04-29,51.6157
2022-04-30,51.6157
2022-05-01,51.6157
2022-05-02,55.2295
2022-05-03,54.8021
2022-05-04,54.6828
2022-05-05,50.9694
2022-05-06,51.357
2022-05-07,51.357
2022-05-08,51.357
2022-05-09,45.9903
2022-05-10,48.558
2022-05-11,46.6462
2022-05-12,49.2637
2022-05-13,50.195
2022-05-14,50.195
2022-05-15,50.195
2022-05-16,47.8893
2022-05-17,50.0617
2022-05-18,47.4786
2022-05-19,45.953
2022-05-20,43.7028
2022-05-21,43.7028
2022-05-22,43.7028
2022-05-23,42.6632
2022-05-24,38.5448
2022-05-25,43.8465
2022-05-26,49.8178
2022-05-27,51.3612
2022-05-28,51.3612
2022-05-29,51.3612
2022-05-30,51.3612
2022-05-31,50.1642
2022-06-01,49.5273
2022-06-02,50.6349
2022-06-03,49.6453
2022-06-04,49.6453
2022-06-05,49.6453
2022-06-06,49.0123
2022-06-07,49.4472
2022-06-08,49.4472
2022-06-09,48.5607
2022-06-10,44.4396
2022-06-11,44.4396
2022-06-12,44.4396
2022-06-13,40.9633
2022-06-14,40.6908
2022-06-15,42.6001
2022-06-16,38.6701
2022-06-17,39.9332
2022-06-18,39.9332
2022-06-19,39.9332
2022-06-20,39.9332
2022-06-21,39.3104
2022-06-22,39.5459
2022-06-23,42.7614
2022-06-24,44.717
2022-06-25,44.717
2022-06-26,44.717
2022-06-27,45.7517
2022-06-28,43.3333
2022-06-29,42.6199
2022-06-30,41.4435
2022-07-01,42.9106
2022-07-02,42.9106
2022-07-03,42.9106
2022-07-04,42.9106
2022-07-05,43.8167
2022-07-06,42.1128
2022-07-07,42.78
2022-07-08,42.251
2022-07-09,42.251
2022-07-10,42.251
2022-07-11,41.8433
2022-07-12,42.0602
2022-07-13,43.584
2022-07-14,43.4714
2022-07-15,45.4407
2022-07-16,45.4407
2022-07-17,45.4407
2022-07-18,45.02
2022-07-19,47.3948
2022-07-20,49.2833
2022-07-21,48.8544
2022-07-22,49.066
2022-07-23,49.066
2022-07-24,49.066
2022-07-25,47.9042
2022-07-26,47.0234
2022-07-27,49.5691
2022-07-28,53.6436
2022-07-29,55.5032
2022-07-30,55.5032
2022-07-31,55.5032
2022-08-01,55.8038
2022-08-02,56.019
2022-08-03,58.1281
2022-08-04,56.4091
2022-08-05,54.8103
2022-08-06,54.8103
2022-08-07,54.8103
2022-08-08,58.078
2022-08-09,58.3942
2022-08-10,62.9176
2022-08-11,62.9418
2022-08-12,63.3138
2022-08-13,63.3138
2022-08-14,63.3138
2022-08-15,63.3138
2022-08-16,63.5228
2022-08-17,61.4409
2022-08-18,61.3956
2022-08-19,56.7277
2022-08-20,56.7277
2022-08-21,56.7277
2022-08-22,54.3907
2022-08-23,55.3265
2022-08-24,55.9392
2022-08-25,56.6514
2022-08-26,54.102
2022-08-27,54.102
2022-08-28,54.102
2022-08-29,51.8069
2022-08-30,50.824
2022-08-31,49.6619
2022-09-01,49.5108
2022-09-02,49.0094
2022-09-03,49.0094
2022-09-04,49.0094
2022-09-05,49.0094
2022-09-06,45.9717
2022-09-07,50.6418
2022-09-08,51.5722
2022-09-09,52.7073
2022-09-10,52.7073
2022-09-11,52.7073
2022-09-12,53.3437
2022-09-13,50.6044
2022-09-14,51.3792
2022-09-15,51.3396
2022-09-16,50.8521
2022-09-17,50.8521
2022-09-18,50.8521
2022-09-19,50.5213
2022-09-20,49.8504
2022-09-21,49.0916
2022-09-22,45.3617
2022-09-23,42.5177
2022-09-24,42.5177
2022-09-25,42.5177
2022-09-26,41.7061
2022-09-27,43.3377
2022-09-28,46.2712
2022-09-29,44.2599
2022-09-30,43.2188
2022-10-01,43.2188
2022-10-02,43.2188
2022-10-03,43.721
2022-10-04,48.6727
2022-10-05,49.8146
2022-10-06,48.998
2022-10-07,47.7637
2022-10-08,47.7637
2022-10-09,47.7637
2022-10-10,47.3779
2022-10-11,48.8316
2022-10-12,49.3847
2022-10-13,51.7898
2022-10-14,51.0116
2022-10-15,51.0116
2022-10-16,51.0116
2022-10-17,53.5774
2022-10-18,55.9633
2022-10-19,56.5053
2022-10-20,54.6947
2022-10-21,54.5094
2022-10-22,54.5094
2022-10-23,54.5094
2022-10-24,54.826
2022-10-25,57.9666
2022-10-26,57.3209
2022-10-27,59.612
2022-10-28,62.5678
2022-10-29,62.5678
2022-10-30,62.5678
2022-10-31,64.2056
2022-11-01,62.458
2022-11-02,60.1659
2022-11-03,58.9973
2022-11-04,60.1969
2022-11-05,60.1969
2022-11-06,60.1969
2022-11-07,58.7642
2022-11-08,59.7944
2022-11-09,58.386
2022-11-10,63.1343
2022-11-11,63.5701
2022-11-12,63.5701
2022-11-13,63.5701
2022-11-14,63.415
2022-11-15,57.6436
2022-11-16,58.6895
2022-11-17,57.6766
2022-11-18,57.49
2022-11-19,57.49
2022-11-20,57.49
2022-11-21,54.3518
2022-11-22,56.1118
2022-11-23,54.1291
2022-11-24,54.1291
2022-11-25,54.3885
2022-11-26,54.3885
2022-11-27,54.3885
2022-11-28,53.0153
2022-11-29,50.4238
2022-11-30,52.8844
2022-12-01,50.774
2022-12-02,47.795
2022-12-03,47.795
2022-12-04,47.795
2022-12-05,45.8091
2022-12-06,45.3133
2022-12-07,45.9615
2022-12-08,49.1226
2022-12-09,49.4046
2022-12-10,49.4046
2022-12-11,49.4046
2022-12-12,50.3002
2022-12-13,49.0349
2022-12-14,48.7485
2022-12-15,48.3727
2022-12-16,47.3242
2022-12-17,47.3242
2022-12-18,47.3242
2022-12-19,45.9639
2022-12-20,45.5534
2022-12-21,44.4448
2022-12-22,46.5864
2022-12-23,47.5591
2022-12-24,47.5591
2022-12-25,47.5591
2022-12-26,47.5591
2022-12-27,45.6665
2022-12-28,44.4197
2022-12-29,45.4972
2022-12-30,44.1889
2022-12-31,44.1889
2023-01-01,44.1889
2023-01-02,44.1889
2023-01-03,45.7506
2023-01-04,48.4372
2023-01-05,46.9236
2023-01-06,51.7414
2023-01-07,51.7414
2023-01-08,51.7414
2023-01-09,53.4482
2023-01-10,57.5404
2023-01-11,58.5525
2023-01-12,59.4152
2023-01-13,60.2036
2023-01-14,60.2036
2023-01-15,60.2036
2023-01-16,60.2036
2023-01-17,59.1697
2023-01-18,58.7521
2023-01-19,56.5837
2023-01-20,58.7582
2023-01-21,58.7582
2023-01-22,58.7582
2023-01-23,60.0086
2023-01-24,56.1824
2023-01-25,56.2204
2023-01-26,56.992
2023-01-27,56.992
2023-01-28,56.992
2023-01-29,56.992
2023-01-30,57.1536
2023-01-31,59.5145
2023-02-01,59.5529
2023-02-02,61.4817
2023-02-03,61.8141
2023-02-04,61.8141
2023-02-05,61.8141
2023-02-06,62.557
2023-02-07,63.3318
2023-02-08,59.7389
2023-02-09,58.2893
2023-02-10,56.9178
2023-02-11,56.9178
2023-02-12,56.9178
2023-02-13,58.476
2023-02-14,58.6849
2023-02-15,59.8549
2023-02-16,66.8877
2023-02-17,68.5445
2023-02-18,68.5445
2023-02-19,68.5445
2023-02-20,68.5445
2023-02-21,70.0925
2023-02-22,70.4495
2023-02-23,67.3034
2023-02-24,63.7472
2023-02-25,63.7472
2023-02-26,63.7472
2023-02-27,60.151
2023-02-28,59.9995
2023-03-01,61.6317
2023-03-02,63.3372
2023-03-03,62.2245
2023-03-04,62.2245
2023-03-05,62.2245
2023-03-06,58.7182
2023-03-07,58.753
2023-03-08,58.968
2023-03-09,55.6665
2023-03-10,52.6188
2023-03-11,52.6188
2023-03-12,52.6188
2023-03-13,49.597
2023-03-14,51.2688
2023-03-15,54.0745
2023-03-16,56.7559
2023-03-17,53.846
2023-03-18,53.846
2023-03-19,53.846
2023-03-20,54.274
