,LOW US Equity
2021-01-28,58.5949
2021-01-29,52.8734
2021-01-30,52.8734
2021-01-31,52.8734
2021-02-01,49.6916
2021-02-02,52.4879
2021-02-03,55.0192
2021-02-04,57.3203
2021-02-05,58.7077
2021-02-06,58.7077
2021-02-07,58.7077
2021-02-08,61.3952
2021-02-09,60.038
2021-02-10,59.5093
2021-02-11,58.0312
2021-02-12,59.0282
2021-02-13,59.0282
2021-02-14,59.0282
2021-02-15,59.0282
2021-02-16,56.0425
2021-02-17,58.2081
2021-02-18,58.2289
2021-02-19,58.4996
2021-02-20,58.4996
2021-02-21,58.4996
2021-02-22,53.6447
2021-02-23,50.4213
2021-02-24,45.7465
2021-02-25,43.2434
2021-02-26,44.2672
2021-02-27,44.2672
2021-02-28,44.2672
2021-03-01,46.0594
2021-03-02,46.9537
2021-03-03,43.7367
2021-03-04,40.9786
2021-03-05,44.8099
2021-03-06,44.8099
2021-03-07,44.8099
2021-03-08,47.9629
2021-03-09,50.051
2021-03-10,51.6653
2021-03-11,53.1185
2021-03-12,53.6224
2021-03-13,53.6224
2021-03-14,53.6224
2021-03-15,55.2699
2021-03-16,55.96
2021-03-17,55.2653
2021-03-18,55.5412
2021-03-19,58.3929
2021-03-20,58.3929
2021-03-21,58.3929
2021-03-22,59.7793
2021-03-23,58.5268
2021-03-24,58.695
2021-03-25,61.2993
2021-03-26,64.6101
2021-03-27,64.6101
2021-03-28,64.6101
2021-03-29,62.0601
2021-03-30,62.7718
2021-03-31,62.8542
2021-04-01,63.4503
2021-04-02,63.4503
2021-04-03,63.4503
2021-04-04,63.4503
2021-04-05,64.6896
2021-04-06,64.9295
2021-04-07,64.4189
2021-04-08,64.7114
2021-04-09,66.9492
2021-04-10,66.9492
2021-04-11,66.9492
2021-04-12,67.9942
2021-04-13,67.0413
2021-04-14,67.9408
2021-04-15,69.4046
2021-04-16,71.0542
2021-04-17,71.0542
2021-04-18,71.0542
2021-04-19,66.7637
2021-04-20,66.1383
2021-04-21,66.7129
2021-04-22,64.1353
2021-04-23,63.774
2021-04-24,63.774
2021-04-25,63.774
2021-04-26,62.0726
2021-04-27,61.935
2021-04-28,59.0447
2021-04-29,60.5602
2021-04-30,58.4996
2021-05-01,58.4996
2021-05-02,58.4996
2021-05-03,60.3783
2021-05-04,61.0583
2021-05-05,60.7641
2021-05-06,64.2888
2021-05-07,65.6123
2021-05-08,65.6123
2021-05-09,65.6123
2021-05-10,67.1041
2021-05-11,61.4465
2021-05-12,53.7509
2021-05-13,56.5106
2021-05-14,55.4902
2021-05-15,55.4902
2021-05-16,55.4902
2021-05-17,52.2288
2021-05-18,51.3279
2021-05-19,50.015
2021-05-20,51.7083
2021-05-21,51.0827
2021-05-22,51.0827
2021-05-23,51.0827
2021-05-24,49.8807
2021-05-25,51.4225
2021-05-26,51.7995
2021-05-27,51.9126
2021-05-28,52.6299
2021-05-29,52.6299
2021-05-30,52.6299
2021-05-31,52.6299
2021-06-01,50.4417
2021-06-02,49.6675
2021-06-03,49.3267
2021-06-04,49.0378
2021-06-05,49.0378
2021-06-06,49.0378
2021-06-07,49.3056
2021-06-08,50.2206
2021-06-09,49.5766
2021-06-10,48.1243
2021-06-11,49.8205
2021-06-12,49.8205
2021-06-13,49.8205
2021-06-14,48.8838
2021-06-15,47.4552
2021-06-16,46.1386
2021-06-17,46.7211
2021-06-18,46.7584
2021-06-19,46.7584
2021-06-20,46.7584
2021-06-21,48.6155
2021-06-22,51.12
2021-06-23,50.599
2021-06-24,51.1408
2021-06-25,51.954
2021-06-26,51.954
2021-06-27,51.954
2021-06-28,52.4489
2021-06-29,53.3437
2021-06-30,53.1035
2021-07-01,54.7969
2021-07-02,54.6754
2021-07-03,54.6754
2021-07-04,54.6754
2021-07-05,54.6754
2021-07-06,53.603
2021-07-07,54.6853
2021-07-08,51.3103
2021-07-09,53.7366
2021-07-10,53.7366
2021-07-11,53.7366
2021-07-12,53.9617
2021-07-13,52.5401
2021-07-14,50.8846
2021-07-15,53.8263
2021-07-16,54.1941
2021-07-17,54.1941
2021-07-18,54.1941
2021-07-19,50.7224
2021-07-20,52.676
2021-07-21,53.6408
2021-07-22,55.1614
2021-07-23,58.6438
2021-07-24,58.6438
2021-07-25,58.6438
2021-07-26,55.262
2021-07-27,51.1023
2021-07-28,50.07
2021-07-29,51.1902
2021-07-30,50.3074
2021-07-31,50.3074
2021-08-01,50.3074
2021-08-02,48.6914
2021-08-03,51.478
2021-08-04,47.8376
2021-08-05,48.5623
2021-08-06,48.1014
2021-08-07,48.1014
2021-08-08,48.1014
2021-08-09,46.2081
2021-08-10,47.9088
2021-08-11,52.2116
2021-08-12,49.9654
2021-08-13,48.6844
2021-08-14,48.6844
2021-08-15,48.6844
2021-08-16,51.2611
2021-08-17,42.852
2021-08-18,54.7963
2021-08-19,56.3416
2021-08-20,59.1784
2021-08-21,59.1784
2021-08-22,59.1784
2021-08-23,57.6948
2021-08-24,55.8946
2021-08-25,57.3337
2021-08-26,56.9684
2021-08-27,57.1018
2021-08-28,57.1018
2021-08-29,57.1018
2021-08-30,56.4431
2021-08-31,55.6404
2021-09-01,55.3002
2021-09-02,56.9117
2021-09-03,56.7794
2021-09-04,56.7794
2021-09-05,56.7794
2021-09-06,56.7794
2021-09-07,56.1202
2021-09-08,55.2725
2021-09-09,54.4063
2021-09-10,55.2922
2021-09-11,55.2922
2021-09-12,55.2922
2021-09-13,56.4332
2021-09-14,54.8503
2021-09-15,55.832
2021-09-16,57.7269
2021-09-17,58.0834
2021-09-18,58.0834
2021-09-19,58.0834
2021-09-20,54.8141
2021-09-21,55.5032
2021-09-22,57.2693
2021-09-23,56.4641
2021-09-24,56.365
2021-09-25,56.365
2021-09-26,56.365
2021-09-27,58.2663
2021-09-28,53.7054
2021-09-29,54.8788
2021-09-30,51.4534
2021-10-01,52.0666
2021-10-02,52.0666
2021-10-03,52.0666
2021-10-04,52.663
2021-10-05,52.4629
2021-10-06,52.232
2021-10-07,55.1802
2021-10-08,53.6519
2021-10-09,53.6519
2021-10-10,53.6519
2021-10-11,55.6178
2021-10-12,56.2951
2021-10-13,57.9174
2021-10-14,60.7318
2021-10-15,62.3615
2021-10-16,62.3615
2021-10-17,62.3615
2021-10-18,63.8395
2021-10-19,64.9312
2021-10-20,66.0611
2021-10-21,67.3115
2021-10-22,67.9948
2021-10-23,67.9948
2021-10-24,67.9948
2021-10-25,69.4855
2021-10-26,68.6719
2021-10-27,69.0221
2021-10-28,69.0107
2021-10-29,70.0645
2021-10-30,70.0645
2021-10-31,70.0645
2021-11-01,67.6724
2021-11-02,68.3633
2021-11-03,69.0424
2021-11-04,70.8182
2021-11-05,68.2128
2021-11-06,68.2128
2021-11-07,68.2128
2021-11-08,67.3546
2021-11-09,66.3414
2021-11-10,64.7834
2021-11-11,64.5183
2021-11-12,66.9512
2021-11-13,66.9512
2021-11-14,66.9512
2021-11-15,65.3293
2021-11-16,70.5305
2021-11-17,70.9647
2021-11-18,71.7134
2021-11-19,72.6593
2021-11-20,72.6593
2021-11-21,72.6593
2021-11-22,73.8554
2021-11-23,73.3394
2021-11-24,73.651
2021-11-25,73.651
2021-11-26,68.0085
2021-11-27,68.0085
2021-11-28,68.0085
2021-11-29,68.4589
2021-11-30,64.2633
2021-12-01,64.6841
2021-12-02,67.3615
2021-12-03,65.6289
2021-12-04,65.6289
2021-12-05,65.6289
2021-12-06,66.9182
2021-12-07,69.6302
2021-12-08,69.4555
2021-12-09,70.0994
2021-12-10,71.522
2021-12-11,71.522
2021-12-12,71.522
2021-12-13,67.2777
2021-12-14,62.8248
2021-12-15,65.3464
2021-12-16,61.6828
2021-12-17,57.6763
2021-12-18,57.6763
2021-12-19,57.6763
2021-12-20,55.8757
2021-12-21,56.6466
2021-12-22,58.1591
2021-12-23,58.3745
2021-12-24,58.3745
2021-12-25,58.3745
2021-12-26,58.3745
2021-12-27,60.3301
2021-12-28,60.5003
2021-12-29,62.3536
2021-12-30,61.3636
2021-12-31,62.4558
2022-01-01,62.4558
2022-01-02,62.4558
2022-01-03,59.9639
2022-01-04,62.2214
2022-01-05,58.2247
2022-01-06,59.8285
2022-01-07,55.0134
2022-01-08,55.0134
2022-01-09,55.0134
2022-01-10,52.7834
2022-01-11,53.8144
2022-01-12,54.5071
2022-01-13,54.4932
2022-01-14,49.7196
2022-01-15,49.7196
2022-01-16,49.7196
2022-01-17,49.7196
2022-01-18,47.2537
2022-01-19,45.2002
2022-01-20,39.9825
2022-01-21,40.6992
2022-01-22,40.6992
2022-01-23,40.6992
2022-01-24,45.2476
2022-01-25,44.1298
2022-01-26,43.2281
2022-01-27,42.2143
2022-01-28,47.5292
2022-01-29,47.5292
2022-01-30,47.5292
2022-01-31,48.7982
2022-02-01,49.3354
2022-02-02,49.7498
2022-02-03,47.1262
2022-02-04,44.6698
2022-02-05,44.6698
2022-02-06,44.6698
2022-02-07,43.7111
2022-02-08,46.4596
2022-02-09,47.5221
2022-02-10,44.5113
2022-02-11,43.8276
2022-02-12,43.8276
2022-02-13,43.8276
2022-02-14,43.8516
2022-02-15,45.152
2022-02-16,44.6101
2022-02-17,43.032
2022-02-18,42.5007
2022-02-19,42.5007
2022-02-20,42.5007
2022-02-21,42.5007
2022-02-22,38.8468
2022-02-23,39.1807
2022-02-24,38.451
2022-02-25,42.271
2022-02-26,42.271
2022-02-27,42.271
2022-02-28,43.4539
2022-03-01,43.7331
2022-03-02,48.0502
2022-03-03,46.815
2022-03-04,45.6869
2022-03-05,45.6869
2022-03-06,45.6869
2022-03-07,44.7729
2022-03-08,45.3972
2022-03-09,47.0207
2022-03-10,46.0953
2022-03-11,45.0443
2022-03-12,45.0443
2022-03-13,45.0443
2022-03-14,47.7483
2022-03-15,50.4243
2022-03-16,50.5736
2022-03-17,52.3163
2022-03-18,53.0407
2022-03-19,53.0407
2022-03-20,53.0407
2022-03-21,48.2926
2022-03-22,48.8037
2022-03-23,44.8259
2022-03-24,43.9667
2022-03-25,41.0588
2022-03-26,41.0588
2022-03-27,41.0588
2022-03-28,41.6086
2022-03-29,45.1701
2022-03-30,40.6993
2022-03-31,37.8898
2022-04-01,38.0171
2022-04-02,38.0171
2022-04-03,38.0171
2022-04-04,39.0754
2022-04-05,39.541
2022-04-06,37.8569
2022-04-07,39.1218
2022-04-08,41.6057
2022-04-09,41.6057
2022-04-10,41.6057
2022-04-11,40.7207
2022-04-12,40.5268
2022-04-13,41.4054
2022-04-14,39.5397
2022-04-15,39.5397
2022-04-16,39.5397
2022-04-17,39.5397
2022-04-18,38.3726
2022-04-19,41.8112
2022-04-20,45.2002
2022-04-21,43.4946
2022-04-22,40.1293
2022-04-23,40.1293
2022-04-24,40.1293
2022-04-25,42.0611
2022-04-26,41.7297
2022-04-27,41.721
2022-04-28,44.991
2022-04-29,41.7659
2022-04-30,41.7659
2022-05-01,41.7659
2022-05-02,44.7567
2022-05-03,44.1027
2022-05-04,47.0349
2022-05-05,42.3625
2022-05-06,41.0017
2022-05-07,41.0017
2022-05-08,41.0017
2022-05-09,42.9749
2022-05-10,41.4791
2022-05-11,39.8896
2022-05-12,41.9633
2022-05-13,43.1507
2022-05-14,43.1507
2022-05-15,43.1507
2022-05-16,43.5301
2022-05-17,43.2438
2022-05-18,39.3406
2022-05-19,41.5019
2022-05-20,40.3354
2022-05-21,40.3354
2022-05-22,40.3354
2022-05-23,41.1771
2022-05-24,40.5586
2022-05-25,42.705
2022-05-26,46.2698
2022-05-27,48.2272
2022-05-28,48.2272
2022-05-29,48.2272
2022-05-30,48.2272
2022-05-31,46.3812
2022-06-01,44.9109
2022-06-02,47.0499
2022-06-03,46.7603
2022-06-04,46.7603
2022-06-05,46.7603
2022-06-06,47.4103
2022-06-07,46.9076
2022-06-08,45.4822
2022-06-09,46.445
2022-06-10,43.03
2022-06-11,43.03
2022-06-12,43.03
2022-06-13,41.0392
2022-06-14,39.7922
2022-06-15,40.396
2022-06-16,37.6914
2022-06-17,38.189
2022-06-18,38.189
2022-06-19,38.189
2022-06-20,38.189
2022-06-21,38.156
2022-06-22,38.8961
2022-06-23,40.5431
2022-06-24,44.2501
2022-06-25,44.2501
2022-06-26,44.2501
2022-06-27,45.002
2022-06-28,41.0583
2022-06-29,41.8244
2022-06-30,41.2496
2022-07-01,42.7798
2022-07-02,42.7798
2022-07-03,42.7798
2022-07-04,42.7798
2022-07-05,44.1885
2022-07-06,43.8253
2022-07-07,45.2502
2022-07-08,45.2845
2022-07-09,45.2845
2022-07-10,45.2845
2022-07-11,44.5526
2022-07-12,45.0902
2022-07-13,45.925
2022-07-14,46.1044
2022-07-15,47.557
2022-07-16,47.557
2022-07-17,47.557
2022-07-18,48.0461
2022-07-19,50.5017
2022-07-20,51.8139
2022-07-21,53.2554
2022-07-22,54.3825
2022-07-23,54.3825
2022-07-24,54.3825
2022-07-25,53.8637
2022-07-26,49.9457
2022-07-27,50.735
2022-07-28,51.265
2022-07-29,51.7107
2022-07-30,51.7107
2022-07-31,51.7107
2022-08-01,53.2617
2022-08-02,49.3306
2022-08-03,53.6372
2022-08-04,54.5677
2022-08-05,55.5853
2022-08-06,55.5853
2022-08-07,55.5853
2022-08-08,57.0168
2022-08-09,52.7828
2022-08-10,55.9572
2022-08-11,56.3229
2022-08-12,58.3684
2022-08-13,58.3684
2022-08-14,58.3684
2022-08-15,59.0936
2022-08-16,61.7622
2022-08-17,62.2855
2022-08-18,62.7496
2022-08-19,59.2462
2022-08-20,59.2462
2022-08-21,59.2462
2022-08-22,58.3428
2022-08-23,56.6978
2022-08-24,57.1638
2022-08-25,58.4198
2022-08-26,52.2263
2022-08-27,52.2263
2022-08-28,52.2263
2022-08-29,52.2683
2022-08-30,50.0764
2022-08-31,48.3967
2022-09-01,49.3216
2022-09-02,49.1809
2022-09-03,49.1809
2022-09-04,49.1809
2022-09-05,49.1809
2022-09-06,47.7435
2022-09-07,52.4458
2022-09-08,54.0263
2022-09-09,54.669
2022-09-10,54.669
2022-09-11,54.669
2022-09-12,55.0528
2022-09-13,47.9077
2022-09-14,47.2911
2022-09-15,46.6155
2022-09-16,47.0617
2022-09-17,47.0617
2022-09-18,47.0617
2022-09-19,48.9481
2022-09-20,46.5044
2022-09-21,45.4778
2022-09-22,45.3565
2022-09-23,45.3628
2022-09-24,45.3628
2022-09-25,45.3628
2022-09-26,44.2527
2022-09-27,45.3349
2022-09-28,49.5471
2022-09-29,47.3097
2022-09-30,45.9132
2022-10-01,45.9132
2022-10-02,45.9132
2022-10-03,49.4707
2022-10-04,51.3663
2022-10-05,52.2193
2022-10-06,52.7254
2022-10-07,51.093
2022-10-08,51.093
2022-10-09,51.093
2022-10-10,49.7638
2022-10-11,50.6435
2022-10-12,49.1536
2022-10-13,48.7421
2022-10-14,46.3671
2022-10-15,46.3671
2022-10-16,46.3671
2022-10-17,49.4777
2022-10-18,49.5726
2022-10-19,44.5624
2022-10-20,41.8945
2022-10-21,44.3803
2022-10-22,44.3803
2022-10-23,44.3803
2022-10-24,47.3785
2022-10-25,50.6554
2022-10-26,50.499
2022-10-27,50.5569
2022-10-28,53.1689
2022-10-29,53.1689
2022-10-30,53.1689
2022-10-31,51.0873
2022-11-01,50.3323
2022-11-02,46.3631
2022-11-03,43.6857
2022-11-04,44.9858
2022-11-05,44.9858
2022-11-06,44.9858
2022-11-07,47.3651
2022-11-08,48.309
2022-11-09,47.4627
2022-11-10,55.6763
2022-11-11,57.5024
2022-11-12,57.5024
2022-11-13,57.5024
2022-11-14,55.3154
2022-11-15,56.9396
2022-11-16,59.2457
2022-11-17,55.9304
2022-11-18,56.5028
2022-11-19,56.5028
2022-11-20,56.5028
2022-11-21,56.6323
2022-11-22,58.2218
2022-11-23,56.4633
2022-11-24,56.4633
2022-11-25,56.4377
2022-11-26,56.4377
2022-11-27,56.4377
2022-11-28,55.4358
2022-11-29,54.6198
2022-11-30,56.7507
2022-12-01,57.9294
2022-12-02,57.5748
2022-12-03,57.5748
2022-12-04,57.5748
2022-12-05,53.0314
2022-12-06,50.9794
2022-12-07,53.1658
2022-12-08,51.5746
2022-12-09,50.7304
2022-12-10,50.7304
2022-12-11,50.7304
2022-12-12,52.2264
2022-12-13,54.8568
2022-12-14,55.2264
2022-12-15,53.1571
2022-12-16,52.2266
2022-12-17,52.2266
2022-12-18,52.2266
2022-12-19,50.7741
2022-12-20,49.6627
2022-12-21,50.4256
2022-12-22,48.8263
2022-12-23,50.1866
2022-12-24,50.1866
2022-12-25,50.1866
2022-12-26,50.1866
2022-12-27,50.1009
2022-12-28,49.2554
2022-12-29,50.4096
2022-12-30,48.8324
2022-12-31,48.8324
2023-01-01,48.8324
2023-01-02,48.8324
2023-01-03,48.7279
2023-01-04,50.0272
2023-01-05,49.6836
2023-01-06,49.7986
2023-01-07,49.7986
2023-01-08,49.7986
2023-01-09,48.9134
2023-01-10,50.0892
2023-01-11,54.0983
2023-01-12,54.9674
2023-01-13,55.9491
2023-01-14,55.9491
2023-01-15,55.9491
2023-01-16,55.9491
2023-01-17,54.2492
2023-01-18,53.5984
2023-01-19,49.7428
2023-01-20,51.1134
2023-01-21,51.1134
2023-01-22,51.1134
2023-01-23,51.4445
2023-01-24,52.7913
2023-01-25,52.5986
2023-01-26,49.8982
2023-01-27,50.3155
2023-01-28,50.3155
2023-01-29,50.3155
2023-01-30,49.9484
2023-01-31,53.7628
2023-02-01,56.6268
2023-02-02,60.4452
2023-02-03,56.8288
2023-02-04,56.8288
2023-02-05,56.8288
2023-02-06,56.7659
2023-02-07,56.0351
2023-02-08,54.7744
2023-02-09,52.232
2023-02-10,52.3098
2023-02-11,52.3098
2023-02-12,52.3098
2023-02-13,55.2001
2023-02-14,54.9559
2023-02-15,55.6346
2023-02-16,54.9467
2023-02-17,54.092
2023-02-18,54.092
2023-02-19,54.092
2023-02-20,54.092
2023-02-21,47.4821
2023-02-22,47.9529
2023-02-23,47.7146
2023-02-24,47.3266
2023-02-25,47.3266
2023-02-26,47.3266
2023-02-27,49.0539
2023-02-28,50.0025
2023-03-01,43.635
2023-03-02,44.1431
2023-03-03,47.0379
2023-03-04,47.0379
2023-03-05,47.0379
2023-03-06,48.1427
2023-03-07,45.9031
2023-03-08,48.1408
2023-03-09,47.0136
2023-03-10,45.7464
2023-03-11,45.7464
2023-03-12,45.7464
2023-03-13,46.3039
2023-03-14,45.9091
2023-03-15,47.0508
2023-03-16,47.7509
2023-03-17,46.3937
2023-03-18,46.3937
