,PNW US Equity
2020-05-09,45.488
2020-05-10,45.488
2020-05-11,45.3335
2020-05-12,44.5018
2020-05-13,44.4874
2020-05-14,44.1614
2020-05-15,43.7097
2020-05-16,43.7097
2020-05-17,43.7097
2020-05-18,46.9296
2020-05-19,45.1659
2020-05-20,45.3345
2020-05-21,44.9455
2020-05-22,45.3219
2020-05-23,45.3219
2020-05-24,45.3219
2020-05-25,45.3219
2020-05-26,46.9797
2020-05-27,48.1036
2020-05-28,49.395
2020-05-29,50.3884
2020-05-30,50.3884
2020-05-31,50.3884
2020-06-01,50.0784
2020-06-02,50.6476
2020-06-03,51.4473
2020-06-04,50.2615
2020-06-05,51.8233
2020-06-06,51.8233
2020-06-07,51.8233
2020-06-08,54.3671
2020-06-09,52.2946
2020-06-10,50.2612
2020-06-11,46.987
2020-06-12,47.9081
2020-06-13,47.9081
2020-06-14,47.9081
2020-06-15,49.4134
2020-06-16,49.5551
2020-06-17,48.57
2020-06-18,48.9981
2020-06-19,45.8864
2020-06-20,45.8864
2020-06-21,45.8864
2020-06-22,45.6768
2020-06-23,44.6789
2020-06-24,44.0849
2020-06-25,43.8321
2020-06-26,43.5243
2020-06-27,43.5243
2020-06-28,43.5243
2020-06-29,45.944
2020-06-30,46.3548
2020-07-01,48.9108
2020-07-02,49.6669
2020-07-03,49.6669
2020-07-04,49.6669
2020-07-05,49.6669
2020-07-06,50.5772
2020-07-07,49.6128
2020-07-08,50.4917
2020-07-09,49.9039
2020-07-10,52.3577
2020-07-11,52.3577
2020-07-12,52.3577
2020-07-13,53.1258
2020-07-14,53.9644
2020-07-15,54.2744
2020-07-16,55.0923
2020-07-17,57.3773
2020-07-18,57.3773
2020-07-19,57.3773
2020-07-20,54.8143
2020-07-21,54.9807
2020-07-22,57.3707
2020-07-23,56.3639
2020-07-24,54.9786
2020-07-25,54.9786
2020-07-26,54.9786
2020-07-27,53.3734
2020-07-28,54.5587
2020-07-29,55.6154
2020-07-30,56.36
2020-07-31,57.77
2020-08-01,57.77
2020-08-02,57.77
2020-08-03,56.0145
2020-08-04,55.3757
2020-08-05,52.5105
2020-08-06,53.9107
2020-08-07,55.6746
2020-08-08,55.6746
2020-08-09,55.6746
2020-08-10,56.2062
2020-08-11,53.3537
2020-08-12,52.8327
2020-08-13,49.9533
2020-08-14,49.2519
2020-08-15,49.2519
2020-08-16,49.2519
2020-08-17,47.0219
2020-08-18,46.1438
2020-08-19,46.5725
2020-08-20,45.1273
2020-08-21,44.1686
2020-08-22,44.1686
2020-08-23,44.1686
2020-08-24,45.6655
2020-08-25,44.7179
2020-08-26,42.5039
2020-08-27,43.2264
2020-08-28,43.6729
2020-08-29,43.6729
2020-08-30,43.6729
2020-08-31,43.4889
2020-09-01,41.0011
2020-09-02,45.2606
2020-09-03,43.9504
2020-09-04,43.1746
2020-09-05,43.1746
2020-09-06,43.1746
2020-09-07,43.1746
2020-09-08,44.5599
2020-09-09,43.7814
2020-09-10,42.0672
2020-09-11,41.4045
2020-09-12,41.4045
2020-09-13,41.4045
2020-09-14,43.6353
2020-09-15,43.5344
2020-09-16,44.0693
2020-09-17,43.8544
2020-09-18,41.2813
2020-09-19,41.2813
2020-09-20,41.2813
2020-09-21,42.0538
2020-09-22,44.0963
2020-09-23,42.7218
2020-09-24,46.2461
2020-09-25,48.0704
2020-09-26,48.0704
2020-09-27,48.0704
2020-09-28,48.2861
2020-09-29,47.5371
2020-09-30,49.5606
2020-10-01,50.9311
2020-10-02,55.0947
2020-10-03,55.0947
2020-10-04,55.0947
2020-10-05,57.6969
2020-10-06,59.7053
2020-10-07,62.0123
2020-10-08,62.7241
2020-10-09,60.7676
2020-10-10,60.7676
2020-10-11,60.7676
2020-10-12,58.8306
2020-10-13,57.2633
2020-10-14,56.3834
2020-10-15,57.2792
2020-10-16,57.5556
2020-10-17,57.5556
2020-10-18,57.5556
2020-10-19,58.6337
2020-10-20,59.3837
2020-10-21,61.2829
2020-10-22,63.9021
2020-10-23,65.0993
2020-10-24,65.0993
2020-10-25,65.0993
2020-10-26,64.6116
2020-10-27,63.1653
2020-10-28,56.9012
2020-10-29,57.5911
2020-10-30,55.9486
2020-10-31,55.9486
2020-11-01,55.9486
2020-11-02,55.0051
2020-11-03,56.0629
2020-11-04,56.7339
2020-11-05,60.0076
2020-11-06,58.619
2020-11-07,58.619
2020-11-08,58.619
2020-11-09,63.8271
2020-11-10,66.9008
2020-11-11,64.3956
2020-11-12,61.2272
2020-11-13,62.9719
2020-11-14,62.9719
2020-11-15,62.9719
2020-11-16,63.986
2020-11-17,57.8633
2020-11-18,54.8096
2020-11-19,53.1613
2020-11-20,52.7405
2020-11-21,52.7405
2020-11-22,52.7405
2020-11-23,54.2754
2020-11-24,55.8433
2020-11-25,56.7173
2020-11-26,56.7173
2020-11-27,52.9382
2020-11-28,52.9382
2020-11-29,52.9382
2020-11-30,50.1386
2020-12-01,50.7827
2020-12-02,51.483
2020-12-03,49.4737
2020-12-04,50.8197
2020-12-05,50.8197
2020-12-06,50.8197
2020-12-07,51.0467
2020-12-08,49.9795
2020-12-09,49.2922
2020-12-10,48.4621
2020-12-11,47.0452
2020-12-12,47.0452
2020-12-13,47.0452
2020-12-14,46.2498
2020-12-15,47.6547
2020-12-16,45.7371
2020-12-17,46.812
2020-12-18,45.872
2020-12-19,45.872
2020-12-20,45.872
2020-12-21,44.0159
2020-12-22,44.8477
2020-12-23,44.3194
2020-12-24,45.1461
2020-12-25,45.1461
2020-12-26,45.1461
2020-12-27,45.1461
2020-12-28,46.1319
2020-12-29,47.2526
2020-12-30,47.3234
2020-12-31,48.817
2021-01-01,48.817
2021-01-02,48.817
2021-01-03,48.817
2021-01-04,47.3938
2021-01-05,45.2362
2021-01-06,49.9978
2021-01-07,46.1627
2021-01-08,45.9188
2021-01-09,45.9188
2021-01-10,45.9188
2021-01-11,44.3781
2021-01-12,43.9963
2021-01-13,46.6516
2021-01-14,45.3552
2021-01-15,47.9078
2021-01-16,47.9078
2021-01-17,47.9078
2021-01-18,47.9078
2021-01-19,47.0737
2021-01-20,46.9814
2021-01-21,46.339
2021-01-22,45.6462
2021-01-23,45.6462
2021-01-24,45.6462
2021-01-25,47.969
2021-01-26,46.5747
2021-01-27,44.7143
2021-01-28,45.4156
2021-01-29,44.4591
2021-01-30,44.4591
2021-01-31,44.4591
2021-02-01,46.3111
2021-02-02,47.2684
2021-02-03,47.3267
2021-02-04,47.9811
2021-02-05,49.4
2021-02-06,49.4
2021-02-07,49.4
2021-02-08,47.8256
2021-02-09,47.3057
2021-02-10,48.2616
2021-02-11,47.3726
2021-02-12,46.468
2021-02-13,46.468
2021-02-14,46.468
2021-02-15,46.468
2021-02-16,46.1383
2021-02-17,48.6438
2021-02-18,48.6875
2021-02-19,46.8124
2021-02-20,46.8124
2021-02-21,46.8124
2021-02-22,43.623
2021-02-23,45.7081
2021-02-24,41.4553
2021-02-25,41.4226
2021-02-26,36.7609
2021-02-27,36.7609
2021-02-28,36.7609
2021-03-01,41.9143
2021-03-02,44.707
2021-03-03,43.5924
2021-03-04,46.7174
2021-03-05,49.5891
2021-03-06,49.5891
2021-03-07,49.5891
2021-03-08,52.7054
2021-03-09,51.5722
2021-03-10,52.9468
2021-03-11,50.1364
2021-03-12,52.5407
2021-03-13,52.5407
2021-03-14,52.5407
2021-03-15,55.5182
2021-03-16,54.1167
2021-03-17,53.4773
2021-03-18,54.0391
2021-03-19,55.7972
2021-03-20,55.7972
2021-03-21,55.7972
2021-03-22,53.9277
2021-03-23,54.1824
2021-03-24,53.6411
2021-03-25,54.687
2021-03-26,54.5919
2021-03-27,54.5919
2021-03-28,54.5919
2021-03-29,56.486
2021-03-30,55.0911
2021-03-31,56.0865
2021-04-01,56.8096
2021-04-02,56.8096
2021-04-03,56.8096
2021-04-04,56.8096
2021-04-05,58.7058
2021-04-06,59.125
2021-04-07,56.8438
2021-04-08,55.926
2021-04-09,55.82
2021-04-10,55.82
2021-04-11,55.82
2021-04-12,57.1307
2021-04-13,57.9578
2021-04-14,58.7321
2021-04-15,60.2623
2021-04-16,60.9405
2021-04-17,60.9405
2021-04-18,60.9405
2021-04-19,59.3327
2021-04-20,62.0478
2021-04-21,60.1042
2021-04-22,58.4669
2021-04-23,56.976
2021-04-24,56.976
2021-04-25,56.976
2021-04-26,55.8873
2021-04-27,53.2138
2021-04-28,52.1975
2021-04-29,55.7323
2021-04-30,58.8617
2021-05-01,58.8617
2021-05-02,58.8617
2021-05-03,58.5925
2021-05-04,58.7551
2021-05-05,58.4464
2021-05-06,60.2892
2021-05-07,61.109
2021-05-08,61.109
2021-05-09,61.109
2021-05-10,63.608
2021-05-11,61.2974
2021-05-12,54.3178
2021-05-13,57.1732
2021-05-14,58.0916
2021-05-15,58.0916
2021-05-16,58.0916
2021-05-17,56.8107
2021-05-18,56.969
2021-05-19,56.7324
2021-05-20,56.5997
2021-05-21,57.6414
2021-05-22,57.6414
2021-05-23,57.6414
2021-05-24,58.5029
2021-05-25,57.5299
2021-05-26,58.11
2021-05-27,53.128
2021-05-28,53.8015
2021-05-29,53.8015
2021-05-30,53.8015
2021-05-31,53.8015
2021-06-01,53.5143
2021-06-02,55.7515
2021-06-03,58.0839
2021-06-04,58.1867
2021-06-05,58.1867
2021-06-06,58.1867
2021-06-07,58.0884
2021-06-08,57.7604
2021-06-09,58.3223
2021-06-10,60.0804
2021-06-11,58.9023
2021-06-12,58.9023
2021-06-13,58.9023
2021-06-14,59.6465
2021-06-15,59.093
2021-06-16,54.1786
2021-06-17,50.9328
2021-06-18,44.0326
2021-06-19,44.0326
2021-06-20,44.0326
2021-06-21,47.3274
2021-06-22,46.6619
2021-06-23,44.694
2021-06-24,45.4798
2021-06-25,47.8021
2021-06-26,47.8021
2021-06-27,47.8021
2021-06-28,48.0067
2021-06-29,45.5682
2021-06-30,46.7551
2021-07-01,49.034
2021-07-02,48.6845
2021-07-03,48.6845
2021-07-04,48.6845
2021-07-05,48.6845
2021-07-06,49.8555
2021-07-07,50.0417
2021-07-08,48.996
2021-07-09,50.2647
2021-07-10,50.2647
2021-07-11,50.2647
2021-07-12,50.5451
2021-07-13,49.0488
2021-07-14,51.3284
2021-07-15,52.0958
2021-07-16,55.8747
2021-07-17,55.8747
2021-07-18,55.8747
2021-07-19,51.2703
2021-07-20,52.3636
2021-07-21,49.8236
2021-07-22,48.9058
2021-07-23,51.6498
2021-07-24,51.6498
2021-07-25,51.6498
2021-07-26,52.3074
2021-07-27,55.0422
2021-07-28,52.8253
2021-07-29,52.976
2021-07-30,50.8138
2021-07-31,50.8138
2021-08-01,50.8138
2021-08-02,50.0065
2021-08-03,45.799
2021-08-04,41.2085
2021-08-05,43.8583
2021-08-06,45.6153
2021-08-07,45.6153
2021-08-08,45.6153
2021-08-09,45.5818
2021-08-10,45.6025
2021-08-11,45.7518
2021-08-12,44.4357
2021-08-13,44.6838
2021-08-14,44.6838
2021-08-15,44.6838
2021-08-16,45.5073
2021-08-17,45.5306
2021-08-18,45.6268
2021-08-19,45.3987
2021-08-20,45.6033
2021-08-21,45.6033
2021-08-22,45.6033
2021-08-23,42.9987
2021-08-24,40.7818
2021-08-25,40.8641
2021-08-26,38.8537
2021-08-27,40.535
2021-08-28,40.535
2021-08-29,40.535
2021-08-30,39.0182
2021-08-31,40.1761
2021-09-01,42.5962
2021-09-02,43.8773
2021-09-03,41.7106
2021-09-04,41.7106
2021-09-05,41.7106
2021-09-06,41.7106
2021-09-07,39.1202
2021-09-08,40.6455
2021-09-09,39.1943
2021-09-10,37.4811
2021-09-11,37.4811
2021-09-12,37.4811
2021-09-13,39.0131
2021-09-14,37.1306
2021-09-15,37.013
2021-09-16,36.0349
2021-09-17,37.4211
2021-09-18,37.4211
2021-09-19,37.4211
2021-09-20,37.1026
2021-09-21,36.7253
2021-09-22,35.8629
2021-09-23,35.2212
2021-09-24,35.1489
2021-09-25,35.1489
2021-09-26,35.1489
2021-09-27,34.6704
2021-09-28,33.5616
2021-09-29,36.0586
2021-09-30,35.9809
2021-10-01,35.5059
2021-10-02,35.5059
2021-10-03,35.5059
2021-10-04,41.6485
2021-10-05,39.0684
2021-10-06,43.3162
2021-10-07,33.3735
2021-10-08,31.3713
2021-10-09,31.3713
2021-10-10,31.3713
2021-10-11,33.7465
2021-10-12,32.7995
2021-10-13,32.4602
2021-10-14,35.1336
2021-10-15,36.3613
2021-10-16,36.3613
2021-10-17,36.3613
2021-10-18,34.9508
2021-10-19,35.5144
2021-10-20,38.3529
2021-10-21,36.8387
2021-10-22,36.344
2021-10-23,36.344
2021-10-24,36.344
2021-10-25,36.5255
2021-10-26,37.9638
2021-10-27,37.4373
2021-10-28,36.0125
2021-10-29,33.2904
2021-10-30,33.2904
2021-10-31,33.2904
2021-11-01,34.6689
2021-11-02,34.3664
2021-11-03,34.9535
2021-11-04,32.9224
2021-11-05,35.5779
2021-11-06,35.5779
2021-11-07,35.5779
2021-11-08,34.2343
2021-11-09,33.832
2021-11-10,37.0304
2021-11-11,38.9355
2021-11-12,41.0583
2021-11-13,41.0583
2021-11-14,41.0583
2021-11-15,42.7225
2021-11-16,43.2176
2021-11-17,43.5959
2021-11-18,42.7899
2021-11-19,45.5823
2021-11-20,45.5823
2021-11-21,45.5823
2021-11-22,47.8103
2021-11-23,46.1702
2021-11-24,45.4669
2021-11-25,45.4669
2021-11-26,42.493
2021-11-27,42.493
2021-11-28,42.493
2021-11-29,45.0301
2021-11-30,42.6848
2021-12-01,40.9244
2021-12-02,44.4889
2021-12-03,45.8941
2021-12-04,45.8941
2021-12-05,45.8941
2021-12-06,46.4819
2021-12-07,46.7809
2021-12-08,47.0165
2021-12-09,47.1616
2021-12-10,46.2013
2021-12-11,46.2013
2021-12-12,46.2013
2021-12-13,47.9698
2021-12-14,48.6584
2021-12-15,49.4736
2021-12-16,51.1748
2021-12-17,49.9325
2021-12-18,49.9325
2021-12-19,49.9325
2021-12-20,49.6582
2021-12-21,49.6325
2021-12-22,51.8696
2021-12-23,52.7676
2021-12-24,52.7676
2021-12-25,52.7676
2021-12-26,52.7676
2021-12-27,52.7111
2021-12-28,54.7901
2021-12-29,55.1586
2021-12-30,56.6926
2021-12-31,56.9104
2022-01-01,56.9104
2022-01-02,56.9104
2022-01-03,54.3945
2022-01-04,53.9627
2022-01-05,54.4966
2022-01-06,55.2218
2022-01-07,57.0071
2022-01-08,57.0071
2022-01-09,57.0071
2022-01-10,56.4931
2022-01-11,55.2562
2022-01-12,54.7738
2022-01-13,58.2982
2022-01-14,60.2782
2022-01-15,60.2782
2022-01-16,60.2782
2022-01-17,60.2782
2022-01-18,52.4814
2022-01-19,55.2665
2022-01-20,55.3378
2022-01-21,54.4406
2022-01-22,54.4406
2022-01-23,54.4406
2022-01-24,54.3191
2022-01-25,55.1981
2022-01-26,51.5747
2022-01-27,51.9014
2022-01-28,54.3689
2022-01-29,54.3689
2022-01-30,54.3689
2022-01-31,53.2013
2022-02-01,52.0747
2022-02-02,55.3277
2022-02-03,55.707
2022-02-04,54.7768
2022-02-05,54.7768
2022-02-06,54.7768
2022-02-07,55.6486
2022-02-08,55.2811
2022-02-09,56.259
2022-02-10,49.3719
2022-02-11,50.1118
2022-02-12,50.1118
2022-02-13,50.1118
2022-02-14,48.5588
2022-02-15,47.0504
2022-02-16,48.5241
2022-02-17,49.7639
2022-02-18,50.2362
2022-02-19,50.2362
2022-02-20,50.2362
2022-02-21,50.2362
2022-02-22,50.1752
2022-02-23,47.378
2022-02-24,45.7499
2022-02-25,57.701
2022-02-26,57.701
2022-02-27,57.701
2022-02-28,54.5717
2022-03-01,52.03
2022-03-02,53.7934
2022-03-03,58.841
2022-03-04,60.9776
2022-03-05,60.9776
2022-03-06,60.9776
2022-03-07,62.4612
2022-03-08,58.1135
2022-03-09,57.242
2022-03-10,58.9295
2022-03-11,57.7978
2022-03-12,57.7978
2022-03-13,57.7978
2022-03-14,56.625
2022-03-15,57.5346
2022-03-16,58.0623
2022-03-17,58.5401
2022-03-18,55.1641
2022-03-19,55.1641
2022-03-20,55.1641
2022-03-21,57.2965
2022-03-22,55.6489
2022-03-23,56.1856
2022-03-24,56.6507
2022-03-25,60.3518
2022-03-26,60.3518
2022-03-27,60.3518
2022-03-28,61.5827
2022-03-29,62.9339
2022-03-30,63.1414
2022-03-31,63.8027
2022-04-01,65.6971
2022-04-02,65.6971
2022-04-03,65.6971
2022-04-04,64.299
2022-04-05,63.3595
2022-04-06,66.4201
2022-04-07,62.0801
2022-04-08,61.976
2022-04-09,61.976
2022-04-10,61.976
2022-04-11,60.328
2022-04-12,60.3626
2022-04-13,58.0318
2022-04-14,58.4052
2022-04-15,58.4052
2022-04-16,58.4052
2022-04-17,58.4052
2022-04-18,57.3496
2022-04-19,58.6635
2022-04-20,58.9329
2022-04-21,58.7631
2022-04-22,57.1172
2022-04-23,57.1172
2022-04-24,57.1172
2022-04-25,55.6169
2022-04-26,52.0299
2022-04-27,49.6138
2022-04-28,49.8547
2022-04-29,44.3914
2022-04-30,44.3914
2022-05-01,44.3914
2022-05-02,44.4937
2022-05-03,46.9668
2022-05-04,51.5263
2022-05-05,48.4658
2022-05-06,51.2503
2022-05-07,51.2503
2022-05-08,51.2503
2022-05-09,51.5172
2022-05-10,48.1015
2022-05-11,50.3375
2022-05-12,49.6958
2022-05-13,49.4016
2022-05-14,49.4016
2022-05-15,49.4016
2022-05-16,50.4635
2022-05-17,52.1592
2022-05-18,52.1804
2022-05-19,54.2533
2022-05-20,53.718
2022-05-21,53.718
2022-05-22,53.718
2022-05-23,53.4206
2022-05-24,58.1902
2022-05-25,58.5575
2022-05-26,59.5502
2022-05-27,60.2793
2022-05-28,60.2793
2022-05-29,60.2793
2022-05-30,60.2793
2022-05-31,57.4155
2022-06-01,56.8412
2022-06-02,57.1436
2022-06-03,56.8961
2022-06-04,56.8961
2022-06-05,56.8961
2022-06-06,58.1662
2022-06-07,55.7162
2022-06-08,49.2534
2022-06-09,46.7954
2022-06-10,47.5425
2022-06-11,47.5425
2022-06-12,47.5425
2022-06-13,42.7843
2022-06-14,37.8429
2022-06-15,38.2488
2022-06-16,36.9564
2022-06-17,34.8001
2022-06-18,34.8001
2022-06-19,34.8001
2022-06-20,34.8001
2022-06-21,38.0822
2022-06-22,40.3933
2022-06-23,43.8975
2022-06-24,47.3698
2022-06-25,47.3698
2022-06-26,47.3698
2022-06-27,49.2574
2022-06-28,49.9184
2022-06-29,48.4022
2022-06-30,49.9031
2022-07-01,52.6157
2022-07-02,52.6157
2022-07-03,52.6157
2022-07-04,52.6157
2022-07-05,47.4684
2022-07-06,47.8875
2022-07-07,46.951
2022-07-08,46.2254
2022-07-09,46.2254
2022-07-10,46.2254
2022-07-11,47.3477
2022-07-12,46.5603
2022-07-13,44.837
2022-07-14,45.7665
2022-07-15,46.4026
2022-07-16,46.4026
2022-07-17,46.4026
2022-07-18,45.0199
2022-07-19,45.5996
2022-07-20,44.6432
2022-07-21,44.1726
2022-07-22,46.0252
2022-07-23,46.0252
2022-07-24,46.0252
2022-07-25,48.5003
2022-07-26,50.1689
2022-07-27,49.7717
2022-07-28,52.8966
2022-07-29,54.0598
2022-07-30,54.0598
2022-07-31,54.0598
2022-08-01,54.6846
2022-08-02,54.5942
2022-08-03,57.3295
2022-08-04,59.5159
2022-08-05,56.8501
2022-08-06,56.8501
2022-08-07,56.8501
2022-08-08,57.1094
2022-08-09,58.3685
2022-08-10,58.6267
2022-08-11,56.8046
2022-08-12,59.6096
2022-08-13,59.6096
2022-08-14,59.6096
2022-08-15,60.3978
2022-08-16,61.1334
2022-08-17,60.4111
2022-08-18,60.1486
2022-08-19,60.3092
2022-08-20,60.3092
2022-08-21,60.3092
2022-08-22,57.385
2022-08-23,55.8321
2022-08-24,55.1487
2022-08-25,57.2917
2022-08-26,54.4495
2022-08-27,54.4495
2022-08-28,54.4495
2022-08-29,54.9001
2022-08-30,53.0493
2022-08-31,52.9508
2022-09-01,54.2469
2022-09-02,51.6522
2022-09-03,51.6522
2022-09-04,51.6522
2022-09-05,51.6522
2022-09-06,50.7587
2022-09-07,55.4359
2022-09-08,55.3107
2022-09-09,56.1107
2022-09-10,56.1107
2022-09-11,56.1107
2022-09-12,57.542
2022-09-13,51.0419
2022-09-14,51.7778
2022-09-15,48.3414
2022-09-16,47.9504
2022-09-17,47.9504
2022-09-18,47.9504
2022-09-19,50.2714
2022-09-20,47.4234
2022-09-21,46.3409
2022-09-22,46.2219
2022-09-23,43.4684
2022-09-24,43.4684
2022-09-25,43.4684
2022-09-26,40.6645
2022-09-27,38.3909
2022-09-28,40.1699
2022-09-29,36.0936
2022-09-30,33.8895
2022-10-01,33.8895
2022-10-02,33.8895
2022-10-03,37.4045
2022-10-04,39.527
2022-10-05,37.225
2022-10-06,34.1453
2022-10-07,32.2581
2022-10-08,32.2581
2022-10-09,32.2581
2022-10-10,32.7197
2022-10-11,33.479
2022-10-12,31.5609
2022-10-13,36.4547
2022-10-14,36.1409
2022-10-15,36.1409
2022-10-16,36.1409
2022-10-17,37.8226
2022-10-18,41.3311
2022-10-19,40.8541
2022-10-20,39.0416
2022-10-21,41.9531
2022-10-22,41.9531
2022-10-23,41.9531
2022-10-24,42.7481
2022-10-25,44.8907
2022-10-26,45.339
2022-10-27,46.119
2022-10-28,49.3038
2022-10-29,49.3038
2022-10-30,49.3038
2022-10-31,48.9312
2022-11-01,49.9741
2022-11-02,49.0756
2022-11-03,51.2216
2022-11-04,52.8912
2022-11-05,52.8912
2022-11-06,52.8912
2022-11-07,50.9083
2022-11-08,50.6761
2022-11-09,53.3359
2022-11-10,57.476
2022-11-11,55.6854
2022-11-12,55.6854
2022-11-13,55.6854
2022-11-14,54.7841
2022-11-15,58.6419
2022-11-16,57.5625
2022-11-17,55.7506
2022-11-18,57.7251
2022-11-19,57.7251
2022-11-20,57.7251
2022-11-21,59.6657
2022-11-22,60.8588
2022-11-23,61.1466
2022-11-24,61.1466
2022-11-25,61.2875
2022-11-26,61.2875
2022-11-27,61.2875
2022-11-28,61.4059
2022-11-29,60.6383
2022-11-30,63.3868
2022-12-01,62.2677
2022-12-02,62.6871
2022-12-03,62.6871
2022-12-04,62.6871
2022-12-05,62.1069
2022-12-06,62.384
2022-12-07,61.3629
2022-12-08,61.5994
2022-12-09,60.9245
2022-12-10,60.9245
2022-12-11,60.9245
2022-12-12,63.1753
2022-12-13,63.7194
2022-12-14,63.8067
2022-12-15,61.6817
2022-12-16,59.8918
2022-12-17,59.8918
2022-12-18,59.8918
2022-12-19,58.3826
2022-12-20,57.7273
2022-12-21,58.5123
2022-12-22,57.3603
2022-12-23,59.0641
2022-12-24,59.0641
2022-12-25,59.0641
2022-12-26,59.0641
2022-12-27,58.4982
2022-12-28,56.2185
2022-12-29,56.8372
2022-12-30,54.1412
2022-12-31,54.1412
2023-01-01,54.1412
2023-01-02,54.1412
2023-01-03,50.9098
2023-01-04,52.4909
2023-01-05,48.7706
2023-01-06,52.4009
2023-01-07,52.4009
2023-01-08,52.4009
2023-01-09,52.5738
2023-01-10,52.771
2023-01-11,54.3608
2023-01-12,53.7599
2023-01-13,51.8665
2023-01-14,51.8665
2023-01-15,51.8665
2023-01-16,51.8665
2023-01-17,51.2812
2023-01-18,49.6754
2023-01-19,49.2324
2023-01-20,51.832
2023-01-21,51.832
2023-01-22,51.832
2023-01-23,48.3309
2023-01-24,48.9991
2023-01-25,48.331
2023-01-26,48.958
2023-01-27,49.0764
2023-01-28,49.0764
2023-01-29,49.0764
2023-01-30,48.9355
2023-01-31,52.2931
2023-02-01,56.466
2023-02-02,58.7471
2023-02-03,54.2285
2023-02-04,54.2285
2023-02-05,54.2285
2023-02-06,53.6093
2023-02-07,52.1492
2023-02-08,48.5578
2023-02-09,46.2625
2023-02-10,50.3504
2023-02-11,50.3504
2023-02-12,50.3504
2023-02-13,51.4368
2023-02-14,50.2586
2023-02-15,51.41
2023-02-16,50.6364
2023-02-17,52.2825
2023-02-18,52.2825
2023-02-19,52.2825
2023-02-20,52.2825
2023-02-21,50.253
2023-02-22,49.143
2023-02-23,48.6898
2023-02-24,48.6898
2023-02-25,48.6898
2023-02-26,48.6898
2023-02-27,50.317
2023-02-28,49.3631
2023-03-01,48.5004
2023-03-02,52.83
2023-03-03,55.0981
2023-03-04,55.0981
2023-03-05,55.0981
2023-03-06,54.2996
2023-03-07,53.4047
2023-03-08,56.0843
2023-03-09,52.8478
2023-03-10,49.374
2023-03-11,49.374
2023-03-12,49.374
2023-03-13,52.2101
2023-03-14,56.4833
2023-03-15,57.0049
2023-03-16,57.7738
2023-03-17,55.5016
2023-03-18,55.5016
2023-03-19,55.5016
2023-03-20,58.7007
