,BKI US Equity
2023-03-18,39.1749
2023-03-19,39.1749
2023-03-20,39.282
2023-03-21,40.1267
2023-03-22,39.5032
2023-03-23,38.824
2023-03-24,38.2358
2023-03-25,38.2358
2023-03-26,38.2358
2023-03-27,40.1981
2023-03-28,40.9512
2023-03-29,43.4178
2023-03-30,43.7808
2023-03-31,46.6412
2023-04-01,46.6412
2023-04-02,46.6412
2023-04-03,46.7479
2023-04-04,46.0567
2023-04-05,46.0082
2023-04-06,48.7459
2023-04-07,48.7459
2023-04-08,48.7459
2023-04-09,48.7459
2023-04-10,47.4506
2023-04-11,45.093
2023-04-12,41.9582
2023-04-13,44.5056
2023-04-14,44.4608
2023-04-15,44.4608
2023-04-16,44.4608
2023-04-17,45.3721
2023-04-18,45.5166
2023-04-19,45.1951
2023-04-20,43.5781
2023-04-21,43.3593
2023-04-22,43.3593
2023-04-23,43.3593
2023-04-24,42.84
2023-04-25,40.9324
2023-04-26,40.3674
2023-04-27,40.105
2023-04-28,40.9712
2023-04-29,40.9712
2023-04-30,40.9712
2023-05-01,39.7328
2023-05-02,39.388
2023-05-03,37.9286
2023-05-04,39.0958
2023-05-05,40.4851
2023-05-06,40.4851
2023-05-07,40.4851
2023-05-08,39.5012
2023-05-09,40.4855
2023-05-10,43.4912
2023-05-11,42.8955
2023-05-12,40.6465
2023-05-13,40.6465
2023-05-14,40.6465
2023-05-15,40.566
2023-05-16,43.6082
2023-05-17,46.2731
2023-05-18,48.2228
2023-05-19,47.7822
2023-05-20,47.7822
2023-05-21,47.7822
2023-05-22,48.0278
2023-05-23,44.4157
2023-05-24,46.3769
2023-05-25,46.5189
2023-05-26,49.8818
2023-05-27,49.8818
2023-05-28,49.8818
2023-05-29,49.8818
2023-05-30,51.0197
2023-05-31,55.0608
2023-06-01,51.0606
2023-06-02,53.2323
2023-06-03,53.2323
2023-06-04,53.2323
2023-06-05,51.4605
2023-06-06,51.9826
2023-06-07,49.8856
2023-06-08,49.2808
2023-06-09,49.534
2023-06-10,49.534
2023-06-11,49.534
2023-06-12,52.7946
2023-06-13,51.6335
2023-06-14,52.1476
2023-06-15,55.2452
2023-06-16,52.9583
2023-06-17,52.9583
2023-06-18,52.9583
2023-06-19,52.9583
2023-06-20,55.6034
2023-06-21,54.032
2023-06-22,52.4351
2023-06-23,51.3057
2023-06-24,51.3057
2023-06-25,51.3057
2023-06-26,52.1934
2023-06-27,54.07
2023-06-28,57.1986
2023-06-29,59.2363
2023-06-30,58.473
2023-07-01,58.473
2023-07-02,58.473
2023-07-03,58.1559
2023-07-04,58.1559
2023-07-05,55.2619
2023-07-06,55.3986
2023-07-07,59.048
2023-07-08,59.048
2023-07-09,59.048
2023-07-10,59.6297
2023-07-11,61.447
2023-07-12,59.7838
2023-07-13,60.7631
2023-07-14,60.8592
2023-07-15,60.8592
2023-07-16,60.8592
2023-07-17,75.9434
2023-07-18,73.8883
2023-07-19,72.7664
2023-07-20,73.242
2023-07-21,72.6317
2023-07-22,72.6317
2023-07-23,72.6317
2023-07-24,73.1977
2023-07-25,71.1776
2023-07-26,71.2029
2023-07-27,70.8811
2023-07-28,70.1596
2023-07-29,70.1596
2023-07-30,70.1596
2023-07-31,70.8162
2023-08-01,70.7476
2023-08-02,69.701
2023-08-03,70.6444
2023-08-04,71.8946
2023-08-05,71.8946
2023-08-06,71.8946
2023-08-07,75.4501
2023-08-08,75.7278
2023-08-09,75.7731
2023-08-10,75.7731
2023-08-11,75.5842
2023-08-12,75.5842
2023-08-13,75.5842
2023-08-14,75.8335
2023-08-15,74.6895
2023-08-16,74.6493
2023-08-17,74.2362
2023-08-18,74.2362
2023-08-19,74.2362
2023-08-20,74.2362
2023-08-21,74.1484
2023-08-22,74.2273
2023-08-23,73.7156
2023-08-24,74.5727
2023-08-25,74.1877
2023-08-26,74.1877
2023-08-27,74.1877
2023-08-28,75.5739
2023-08-29,75.7168
2023-08-30,75.8467
2023-08-31,75.7419
2023-09-01,75.7419
2023-09-02,75.7419
2023-09-03,75.7419
2023-09-04,75.7419
2023-09-05,75.7419
2023-09-06,75.7419
2023-09-07,75.7419
2023-09-08,75.7419
2023-09-09,75.7419
2023-09-10,75.7419
2023-09-11,75.7419
2023-09-12,75.7419
2023-09-13,75.7419
2023-09-14,75.7419
2023-09-15,75.7419
2023-09-16,75.7419
2023-09-17,75.7419
2023-09-18,75.7419
2023-09-19,75.7419
2023-09-20,75.7419
2023-09-21,75.7419
2023-09-22,75.7419
2023-09-23,75.7419
2023-09-24,75.7419
2023-09-25,75.7419
2023-09-26,75.7419
2023-09-27,75.7419
2023-09-28,75.7419
2023-09-29,75.7419
2023-09-30,75.7419
2023-10-01,75.7419
2023-10-02,75.7419
2023-10-03,75.7419
2023-10-04,75.7419
2023-10-05,75.7419
2023-10-06,75.7419
2023-10-07,75.7419
2023-10-08,75.7419
2023-10-09,75.7419
2023-10-10,75.7419
2023-10-11,75.7419
2023-10-12,75.7419
2023-10-13,75.7419
2023-10-14,75.7419
2023-10-15,75.7419
2023-10-16,75.7419
2023-10-17,75.7419
2023-10-18,75.7419
2023-10-19,75.7419
2023-10-20,75.7419
2023-10-21,75.7419
2023-10-22,75.7419
2023-10-23,75.7419
2023-10-24,75.7419
2023-10-25,75.7419
2023-10-26,75.7419
2023-10-27,75.7419
2023-10-28,75.7419
2023-10-29,75.7419
2023-10-30,75.7419
2023-10-31,75.7419
2023-11-01,75.7419
2023-11-02,75.7419
2023-11-03,75.7419
2023-11-04,75.7419
2023-11-05,75.7419
2023-11-06,75.7419
2023-11-07,75.7419
2023-11-08,75.7419
2023-11-09,75.7419
2023-11-10,75.7419
2023-11-11,75.7419
2023-11-12,75.7419
2023-11-13,75.7419
2023-11-14,75.7419
2023-11-15,75.7419
2023-11-16,75.7419
2023-11-17,75.7419
2023-11-18,75.7419
2023-11-19,75.7419
2023-11-20,75.7419
2023-11-21,75.7419
2023-11-22,75.7419
2023-11-23,75.7419
2023-11-24,75.7419
2023-11-25,75.7419
2023-11-26,75.7419
2023-11-27,75.7419
2023-11-28,75.7419
2023-11-29,75.7419
2023-11-30,75.7419
2023-12-01,75.7419
2023-12-02,75.7419
2023-12-03,75.7419
2023-12-04,75.7419
2023-12-05,75.7419
2023-12-06,75.7419
2023-12-07,75.7419
2023-12-08,75.7419
2023-12-09,75.7419
2023-12-10,75.7419
2023-12-11,75.7419
2023-12-12,75.7419
2023-12-13,75.7419
2023-12-14,75.7419
2023-12-15,75.7419
2023-12-16,75.7419
2023-12-17,75.7419
2023-12-18,75.7419
2023-12-19,75.7419
2023-12-20,75.7419
2023-12-21,75.7419
2023-12-22,75.7419
2023-12-23,75.7419
2023-12-24,75.7419
2023-12-25,75.7419
2023-12-26,75.7419
2023-12-27,75.7419
2023-12-28,75.7419
2023-12-29,75.7419
2023-12-30,75.7419
2023-12-31,75.7419
2024-01-01,75.7419
2024-01-02,75.7419
2024-01-03,75.7419
2024-01-04,75.7419
2024-01-05,75.7419
2024-01-06,75.7419
2024-01-07,75.7419
2024-01-08,75.7419
2024-01-09,75.7419
2024-01-10,75.7419
2024-01-11,75.7419
2024-01-12,75.7419
2024-01-13,75.7419
2024-01-14,75.7419
2024-01-15,75.7419
2024-01-16,75.7419
2024-01-17,75.7419
2024-01-18,75.7419
2024-01-19,75.7419
2024-01-20,75.7419
2024-01-21,75.7419
2024-01-22,75.7419
2024-01-23,75.7419
2024-01-24,75.7419
2024-01-25,75.7419
2024-01-26,75.7419
2024-01-27,75.7419
2024-01-28,75.7419
2024-01-29,75.7419
2024-01-30,75.7419
2024-01-31,75.7419
2024-02-01,75.7419
2024-02-02,75.7419
2024-02-03,75.7419
2024-02-04,75.7419
2024-02-05,75.7419
2024-02-06,75.7419
2024-02-07,75.7419
2024-02-08,75.7419
2024-02-09,75.7419
2024-02-10,75.7419
2024-02-11,75.7419
2024-02-12,75.7419
2024-02-13,75.7419
2024-02-14,75.7419
2024-02-15,75.7419
2024-02-16,75.7419
2024-02-17,75.7419
2024-02-18,75.7419
2024-02-19,75.7419
2024-02-20,75.7419
2024-02-21,75.7419
2024-02-22,75.7419
2024-02-23,75.7419
2024-02-24,75.7419
2024-02-25,75.7419
2024-02-26,75.7419
2024-02-27,75.7419
2024-02-28,75.7419
2024-02-29,75.7419
2024-03-01,75.7419
2024-03-02,75.7419
2024-03-03,75.7419
2024-03-04,75.7419
2024-03-05,75.7419
2024-03-06,75.7419
2024-03-07,75.7419
2024-03-08,75.7419
2024-03-09,75.7419
2024-03-10,75.7419
2024-03-11,75.7419
2024-03-12,75.7419
2024-03-13,75.7419
2024-03-14,75.7419
2024-03-15,75.7419
2024-03-16,75.7419
2024-03-17,75.7419
2024-03-18,75.7419
2024-03-19,75.7419
2024-03-20,75.7419
2024-03-21,75.7419
2024-03-22,75.7419
2024-03-23,75.7419
2024-03-24,75.7419
2024-03-25,75.7419
2024-03-26,75.7419
2024-03-27,75.7419
2024-03-28,75.7419
2024-03-29,75.7419
2024-03-30,75.7419
2024-03-31,75.7419
2024-04-01,75.7419
2024-04-02,75.7419
2024-04-03,75.7419
2024-04-04,75.7419
2024-04-05,75.7419
2024-04-06,75.7419
2024-04-07,75.7419
2024-04-08,75.7419
