,WBS US Equity
2020-08-01,49.5901
2020-08-02,49.5901
2020-08-03,49.9305
2020-08-04,49.3961
2020-08-05,51.5247
2020-08-06,49.8278
2020-08-07,52.1292
2020-08-08,52.1292
2020-08-09,52.1292
2020-08-10,53.2472
2020-08-11,54.2658
2020-08-12,53.4491
2020-08-13,52.67
2020-08-14,54.3194
2020-08-15,54.3194
2020-08-16,54.3194
2020-08-17,53.8078
2020-08-18,50.9925
2020-08-19,51.3219
2020-08-20,50.1328
2020-08-21,49.6608
2020-08-22,49.6608
2020-08-23,49.6608
2020-08-24,52.2299
2020-08-25,52.2894
2020-08-26,50.9118
2020-08-27,51.7673
2020-08-28,51.0932
2020-08-29,51.0932
2020-08-30,51.0932
2020-08-31,49.558
2020-09-01,49.38
2020-09-02,50.1668
2020-09-03,50.7951
2020-09-04,53.7864
2020-09-05,53.7864
2020-09-06,53.7864
2020-09-07,53.7864
2020-09-08,49.5537
2020-09-09,48.9407
2020-09-10,47.8688
2020-09-11,48.4174
2020-09-12,48.4174
2020-09-13,48.4174
2020-09-14,49.8649
2020-09-15,48.503
2020-09-16,49.0399
2020-09-17,49.8027
2020-09-18,49.5798
2020-09-19,49.5798
2020-09-20,49.5798
2020-09-21,44.9337
2020-09-22,43.2443
2020-09-23,41.9745
2020-09-24,42.6383
2020-09-25,43.9645
2020-09-26,43.9645
2020-09-27,43.9645
2020-09-28,46.3183
2020-09-29,46.3713
2020-09-30,48.3989
2020-10-01,48.3498
2020-10-02,50.8033
2020-10-03,50.8033
2020-10-04,50.8033
2020-10-05,54.1695
2020-10-06,53.8207
2020-10-07,55.4196
2020-10-08,57.046
2020-10-09,57.2205
2020-10-10,57.2205
2020-10-11,57.2205
2020-10-12,58.2515
2020-10-13,54.5478
2020-10-14,53.1814
2020-10-15,53.2057
2020-10-16,53.0635
2020-10-17,53.0635
2020-10-18,53.0635
2020-10-19,51.5529
2020-10-20,53.2918
2020-10-21,54.6489
2020-10-22,61.7045
2020-10-23,63.3953
2020-10-24,63.3953
2020-10-25,63.3953
2020-10-26,60.7379
2020-10-27,56.0382
2020-10-28,55.0369
2020-10-29,57.3431
2020-10-30,58.0471
2020-10-31,58.0471
2020-11-01,58.0471
2020-11-02,59.7732
2020-11-03,60.8483
2020-11-04,53.9828
2020-11-05,57.8181
2020-11-06,56.0209
2020-11-07,56.0209
2020-11-08,56.0209
2020-11-09,64.7562
2020-11-10,65.7051
2020-11-11,62.1185
2020-11-12,60.5105
2020-11-13,62.0476
2020-11-14,62.0476
2020-11-15,62.0476
2020-11-16,63.5051
2020-11-17,63.2955
2020-11-18,62.9517
2020-11-19,63.5155
2020-11-20,61.5768
2020-11-21,61.5768
2020-11-22,61.5768
2020-11-23,62.5837
2020-11-24,64.2999
2020-11-25,64.1854
2020-11-26,64.1854
2020-11-27,63.3683
2020-11-28,63.3683
2020-11-29,63.3683
2020-11-30,59.1612
2020-12-01,60.6622
2020-12-02,61.877
2020-12-03,62.2199
2020-12-04,63.3122
2020-12-05,63.3122
2020-12-06,63.3122
2020-12-07,62.5637
2020-12-08,62.373
2020-12-09,61.9336
2020-12-10,62.1634
2020-12-11,63.1752
2020-12-12,63.1752
2020-12-13,63.1752
2020-12-14,63.7525
2020-12-15,66.0425
2020-12-16,66.1405
2020-12-17,64.2491
2020-12-18,62.455
2020-12-19,62.455
2020-12-20,62.455
2020-12-21,62.7918
2020-12-22,60.4923
2020-12-23,63.3649
2020-12-24,62.7025
2020-12-25,62.7025
2020-12-26,62.7025
2020-12-27,62.7025
2020-12-28,62.7187
2020-12-29,60.2397
2020-12-30,60.9853
2020-12-31,61.0381
2021-01-01,61.0381
2021-01-02,61.0381
2021-01-03,61.0381
2021-01-04,60.4186
2021-01-05,61.2869
2021-01-06,66.9655
2021-01-07,68.3677
2021-01-08,69.3135
2021-01-09,69.3135
2021-01-10,69.3135
2021-01-11,70.1606
2021-01-12,72.1656
2021-01-13,72.7485
2021-01-14,74.4813
2021-01-15,72.549
2021-01-16,72.549
2021-01-17,72.549
2021-01-18,72.549
2021-01-19,73.0423
2021-01-20,72.4141
2021-01-21,64.9317
2021-01-22,66.9819
2021-01-23,66.9819
2021-01-24,66.9819
2021-01-25,67.2948
2021-01-26,65.8738
2021-01-27,60.0323
2021-01-28,59.8084
2021-01-29,57.4155
2021-01-30,57.4155
2021-01-31,57.4155
2021-02-01,59.138
2021-02-02,59.7052
2021-02-03,59.5665
2021-02-04,61.8868
2021-02-05,61.7421
2021-02-06,61.7421
2021-02-07,61.7421
2021-02-08,63.6756
2021-02-09,64.4559
2021-02-10,62.634
2021-02-11,60.9507
2021-02-12,61.3771
2021-02-13,61.3771
2021-02-14,61.3771
2021-02-15,61.3771
2021-02-16,62.5368
2021-02-17,62.5368
2021-02-18,58.9771
2021-02-19,63.019
2021-02-20,63.019
2021-02-21,63.019
2021-02-22,66.3672
2021-02-23,67.3384
2021-02-24,69.6502
2021-02-25,66.6824
2021-02-26,65.0859
2021-02-27,65.0859
2021-02-28,65.0859
2021-03-01,67.5548
2021-03-02,67.3457
2021-03-03,67.5994
2021-03-04,65.4478
2021-03-05,68.4489
2021-03-06,68.4489
2021-03-07,68.4489
2021-03-08,69.9049
2021-03-09,67.3112
2021-03-10,68.6834
2021-03-11,68.4071
2021-03-12,70.1368
2021-03-13,70.1368
2021-03-14,70.1368
2021-03-15,66.634
2021-03-16,65.3275
2021-03-17,66.8515
2021-03-18,65.0464
2021-03-19,63.6331
2021-03-20,63.6331
2021-03-21,63.6331
2021-03-22,59.3858
2021-03-23,55.312
2021-03-24,54.2971
2021-03-25,56.8513
2021-03-26,57.8447
2021-03-27,57.8447
2021-03-28,57.8447
2021-03-29,53.7008
2021-03-30,55.2564
2021-03-31,53.0719
2021-04-01,54.5853
2021-04-02,54.5853
2021-04-03,54.5853
2021-04-04,54.5853
2021-04-05,53.546
2021-04-06,54.055
2021-04-07,54.228
2021-04-08,54.0351
2021-04-09,54.7764
2021-04-10,54.7764
2021-04-11,54.7764
2021-04-12,55.384
2021-04-13,52.175
2021-04-14,55.0232
2021-04-15,53.9044
2021-04-16,55.4943
2021-04-17,55.4943
2021-04-18,55.4943
2021-04-19,50.0529
2021-04-20,45.0615
2021-04-21,45.7687
2021-04-22,45.2068
2021-04-23,49.3989
2021-04-24,49.3989
2021-04-25,49.3989
2021-04-26,50.0197
2021-04-27,50.9463
2021-04-28,50.6579
2021-04-29,50.8398
2021-04-30,48.66
2021-05-01,48.66
2021-05-02,48.66
2021-05-03,48.8049
2021-05-04,52.0649
2021-05-05,53.119
2021-05-06,53.3878
2021-05-07,53.814
2021-05-08,53.814
2021-05-09,53.814
2021-05-10,52.85
2021-05-11,52.5972
2021-05-12,49.0448
2021-05-13,52.614
2021-05-14,54.0893
2021-05-15,54.0893
2021-05-16,54.0893
2021-05-17,55.9703
2021-05-18,54.914
2021-05-19,55.1957
2021-05-20,54.0376
2021-05-21,54.9532
2021-05-22,54.9532
2021-05-23,54.9532
2021-05-24,53.7883
2021-05-25,50.5521
2021-05-26,52.6056
2021-05-27,54.543
2021-05-28,53.5111
2021-05-29,53.5111
2021-05-30,53.5111
2021-05-31,53.5111
2021-06-01,55.2918
2021-06-02,53.6071
2021-06-03,53.6389
2021-06-04,53.0564
2021-06-05,53.0564
2021-06-06,53.0564
2021-06-07,54.1042
2021-06-08,55.2043
2021-06-09,53.8492
2021-06-10,53.1153
2021-06-11,53.505
2021-06-12,53.505
2021-06-13,53.505
2021-06-14,50.337
2021-06-15,51.8572
2021-06-16,53.8131
2021-06-17,46.8272
2021-06-18,44.564
2021-06-19,44.564
2021-06-20,44.564
2021-06-21,49.0282
2021-06-22,48.7636
2021-06-23,49.4279
2021-06-24,50.9254
2021-06-25,53.1791
2021-06-26,53.1791
2021-06-27,53.1791
2021-06-28,49.2672
2021-06-29,48.0434
2021-06-30,47.0609
2021-07-01,48.7135
2021-07-02,47.0409
2021-07-03,47.0409
2021-07-04,47.0409
2021-07-05,47.0409
2021-07-06,44.1223
2021-07-07,43.1936
2021-07-08,41.2016
2021-07-09,45.3139
2021-07-10,45.3139
2021-07-11,45.3139
2021-07-12,45.4465
2021-07-13,43.3521
2021-07-14,42.7957
2021-07-15,43.404
2021-07-16,40.8155
2021-07-17,40.8155
2021-07-18,40.8155
2021-07-19,38.5238
2021-07-20,41.0424
2021-07-21,42.6
2021-07-22,41.3431
2021-07-23,42.3212
2021-07-24,42.3212
2021-07-25,42.3212
2021-07-26,42.8588
2021-07-27,42.1409
2021-07-28,43.1446
2021-07-29,43.5759
2021-07-30,43.149
2021-07-31,43.149
2021-08-01,43.149
2021-08-02,42.892
2021-08-03,44.9662
2021-08-04,44.5637
2021-08-05,45.867
2021-08-06,49.2292
2021-08-07,49.2292
2021-08-08,49.2292
2021-08-09,49.2845
2021-08-10,50.7262
2021-08-11,51.3498
2021-08-12,50.4752
2021-08-13,48.7753
2021-08-14,48.7753
2021-08-15,48.7753
2021-08-16,48.9551
2021-08-17,46.2491
2021-08-18,45.6549
2021-08-19,42.9888
2021-08-20,45.9166
2021-08-21,45.9166
2021-08-22,45.9166
2021-08-23,46.978
2021-08-24,48.6228
2021-08-25,49.4342
2021-08-26,47.8147
2021-08-27,51.4715
2021-08-28,51.4715
2021-08-29,51.4715
2021-08-30,48.689
2021-08-31,49.6713
2021-09-01,48.5075
2021-09-02,48.9591
2021-09-03,48.1985
2021-09-04,48.1985
2021-09-05,48.1985
2021-09-06,48.1985
2021-09-07,47.7382
2021-09-08,46.2347
2021-09-09,47.3635
2021-09-10,46.1867
2021-09-11,46.1867
2021-09-12,46.1867
2021-09-13,47.8991
2021-09-14,45.5171
2021-09-15,48.0598
2021-09-16,47.5732
2021-09-17,46.8277
2021-09-18,46.8277
2021-09-19,46.8277
2021-09-20,43.6611
2021-09-21,44.3933
2021-09-22,46.807
2021-09-23,51.8154
2021-09-24,53.2012
2021-09-25,53.2012
2021-09-26,53.2012
2021-09-27,57.7793
2021-09-28,57.0086
2021-09-29,57.888
2021-09-30,57.5618
2021-10-01,60.0611
2021-10-02,60.0611
2021-10-03,60.0611
2021-10-04,60.4057
2021-10-05,60.3589
2021-10-06,59.1953
2021-10-07,60.2154
2021-10-08,60.3456
2021-10-09,60.3456
2021-10-10,60.3456
2021-10-11,59.144
2021-10-12,60.019
2021-10-13,59.682
2021-10-14,61.0568
2021-10-15,60.4896
2021-10-16,60.4896
2021-10-17,60.4896
2021-10-18,60.6157
2021-10-19,60.6157
2021-10-20,63.4028
2021-10-21,60.1564
2021-10-22,61.3664
2021-10-23,61.3664
2021-10-24,61.3664
2021-10-25,62.476
2021-10-26,59.7044
2021-10-27,53.4276
2021-10-28,55.4163
2021-10-29,54.7029
2021-10-30,54.7029
2021-10-31,54.7029
2021-11-01,58.6794
2021-11-02,57.0825
2021-11-03,59.8508
2021-11-04,56.7795
2021-11-05,58.189
2021-11-06,58.189
2021-11-07,58.189
2021-11-08,58.2704
2021-11-09,58.5046
2021-11-10,58.0473
2021-11-11,58.4365
2021-11-12,57.8061
2021-11-13,57.8061
2021-11-14,57.8061
2021-11-15,58.6007
2021-11-16,59.2106
2021-11-17,57.692
2021-11-18,56.8975
2021-11-19,53.9754
2021-11-20,53.9754
2021-11-21,53.9754
2021-11-22,55.7291
2021-11-23,59.1223
2021-11-24,57.7411
2021-11-25,57.7411
2021-11-26,50.1156
2021-11-27,50.1156
2021-11-28,50.1156
2021-11-29,49.1479
2021-11-30,46.6023
2021-12-01,44.3332
2021-12-02,48.6009
2021-12-03,46.0562
2021-12-04,46.0562
2021-12-05,46.0562
2021-12-06,49.394
2021-12-07,48.8351
2021-12-08,47.9409
2021-12-09,47.8876
2021-12-10,48.2254
2021-12-11,48.2254
2021-12-12,48.2254
2021-12-13,44.6663
2021-12-14,45.6522
2021-12-15,46.656
2021-12-16,47.616
2021-12-17,45.182
2021-12-18,45.182
2021-12-19,45.182
2021-12-20,44.0182
2021-12-21,48.48
2021-12-22,49.8459
2021-12-23,50.9695
2021-12-24,50.9695
2021-12-25,50.9695
2021-12-26,50.9695
2021-12-27,52.6255
2021-12-28,52.5656
2021-12-29,53.55
2021-12-30,52.3838
2021-12-31,51.7386
2022-01-01,51.7386
2022-01-02,51.7386
2022-01-03,55.2687
2022-01-04,58.1547
2022-01-05,57.802
2022-01-06,61.5833
2022-01-07,63.3432
2022-01-08,63.3432
2022-01-09,63.3432
2022-01-10,64.1022
2022-01-11,64.8804
2022-01-12,62.1621
2022-01-13,62.3156
2022-01-14,63.5537
2022-01-15,63.5537
2022-01-16,63.5537
2022-01-17,63.5537
2022-01-18,61.8301
2022-01-19,57.3964
2022-01-20,57.1433
2022-01-21,55.4774
2022-01-22,55.4774
2022-01-23,55.4774
2022-01-24,54.2959
2022-01-25,55.1114
2022-01-26,54.2381
2022-01-27,51.8387
2022-01-28,52.4816
2022-01-29,52.4816
2022-01-30,52.4816
2022-01-31,48.5569
2022-02-01,54.6093
2022-02-02,52.9922
2022-02-03,52.6732
2022-02-04,55.2468
2022-02-05,55.2468
2022-02-06,55.2468
2022-02-07,54.1601
2022-02-08,56.886
2022-02-09,56.3284
2022-02-10,56.8287
2022-02-11,55.2332
2022-02-12,55.2332
2022-02-13,55.2332
2022-02-14,55.11
2022-02-15,57.371
2022-02-16,56.1831
2022-02-17,52.5641
2022-02-18,51.6464
2022-02-19,51.6464
2022-02-20,51.6464
2022-02-21,51.6464
2022-02-22,51.3757
2022-02-23,49.7573
2022-02-24,45.9431
2022-02-25,51.8808
2022-02-26,51.8808
2022-02-27,51.8808
2022-02-28,52.3684
2022-03-01,45.445
2022-03-02,50.0657
2022-03-03,49.4924
2022-03-04,46.0515
2022-03-05,46.0515
2022-03-06,46.0515
2022-03-07,41.4905
2022-03-08,41.9335
2022-03-09,45.2712
2022-03-10,45.5238
2022-03-11,46.397
2022-03-12,46.397
2022-03-13,46.397
2022-03-14,49.2276
2022-03-15,49.5526
2022-03-16,51.7213
2022-03-17,49.6546
2022-03-18,49.7116
2022-03-19,49.7116
2022-03-20,49.7116
2022-03-21,49.8729
2022-03-22,51.7925
2022-03-23,48.9013
2022-03-24,49.8279
2022-03-25,52.474
2022-03-26,52.474
2022-03-27,52.474
2022-03-28,51.5417
2022-03-29,52.1096
2022-03-30,49.4564
2022-03-31,47.2489
2022-04-01,46.6182
2022-04-02,46.6182
2022-04-03,46.6182
2022-04-04,45.0757
2022-04-05,43.4326
2022-04-06,42.0118
2022-04-07,39.705
2022-04-08,39.4853
2022-04-09,39.4853
2022-04-10,39.4853
2022-04-11,39.9196
2022-04-12,39.0853
2022-04-13,41.0078
2022-04-14,40.8411
2022-04-15,40.8411
2022-04-16,40.8411
2022-04-17,40.8411
2022-04-18,41.4471
2022-04-19,44.1827
2022-04-20,45.4127
2022-04-21,43.8342
2022-04-22,41.4288
2022-04-23,41.4288
2022-04-24,41.4288
2022-04-25,41.4021
2022-04-26,39.33
2022-04-27,39.6661
2022-04-28,44.4764
2022-04-29,42.761
2022-04-30,42.761
2022-05-01,42.761
2022-05-02,42.7474
2022-05-03,43.8592
2022-05-04,45.4661
2022-05-05,42.5726
2022-05-06,40.8677
2022-05-07,40.8677
2022-05-08,40.8677
2022-05-09,39.6113
2022-05-10,39.2799
2022-05-11,38.2148
2022-05-12,39.0389
2022-05-13,40.6559
2022-05-14,40.6559
2022-05-15,40.6559
2022-05-16,39.8938
2022-05-17,43.8161
2022-05-18,41.0715
2022-05-19,39.9874
2022-05-20,40.6788
2022-05-21,40.6788
2022-05-22,40.6788
2022-05-23,42.4996
2022-05-24,41.0965
2022-05-25,42.3372
2022-05-26,44.7086
2022-05-27,46.6841
2022-05-28,46.6841
2022-05-29,46.6841
2022-05-30,46.6841
2022-05-31,47.2795
2022-06-01,46.1328
2022-06-02,49.7217
2022-06-03,49.4182
2022-06-04,49.4182
2022-06-05,49.4182
2022-06-06,49.0397
2022-06-07,50.3626
2022-06-08,48.6843
2022-06-09,46.0443
2022-06-10,43.0773
2022-06-11,43.0773
2022-06-12,43.0773
2022-06-13,40.4112
2022-06-14,41.7894
2022-06-15,41.9654
2022-06-16,38.6601
2022-06-17,39.3431
2022-06-18,39.3431
2022-06-19,39.3431
2022-06-20,39.3431
2022-06-21,41.254
2022-06-22,41.0172
2022-06-23,39.5002
2022-06-24,43.728
2022-06-25,43.728
2022-06-26,43.728
2022-06-27,42.741
2022-06-28,42.7604
2022-06-29,41.6667
2022-06-30,39.8397
2022-07-01,40.9118
2022-07-02,40.9118
2022-07-03,40.9118
2022-07-04,40.9118
2022-07-05,41.1829
2022-07-06,40.2426
2022-07-07,42.9582
2022-07-08,42.7867
2022-07-09,42.7867
2022-07-10,42.7867
2022-07-11,41.9364
2022-07-12,42.9357
2022-07-13,41.9612
2022-07-14,40.5644
2022-07-15,44.8184
2022-07-16,44.8184
2022-07-17,44.8184
2022-07-18,45.1892
2022-07-19,48.0198
2022-07-20,49.9539
2022-07-21,48.9562
2022-07-22,47.573
2022-07-23,47.573
2022-07-24,47.573
2022-07-25,48.9665
2022-07-26,47.8727
2022-07-27,49.5139
2022-07-28,49.4363
2022-07-29,50.4013
2022-07-30,50.4013
2022-07-31,50.4013
2022-08-01,50.6877
2022-08-02,48.3364
2022-08-03,50.2424
2022-08-04,49.4951
2022-08-05,51.5255
2022-08-06,51.5255
2022-08-07,51.5255
2022-08-08,50.7078
2022-08-09,50.9409
2022-08-10,54.4464
2022-08-11,56.0247
2022-08-12,57.651
2022-08-13,57.651
2022-08-14,57.651
2022-08-15,57.3099
2022-08-16,58.2944
2022-08-17,56.9361
2022-08-18,57.3926
2022-08-19,55.4177
2022-08-20,55.4177
2022-08-21,55.4177
2022-08-22,52.3141
2022-08-23,52.8188
2022-08-24,52.3886
2022-08-25,54.4154
2022-08-26,52.5401
2022-08-27,52.5401
2022-08-28,52.5401
2022-08-29,51.0509
2022-08-30,50.5103
2022-08-31,50.1994
2022-09-01,49.2113
2022-09-02,47.2629
2022-09-03,47.2629
2022-09-04,47.2629
2022-09-05,47.2629
2022-09-06,45.4465
2022-09-07,48.6001
2022-09-08,52.0417
2022-09-09,53.7503
2022-09-10,53.7503
2022-09-11,53.7503
2022-09-12,54.9539
2022-09-13,51.3545
2022-09-14,51.8301
2022-09-15,51.5457
2022-09-16,49.196
2022-09-17,49.196
2022-09-18,49.196
2022-09-19,51.0914
2022-09-20,50.3885
2022-09-21,49.4731
2022-09-22,47.5046
2022-09-23,45.5637
2022-09-24,45.5637
2022-09-25,45.5637
2022-09-26,45.8722
2022-09-27,44.672
2022-09-28,48.0708
2022-09-29,46.2584
2022-09-30,46.3095
2022-10-01,46.3095
2022-10-02,46.3095
2022-10-03,49.3473
2022-10-04,54.4402
2022-10-05,53.3915
2022-10-06,52.3715
2022-10-07,49.6127
2022-10-08,49.6127
2022-10-09,49.6127
2022-10-10,49.1917
2022-10-11,48.1682
2022-10-12,47.392
2022-10-13,52.5247
2022-10-14,52.0388
2022-10-15,52.0388
2022-10-16,52.0388
2022-10-17,54.2687
2022-10-18,55.7601
2022-10-19,53.3598
2022-10-20,55.3101
2022-10-21,57.8058
2022-10-22,57.8058
2022-10-23,57.8058
2022-10-24,60.1428
2022-10-25,61.1892
2022-10-26,60.9822
2022-10-27,61.4544
2022-10-28,62.8977
2022-10-29,62.8977
2022-10-30,62.8977
2022-10-31,63.4189
2022-11-01,63.9429
2022-11-02,58.7472
2022-11-03,58.8748
2022-11-04,61.9706
2022-11-05,61.9706
2022-11-06,61.9706
2022-11-07,62.6727
2022-11-08,63.4997
2022-11-09,60.5088
2022-11-10,62.8767
2022-11-11,57.7749
2022-11-12,57.7749
2022-11-13,57.7749
2022-11-14,57.0739
2022-11-15,57.1992
2022-11-16,55.3826
2022-11-17,54.5572
2022-11-18,55.7274
2022-11-19,55.7274
2022-11-20,55.7274
2022-11-21,56.6135
2022-11-22,58.0486
2022-11-23,56.3488
2022-11-24,56.3488
2022-11-25,57.1812
2022-11-26,57.1812
2022-11-27,57.1812
2022-11-28,55.0108
2022-11-29,56.3462
2022-11-30,58.1492
2022-12-01,56.5554
2022-12-02,56.7925
2022-12-03,56.7925
2022-12-04,56.7925
2022-12-05,47.7591
2022-12-06,44.3634
2022-12-07,44.5379
2022-12-08,43.4626
2022-12-09,43.092
2022-12-10,43.092
2022-12-11,43.092
2022-12-12,43.6833
2022-12-13,40.8389
2022-12-14,39.732
2022-12-15,38.4917
2022-12-16,38.7485
2022-12-17,38.7485
2022-12-18,38.7485
2022-12-19,40.9429
2022-12-20,42.1397
2022-12-21,42.9864
2022-12-22,43.1887
2022-12-23,44.3883
2022-12-24,44.3883
2022-12-25,44.3883
2022-12-26,44.3883
2022-12-27,44.3883
2022-12-28,43.4892
2022-12-29,45.6858
2022-12-30,46.2329
2022-12-31,46.2329
2023-01-01,46.2329
2023-01-02,46.2329
2023-01-03,45.1138
2023-01-04,45.0912
2023-01-05,44.4014
2023-01-06,48.0463
2023-01-07,48.0463
2023-01-08,48.0463
2023-01-09,46.8285
2023-01-10,47.1545
2023-01-11,47.4047
2023-01-12,50.0678
2023-01-13,48.6886
2023-01-14,48.6886
2023-01-15,48.6886
2023-01-16,48.6886
2023-01-17,47.8397
2023-01-18,42.5184
2023-01-19,42.0117
2023-01-20,45.8498
2023-01-21,45.8498
2023-01-22,45.8498
2023-01-23,48.2383
2023-01-24,46.9932
2023-01-25,47.9708
2023-01-26,56.4719
2023-01-27,55.626
2023-01-28,55.626
2023-01-29,55.626
2023-01-30,54.2099
2023-01-31,58.6406
2023-02-01,60.5179
2023-02-02,61.7774
2023-02-03,63.1553
2023-02-04,63.1553
2023-02-05,63.1553
2023-02-06,63.2162
2023-02-07,64.017
2023-02-08,63.0074
2023-02-09,60.7312
2023-02-10,61.1581
2023-02-11,61.1581
2023-02-12,61.1581
2023-02-13,62.6696
2023-02-14,61.4331
2023-02-15,61.1005
2023-02-16,61.5314
2023-02-17,60.7197
2023-02-18,60.7197
2023-02-19,60.7197
2023-02-20,60.7197
2023-02-21,57.5503
2023-02-22,56.7369
2023-02-23,56.3797
2023-02-24,56.1546
2023-02-25,56.1546
2023-02-26,56.1546
2023-02-27,56.0101
2023-02-28,55.5368
2023-03-01,52.7145
2023-03-02,52.2659
2023-03-03,52.4751
2023-03-04,52.4751
2023-03-05,52.4751
2023-03-06,51.1419
2023-03-07,46.9567
2023-03-08,45.1439
2023-03-09,37.0462
2023-03-10,33.6259
2023-03-11,33.6259
2023-03-12,33.6259
2023-03-13,27.2108
2023-03-14,32.3061
2023-03-15,30.71
2023-03-16,36.3686
2023-03-17,33.6359
2023-03-18,33.6359
2023-03-19,33.6359
2023-03-20,35.4549
