,TPR US Equity
2021-06-10,47.8949
2021-06-11,51.172
2021-06-12,51.172
2021-06-13,51.172
2021-06-14,49.0899
2021-06-15,49.6658
2021-06-16,49.0711
2021-06-17,47.0221
2021-06-18,44.9838
2021-06-19,44.9838
2021-06-20,44.9838
2021-06-21,47.1755
2021-06-22,47.4816
2021-06-23,48.1475
2021-06-24,49.1045
2021-06-25,50.1015
2021-06-26,50.1015
2021-06-27,50.1015
2021-06-28,48.2126
2021-06-29,47.2593
2021-06-30,50.2448
2021-07-01,48.1309
2021-07-02,48.5157
2021-07-03,48.5157
2021-07-04,48.5157
2021-07-05,48.5157
2021-07-06,46.5207
2021-07-07,44.8925
2021-07-08,43.8728
2021-07-09,47.4803
2021-07-10,47.4803
2021-07-11,47.4803
2021-07-12,48.8888
2021-07-13,46.8662
2021-07-14,46.6421
2021-07-15,44.9641
2021-07-16,42.0422
2021-07-17,42.0422
2021-07-18,42.0422
2021-07-19,39.8801
2021-07-20,43.713
2021-07-21,46.7632
2021-07-22,45.1604
2021-07-23,45.5335
2021-07-24,45.5335
2021-07-25,45.5335
2021-07-26,48.0292
2021-07-27,47.582
2021-07-28,46.5107
2021-07-29,48.2422
2021-07-30,50.4276
2021-07-31,50.4276
2021-08-01,50.4276
2021-08-02,50.49
2021-08-03,52.7455
2021-08-04,51.231
2021-08-05,52.6972
2021-08-06,53.7948
2021-08-07,53.7948
2021-08-08,53.7948
2021-08-09,51.9142
2021-08-10,53.2584
2021-08-11,53.7648
2021-08-12,54.9957
2021-08-13,53.853
2021-08-14,53.853
2021-08-15,53.853
2021-08-16,52.8618
2021-08-17,48.8048
2021-08-18,47.6014
2021-08-19,45.0033
2021-08-20,45.9728
2021-08-21,45.9728
2021-08-22,45.9728
2021-08-23,49.8331
2021-08-24,51.8887
2021-08-25,51.5609
2021-08-26,48.7767
2021-08-27,50.4665
2021-08-28,50.4665
2021-08-29,50.4665
2021-08-30,47.6225
2021-08-31,45.8471
2021-09-01,46.3366
2021-09-02,46.5185
2021-09-03,46.9862
2021-09-04,46.9862
2021-09-05,46.9862
2021-09-06,46.9862
2021-09-07,47.4142
2021-09-08,44.5801
2021-09-09,47.2921
2021-09-10,47.1873
2021-09-11,47.1873
2021-09-12,47.1873
2021-09-13,46.8438
2021-09-14,46.2774
2021-09-15,46.0338
2021-09-16,48.0153
2021-09-17,47.2921
2021-09-18,47.2921
2021-09-19,47.2921
2021-09-20,42.2204
2021-09-21,43.3769
2021-09-22,44.7548
2021-09-23,48.1299
2021-09-24,46.2318
2021-09-25,46.2318
2021-09-26,46.2318
2021-09-27,47.7643
2021-09-28,46.6048
2021-09-29,44.9131
2021-09-30,41.5785
2021-10-01,44.062
2021-10-02,44.062
2021-10-03,44.062
2021-10-04,43.9846
2021-10-05,45.1308
2021-10-06,43.509
2021-10-07,44.8998
2021-10-08,43.2573
2021-10-09,43.2573
2021-10-10,43.2573
2021-10-11,43.44
2021-10-12,45.8864
2021-10-13,45.9628
2021-10-14,47.9142
2021-10-15,47.9647
2021-10-16,47.9647
2021-10-17,47.9647
2021-10-18,46.5412
2021-10-19,46.0544
2021-10-20,46.7404
2021-10-21,47.0746
2021-10-22,46.7459
2021-10-23,46.7459
2021-10-24,46.7459
2021-10-25,49.6024
2021-10-26,48.2123
2021-10-27,45.5937
2021-10-28,48.1993
2021-10-29,48.1486
2021-10-30,48.1486
2021-10-31,48.1486
2021-11-01,49.2811
2021-11-02,49.9705
2021-11-03,55.4342
2021-11-04,55.778
2021-11-05,57.0129
2021-11-06,57.0129
2021-11-07,57.0129
2021-11-08,56.529
2021-11-09,56.8134
2021-11-10,57.1517
2021-11-11,64.4892
2021-11-12,62.4741
2021-11-13,62.4741
2021-11-14,62.4741
2021-11-15,60.5763
2021-11-16,61.888
2021-11-17,60.6773
2021-11-18,61.9293
2021-11-19,62.2165
2021-11-20,62.2165
2021-11-21,62.2165
2021-11-22,62.6248
2021-11-23,61.9325
2021-11-24,56.0693
2021-11-25,56.0693
2021-11-26,50.2509
2021-11-27,50.2509
2021-11-28,50.2509
2021-11-29,50.1087
2021-11-30,46.4387
2021-12-01,43.8931
2021-12-02,49.3062
2021-12-03,49.032
2021-12-04,49.032
2021-12-05,49.032
2021-12-06,52.284
2021-12-07,54.8756
2021-12-08,54.4646
2021-12-09,53.8388
2021-12-10,53.7914
2021-12-11,53.7914
2021-12-12,53.7914
2021-12-13,51.0504
2021-12-14,51.9308
2021-12-15,50.3319
2021-12-16,49.0378
2021-12-17,49.2241
2021-12-18,49.2241
2021-12-19,49.2241
2021-12-20,45.1089
2021-12-21,48.7811
2021-12-22,49.1113
2021-12-23,49.5153
2021-12-24,49.5153
2021-12-25,49.5153
2021-12-26,49.5153
2021-12-27,49.201
2021-12-28,48.0077
2021-12-29,48.0077
2021-12-30,48.5619
2021-12-31,48.0561
2022-01-01,48.0561
2022-01-02,48.0561
2022-01-03,48.6098
2022-01-04,50.7808
2022-01-05,49.8218
2022-01-06,50.2682
2022-01-07,45.1145
2022-01-08,45.1145
2022-01-09,45.1145
2022-01-10,41.2952
2022-01-11,43.2142
2022-01-12,44.1191
2022-01-13,45.9027
2022-01-14,44.0627
2022-01-15,44.0627
2022-01-16,44.0627
2022-01-17,44.0627
2022-01-18,42.2301
2022-01-19,42.21
2022-01-20,40.7983
2022-01-21,40.3792
2022-01-22,40.3792
2022-01-23,40.3792
2022-01-24,44.9479
2022-01-25,43.416
2022-01-26,42.0354
2022-01-27,42.81
2022-01-28,44.3755
2022-01-29,44.3755
2022-01-30,44.3755
2022-01-31,45.246
2022-02-01,47.3757
2022-02-02,48.3116
2022-02-03,46.4596
2022-02-04,46.838
2022-02-05,46.838
2022-02-06,46.838
2022-02-07,47.3331
2022-02-08,49.8559
2022-02-09,52.6513
2022-02-10,52.6757
2022-02-11,48.6841
2022-02-12,48.6841
2022-02-13,48.6841
2022-02-14,48.364
2022-02-15,52.5126
2022-02-16,53.0038
2022-02-17,50.2392
2022-02-18,49.3032
2022-02-19,49.3032
2022-02-20,49.3032
2022-02-21,49.3032
2022-02-22,49.5336
2022-02-23,48.5199
2022-02-24,48.5199
2022-02-25,52.6663
2022-02-26,52.6663
2022-02-27,52.6663
2022-02-28,53.0089
2022-03-01,47.6794
2022-03-02,53.5506
2022-03-03,50.5302
2022-03-04,43.9256
2022-03-05,43.9256
2022-03-06,43.9256
2022-03-07,37.3908
2022-03-08,38.0731
2022-03-09,44.9767
2022-03-10,44.5155
2022-03-11,42.7312
2022-03-12,42.7312
2022-03-13,42.7312
2022-03-14,41.8633
2022-03-15,44.556
2022-03-16,47.9353
2022-03-17,48.5635
2022-03-18,50.2097
2022-03-19,50.2097
2022-03-20,50.2097
2022-03-21,49.3265
2022-03-22,49.2758
2022-03-23,48.7226
2022-03-24,48.9449
2022-03-25,50.4274
2022-03-26,50.4274
2022-03-27,50.4274
2022-03-28,50.3329
2022-03-29,53.5054
2022-03-30,51.5879
2022-03-31,47.9601
2022-04-01,46.2286
2022-04-02,46.2286
2022-04-03,46.2286
2022-04-04,46.421
2022-04-05,43.5969
2022-04-06,42.2742
2022-04-07,41.8365
2022-04-08,41.7594
2022-04-09,41.7594
2022-04-10,41.7594
2022-04-11,42.4182
2022-04-12,43.5413
2022-04-13,44.3558
2022-04-14,43.1547
2022-04-15,43.1547
2022-04-16,43.1547
2022-04-17,43.1547
2022-04-18,43.5443
2022-04-19,46.68
2022-04-20,46.0051
2022-04-21,45.2161
2022-04-22,42.3871
2022-04-23,42.3871
2022-04-24,42.3871
2022-04-25,42.8785
2022-04-26,41.6025
2022-04-27,42.284
2022-04-28,43.928
2022-04-29,43.0329
2022-04-30,43.0329
2022-05-01,43.0329
2022-05-02,44.6847
2022-05-03,43.0515
2022-05-04,44.3004
2022-05-05,41.0671
2022-05-06,39.1626
2022-05-07,39.1626
2022-05-08,39.1626
2022-05-09,36.8373
2022-05-10,36.026
2022-05-11,33.5648
2022-05-12,42.9302
2022-05-13,44.6582
2022-05-14,44.6582
2022-05-15,44.6582
2022-05-16,45.6639
2022-05-17,47.5597
2022-05-18,45.6169
2022-05-19,44.2231
2022-05-20,45.0909
2022-05-21,45.0909
2022-05-22,45.0909
2022-05-23,44.9102
2022-05-24,42.8743
2022-05-25,45.8567
2022-05-26,49.3327
2022-05-27,50.9612
2022-05-28,50.9612
2022-05-29,50.9612
2022-05-30,50.9612
2022-05-31,51.2371
2022-06-01,50.5747
2022-06-02,52.8174
2022-06-03,52.2764
2022-06-04,52.2764
2022-06-05,52.2764
2022-06-06,51.767
2022-06-07,52.2666
2022-06-08,52.1012
2022-06-09,51.118
2022-06-10,47.8577
2022-06-11,47.8577
2022-06-12,47.8577
2022-06-13,44.6764
2022-06-14,46.08
2022-06-15,48.3073
2022-06-16,44.5357
2022-06-17,47.6029
2022-06-18,47.6029
2022-06-19,47.6029
2022-06-20,47.6029
2022-06-21,47.6976
2022-06-22,45.9123
2022-06-23,47.8163
2022-06-24,50.1148
2022-06-25,50.1148
2022-06-26,50.1148
2022-06-27,48.7184
2022-06-28,48.1315
2022-06-29,46.3629
2022-06-30,45.1894
2022-07-01,45.8064
2022-07-02,45.8064
2022-07-03,45.8064
2022-07-04,45.8064
2022-07-05,46.8786
2022-07-06,45.6217
2022-07-07,48.5183
2022-07-08,48.0706
2022-07-09,48.0706
2022-07-10,48.0706
2022-07-11,46.3381
2022-07-12,47.1349
2022-07-13,47.4324
2022-07-14,46.848
2022-07-15,46.2584
2022-07-16,46.2584
2022-07-17,46.2584
2022-07-18,47.7107
2022-07-19,51.0062
2022-07-20,52.7081
2022-07-21,53.1046
2022-07-22,52.921
2022-07-23,52.921
2022-07-24,52.921
2022-07-25,53.2346
2022-07-26,49.632
2022-07-27,52.195
2022-07-28,52.8109
2022-07-29,51.8888
2022-07-30,51.8888
2022-07-31,51.8888
2022-08-01,52.6794
2022-08-02,50.3655
2022-08-03,52.1694
2022-08-04,52.2559
2022-08-05,52.7203
2022-08-06,52.7203
2022-08-07,52.7203
2022-08-08,53.4563
2022-08-09,50.6861
2022-08-10,53.259
2022-08-11,55.4741
2022-08-12,55.8619
2022-08-13,55.8619
2022-08-14,55.8619
2022-08-15,56.3587
2022-08-16,58.7783
2022-08-17,58.6949
2022-08-18,59.6047
2022-08-19,57.497
2022-08-20,57.497
2022-08-21,57.497
2022-08-22,53.7255
2022-08-23,55.4909
2022-08-24,54.9423
2022-08-25,56.5096
2022-08-26,52.8596
2022-08-27,52.8596
2022-08-28,52.8596
2022-08-29,52.2936
2022-08-30,53.3055
2022-08-31,51.2081
2022-09-01,51.63
2022-09-02,50.6731
2022-09-03,50.6731
2022-09-04,50.6731
2022-09-05,50.6731
2022-09-06,48.2392
2022-09-07,50.5723
2022-09-08,51.5323
2022-09-09,53.7175
2022-09-10,53.7175
2022-09-11,53.7175
2022-09-12,55.6116
2022-09-13,50.7636
2022-09-14,49.1638
2022-09-15,48.0013
2022-09-16,46.5347
2022-09-17,46.5347
2022-09-18,46.5347
2022-09-19,47.9347
2022-09-20,46.3488
2022-09-21,45.3992
2022-09-22,43.293
2022-09-23,40.7926
2022-09-24,40.7926
2022-09-25,40.7926
2022-09-26,38.9351
2022-09-27,40.0321
2022-09-28,42.3618
2022-09-29,40.4735
2022-09-30,39.6409
2022-10-01,39.6409
2022-10-02,39.6409
2022-10-03,42.9154
2022-10-04,47.1492
2022-10-05,48.0942
2022-10-06,48.4348
2022-10-07,47.3002
2022-10-08,47.3002
2022-10-09,47.3002
2022-10-10,46.5761
2022-10-11,45.4954
2022-10-12,46.9437
2022-10-13,46.6782
2022-10-14,44.884
2022-10-15,44.884
2022-10-16,44.884
2022-10-17,47.6751
2022-10-18,47.4942
2022-10-19,45.9603
2022-10-20,45.6686
2022-10-21,47.7531
2022-10-22,47.7531
2022-10-23,47.7531
2022-10-24,45.6434
2022-10-25,49.6689
2022-10-26,48.9699
2022-10-27,49.0934
2022-10-28,49.6731
2022-10-29,49.6731
2022-10-30,49.6731
2022-10-31,49.0203
2022-11-01,50.2685
2022-11-02,46.4225
2022-11-03,45.1701
2022-11-04,51.1668
2022-11-05,51.1668
2022-11-06,51.1668
2022-11-07,50.1125
2022-11-08,50.7425
2022-11-09,48.2671
2022-11-10,51.326
2022-11-11,56.9691
2022-11-12,56.9691
2022-11-13,56.9691
2022-11-14,54.3876
2022-11-15,55.7399
2022-11-16,54.3026
2022-11-17,55.3241
2022-11-18,55.5146
2022-11-19,55.5146
2022-11-20,55.5146
2022-11-21,54.4812
2022-11-22,57.6485
2022-11-23,58.9404
2022-11-24,58.9404
2022-11-25,59.1348
2022-11-26,59.1348
2022-11-27,59.1348
2022-11-28,57.6216
2022-11-29,59.0367
2022-11-30,59.9706
2022-12-01,61.2193
2022-12-02,61.7923
2022-12-03,61.7923
2022-12-04,61.7923
2022-12-05,57.38
2022-12-06,57.6438
2022-12-07,56.2541
2022-12-08,57.2105
2022-12-09,55.791
2022-12-10,55.791
2022-12-11,55.791
2022-12-12,57.6818
2022-12-13,59.6386
2022-12-14,58.8191
2022-12-15,56.7746
2022-12-16,54.9546
2022-12-17,54.9546
2022-12-18,54.9546
2022-12-19,53.2884
2022-12-20,53.3106
2022-12-21,55.9308
2022-12-22,56.4325
2022-12-23,56.4752
2022-12-24,56.4752
2022-12-25,56.4752
2022-12-26,56.4752
2022-12-27,57.9467
2022-12-28,54.6504
2022-12-29,56.3762
2022-12-30,57.1355
2022-12-31,57.1355
2023-01-01,57.1355
2023-01-02,57.1355
2023-01-03,58.6855
2023-01-04,60.3087
2023-01-05,60.446
2023-01-06,62.963
2023-01-07,62.963
2023-01-08,62.963
2023-01-09,63.3261
2023-01-10,64.5657
2023-01-11,65.287
2023-01-12,66.5745
2023-01-13,67.0465
2023-01-14,67.0465
2023-01-15,67.0465
2023-01-16,67.0465
2023-01-17,67.4708
2023-01-18,67.6775
2023-01-19,63.9311
2023-01-20,65.8155
2023-01-21,65.8155
2023-01-22,65.8155
2023-01-23,66.7065
2023-01-24,64.4574
2023-01-25,64.6814
2023-01-26,65.3957
2023-01-27,65.5097
2023-01-28,65.5097
2023-01-29,65.5097
2023-01-30,65.5097
2023-01-31,68.2163
2023-02-01,69.9809
2023-02-02,69.0368
2023-02-03,68.0492
2023-02-04,68.0492
2023-02-05,68.0492
2023-02-06,62.8278
2023-02-07,63.9641
2023-02-08,57.6183
2023-02-09,60.6195
2023-02-10,59.8305
2023-02-11,59.8305
2023-02-12,59.8305
2023-02-13,61.3158
2023-02-14,60.9826
2023-02-15,61.5137
2023-02-16,59.9504
2023-02-17,57.6468
2023-02-18,57.6468
2023-02-19,57.6468
2023-02-20,57.6468
2023-02-21,52.8382
2023-02-22,54.1126
2023-02-23,54.5212
2023-02-24,53.1344
2023-02-25,53.1344
2023-02-26,53.1344
2023-02-27,54.5189
2023-02-28,55.2605
2023-03-01,54.5134
2023-03-02,55.9814
2023-03-03,57.3592
2023-03-04,57.3592
2023-03-05,57.3592
2023-03-06,54.6181
2023-03-07,53.204
2023-03-08,53.4285
2023-03-09,50.0124
2023-03-10,49.3752
2023-03-11,49.3752
2023-03-12,49.3752
2023-03-13,48.0813
2023-03-14,49.8031
2023-03-15,47.3407
2023-03-16,49.0324
2023-03-17,48.3475
2023-03-18,48.3475
