,MKC/V US Equity
2020-04-06,49.7494
2020-04-07,50.029
2020-04-08,49.7019
2020-04-09,51.5836
2020-04-10,51.5836
2020-04-11,51.5836
2020-04-12,51.5836
2020-04-13,49.6717
2020-04-14,51.5174
2020-04-15,51.4756
2020-04-16,54.07
2020-04-17,52.6933
2020-04-18,52.6933
2020-04-19,52.6933
2020-04-20,54.6926
2020-04-21,54.6926
2020-04-22,50.9389
2020-04-23,50.4828
2020-04-24,50.4828
2020-04-25,50.4828
2020-04-26,50.4828
2020-04-27,53.7403
2020-04-28,53.3035
2020-04-29,53.3035
2020-04-30,52.7421
2020-05-01,54.1769
2020-05-02,54.1769
2020-05-03,54.1769
2020-05-04,54.1769
2020-05-05,54.1811
2020-05-06,54.8656
2020-05-07,54.0409
2020-05-08,55.2932
2020-05-09,55.2932
2020-05-10,55.2932
2020-05-11,56.3884
2020-05-12,57.4828
2020-05-13,57.4046
2020-05-14,60.161
2020-05-15,62.2009
2020-05-16,62.2009
2020-05-17,62.2009
2020-05-18,60.5858
2020-05-19,58.214
2020-05-20,57.9609
2020-05-21,56.6916
2020-05-22,57.4833
2020-05-23,57.4833
2020-05-24,57.4833
2020-05-25,57.4833
2020-05-26,57.3627
2020-05-27,56.5169
2020-05-28,56.467
2020-05-29,58.8015
2020-05-30,58.8015
2020-05-31,58.8015
2020-06-01,59.4813
2020-06-02,57.9771
2020-06-03,58.5149
2020-06-04,55.3978
2020-06-05,55.1963
2020-06-06,55.1963
2020-06-07,55.1963
2020-06-08,56.1152
2020-06-09,56.1152
2020-06-10,56.1152
2020-06-11,54.7492
2020-06-12,53.2807
2020-06-13,53.2807
2020-06-14,53.2807
2020-06-15,52.5953
2020-06-16,55.8819
2020-06-17,56.045
2020-06-18,56.0667
2020-06-19,56.0947
2020-06-20,56.0947
2020-06-21,56.0947
2020-06-22,55.9618
2020-06-23,56.6116
2020-06-24,54.1185
2020-06-25,58.5339
2020-06-26,56.0461
2020-06-27,56.0461
2020-06-28,56.0461
2020-06-29,59.4662
2020-06-30,56.4874
2020-07-01,57.5937
2020-07-02,58.858
2020-07-03,58.858
2020-07-04,58.858
2020-07-05,58.858
2020-07-06,58.8829
2020-07-07,59.5107
2020-07-08,59.5107
2020-07-09,59.2541
2020-07-10,60.4376
2020-07-11,60.4376
2020-07-12,60.4376
2020-07-13,59.266
2020-07-14,62.5228
2020-07-15,62.6842
2020-07-16,62.7379
2020-07-17,61.7021
2020-07-18,61.7021
2020-07-19,61.7021
2020-07-20,62.4824
2020-07-21,64.0914
2020-07-22,62.4935
2020-07-23,64.148
2020-07-24,62.7297
2020-07-25,62.7297
2020-07-26,62.7297
2020-07-27,62.5204
2020-07-28,61.5906
2020-07-29,63.2698
2020-07-30,61.4031
2020-07-31,62.2262
2020-08-01,62.2262
2020-08-02,62.2262
2020-08-03,62.7855
2020-08-04,63.6693
2020-08-05,61.8041
2020-08-06,63.4782
2020-08-07,65.0371
2020-08-08,65.0371
2020-08-09,65.0371
2020-08-10,64.7377
2020-08-11,61.4796
2020-08-12,63.9597
2020-08-13,63.404
2020-08-14,63.111
2020-08-15,63.111
2020-08-16,63.111
2020-08-17,63.5149
2020-08-18,64.681
2020-08-19,62.4125
2020-08-20,62.9962
2020-08-21,62.7342
2020-08-22,62.7342
2020-08-23,62.7342
2020-08-24,62.548
2020-08-25,62.4945
2020-08-26,64.8147
2020-08-27,64.7842
2020-08-28,62.4191
2020-08-29,62.4191
2020-08-30,62.4191
2020-08-31,62.5645
2020-09-01,62.8684
2020-09-02,65.7062
2020-09-03,58.7846
2020-09-04,55.8016
2020-09-05,55.8016
2020-09-06,55.8016
2020-09-07,55.8016
2020-09-08,55.0875
2020-09-09,59.4912
2020-09-10,59.4912
2020-09-11,53.3176
2020-09-12,53.3176
2020-09-13,53.3176
2020-09-14,55.5689
2020-09-15,54.7967
2020-09-16,54.7967
2020-09-17,50.0151
2020-09-18,47.2265
2020-09-19,47.2265
2020-09-20,47.2265
2020-09-21,46.8229
2020-09-22,49.6249
2020-09-23,46.5305
2020-09-24,47.4743
2020-09-25,47.1522
2020-09-26,47.1522
2020-09-27,47.1522
2020-09-28,51.0136
2020-09-29,49.6762
2020-09-30,51.6251
2020-10-01,49.4455
2020-10-02,48.7357
2020-10-03,48.7357
2020-10-04,48.7357
2020-10-05,51.7475
2020-10-06,49.1981
2020-10-07,49.1981
2020-10-08,49.1981
2020-10-09,49.1981
2020-10-10,49.1981
2020-10-11,49.1981
2020-10-12,54.6331
2020-10-13,56.6846
2020-10-14,53.8708
2020-10-15,52.959
2020-10-16,53.8699
2020-10-17,53.8699
2020-10-18,53.8699
2020-10-19,51.9344
2020-10-20,51.8802
2020-10-21,51.8802
2020-10-22,50.4275
2020-10-23,50.7351
2020-10-24,50.7351
2020-10-25,50.7351
2020-10-26,50.4115
2020-10-27,49.5165
2020-10-28,49.5165
2020-10-29,44.387
2020-10-30,41.4209
2020-10-31,41.4209
2020-11-01,41.4209
2020-11-02,44.737
2020-11-03,47.967
2020-11-04,48.6697
2020-11-05,49.5565
2020-11-06,48.6751
2020-11-07,48.6751
2020-11-08,48.6751
2020-11-09,42.5993
2020-11-10,45.5459
2020-11-11,47.0838
2020-11-12,45.6567
2020-11-13,46.1499
2020-11-14,46.1499
2020-11-15,46.1499
2020-11-16,46.1499
2020-11-17,46.1499
2020-11-18,46.1499
2020-11-19,46.1499
2020-11-20,45.1037
2020-11-21,45.1037
2020-11-22,45.1037
2020-11-23,46.8602
2020-11-24,48.2835
2020-11-25,47.1315
2020-11-26,47.1315
2020-11-27,46.95
2020-11-28,46.95
2020-11-29,46.95
2020-11-30,46.5087
2020-12-01,48.104
2020-12-02,46.9276
2020-12-03,47.3374
2020-12-04,47.8452
2020-12-05,47.8452
2020-12-06,47.8452
2020-12-07,47.4688
2020-12-08,48.5228
2020-12-09,46.9245
2020-12-10,47.4976
2020-12-11,50.5804
2020-12-12,50.5804
2020-12-13,50.5804
2020-12-14,49.6843
2020-12-15,47.2274
2020-12-16,50.7152
2020-12-17,50.8411
2020-12-18,47.3972
2020-12-19,47.3972
2020-12-20,47.3972
2020-12-21,48.059
2020-12-22,47.8101
2020-12-23,47.9077
2020-12-24,47.9077
2020-12-25,47.9077
2020-12-26,47.9077
2020-12-27,47.9077
2020-12-28,51.1124
2020-12-29,51.2093
2020-12-30,50.512
2020-12-31,52.3284
2021-01-01,52.3284
2021-01-02,52.3284
2021-01-03,52.3284
2021-01-04,49.4335
2021-01-05,50.9391
2021-01-06,54.4292
2021-01-07,51.4392
2021-01-08,49.9547
2021-01-09,49.9547
2021-01-10,49.9547
2021-01-11,49.2294
2021-01-12,47.7785
2021-01-13,48.6795
2021-01-14,47.045
2021-01-15,48.4084
2021-01-16,48.4084
2021-01-17,48.4084
2021-01-18,48.4084
2021-01-19,48.7432
2021-01-20,48.0143
2021-01-21,49.2974
2021-01-22,47.5322
2021-01-23,47.5322
2021-01-24,47.5322
2021-01-25,50.619
2021-01-26,52.7492
2021-01-27,49.9226
2021-01-28,45.3079
2021-01-29,46.15
2021-01-30,46.15
2021-01-31,46.15
2021-02-01,42.8181
2021-02-02,44.5281
2021-02-03,44.1286
2021-02-04,44.2579
2021-02-05,46.0803
2021-02-06,46.0803
2021-02-07,46.0803
2021-02-08,45.7393
2021-02-09,48.0274
2021-02-10,48.2238
2021-02-11,48.9508
2021-02-12,45.3355
2021-02-13,45.3355
2021-02-14,45.3355
2021-02-15,45.3355
2021-02-16,43.8401
2021-02-17,41.442
2021-02-18,42.6583
2021-02-19,40.1354
2021-02-20,40.1354
2021-02-21,40.1354
2021-02-22,39.5628
2021-02-23,39.5628
2021-02-24,41.338
2021-02-25,40.7026
2021-02-26,41.2034
2021-02-27,41.2034
2021-02-28,41.2034
2021-03-01,40.8229
2021-03-02,41.4348
2021-03-03,40.0044
2021-03-04,39.5576
2021-03-05,41.4763
2021-03-06,41.4763
2021-03-07,41.4763
2021-03-08,41.8762
2021-03-09,43.8779
2021-03-10,45.0076
2021-03-11,45.7576
2021-03-12,45.0915
2021-03-13,45.0915
2021-03-14,45.0915
2021-03-15,47.7777
2021-03-16,46.8267
2021-03-17,46.8625
2021-03-18,44.9939
2021-03-19,45.2029
2021-03-20,45.2029
2021-03-21,45.2029
2021-03-22,48.0953
2021-03-23,48.8106
2021-03-24,48.6556
2021-03-25,50.0177
2021-03-26,52.3165
2021-03-27,52.3165
2021-03-28,52.3165
2021-03-29,53.5408
2021-03-30,52.5755
2021-03-31,51.0967
2021-04-01,50.7146
2021-04-02,50.7146
2021-04-03,50.7146
2021-04-04,50.7146
2021-04-05,51.7596
2021-04-06,52.0017
2021-04-07,50.1233
2021-04-08,51.2229
2021-04-09,49.4076
2021-04-10,49.4076
2021-04-11,49.4076
2021-04-12,49.7148
2021-04-13,50.3417
2021-04-14,48.7587
2021-04-15,49.9546
2021-04-16,50.7859
2021-04-17,50.7859
2021-04-18,50.7859
2021-04-19,51.0876
2021-04-20,54.7566
2021-04-21,59.871
2021-04-22,56.079
2021-04-23,55.5863
2021-04-24,55.5863
2021-04-25,55.5863
2021-04-26,53.0896
2021-04-27,52.253
2021-04-28,50.4673
2021-04-29,52.7925
2021-04-30,53.6636
2021-05-01,53.6636
2021-05-02,53.6636
2021-05-03,54.1738
2021-05-04,54.13
2021-05-05,52.432
2021-05-06,53.2834
2021-05-07,50.2451
2021-05-08,50.2451
2021-05-09,50.2451
2021-05-10,52.297
2021-05-11,49.86
2021-05-12,48.5317
2021-05-13,51.0104
2021-05-14,49.8593
2021-05-15,49.8593
2021-05-16,49.8593
2021-05-17,49.6559
2021-05-18,48.8317
2021-05-19,50.1998
2021-05-20,53.0411
2021-05-21,51.9676
2021-05-22,51.9676
2021-05-23,51.9676
2021-05-24,53.1487
2021-05-25,51.4195
2021-05-26,50.3667
2021-05-27,44.7238
2021-05-28,49.0046
2021-05-29,49.0046
2021-05-30,49.0046
2021-05-31,49.0046
2021-06-01,48.4567
2021-06-02,49.5881
2021-06-03,49.4302
2021-06-04,50.0899
2021-06-05,50.0899
2021-06-06,50.0899
2021-06-07,49.7574
2021-06-08,47.7097
2021-06-09,48.5637
2021-06-10,47.9817
2021-06-11,48.9425
2021-06-12,48.9425
2021-06-13,48.9425
2021-06-14,48.7564
2021-06-15,49.9758
2021-06-16,47.1389
2021-06-17,45.4178
2021-06-18,44.5859
2021-06-19,44.5859
2021-06-20,44.5859
2021-06-21,44.2586
2021-06-22,46.8786
2021-06-23,44.9254
2021-06-24,44.2886
2021-06-25,45.851
2021-06-26,45.851
2021-06-27,45.851
2021-06-28,49.4792
2021-06-29,47.4743
2021-06-30,48.9632
2021-07-01,49.8806
2021-07-02,50.9837
2021-07-03,50.9837
2021-07-04,50.9837
2021-07-05,50.9837
2021-07-06,49.293
2021-07-07,48.8674
2021-07-08,47.7155
2021-07-09,47.9119
2021-07-10,47.9119
2021-07-11,47.9119
2021-07-12,46.5451
2021-07-13,44.203
2021-07-14,45.7434
2021-07-15,47.7843
2021-07-16,47.7843
2021-07-17,47.7843
2021-07-18,47.7843
2021-07-19,50.3599
2021-07-20,50.3599
2021-07-21,44.8306
2021-07-22,43.1176
2021-07-23,45.9162
2021-07-24,45.9162
2021-07-25,45.9162
2021-07-26,45.0222
2021-07-27,47.3743
2021-07-28,43.5858
2021-07-29,43.0028
2021-07-30,43.0028
2021-07-31,43.0028
2021-08-01,43.0028
2021-08-02,42.6073
2021-08-03,42.2172
2021-08-04,40.526
2021-08-05,41.2103
2021-08-06,42.2867
2021-08-07,42.2867
2021-08-08,42.2867
2021-08-09,41.188
2021-08-10,43.4738
2021-08-11,48.8283
2021-08-12,48.9672
2021-08-13,50.5413
2021-08-14,50.5413
2021-08-15,50.5413
2021-08-16,50.8641
2021-08-17,51.9757
2021-08-18,51.0302
2021-08-19,52.0047
2021-08-20,52.728
2021-08-21,52.728
2021-08-22,52.728
2021-08-23,50.6677
2021-08-24,48.3563
2021-08-25,47.3343
2021-08-26,46.3244
2021-08-27,45.3642
2021-08-28,45.3642
2021-08-29,45.3642
2021-08-30,48.0463
2021-08-31,48.0463
2021-09-01,52.946
2021-09-02,53.7244
2021-09-03,52.7698
2021-09-04,52.7698
2021-09-05,52.7698
2021-09-06,52.7698
2021-09-07,51.0698
2021-09-08,53.3219
2021-09-09,52.6245
2021-09-10,47.5273
2021-09-11,47.5273
2021-09-12,47.5273
2021-09-13,47.0428
2021-09-14,47.0428
2021-09-15,47.5706
2021-09-16,48.3317
2021-09-17,50.0567
2021-09-18,50.0567
2021-09-19,50.0567
2021-09-20,47.9909
2021-09-21,48.7541
2021-09-22,47.2942
2021-09-23,46.3504
2021-09-24,45.3032
2021-09-25,45.3032
2021-09-26,45.3032
2021-09-27,45.2524
2021-09-28,43.3667
2021-09-29,44.4334
2021-09-30,40.8312
2021-10-01,37.942
2021-10-02,37.942
2021-10-03,37.942
2021-10-04,37.6286
2021-10-05,36.4825
2021-10-06,34.974
2021-10-07,39.6778
2021-10-08,37.1989
2021-10-09,37.1989
2021-10-10,37.1989
2021-10-11,38.5611
2021-10-12,35.8883
2021-10-13,38.1896
2021-10-14,41.4888
2021-10-15,40.7749
2021-10-16,40.7749
2021-10-17,40.7749
2021-10-18,39.8919
2021-10-19,41.7876
2021-10-20,43.4112
2021-10-21,43.4639
2021-10-22,44.4786
2021-10-23,44.4786
2021-10-24,44.4786
2021-10-25,43.9419
2021-10-26,45.0397
2021-10-27,44.4765
2021-10-28,45.1295
2021-10-29,45.7323
2021-10-30,45.7323
2021-10-31,45.7323
2021-11-01,43.8801
2021-11-02,45.462
2021-11-03,48.1501
2021-11-04,45.5838
2021-11-05,46.9217
2021-11-06,46.9217
2021-11-07,46.9217
2021-11-08,46.9217
2021-11-09,45.1341
2021-11-10,46.7472
2021-11-11,47.8681
2021-11-12,48.5511
2021-11-13,48.5511
2021-11-14,48.5511
2021-11-15,50.6193
2021-11-16,51.8568
2021-11-17,52.8413
2021-11-18,51.7188
2021-11-19,55.396
2021-11-20,55.396
2021-11-21,55.396
2021-11-22,54.0438
2021-11-23,57.5977
2021-11-24,57.1752
2021-11-25,57.1752
2021-11-26,57.6747
2021-11-27,57.6747
2021-11-28,57.6747
2021-11-29,60.3036
2021-11-30,59.2512
2021-12-01,61.2667
2021-12-02,61.7658
2021-12-03,61.9686
2021-12-04,61.9686
2021-12-05,61.9686
2021-12-06,65.9477
2021-12-07,59.6437
2021-12-08,61.2466
2021-12-09,61.2466
2021-12-10,63.5855
2021-12-11,63.5855
2021-12-12,63.5855
2021-12-13,67.5749
2021-12-14,65.2568
2021-12-15,65.2293
2021-12-16,68.6033
2021-12-17,66.9905
2021-12-18,66.9905
2021-12-19,66.9905
2021-12-20,66.9629
2021-12-21,65.6203
2021-12-22,64.7529
2021-12-23,64.2991
2021-12-24,64.2991
2021-12-25,64.2991
2021-12-26,64.2991
2021-12-27,65.198
2021-12-28,66.7067
2021-12-29,66.1628
2021-12-30,68.1227
2021-12-31,68.2095
2022-01-01,68.2095
2022-01-02,68.2095
2022-01-03,68.387
2022-01-04,70.0191
2022-01-05,70.5344
2022-01-06,69.335
2022-01-07,68.8304
2022-01-08,68.8304
2022-01-09,68.8304
2022-01-10,61.7458
2022-01-11,62.1626
2022-01-12,62.9394
2022-01-13,63.7275
2022-01-14,65.7057
2022-01-15,65.7057
2022-01-16,65.7057
2022-01-17,65.7057
2022-01-18,67.3005
2022-01-19,62.3869
2022-01-20,62.3869
2022-01-21,62.106
2022-01-22,62.106
2022-01-23,62.106
2022-01-24,62.6625
2022-01-25,55.38
2022-01-26,55.38
2022-01-27,62.5075
2022-01-28,62.7324
2022-01-29,62.7324
2022-01-30,62.7324
2022-01-31,65.3159
2022-02-01,65.8641
2022-02-02,67.4603
2022-02-03,69.4211
2022-02-04,67.0974
2022-02-05,67.0974
2022-02-06,67.0974
2022-02-07,66.7084
2022-02-08,67.3344
2022-02-09,66.025
2022-02-10,62.7781
2022-02-11,62.1881
2022-02-12,62.1881
2022-02-13,62.1881
2022-02-14,61.376
2022-02-15,61.376
2022-02-16,57.069
2022-02-17,57.4591
2022-02-18,55.0549
2022-02-19,55.0549
2022-02-20,55.0549
2022-02-21,55.0549
2022-02-22,53.9963
2022-02-23,52.9535
2022-02-24,46.5882
2022-02-25,52.1394
2022-02-26,52.1394
2022-02-27,52.1394
2022-02-28,49.7255
2022-03-01,49.2018
2022-03-02,53.8264
2022-03-03,56.5629
2022-03-04,61.8201
2022-03-05,61.8201
2022-03-06,61.8201
2022-03-07,62.7178
2022-03-08,54.0425
2022-03-09,53.1478
2022-03-10,52.3196
2022-03-11,53.2341
2022-03-12,53.2341
2022-03-13,53.2341
2022-03-14,52.7672
2022-03-15,53.0255
2022-03-16,50.567
2022-03-17,50.7166
2022-03-18,49.0782
2022-03-19,49.0782
2022-03-20,49.0782
2022-03-21,50.7799
2022-03-22,50.7799
2022-03-23,49.2391
2022-03-24,50.0308
2022-03-25,51.919
2022-03-26,51.919
2022-03-27,51.919
2022-03-28,52.693
2022-03-29,50.2742
2022-03-30,50.6646
2022-03-31,55.2251
2022-04-01,57.9742
2022-04-02,57.9742
2022-04-03,57.9742
2022-04-04,54.6876
2022-04-05,57.5985
2022-04-06,55.8407
2022-04-07,58.134
2022-04-08,56.3385
2022-04-09,56.3385
2022-04-10,56.3385
2022-04-11,56.4775
2022-04-12,56.7388
2022-04-13,56.1994
2022-04-14,56.2312
2022-04-15,56.2312
2022-04-16,56.2312
2022-04-17,56.2312
2022-04-18,53.6251
2022-04-19,54.9927
2022-04-20,58.4054
2022-04-21,59.383
2022-04-22,57.0309
2022-04-23,57.0309
2022-04-24,57.0309
2022-04-25,54.1664
2022-04-26,53.7948
2022-04-27,55.9675
2022-04-28,54.5783
2022-04-29,53.9168
2022-04-30,53.9168
2022-05-01,53.9168
2022-05-02,47.358
2022-05-03,47.358
2022-05-04,47.7594
2022-05-05,46.7175
2022-05-06,46.7175
2022-05-07,46.7175
2022-05-08,46.7175
2022-05-09,48.9051
2022-05-10,50.043
2022-05-11,49.6523
2022-05-12,49.9995
2022-05-13,51.6876
2022-05-14,51.6876
2022-05-15,51.6876
2022-05-16,52.1748
2022-05-17,52.1892
2022-05-18,41.4757
2022-05-19,39.154
2022-05-20,39.1841
2022-05-21,39.1841
2022-05-22,39.1841
2022-05-23,41.5329
2022-05-24,42.0783
2022-05-25,42.0783
2022-05-26,45.3022
2022-05-27,43.9582
2022-05-28,43.9582
2022-05-29,43.9582
2022-05-30,43.9582
2022-05-31,44.3191
2022-06-01,41.6238
2022-06-02,42.2433
2022-06-03,41.2724
2022-06-04,41.2724
2022-06-05,41.2724
2022-06-06,42.1587
2022-06-07,41.1127
2022-06-08,41.0686
2022-06-09,39.1722
2022-06-10,40.0519
2022-06-11,40.0519
2022-06-12,40.0519
2022-06-13,38.208
2022-06-14,35.7665
2022-06-15,35.8531
2022-06-16,34.1585
2022-06-17,34.7322
2022-06-18,34.7322
2022-06-19,34.7322
2022-06-20,34.7322
2022-06-21,33.8178
2022-06-22,36.1195
2022-06-23,39.3333
2022-06-24,43.1763
2022-06-25,43.1763
2022-06-26,43.1763
2022-06-27,43.5569
2022-06-28,43.976
2022-06-29,41.6419
2022-06-30,38.4583
2022-07-01,38.1132
2022-07-02,38.1132
2022-07-03,38.1132
2022-07-04,38.1132
2022-07-05,40.0446
2022-07-06,39.7186
2022-07-07,38.6552
2022-07-08,38.6552
2022-07-09,38.6552
2022-07-10,38.6552
2022-07-11,38.8635
2022-07-12,38.6425
2022-07-13,41.1162
2022-07-14,39.9021
2022-07-15,39.31
2022-07-16,39.31
2022-07-17,39.31
2022-07-18,38.8349
2022-07-19,38.6657
2022-07-20,40.1492
2022-07-21,40.1231
2022-07-22,42.684
2022-07-23,42.684
2022-07-24,42.684
2022-07-25,43.6217
2022-07-26,45.0901
2022-07-27,44.8453
2022-07-28,49.6669
2022-07-29,49.8828
2022-07-30,49.8828
2022-07-31,49.8828
2022-08-01,50.1549
2022-08-02,50.7086
2022-08-03,50.5634
2022-08-04,50.963
2022-08-05,50.963
2022-08-06,50.963
2022-08-07,50.963
2022-08-08,51.2315
2022-08-09,54.6103
2022-08-10,54.6103
2022-08-11,54.6103
2022-08-12,54.2301
2022-08-13,54.2301
2022-08-14,54.2301
2022-08-15,57.3689
2022-08-16,58.8013
2022-08-17,58.9725
2022-08-18,56.9379
2022-08-19,55.5712
2022-08-20,55.5712
2022-08-21,55.5712
2022-08-22,53.3084
2022-08-23,50.6898
2022-08-24,49.8328
2022-08-25,50.7144
2022-08-26,50.7144
2022-08-27,50.7144
2022-08-28,50.7144
2022-08-29,44.3845
2022-08-30,43.713
2022-08-31,42.4739
2022-09-01,43.6202
2022-09-02,40.6845
2022-09-03,40.6845
2022-09-04,40.6845
2022-09-05,40.6845
2022-09-06,39.667
2022-09-07,45.3068
2022-09-08,36.5117
2022-09-09,40.7889
2022-09-10,40.7889
2022-09-11,40.7889
2022-09-12,42.1437
2022-09-13,39.9806
2022-09-14,39.9364
2022-09-15,39.7547
2022-09-16,39.1782
2022-09-17,39.1782
2022-09-18,39.1782
2022-09-19,39.1196
2022-09-20,38.4172
2022-09-21,37.9748
2022-09-22,37.4207
2022-09-23,35.4104
2022-09-24,35.4104
2022-09-25,35.4104
2022-09-26,35.4104
2022-09-27,34.4711
2022-09-28,35.5707
2022-09-29,33.2188
2022-09-30,33.3284
2022-10-01,33.3284
2022-10-02,33.3284
2022-10-03,32.75
2022-10-04,39.7774
2022-10-05,39.1144
2022-10-06,40.0121
2022-10-07,43.0124
2022-10-08,43.0124
2022-10-09,43.0124
2022-10-10,46.2177
2022-10-11,46.0264
2022-10-12,46.0264
2022-10-13,46.0264
2022-10-14,42.4991
2022-10-15,42.4991
2022-10-16,42.4991
2022-10-17,45.6293
2022-10-18,42.9465
2022-10-19,44.184
2022-10-20,40.9436
2022-10-21,44.173
2022-10-22,44.173
2022-10-23,44.173
2022-10-24,46.7897
2022-10-25,47.4088
2022-10-26,47.1117
2022-10-27,48.2999
2022-10-28,50.1846
2022-10-29,50.1846
2022-10-30,50.1846
2022-10-31,50.1846
2022-11-01,49.9916
2022-11-02,49.9916
2022-11-03,52.5748
2022-11-04,52.8438
2022-11-05,52.8438
2022-11-06,52.8438
2022-11-07,54.4066
2022-11-08,56.0361
2022-11-09,56.0361
2022-11-10,52.4639
2022-11-11,53.3683
2022-11-12,53.3683
2022-11-13,53.3683
2022-11-14,55.7406
2022-11-15,54.8277
2022-11-16,54.9504
2022-11-17,51.9353
2022-11-18,53.9585
2022-11-19,53.9585
2022-11-20,53.9585
2022-11-21,56.3228
2022-11-22,56.9488
2022-11-23,57.1949
2022-11-24,57.1949
2022-11-25,54.8067
2022-11-26,54.8067
2022-11-27,54.8067
2022-11-28,54.1056
2022-11-29,54.1056
2022-11-30,53.4821
2022-12-01,56.1389
2022-12-02,56.8708
2022-12-03,56.8708
2022-12-04,56.8708
2022-12-05,53.0389
2022-12-06,53.0534
2022-12-07,53.0534
2022-12-08,55.1012
2022-12-09,54.8589
2022-12-10,54.8589
2022-12-11,54.8589
2022-12-12,54.6635
2022-12-13,55.263
2022-12-14,56.9558
2022-12-15,53.9966
2022-12-16,53.9966
2022-12-17,53.9966
2022-12-18,53.9966
2022-12-19,48.3476
2022-12-20,48.3476
2022-12-21,48.3476
2022-12-22,48.3476
2022-12-23,48.3476
2022-12-24,48.3476
2022-12-25,48.3476
2022-12-26,48.3476
2022-12-27,51.9989
2022-12-28,51.9989
2022-12-29,51.4458
2022-12-30,49.4361
2022-12-31,49.4361
2023-01-01,49.4361
2023-01-02,49.4361
2023-01-03,50.6414
2023-01-04,51.7058
2023-01-05,53.5633
2023-01-06,54.9819
2023-01-07,54.9819
2023-01-08,54.9819
2023-01-09,52.7589
2023-01-10,52.7589
2023-01-11,49.7039
2023-01-12,47.0102
2023-01-13,46.6424
2023-01-14,46.6424
2023-01-15,46.6424
2023-01-16,46.6424
2023-01-17,45.787
2023-01-18,42.4327
2023-01-19,41.1842
2023-01-20,45.4973
2023-01-21,45.4973
2023-01-22,45.4973
2023-01-23,45.4973
2023-01-24,44.0825
2023-01-25,42.8299
2023-01-26,38.5369
2023-01-27,38.9909
2023-01-28,38.9909
2023-01-29,38.9909
2023-01-30,40.1477
2023-01-31,40.5713
2023-02-01,41.2594
2023-02-02,40.9879
2023-02-03,42.5287
2023-02-04,42.5287
2023-02-05,42.5287
2023-02-06,41.9369
2023-02-07,41.6408
2023-02-08,41.7355
2023-02-09,39.5152
2023-02-10,39.5152
2023-02-11,39.5152
2023-02-12,39.5152
2023-02-13,42.104
2023-02-14,49.404
2023-02-15,44.936
2023-02-16,44.7132
2023-02-17,44.7132
2023-02-18,44.7132
2023-02-19,44.7132
2023-02-20,44.7132
2023-02-21,44.2094
2023-02-22,44.2094
2023-02-23,44.2094
2023-02-24,44.3655
2023-02-25,44.3655
2023-02-26,44.3655
2023-02-27,44.3655
2023-02-28,45.8973
2023-03-01,41.1434
2023-03-02,41.9105
2023-03-03,41.8592
2023-03-04,41.8592
2023-03-05,41.8592
2023-03-06,41.896
2023-03-07,41.6641
2023-03-08,44.5402
2023-03-09,42.2215
2023-03-10,42.0744
2023-03-11,42.0744
2023-03-12,42.0744
2023-03-13,43.1888
2023-03-14,42.3121
2023-03-15,42.3121
2023-03-16,41.998
2023-03-17,38.0594
2023-03-18,38.0594
