,PGR US Equity
,RSI_30D
2020-01-01,53.2289
2020-01-02,57.3558
2020-01-03,57.3289
2020-01-04,57.3289
2020-01-05,57.3289
2020-01-06,59.9587
2020-01-07,58.3658
2020-01-08,59.2264
2020-01-09,60.6923
2020-01-10,59.9784
2020-01-11,59.9784
2020-01-12,59.9784
2020-01-13,62.3096
2020-01-14,60.3137
2020-01-15,63.0034
2020-01-16,62.1731
2020-01-17,63.6934
2020-01-18,63.6934
2020-01-19,63.6934
2020-01-20,63.6934
2020-01-21,63.9201
2020-01-22,63.0738
2020-01-23,63.3895
2020-01-24,64.1725
2020-01-25,64.1725
2020-01-26,64.1725
2020-01-27,61.0224
2020-01-28,62.349
2020-01-29,69.2835
2020-01-30,70.5202
2020-01-31,67.3638
2020-02-01,67.3638
2020-02-02,67.3638
2020-02-03,67.019
2020-02-04,67.5206
2020-02-05,70.2977
2020-02-06,70.3733
2020-02-07,70.631
2020-02-08,70.631
2020-02-09,70.631
2020-02-10,71.0608
2020-02-11,71.1534
2020-02-12,69.7674
2020-02-13,70.6407
2020-02-14,70.3356
2020-02-15,70.3356
2020-02-16,70.3356
2020-02-17,70.3356
2020-02-18,69.067
2020-02-19,62.7967
2020-02-20,61.1154
2020-02-21,62.2336
2020-02-22,62.2336
2020-02-23,62.2336
2020-02-24,60.804
2020-02-25,58.0723
2020-02-26,57.1146
2020-02-27,49.0557
2020-02-28,43.2157
2020-02-29,43.2157
2020-03-01,43.2157
2020-03-02,53.675
2020-03-03,50.8946
2020-03-04,56.3311
2020-03-05,55.4806
2020-03-06,55.4466
2020-03-07,55.4466
2020-03-08,55.4466
2020-03-09,47.569
2020-03-10,51.2285
2020-03-11,47.5628
2020-03-12,41.6272
2020-03-13,51.3034
2020-03-14,51.3034
2020-03-15,51.3034
2020-03-16,46.5173
2020-03-17,50.555
2020-03-18,46.2292
2020-03-19,42.4901
2020-03-20,43.6345
2020-03-21,43.6345
2020-03-22,43.6345
2020-03-23,42.4163
2020-03-24,44.7145
2020-03-25,45.5362
2020-03-26,50.451
2020-03-27,48.6857
2020-03-28,48.6857
2020-03-29,48.6857
2020-03-30,50.7499
2020-03-31,48.9446
2020-04-01,47.8313
2020-04-02,51.0968
2020-04-03,50.613
2020-04-04,50.613
2020-04-05,50.613
2020-04-06,50.7299
2020-04-07,50.4089
2020-04-08,52.1823
2020-04-09,54.162
2020-04-10,54.162
2020-04-11,54.162
2020-04-12,54.162
2020-04-13,51.3572
2020-04-14,53.8875
2020-04-15,52.8578
2020-04-16,52.7211
2020-04-17,55.2711
2020-04-18,55.2711
2020-04-19,55.2711
2020-04-20,54.7693
2020-04-21,54.1427
2020-04-22,55.0977
2020-04-23,54.268
2020-04-24,55.2658
2020-04-25,55.2658
2020-04-26,55.2658
2020-04-27,55.3378
2020-04-28,53.5351
2020-04-29,52.239
2020-04-30,49.907
2020-05-01,48.8954
2020-05-02,48.8954
2020-05-03,48.8954
2020-05-04,48.5952
2020-05-05,50.6745
2020-05-06,48.9444
2020-05-07,47.7947
2020-05-08,47.194
2020-05-09,47.194
2020-05-10,47.194
2020-05-11,46.193
2020-05-12,45.3074
2020-05-13,45.9311
2020-05-14,47.0061
2020-05-15,49.6176
2020-05-16,49.6176
2020-05-17,49.6176
2020-05-18,50.0404
2020-05-19,49.2582
2020-05-20,48.239
2020-05-21,48.3856
2020-05-22,48.0607
2020-05-23,48.0607
2020-05-24,48.0607
2020-05-25,48.0607
2020-05-26,47.4131
2020-05-27,50.1681
2020-05-28,50.3063
2020-05-29,51.5676
2020-05-30,51.5676
2020-05-31,51.5676
2020-06-01,52.3256
2020-06-02,53.1756
2020-06-03,53.2106
2020-06-04,52.789
2020-06-05,56.3336
2020-06-06,56.3336
2020-06-07,56.3336
2020-06-08,55.8252
2020-06-09,55.1246
2020-06-10,54.0647
2020-06-11,48.3931
2020-06-12,49.2521
2020-06-13,49.2521
2020-06-14,49.2521
2020-06-15,52.4881
2020-06-16,53.7802
2020-06-17,52.2083
2020-06-18,54.0968
2020-06-19,54.232
2020-06-20,54.232
2020-06-21,54.232
2020-06-22,53.9989
2020-06-23,52.9462
2020-06-24,49.3208
2020-06-25,52.4916
2020-06-26,49.9994
2020-06-27,49.9994
2020-06-28,49.9994
2020-06-29,50.6149
2020-06-30,52.637
2020-07-01,52.2358
2020-07-02,51.4895
2020-07-03,51.4895
2020-07-04,51.4895
2020-07-05,51.4895
2020-07-06,51.852
2020-07-07,49.9865
2020-07-08,49.1374
2020-07-09,49.7084
2020-07-10,53.5253
2020-07-11,53.5253
2020-07-12,53.5253
2020-07-13,52.9237
2020-07-14,57.6938
2020-07-15,59.1221
2020-07-16,60.3379
2020-07-17,60.8513
2020-07-18,60.8513
2020-07-19,60.8513
2020-07-20,61.349
2020-07-21,62.0673
2020-07-22,63.3304
2020-07-23,60.8914
2020-07-24,59.6556
2020-07-25,59.6556
2020-07-26,59.6556
2020-07-27,58.7697
2020-07-28,58.905
2020-07-29,60.5776
2020-07-30,59.905
2020-07-31,61.8963
2020-08-01,61.8963
2020-08-02,61.8963
2020-08-03,61.1199
2020-08-04,61.5194
2020-08-05,61.9352
2020-08-06,60.1012
2020-08-07,61.412
2020-08-08,61.412
2020-08-09,61.412
2020-08-10,60.2959
2020-08-11,58.3188
2020-08-12,58.3008
2020-08-13,58.3406
2020-08-14,58.2063
2020-08-15,58.2063
2020-08-16,58.2063
2020-08-17,57.9304
2020-08-18,59.2299
2020-08-19,60.1669
2020-08-20,60.7657
2020-08-21,62.1084
2020-08-22,62.1084
2020-08-23,62.1084
2020-08-24,62.3532
2020-08-25,63.3997
2020-08-26,62.0103
2020-08-27,63.5791
2020-08-28,64.0772
2020-08-29,64.0772
2020-08-30,64.0772
2020-08-31,65.8528
2020-09-01,63.078
2020-09-02,64.5696
2020-09-03,60.7289
2020-09-04,59.9736
2020-09-05,59.9736
2020-09-06,59.9736
2020-09-07,59.9736
2020-09-08,57.5816
2020-09-09,61.5924
2020-09-10,60.9256
2020-09-11,61.7685
2020-09-12,61.7685
2020-09-13,61.7685
2020-09-14,63.4268
2020-09-15,60.9074
2020-09-16,60.9074
2020-09-17,61.3941
2020-09-18,63.3242
2020-09-19,63.3242
2020-09-20,63.3242
2020-09-21,63.9757
2020-09-22,57.7374
2020-09-23,51.9772
2020-09-24,53.4786
2020-09-25,54.0669
2020-09-26,54.0669
2020-09-27,54.0669
2020-09-28,56.0505
2020-09-29,56.2911
2020-09-30,57.0352
2020-10-01,54.7899
2020-10-02,55.903
2020-10-03,55.903
2020-10-04,55.903
2020-10-05,58.4033
2020-10-06,56.9671
2020-10-07,58.7484
2020-10-08,60.7793
2020-10-09,63.0815
2020-10-10,63.0815
2020-10-11,63.0815
2020-10-12,64.7619
2020-10-13,62.5813
2020-10-14,61.387
2020-10-15,57.4708
2020-10-16,55.7681
2020-10-17,55.7681
2020-10-18,55.7681
2020-10-19,54.5192
2020-10-20,52.561
2020-10-21,50.985
2020-10-22,52.1689
2020-10-23,52.5143
2020-10-24,52.5143
2020-10-25,52.5143
