,GATX US Equity
2020-03-31,45.1931
2020-04-01,42.527
2020-04-02,41.8674
2020-04-03,40.8806
2020-04-04,40.8806
2020-04-05,40.8806
2020-04-06,44.35
2020-04-07,47.8357
2020-04-08,47.7699
2020-04-09,46.0136
2020-04-10,46.0136
2020-04-11,46.0136
2020-04-12,46.0136
2020-04-13,42.8967
2020-04-14,42.8497
2020-04-15,41.861
2020-04-16,41.9274
2020-04-17,43.3334
2020-04-18,43.3334
2020-04-19,43.3334
2020-04-20,41.1728
2020-04-21,41.7363
2020-04-22,41.5802
2020-04-23,43.9063
2020-04-24,43.8659
2020-04-25,43.8659
2020-04-26,43.8659
2020-04-27,46.3134
2020-04-28,47.453
2020-04-29,48.5261
2020-04-30,46.7689
2020-05-01,45.4961
2020-05-02,45.4961
2020-05-03,45.4961
2020-05-04,46.9801
2020-05-05,48.3016
2020-05-06,46.5068
2020-05-07,46.9665
2020-05-08,48.9204
2020-05-09,48.9204
2020-05-10,48.9204
2020-05-11,47.1016
2020-05-12,45.4446
2020-05-13,43.7647
2020-05-14,43.5627
2020-05-15,44.4062
2020-05-16,44.4062
2020-05-17,44.4062
2020-05-18,48.3036
2020-05-19,46.7339
2020-05-20,49.5919
2020-05-21,50.1873
2020-05-22,50.4444
2020-05-23,50.4444
2020-05-24,50.4444
2020-05-25,50.4444
2020-05-26,50.7667
2020-05-27,54.3171
2020-05-28,52.5836
2020-05-29,50.8778
2020-05-30,50.8778
2020-05-31,50.8778
2020-06-01,50.1517
2020-06-02,51.0111
2020-06-03,52.8111
2020-06-04,54.3144
2020-06-05,55.7494
2020-06-06,55.7494
2020-06-07,55.7494
2020-06-08,55.9206
2020-06-09,54.7354
2020-06-10,52.3897
2020-06-11,47.1897
2020-06-12,49.2175
2020-06-13,49.2175
2020-06-14,49.2175
2020-06-15,49.6212
2020-06-16,51.1428
2020-06-17,50.3387
2020-06-18,50.0881
2020-06-19,49.2812
2020-06-20,49.2812
2020-06-21,49.2812
2020-06-22,49.3475
2020-06-23,49.5233
2020-06-24,47.3785
2020-06-25,48.2166
2020-06-26,45.4152
2020-06-27,45.4152
2020-06-28,45.4152
2020-06-29,48.9062
2020-06-30,49.3003
2020-07-01,46.6152
2020-07-02,47.7295
2020-07-03,47.7295
2020-07-04,47.7295
2020-07-05,47.7295
2020-07-06,49.7169
2020-07-07,47.165
2020-07-08,47.6773
2020-07-09,46.6691
2020-07-10,48.962
2020-07-11,48.962
2020-07-12,48.962
2020-07-13,48.9241
2020-07-14,50.0718
2020-07-15,53.2117
2020-07-16,54.0668
2020-07-17,51.8385
2020-07-18,51.8385
2020-07-19,51.8385
2020-07-20,51.0327
2020-07-21,50.4545
2020-07-22,51.3743
2020-07-23,51.7069
2020-07-24,51.3764
2020-07-25,51.3764
2020-07-26,51.3764
2020-07-27,50.8607
2020-07-28,49.9806
2020-07-29,50.5031
2020-07-30,49.0177
2020-07-31,49.2451
2020-08-01,49.2451
2020-08-02,49.2451
2020-08-03,49.0545
2020-08-04,50.1647
2020-08-05,52.2685
2020-08-06,52.9418
2020-08-07,53.8629
2020-08-08,53.8629
2020-08-09,53.8629
2020-08-10,55.8899
2020-08-11,56.8754
2020-08-12,55.6188
2020-08-13,54.3202
2020-08-14,55.8211
2020-08-15,55.8211
2020-08-16,55.8211
2020-08-17,54.5606
2020-08-18,51.8725
2020-08-19,53.303
2020-08-20,52.9381
2020-08-21,52.2832
2020-08-22,52.2832
2020-08-23,52.2832
2020-08-24,53.6627
2020-08-25,54.0735
2020-08-26,54.2831
2020-08-27,56.1591
2020-08-28,56.9035
2020-08-29,56.9035
2020-08-30,56.9035
2020-08-31,54.7519
2020-09-01,56.2054
2020-09-02,55.644
2020-09-03,53.7494
2020-09-04,53.7915
2020-09-05,53.7915
2020-09-06,53.7915
2020-09-07,53.7915
2020-09-08,49.8637
2020-09-09,49.5357
2020-09-10,47.8201
2020-09-11,48.3308
2020-09-12,48.3308
2020-09-13,48.3308
2020-09-14,50.4477
2020-09-15,50.526
2020-09-16,51.832
2020-09-17,53.6323
2020-09-18,53.0242
2020-09-19,53.0242
2020-09-20,53.0242
2020-09-21,47.5864
2020-09-22,49.1832
2020-09-23,47.9561
2020-09-24,48.3947
2020-09-25,48.8734
2020-09-26,48.8734
2020-09-27,48.8734
2020-09-28,50.9352
2020-09-29,50.1121
2020-09-30,50.2949
2020-10-01,50.8035
2020-10-02,53.1034
2020-10-03,53.1034
2020-10-04,53.1034
2020-10-05,55.3705
2020-10-06,54.7702
2020-10-07,57.3136
2020-10-08,57.9184
2020-10-09,56.1927
2020-10-10,56.1927
2020-10-11,56.1927
2020-10-12,57.0355
2020-10-13,53.7142
2020-10-14,55.8101
2020-10-15,56.7709
2020-10-16,57.2004
2020-10-17,57.2004
2020-10-18,57.2004
2020-10-19,55.9899
2020-10-20,57.5881
2020-10-21,54.8787
2020-10-22,56.7547
2020-10-23,57.3659
2020-10-24,57.3659
2020-10-25,57.3659
2020-10-26,55.4287
2020-10-27,55.1339
2020-10-28,50.469
2020-10-29,53.3377
2020-10-30,54.1296
2020-10-31,54.1296
2020-11-01,54.1296
2020-11-02,57.1807
2020-11-03,61.0989
2020-11-04,54.7988
2020-11-05,58.1246
2020-11-06,57.3598
2020-11-07,57.3598
2020-11-08,57.3598
2020-11-09,62.9861
2020-11-10,65.2015
2020-11-11,64.8482
2020-11-12,61.4353
2020-11-13,62.7561
2020-11-14,62.7561
2020-11-15,62.7561
2020-11-16,65.2367
2020-11-17,63.3296
2020-11-18,62.201
2020-11-19,62.5508
2020-11-20,61.788
2020-11-21,61.788
2020-11-22,61.788
2020-11-23,64.5447
2020-11-24,65.2993
2020-11-25,61.8485
2020-11-26,61.8485
2020-11-27,61.9045
2020-11-28,61.9045
2020-11-29,61.9045
2020-11-30,59.552
2020-12-01,59.8555
2020-12-02,61.4322
2020-12-03,61.5213
2020-12-04,64.4464
2020-12-05,64.4464
2020-12-06,64.4464
2020-12-07,65.8165
2020-12-08,65.9368
2020-12-09,64.8738
2020-12-10,63.677
2020-12-11,63.3195
2020-12-12,63.3195
2020-12-13,63.3195
2020-12-14,61.0612
2020-12-15,61.7509
2020-12-16,60.6398
2020-12-17,60.4666
2020-12-18,59.8129
2020-12-19,59.8129
2020-12-20,59.8129
2020-12-21,60.3048
2020-12-22,60.3905
2020-12-23,61.5192
2020-12-24,61.8129
2020-12-25,61.8129
2020-12-26,61.8129
2020-12-27,61.8129
2020-12-28,62.2843
2020-12-29,59.6193
2020-12-30,60.6283
2020-12-31,58.6592
2021-01-01,58.6592
2021-01-02,58.6592
2021-01-03,58.6592
2021-01-04,56.9004
2021-01-05,58.1286
2021-01-06,62.8266
2021-01-07,63.7406
2021-01-08,63.3626
2021-01-09,63.3626
2021-01-10,63.3626
2021-01-11,64.0361
2021-01-12,66.2494
2021-01-13,61.9688
2021-01-14,63.1273
2021-01-15,63.8641
2021-01-16,63.8641
2021-01-17,63.8641
2021-01-18,63.8641
2021-01-19,64.5743
2021-01-20,62.7408
2021-01-21,59.6735
2021-01-22,60.0872
2021-01-23,60.0872
2021-01-24,60.0872
2021-01-25,61.7009
2021-01-26,60.8845
2021-01-27,63.8313
2021-01-28,58.3224
2021-01-29,63.1345
2021-01-30,63.1345
2021-01-31,63.1345
2021-02-01,62.628
2021-02-02,62.4724
2021-02-03,62.1
2021-02-04,63.5861
2021-02-05,65.6226
2021-02-06,65.6226
2021-02-07,65.6226
2021-02-08,67.6247
2021-02-09,67.3257
2021-02-10,65.7097
2021-02-11,66.0625
2021-02-12,67.777
2021-02-13,67.777
2021-02-14,67.777
2021-02-15,67.777
2021-02-16,66.922
2021-02-17,63.0866
2021-02-18,62.8503
2021-02-19,66.0019
2021-02-20,66.0019
2021-02-21,66.0019
2021-02-22,65.3016
2021-02-23,64.5559
2021-02-24,65.2235
2021-02-25,60.283
2021-02-26,59.1917
2021-02-27,59.1917
2021-02-28,59.1917
2021-03-01,62.4446
2021-03-02,58.9778
2021-03-03,59.3539
2021-03-04,57.6803
2021-03-05,59.8215
2021-03-06,59.8215
2021-03-07,59.8215
2021-03-08,60.216
2021-03-09,58.0695
2021-03-10,59.5936
2021-03-11,61.2571
2021-03-12,62.8891
2021-03-13,62.8891
2021-03-14,62.8891
2021-03-15,58.4554
2021-03-16,56.9305
2021-03-17,54.5265
2021-03-18,48.2768
2021-03-19,45.8003
2021-03-20,45.8003
2021-03-21,45.8003
2021-03-22,45.7676
2021-03-23,44.5511
2021-03-24,46.9934
2021-03-25,48.5194
2021-03-26,51.7607
2021-03-27,51.7607
2021-03-28,51.7607
2021-03-29,49.1125
2021-03-30,51.1928
2021-03-31,51.272
2021-04-01,52.8887
2021-04-02,52.8887
2021-04-03,52.8887
2021-04-04,52.8887
2021-04-05,54.0145
2021-04-06,53.8449
2021-04-07,52.3278
2021-04-08,52.2753
2021-04-09,52.4358
2021-04-10,52.4358
2021-04-11,52.4358
2021-04-12,54.5063
2021-04-13,52.0389
2021-04-14,54.1958
2021-04-15,54.7918
2021-04-16,54.3187
2021-04-17,54.3187
2021-04-18,54.3187
2021-04-19,54.0263
2021-04-20,49.3284
2021-04-21,52.396
2021-04-22,51.4879
2021-04-23,54.1901
2021-04-24,54.1901
2021-04-25,54.1901
2021-04-26,55.0011
2021-04-27,54.9585
2021-04-28,55.6561
2021-04-29,56.109
2021-04-30,55.7525
2021-05-01,55.7525
2021-05-02,55.7525
2021-05-03,56.3267
2021-05-04,57.6011
2021-05-05,58.8435
2021-05-06,60.2022
2021-05-07,62.6952
2021-05-08,62.6952
2021-05-09,62.6952
2021-05-10,63.4466
2021-05-11,62.3106
2021-05-12,55.5205
2021-05-13,56.1737
2021-05-14,57.7379
2021-05-15,57.7379
2021-05-16,57.7379
2021-05-17,54.9807
2021-05-18,51.2395
2021-05-19,50.2919
2021-05-20,51.1486
2021-05-21,52.3206
2021-05-22,52.3206
2021-05-23,52.3206
2021-05-24,53.8925
2021-05-25,51.4634
2021-05-26,51.2424
2021-05-27,52.9282
2021-05-28,53.1749
2021-05-29,53.1749
2021-05-30,53.1749
2021-05-31,53.1749
2021-06-01,55.109
2021-06-02,54.0686
2021-06-03,51.215
2021-06-04,49.8541
2021-06-05,49.8541
2021-06-06,49.8541
2021-06-07,49.1164
2021-06-08,49.7979
2021-06-09,49.7832
2021-06-10,50.6113
2021-06-11,50.9762
2021-06-12,50.9762
2021-06-13,50.9762
2021-06-14,48.9696
2021-06-15,50.543
2021-06-16,49.4546
2021-06-17,42.2053
2021-06-18,39.2309
2021-06-19,39.2309
2021-06-20,39.2309
2021-06-21,43.7054
2021-06-22,43.5225
2021-06-23,42.4094
2021-06-24,46.2914
2021-06-25,44.2313
2021-06-26,44.2313
2021-06-27,44.2313
2021-06-28,42.369
2021-06-29,40.1248
2021-06-30,42.7693
2021-07-01,43.2229
2021-07-02,42.1642
2021-07-03,42.1642
2021-07-04,42.1642
2021-07-05,42.1642
2021-07-06,40.9774
2021-07-07,41.3131
2021-07-08,40.091
2021-07-09,42.7937
2021-07-10,42.7937
2021-07-11,42.7937
2021-07-12,43.7043
2021-07-13,42.9279
2021-07-14,42.9748
2021-07-15,43.7719
2021-07-16,44.5733
2021-07-17,44.5733
2021-07-18,44.5733
2021-07-19,41.5128
2021-07-20,48.6603
2021-07-21,49.0154
2021-07-22,46.3612
2021-07-23,47.6642
2021-07-24,47.6642
2021-07-25,47.6642
2021-07-26,49.0122
2021-07-27,48.2861
2021-07-28,48.7136
2021-07-29,50.4627
2021-07-30,50.8017
2021-07-31,50.8017
2021-08-01,50.8017
2021-08-02,47.9246
2021-08-03,50.2482
2021-08-04,46.8329
2021-08-05,48.29
2021-08-06,51.5866
2021-08-07,51.5866
2021-08-08,51.5866
2021-08-09,49.309
2021-08-10,51.1437
2021-08-11,53.8744
2021-08-12,52.7662
2021-08-13,52.753
2021-08-14,52.753
2021-08-15,52.753
2021-08-16,51.946
2021-08-17,49.8678
2021-08-18,44.9361
2021-08-19,43.0645
2021-08-20,43.9331
2021-08-21,43.9331
2021-08-22,43.9331
2021-08-23,44.4128
2021-08-24,45.65
2021-08-25,47.7356
2021-08-26,47.506
2021-08-27,51.0577
2021-08-28,51.0577
2021-08-29,51.0577
2021-08-30,51.181
2021-08-31,50.8496
2021-09-01,50.5516
2021-09-02,49.6082
2021-09-03,49.1135
2021-09-04,49.1135
2021-09-05,49.1135
2021-09-06,49.1135
2021-09-07,47.0896
2021-09-08,46.5733
2021-09-09,47.0811
2021-09-10,46.4309
2021-09-11,46.4309
2021-09-12,46.4309
2021-09-13,47.4688
2021-09-14,44.5018
2021-09-15,46.559
2021-09-16,45.5093
2021-09-17,44.9375
2021-09-18,44.9375
2021-09-19,44.9375
2021-09-20,44.0515
2021-09-21,42.7373
2021-09-22,44.9061
2021-09-23,47.3012
2021-09-24,48.468
2021-09-25,48.468
2021-09-26,48.468
2021-09-27,51.625
2021-09-28,49.9803
2021-09-29,52.3642
2021-09-30,50.3219
2021-10-01,53.2294
2021-10-02,53.2294
2021-10-03,53.2294
2021-10-04,54.3975
2021-10-05,53.0578
2021-10-06,53.7294
2021-10-07,54.4585
2021-10-08,52.7078
2021-10-09,52.7078
2021-10-10,52.7078
2021-10-11,53.3116
2021-10-12,53.9917
2021-10-13,53.9571
2021-10-14,56.2757
2021-10-15,58.5946
2021-10-16,58.5946
2021-10-17,58.5946
2021-10-18,59.1676
2021-10-19,59.0715
2021-10-20,61.9607
2021-10-21,56.8706
2021-10-22,53.7069
2021-10-23,53.7069
2021-10-24,53.7069
2021-10-25,56.0015
2021-10-26,56.6404
2021-10-27,52.3908
2021-10-28,55.271
2021-10-29,54.2405
2021-10-30,54.2405
2021-10-31,54.2405
2021-11-01,56.557
2021-11-02,57.1891
2021-11-03,59.3478
2021-11-04,60.4403
2021-11-05,64.6227
2021-11-06,64.6227
2021-11-07,64.6227
2021-11-08,65.9326
2021-11-09,63.8986
2021-11-10,63.8986
2021-11-11,64.0529
2021-11-12,63.7358
2021-11-13,63.7358
2021-11-14,63.7358
2021-11-15,60.0608
2021-11-16,58.5818
2021-11-17,58.7435
2021-11-18,59.3417
2021-11-19,58.9947
2021-11-20,58.9947
2021-11-21,58.9947
2021-11-22,61.8449
2021-11-23,62.9557
2021-11-24,60.856
2021-11-25,60.856
2021-11-26,56.8657
2021-11-27,56.8657
2021-11-28,56.8657
2021-11-29,55.9485
2021-11-30,51.7918
2021-12-01,49.1516
2021-12-02,53.5255
2021-12-03,54.4343
2021-12-04,54.4343
2021-12-05,54.4343
2021-12-06,59.46
2021-12-07,60.2476
2021-12-08,59.2152
2021-12-09,57.5573
2021-12-10,57.0629
2021-12-11,57.0629
2021-12-12,57.0629
2021-12-13,54.9964
2021-12-14,53.8862
2021-12-15,55.1467
2021-12-16,54.8621
2021-12-17,52.4533
2021-12-18,52.4533
2021-12-19,52.4533
2021-12-20,51.9322
2021-12-21,55.1016
2021-12-22,55.125
2021-12-23,55.4381
2021-12-24,55.4381
2021-12-25,55.4381
2021-12-26,55.4381
2021-12-27,55.7574
2021-12-28,55.3315
2021-12-29,56.2533
2021-12-30,55.1576
2021-12-31,56.5683
2022-01-01,56.5683
2022-01-02,56.5683
2022-01-03,56.095
2022-01-04,58.0034
2022-01-05,57.1296
2022-01-06,57.6966
2022-01-07,53.5878
2022-01-08,53.5878
2022-01-09,53.5878
2022-01-10,51.4338
2022-01-11,50.5742
2022-01-12,50.1868
2022-01-13,51.5085
2022-01-14,51.8008
2022-01-15,51.8008
2022-01-16,51.8008
2022-01-17,51.8008
2022-01-18,49.9643
2022-01-19,46.5215
2022-01-20,43.9435
2022-01-21,42.2632
2022-01-22,42.2632
2022-01-23,42.2632
2022-01-24,43.2721
2022-01-25,52.4712
2022-01-26,54.511
2022-01-27,53.5514
2022-01-28,55.7866
2022-01-29,55.7866
2022-01-30,55.7866
2022-01-31,55.1519
2022-02-01,56.4975
2022-02-02,54.9431
2022-02-03,55.46
2022-02-04,53.3205
2022-02-05,53.3205
2022-02-06,53.3205
2022-02-07,52.978
2022-02-08,54.7177
2022-02-09,54.0336
2022-02-10,50.8496
2022-02-11,50.3881
2022-02-12,50.3881
2022-02-13,50.3881
2022-02-14,52.3722
2022-02-15,55.1306
2022-02-16,58.1045
2022-02-17,54.9117
2022-02-18,54.8676
2022-02-19,54.8676
2022-02-20,54.8676
2022-02-21,54.8676
2022-02-22,54.8801
2022-02-23,51.7503
2022-02-24,53.7891
2022-02-25,56.1803
2022-02-26,56.1803
2022-02-27,56.1803
2022-02-28,56.2759
2022-03-01,53.429
2022-03-02,57.9364
2022-03-03,60.8249
2022-03-04,63.542
2022-03-05,63.542
2022-03-06,63.542
2022-03-07,64.1019
2022-03-08,64.7482
2022-03-09,63.5335
2022-03-10,65.2835
2022-03-11,67.5772
2022-03-12,67.5772
2022-03-13,67.5772
2022-03-14,68.6741
2022-03-15,69.1255
2022-03-16,70.4265
2022-03-17,71.1802
2022-03-18,68.6495
2022-03-19,68.6495
2022-03-20,68.6495
2022-03-21,69.1899
2022-03-22,66.7438
2022-03-23,65.7527
2022-03-24,66.3958
2022-03-25,68.7448
2022-03-26,68.7448
2022-03-27,68.7448
2022-03-28,67.5812
2022-03-29,68.6856
2022-03-30,68.6935
2022-03-31,63.6124
2022-04-01,61.2903
2022-04-02,61.2903
2022-04-03,61.2903
2022-04-04,59.3707
2022-04-05,54.703
2022-04-06,55.0526
2022-04-07,54.5118
2022-04-08,54.4443
2022-04-09,54.4443
2022-04-10,54.4443
2022-04-11,53.0451
2022-04-12,52.963
2022-04-13,54.8297
2022-04-14,54.7138
2022-04-15,54.7138
2022-04-16,54.7138
2022-04-17,54.7138
2022-04-18,55.5881
2022-04-19,57.4641
2022-04-20,50.8164
2022-04-21,47.9246
2022-04-22,44.9893
2022-04-23,44.9893
2022-04-24,44.9893
2022-04-25,45.5342
2022-04-26,42.8968
2022-04-27,40.5811
2022-04-28,41.4664
2022-04-29,39.1107
2022-04-30,39.1107
2022-05-01,39.1107
2022-05-02,38.2956
2022-05-03,40.8862
2022-05-04,46.3785
2022-05-05,45.4474
2022-05-06,44.4843
2022-05-07,44.4843
2022-05-08,44.4843
2022-05-09,43.2271
2022-05-10,44.549
2022-05-11,43.309
2022-05-12,44.6003
2022-05-13,47.1751
2022-05-14,47.1751
2022-05-15,47.1751
2022-05-16,49.4666
2022-05-17,53.0651
2022-05-18,48.911
2022-05-19,44.0185
2022-05-20,43.9763
2022-05-21,43.9763
2022-05-22,43.9763
2022-05-23,45.5458
2022-05-24,45.1308
2022-05-25,45.6431
2022-05-26,44.8891
2022-05-27,46.7105
2022-05-28,46.7105
2022-05-29,46.7105
2022-05-30,46.7105
2022-05-31,48.0427
2022-06-01,46.9895
2022-06-02,48.4618
2022-06-03,47.6056
2022-06-04,47.6056
2022-06-05,47.6056
2022-06-06,50.8277
2022-06-07,50.9656
2022-06-08,48.1802
2022-06-09,46.2227
2022-06-10,40.5556
2022-06-11,40.5556
2022-06-12,40.5556
2022-06-13,38.9326
2022-06-14,38.9445
2022-06-15,39.6068
2022-06-16,37.0509
2022-06-17,35.5566
2022-06-18,35.5566
2022-06-19,35.5566
2022-06-20,35.5566
2022-06-21,38.2322
2022-06-22,38.4029
2022-06-23,36.9252
2022-06-24,38.669
2022-06-25,38.669
2022-06-26,38.669
2022-06-27,41.6038
2022-06-28,40.2355
2022-06-29,40.0501
2022-06-30,39.9507
2022-07-01,40.7992
2022-07-02,40.7992
2022-07-03,40.7992
2022-07-04,40.7992
2022-07-05,38.665
2022-07-06,37.895
2022-07-07,38.9931
2022-07-08,38.6608
2022-07-09,38.6608
2022-07-10,38.6608
2022-07-11,38.366
2022-07-12,38.2418
2022-07-13,38.9718
2022-07-14,38.5383
2022-07-15,42.6158
2022-07-16,42.6158
2022-07-17,42.6158
2022-07-18,42.3294
2022-07-19,47.7758
2022-07-20,48.3049
2022-07-21,44.5485
2022-07-22,43.0611
2022-07-23,43.0611
2022-07-24,43.0611
2022-07-25,45.4177
2022-07-26,44.9417
2022-07-27,47.5663
2022-07-28,50.3423
2022-07-29,51.1043
2022-07-30,51.1043
2022-07-31,51.1043
2022-08-01,50.0933
2022-08-02,47.9539
2022-08-03,50.4585
2022-08-04,50.5915
2022-08-05,51.7415
2022-08-06,51.7415
2022-08-07,51.7415
2022-08-08,49.1342
2022-08-09,49.5168
2022-08-10,51.2855
2022-08-11,51.5818
2022-08-12,53.817
2022-08-13,53.817
2022-08-14,53.817
2022-08-15,54.3295
2022-08-16,55.9749
2022-08-17,53.4118
2022-08-18,53.9762
2022-08-19,50.8522
2022-08-20,50.8522
2022-08-21,50.8522
2022-08-22,49.8377
2022-08-23,49.7773
2022-08-24,50.1524
2022-08-25,53.5169
2022-08-26,48.9553
2022-08-27,48.9553
2022-08-28,48.9553
2022-08-29,49.1108
2022-08-30,46.4416
2022-08-31,46.1134
2022-09-01,44.5502
2022-09-02,42.363
2022-09-03,42.363
2022-09-04,42.363
2022-09-05,42.363
2022-09-06,43.2333
2022-09-07,44.2539
2022-09-08,43.7119
2022-09-09,46.5556
2022-09-10,46.5556
2022-09-11,46.5556
2022-09-12,49.6388
2022-09-13,47.3418
2022-09-14,47.8439
2022-09-15,48.0105
2022-09-16,47.8766
2022-09-17,47.8766
2022-09-18,47.8766
2022-09-19,51.936
2022-09-20,51.3832
2022-09-21,46.9031
2022-09-22,45.5912
2022-09-23,42.0344
2022-09-24,42.0344
2022-09-25,42.0344
2022-09-26,40.2068
2022-09-27,40.1884
2022-09-28,42.0981
2022-09-29,40.1063
2022-09-30,37.5063
2022-10-01,37.5063
2022-10-02,37.5063
2022-10-03,42.3036
2022-10-04,44.211
2022-10-05,46.0896
2022-10-06,46.5522
2022-10-07,44.4135
2022-10-08,44.4135
2022-10-09,44.4135
2022-10-10,44.7643
2022-10-11,44.7039
2022-10-12,44.3634
2022-10-13,48.2783
2022-10-14,46.0271
2022-10-15,46.0271
2022-10-16,46.0271
2022-10-17,49.6848
2022-10-18,51.6083
2022-10-19,50.2542
2022-10-20,47.3423
2022-10-21,49.6103
2022-10-22,49.6103
2022-10-23,49.6103
2022-10-24,50.9163
2022-10-25,53.1399
2022-10-26,55.5765
2022-10-27,57.1485
2022-10-28,57.3938
2022-10-29,57.3938
2022-10-30,57.3938
2022-10-31,59.3541
2022-11-01,60.763
2022-11-02,57.1417
2022-11-03,57.6059
2022-11-04,59.1489
2022-11-05,59.1489
2022-11-06,59.1489
2022-11-07,57.7978
2022-11-08,57.956
2022-11-09,56.4713
2022-11-10,60.8357
2022-11-11,60.6885
2022-11-12,60.6885
2022-11-13,60.6885
2022-11-14,60.9168
2022-11-15,61.6977
2022-11-16,60.6293
2022-11-17,61.6306
2022-11-18,60.0767
2022-11-19,60.0767
2022-11-20,60.0767
2022-11-21,61.8604
2022-11-22,63.3273
2022-11-23,62.0652
2022-11-24,62.0652
2022-11-25,61.9541
2022-11-26,61.9541
2022-11-27,61.9541
2022-11-28,59.4899
2022-11-29,60.2573
2022-11-30,61.8504
2022-12-01,61.7074
2022-12-02,62.2579
2022-12-03,62.2579
2022-12-04,62.2579
2022-12-05,58.7355
2022-12-06,55.5253
2022-12-07,56.1879
2022-12-08,57.9239
2022-12-09,56.0745
2022-12-10,56.0745
2022-12-11,56.0745
2022-12-12,59.1129
2022-12-13,58.4359
2022-12-14,56.1303
2022-12-15,52.8458
2022-12-16,52.3844
2022-12-17,52.3844
2022-12-18,52.3844
2022-12-19,53.4095
2022-12-20,54.4142
2022-12-21,55.8698
2022-12-22,54.8786
2022-12-23,55.2889
2022-12-24,55.2889
2022-12-25,55.2889
2022-12-26,55.2889
2022-12-27,54.5996
2022-12-28,50.9893
2022-12-29,52.8883
2022-12-30,50.9691
2022-12-31,50.9691
2023-01-01,50.9691
2023-01-02,50.9691
2023-01-03,52.1285
2023-01-04,53.1821
2023-01-05,52.9332
2023-01-06,56.2136
2023-01-07,56.2136
2023-01-08,56.2136
2023-01-09,55.1319
2023-01-10,55.4313
2023-01-11,55.916
2023-01-12,57.4413
2023-01-13,58.2592
2023-01-14,58.2592
2023-01-15,58.2592
2023-01-16,58.2592
2023-01-17,55.7047
2023-01-18,54.7148
2023-01-19,50.6403
2023-01-20,51.2251
2023-01-21,51.2251
2023-01-22,51.2251
2023-01-23,50.3972
2023-01-24,53.437
2023-01-25,55.9568
2023-01-26,57.9199
2023-01-27,57.6469
2023-01-28,57.6469
2023-01-29,57.6469
2023-01-30,55.1694
2023-01-31,57.7761
2023-02-01,59.5772
2023-02-02,60.9648
2023-02-03,59.3797
2023-02-04,59.3797
2023-02-05,59.3797
2023-02-06,56.6004
2023-02-07,56.8524
2023-02-08,53.6693
2023-02-09,51.4321
2023-02-10,51.4321
2023-02-11,51.4321
2023-02-12,51.4321
2023-02-13,52.515
2023-02-14,50.6657
2023-02-15,50.9511
2023-02-16,51.0657
2023-02-17,51.2228
2023-02-18,51.2228
2023-02-19,51.2228
2023-02-20,51.2228
2023-02-21,47.0175
2023-02-22,46.4194
2023-02-23,48.2269
2023-02-24,48.8584
2023-02-25,48.8584
2023-02-26,48.8584
2023-02-27,49.7407
2023-02-28,49.4511
2023-03-01,50.3343
2023-03-02,52.6377
2023-03-03,48.1942
2023-03-04,48.1942
2023-03-05,48.1942
2023-03-06,47.1614
2023-03-07,46.2513
2023-03-08,47.3902
2023-03-09,44.0426
2023-03-10,42.2613
2023-03-11,42.2613
2023-03-12,42.2613
2023-03-13,40.0524
2023-03-14,45.8896
2023-03-15,44.1544
2023-03-16,45.7395
2023-03-17,42.3563
