,CCK US Equity
,RSI_30D
2020-01-01,52.9935
2020-01-02,52.0477
2020-01-03,52.1548
2020-01-04,52.1548
2020-01-05,52.1548
2020-01-06,50.5493
2020-01-07,47.3423
2020-01-08,46.7652
2020-01-09,48.9033
2020-01-10,49.0483
2020-01-11,49.0483
2020-01-12,49.0483
2020-01-13,52.9948
2020-01-14,50.8849
2020-01-15,52.3437
2020-01-16,55.7318
2020-01-17,54.9647
2020-01-18,54.9647
2020-01-19,54.9647
2020-01-20,54.9647
2020-01-21,54.3986
2020-01-22,58.7056
2020-01-23,60.2909
2020-01-24,57.6691
2020-01-25,57.6691
2020-01-26,57.6691
2020-01-27,59.849
2020-01-28,58.3106
2020-01-29,56.1846
2020-01-30,58.3701
2020-01-31,53.5666
2020-02-01,53.5666
2020-02-02,53.5666
2020-02-03,54.8548
2020-02-04,57.7263
2020-02-05,62.4116
2020-02-06,63.7407
2020-02-07,61.1153
2020-02-08,61.1153
2020-02-09,61.1153
2020-02-10,62.1686
2020-02-11,62.3286
2020-02-12,61.0469
2020-02-13,62.8575
2020-02-14,62.9062
2020-02-15,62.9062
2020-02-16,62.9062
2020-02-17,62.9062
2020-02-18,62.2039
2020-02-19,60.0136
2020-02-20,59.8206
2020-02-21,60.3856
2020-02-22,60.3856
2020-02-23,60.3856
2020-02-24,56.4442
2020-02-25,50.2897
2020-02-26,48.9774
2020-02-27,41.2839
2020-02-28,41.8578
2020-02-29,41.8578
2020-03-01,41.8578
2020-03-02,49.1893
2020-03-03,49.6321
2020-03-04,53.3025
2020-03-05,49.5979
2020-03-06,47.4347
2020-03-07,47.4347
2020-03-08,47.4347
2020-03-09,36.4877
2020-03-10,40.4807
2020-03-11,35.8454
2020-03-12,30.8055
2020-03-13,37.7709
2020-03-14,37.7709
2020-03-15,37.7709
2020-03-16,31.2255
2020-03-17,32.7423
2020-03-18,32.0276
2020-03-19,33.5834
2020-03-20,31.7346
2020-03-21,31.7346
2020-03-22,31.7346
2020-03-23,30.0959
2020-03-24,39.0995
2020-03-25,40.2605
2020-03-26,43.6292
2020-03-27,43.1136
2020-03-28,43.1136
2020-03-29,43.1136
2020-03-30,44.1789
2020-03-31,43.8603
2020-04-01,41.9436
2020-04-02,41.8792
2020-04-03,40.3786
2020-04-04,40.3786
2020-04-05,40.3786
2020-04-06,44.3376
2020-04-07,43.901
2020-04-08,46.6753
2020-04-09,48.5617
2020-04-10,48.5617
2020-04-11,48.5617
2020-04-12,48.5617
2020-04-13,47.7252
2020-04-14,48.8604
2020-04-15,47.809
2020-04-16,47.4443
2020-04-17,49.3511
2020-04-18,49.3511
2020-04-19,49.3511
2020-04-20,48.0747
2020-04-21,46.6867
2020-04-22,46.7838
2020-04-23,46.5764
2020-04-24,46.4861
2020-04-25,46.4861
2020-04-26,46.4861
2020-04-27,50.1972
2020-04-28,49.9083
2020-04-29,51.7787
2020-04-30,51.1174
2020-05-01,49.4042
2020-05-02,49.4042
2020-05-03,49.4042
2020-05-04,49.5615
2020-05-05,49.412
2020-05-06,48.2815
2020-05-07,49.409
2020-05-08,50.0175
2020-05-09,50.0175
2020-05-10,50.0175
2020-05-11,47.7389
2020-05-12,46.5118
2020-05-13,44.5495
2020-05-14,47.5756
2020-05-15,46.893
2020-05-16,46.893
2020-05-17,46.893
2020-05-18,50.2086
2020-05-19,50.1208
2020-05-20,50.4493
2020-05-21,49.6095
2020-05-22,49.5678
2020-05-23,49.5678
2020-05-24,49.5678
2020-05-25,49.5678
2020-05-26,52.4185
2020-05-27,53.6557
2020-05-28,54.0286
2020-05-29,52.8138
2020-05-30,52.8138
2020-05-31,52.8138
2020-06-01,54.1642
2020-06-02,54.7484
2020-06-03,55.9403
2020-06-04,56.917
2020-06-05,57.3027
2020-06-06,57.3027
2020-06-07,57.3027
2020-06-08,58.1961
2020-06-09,54.7959
2020-06-10,53.249
2020-06-11,48.6961
2020-06-12,51.1037
2020-06-13,51.1037
2020-06-14,51.1037
2020-06-15,51.8337
2020-06-16,53.0528
2020-06-17,51.5631
2020-06-18,51.2838
2020-06-19,51.4086
2020-06-20,51.4086
2020-06-21,51.4086
2020-06-22,51.1621
2020-06-23,50.4983
2020-06-24,47.3224
2020-06-25,48.1373
2020-06-26,49.1169
2020-06-27,49.1169
2020-06-28,49.1169
2020-06-29,50.6815
2020-06-30,50.9063
2020-07-01,51.3525
2020-07-02,53.1641
2020-07-03,53.1641
2020-07-04,53.1641
2020-07-05,53.1641
2020-07-06,52.9657
2020-07-07,52.5887
2020-07-08,52.8292
2020-07-09,50.7437
2020-07-10,53.5043
2020-07-11,53.5043
2020-07-12,53.5043
2020-07-13,52.0041
2020-07-14,55.1182
2020-07-15,52.7112
2020-07-16,52.6682
2020-07-17,54.2013
2020-07-18,54.2013
2020-07-19,54.2013
2020-07-20,55.8904
2020-07-21,57.1759
2020-07-22,57.2482
2020-07-23,57.4093
2020-07-24,57.101
2020-07-25,57.101
2020-07-26,57.101
2020-07-27,59.263
2020-07-28,56.6365
2020-07-29,58.4541
2020-07-30,57.8527
2020-07-31,57.1232
2020-08-01,57.1232
2020-08-02,57.1232
2020-08-03,58.4023
2020-08-04,58.467
2020-08-05,59.151
2020-08-06,59.7054
2020-08-07,60.4847
2020-08-08,60.4847
2020-08-09,60.4847
2020-08-10,59.8153
2020-08-11,59.2602
2020-08-12,61.4532
2020-08-13,63.5825
2020-08-14,62.582
2020-08-15,62.582
2020-08-16,62.582
2020-08-17,62.4091
2020-08-18,60.5906
2020-08-19,58.5729
2020-08-20,58.3217
2020-08-21,59.2407
2020-08-22,59.2407
2020-08-23,59.2407
2020-08-24,59.93
2020-08-25,59.6578
2020-08-26,62.0924
2020-08-27,62.1213
2020-08-28,62.4464
2020-08-29,62.4464
2020-08-30,62.4464
2020-08-31,61.6011
2020-09-01,63.8773
2020-09-02,66.3205
2020-09-03,61.3848
2020-09-04,59.7052
2020-09-05,59.7052
2020-09-06,59.7052
2020-09-07,59.7052
2020-09-08,53.813
2020-09-09,55.4975
2020-09-10,53.7487
2020-09-11,55.2689
2020-09-12,55.2689
2020-09-13,55.2689
2020-09-14,55.5771
2020-09-15,55.5771
2020-09-16,56.8035
2020-09-17,56.0756
2020-09-18,54.1674
2020-09-19,54.1674
2020-09-20,54.1674
2020-09-21,50.2317
2020-09-22,52.1265
2020-09-23,50.1339
2020-09-24,51.3409
2020-09-25,52.9955
2020-09-26,52.9955
2020-09-27,52.9955
2020-09-28,55.497
2020-09-29,55.497
2020-09-30,56.2998
2020-10-01,54.5094
2020-10-02,55.7179
2020-10-03,55.7179
2020-10-04,55.7179
2020-10-05,58.7173
2020-10-06,57.5473
2020-10-07,60.404
2020-10-08,63.2252
2020-10-09,62.0604
2020-10-10,62.0604
2020-10-11,62.0604
2020-10-12,62.1261
2020-10-13,62.2745
2020-10-14,62.3993
2020-10-15,63.1694
2020-10-16,64.2838
2020-10-17,64.2838
2020-10-18,64.2838
2020-10-19,61.6627
2020-10-20,67.6641
2020-10-21,70.7738
2020-10-22,71.8821
2020-10-23,69.5856
2020-10-24,69.5856
2020-10-25,69.5856
2020-10-26,65.1567
2020-10-27,64.4944
2020-10-28,60.5085
2020-10-29,62.1882
2020-10-30,59.6862
2020-10-31,59.6862
2020-11-01,59.6862
2020-11-02,63.7135
2020-11-03,66.2203
2020-11-04,67.3523
2020-11-05,68.8368
2020-11-06,68.4078
2020-11-07,68.4078
2020-11-08,68.4078
2020-11-09,62.1016
