,NMIH US Equity
2021-04-04,49.7152
2021-04-05,50.9308
2021-04-06,47.9853
2021-04-07,49.9448
2021-04-08,50.8483
2021-04-09,49.6251
2021-04-10,49.6251
2021-04-11,49.6251
2021-04-12,48.0314
2021-04-13,47.4935
2021-04-14,48.174
2021-04-15,48.7399
2021-04-16,49.7137
2021-04-17,49.7137
2021-04-18,49.7137
2021-04-19,50.6433
2021-04-20,48.856
2021-04-21,50.6969
2021-04-22,51.2217
2021-04-23,53.1271
2021-04-24,53.1271
2021-04-25,53.1271
2021-04-26,55.2374
2021-04-27,56.0776
2021-04-28,58.4622
2021-04-29,60.5785
2021-04-30,59.3277
2021-05-01,59.3277
2021-05-02,59.3277
2021-05-03,60.0175
2021-05-04,61.6207
2021-05-05,54.8013
2021-05-06,49.0377
2021-05-07,50.4042
2021-05-08,50.4042
2021-05-09,50.4042
2021-05-10,48.7067
2021-05-11,47.524
2021-05-12,45.6249
2021-05-13,48.9369
2021-05-14,49.8399
2021-05-15,49.8399
2021-05-16,49.8399
2021-05-17,49.7349
2021-05-18,51.901
2021-05-19,49.7202
2021-05-20,50.4615
2021-05-21,50.5334
2021-05-22,50.5334
2021-05-23,50.5334
2021-05-24,49.8232
2021-05-25,48.7781
2021-05-26,51.7683
2021-05-27,52.4149
2021-05-28,51.698
2021-05-29,51.698
2021-05-30,51.698
2021-05-31,51.698
2021-06-01,51.5763
2021-06-02,50.5913
2021-06-03,50.2602
2021-06-04,51.1286
2021-06-05,51.1286
2021-06-06,51.1286
2021-06-07,53.7157
2021-06-08,55.6584
2021-06-09,56.279
2021-06-10,51.4581
2021-06-11,53.3376
2021-06-12,53.3376
2021-06-13,53.3376
2021-06-14,54.1818
2021-06-15,55.9387
2021-06-16,52.9794
2021-06-17,50.7264
2021-06-18,45.0938
2021-06-19,45.0938
2021-06-20,45.0938
2021-06-21,46.2586
2021-06-22,46.4544
2021-06-23,46.0379
2021-06-24,46.6971
2021-06-25,48.2106
2021-06-26,48.2106
2021-06-27,48.2106
2021-06-28,47.2724
2021-06-29,44.6138
2021-06-30,44.7875
2021-07-01,45.8413
2021-07-02,44.3455
2021-07-03,44.3455
2021-07-04,44.3455
2021-07-05,44.3455
2021-07-06,42.5249
2021-07-07,41.6407
2021-07-08,39.9866
2021-07-09,42.1728
2021-07-10,42.1728
2021-07-11,42.1728
2021-07-12,43.7398
2021-07-13,42.2422
2021-07-14,41.8287
2021-07-15,42.3154
2021-07-16,42.4648
2021-07-17,42.4648
2021-07-18,42.4648
2021-07-19,38.5721
2021-07-20,40.3735
2021-07-21,43.3795
2021-07-22,41.7549
2021-07-23,42.8848
2021-07-24,42.8848
2021-07-25,42.8848
2021-07-26,45.2208
2021-07-27,43.6632
2021-07-28,45.558
2021-07-29,47.1771
2021-07-30,47.6559
2021-07-31,47.6559
2021-08-01,47.6559
2021-08-02,46.9357
2021-08-03,47.2108
2021-08-04,45.1528
2021-08-05,47.3412
2021-08-06,50.2675
2021-08-07,50.2675
2021-08-08,50.2675
2021-08-09,48.7613
2021-08-10,50.9167
2021-08-11,51.8614
2021-08-12,51.4163
2021-08-13,51.0537
2021-08-14,51.0537
2021-08-15,51.0537
2021-08-16,50.638
2021-08-17,48.2024
2021-08-18,51.0016
2021-08-19,47.6502
2021-08-20,49.6258
2021-08-21,49.6258
2021-08-22,49.6258
2021-08-23,48.7794
2021-08-24,49.9279
2021-08-25,50.6325
2021-08-26,48.9835
2021-08-27,52.2042
2021-08-28,52.2042
2021-08-29,52.2042
2021-08-30,49.9136
2021-08-31,50.3899
2021-09-01,50.0319
2021-09-02,50.1693
2021-09-03,48.3368
2021-09-04,48.3368
2021-09-05,48.3368
2021-09-06,48.3368
2021-09-07,49.0111
2021-09-08,48.1748
2021-09-09,48.9754
2021-09-10,46.6903
2021-09-11,46.6903
2021-09-12,46.6903
2021-09-13,49.3354
2021-09-14,47.319
2021-09-15,48.4581
2021-09-16,47.8072
2021-09-17,47.3374
2021-09-18,47.3374
2021-09-19,47.3374
2021-09-20,46.4866
2021-09-21,46.0585
2021-09-22,47.4493
2021-09-23,48.6545
2021-09-24,47.427
2021-09-25,47.427
2021-09-26,47.427
2021-09-27,51.586
2021-09-28,51.6361
2021-09-29,53.0924
2021-09-30,51.5961
2021-10-01,55.8401
2021-10-02,55.8401
2021-10-03,55.8401
2021-10-04,52.2709
2021-10-05,52.5053
2021-10-06,50.7523
2021-10-07,53.178
2021-10-08,54.4079
2021-10-09,54.4079
2021-10-10,54.4079
2021-10-11,57.2073
2021-10-12,58.5441
2021-10-13,58.7059
2021-10-14,61.1742
2021-10-15,59.3113
2021-10-16,59.3113
2021-10-17,59.3113
2021-10-18,57.5549
2021-10-19,57.1595
2021-10-20,58.9116
2021-10-21,59.6433
2021-10-22,58.2133
2021-10-23,58.2133
2021-10-24,58.2133
2021-10-25,58.7252
2021-10-26,56.6321
2021-10-27,55.2924
2021-10-28,55.3874
2021-10-29,55.8241
2021-10-30,55.8241
2021-10-31,55.8241
2021-11-01,60.0492
2021-11-02,59.9861
2021-11-03,47.7743
2021-11-04,43.809
2021-11-05,47.5542
2021-11-06,47.5542
2021-11-07,47.5542
2021-11-08,47.5972
2021-11-09,44.4307
2021-11-10,43.9625
2021-11-11,43.4523
2021-11-12,42.9005
2021-11-13,42.9005
2021-11-14,42.9005
2021-11-15,43.2484
2021-11-16,44.1041
2021-11-17,42.808
2021-11-18,40.5305
2021-11-19,41.2723
2021-11-20,41.2723
2021-11-21,41.2723
2021-11-22,41.4612
2021-11-23,45.0884
2021-11-24,44.6356
2021-11-25,44.6356
2021-11-26,40.7483
2021-11-27,40.7483
2021-11-28,40.7483
2021-11-29,39.1423
2021-11-30,37.7051
2021-12-01,37.2446
2021-12-02,41.4708
2021-12-03,40.3807
2021-12-04,40.3807
2021-12-05,40.3807
2021-12-06,42.8376
2021-12-07,45.1291
2021-12-08,45.9693
2021-12-09,44.4061
2021-12-10,43.6763
2021-12-11,43.6763
2021-12-12,43.6763
2021-12-13,44.7637
2021-12-14,44.9137
2021-12-15,46.0753
2021-12-16,44.595
2021-12-17,44.9608
2021-12-18,44.9608
2021-12-19,44.9608
2021-12-20,41.9709
2021-12-21,45.4172
2021-12-22,48.0379
2021-12-23,48.6866
2021-12-24,48.6866
2021-12-25,48.6866
2021-12-26,48.6866
2021-12-27,49.7528
2021-12-28,50.264
2021-12-29,50.6419
2021-12-30,51.122
2021-12-31,51.0706
2022-01-01,51.0706
2022-01-02,51.0706
2022-01-03,52.6942
2022-01-04,55.21
2022-01-05,53.4142
2022-01-06,56.8464
2022-01-07,59.866
2022-01-08,59.866
2022-01-09,59.866
2022-01-10,64.1766
2022-01-11,63.9546
2022-01-12,63.3312
2022-01-13,63.565
2022-01-14,64.952
2022-01-15,64.952
2022-01-16,64.952
2022-01-17,64.952
2022-01-18,63.874
2022-01-19,61.245
2022-01-20,59.6094
2022-01-21,55.0471
2022-01-22,55.0471
2022-01-23,55.0471
2022-01-24,57.0036
2022-01-25,58.6064
2022-01-26,56.5279
2022-01-27,53.1958
2022-01-28,55.9942
2022-01-29,55.9942
2022-01-30,55.9942
2022-01-31,57.5064
2022-02-01,60.9442
2022-02-02,56.8284
2022-02-03,56.1312
2022-02-04,57.3162
2022-02-05,57.3162
2022-02-06,57.3162
2022-02-07,58.605
2022-02-08,62.0406
2022-02-09,58.6537
2022-02-10,57.7947
2022-02-11,58.8544
2022-02-12,58.8544
2022-02-13,58.8544
2022-02-14,55.9888
2022-02-15,58.5443
2022-02-16,58.2032
2022-02-17,52.4001
2022-02-18,51.2143
2022-02-19,51.2143
2022-02-20,51.2143
2022-02-21,51.2143
2022-02-22,49.4938
2022-02-23,48.3954
2022-02-24,46.1128
2022-02-25,48.3061
2022-02-26,48.3061
2022-02-27,48.3061
2022-02-28,47.6375
2022-03-01,43.8688
2022-03-02,46.9786
2022-03-03,46.7295
2022-03-04,44.1271
2022-03-05,44.1271
2022-03-06,44.1271
2022-03-07,40.0005
2022-03-08,39.726
2022-03-09,43.5171
2022-03-10,42.7942
2022-03-11,42.4431
2022-03-12,42.4431
2022-03-13,42.4431
2022-03-14,43.2217
2022-03-15,43.5228
2022-03-16,44.512
2022-03-17,42.9553
2022-03-18,43.4276
2022-03-19,43.4276
2022-03-20,43.4276
2022-03-21,44.1846
2022-03-22,45.183
2022-03-23,43.17
2022-03-24,45.3682
2022-03-25,46.3824
2022-03-26,46.3824
2022-03-27,46.3824
2022-03-28,45.4425
2022-03-29,47.0288
2022-03-30,44.4865
2022-03-31,43.3385
2022-04-01,42.8618
2022-04-02,42.8618
2022-04-03,42.8618
2022-04-04,40.3227
2022-04-05,39.6206
2022-04-06,37.8048
2022-04-07,37.8048
2022-04-08,38.2308
2022-04-09,38.2308
2022-04-10,38.2308
2022-04-11,37.5799
2022-04-12,36.9876
2022-04-13,39.0255
2022-04-14,41.5989
2022-04-15,41.5989
2022-04-16,41.5989
2022-04-17,41.5989
2022-04-18,43.0718
2022-04-19,43.9852
2022-04-20,45.8284
2022-04-21,44.7872
2022-04-22,41.4796
2022-04-23,41.4796
2022-04-24,41.4796
2022-04-25,41.1487
2022-04-26,39.8975
2022-04-27,39.2158
2022-04-28,40.6153
2022-04-29,39.6375
2022-04-30,39.6375
2022-05-01,39.6375
2022-05-02,41.0549
2022-05-03,43.3643
2022-05-04,44.7925
2022-05-05,41.9132
2022-05-06,41.7026
2022-05-07,41.7026
2022-05-08,41.7026
2022-05-09,38.6861
2022-05-10,37.9602
2022-05-11,39.4424
2022-05-12,37.9857
2022-05-13,39.7753
2022-05-14,39.7753
2022-05-15,39.7753
2022-05-16,39.9801
2022-05-17,44.1086
2022-05-18,40.7594
2022-05-19,41.2352
2022-05-20,40.5943
2022-05-21,40.5943
2022-05-22,40.5943
2022-05-23,41.7285
2022-05-24,40.5786
2022-05-25,42.0797
2022-05-26,44.497
2022-05-27,45.6239
2022-05-28,45.6239
2022-05-29,45.6239
2022-05-30,45.6239
2022-05-31,46.6052
2022-06-01,46.6052
2022-06-02,47.7583
2022-06-03,46.8427
2022-06-04,46.8427
2022-06-05,46.8427
2022-06-06,48.3547
2022-06-07,51.2252
2022-06-08,49.3488
2022-06-09,48.5855
2022-06-10,43.6545
2022-06-11,43.6545
2022-06-12,43.6545
2022-06-13,40.4024
2022-06-14,41.0932
2022-06-15,40.6751
2022-06-16,36.1987
2022-06-17,39.658
2022-06-18,39.658
2022-06-19,39.658
2022-06-20,39.658
2022-06-21,38.8298
2022-06-22,39.122
2022-06-23,39.322
2022-06-24,43.4974
2022-06-25,43.4974
2022-06-26,43.4974
2022-06-27,43.4263
2022-06-28,42.5631
2022-06-29,42.3093
2022-06-30,42.7632
2022-07-01,44.1274
2022-07-02,44.1274
2022-07-03,44.1274
2022-07-04,44.1274
2022-07-05,43.7281
2022-07-06,43.6463
2022-07-07,43.1872
2022-07-08,44.8249
2022-07-09,44.8249
2022-07-10,44.8249
2022-07-11,44.1663
2022-07-12,44.837
2022-07-13,44.2867
2022-07-14,43.4139
2022-07-15,46.5131
2022-07-16,46.5131
2022-07-17,46.5131
2022-07-18,45.698
2022-07-19,49.2685
2022-07-20,51.1319
2022-07-21,49.952
2022-07-22,51.0196
2022-07-23,51.0196
2022-07-24,51.0196
2022-07-25,53.0898
2022-07-26,52.1666
2022-07-27,53.7806
2022-07-28,54.4076
2022-07-29,55.371
2022-07-30,55.371
2022-07-31,55.371
2022-08-01,55.6618
2022-08-02,54.379
2022-08-03,61.3921
2022-08-04,63.735
2022-08-05,62.2911
2022-08-06,62.2911
2022-08-07,62.2911
2022-08-08,63.2598
2022-08-09,62.6433
2022-08-10,65.2368
2022-08-11,64.9218
2022-08-12,67.1535
2022-08-13,67.1535
2022-08-14,67.1535
2022-08-15,67.3745
2022-08-16,67.917
2022-08-17,68.3018
2022-08-18,68.8494
2022-08-19,67.6406
2022-08-20,67.6406
2022-08-21,67.6406
2022-08-22,64.6697
2022-08-23,64.8923
2022-08-24,62.6467
2022-08-25,63.3621
2022-08-26,57.5358
2022-08-27,57.5358
2022-08-28,57.5358
2022-08-29,57.2399
2022-08-30,55.7566
2022-08-31,53.2991
2022-09-01,51.1825
2022-09-02,51.4891
2022-09-03,51.4891
2022-09-04,51.4891
2022-09-05,51.4891
2022-09-06,48.4959
2022-09-07,50.2288
2022-09-08,50.0177
2022-09-09,52.0995
2022-09-10,52.0995
2022-09-11,52.0995
2022-09-12,55.2788
2022-09-13,52.6497
2022-09-14,52.987
2022-09-15,54.7497
2022-09-16,55.6334
2022-09-17,55.6334
2022-09-18,55.6334
2022-09-19,56.3299
2022-09-20,54.6151
2022-09-21,53.7398
2022-09-22,48.9267
2022-09-23,47.2066
2022-09-24,47.2066
2022-09-25,47.2066
2022-09-26,46.8174
2022-09-27,48.4656
2022-09-28,51.6678
2022-09-29,51.5609
2022-09-30,51.2864
2022-10-01,51.2864
2022-10-02,51.2864
2022-10-03,54.0209
2022-10-04,59.4306
2022-10-05,58.6818
2022-10-06,58.2728
2022-10-07,54.5112
2022-10-08,54.5112
2022-10-09,54.5112
2022-10-10,51.7762
2022-10-11,53.1525
2022-10-12,51.8761
2022-10-13,53.5382
2022-10-14,50.6242
2022-10-15,50.6242
2022-10-16,50.6242
2022-10-17,50.9101
2022-10-18,51.5868
2022-10-19,51.0667
2022-10-20,51.1177
2022-10-21,51.5356
2022-10-22,51.5356
2022-10-23,51.5356
2022-10-24,53.7351
2022-10-25,55.344
2022-10-26,54.6882
2022-10-27,55.6277
2022-10-28,57.0813
2022-10-29,57.0813
2022-10-30,57.0813
2022-10-31,57.1781
2022-11-01,54.5088
2022-11-02,56.1719
2022-11-03,52.1664
2022-11-04,55.0841
2022-11-05,55.0841
2022-11-06,55.0841
2022-11-07,55.2277
2022-11-08,54.329
2022-11-09,52.2192
2022-11-10,58.3131
2022-11-11,54.1164
2022-11-12,54.1164
2022-11-13,54.1164
2022-11-14,51.2427
2022-11-15,52.6334
2022-11-16,50.3338
2022-11-17,49.5407
2022-11-18,48.5174
2022-11-19,48.5174
2022-11-20,48.5174
2022-11-21,50.2568
2022-11-22,50.7351
2022-11-23,51.124
2022-11-24,51.124
2022-11-25,50.353
2022-11-26,50.353
2022-11-27,50.353
2022-11-28,50.2484
2022-11-29,50.0335
2022-11-30,52.751
2022-12-01,50.3539
2022-12-02,47.9951
2022-12-03,47.9951
2022-12-04,47.9951
2022-12-05,44.3076
2022-12-06,42.9675
2022-12-07,43.4809
2022-12-08,45.0169
2022-12-09,43.9194
2022-12-10,43.9194
2022-12-11,43.9194
2022-12-12,46.6658
2022-12-13,46.5215
2022-12-14,46.128
2022-12-15,46.0274
2022-12-16,45.4122
2022-12-17,45.4122
2022-12-18,45.4122
2022-12-19,44.7419
2022-12-20,46.8637
2022-12-21,50.3443
2022-12-22,46.9507
2022-12-23,49.95
2022-12-24,49.95
2022-12-25,49.95
2022-12-26,49.95
2022-12-27,50.4245
2022-12-28,49.8272
2022-12-29,52.2221
2022-12-30,51.432
2022-12-31,51.432
2023-01-01,51.432
2023-01-02,51.432
2023-01-03,52.7011
2023-01-04,52.2304
2023-01-05,50.7081
2023-01-06,47.1028
2023-01-07,47.1028
2023-01-08,47.1028
2023-01-09,46.6865
2023-01-10,49.5133
2023-01-11,51.1536
2023-01-12,53.9888
2023-01-13,54.4857
2023-01-14,54.4857
2023-01-15,54.4857
2023-01-16,54.4857
2023-01-17,54.183
2023-01-18,55.6608
2023-01-19,57.2353
2023-01-20,58.5209
2023-01-21,58.5209
2023-01-22,58.5209
2023-01-23,57.7231
2023-01-24,55.884
2023-01-25,58.2433
2023-01-26,62.3251
2023-01-27,60.0013
2023-01-28,60.0013
2023-01-29,60.0013
2023-01-30,58.9281
2023-01-31,60.6827
2023-02-01,59.7172
2023-02-02,60.7928
2023-02-03,61.6404
2023-02-04,61.6404
2023-02-05,61.6404
2023-02-06,57.4037
2023-02-07,59.0789
2023-02-08,58.4531
2023-02-09,57.3225
2023-02-10,57.1953
2023-02-11,57.1953
2023-02-12,57.1953
2023-02-13,59.9094
2023-02-14,60.5239
2023-02-15,61.3554
2023-02-16,61.3554
2023-02-17,62.7688
2023-02-18,62.7688
2023-02-19,62.7688
2023-02-20,62.7688
2023-02-21,55.0834
2023-02-22,55.2275
2023-02-23,56.8053
2023-02-24,56.6801
2023-02-25,56.6801
2023-02-26,56.6801
2023-02-27,56.2949
2023-02-28,56.5494
2023-03-01,56.4814
2023-03-02,58.4965
2023-03-03,60.9881
2023-03-04,60.9881
2023-03-05,60.9881
2023-03-06,60.1973
2023-03-07,57.7331
2023-03-08,57.8352
2023-03-09,51.4155
2023-03-10,47.9983
2023-03-11,47.9983
2023-03-12,47.9983
2023-03-13,43.8194
2023-03-14,46.8792
2023-03-15,45.5267
2023-03-16,48.2432
2023-03-17,43.0989
2023-03-18,43.0989
2023-03-19,43.0989
2023-03-20,44.9515
