,COLB US Equity
2023-03-19,29.86
2023-03-20,28.9541
2023-03-21,34.6431
2023-03-22,32.3805
2023-03-23,30.3467
2023-03-24,31.5401
2023-03-25,31.5401
2023-03-26,31.5401
2023-03-27,32.5901
2023-03-28,33.0662
2023-03-29,33.2911
2023-03-30,33.2526
2023-03-31,34.9657
2023-04-01,34.9657
2023-04-02,34.9657
2023-04-03,34.1618
2023-04-04,33.548
2023-04-05,33.1779
2023-04-06,37.9381
2023-04-07,37.9381
2023-04-08,37.9381
2023-04-09,37.9381
2023-04-10,38.3511
2023-04-11,39.6725
2023-04-12,39.1028
2023-04-13,40.2605
2023-04-14,38.4699
2023-04-15,38.4699
2023-04-16,38.4699
2023-04-17,41.4663
2023-04-18,39.3343
2023-04-19,42.0192
2023-04-20,41.2535
2023-04-21,39.7546
2023-04-22,39.7546
2023-04-23,39.7546
2023-04-24,40.2784
2023-04-25,36.9114
2023-04-26,36.6658
2023-04-27,42.3645
2023-04-28,41.8955
2023-04-29,41.8955
2023-04-30,41.8955
2023-05-01,40.9093
2023-05-02,37.4235
2023-05-03,36.396
2023-05-04,36.908
2023-05-05,40.3495
2023-05-06,40.3495
2023-05-07,40.3495
2023-05-08,38.749
2023-05-09,38.9607
2023-05-10,38.0538
2023-05-11,36.8343
2023-05-12,36.8121
2023-05-13,36.8121
2023-05-14,36.8121
2023-05-15,43.2171
2023-05-16,42.0241
2023-05-17,45.9607
2023-05-18,46.2326
2023-05-19,44.6571
2023-05-20,44.6571
2023-05-21,44.6571
2023-05-22,47.1903
2023-05-23,47.7566
2023-05-24,46.587
2023-05-25,45.9909
2023-05-26,46.6331
2023-05-27,46.6331
2023-05-28,46.6331
2023-05-29,46.6331
2023-05-30,46.6331
2023-05-31,44.6946
2023-06-01,46.18
2023-06-02,51.251
2023-06-03,51.251
2023-06-04,51.251
2023-06-05,49.7744
2023-06-06,54.1526
2023-06-07,55.5813
2023-06-08,54.1475
2023-06-09,53.1606
2023-06-10,53.1606
2023-06-11,53.1606
2023-06-12,53.3803
2023-06-13,54.0493
2023-06-14,52.1151
2023-06-15,53.1839
2023-06-16,51.8255
2023-06-17,51.8255
2023-06-18,51.8255
2023-06-19,51.8255
2023-06-20,50.8029
2023-06-21,49.1111
2023-06-22,46.8116
2023-06-23,45.4119
2023-06-24,45.4119
2023-06-25,45.4119
2023-06-26,45.5836
2023-06-27,45.554
2023-06-28,44.5936
2023-06-29,45.0059
2023-06-30,44.9116
2023-07-01,44.9116
2023-07-02,44.9116
2023-07-03,47.2002
2023-07-04,47.2002
2023-07-05,45.9495
2023-07-06,44.2268
2023-07-07,47.1855
2023-07-08,47.1855
2023-07-09,47.1855
2023-07-10,47.1855
2023-07-11,48.3141
2023-07-12,50.2567
2023-07-13,53.3697
2023-07-14,50.1918
2023-07-15,50.1918
2023-07-16,50.1918
2023-07-17,51.7286
2023-07-18,54.7139
2023-07-19,56.3313
2023-07-20,50.8026
2023-07-21,48.4928
2023-07-22,48.4928
2023-07-23,48.4928
2023-07-24,51.4381
2023-07-25,50.2847
2023-07-26,52.7643
2023-07-27,50.2902
2023-07-28,51.5233
2023-07-29,51.5233
2023-07-30,51.5233
2023-07-31,51.8394
2023-08-01,50.9489
2023-08-02,50.2439
2023-08-03,50.3387
2023-08-04,51.6719
2023-08-05,51.6719
2023-08-06,51.6719
2023-08-07,51.9578
2023-08-08,51.4332
2023-08-09,49.2389
2023-08-10,49.2389
2023-08-11,48.8209
2023-08-12,48.8209
2023-08-13,48.8209
2023-08-14,46.7676
2023-08-15,43.5468
2023-08-16,42.7408
2023-08-17,42.6199
2023-08-18,42.9952
2023-08-19,42.9952
2023-08-20,42.9952
2023-08-21,42.3583
2023-08-22,40.6453
2023-08-23,43.6864
2023-08-24,45.7891
2023-08-25,45.7198
2023-08-26,45.7198
2023-08-27,45.7198
2023-08-28,48.5378
2023-08-29,49.2772
2023-08-30,49.0089
2023-08-31,48.7733
2023-09-01,51.4677
2023-09-02,51.4677
2023-09-03,51.4677
2023-09-04,51.4677
2023-09-05,49.8093
2023-09-06,47.9384
2023-09-07,46.1455
2023-09-08,48.5904
2023-09-09,48.5904
2023-09-10,48.5904
2023-09-11,48.2067
2023-09-12,49.3245
2023-09-13,48.3255
2023-09-14,50.5628
2023-09-15,50.8076
2023-09-16,50.8076
2023-09-17,50.8076
2023-09-18,48.9278
2023-09-19,48.1094
2023-09-20,46.5391
2023-09-21,45.825
2023-09-22,45.2267
2023-09-23,45.2267
2023-09-24,45.2267
2023-09-25,46.2431
2023-09-26,47.1609
2023-09-27,46.048
2023-09-28,45.9187
2023-09-29,49.2143
2023-09-30,49.2143
2023-10-01,49.2143
2023-10-02,45.6494
2023-10-03,43.4525
2023-10-04,43.5027
2023-10-05,46.0317
2023-10-06,48.105
2023-10-07,48.105
2023-10-08,48.105
2023-10-09,47.8028
2023-10-10,47.67
2023-10-11,48.798
2023-10-12,49.045
2023-10-13,46.9817
2023-10-14,46.9817
2023-10-15,46.9817
2023-10-16,49.289
2023-10-17,51.9238
2023-10-18,49.2304
2023-10-19,48.3206
2023-10-20,44.0664
2023-10-21,44.0664
2023-10-22,44.0664
2023-10-23,43.4396
2023-10-24,42.9265
2023-10-25,43.087
2023-10-26,49.0195
2023-10-27,46.5912
2023-10-28,46.5912
2023-10-29,46.5912
2023-10-30,48.2819
2023-10-31,48.6907
2023-11-01,48.5144
2023-11-02,53.7537
2023-11-03,57.1809
2023-11-04,57.1809
2023-11-05,57.1809
2023-11-06,55.6055
2023-11-07,54.4641
2023-11-08,52.6312
2023-11-09,50.6113
2023-11-10,51.4318
2023-11-11,51.4318
2023-11-12,51.4318
2023-11-13,52.1311
2023-11-14,58.9932
2023-11-15,59.9874
2023-11-16,58.164
2023-11-17,59.0965
2023-11-18,59.0965
2023-11-19,59.0965
2023-11-20,57.9899
2023-11-21,56.7084
2023-11-22,56.6143
2023-11-23,56.6143
2023-11-24,57.0196
2023-11-25,57.0196
2023-11-26,57.0196
2023-11-27,55.6986
2023-11-28,56.0497
2023-11-29,58.0374
2023-11-30,58.4116
2023-12-01,63.3478
2023-12-02,63.3478
2023-12-03,63.3478
2023-12-04,64.4539
2023-12-05,61.5459
2023-12-06,62.5449
2023-12-07,63.6143
2023-12-08,65.1722
2023-12-09,65.1722
2023-12-10,65.1722
2023-12-11,63.7341
2023-12-12,62.936
2023-12-13,67.1867
2023-12-14,71.3949
2023-12-15,68.185
2023-12-16,68.185
2023-12-17,68.185
2023-12-18,65.6855
2023-12-19,66.3008
2023-12-20,63.6226
2023-12-21,64.3548
2023-12-22,64.4568
2023-12-23,64.4568
2023-12-24,64.4568
2023-12-25,64.4568
2023-12-26,65.2796
2023-12-27,65.3315
2023-12-28,65.6764
2023-12-29,63.5142
2023-12-30,63.5142
2023-12-31,63.5142
2024-01-01,63.5142
2024-01-02,63.0151
2024-01-03,58.5859
2024-01-04,58.6506
2024-01-05,59.5329
2024-01-06,59.5329
2024-01-07,59.5329
2024-01-08,60.1839
2024-01-09,57.4586
2024-01-10,57.8053
2024-01-11,56.2403
2024-01-12,54.3937
2024-01-13,54.3937
2024-01-14,54.3937
2024-01-15,54.3937
2024-01-16,52.5637
2024-01-17,51.6861
2024-01-18,52.747
2024-01-19,53.9146
2024-01-20,53.9146
2024-01-21,53.9146
2024-01-22,56.0456
2024-01-23,54.528
2024-01-24,56.3615
2024-01-25,38.3379
2024-01-26,39.1931
2024-01-27,39.1931
2024-01-28,39.1931
2024-01-29,40.9966
2024-01-30,41.7624
2024-01-31,39.3711
2024-02-01,37.3895
2024-02-02,38.1098
2024-02-03,38.1098
2024-02-04,38.1098
2024-02-05,37.1102
2024-02-06,35.9972
2024-02-07,35.5249
2024-02-08,37.1895
2024-02-09,37.4341
2024-02-10,37.4341
2024-02-11,37.4341
2024-02-12,39.7398
2024-02-13,37.4363
2024-02-14,38.082
2024-02-15,39.5346
2024-02-16,38.2205
2024-02-17,38.2205
2024-02-18,38.2205
2024-02-19,38.2205
2024-02-20,38.4694
2024-02-21,37.7355
2024-02-22,38.5311
2024-02-23,38.7559
2024-02-24,38.7559
2024-02-25,38.7559
2024-02-26,37.5619
2024-02-27,38.4033
2024-02-28,37.9623
2024-02-29,39.5889
2024-03-01,38.8756
2024-03-02,38.8756
2024-03-03,38.8756
2024-03-04,39.8984
2024-03-05,43.6167
2024-03-06,46.2401
2024-03-07,46.5354
2024-03-08,46.3473
2024-03-09,46.3473
2024-03-10,46.3473
2024-03-11,46.4369
2024-03-12,45.4169
2024-03-13,45.3772
2024-03-14,42.3191
2024-03-15,41.4521
2024-03-16,41.4521
2024-03-17,41.4521
2024-03-18,40.6974
2024-03-19,40.4075
2024-03-20,44.8291
2024-03-21,44.3595
2024-03-22,42.8129
2024-03-23,42.8129
2024-03-24,42.8129
2024-03-25,44.172
2024-03-26,43.4597
2024-03-27,47.0426
2024-03-28,48.2054
2024-03-29,48.2054
2024-03-30,48.2054
2024-03-31,48.2054
2024-04-01,46.1909
2024-04-02,44.7794
2024-04-03,44.879
2024-04-04,44.2598
2024-04-05,44.1338
2024-04-06,44.1338
2024-04-07,44.1338
2024-04-08,46.6974
