,CAKE US Equity
2020-09-15,59.0182
2020-09-16,59.0182
2020-09-17,54.9878
2020-09-18,55.0616
2020-09-19,55.0616
2020-09-20,55.0616
2020-09-21,51.8504
2020-09-22,52.8823
2020-09-23,51.8414
2020-09-24,52.5658
2020-09-25,49.345
2020-09-26,49.345
2020-09-27,49.345
2020-09-28,52.0616
2020-09-29,49.8884
2020-09-30,51.2585
2020-10-01,52.9182
2020-10-02,54.2122
2020-10-03,54.2122
2020-10-04,54.2122
2020-10-05,54.6421
2020-10-06,54.0036
2020-10-07,55.0705
2020-10-08,57.5345
2020-10-09,58.5079
2020-10-10,58.5079
2020-10-11,58.5079
2020-10-12,55.043
2020-10-13,53.9785
2020-10-14,54.73
2020-10-15,56.0992
2020-10-16,55.2115
2020-10-17,55.2115
2020-10-18,55.2115
2020-10-19,58.5492
2020-10-20,58.9663
2020-10-21,57.2527
2020-10-22,59.9406
2020-10-23,58.291
2020-10-24,58.291
2020-10-25,58.291
2020-10-26,53.5575
2020-10-27,53.1071
2020-10-28,50.2351
2020-10-29,51.9681
2020-10-30,51.5094
2020-10-31,51.5094
2020-11-01,51.5094
2020-11-02,51.8888
2020-11-03,53.7411
2020-11-04,54.6631
2020-11-05,55.7838
2020-11-06,53.7793
2020-11-07,53.7793
2020-11-08,53.7793
2020-11-09,63.2094
2020-11-10,64.1535
2020-11-11,59.2244
2020-11-12,56.0556
2020-11-13,57.9595
2020-11-14,57.9595
2020-11-15,57.9595
2020-11-16,59.7756
2020-11-17,58.6766
2020-11-18,59.0184
2020-11-19,58.8372
2020-11-20,56.3314
2020-11-21,56.3314
2020-11-22,56.3314
2020-11-23,56.7098
2020-11-24,60.4146
2020-11-25,59.9469
2020-11-26,59.9469
2020-11-27,59.5118
2020-11-28,59.5118
2020-11-29,59.5118
2020-11-30,59.8847
2020-12-01,61.6823
2020-12-02,61.7377
2020-12-03,62.6187
2020-12-04,60.758
2020-12-05,60.758
2020-12-06,60.758
2020-12-07,56.5316
2020-12-08,57.7508
2020-12-09,58.3625
2020-12-10,58.7792
2020-12-11,56.7342
2020-12-12,56.7342
2020-12-13,56.7342
2020-12-14,53.1142
2020-12-15,56.3212
2020-12-16,55.1389
2020-12-17,55.905
2020-12-18,56.2272
2020-12-19,56.2272
2020-12-20,56.2272
2020-12-21,55.9944
2020-12-22,55.3266
2020-12-23,56.1297
2020-12-24,55.5014
2020-12-25,55.5014
2020-12-26,55.5014
2020-12-27,55.5014
2020-12-28,55.7576
2020-12-29,54.8937
2020-12-30,53.7071
2020-12-31,54.8745
2021-01-01,54.8745
2021-01-02,54.8745
2021-01-03,54.8745
2021-01-04,51.1435
2021-01-05,51.2888
2021-01-06,55.026
2021-01-07,54.7044
2021-01-08,56.3991
2021-01-09,56.3991
2021-01-10,56.3991
2021-01-11,56.8995
2021-01-12,58.9915
2021-01-13,60.4137
2021-01-14,61.1855
2021-01-15,61.8051
2021-01-16,61.8051
2021-01-17,61.8051
2021-01-18,61.8051
2021-01-19,62.6714
2021-01-20,65.3309
2021-01-21,64.0535
2021-01-22,62.3536
2021-01-23,62.3536
2021-01-24,62.3536
2021-01-25,66.2805
2021-01-26,67.507
2021-01-27,72.0755
2021-01-28,61.1662
2021-01-29,61.0979
2021-01-30,61.0979
2021-01-31,61.0979
2021-02-01,61.0778
2021-02-02,57.9542
2021-02-03,61.0092
2021-02-04,61.5038
2021-02-05,63.032
2021-02-06,63.032
2021-02-07,63.032
2021-02-08,64.6232
2021-02-09,66.0052
2021-02-10,66.897
2021-02-11,67.6802
2021-02-12,64.3218
2021-02-13,64.3218
2021-02-14,64.3218
2021-02-15,64.3218
2021-02-16,64.3676
2021-02-17,59.0443
2021-02-18,63.4886
2021-02-19,65.0596
2021-02-20,65.0596
2021-02-21,65.0596
2021-02-22,66.2516
2021-02-23,65.8924
2021-02-24,67.5497
2021-02-25,65.6609
2021-02-26,66.0772
2021-02-27,66.0772
2021-02-28,66.0772
2021-03-01,66.586
2021-03-02,67.5534
2021-03-03,69.1291
2021-03-04,64.4563
2021-03-05,64.8842
2021-03-06,64.8842
2021-03-07,64.8842
2021-03-08,67.5941
2021-03-09,65.9876
2021-03-10,66.8685
2021-03-11,64.3295
2021-03-12,68.0898
2021-03-13,68.0898
2021-03-14,68.0898
2021-03-15,68.6961
2021-03-16,64.5262
2021-03-17,65.3865
2021-03-18,63.3455
2021-03-19,63.8526
2021-03-20,63.8526
2021-03-21,63.8526
2021-03-22,60.846
2021-03-23,55.6335
2021-03-24,55.5357
2021-03-25,60.313
2021-03-26,62.526
2021-03-27,62.526
2021-03-28,62.526
2021-03-29,57.3733
2021-03-30,58.7061
2021-03-31,57.2752
2021-04-01,57.8165
2021-04-02,57.8165
2021-04-03,57.8165
2021-04-04,57.8165
2021-04-05,57.1204
2021-04-06,56.457
2021-04-07,58.001
2021-04-08,57.9594
2021-04-09,56.6398
2021-04-10,56.6398
2021-04-11,56.6398
2021-04-12,57.1869
2021-04-13,55.0591
2021-04-14,55.725
2021-04-15,54.9964
2021-04-16,55.1747
2021-04-17,55.1747
2021-04-18,55.1747
2021-04-19,55.6114
2021-04-20,52.1239
2021-04-21,54.3541
2021-04-22,56.0599
2021-04-23,54.322
2021-04-24,54.322
2021-04-25,54.322
2021-04-26,54.8886
2021-04-27,54.3543
2021-04-28,55.6566
2021-04-29,60.319
2021-04-30,59.3765
2021-05-01,59.3765
2021-05-02,59.3765
2021-05-03,58.2952
2021-05-04,58.6513
2021-05-05,58.9347
2021-05-06,58.6023
2021-05-07,60.36
2021-05-08,60.36
2021-05-09,60.36
2021-05-10,56.9533
2021-05-11,56.3023
2021-05-12,50.4913
2021-05-13,51.0027
2021-05-14,53.0602
2021-05-15,53.0602
2021-05-16,53.0602
2021-05-17,52.5042
2021-05-18,51.3483
2021-05-19,50.6364
2021-05-20,48.4809
2021-05-21,48.0983
2021-05-22,48.0983
2021-05-23,48.0983
2021-05-24,49.5259
2021-05-25,48.1557
2021-05-26,51.3024
2021-05-27,52.3542
2021-05-28,52.4783
2021-05-29,52.4783
2021-05-30,52.4783
2021-05-31,52.4783
2021-06-01,50.0936
2021-06-02,51.4291
2021-06-03,49.105
2021-06-04,48.5907
2021-06-05,48.5907
2021-06-06,48.5907
2021-06-07,51.065
2021-06-08,56.9133
2021-06-09,55.622
2021-06-10,49.239
2021-06-11,48.2975
2021-06-12,48.2975
2021-06-13,48.2975
2021-06-14,48.2241
2021-06-15,47.7117
2021-06-16,48.3213
2021-06-17,45.8099
2021-06-18,43.1096
2021-06-19,43.1096
2021-06-20,43.1096
2021-06-21,44.8419
2021-06-22,45.4716
2021-06-23,46.265
2021-06-24,46.7892
2021-06-25,46.6063
2021-06-26,46.6063
2021-06-27,46.6063
2021-06-28,45.6826
2021-06-29,44.4079
2021-06-30,47.1033
2021-07-01,46.3772
2021-07-02,45.9565
2021-07-03,45.9565
2021-07-04,45.9565
2021-07-05,45.9565
2021-07-06,44.9629
2021-07-07,42.2084
2021-07-08,40.9652
2021-07-09,44.6212
2021-07-10,44.6212
2021-07-11,44.6212
2021-07-12,47.8275
2021-07-13,47.0564
2021-07-14,46.063
2021-07-15,44.3954
2021-07-16,42.7688
2021-07-17,42.7688
2021-07-18,42.7688
2021-07-19,39.4686
2021-07-20,44.3278
2021-07-21,46.6684
2021-07-22,46.8897
2021-07-23,46.6893
2021-07-24,46.6893
2021-07-25,46.6893
2021-07-26,50.4291
2021-07-27,51.0665
2021-07-28,42.6592
2021-07-29,42.6492
2021-07-30,40.2287
2021-07-31,40.2287
2021-08-01,40.2287
2021-08-02,40.1147
2021-08-03,38.6244
2021-08-04,38.1236
2021-08-05,39.7837
2021-08-06,39.3411
2021-08-07,39.3411
2021-08-08,39.3411
2021-08-09,38.1884
2021-08-10,39.5699
2021-08-11,41.3967
2021-08-12,41.3859
2021-08-13,40.9118
2021-08-14,40.9118
2021-08-15,40.9118
2021-08-16,40.5209
2021-08-17,39.1606
2021-08-18,39.6378
2021-08-19,38.0818
2021-08-20,39.5444
2021-08-21,39.5444
2021-08-22,39.5444
2021-08-23,40.7508
2021-08-24,42.4811
2021-08-25,43.78
2021-08-26,44.0314
2021-08-27,46.8975
2021-08-28,46.8975
2021-08-29,46.8975
2021-08-30,45.6402
2021-08-31,47.06
2021-09-01,47.4633
2021-09-02,47.1217
2021-09-03,45.4304
2021-09-04,45.4304
2021-09-05,45.4304
2021-09-06,45.4304
2021-09-07,44.7086
2021-09-08,44.0
2021-09-09,44.6116
2021-09-10,43.9495
2021-09-11,43.9495
2021-09-12,43.9495
2021-09-13,46.489
2021-09-14,45.1055
2021-09-15,44.3085
2021-09-16,45.5899
2021-09-17,45.5414
2021-09-18,45.5414
2021-09-19,45.5414
2021-09-20,43.9132
2021-09-21,42.8003
2021-09-22,44.5011
2021-09-23,50.0041
2021-09-24,53.8457
2021-09-25,53.8457
2021-09-26,53.8457
2021-09-27,54.3277
2021-09-28,52.2802
2021-09-29,50.4652
2021-09-30,49.4853
2021-10-01,53.2864
2021-10-02,53.2864
2021-10-03,53.2864
2021-10-04,51.6871
2021-10-05,48.8004
2021-10-06,49.0929
2021-10-07,48.7249
2021-10-08,46.937
2021-10-09,46.937
2021-10-10,46.937
2021-10-11,46.5616
2021-10-12,47.0544
2021-10-13,44.6112
2021-10-14,45.1999
2021-10-15,43.3547
2021-10-16,43.3547
2021-10-17,43.3547
2021-10-18,43.4144
2021-10-19,42.7153
2021-10-20,41.0004
2021-10-21,40.716
2021-10-22,42.9768
2021-10-23,42.9768
2021-10-24,42.9768
2021-10-25,42.2779
2021-10-26,42.2295
2021-10-27,40.967
2021-10-28,41.1537
2021-10-29,40.2647
2021-10-30,40.2647
2021-10-31,40.2647
2021-11-01,44.4486
2021-11-02,42.2134
2021-11-03,45.4562
2021-11-04,47.1516
2021-11-05,52.7739
2021-11-06,52.7739
2021-11-07,52.7739
2021-11-08,50.1138
2021-11-09,50.5947
2021-11-10,50.0951
2021-11-11,48.9348
2021-11-12,48.6479
2021-11-13,48.6479
2021-11-14,48.6479
2021-11-15,49.4716
2021-11-16,47.7933
2021-11-17,47.5549
2021-11-18,44.7316
2021-11-19,43.7349
2021-11-20,43.7349
2021-11-21,43.7349
2021-11-22,45.1284
2021-11-23,44.2562
2021-11-24,44.323
2021-11-25,44.323
2021-11-26,41.4463
2021-11-27,41.4463
2021-11-28,41.4463
2021-11-29,39.9918
2021-11-30,38.8
2021-12-01,36.6295
2021-12-02,41.7539
2021-12-03,41.9912
2021-12-04,41.9912
2021-12-05,41.9912
2021-12-06,46.1955
2021-12-07,45.053
2021-12-08,47.1875
2021-12-09,46.1829
2021-12-10,46.9551
2021-12-11,46.9551
2021-12-12,46.9551
2021-12-13,45.6351
2021-12-14,45.7182
2021-12-15,43.4675
2021-12-16,40.3316
2021-12-17,42.2912
2021-12-18,42.2912
2021-12-19,42.2912
2021-12-20,40.9312
2021-12-21,45.2684
2021-12-22,46.7563
2021-12-23,46.6386
2021-12-24,46.6386
2021-12-25,46.6386
2021-12-26,46.6386
2021-12-27,46.8167
2021-12-28,45.6095
2021-12-29,44.8637
2021-12-30,45.969
2021-12-31,44.8947
2022-01-01,44.8947
2022-01-02,44.8947
2022-01-03,44.288
2022-01-04,47.0735
2022-01-05,47.2228
2022-01-06,45.1525
2022-01-07,44.9117
2022-01-08,44.9117
2022-01-09,44.9117
2022-01-10,44.2546
2022-01-11,43.263
2022-01-12,41.3982
2022-01-13,44.4066
2022-01-14,43.0176
2022-01-15,43.0176
2022-01-16,43.0176
2022-01-17,43.0176
2022-01-18,40.5814
2022-01-19,41.6482
2022-01-20,40.586
2022-01-21,39.9067
2022-01-22,39.9067
2022-01-23,39.9067
2022-01-24,43.1779
2022-01-25,45.5523
2022-01-26,42.7195
2022-01-27,40.572
2022-01-28,40.4749
2022-01-29,40.4749
2022-01-30,40.4749
2022-01-31,42.2394
2022-02-01,44.8887
2022-02-02,44.7971
2022-02-03,43.6362
2022-02-04,44.3934
2022-02-05,44.3934
2022-02-06,44.3934
2022-02-07,47.9427
2022-02-08,50.1042
2022-02-09,51.851
2022-02-10,51.4016
2022-02-11,51.2703
2022-02-12,51.2703
2022-02-13,51.2703
2022-02-14,53.2079
2022-02-15,54.9429
2022-02-16,53.4744
2022-02-17,53.7787
2022-02-18,57.48
2022-02-19,57.48
2022-02-20,57.48
2022-02-21,57.48
2022-02-22,55.6411
2022-02-23,52.1237
2022-02-24,54.7617
2022-02-25,57.0025
2022-02-26,57.0025
2022-02-27,57.0025
2022-02-28,55.884
2022-03-01,51.5708
2022-03-02,51.795
2022-03-03,47.9487
2022-03-04,44.183
2022-03-05,44.183
2022-03-06,44.183
2022-03-07,38.1267
2022-03-08,40.4321
2022-03-09,44.2259
2022-03-10,43.5294
2022-03-11,42.5109
2022-03-12,42.5109
2022-03-13,42.5109
2022-03-14,44.2385
2022-03-15,45.336
2022-03-16,48.941
2022-03-17,49.247
2022-03-18,49.1028
2022-03-19,49.1028
2022-03-20,49.1028
2022-03-21,47.8939
2022-03-22,49.4724
2022-03-23,48.6113
2022-03-24,49.6402
2022-03-25,48.2842
2022-03-26,48.2842
2022-03-27,48.2842
2022-03-28,50.5212
2022-03-29,52.4655
2022-03-30,50.3825
2022-03-31,52.0058
2022-04-01,50.5227
2022-04-02,50.5227
2022-04-03,50.5227
2022-04-04,50.4876
2022-04-05,49.3716
2022-04-06,46.3595
2022-04-07,44.4626
2022-04-08,44.3695
2022-04-09,44.3695
2022-04-10,44.3695
2022-04-11,44.9657
2022-04-12,47.0968
2022-04-13,49.7558
2022-04-14,47.5414
2022-04-15,47.5414
2022-04-16,47.5414
2022-04-17,47.5414
2022-04-18,47.5414
2022-04-19,49.1558
2022-04-20,48.9745
2022-04-21,50.4124
2022-04-22,49.3153
2022-04-23,49.3153
2022-04-24,49.3153
2022-04-25,51.607
2022-04-26,49.0137
2022-04-27,47.7721
2022-04-28,49.2186
2022-04-29,47.9367
2022-04-30,47.9367
2022-05-01,47.9367
2022-05-02,52.4399
2022-05-03,49.8128
2022-05-04,48.1603
2022-05-05,45.8337
2022-05-06,46.7703
2022-05-07,46.7703
2022-05-08,46.7703
2022-05-09,42.9586
2022-05-10,44.9035
2022-05-11,42.2964
2022-05-12,44.2856
2022-05-13,44.2266
2022-05-14,44.2266
2022-05-15,44.2266
2022-05-16,41.6455
2022-05-17,44.423
2022-05-18,42.0997
2022-05-19,40.6764
2022-05-20,39.2897
2022-05-21,39.2897
2022-05-22,39.2897
2022-05-23,38.8871
2022-05-24,37.5198
2022-05-25,43.0384
2022-05-26,46.7421
2022-05-27,48.8556
2022-05-28,48.8556
2022-05-29,48.8556
2022-05-30,48.8556
2022-05-31,46.2895
2022-06-01,44.7772
2022-06-02,46.4913
2022-06-03,45.631
2022-06-04,45.631
2022-06-05,45.631
2022-06-06,45.3057
2022-06-07,45.4398
2022-06-08,46.0555
2022-06-09,45.8918
2022-06-10,43.6036
2022-06-11,43.6036
2022-06-12,43.6036
2022-06-13,41.1307
2022-06-14,41.1307
2022-06-15,42.0909
2022-06-16,39.1326
2022-06-17,41.2861
2022-06-18,41.2861
2022-06-19,41.2861
2022-06-20,41.2861
2022-06-21,40.0285
2022-06-22,39.7316
2022-06-23,41.0876
2022-06-24,43.4345
2022-06-25,43.4345
2022-06-26,43.4345
2022-06-27,43.1167
2022-06-28,42.3016
2022-06-29,41.5472
2022-06-30,40.0687
2022-07-01,42.6858
2022-07-02,42.6858
2022-07-03,42.6858
2022-07-04,42.6858
2022-07-05,44.3425
2022-07-06,42.7339
2022-07-07,43.4087
2022-07-08,42.4053
2022-07-09,42.4053
2022-07-10,42.4053
2022-07-11,41.8593
2022-07-12,42.4975
2022-07-13,42.2099
2022-07-14,41.9976
2022-07-15,43.4024
2022-07-16,43.4024
2022-07-17,43.4024
2022-07-18,42.7971
2022-07-19,45.9393
2022-07-20,46.9232
2022-07-21,46.2605
2022-07-22,46.2219
2022-07-23,46.2219
2022-07-24,46.2219
2022-07-25,45.1504
2022-07-26,42.9945
2022-07-27,46.0531
2022-07-28,49.0321
2022-07-29,48.3368
2022-07-30,48.3368
2022-07-31,48.3368
2022-08-01,47.5987
2022-08-02,48.174
2022-08-03,52.0877
2022-08-04,49.9389
2022-08-05,48.7867
2022-08-06,48.7867
2022-08-07,48.7867
2022-08-08,51.9836
2022-08-09,50.4338
2022-08-10,55.1044
2022-08-11,54.7249
2022-08-12,57.0377
2022-08-13,57.0377
2022-08-14,57.0377
2022-08-15,56.0147
2022-08-16,57.181
2022-08-17,56.0666
2022-08-18,56.8837
2022-08-19,54.4752
2022-08-20,54.4752
2022-08-21,54.4752
2022-08-22,51.43
2022-08-23,52.9217
2022-08-24,55.5521
2022-08-25,55.2307
2022-08-26,51.6648
2022-08-27,51.6648
2022-08-28,51.6648
2022-08-29,51.2297
2022-08-30,49.2969
2022-08-31,49.496
2022-09-01,50.363
2022-09-02,50.053
2022-09-03,50.053
2022-09-04,50.053
2022-09-05,50.053
2022-09-06,47.2066
2022-09-07,50.8702
2022-09-08,53.221
2022-09-09,54.9039
2022-09-10,54.9039
2022-09-11,54.9039
2022-09-12,56.1745
2022-09-13,53.3784
2022-09-14,53.152
2022-09-15,53.7605
2022-09-16,52.6878
2022-09-17,52.6878
2022-09-18,52.6878
2022-09-19,52.5144
2022-09-20,50.8059
2022-09-21,49.9756
2022-09-22,45.5883
2022-09-23,44.3015
2022-09-24,44.3015
2022-09-25,44.3015
2022-09-26,44.5977
2022-09-27,46.0141
2022-09-28,48.7884
2022-09-29,47.8471
2022-09-30,46.4658
2022-10-01,46.4658
2022-10-02,46.4658
2022-10-03,46.1117
2022-10-04,51.0823
2022-10-05,51.4814
2022-10-06,50.6058
2022-10-07,49.9414
2022-10-08,49.9414
2022-10-09,49.9414
2022-10-10,48.7247
2022-10-11,49.4401
2022-10-12,52.9619
2022-10-13,54.5215
2022-10-14,52.166
2022-10-15,52.166
2022-10-16,52.166
2022-10-17,52.9744
2022-10-18,54.0978
2022-10-19,53.6245
2022-10-20,52.9299
2022-10-21,54.3433
2022-10-22,54.3433
2022-10-23,54.3433
2022-10-24,52.1665
2022-10-25,53.3898
2022-10-26,54.1767
2022-10-27,56.9981
2022-10-28,59.9012
2022-10-29,59.9012
2022-10-30,59.9012
2022-10-31,58.8605
2022-11-01,54.7292
2022-11-02,50.84
2022-11-03,52.6492
2022-11-04,53.5903
2022-11-05,53.5903
2022-11-06,53.5903
2022-11-07,52.99
2022-11-08,53.6269
2022-11-09,51.8773
2022-11-10,57.8777
2022-11-11,58.7615
2022-11-12,58.7615
2022-11-13,58.7615
2022-11-14,58.4538
2022-11-15,59.1014
2022-11-16,59.4967
2022-11-17,60.24
2022-11-18,57.7907
2022-11-19,57.7907
2022-11-20,57.7907
2022-11-21,55.9522
2022-11-22,57.2467
2022-11-23,57.1963
2022-11-24,57.1963
2022-11-25,58.0371
2022-11-26,58.0371
2022-11-27,58.0371
2022-11-28,56.7271
2022-11-29,53.246
2022-11-30,53.3729
2022-12-01,52.4165
2022-12-02,49.1245
2022-12-03,49.1245
2022-12-04,49.1245
2022-12-05,46.51
2022-12-06,46.0116
2022-12-07,45.4449
2022-12-08,48.2994
2022-12-09,49.1232
2022-12-10,49.1232
2022-12-11,49.1232
2022-12-12,50.5214
2022-12-13,51.0547
2022-12-14,52.2359
2022-12-15,50.3149
2022-12-16,47.6426
2022-12-17,47.6426
2022-12-18,47.6426
2022-12-19,44.1223
2022-12-20,44.1223
2022-12-21,45.2881
2022-12-22,46.7191
2022-12-23,47.4303
2022-12-24,47.4303
2022-12-25,47.4303
2022-12-26,47.4303
2022-12-27,46.4903
2022-12-28,46.2359
2022-12-29,46.9186
2022-12-30,46.7222
2022-12-31,46.7222
2023-01-01,46.7222
2023-01-02,46.7222
2023-01-03,48.5061
2023-01-04,52.3726
2023-01-05,52.6179
2023-01-06,56.0602
2023-01-07,56.0602
2023-01-08,56.0602
2023-01-09,60.3934
2023-01-10,62.1267
2023-01-11,61.7482
2023-01-12,60.7757
2023-01-13,61.6467
2023-01-14,61.6467
2023-01-15,61.6467
2023-01-16,61.6467
2023-01-17,59.7375
2023-01-18,59.6479
2023-01-19,58.4688
2023-01-20,61.5905
2023-01-21,61.5905
2023-01-22,61.5905
2023-01-23,64.9649
2023-01-24,56.234
2023-01-25,56.8197
2023-01-26,58.3164
2023-01-27,58.1406
2023-01-28,58.1406
2023-01-29,58.1406
2023-01-30,57.0227
2023-01-31,58.8103
2023-02-01,57.2451
2023-02-02,60.2751
2023-02-03,58.0588
2023-02-04,58.0588
2023-02-05,58.0588
2023-02-06,57.784
2023-02-07,58.0454
2023-02-08,54.7394
2023-02-09,54.2071
2023-02-10,53.7158
2023-02-11,53.7158
2023-02-12,53.7158
2023-02-13,55.429
2023-02-14,55.3773
2023-02-15,55.7616
2023-02-16,59.195
2023-02-17,58.3137
2023-02-18,58.3137
2023-02-19,58.3137
2023-02-20,58.3137
2023-02-21,57.402
2023-02-22,59.2207
2023-02-23,53.7904
2023-02-24,53.232
2023-02-25,53.232
2023-02-26,53.232
2023-02-27,51.4775
2023-02-28,51.0011
2023-03-01,52.6775
2023-03-02,53.8473
2023-03-03,50.9698
2023-03-04,50.9698
2023-03-05,50.9698
2023-03-06,49.4511
2023-03-07,49.4275
2023-03-08,50.2386
2023-03-09,48.0175
2023-03-10,45.3355
2023-03-11,45.3355
2023-03-12,45.3355
2023-03-13,44.303
2023-03-14,43.9578
2023-03-15,45.2541
2023-03-16,48.8724
2023-03-17,47.4487
2023-03-18,47.4487
2023-03-19,47.4487
2023-03-20,45.0665
2023-03-21,45.3846
