,TILE US Equity
2020-09-11,42.0899
2020-09-12,42.0899
2020-09-13,42.0899
2020-09-14,43.6057
2020-09-15,42.8549
2020-09-16,46.0028
2020-09-17,48.7604
2020-09-18,44.4127
2020-09-19,44.4127
2020-09-20,44.4127
2020-09-21,40.9364
2020-09-22,40.1516
2020-09-23,38.8848
2020-09-24,39.7399
2020-09-25,40.5998
2020-09-26,40.5998
2020-09-27,40.5998
2020-09-28,42.2202
2020-09-29,41.0022
2020-09-30,40.6384
2020-10-01,42.2293
2020-10-02,44.7809
2020-10-03,44.7809
2020-10-04,44.7809
2020-10-05,46.2544
2020-10-06,45.9024
2020-10-07,45.7583
2020-10-08,47.874
2020-10-09,47.4148
2020-10-10,47.4148
2020-10-11,47.4148
2020-10-12,48.438
2020-10-13,47.4822
2020-10-14,47.1614
2020-10-15,48.7729
2020-10-16,47.8503
2020-10-17,47.8503
2020-10-18,47.8503
2020-10-19,47.5122
2020-10-20,47.3392
2020-10-21,44.7277
2020-10-22,42.8352
2020-10-23,44.5542
2020-10-24,44.5542
2020-10-25,44.5542
2020-10-26,44.311
2020-10-27,44.2277
2020-10-28,43.3843
2020-10-29,43.4958
2020-10-30,41.5495
2020-10-31,41.5495
2020-11-01,41.5495
2020-11-02,43.4832
2020-11-03,49.2092
2020-11-04,47.3482
2020-11-05,49.6912
2020-11-06,48.1829
2020-11-07,48.1829
2020-11-08,48.1829
2020-11-09,57.1305
2020-11-10,57.3329
2020-11-11,55.8777
2020-11-12,54.8428
2020-11-13,57.8944
2020-11-14,57.8944
2020-11-15,57.8944
2020-11-16,61.1993
2020-11-17,61.0124
2020-11-18,57.5567
2020-11-19,58.1376
2020-11-20,60.7612
2020-11-21,60.7612
2020-11-22,60.7612
2020-11-23,62.8577
2020-11-24,64.4254
2020-11-25,59.9036
2020-11-26,59.9036
2020-11-27,61.2816
2020-11-28,61.2816
2020-11-29,61.2816
2020-11-30,55.3397
2020-12-01,54.7938
2020-12-02,55.6981
2020-12-03,57.7131
2020-12-04,60.9363
2020-12-05,60.9363
2020-12-06,60.9363
2020-12-07,59.1628
2020-12-08,58.6256
2020-12-09,58.7915
2020-12-10,60.1682
2020-12-11,56.133
2020-12-12,56.133
2020-12-13,56.133
2020-12-14,57.3286
2020-12-15,58.7143
2020-12-16,60.4674
2020-12-17,59.8303
2020-12-18,60.3702
2020-12-19,60.3702
2020-12-20,60.3702
2020-12-21,56.2264
2020-12-22,56.6906
2020-12-23,59.3652
2020-12-24,59.8989
2020-12-25,59.8989
2020-12-26,59.8989
2020-12-27,59.8989
2020-12-28,61.3686
2020-12-29,60.9559
2020-12-30,62.3191
2020-12-31,63.5837
2021-01-01,63.5837
2021-01-02,63.5837
2021-01-03,63.5837
2021-01-04,58.844
2021-01-05,60.6239
2021-01-06,63.7265
2021-01-07,62.55
2021-01-08,61.3011
2021-01-09,61.3011
2021-01-10,61.3011
2021-01-11,60.9862
2021-01-12,65.1942
2021-01-13,64.094
2021-01-14,63.9345
2021-01-15,60.8792
2021-01-16,60.8792
2021-01-17,60.8792
2021-01-18,60.8792
2021-01-19,61.9406
2021-01-20,61.0067
2021-01-21,61.0573
2021-01-22,61.0573
2021-01-23,61.0573
2021-01-24,61.0573
2021-01-25,59.9742
2021-01-26,60.1989
2021-01-27,59.3373
2021-01-28,58.0481
2021-01-29,52.8962
2021-01-30,52.8962
2021-01-31,52.8962
2021-02-01,54.8722
2021-02-02,56.6328
2021-02-03,57.1693
2021-02-04,59.8523
2021-02-05,60.236
2021-02-06,60.236
2021-02-07,60.236
2021-02-08,62.4632
2021-02-09,60.7046
2021-02-10,59.7108
2021-02-11,59.459
2021-02-12,59.2009
2021-02-13,59.2009
2021-02-14,59.2009
2021-02-15,59.2009
2021-02-16,61.0107
2021-02-17,58.0054
2021-02-18,57.6696
2021-02-19,60.2861
2021-02-20,60.2861
2021-02-21,60.2861
2021-02-22,64.4687
2021-02-23,65.5798
2021-02-24,68.5862
2021-02-25,62.1769
2021-02-26,60.7983
2021-02-27,60.7983
2021-02-28,60.7983
2021-03-01,63.1975
2021-03-02,60.0972
2021-03-03,60.462
2021-03-04,57.9281
2021-03-05,60.6916
2021-03-06,60.6916
2021-03-07,60.6916
2021-03-08,63.4447
2021-03-09,61.0822
2021-03-10,61.9089
2021-03-11,63.0851
2021-03-12,64.9388
2021-03-13,64.9388
2021-03-14,64.9388
2021-03-15,65.0899
2021-03-16,63.3251
2021-03-17,62.6226
2021-03-18,59.3528
2021-03-19,57.9189
2021-03-20,57.9189
2021-03-21,57.9189
2021-03-22,56.3194
2021-03-23,51.7647
2021-03-24,52.5382
2021-03-25,53.6656
2021-03-26,55.0707
2021-03-27,55.0707
2021-03-28,55.0707
2021-03-29,51.3861
2021-03-30,52.963
2021-03-31,53.4172
2021-04-01,54.5767
2021-04-02,54.5767
2021-04-03,54.5767
2021-04-04,54.5767
2021-04-05,55.2777
2021-04-06,55.8317
2021-04-07,53.8251
2021-04-08,54.2503
2021-04-09,53.8654
2021-04-10,53.8654
2021-04-11,53.8654
2021-04-12,53.978
2021-04-13,52.8441
2021-04-14,53.9047
2021-04-15,53.4213
2021-04-16,54.3885
2021-04-17,54.3885
2021-04-18,54.3885
2021-04-19,51.881
2021-04-20,49.2701
2021-04-21,52.0769
2021-04-22,50.943
2021-04-23,52.6789
2021-04-24,52.6789
2021-04-25,52.6789
2021-04-26,52.6789
2021-04-27,53.1766
2021-04-28,53.3668
2021-04-29,55.6653
2021-04-30,54.0273
2021-05-01,54.0273
2021-05-02,54.0273
2021-05-03,55.9182
2021-05-04,55.9786
2021-05-05,55.2732
2021-05-06,56.7757
2021-05-07,60.3889
2021-05-08,60.3889
2021-05-09,60.3889
2021-05-10,60.8723
2021-05-11,58.4143
2021-05-12,58.2521
2021-05-13,62.555
2021-05-14,64.5399
2021-05-15,64.5399
2021-05-16,64.5399
2021-05-17,64.9969
2021-05-18,64.9969
2021-05-19,65.0932
2021-05-20,65.0007
2021-05-21,66.1933
2021-05-22,66.1933
2021-05-23,66.1933
2021-05-24,67.3444
2021-05-25,66.3703
2021-05-26,67.907
2021-05-27,69.4847
2021-05-28,70.5543
2021-05-29,70.5543
2021-05-30,70.5543
2021-05-31,70.5543
2021-06-01,71.3034
2021-06-02,71.6353
2021-06-03,71.3151
2021-06-04,71.6644
2021-06-05,71.6644
2021-06-06,71.6644
2021-06-07,72.5713
2021-06-08,72.997
2021-06-09,69.9638
2021-06-10,65.5789
2021-06-11,66.2561
2021-06-12,66.2561
2021-06-13,66.2561
2021-06-14,61.2684
2021-06-15,62.1194
2021-06-16,60.0275
2021-06-17,56.3569
2021-06-18,51.5769
2021-06-19,51.5769
2021-06-20,51.5769
2021-06-21,54.4924
2021-06-22,53.3369
2021-06-23,53.191
2021-06-24,56.0505
2021-06-25,56.2309
2021-06-26,56.2309
2021-06-27,56.2309
2021-06-28,53.5769
2021-06-29,53.1321
2021-06-30,54.4996
2021-07-01,56.3203
2021-07-02,55.7631
2021-07-03,55.7631
2021-07-04,55.7631
2021-07-05,55.7631
2021-07-06,53.7211
2021-07-07,50.8326
2021-07-08,48.3501
2021-07-09,52.6676
2021-07-10,52.6676
2021-07-11,52.6676
2021-07-12,54.5424
2021-07-13,53.7608
2021-07-14,53.1873
2021-07-15,50.4062
2021-07-16,46.6818
2021-07-17,46.6818
2021-07-18,46.6818
2021-07-19,44.0024
2021-07-20,47.7022
2021-07-21,49.668
2021-07-22,46.3454
2021-07-23,46.1289
2021-07-24,46.1289
2021-07-25,46.1289
2021-07-26,47.2751
2021-07-27,47.7226
2021-07-28,50.041
2021-07-29,50.7132
2021-07-30,48.3865
2021-07-31,48.3865
2021-08-01,48.3865
2021-08-02,49.086
2021-08-03,50.1036
2021-08-04,45.0402
2021-08-05,47.3797
2021-08-06,48.4233
2021-08-07,48.4233
2021-08-08,48.4233
2021-08-09,45.1538
2021-08-10,45.1013
2021-08-11,46.7662
2021-08-12,46.5415
2021-08-13,43.8712
2021-08-14,43.8712
2021-08-15,43.8712
2021-08-16,44.4765
2021-08-17,42.5766
2021-08-18,42.647
2021-08-19,41.8508
2021-08-20,43.5232
2021-08-21,43.5232
2021-08-22,43.5232
2021-08-23,45.4293
2021-08-24,46.4676
2021-08-25,47.5684
2021-08-26,47.7075
2021-08-27,52.3484
2021-08-28,52.3484
2021-08-29,52.3484
2021-08-30,50.9645
2021-08-31,50.8321
2021-09-01,51.9301
2021-09-02,52.2548
2021-09-03,53.1066
2021-09-04,53.1066
2021-09-05,53.1066
2021-09-06,53.1066
2021-09-07,53.2394
2021-09-08,51.6509
2021-09-09,49.8909
2021-09-10,49.3832
2021-09-11,49.3832
2021-09-12,49.3832
2021-09-13,51.5683
2021-09-14,48.9453
2021-09-15,50.1831
2021-09-16,51.2617
2021-09-17,51.1091
2021-09-18,51.1091
2021-09-19,51.1091
2021-09-20,47.9347
2021-09-21,48.0899
2021-09-22,51.033
2021-09-23,52.3933
2021-09-24,51.8444
2021-09-25,51.8444
2021-09-26,51.8444
2021-09-27,55.0461
2021-09-28,54.8819
2021-09-29,56.5568
2021-09-30,55.7012
2021-10-01,58.4334
2021-10-02,58.4334
2021-10-03,58.4334
2021-10-04,58.8708
2021-10-05,60.469
2021-10-06,55.8095
2021-10-07,57.6236
2021-10-08,57.9316
2021-10-09,57.9316
2021-10-10,57.9316
2021-10-11,56.9889
2021-10-12,56.815
2021-10-13,52.7364
2021-10-14,53.787
2021-10-15,52.895
2021-10-16,52.895
2021-10-17,52.895
2021-10-18,52.0828
2021-10-19,52.0828
2021-10-20,53.3104
2021-10-21,52.7858
2021-10-22,51.561
2021-10-23,51.561
2021-10-24,51.561
2021-10-25,55.1019
2021-10-26,53.7759
2021-10-27,49.2028
2021-10-28,50.5997
2021-10-29,46.5532
2021-10-30,46.5532
2021-10-31,46.5532
2021-11-01,50.9774
2021-11-02,49.4255
2021-11-03,52.992
2021-11-04,51.7804
2021-11-05,57.0934
2021-11-06,57.0934
2021-11-07,57.0934
2021-11-08,60.5772
2021-11-09,58.9273
2021-11-10,56.5047
2021-11-11,58.3761
2021-11-12,59.0655
2021-11-13,59.0655
2021-11-14,59.0655
2021-11-15,59.9478
2021-11-16,59.5788
2021-11-17,59.352
2021-11-18,55.0194
2021-11-19,53.4062
2021-11-20,53.4062
2021-11-21,53.4062
2021-11-22,54.9436
2021-11-23,56.4841
2021-11-24,56.4128
2021-11-25,56.4128
2021-11-26,49.2187
2021-11-27,49.2187
2021-11-28,49.2187
2021-11-29,49.1608
2021-11-30,43.7319
2021-12-01,42.2645
2021-12-02,46.5193
2021-12-03,48.1883
2021-12-04,48.1883
2021-12-05,48.1883
2021-12-06,50.1207
2021-12-07,51.8245
2021-12-08,52.884
2021-12-09,50.952
2021-12-10,52.6396
2021-12-11,52.6396
2021-12-12,52.6396
2021-12-13,49.895
2021-12-14,49.4245
2021-12-15,50.0738
2021-12-16,50.6743
2021-12-17,51.5511
2021-12-18,51.5511
2021-12-19,51.5511
2021-12-20,45.303
2021-12-21,50.4305
2021-12-22,52.3892
2021-12-23,52.1861
2021-12-24,52.1861
2021-12-25,52.1861
2021-12-26,52.1861
2021-12-27,53.8076
2021-12-28,53.9
2021-12-29,53.2389
2021-12-30,52.4622
2021-12-31,52.7171
2022-01-01,52.7171
2022-01-02,52.7171
2022-01-03,54.1412
2022-01-04,55.0417
2022-01-05,52.7213
2022-01-06,51.4554
2022-01-07,48.602
2022-01-08,48.602
2022-01-09,48.602
2022-01-10,46.845
2022-01-11,47.6511
2022-01-12,46.5555
2022-01-13,48.0271
2022-01-14,46.3886
2022-01-15,46.3886
2022-01-16,46.3886
2022-01-17,46.3886
2022-01-18,44.0325
2022-01-19,42.6498
2022-01-20,39.8383
2022-01-21,38.8706
2022-01-22,38.8706
2022-01-23,38.8706
2022-01-24,42.037
2022-01-25,41.2848
2022-01-26,39.5619
2022-01-27,38.0821
2022-01-28,39.5124
2022-01-29,39.5124
2022-01-30,39.5124
2022-01-31,41.2977
2022-02-01,42.3043
2022-02-02,41.7488
2022-02-03,40.3336
2022-02-04,40.1972
2022-02-05,40.1972
2022-02-06,40.1972
2022-02-07,41.8914
2022-02-08,44.1188
2022-02-09,45.4547
2022-02-10,43.3124
2022-02-11,42.6685
2022-02-12,42.6685
2022-02-13,42.6685
2022-02-14,43.9936
2022-02-15,46.6713
2022-02-16,47.2306
2022-02-17,46.2275
2022-02-18,45.5055
2022-02-19,45.5055
2022-02-20,45.5055
2022-02-21,45.5055
2022-02-22,43.146
2022-02-23,42.2196
2022-02-24,42.8543
2022-02-25,44.1241
2022-02-26,44.1241
2022-02-27,44.1241
2022-02-28,42.9717
2022-03-01,49.1246
2022-03-02,53.2337
2022-03-03,53.8074
2022-03-04,49.2608
2022-03-05,49.2608
2022-03-06,49.2608
2022-03-07,44.7169
2022-03-08,44.5796
2022-03-09,47.0987
2022-03-10,45.3456
2022-03-11,44.1509
2022-03-12,44.1509
2022-03-13,44.1509
2022-03-14,43.4675
2022-03-15,45.8935
2022-03-16,48.8662
2022-03-17,49.9016
2022-03-18,49.6417
2022-03-19,49.6417
2022-03-20,49.6417
2022-03-21,49.4817
2022-03-22,48.6703
2022-03-23,46.4634
2022-03-24,46.8197
2022-03-25,46.6591
2022-03-26,46.6591
2022-03-27,46.6591
2022-03-28,45.3186
2022-03-29,49.4083
2022-03-30,48.5792
2022-03-31,48.5792
2022-04-01,50.2482
2022-04-02,50.2482
2022-04-03,50.2482
2022-04-04,47.0334
2022-04-05,44.5503
2022-04-06,44.739
2022-04-07,44.53
2022-04-08,45.1265
2022-04-09,45.1265
2022-04-10,45.1265
2022-04-11,43.4096
2022-04-12,43.0916
2022-04-13,45.5008
2022-04-14,44.8277
2022-04-15,44.8277
2022-04-16,44.8277
2022-04-17,44.8277
2022-04-18,44.0414
2022-04-19,47.8282
2022-04-20,48.2808
2022-04-21,47.6697
2022-04-22,45.8679
2022-04-23,45.8679
2022-04-24,45.8679
2022-04-25,46.8379
2022-04-26,43.5509
2022-04-27,43.4955
2022-04-28,46.7866
2022-04-29,45.8462
2022-04-30,45.8462
2022-05-01,45.8462
2022-05-02,46.4723
2022-05-03,46.8256
2022-05-04,54.1509
2022-05-05,51.2187
2022-05-06,48.0679
2022-05-07,48.0679
2022-05-08,48.0679
2022-05-09,46.3
2022-05-10,52.0001
2022-05-11,49.5189
2022-05-12,50.2504
2022-05-13,49.7708
2022-05-14,49.7708
2022-05-15,49.7708
2022-05-16,49.5533
2022-05-17,52.505
2022-05-18,53.8261
2022-05-19,51.5989
2022-05-20,50.2209
2022-05-21,50.2209
2022-05-22,50.2209
2022-05-23,51.2973
2022-05-24,51.0688
2022-05-25,52.8607
2022-05-26,54.4806
2022-05-27,56.6671
2022-05-28,56.6671
2022-05-29,56.6671
2022-05-30,56.6671
2022-05-31,55.1717
2022-06-01,54.0648
2022-06-02,55.8968
2022-06-03,53.2716
2022-06-04,53.2716
2022-06-05,53.2716
2022-06-06,56.6966
2022-06-07,57.2978
2022-06-08,55.7576
2022-06-09,55.8558
2022-06-10,52.0324
2022-06-11,52.0324
2022-06-12,52.0324
2022-06-13,47.9965
2022-06-14,47.9965
2022-06-15,48.0532
2022-06-16,42.7892
2022-06-17,42.8487
2022-06-18,42.8487
2022-06-19,42.8487
2022-06-20,42.8487
2022-06-21,42.8027
2022-06-22,42.1476
2022-06-23,42.4729
2022-06-24,44.7236
2022-06-25,44.7236
2022-06-26,44.7236
2022-06-27,47.0504
2022-06-28,45.2361
2022-06-29,44.2773
2022-06-30,45.4729
2022-07-01,46.4119
2022-07-02,46.4119
2022-07-03,46.4119
2022-07-04,46.4119
2022-07-05,46.7911
2022-07-06,45.086
2022-07-07,48.0548
2022-07-08,47.3228
2022-07-09,47.3228
2022-07-10,47.3228
2022-07-11,47.3865
2022-07-12,48.0374
2022-07-13,47.8537
2022-07-14,48.1953
2022-07-15,50.9852
2022-07-16,50.9852
2022-07-17,50.9852
2022-07-18,50.9852
2022-07-19,55.8883
2022-07-20,54.9063
2022-07-21,55.7113
2022-07-22,55.7697
2022-07-23,55.7697
2022-07-24,55.7697
2022-07-25,56.3056
2022-07-26,55.38
2022-07-27,56.9656
2022-07-28,56.8852
2022-07-29,57.6279
2022-07-30,57.6279
2022-07-31,57.6279
2022-08-01,58.0638
2022-08-02,54.9715
2022-08-03,57.5026
2022-08-04,58.5863
2022-08-05,47.067
2022-08-06,47.067
2022-08-07,47.067
2022-08-08,44.0868
2022-08-09,42.2661
2022-08-10,45.6983
2022-08-11,46.4304
2022-08-12,48.2353
2022-08-13,48.2353
2022-08-14,48.2353
2022-08-15,48.8885
2022-08-16,49.3691
2022-08-17,47.6874
2022-08-18,48.5624
2022-08-19,46.7147
2022-08-20,46.7147
2022-08-21,46.7147
2022-08-22,44.8395
2022-08-23,44.5133
2022-08-24,43.9076
2022-08-25,46.8335
2022-08-26,43.5541
2022-08-27,43.5541
2022-08-28,43.5541
2022-08-29,41.3098
2022-08-30,39.8466
2022-08-31,38.7029
2022-09-01,38.0693
2022-09-02,37.1262
2022-09-03,37.1262
2022-09-04,37.1262
2022-09-05,37.1262
2022-09-06,35.8151
2022-09-07,35.5983
2022-09-08,34.8563
2022-09-09,37.2442
2022-09-10,37.2442
2022-09-11,37.2442
2022-09-12,38.8669
2022-09-13,37.1176
2022-09-14,35.6808
2022-09-15,34.8096
2022-09-16,34.4184
2022-09-17,34.4184
2022-09-18,34.4184
2022-09-19,35.9086
2022-09-20,34.5114
2022-09-21,33.7661
2022-09-22,33.2849
2022-09-23,32.8448
2022-09-24,32.8448
2022-09-25,32.8448
2022-09-26,31.8007
2022-09-27,31.4985
2022-09-28,34.6195
2022-09-29,33.5498
2022-09-30,32.9995
2022-10-01,32.9995
2022-10-02,32.9995
2022-10-03,37.0079
2022-10-04,43.4618
2022-10-05,43.7491
2022-10-06,44.3344
2022-10-07,43.9208
2022-10-08,43.9208
2022-10-09,43.9208
2022-10-10,43.4416
2022-10-11,42.9567
2022-10-12,42.4664
2022-10-13,44.116
2022-10-14,43.3446
2022-10-15,43.3446
2022-10-16,43.3446
2022-10-17,45.4021
2022-10-18,47.0724
2022-10-19,45.2319
2022-10-20,44.1087
2022-10-21,45.8278
2022-10-22,45.8278
2022-10-23,45.8278
2022-10-24,46.4766
2022-10-25,49.3031
2022-10-26,49.4565
2022-10-27,50.3119
2022-10-28,53.3557
2022-10-29,53.3557
2022-10-30,53.3557
2022-10-31,52.8654
2022-11-01,53.0884
2022-11-02,48.9376
2022-11-03,47.8946
2022-11-04,44.6595
2022-11-05,44.6595
2022-11-06,44.6595
2022-11-07,49.2821
2022-11-08,46.0336
2022-11-09,44.9697
2022-11-10,51.0913
2022-11-11,51.1545
2022-11-12,51.1545
2022-11-13,51.1545
2022-11-14,49.8882
2022-11-15,50.7511
2022-11-16,49.6624
2022-11-17,48.7827
2022-11-18,49.4243
2022-11-19,49.4243
2022-11-20,49.4243
2022-11-21,50.6326
2022-11-22,51.34
2022-11-23,51.1883
2022-11-24,51.1883
2022-11-25,51.1883
2022-11-26,51.1883
2022-11-27,51.1883
2022-11-28,48.0709
2022-11-29,48.1505
2022-11-30,49.5907
2022-12-01,51.9696
2022-12-02,53.222
2022-12-03,53.222
2022-12-04,53.222
2022-12-05,49.7488
2022-12-06,49.295
2022-12-07,47.4302
2022-12-08,46.342
2022-12-09,46.2688
2022-12-10,46.2688
2022-12-11,46.2688
2022-12-12,49.4881
2022-12-13,48.4864
2022-12-14,47.3425
2022-12-15,45.2094
2022-12-16,43.7333
2022-12-17,43.7333
2022-12-18,43.7333
2022-12-19,42.5693
2022-12-20,43.3039
2022-12-21,42.5301
2022-12-22,42.6265
2022-12-23,42.7259
2022-12-24,42.7259
2022-12-25,42.7259
2022-12-26,42.7259
2022-12-27,42.5733
2022-12-28,40.5506
2022-12-29,44.5855
2022-12-30,44.1208
2022-12-31,44.1208
2023-01-01,44.1208
2023-01-02,44.1208
2023-01-03,45.4921
2023-01-04,46.0787
2023-01-05,45.8236
2023-01-06,49.756
2023-01-07,49.756
2023-01-08,49.756
2023-01-09,49.3045
2023-01-10,51.4902
2023-01-11,52.891
2023-01-12,55.3895
2023-01-13,54.6894
2023-01-14,54.6894
2023-01-15,54.6894
2023-01-16,54.6894
2023-01-17,52.9103
2023-01-18,51.0032
2023-01-19,49.1698
2023-01-20,50.1885
2023-01-21,50.1885
2023-01-22,50.1885
2023-01-23,53.1885
2023-01-24,53.1885
2023-01-25,54.1447
2023-01-26,54.4943
2023-01-27,54.762
2023-01-28,54.762
2023-01-29,54.762
2023-01-30,53.8877
2023-01-31,57.242
2023-02-01,60.4529
2023-02-02,62.3097
2023-02-03,60.0656
2023-02-04,60.0656
2023-02-05,60.0656
2023-02-06,57.5977
2023-02-07,57.7927
2023-02-08,56.241
2023-02-09,54.772
2023-02-10,55.1185
2023-02-11,55.1185
2023-02-12,55.1185
2023-02-13,57.0745
2023-02-14,55.1294
2023-02-15,55.9913
2023-02-16,55.4405
2023-02-17,54.6616
2023-02-18,54.6616
2023-02-19,54.6616
2023-02-20,54.6616
2023-02-21,51.5574
2023-02-22,33.8151
2023-02-23,35.1521
2023-02-24,35.9992
2023-02-25,35.9992
2023-02-26,35.9992
2023-02-27,37.0292
2023-02-28,36.5529
2023-03-01,40.8387
2023-03-02,42.6383
2023-03-03,41.7427
2023-03-04,41.7427
2023-03-05,41.7427
2023-03-06,38.6105
2023-03-07,37.9788
2023-03-08,40.3351
2023-03-09,38.6532
2023-03-10,37.3036
2023-03-11,37.3036
2023-03-12,37.3036
2023-03-13,35.2933
2023-03-14,35.8169
2023-03-15,35.1307
2023-03-16,34.7373
2023-03-17,33.8072
