,HBI US Equity
,RSI_30D
2020-01-01,49.2663
2020-01-02,47.1818
2020-01-03,46.0305
2020-01-04,46.0305
2020-01-05,46.0305
2020-01-06,48.1571
2020-01-07,47.4137
2020-01-08,46.089
2020-01-09,43.7031
2020-01-10,42.3039
2020-01-11,42.3039
2020-01-12,42.3039
2020-01-13,44.9105
2020-01-14,46.0041
2020-01-15,44.1892
2020-01-16,46.5388
2020-01-17,46.7871
2020-01-18,46.7871
2020-01-19,46.7871
2020-01-20,46.7871
2020-01-21,46.1223
2020-01-22,46.9881
2020-01-23,47.9401
2020-01-24,46.4496
2020-01-25,46.4496
2020-01-26,46.4496
2020-01-27,44.8551
2020-01-28,46.5717
2020-01-29,47.5496
2020-01-30,46.9835
2020-01-31,43.1149
2020-02-01,43.1149
2020-02-02,43.1149
2020-02-03,40.4782
2020-02-04,44.7779
2020-02-05,50.8939
2020-02-06,49.271
2020-02-07,47.7638
2020-02-08,47.7638
2020-02-09,47.7638
2020-02-10,45.725
2020-02-11,49.0626
2020-02-12,51.8588
2020-02-13,49.3246
2020-02-14,49.7301
2020-02-15,49.7301
2020-02-16,49.7301
2020-02-17,49.7301
2020-02-18,51.1455
2020-02-19,49.631
2020-02-20,52.4763
2020-02-21,50.8858
2020-02-22,50.8858
2020-02-23,50.8858
2020-02-24,48.1922
2020-02-25,44.2882
2020-02-26,40.4373
2020-02-27,41.7643
2020-02-28,44.3304
2020-02-29,44.3304
2020-03-01,44.3304
2020-03-02,45.1204
2020-03-03,40.1586
2020-03-04,42.9842
2020-03-05,41.2004
2020-03-06,39.5462
2020-03-07,39.5462
2020-03-08,39.5462
2020-03-09,36.5131
2020-03-10,36.9083
2020-03-11,32.8534
2020-03-12,30.2523
2020-03-13,32.6613
2020-03-14,32.6613
2020-03-15,32.6613
2020-03-16,29.1039
2020-03-17,36.8732
2020-03-18,34.53
2020-03-19,35.7231
2020-03-20,35.1434
2020-03-21,35.1434
2020-03-22,35.1434
2020-03-23,35.1434
2020-03-24,35.2505
2020-03-25,35.0112
2020-03-26,35.1819
2020-03-27,32.9169
2020-03-28,32.9169
2020-03-29,32.9169
2020-03-30,32.5461
2020-03-31,32.0011
2020-04-01,30.6594
2020-04-02,30.2764
2020-04-03,30.0545
2020-04-04,30.0545
2020-04-05,30.0545
2020-04-06,35.4398
2020-04-07,37.2018
2020-04-08,41.7139
2020-04-09,43.4928
2020-04-10,43.4928
2020-04-11,43.4928
2020-04-12,43.4928
2020-04-13,42.6696
2020-04-14,43.2754
2020-04-15,41.1035
2020-04-16,40.3451
2020-04-17,43.0868
2020-04-18,43.0868
2020-04-19,43.0868
2020-04-20,41.5224
2020-04-21,41.1179
2020-04-22,39.9824
2020-04-23,39.6898
2020-04-24,40.5339
2020-04-25,40.5339
2020-04-26,40.5339
2020-04-27,44.4984
2020-04-28,47.2981
2020-04-29,50.2151
2020-04-30,48.2717
2020-05-01,46.7736
2020-05-02,46.7736
2020-05-03,46.7736
2020-05-04,46.4835
2020-05-05,49.008
2020-05-06,47.0929
2020-05-07,45.8972
2020-05-08,46.67
2020-05-09,46.67
2020-05-10,46.67
2020-05-11,44.61
2020-05-12,43.3434
2020-05-13,41.8084
2020-05-14,43.2634
2020-05-15,43.2235
2020-05-16,43.2235
2020-05-17,43.2235
2020-05-18,48.0226
2020-05-19,47.7588
2020-05-20,49.2486
2020-05-21,50.3819
2020-05-22,49.3372
2020-05-23,49.3372
2020-05-24,49.3372
2020-05-25,49.3372
2020-05-26,54.2446
2020-05-27,56.6533
2020-05-28,51.6292
2020-05-29,50.1519
2020-05-30,50.1519
2020-05-31,50.1519
2020-06-01,51.9011
2020-06-02,53.586
2020-06-03,58.2322
2020-06-04,57.7789
2020-06-05,60.8671
2020-06-06,60.8671
2020-06-07,60.8671
2020-06-08,61.7241
2020-06-09,61.1982
2020-06-10,58.7503
2020-06-11,52.9371
2020-06-12,54.6849
2020-06-13,54.6849
2020-06-14,54.6849
2020-06-15,54.4436
2020-06-16,55.9194
2020-06-17,54.8745
2020-06-18,54.7053
2020-06-19,52.7697
2020-06-20,52.7697
2020-06-21,52.7697
2020-06-22,52.2706
2020-06-23,52.4258
2020-06-24,50.0685
2020-06-25,50.275
2020-06-26,49.0167
2020-06-27,49.0167
2020-06-28,49.0167
2020-06-29,51.8822
2020-06-30,52.4432
2020-07-01,51.4242
2020-07-02,53.0649
2020-07-03,53.0649
2020-07-04,53.0649
2020-07-05,53.0649
2020-07-06,52.6967
2020-07-07,51.631
2020-07-08,52.5799
2020-07-09,49.8224
2020-07-10,52.6482
2020-07-11,52.6482
2020-07-12,52.6482
2020-07-13,52.7733
