,M US Equity
2023-03-20,39.9714
2023-03-21,41.1753
2023-03-22,38.7626
2023-03-23,36.3808
2023-03-24,35.6808
2023-03-25,35.6808
2023-03-26,35.6808
2023-03-27,36.4899
2023-03-28,37.356
2023-03-29,37.5632
2023-03-30,36.5317
2023-03-31,39.2009
2023-04-01,39.2009
2023-04-02,39.2009
2023-04-03,45.3122
2023-04-04,45.8282
2023-04-05,43.7976
2023-04-06,44.3791
2023-04-07,44.3791
2023-04-08,44.3791
2023-04-09,44.3791
2023-04-10,44.5161
2023-04-11,44.1783
2023-04-12,40.996
2023-04-13,41.193
2023-04-14,42.0435
2023-04-15,42.0435
2023-04-16,42.0435
2023-04-17,42.6991
2023-04-18,42.0555
2023-04-19,42.8419
2023-04-20,40.8901
2023-04-21,39.8948
2023-04-22,39.8948
2023-04-23,39.8948
2023-04-24,39.8576
2023-04-25,37.2373
2023-04-26,36.9619
2023-04-27,36.8561
2023-04-28,37.595
2023-04-29,37.595
2023-04-30,37.595
2023-05-01,36.5622
2023-05-02,35.2045
2023-05-03,33.8691
2023-05-04,32.1237
2023-05-05,36.0386
2023-05-06,36.0386
2023-05-07,36.0386
2023-05-08,35.0601
2023-05-09,34.7906
2023-05-10,34.0791
2023-05-11,35.3811
2023-05-12,35.3811
2023-05-13,35.3811
2023-05-14,35.3811
2023-05-15,37.431
2023-05-16,35.407
2023-05-17,40.6341
2023-05-18,42.1164
2023-05-19,38.0356
2023-05-20,38.0356
2023-05-21,38.0356
2023-05-22,38.9423
2023-05-23,38.2902
2023-05-24,40.6325
2023-05-25,36.6331
2023-05-26,38.2867
2023-05-27,38.2867
2023-05-28,38.2867
2023-05-29,38.2867
2023-05-30,37.5103
2023-05-31,35.8119
2023-06-01,36.7239
2023-06-02,45.1396
2023-06-03,45.1396
2023-06-04,45.1396
2023-06-05,43.6299
2023-06-06,47.5207
2023-06-07,48.7804
2023-06-08,48.0492
2023-06-09,46.6776
2023-06-10,46.6776
2023-06-11,46.6776
2023-06-12,48.5758
2023-06-13,49.6067
2023-06-14,48.293
2023-06-15,48.8114
2023-06-16,48.2278
2023-06-17,48.2278
2023-06-18,48.2278
2023-06-19,48.2278
2023-06-20,47.8474
2023-06-21,46.5392
2023-06-22,45.4609
2023-06-23,44.6783
2023-06-24,44.6783
2023-06-25,44.6783
2023-06-26,45.3948
2023-06-27,47.7931
2023-06-28,47.3006
2023-06-29,49.829
2023-06-30,49.9246
2023-07-01,49.9246
2023-07-02,49.9246
2023-07-03,51.9603
2023-07-04,51.9603
2023-07-05,51.3575
2023-07-06,49.099
2023-07-07,49.2496
2023-07-08,49.2496
2023-07-09,49.2496
2023-07-10,50.2642
2023-07-11,52.0016
2023-07-12,50.3888
2023-07-13,48.3858
2023-07-14,47.3633
2023-07-15,47.3633
2023-07-16,47.3633
2023-07-17,49.3155
2023-07-18,49.1626
2023-07-19,51.0976
2023-07-20,51.4078
2023-07-21,49.9862
2023-07-22,49.9862
2023-07-23,49.9862
2023-07-24,51.7898
2023-07-25,50.1927
2023-07-26,51.0542
2023-07-27,50.8834
2023-07-28,50.9964
2023-07-29,50.9964
2023-07-30,50.9964
2023-07-31,52.794
2023-08-01,51.2149
2023-08-02,49.2796
2023-08-03,49.3396
2023-08-04,51.134
2023-08-05,51.134
2023-08-06,51.134
2023-08-07,49.5016
2023-08-08,48.8444
2023-08-09,47.4234
2023-08-10,47.4893
2023-08-11,46.7622
2023-08-12,46.7622
2023-08-13,46.7622
2023-08-14,47.1805
2023-08-15,44.7556
2023-08-16,43.9379
2023-08-17,43.5849
2023-08-18,44.2032
2023-08-19,44.2032
2023-08-20,44.2032
2023-08-21,41.8878
2023-08-22,32.5315
2023-08-23,32.2793
2023-08-24,31.3455
2023-08-25,30.4687
2023-08-26,30.4687
2023-08-27,30.4687
2023-08-28,31.1066
2023-08-29,31.9144
2023-08-30,32.6496
2023-08-31,32.1704
2023-09-01,31.8481
2023-09-02,31.8481
2023-09-03,31.8481
2023-09-04,31.8481
2023-09-05,31.241
2023-09-06,30.5187
2023-09-07,29.7288
2023-09-08,31.472
2023-09-09,31.472
2023-09-10,31.472
2023-09-11,30.0902
2023-09-12,30.9207
2023-09-13,30.0987
2023-09-14,31.6756
2023-09-15,30.722
2023-09-16,30.722
2023-09-17,30.722
2023-09-18,29.0367
2023-09-19,30.9482
2023-09-20,30.2321
2023-09-21,31.0092
2023-09-22,31.306
2023-09-23,31.306
2023-09-24,31.306
2023-09-25,33.6678
2023-09-26,32.3725
2023-09-27,33.4516
2023-09-28,38.0096
2023-09-29,39.4969
2023-09-30,39.4969
2023-10-01,39.4969
2023-10-02,39.154
2023-10-03,38.4064
2023-10-04,38.9628
2023-10-05,36.8399
2023-10-06,36.8399
2023-10-07,36.8399
2023-10-08,36.8399
2023-10-09,36.6091
2023-10-10,37.4202
2023-10-11,36.3965
2023-10-12,35.5098
2023-10-13,34.0235
2023-10-14,34.0235
2023-10-15,34.0235
2023-10-16,37.8529
2023-10-17,42.7746
2023-10-18,42.4465
2023-10-19,42.1788
2023-10-20,43.0154
2023-10-21,43.0154
2023-10-22,43.0154
2023-10-23,41.9685
2023-10-24,44.3951
2023-10-25,44.3213
2023-10-26,46.7024
2023-10-27,45.5401
2023-10-28,45.5401
2023-10-29,45.5401
2023-10-30,48.543
2023-10-31,49.8881
2023-11-01,48.8964
2023-11-02,52.7056
2023-11-03,55.7543
2023-11-04,55.7543
2023-11-05,55.7543
2023-11-06,52.2687
2023-11-07,51.3204
2023-11-08,45.1736
2023-11-09,42.4529
2023-11-10,41.7591
2023-11-11,41.7591
2023-11-12,41.7591
2023-11-13,40.4483
2023-11-14,47.7507
2023-11-15,53.0452
2023-11-16,56.7542
2023-11-17,61.5927
2023-11-18,61.5927
2023-11-19,61.5927
2023-11-20,63.5681
2023-11-21,63.5681
2023-11-22,62.7708
2023-11-23,62.7708
2023-11-24,62.8912
2023-11-25,62.8912
2023-11-26,62.8912
2023-11-27,63.0149
2023-11-28,63.2682
2023-11-29,65.9988
2023-11-30,66.8242
2023-12-01,71.0247
2023-12-02,71.0247
2023-12-03,71.0247
2023-12-04,72.0342
2023-12-05,65.1874
2023-12-06,64.6267
2023-12-07,66.6697
2023-12-08,67.9068
2023-12-09,67.9068
2023-12-10,67.9068
2023-12-11,75.7686
2023-12-12,67.1138
2023-12-13,68.1848
2023-12-14,68.7172
2023-12-15,68.9145
2023-12-16,68.9145
2023-12-17,68.9145
2023-12-18,69.6838
2023-12-19,70.121
2023-12-20,67.9421
2023-12-21,68.5302
2023-12-22,68.0652
2023-12-23,68.0652
2023-12-24,68.0652
2023-12-25,68.0652
2023-12-26,68.8665
2023-12-27,67.695
2023-12-28,68.3284
2023-12-29,67.0768
2023-12-30,67.0768
2023-12-31,67.0768
2024-01-01,67.0768
2024-01-02,65.1446
2024-01-03,61.004
2024-01-04,60.2312
2024-01-05,60.3611
2024-01-06,60.3611
2024-01-07,60.3611
2024-01-08,61.3086
2024-01-09,60.9966
2024-01-10,60.6241
2024-01-11,58.7168
2024-01-12,58.2951
2024-01-13,58.2951
2024-01-14,58.2951
2024-01-15,58.2951
2024-01-16,56.3588
2024-01-17,54.7818
2024-01-18,55.0754
2024-01-19,53.5341
2024-01-20,53.5341
2024-01-21,53.5341
2024-01-22,56.1972
2024-01-23,55.8294
2024-01-24,55.5607
2024-01-25,58.3788
2024-01-26,58.6976
2024-01-27,58.6976
2024-01-28,58.6976
2024-01-29,57.3903
2024-01-30,57.1613
2024-01-31,55.2234
2024-02-01,55.9057
2024-02-02,56.7688
2024-02-03,56.7688
2024-02-04,56.7688
2024-02-05,55.1809
2024-02-06,56.4866
2024-02-07,55.8851
2024-02-08,59.0433
2024-02-09,58.0605
2024-02-10,58.0605
2024-02-11,58.0605
2024-02-12,60.2021
2024-02-13,56.5011
2024-02-14,57.8417
2024-02-15,59.2255
2024-02-16,58.3844
2024-02-17,58.3844
2024-02-18,58.3844
2024-02-19,58.3844
2024-02-20,57.1843
2024-02-21,55.5886
2024-02-22,56.1974
2024-02-23,57.9409
2024-02-24,57.9409
2024-02-25,57.9409
2024-02-26,56.7118
2024-02-27,59.5934
2024-02-28,51.2344
2024-02-29,46.9439
2024-03-01,49.5139
2024-03-02,49.5139
2024-03-03,49.5139
2024-03-04,58.431
2024-03-05,57.6965
2024-03-06,56.5714
2024-03-07,57.6235
2024-03-08,60.1514
2024-03-09,60.1514
2024-03-10,60.1514
2024-03-11,57.522
2024-03-12,58.4918
2024-03-13,58.7745
2024-03-14,61.0021
2024-03-15,59.5756
2024-03-16,59.5756
2024-03-17,59.5756
2024-03-18,59.7327
2024-03-19,60.6812
2024-03-20,59.0504
2024-03-21,57.135
2024-03-22,54.7167
2024-03-23,54.7167
2024-03-24,54.7167
2024-03-25,52.0977
2024-03-26,49.9056
2024-03-27,52.783
2024-03-28,53.2876
2024-03-29,53.2876
2024-03-30,53.2876
2024-03-31,53.2876
2024-04-01,51.4588
2024-04-02,49.5812
2024-04-03,48.8135
2024-04-04,47.1154
2024-04-05,47.8248
2024-04-06,47.8248
2024-04-07,47.8248
2024-04-08,51.6524
