,2061517D US Equity
,RSI_30D
2020-01-01,53.569
2020-01-02,59.0265
2020-01-03,58.3366
2020-01-04,58.3366
2020-01-05,58.3366
2020-01-06,60.906
2020-01-07,62.9359
2020-01-08,65.6245
2020-01-09,69.9326
2020-01-10,71.3564
2020-01-11,71.3564
2020-01-12,71.3564
2020-01-13,71.9235
2020-01-14,72.7198
2020-01-15,72.8038
2020-01-16,72.9474
2020-01-17,73.8749
2020-01-18,73.8749
2020-01-19,73.8749
2020-01-20,73.8749
2020-01-21,72.0085
2020-01-22,71.7518
2020-01-23,71.6909
2020-01-24,71.1072
2020-01-25,71.1072
2020-01-26,71.1072
2020-01-27,63.2844
2020-01-28,65.8912
2020-01-29,67.1079
2020-01-30,45.401
2020-01-31,42.7333
2020-02-01,42.7333
2020-02-02,42.7333
2020-02-03,42.3731
2020-02-04,46.2528
2020-02-05,49.4989
2020-02-06,51.14
2020-02-07,52.1076
2020-02-08,52.1076
2020-02-09,52.1076
2020-02-10,52.8078
2020-02-11,51.5366
2020-02-12,51.7122
2020-02-13,49.8805
2020-02-14,50.3722
2020-02-15,50.3722
2020-02-16,50.3722
2020-02-17,50.3722
2020-02-18,50.2856
2020-02-19,51.278
2020-02-20,48.5339
2020-02-21,46.6387
2020-02-22,46.6387
2020-02-23,46.6387
2020-02-24,42.0959
2020-02-25,40.0247
2020-02-26,39.0382
2020-02-27,33.7843
2020-02-28,35.3745
2020-02-29,35.3745
2020-03-01,35.3745
2020-03-02,37.9311
2020-03-03,36.594
2020-03-04,39.924
2020-03-05,38.9888
2020-03-06,35.7789
2020-03-07,35.7789
2020-03-08,35.7789
2020-03-09,30.1169
2020-03-10,34.3087
2020-03-11,33.9713
2020-03-12,31.3529
2020-03-13,37.3952
2020-03-14,37.3952
2020-03-15,37.3952
2020-03-16,34.2444
2020-03-17,35.1656
2020-03-18,34.8688
2020-03-19,33.6424
2020-03-20,30.2706
2020-03-21,30.2706
2020-03-22,30.2706
2020-03-23,31.9778
2020-03-24,36.8982
2020-03-25,40.2409
2020-03-26,44.3765
2020-03-27,43.0698
2020-03-28,43.0698
2020-03-29,43.0698
2020-03-30,44.6555
2020-03-31,43.392
2020-04-01,40.9768
2020-04-02,41.0411
2020-04-03,40.7984
2020-04-04,40.7984
2020-04-05,40.7984
2020-04-06,43.5498
2020-04-07,42.8936
2020-04-08,44.6086
2020-04-09,45.971
2020-04-10,45.971
2020-04-11,45.971
2020-04-12,45.971
2020-04-13,45.7207
2020-04-14,47.6518
2020-04-15,45.8579
2020-04-16,46.3814
2020-04-17,48.0964
2020-04-18,48.0964
2020-04-19,48.0964
2020-04-20,46.5205
2020-04-21,43.877
2020-04-22,46.2228
2020-04-23,46.1574
2020-04-24,45.4517
2020-04-25,45.4517
2020-04-26,45.4517
2020-04-27,46.4039
2020-04-28,46.7512
2020-04-29,50.3755
2020-04-30,50.1383
2020-05-01,46.1811
2020-05-02,46.1811
2020-05-03,46.1811
2020-05-04,48.7741
2020-05-05,50.3303
2020-05-06,51.1014
2020-05-07,48.896
2020-05-08,49.3301
2020-05-09,49.3301
2020-05-10,49.3301
2020-05-11,48.9902
2020-05-12,48.2282
2020-05-13,45.4356
2020-05-14,45.6726
2020-05-15,45.6006
2020-05-16,45.6006
2020-05-17,45.6006
2020-05-18,45.7571
2020-05-19,46.3678
2020-05-20,46.6221
2020-05-21,46.0573
2020-05-22,46.5338
2020-05-23,46.5338
2020-05-24,46.5338
2020-05-25,46.5338
2020-05-26,48.348
2020-05-27,51.3013
2020-05-28,53.2843
2020-05-29,53.8642
2020-05-30,53.8642
2020-05-31,53.8642
2020-06-01,56.561
2020-06-02,55.9992
2020-06-03,57.8844
2020-06-04,54.8929
2020-06-05,55.9412
2020-06-06,55.9412
2020-06-07,55.9412
2020-06-08,56.6656
2020-06-09,54.1899
2020-06-10,53.2713
2020-06-11,47.1441
2020-06-12,48.3413
2020-06-13,48.3413
2020-06-14,48.3413
2020-06-15,49.5369
2020-06-16,50.7678
2020-06-17,49.2235
2020-06-18,49.332
2020-06-19,48.9128
2020-06-20,48.9128
2020-06-21,48.9128
2020-06-22,50.4513
2020-06-23,51.2898
2020-06-24,49.1359
2020-06-25,50.4432
2020-06-26,49.6046
2020-06-27,49.6046
2020-06-28,49.6046
2020-06-29,50.9528
2020-06-30,51.0759
2020-07-01,51.2546
2020-07-02,51.4381
2020-07-03,51.4381
2020-07-04,51.4381
2020-07-05,51.4381
2020-07-06,51.2469
2020-07-07,49.79
2020-07-08,51.1766
2020-07-09,51.5939
2020-07-10,47.5921
2020-07-11,47.5921
2020-07-12,47.5921
2020-07-13,45.2205
2020-07-14,43.6381
2020-07-15,46.4131
2020-07-16,44.8173
2020-07-17,44.8437
2020-07-18,44.8437
2020-07-19,44.8437
2020-07-20,45.7298
2020-07-21,46.5904
2020-07-22,47.1236
2020-07-23,46.3449
2020-07-24,46.0253
2020-07-25,46.0253
2020-07-26,46.0253
2020-07-27,47.0805
2020-07-28,45.9466
2020-07-29,46.999
2020-07-30,46.901
2020-07-31,47.2219
2020-08-01,47.2219
2020-08-02,47.2219
2020-08-03,48.4285
2020-08-04,49.8596
2020-08-05,52.3603
2020-08-06,52.0456
2020-08-07,52.7892
2020-08-08,52.7892
2020-08-09,52.7892
2020-08-10,51.4958
2020-08-11,47.1293
2020-08-12,47.5628
2020-08-13,66.9745
2020-08-14,61.0345
