,CSGS US Equity
2023-03-19,38.2384
2023-03-20,42.476
2023-03-21,42.7383
2023-03-22,40.3593
2023-03-23,39.5754
2023-03-24,40.493
2023-03-25,40.493
2023-03-26,40.493
2023-03-27,41.3859
2023-03-28,42.2543
2023-03-29,42.8756
2023-03-30,43.4195
2023-03-31,45.4826
2023-04-01,45.4826
2023-04-02,45.4826
2023-04-03,45.8741
2023-04-04,47.0817
2023-04-05,45.8752
2023-04-06,47.7139
2023-04-07,47.7139
2023-04-08,47.7139
2023-04-09,47.7139
2023-04-10,47.0525
2023-04-11,46.6664
2023-04-12,45.4073
2023-04-13,49.0902
2023-04-14,47.023
2023-04-15,47.023
2023-04-16,47.023
2023-04-17,47.9303
2023-04-18,46.216
2023-04-19,44.2371
2023-04-20,44.1888
2023-04-21,43.093
2023-04-22,43.093
2023-04-23,43.093
2023-04-24,42.7518
2023-04-25,40.7265
2023-04-26,39.9661
2023-04-27,43.8752
2023-04-28,45.2391
2023-04-29,45.2391
2023-04-30,45.2391
2023-05-01,45.1103
2023-05-02,41.8313
2023-05-03,41.2253
2023-05-04,38.2491
2023-05-05,38.8914
2023-05-06,38.8914
2023-05-07,38.8914
2023-05-08,36.5327
2023-05-09,38.0998
2023-05-10,39.4776
2023-05-11,38.3365
2023-05-12,40.6148
2023-05-13,40.6148
2023-05-14,40.6148
2023-05-15,39.6999
2023-05-16,39.5874
2023-05-17,38.8137
2023-05-18,39.2472
2023-05-19,40.3046
2023-05-20,40.3046
2023-05-21,40.3046
2023-05-22,40.8554
2023-05-23,41.3407
2023-05-24,39.6826
2023-05-25,36.9292
2023-05-26,38.6895
2023-05-27,38.6895
2023-05-28,38.6895
2023-05-29,38.6895
2023-05-30,37.4667
2023-05-31,38.1665
2023-06-01,42.0432
2023-06-02,47.98
2023-06-03,47.98
2023-06-04,47.98
2023-06-05,43.9582
2023-06-06,46.06
2023-06-07,47.8276
2023-06-08,45.5844
2023-06-09,46.4505
2023-06-10,46.4505
2023-06-11,46.4505
2023-06-12,48.4315
2023-06-13,49.3454
2023-06-14,45.8317
2023-06-15,48.9037
2023-06-16,49.4072
2023-06-17,49.4072
2023-06-18,49.4072
2023-06-19,49.4072
2023-06-20,49.5696
2023-06-21,53.6237
2023-06-22,51.509
2023-06-23,50.6872
2023-06-24,50.6872
2023-06-25,50.6872
2023-06-26,51.0779
2023-06-27,52.4295
2023-06-28,51.0272
2023-06-29,54.0291
2023-06-30,54.421
2023-07-01,54.421
2023-07-02,54.421
2023-07-03,54.0338
2023-07-04,54.0338
2023-07-05,52.6334
2023-07-06,51.2875
2023-07-07,51.258
2023-07-08,51.258
2023-07-09,51.258
2023-07-10,51.9719
2023-07-11,51.7524
2023-07-12,51.6234
2023-07-13,52.809
2023-07-14,53.3848
2023-07-15,53.3848
2023-07-16,53.3848
2023-07-17,51.8019
2023-07-18,52.0894
2023-07-19,53.7695
2023-07-20,53.5131
2023-07-21,54.6633
2023-07-22,54.6633
2023-07-23,54.6633
2023-07-24,55.5481
2023-07-25,56.0238
2023-07-26,55.1288
2023-07-27,49.9843
2023-07-28,48.8821
2023-07-29,48.8821
2023-07-30,48.8821
2023-07-31,49.7067
2023-08-01,49.5629
2023-08-02,53.205
2023-08-03,68.8317
2023-08-04,55.1556
2023-08-05,55.1556
2023-08-06,55.1556
2023-08-07,55.1924
2023-08-08,55.1222
2023-08-09,55.8
2023-08-10,56.0745
2023-08-11,57.891
2023-08-12,57.891
2023-08-13,57.891
2023-08-14,55.5888
2023-08-15,53.8129
2023-08-16,53.7886
2023-08-17,52.5344
2023-08-18,51.6548
2023-08-19,51.6548
2023-08-20,51.6548
2023-08-21,51.6548
2023-08-22,52.7368
2023-08-23,53.0206
2023-08-24,53.8799
2023-08-25,54.2406
2023-08-26,54.2406
2023-08-27,54.2406
2023-08-28,54.9216
2023-08-29,53.7687
2023-08-30,56.2532
2023-08-31,52.9353
2023-09-01,53.9851
2023-09-02,53.9851
2023-09-03,53.9851
2023-09-04,53.9851
2023-09-05,48.123
2023-09-06,50.9163
2023-09-07,51.4803
2023-09-08,49.8985
2023-09-09,49.8985
2023-09-10,49.8985
2023-09-11,51.4653
2023-09-12,51.1851
2023-09-13,49.1364
2023-09-14,50.478
2023-09-15,49.2112
2023-09-16,49.2112
2023-09-17,49.2112
2023-09-18,48.506
2023-09-19,49.2052
2023-09-20,48.5754
2023-09-21,46.9186
2023-09-22,46.2305
2023-09-23,46.2305
2023-09-24,46.2305
2023-09-25,45.5396
2023-09-26,44.7704
2023-09-27,45.9662
2023-09-28,46.2198
2023-09-29,45.3934
2023-09-30,45.3934
2023-10-01,45.3934
2023-10-02,48.9501
2023-10-03,46.1956
2023-10-04,46.5997
2023-10-05,44.7797
2023-10-06,47.1354
2023-10-07,47.1354
2023-10-08,47.1354
2023-10-09,49.8503
2023-10-10,51.0377
2023-10-11,50.9783
2023-10-12,47.0381
2023-10-13,45.9802
2023-10-14,45.9802
2023-10-15,45.9802
2023-10-16,47.8312
2023-10-17,49.5038
2023-10-18,49.3602
2023-10-19,46.9643
2023-10-20,46.579
2023-10-21,46.579
2023-10-22,46.579
2023-10-23,42.4847
2023-10-24,43.2954
2023-10-25,40.9544
2023-10-26,39.9511
2023-10-27,36.3309
2023-10-28,36.3309
2023-10-29,36.3309
2023-10-30,37.081
2023-10-31,37.1158
2023-11-01,36.5712
2023-11-02,42.7235
2023-11-03,46.1588
2023-11-04,46.1588
2023-11-05,46.1588
2023-11-06,48.1654
2023-11-07,49.2902
2023-11-08,48.2332
2023-11-09,46.3764
2023-11-10,47.0882
2023-11-11,47.0882
2023-11-12,47.0882
2023-11-13,47.4921
2023-11-14,50.6639
2023-11-15,51.1989
2023-11-16,50.3516
2023-11-17,49.8397
2023-11-18,49.8397
2023-11-19,49.8397
2023-11-20,52.053
2023-11-21,50.9347
2023-11-22,51.1916
2023-11-23,51.1916
2023-11-24,50.6128
2023-11-25,50.6128
2023-11-26,50.6128
2023-11-27,50.7341
2023-11-28,49.8164
2023-11-29,46.7117
2023-11-30,44.751
2023-12-01,54.768
2023-12-02,54.768
2023-12-03,54.768
2023-12-04,54.3964
2023-12-05,51.743
2023-12-06,54.7251
2023-12-07,53.919
2023-12-08,52.7818
2023-12-09,52.7818
2023-12-10,52.7818
2023-12-11,52.8571
2023-12-12,52.4801
2023-12-13,54.8138
2023-12-14,56.5598
2023-12-15,55.5422
2023-12-16,55.5422
2023-12-17,55.5422
2023-12-18,54.467
2023-12-19,55.5604
2023-12-20,53.2237
2023-12-21,56.0657
2023-12-22,56.2846
2023-12-23,56.2846
2023-12-24,56.2846
2023-12-25,56.2846
2023-12-26,56.4342
2023-12-27,55.4523
2023-12-28,55.1545
2023-12-29,54.6819
2023-12-30,54.6819
2023-12-31,54.6819
2024-01-01,54.6819
2024-01-02,54.372
2024-01-03,50.7989
2024-01-04,50.5444
2024-01-05,47.239
2024-01-06,47.239
2024-01-07,47.239
2024-01-08,48.1484
2024-01-09,46.9232
2024-01-10,46.7731
2024-01-11,48.9691
2024-01-12,52.6676
2024-01-13,52.6676
2024-01-14,52.6676
2024-01-15,52.6676
2024-01-16,49.8117
2024-01-17,49.6892
2024-01-18,51.36
2024-01-19,51.1971
2024-01-20,51.1971
2024-01-21,51.1971
2024-01-22,53.5728
2024-01-23,52.1913
2024-01-24,51.5871
2024-01-25,51.348
2024-01-26,50.2128
2024-01-27,50.2128
2024-01-28,50.2128
2024-01-29,52.0088
2024-01-30,51.1951
2024-01-31,45.2417
2024-02-01,46.7156
2024-02-02,39.8071
2024-02-03,39.8071
2024-02-04,39.8071
2024-02-05,36.2293
2024-02-06,36.5702
2024-02-07,36.4292
2024-02-08,54.5198
2024-02-09,55.2
2024-02-10,55.2
2024-02-11,55.2
2024-02-12,57.0284
2024-02-13,52.1572
2024-02-14,52.9545
2024-02-15,54.2866
2024-02-16,53.1035
2024-02-17,53.1035
2024-02-18,53.1035
2024-02-19,53.1035
2024-02-20,50.9549
2024-02-21,52.869
2024-02-22,51.3871
2024-02-23,54.3556
2024-02-24,54.3556
2024-02-25,54.3556
2024-02-26,53.0327
2024-02-27,55.6954
2024-02-28,55.2141
2024-02-29,55.1916
2024-03-01,55.099
2024-03-02,55.099
2024-03-03,55.099
2024-03-04,53.8601
2024-03-05,52.3439
2024-03-06,52.1828
2024-03-07,52.2045
2024-03-08,51.742
2024-03-09,51.742
2024-03-10,51.742
2024-03-11,53.7072
2024-03-12,51.9417
2024-03-13,49.613
2024-03-14,47.2299
2024-03-15,47.304
2024-03-16,47.304
2024-03-17,47.304
2024-03-18,46.9178
2024-03-19,47.6461
2024-03-20,48.8898
2024-03-21,48.5418
2024-03-22,46.9853
2024-03-23,46.9853
2024-03-24,46.9853
2024-03-25,46.9112
2024-03-26,45.8393
2024-03-27,46.37
2024-03-28,49.3908
2024-03-29,49.3908
2024-03-30,49.3908
2024-03-31,49.3908
2024-04-01,48.3541
2024-04-02,46.2677
2024-04-03,43.897
2024-04-04,43.8259
2024-04-05,42.2675
2024-04-06,42.2675
2024-04-07,42.2675
2024-04-08,44.5839
