,EVR US Equity
2023-03-19,42.82
2023-03-20,43.5881
2023-03-21,47.2134
2023-03-22,44.9092
2023-03-23,44.4644
2023-03-24,42.0512
2023-03-25,42.0512
2023-03-26,42.0512
2023-03-27,43.953
2023-03-28,43.0691
2023-03-29,43.5372
2023-03-30,43.951
2023-03-31,46.5749
2023-04-01,46.5749
2023-04-02,46.5749
2023-04-03,46.6875
2023-04-04,45.0257
2023-04-05,45.0182
2023-04-06,45.1606
2023-04-07,45.1606
2023-04-08,45.1606
2023-04-09,45.1606
2023-04-10,46.832
2023-04-11,48.0602
2023-04-12,49.5401
2023-04-13,51.6429
2023-04-14,51.8773
2023-04-15,51.8773
2023-04-16,51.8773
2023-04-17,52.832
2023-04-18,53.1057
2023-04-19,54.188
2023-04-20,53.9347
2023-04-21,55.2687
2023-04-22,55.2687
2023-04-23,55.2687
2023-04-24,52.637
2023-04-25,50.0708
2023-04-26,41.7062
2023-04-27,43.5208
2023-04-28,46.0446
2023-04-29,46.0446
2023-04-30,46.0446
2023-05-01,44.1232
2023-05-02,42.1831
2023-05-03,41.5351
2023-05-04,40.9124
2023-05-05,42.6617
2023-05-06,42.6617
2023-05-07,42.6617
2023-05-08,41.9864
2023-05-09,41.9791
2023-05-10,42.4663
2023-05-11,41.4251
2023-05-12,40.7787
2023-05-13,40.7787
2023-05-14,40.7787
2023-05-15,42.9354
2023-05-16,41.2261
2023-05-17,43.6424
2023-05-18,44.4915
2023-05-19,43.9816
2023-05-20,43.9816
2023-05-21,43.9816
2023-05-22,46.4085
2023-05-23,45.1915
2023-05-24,44.4678
2023-05-25,45.6446
2023-05-26,46.8106
2023-05-27,46.8106
2023-05-28,46.8106
2023-05-29,46.8106
2023-05-30,47.558
2023-05-31,45.2198
2023-06-01,45.6748
2023-06-02,50.8081
2023-06-03,50.8081
2023-06-04,50.8081
2023-06-05,49.4776
2023-06-06,51.648
2023-06-07,55.3619
2023-06-08,56.3335
2023-06-09,56.9364
2023-06-10,56.9364
2023-06-11,56.9364
2023-06-12,57.3969
2023-06-13,59.9225
2023-06-14,59.8075
2023-06-15,60.3816
2023-06-16,57.7069
2023-06-17,57.7069
2023-06-18,57.7069
2023-06-19,57.7069
2023-06-20,56.9209
2023-06-21,55.9499
2023-06-22,53.8372
2023-06-23,51.3537
2023-06-24,51.3537
2023-06-25,51.3537
2023-06-26,52.5724
2023-06-27,54.4193
2023-06-28,56.1844
2023-06-29,58.6958
2023-06-30,57.1765
2023-07-01,57.1765
2023-07-02,57.1765
2023-07-03,57.9413
2023-07-04,57.9413
2023-07-05,53.4887
2023-07-06,51.1672
2023-07-07,51.5207
2023-07-08,51.5207
2023-07-09,51.5207
2023-07-10,53.6226
2023-07-11,56.4107
2023-07-12,60.9495
2023-07-13,62.6619
2023-07-14,62.38
2023-07-15,62.38
2023-07-16,62.38
2023-07-17,63.184
2023-07-18,64.5646
2023-07-19,66.6524
2023-07-20,66.3726
2023-07-21,65.5541
2023-07-22,65.5541
2023-07-23,65.5541
2023-07-24,65.605
2023-07-25,67.0341
2023-07-26,62.0306
2023-07-27,59.3005
2023-07-28,59.482
2023-07-29,59.482
2023-07-30,59.482
2023-07-31,60.108
2023-08-01,60.2202
2023-08-02,60.4503
2023-08-03,62.2142
2023-08-04,62.3847
2023-08-05,62.3847
2023-08-06,62.3847
2023-08-07,63.6825
2023-08-08,61.4639
2023-08-09,59.9466
2023-08-10,60.905
2023-08-11,61.0016
2023-08-12,61.0016
2023-08-13,61.0016
2023-08-14,59.6555
2023-08-15,55.7647
2023-08-16,54.8959
2023-08-17,53.0183
2023-08-18,54.6887
2023-08-19,54.6887
2023-08-20,54.6887
2023-08-21,54.889
2023-08-22,52.5111
2023-08-23,53.9882
2023-08-24,55.2896
2023-08-25,56.1324
2023-08-26,56.1324
2023-08-27,56.1324
2023-08-28,59.2061
2023-08-29,61.6506
2023-08-30,61.4976
2023-08-31,60.9241
2023-09-01,62.112
2023-09-02,62.112
2023-09-03,62.112
2023-09-04,62.112
2023-09-05,58.088
2023-09-06,58.0263
2023-09-07,57.0973
2023-09-08,59.1889
2023-09-09,59.1889
2023-09-10,59.1889
2023-09-11,56.7277
2023-09-12,58.3467
2023-09-13,59.3456
2023-09-14,61.5408
2023-09-15,62.7105
2023-09-16,62.7105
2023-09-17,62.7105
2023-09-18,63.6046
2023-09-19,61.2459
2023-09-20,57.3085
2023-09-21,53.9471
2023-09-22,52.3535
2023-09-23,52.3535
2023-09-24,52.3535
2023-09-25,53.8582
2023-09-26,51.2268
2023-09-27,52.5413
2023-09-28,54.4063
2023-09-29,53.1591
2023-09-30,53.1591
2023-10-01,53.1591
2023-10-02,49.4774
2023-10-03,46.6666
2023-10-04,47.6222
2023-10-05,48.8595
2023-10-06,48.6105
2023-10-07,48.6105
2023-10-08,48.6105
2023-10-09,49.8415
2023-10-10,49.4666
2023-10-11,50.4461
2023-10-12,46.627
2023-10-13,46.7897
2023-10-14,46.7897
2023-10-15,46.7897
2023-10-16,48.4908
2023-10-17,51.3982
2023-10-18,49.01
2023-10-19,46.7986
2023-10-20,45.6642
2023-10-21,45.6642
2023-10-22,45.6642
2023-10-23,46.9724
2023-10-24,47.0913
2023-10-25,42.9217
2023-10-26,44.1642
2023-10-27,43.4565
2023-10-28,43.4565
2023-10-29,43.4565
2023-10-30,46.5108
2023-10-31,47.2399
2023-11-01,49.142
2023-11-02,53.7681
2023-11-03,57.4236
2023-11-04,57.4236
2023-11-05,57.4236
2023-11-06,54.9841
2023-11-07,55.4992
2023-11-08,54.2256
2023-11-09,52.9584
2023-11-10,54.2375
2023-11-11,54.2375
2023-11-12,54.2375
2023-11-13,54.8553
2023-11-14,60.5684
2023-11-15,58.2903
2023-11-16,55.9944
2023-11-17,57.6679
2023-11-18,57.6679
2023-11-19,57.6679
2023-11-20,58.3577
2023-11-21,56.9868
2023-11-22,58.7591
2023-11-23,58.7591
2023-11-24,59.6372
2023-11-25,59.6372
2023-11-26,59.6372
2023-11-27,59.9598
2023-11-28,59.059
2023-11-29,59.8263
2023-11-30,59.8339
2023-12-01,61.6003
2023-12-02,61.6003
2023-12-03,61.6003
2023-12-04,63.4953
2023-12-05,62.5623
2023-12-06,61.9227
2023-12-07,62.6018
2023-12-08,64.4813
2023-12-09,64.4813
2023-12-10,64.4813
2023-12-11,63.1603
2023-12-12,64.5897
2023-12-13,67.7012
2023-12-14,69.9545
2023-12-15,70.0636
2023-12-16,70.0636
2023-12-17,70.0636
2023-12-18,70.1365
2023-12-19,71.4588
2023-12-20,69.5137
2023-12-21,71.1338
2023-12-22,71.3717
2023-12-23,71.3717
2023-12-24,71.3717
2023-12-25,71.3717
2023-12-26,72.6492
2023-12-27,73.6146
2023-12-28,73.1809
2023-12-29,70.3459
2023-12-30,70.3459
2023-12-31,70.3459
2024-01-01,70.3459
2024-01-02,67.3065
2024-01-03,61.3045
2024-01-04,61.431
2024-01-05,63.3137
2024-01-06,63.3137
2024-01-07,63.3137
2024-01-08,66.8959
2024-01-09,62.838
2024-01-10,62.1394
2024-01-11,61.1734
2024-01-12,61.7353
2024-01-13,61.7353
2024-01-14,61.7353
2024-01-15,61.7353
2024-01-16,62.8026
2024-01-17,62.5559
2024-01-18,63.0135
2024-01-19,64.2481
2024-01-20,64.2481
2024-01-21,64.2481
2024-01-22,66.4214
2024-01-23,66.5257
2024-01-24,65.7549
2024-01-25,66.3533
2024-01-26,64.0259
2024-01-27,64.0259
2024-01-28,64.0259
2024-01-29,65.338
2024-01-30,65.627
2024-01-31,60.1724
2024-02-01,62.5316
2024-02-02,63.7334
2024-02-03,63.7334
2024-02-04,63.7334
2024-02-05,61.455
2024-02-06,60.0992
2024-02-07,58.6082
2024-02-08,61.2619
2024-02-09,63.025
2024-02-10,63.025
2024-02-11,63.025
2024-02-12,66.073
2024-02-13,62.8753
2024-02-14,64.2552
2024-02-15,65.8492
2024-02-16,64.6266
2024-02-17,64.6266
2024-02-18,64.6266
2024-02-19,64.6266
2024-02-20,61.9745
2024-02-21,61.3389
2024-02-22,63.8371
2024-02-23,62.2634
2024-02-24,62.2634
2024-02-25,62.2634
2024-02-26,61.3879
2024-02-27,61.9928
2024-02-28,62.4249
2024-02-29,64.5299
2024-03-01,63.6547
2024-03-02,63.6547
2024-03-03,63.6547
2024-03-04,66.372
2024-03-05,68.1734
2024-03-06,68.0037
2024-03-07,68.1186
2024-03-08,69.2613
2024-03-09,69.2613
2024-03-10,69.2613
2024-03-11,66.0209
2024-03-12,62.9313
2024-03-13,65.2908
2024-03-14,60.5393
2024-03-15,59.8708
2024-03-16,59.8708
2024-03-17,59.8708
2024-03-18,58.5991
2024-03-19,60.342
2024-03-20,61.3235
2024-03-21,63.1321
2024-03-22,60.1536
2024-03-23,60.1536
2024-03-24,60.1536
2024-03-25,60.3319
2024-03-26,58.298
2024-03-27,59.6065
2024-03-28,59.8592
2024-03-29,59.8592
2024-03-30,59.8592
2024-03-31,59.8592
2024-04-01,56.6385
2024-04-02,56.1797
2024-04-03,58.9259
2024-04-04,57.292
2024-04-05,58.9685
2024-04-06,58.9685
2024-04-07,58.9685
2024-04-08,60.4184
