,DE US Equity
2020-08-29,71.3772
2020-08-30,71.3772
2020-08-31,71.4378
2020-09-01,74.1357
2020-09-02,73.5891
2020-09-03,67.9588
2020-09-04,68.1707
2020-09-05,68.1707
2020-09-06,68.1707
2020-09-07,68.1707
2020-09-08,67.2161
2020-09-09,69.3474
2020-09-10,68.9871
2020-09-11,69.3289
2020-09-12,69.3289
2020-09-13,69.3289
2020-09-14,70.2737
2020-09-15,67.9353
2020-09-16,67.599
2020-09-17,69.5146
2020-09-18,70.3262
2020-09-19,70.3262
2020-09-20,70.3262
2020-09-21,63.6281
2020-09-22,65.1206
2020-09-23,62.7266
2020-09-24,63.626
2020-09-25,64.8421
2020-09-26,64.8421
2020-09-27,64.8421
2020-09-28,65.9841
2020-09-29,65.1879
2020-09-30,65.8321
2020-10-01,63.6553
2020-10-02,66.2205
2020-10-03,66.2205
2020-10-04,66.2205
2020-10-05,67.1264
2020-10-06,66.4132
2020-10-07,68.2611
2020-10-08,69.6842
2020-10-09,69.901
2020-10-10,69.901
2020-10-11,69.901
2020-10-12,70.5546
2020-10-13,70.8229
2020-10-14,71.3059
2020-10-15,71.0819
2020-10-16,71.8068
2020-10-17,71.8068
2020-10-18,71.8068
2020-10-19,69.9238
2020-10-20,70.223
2020-10-21,67.7626
2020-10-22,67.9881
2020-10-23,69.2177
2020-10-24,69.2177
2020-10-25,69.2177
2020-10-26,64.1396
2020-10-27,59.251
2020-10-28,55.3435
2020-10-29,57.9394
2020-10-30,56.4004
2020-10-31,56.4004
2020-11-01,56.4004
2020-11-02,59.4574
2020-11-03,63.2592
2020-11-04,58.6703
2020-11-05,63.8513
2020-11-06,64.4387
2020-11-07,64.4387
2020-11-08,64.4387
2020-11-09,64.8868
2020-11-10,66.6873
2020-11-11,63.6297
2020-11-12,62.7662
2020-11-13,64.1845
2020-11-14,64.1845
2020-11-15,64.1845
2020-11-16,66.7206
2020-11-17,66.1308
2020-11-18,65.5382
2020-11-19,64.3586
2020-11-20,65.4565
2020-11-21,65.4565
2020-11-22,65.4565
2020-11-23,66.3763
2020-11-24,66.521
2020-11-25,62.9619
2020-11-26,62.9619
2020-11-27,65.0631
2020-11-28,65.0631
2020-11-29,65.0631
2020-11-30,64.8356
2020-12-01,60.5302
2020-12-02,62.0834
2020-12-03,58.2134
2020-12-04,58.5139
2020-12-05,58.5139
2020-12-06,58.5139
2020-12-07,57.6798
2020-12-08,57.9449
2020-12-09,58.9505
2020-12-10,58.0617
2020-12-11,59.1333
2020-12-12,59.1333
2020-12-13,59.1333
2020-12-14,57.1475
2020-12-15,61.24
2020-12-16,60.6774
2020-12-17,62.0895
2020-12-18,64.4773
2020-12-19,64.4773
2020-12-20,64.4773
2020-12-21,62.5294
2020-12-22,63.1194
2020-12-23,62.2332
2020-12-24,62.7537
2020-12-25,62.7537
2020-12-26,62.7537
2020-12-27,62.7537
2020-12-28,61.5718
2020-12-29,60.0929
2020-12-30,60.8028
2020-12-31,62.0915
2021-01-01,62.0915
2021-01-02,62.0915
2021-01-03,62.0915
2021-01-04,61.0815
2021-01-05,63.9391
2021-01-06,69.5417
2021-01-07,72.15
2021-01-08,68.387
2021-01-09,68.387
2021-01-10,68.387
2021-01-11,68.6803
2021-01-12,70.6778
2021-01-13,70.1165
2021-01-14,70.5695
2021-01-15,65.8496
2021-01-16,65.8496
2021-01-17,65.8496
2021-01-18,65.8496
2021-01-19,65.5998
2021-01-20,67.4532
2021-01-21,68.7866
2021-01-22,68.5762
2021-01-23,68.5762
2021-01-24,68.5762
2021-01-25,64.2819
2021-01-26,62.9996
2021-01-27,55.0704
2021-01-28,59.3107
2021-01-29,57.4044
2021-01-30,57.4044
2021-01-31,57.4044
2021-02-01,58.5345
2021-02-02,61.7175
2021-02-03,61.0604
2021-02-04,63.4014
2021-02-05,63.3869
2021-02-06,63.3869
2021-02-07,63.3869
2021-02-08,65.515
2021-02-09,64.6626
2021-02-10,63.8138
2021-02-11,64.0506
2021-02-12,63.2876
2021-02-13,63.2876
2021-02-14,63.2876
2021-02-15,63.2876
2021-02-16,64.5128
2021-02-17,61.8953
2021-02-18,56.3142
2021-02-19,64.6148
2021-02-20,64.6148
2021-02-21,64.6148
2021-02-22,66.2876
2021-02-23,66.2444
2021-02-24,68.0205
2021-02-25,68.5129
2021-02-26,68.7418
2021-02-27,68.7418
2021-02-28,68.7418
2021-03-01,70.8332
2021-03-02,67.2196
2021-03-03,63.7272
2021-03-04,61.7048
2021-03-05,64.4203
2021-03-06,64.4203
2021-03-07,64.4203
2021-03-08,65.2507
2021-03-09,64.8421
2021-03-10,66.6656
2021-03-11,67.3314
2021-03-12,68.3468
2021-03-13,68.3468
2021-03-14,68.3468
2021-03-15,69.3043
2021-03-16,68.9286
2021-03-17,70.0623
2021-03-18,70.287
2021-03-19,66.715
2021-03-20,66.715
2021-03-21,66.715
2021-03-22,66.3237
2021-03-23,60.507
2021-03-24,61.3573
2021-03-25,62.785
2021-03-26,64.0651
2021-03-27,64.0651
2021-03-28,64.0651
2021-03-29,62.3201
2021-03-30,63.9354
2021-03-31,63.9867
2021-04-01,63.1338
2021-04-02,63.1338
2021-04-03,63.1338
2021-04-04,63.1338
2021-04-05,63.7985
2021-04-06,63.9982
2021-04-07,63.626
2021-04-08,63.2917
2021-04-09,64.0862
2021-04-10,64.0862
2021-04-11,64.0862
2021-04-12,64.4286
2021-04-13,64.5425
2021-04-14,65.3345
2021-04-15,65.5147
2021-04-16,65.7821
2021-04-17,65.7821
2021-04-18,65.7821
2021-04-19,64.4752
2021-04-20,59.0764
2021-04-21,60.8079
2021-04-22,57.3954
2021-04-23,59.9365
2021-04-24,59.9365
2021-04-25,59.9365
2021-04-26,61.2016
2021-04-27,61.7722
2021-04-28,60.5377
2021-04-29,58.9154
2021-04-30,56.3763
2021-05-01,56.3763
2021-05-02,56.3763
2021-05-03,57.3779
2021-05-04,59.3012
2021-05-05,58.9602
2021-05-06,62.3942
2021-05-07,63.6225
2021-05-08,63.6225
2021-05-09,63.6225
2021-05-10,62.2464
2021-05-11,58.4441
2021-05-12,54.4299
2021-05-13,55.8969
2021-05-14,57.7468
2021-05-15,57.7468
2021-05-16,57.7468
2021-05-17,57.556
2021-05-18,52.0737
2021-05-19,48.211
2021-05-20,47.1829
2021-05-21,48.7823
2021-05-22,48.7823
2021-05-23,48.7823
2021-05-24,48.6511
2021-05-25,49.1338
2021-05-26,48.0964
2021-05-27,49.7591
2021-05-28,49.353
2021-05-29,49.353
2021-05-30,49.353
2021-05-31,49.353
2021-06-01,50.67
2021-06-02,47.7773
2021-06-03,48.6223
2021-06-04,47.7967
2021-06-05,47.7967
2021-06-06,47.7967
2021-06-07,47.3534
2021-06-08,47.8292
2021-06-09,45.2367
2021-06-10,42.5019
2021-06-11,42.5596
2021-06-12,42.5596
2021-06-13,42.5596
2021-06-14,40.6036
2021-06-15,41.7788
2021-06-16,41.2706
2021-06-17,38.6852
2021-06-18,38.9704
2021-06-19,38.9704
2021-06-20,38.9704
2021-06-21,43.1057
2021-06-22,44.9339
2021-06-23,47.2801
2021-06-24,48.4347
2021-06-25,48.195
2021-06-26,48.195
2021-06-27,48.195
2021-06-28,48.1559
2021-06-29,48.1315
2021-06-30,49.7841
2021-07-01,50.4665
2021-07-02,49.6754
2021-07-03,49.6754
2021-07-04,49.6754
2021-07-05,49.6754
2021-07-06,48.3396
2021-07-07,49.4597
2021-07-08,45.9401
2021-07-09,48.6283
2021-07-10,48.6283
2021-07-11,48.6283
2021-07-12,50.6919
2021-07-13,49.1969
2021-07-14,47.0696
2021-07-15,47.3098
2021-07-16,45.8437
2021-07-17,45.8437
2021-07-18,45.8437
2021-07-19,42.9668
2021-07-20,48.7396
2021-07-21,50.7011
2021-07-22,50.0355
2021-07-23,51.3681
2021-07-24,51.3681
2021-07-25,51.3681
2021-07-26,51.6689
2021-07-27,50.8387
2021-07-28,50.8556
2021-07-29,53.4301
2021-07-30,54.143
2021-07-31,54.143
2021-08-01,54.143
2021-08-02,51.5699
2021-08-03,55.4209
2021-08-04,53.132
2021-08-05,54.4991
2021-08-06,55.4422
2021-08-07,55.4422
2021-08-08,55.4422
2021-08-09,56.3346
2021-08-10,58.8831
2021-08-11,61.8668
2021-08-12,61.6418
2021-08-13,60.8357
2021-08-14,60.8357
2021-08-15,60.8357
2021-08-16,60.3469
2021-08-17,57.0704
2021-08-18,54.8981
2021-08-19,49.6653
2021-08-20,46.9008
2021-08-21,46.9008
2021-08-22,46.9008
2021-08-23,51.138
2021-08-24,52.909
2021-08-25,55.6051
2021-08-26,56.6576
2021-08-27,56.5287
2021-08-28,56.5287
2021-08-29,56.5287
2021-08-30,57.0064
2021-08-31,55.7596
2021-09-01,55.2045
2021-09-02,57.9104
2021-09-03,59.2665
2021-09-04,59.2665
2021-09-05,59.2665
2021-09-06,59.2665
2021-09-07,52.2805
2021-09-08,51.7392
2021-09-09,49.8339
2021-09-10,49.2182
2021-09-11,49.2182
2021-09-12,49.2182
2021-09-13,48.6734
2021-09-14,46.7598
2021-09-15,48.2011
2021-09-16,46.6699
2021-09-17,44.6098
2021-09-18,44.6098
2021-09-19,44.6098
2021-09-20,41.7499
2021-09-21,40.9435
2021-09-22,42.5498
2021-09-23,46.6627
2021-09-24,45.9445
2021-09-25,45.9445
2021-09-26,45.9445
2021-09-27,47.1305
2021-09-28,47.6997
2021-09-29,47.002
2021-09-30,42.0278
2021-10-01,44.757
2021-10-02,44.757
2021-10-03,44.757
2021-10-04,43.6363
2021-10-05,43.5913
2021-10-06,43.6354
2021-10-07,45.9007
2021-10-08,45.5942
2021-10-09,45.5942
2021-10-10,45.5942
2021-10-11,42.2388
2021-10-12,41.6425
2021-10-13,41.1592
2021-10-14,41.4973
2021-10-15,42.8168
2021-10-16,42.8168
2021-10-17,42.8168
2021-10-18,42.5116
2021-10-19,47.2668
2021-10-20,47.649
2021-10-21,47.2358
2021-10-22,46.4104
2021-10-23,46.4104
2021-10-24,46.4104
2021-10-25,51.1839
2021-10-26,47.0107
2021-10-27,46.0309
2021-10-28,50.2449
2021-10-29,47.7594
2021-10-30,47.7594
2021-10-31,47.7594
2021-11-01,53.0988
2021-11-02,51.9462
2021-11-03,48.1103
2021-11-04,50.5171
2021-11-05,51.8068
2021-11-06,51.8068
2021-11-07,51.8068
2021-11-08,53.4401
2021-11-09,51.8191
2021-11-10,50.8089
2021-11-11,51.8409
2021-11-12,52.7013
2021-11-13,52.7013
2021-11-14,52.7013
2021-11-15,53.3935
2021-11-16,53.6569
2021-11-17,50.7283
2021-11-18,51.8773
2021-11-19,48.3188
2021-11-20,48.3188
2021-11-21,48.3188
2021-11-22,49.3067
2021-11-23,49.3466
2021-11-24,55.0217
2021-11-25,55.0217
2021-11-26,52.2326
2021-11-27,52.2326
2021-11-28,52.2326
2021-11-29,48.8762
2021-11-30,48.1482
2021-12-01,47.0146
2021-12-02,49.7942
2021-12-03,49.3864
2021-12-04,49.3864
2021-12-05,49.3864
2021-12-06,50.9726
2021-12-07,52.9495
2021-12-08,52.8591
2021-12-09,53.1134
2021-12-10,51.9141
2021-12-11,51.9141
2021-12-12,51.9141
2021-12-13,49.6531
2021-12-14,48.7448
2021-12-15,47.307
2021-12-16,48.7817
2021-12-17,48.376
2021-12-18,48.376
2021-12-19,48.376
2021-12-20,45.7607
2021-12-21,49.5215
2021-12-22,48.6422
2021-12-23,49.3768
2021-12-24,49.3768
2021-12-25,49.3768
2021-12-26,49.3768
2021-12-27,49.8878
2021-12-28,49.5563
2021-12-29,48.1842
2021-12-30,47.3038
2021-12-31,47.6275
2022-01-01,47.6275
2022-01-02,47.6275
2022-01-03,50.2799
2022-01-04,56.9035
2022-01-05,57.1156
2022-01-06,58.3188
2022-01-07,58.9519
2022-01-08,58.9519
2022-01-09,58.9519
2022-01-10,59.2898
2022-01-11,59.4866
2022-01-12,57.689
2022-01-13,58.9252
2022-01-14,58.5703
2022-01-15,58.5703
2022-01-16,58.5703
2022-01-17,58.5703
2022-01-18,59.8805
2022-01-19,56.4783
2022-01-20,53.0088
2022-01-21,52.0083
2022-01-22,52.0083
2022-01-23,52.0083
2022-01-24,51.9145
2022-01-25,53.3732
2022-01-26,54.7361
2022-01-27,55.9682
2022-01-28,55.0637
2022-01-29,55.0637
2022-01-30,55.0637
2022-01-31,55.9495
2022-02-01,56.453
2022-02-02,54.96
2022-02-03,53.417
2022-02-04,52.8188
2022-02-05,52.8188
2022-02-06,52.8188
2022-02-07,53.8537
2022-02-08,59.804
2022-02-09,61.4111
2022-02-10,60.393
2022-02-11,60.1728
2022-02-12,60.1728
2022-02-13,60.1728
2022-02-14,57.7194
2022-02-15,59.6509
2022-02-16,58.3749
2022-02-17,54.1435
2022-02-18,49.8809
2022-02-19,49.8809
2022-02-20,49.8809
2022-02-21,49.8809
2022-02-22,44.9719
2022-02-23,40.5863
2022-02-24,42.4571
2022-02-25,43.9279
2022-02-26,43.9279
2022-02-27,43.9279
2022-02-28,48.1635
2022-03-01,47.7713
2022-03-02,52.8007
2022-03-03,54.3616
2022-03-04,56.4021
2022-03-05,56.4021
2022-03-06,56.4021
2022-03-07,50.3715
2022-03-08,49.3178
2022-03-09,50.3552
2022-03-10,52.7216
2022-03-11,55.4035
2022-03-12,55.4035
2022-03-13,55.4035
2022-03-14,56.3927
2022-03-15,54.844
2022-03-16,54.7661
2022-03-17,58.7935
2022-03-18,60.2222
2022-03-19,60.2222
2022-03-20,60.2222
2022-03-21,62.0018
2022-03-22,62.9876
2022-03-23,63.7225
2022-03-24,63.8534
2022-03-25,64.6507
2022-03-26,64.6507
2022-03-27,64.6507
2022-03-28,63.3386
2022-03-29,57.1826
2022-03-30,57.9744
2022-03-31,57.9472
2022-04-01,58.248
2022-04-02,58.248
2022-04-03,58.248
2022-04-04,58.3972
2022-04-05,57.1804
2022-04-06,56.3809
2022-04-07,55.7938
2022-04-08,58.0269
2022-04-09,58.0269
2022-04-10,58.0269
2022-04-11,58.079
2022-04-12,58.389
2022-04-13,60.2727
2022-04-14,62.4717
2022-04-15,62.4717
2022-04-16,62.4717
2022-04-17,62.4717
2022-04-18,62.854
2022-04-19,62.6095
2022-04-20,62.438
2022-04-21,57.5012
2022-04-22,50.8633
2022-04-23,50.8633
2022-04-24,50.8633
2022-04-25,46.0827
2022-04-26,45.1732
2022-04-27,46.276
2022-04-28,46.0949
2022-04-29,44.26
2022-04-30,44.26
2022-05-01,44.26
2022-05-02,45.3981
2022-05-03,47.8555
2022-05-04,49.8217
2022-05-05,46.3399
2022-05-06,44.9768
2022-05-07,44.9768
2022-05-08,44.9768
2022-05-09,42.0141
2022-05-10,42.0813
2022-05-11,41.9169
2022-05-12,41.6714
2022-05-13,42.894
2022-05-14,42.894
2022-05-15,42.894
2022-05-16,45.3716
2022-05-17,48.3048
2022-05-18,44.3867
2022-05-19,43.4398
2022-05-20,33.9484
2022-05-21,33.9484
2022-05-22,33.9484
2022-05-23,39.7963
2022-05-24,40.211
2022-05-25,41.689
2022-05-26,42.8069
2022-05-27,45.9295
2022-05-28,45.9295
2022-05-29,45.9295
2022-05-30,45.9295
2022-05-31,45.3578
2022-06-01,44.27
2022-06-02,46.3801
2022-06-03,46.3638
2022-06-04,46.3638
2022-06-05,46.3638
2022-06-06,46.8245
2022-06-07,48.0167
2022-06-08,45.2855
2022-06-09,43.3572
2022-06-10,41.4538
2022-06-11,41.4538
2022-06-12,41.4538
2022-06-13,39.6139
2022-06-14,40.0615
2022-06-15,41.1361
2022-06-16,38.7958
2022-06-17,40.1892
2022-06-18,40.1892
2022-06-19,40.1892
2022-06-20,40.1892
2022-06-21,41.9287
2022-06-22,39.8529
2022-06-23,36.4878
2022-06-24,39.9212
2022-06-25,39.9212
2022-06-26,39.9212
2022-06-27,41.0223
2022-06-28,39.9739
2022-06-29,38.7441
2022-06-30,38.548
2022-07-01,39.1315
2022-07-02,39.1315
2022-07-03,39.1315
2022-07-04,39.1315
2022-07-05,37.5109
2022-07-06,37.0118
2022-07-07,41.037
2022-07-08,41.2126
2022-07-09,41.2126
2022-07-10,41.2126
2022-07-11,40.065
2022-07-12,39.6162
2022-07-13,39.8495
2022-07-14,39.3792
2022-07-15,40.3803
2022-07-16,40.3803
2022-07-17,40.3803
2022-07-18,40.4558
2022-07-19,44.4257
2022-07-20,45.4654
2022-07-21,45.7937
2022-07-22,44.782
2022-07-23,44.782
2022-07-24,44.782
2022-07-25,47.7663
2022-07-26,46.906
2022-07-27,48.6135
2022-07-28,50.1809
2022-07-29,53.07
2022-07-30,53.07
2022-07-31,53.07
2022-08-01,51.7292
2022-08-02,50.4143
2022-08-03,51.2635
2022-08-04,52.7525
2022-08-05,52.9879
2022-08-06,52.9879
2022-08-07,52.9879
2022-08-08,53.0919
2022-08-09,53.0828
2022-08-10,55.3747
2022-08-11,57.7274
2022-08-12,59.1806
2022-08-13,59.1806
2022-08-14,59.1806
2022-08-15,58.4774
2022-08-16,59.4068
2022-08-17,57.6113
2022-08-18,58.4222
2022-08-19,58.8345
2022-08-20,58.8345
2022-08-21,58.8345
2022-08-22,58.8273
2022-08-23,60.1538
2022-08-24,61.7359
2022-08-25,63.3056
2022-08-26,60.0067
2022-08-27,60.0067
2022-08-28,60.0067
2022-08-29,60.3068
2022-08-30,56.1039
2022-08-31,54.9394
2022-09-01,54.4436
2022-09-02,53.9165
2022-09-03,53.9165
2022-09-04,53.9165
2022-09-05,53.9165
2022-09-06,53.5153
2022-09-07,54.9732
2022-09-08,55.721
2022-09-09,56.8219
2022-09-10,56.8219
2022-09-11,56.8219
2022-09-12,57.34
2022-09-13,53.3483
2022-09-14,52.5026
2022-09-15,51.7494
2022-09-16,50.2544
2022-09-17,50.2544
2022-09-18,50.2544
2022-09-19,52.9514
2022-09-20,50.4962
2022-09-21,48.5986
2022-09-22,47.4247
2022-09-23,43.8766
2022-09-24,43.8766
2022-09-25,43.8766
2022-09-26,43.3192
2022-09-27,44.5844
2022-09-28,48.1421
2022-09-29,46.9872
2022-09-30,44.8864
2022-10-01,44.8864
2022-10-02,44.8864
2022-10-03,48.3032
2022-10-04,53.11
2022-10-05,51.7252
2022-10-06,51.6328
2022-10-07,51.8346
2022-10-08,51.8346
2022-10-09,51.8346
2022-10-10,52.8903
2022-10-11,53.9694
2022-10-12,53.2367
2022-10-13,55.013
2022-10-14,51.6007
2022-10-15,51.6007
2022-10-16,51.6007
2022-10-17,53.2313
2022-10-18,55.7016
2022-10-19,55.7044
2022-10-20,53.6861
2022-10-21,58.4012
2022-10-22,58.4012
2022-10-23,58.4012
2022-10-24,59.0963
2022-10-25,60.4818
2022-10-26,60.3161
2022-10-27,61.1504
2022-10-28,61.7024
2022-10-29,61.7024
2022-10-30,61.7024
2022-10-31,61.2918
2022-11-01,58.5114
2022-11-02,57.4645
2022-11-03,59.5478
2022-11-04,59.9337
2022-11-05,59.9337
2022-11-06,59.9337
2022-11-07,60.9062
2022-11-08,62.3944
2022-11-09,59.3788
2022-11-10,62.0475
2022-11-11,61.4206
2022-11-12,61.4206
2022-11-13,61.4206
2022-11-14,61.6514
2022-11-15,61.6593
2022-11-16,61.413
2022-11-17,63.1724
2022-11-18,63.5041
2022-11-19,63.5041
2022-11-20,63.5041
2022-11-21,62.3332
2022-11-22,63.6495
2022-11-23,68.5524
2022-11-24,68.5524
2022-11-25,69.3581
2022-11-26,69.3581
2022-11-27,69.3581
2022-11-28,69.2373
2022-11-29,69.1224
2022-11-30,69.129
2022-12-01,69.313
2022-12-02,70.1756
2022-12-03,70.1756
2022-12-04,70.1756
2022-12-05,65.7858
2022-12-06,66.1277
2022-12-07,66.7345
2022-12-08,67.31
2022-12-09,63.2768
2022-12-10,63.2768
2022-12-11,63.2768
2022-12-12,63.8942
2022-12-13,63.9334
2022-12-14,64.2915
2022-12-15,60.025
2022-12-16,60.4332
2022-12-17,60.4332
2022-12-18,60.4332
2022-12-19,60.9348
2022-12-20,61.788
2022-12-21,63.7024
2022-12-22,60.802
2022-12-23,61.1409
2022-12-24,61.1409
2022-12-25,61.1409
2022-12-26,61.1409
2022-12-27,60.7449
2022-12-28,57.782
2022-12-29,57.616
2022-12-30,57.6605
2022-12-31,57.6605
2023-01-01,57.6605
2023-01-02,57.6605
2023-01-03,55.4222
2023-01-04,55.0219
2023-01-05,50.9118
2023-01-06,55.5232
2023-01-07,55.5232
2023-01-08,55.5232
2023-01-09,56.1511
2023-01-10,59.3209
2023-01-11,57.4813
2023-01-12,58.3639
2023-01-13,59.5421
2023-01-14,59.5421
2023-01-15,59.5421
2023-01-16,59.5421
2023-01-17,58.8462
2023-01-18,53.3396
2023-01-19,46.8767
2023-01-20,47.6316
2023-01-21,47.6316
2023-01-22,47.6316
2023-01-23,47.1945
2023-01-24,49.9581
2023-01-25,48.8645
2023-01-26,51.5991
2023-01-27,50.4835
2023-01-28,50.4835
2023-01-29,50.4835
2023-01-30,51.3553
2023-01-31,52.1619
2023-02-01,53.6353
2023-02-02,46.3602
2023-02-03,46.2048
2023-02-04,46.2048
2023-02-05,46.2048
2023-02-06,47.747
2023-02-07,47.5071
2023-02-08,46.8791
2023-02-09,47.0058
2023-02-10,50.7224
2023-02-11,50.7224
2023-02-12,50.7224
2023-02-13,49.8133
2023-02-14,47.6514
2023-02-15,47.9349
2023-02-16,45.4649
2023-02-17,55.6085
2023-02-18,55.6085
2023-02-19,55.6085
2023-02-20,55.6085
2023-02-21,53.5249
2023-02-22,53.2694
2023-02-23,52.8026
2023-02-24,50.2476
2023-02-25,50.2476
2023-02-26,50.2476
2023-02-27,51.5848
2023-02-28,50.7832
2023-03-01,50.9515
2023-03-02,51.4863
2023-03-03,54.38
2023-03-04,54.38
2023-03-05,54.38
2023-03-06,52.7172
2023-03-07,50.0958
2023-03-08,52.0971
2023-03-09,51.1061
2023-03-10,43.5029
2023-03-11,43.5029
2023-03-12,43.5029
2023-03-13,44.2734
2023-03-14,45.6887
2023-03-15,42.5269
2023-03-16,42.7426
2023-03-17,41.314
2023-03-18,41.314
2023-03-19,41.314
2023-03-20,44.3982
