,ESNT US Equity
,RSI_30D
2020-01-01,50.8153
2020-01-02,48.3885
2020-01-03,48.9094
2020-01-04,48.9094
2020-01-05,48.9094
2020-01-06,47.094
2020-01-07,45.5281
2020-01-08,44.1506
2020-01-09,47.1212
2020-01-10,46.2844
2020-01-11,46.2844
2020-01-12,46.2844
2020-01-13,45.5925
2020-01-14,45.6809
2020-01-15,46.3573
2020-01-16,49.1933
2020-01-17,51.5962
2020-01-18,51.5962
2020-01-19,51.5962
2020-01-20,51.5962
2020-01-21,50.5482
2020-01-22,53.0349
2020-01-23,53.228
2020-01-24,49.1322
2020-01-25,49.1322
2020-01-26,49.1322
2020-01-27,47.2515
2020-01-28,47.7581
2020-01-29,45.8597
2020-01-30,46.9076
2020-01-31,42.9973
2020-02-01,42.9973
2020-02-02,42.9973
2020-02-03,45.5806
2020-02-04,48.7444
2020-02-05,51.894
2020-02-06,52.3867
2020-02-07,51.9542
2020-02-08,51.9542
2020-02-09,51.9542
2020-02-10,51.7133
2020-02-11,54.5819
2020-02-12,50.2794
2020-02-13,52.0565
2020-02-14,42.3741
2020-02-15,42.3741
2020-02-16,42.3741
2020-02-17,42.3741
2020-02-18,43.8768
2020-02-19,38.8985
2020-02-20,41.7793
2020-02-21,41.5672
2020-02-22,41.5672
2020-02-23,41.5672
2020-02-24,39.6684
2020-02-25,38.1303
2020-02-26,35.8115
2020-02-27,33.5164
2020-02-28,32.5173
2020-02-29,32.5173
2020-03-01,32.5173
2020-03-02,42.3959
2020-03-03,41.8166
2020-03-04,44.0528
2020-03-05,41.8607
2020-03-06,39.1897
2020-03-07,39.1897
2020-03-08,39.1897
2020-03-09,31.4411
2020-03-10,32.0938
2020-03-11,29.9797
2020-03-12,27.6435
2020-03-13,32.6566
2020-03-14,32.6566
2020-03-15,32.6566
2020-03-16,28.8624
2020-03-17,29.605
2020-03-18,20.0029
2020-03-19,31.8225
2020-03-20,31.6375
2020-03-21,31.6375
2020-03-22,31.6375
2020-03-23,27.6821
2020-03-24,29.9567
2020-03-25,33.6032
2020-03-26,40.6229
2020-03-27,39.8745
2020-03-28,39.8745
2020-03-29,39.8745
2020-03-30,38.8121
2020-03-31,37.5162
2020-04-01,36.1478
2020-04-02,36.0663
2020-04-03,34.5235
2020-04-04,34.5235
2020-04-05,34.5235
2020-04-06,38.3061
2020-04-07,40.7192
2020-04-08,42.3473
2020-04-09,43.4926
2020-04-10,43.4926
2020-04-11,43.4926
2020-04-12,43.4926
2020-04-13,42.3037
2020-04-14,41.7284
2020-04-15,40.4306
2020-04-16,39.0881
2020-04-17,40.6336
2020-04-18,40.6336
2020-04-19,40.6336
2020-04-20,39.6648
2020-04-21,39.1105
2020-04-22,39.6656
2020-04-23,40.7376
2020-04-24,40.3901
2020-04-25,40.3901
2020-04-26,40.3901
2020-04-27,41.2503
2020-04-28,42.9308
2020-04-29,45.6343
2020-04-30,44.1242
2020-05-01,42.9752
2020-05-02,42.9752
2020-05-03,42.9752
2020-05-04,42.9868
2020-05-05,43.8637
2020-05-06,43.3787
2020-05-07,46.5861
2020-05-08,45.521
2020-05-09,45.521
2020-05-10,45.521
2020-05-11,46.3934
2020-05-12,44.973
2020-05-13,43.4617
2020-05-14,45.0199
2020-05-15,44.8999
2020-05-16,44.8999
2020-05-17,44.8999
2020-05-18,47.6432
2020-05-19,48.228
2020-05-20,51.2472
2020-05-21,49.8337
2020-05-22,48.8927
2020-05-23,48.8927
2020-05-24,48.8927
2020-05-25,48.8927
2020-05-26,51.8267
2020-05-27,56.3641
2020-05-28,52.331
2020-05-29,51.6025
2020-05-30,51.6025
2020-05-31,51.6025
2020-06-01,53.0205
2020-06-02,53.5318
2020-06-03,54.5079
2020-06-04,54.1583
2020-06-05,56.2666
2020-06-06,56.2666
2020-06-07,56.2666
2020-06-08,59.163
2020-06-09,55.9211
2020-06-10,54.1033
2020-06-11,51.9594
2020-06-12,54.7684
2020-06-13,54.7684
2020-06-14,54.7684
2020-06-15,53.9075
2020-06-16,54.7537
2020-06-17,53.9408
2020-06-18,53.3905
2020-06-19,52.8104
2020-06-20,52.8104
2020-06-21,52.8104
2020-06-22,54.5726
2020-06-23,54.6522
2020-06-24,51.5886
2020-06-25,53.0738
2020-06-26,50.305
2020-06-27,50.305
2020-06-28,50.305
2020-06-29,51.8251
2020-06-30,52.4375
2020-07-01,50.3717
2020-07-02,50.4704
2020-07-03,50.4704
2020-07-04,50.4704
2020-07-05,50.4704
2020-07-06,50.5044
2020-07-07,47.4531
2020-07-08,48.2029
2020-07-09,47.1317
2020-07-10,48.3078
2020-07-11,48.3078
2020-07-12,48.3078
2020-07-13,48.4438
2020-07-14,48.1342
2020-07-15,51.7069
2020-07-16,51.131
2020-07-17,51.1921
2020-07-18,51.1921
2020-07-19,51.1921
2020-07-20,50.8369
2020-07-21,52.0356
2020-07-22,53.1298
2020-07-23,52.5595
2020-07-24,51.6843
2020-07-25,51.6843
2020-07-26,51.6843
2020-07-27,50.9222
2020-07-28,50.7033
2020-07-29,51.8872
2020-07-30,51.9447
2020-07-31,52.4011
2020-08-01,52.4011
2020-08-02,52.4011
2020-08-03,52.0711
2020-08-04,51.5338
2020-08-05,52.655
2020-08-06,52.7664
2020-08-07,52.2755
2020-08-08,52.2755
2020-08-09,52.2755
2020-08-10,55.0176
2020-08-11,55.604
2020-08-12,54.6917
2020-08-13,51.8283
2020-08-14,52.4011
2020-08-15,52.4011
2020-08-16,52.4011
2020-08-17,52.3443
2020-08-18,51.9172
2020-08-19,51.1132
2020-08-20,50.0187
2020-08-21,49.5289
2020-08-22,49.5289
2020-08-23,49.5289
2020-08-24,52.2749
2020-08-25,51.3389
2020-08-26,50.2265
2020-08-27,51.5302
2020-08-28,51.9464
2020-08-29,51.9464
2020-08-30,51.9464
2020-08-31,51.5106
2020-09-01,52.7609
2020-09-02,55.6139
2020-09-03,55.1451
2020-09-04,54.7631
2020-09-05,54.7631
2020-09-06,54.7631
2020-09-07,54.7631
2020-09-08,53.0064
2020-09-09,54.4763
2020-09-10,54.2568
2020-09-11,54.3625
2020-09-12,54.3625
2020-09-13,54.3625
2020-09-14,56.3045
2020-09-15,56.8559
2020-09-16,54.2088
2020-09-17,53.7983
2020-09-18,53.3284
2020-09-19,53.3284
2020-09-20,53.3284
2020-09-21,50.7064
2020-09-22,50.9245
2020-09-23,48.9336
2020-09-24,48.1306
2020-09-25,49.6333
2020-09-26,49.6333
2020-09-27,49.6333
2020-09-28,53.0988
2020-09-29,51.2863
2020-09-30,52.6292
2020-10-01,54.4304
2020-10-02,58.3496
2020-10-03,58.3496
2020-10-04,58.3496
2020-10-05,60.6818
2020-10-06,62.1772
2020-10-07,63.056
2020-10-08,63.6773
2020-10-09,63.7625
2020-10-10,63.7625
2020-10-11,63.7625
2020-10-12,65.4714
2020-10-13,62.6545
2020-10-14,61.2055
2020-10-15,62.1119
2020-10-16,61.3409
2020-10-17,61.3409
2020-10-18,61.3409
2020-10-19,59.6614
2020-10-20,60.8104
2020-10-21,56.2067
2020-10-22,58.1454
2020-10-23,61.1022
2020-10-24,61.1022
2020-10-25,61.1022
2020-10-26,56.8928
2020-10-27,53.0647
2020-10-28,50.0059
2020-10-29,51.4824
2020-10-30,52.0955
2020-10-31,52.0955
2020-11-01,52.0955
2020-11-02,53.8284
