,CHDN US Equity
,RSI_30D
2020-01-01,58.5466
2020-01-02,55.8015
2020-01-03,54.2163
2020-01-04,54.2163
2020-01-05,54.2163
2020-01-06,53.2407
2020-01-07,52.814
2020-01-08,55.1268
2020-01-09,57.5003
2020-01-10,54.8061
2020-01-11,54.8061
2020-01-12,54.8061
2020-01-13,60.1443
2020-01-14,60.6485
2020-01-15,61.388
2020-01-16,65.0971
2020-01-17,66.2821
2020-01-18,66.2821
2020-01-19,66.2821
2020-01-20,66.2821
2020-01-21,62.7483
2020-01-22,60.8712
2020-01-23,61.7921
2020-01-24,61.6624
2020-01-25,61.6624
2020-01-26,61.6624
2020-01-27,60.8132
2020-01-28,63.3105
2020-01-29,64.0166
2020-01-30,65.4462
2020-01-31,61.1738
2020-02-01,61.1738
2020-02-02,61.1738
2020-02-03,65.4849
2020-02-04,68.5606
2020-02-05,67.8056
2020-02-06,69.302
2020-02-07,70.2504
2020-02-08,70.2504
2020-02-09,70.2504
2020-02-10,72.5648
2020-02-11,73.7897
2020-02-12,74.0588
2020-02-13,74.9703
2020-02-14,75.2761
2020-02-15,75.2761
2020-02-16,75.2761
2020-02-17,75.2761
2020-02-18,76.5005
2020-02-19,76.5955
2020-02-20,74.7783
2020-02-21,70.6751
2020-02-22,70.6751
2020-02-23,70.6751
2020-02-24,63.4989
2020-02-25,54.7991
2020-02-26,49.6925
2020-02-27,43.8921
2020-02-28,35.3227
2020-02-29,35.3227
2020-03-01,35.3227
2020-03-02,38.0031
2020-03-03,36.5257
2020-03-04,40.4794
2020-03-05,36.3857
2020-03-06,34.2192
2020-03-07,34.2192
2020-03-08,34.2192
2020-03-09,29.2244
2020-03-10,33.7866
2020-03-11,29.7693
2020-03-12,24.2997
2020-03-13,33.4163
2020-03-14,33.4163
2020-03-15,33.4163
2020-03-16,29.3978
2020-03-17,28.6226
2020-03-18,26.5624
2020-03-19,29.7666
2020-03-20,32.1647
2020-03-21,32.1647
2020-03-22,32.1647
2020-03-23,32.4808
2020-03-24,39.1579
2020-03-25,41.6897
2020-03-26,42.7733
2020-03-27,41.5865
2020-03-28,41.5865
2020-03-29,41.5865
2020-03-30,43.8228
2020-03-31,44.9011
2020-04-01,40.4336
2020-04-02,39.0599
2020-04-03,38.9253
2020-04-04,38.9253
