,UVE US Equity
2020-09-05,51.2162
2020-09-06,51.2162
2020-09-07,51.2162
2020-09-08,48.4187
2020-09-09,48.2447
2020-09-10,43.8933
2020-09-11,43.1881
2020-09-12,43.1881
2020-09-13,43.1881
2020-09-14,45.3299
2020-09-15,42.2818
2020-09-16,41.1555
2020-09-17,40.5961
2020-09-18,39.9409
2020-09-19,39.9409
2020-09-20,39.9409
2020-09-21,37.7785
2020-09-22,36.1341
2020-09-23,33.5757
2020-09-24,32.4242
2020-09-25,31.1134
2020-09-26,31.1134
2020-09-27,31.1134
2020-09-28,32.814
2020-09-29,30.3848
2020-09-30,31.478
2020-10-01,31.5522
2020-10-02,33.124
2020-10-03,33.124
2020-10-04,33.124
2020-10-05,35.1771
2020-10-06,34.8608
2020-10-07,34.6593
2020-10-08,35.2785
2020-10-09,34.8936
2020-10-10,34.8936
2020-10-11,34.8936
2020-10-12,36.8725
2020-10-13,35.3178
2020-10-14,34.9692
2020-10-15,37.6742
2020-10-16,37.4844
2020-10-17,37.4844
2020-10-18,37.4844
2020-10-19,35.021
2020-10-20,34.6286
2020-10-21,36.6676
2020-10-22,39.4049
2020-10-23,39.8658
2020-10-24,39.8658
2020-10-25,39.8658
2020-10-26,38.6002
2020-10-27,35.5636
2020-10-28,27.4258
2020-10-29,33.7153
2020-10-30,36.3579
2020-10-31,36.3579
2020-11-01,36.3579
2020-11-02,38.4911
2020-11-03,37.5069
2020-11-04,37.0865
2020-11-05,36.8373
2020-11-06,35.9103
2020-11-07,35.9103
2020-11-08,35.9103
2020-11-09,41.6903
2020-11-10,45.3954
2020-11-11,43.4896
2020-11-12,43.061
2020-11-13,44.5012
2020-11-14,44.5012
2020-11-15,44.5012
2020-11-16,49.2441
2020-11-17,48.7699
2020-11-18,47.3544
2020-11-19,47.8761
2020-11-20,49.2015
2020-11-21,49.2015
2020-11-22,49.2015
2020-11-23,50.639
2020-11-24,52.6082
2020-11-25,50.2966
2020-11-26,50.2966
2020-11-27,49.6064
2020-11-28,49.6064
2020-11-29,49.6064
2020-11-30,46.8987
2020-12-01,47.8639
2020-12-02,48.3976
2020-12-03,48.1197
2020-12-04,49.3728
2020-12-05,49.3728
2020-12-06,49.3728
2020-12-07,50.365
2020-12-08,52.6223
2020-12-09,52.2043
2020-12-10,52.0952
2020-12-11,50.4583
2020-12-12,50.4583
2020-12-13,50.4583
2020-12-14,53.5768
2020-12-15,55.2227
2020-12-16,53.594
2020-12-17,51.6905
2020-12-18,52.1924
2020-12-19,52.1924
2020-12-20,52.1924
2020-12-21,50.3004
2020-12-22,50.1393
2020-12-23,51.0585
2020-12-24,51.5477
2020-12-25,51.5477
2020-12-26,51.5477
2020-12-27,51.5477
2020-12-28,51.989
2020-12-29,51.205
2020-12-30,52.1242
2020-12-31,53.5389
2021-01-01,53.5389
2021-01-02,53.5389
2021-01-03,53.5389
2021-01-04,53.4735
2021-01-05,53.6491
2021-01-06,57.7224
2021-01-07,57.37
2021-01-08,55.3428
2021-01-09,55.3428
2021-01-10,55.3428
2021-01-11,55.5668
2021-01-12,56.3038
2021-01-13,54.9972
2021-01-14,55.2953
2021-01-15,54.1088
2021-01-16,54.1088
2021-01-17,54.1088
2021-01-18,54.1088
2021-01-19,55.1662
2021-01-20,56.4486
2021-01-21,54.9014
2021-01-22,56.0843
2021-01-23,56.0843
2021-01-24,56.0843
2021-01-25,57.6566
2021-01-26,55.9046
2021-01-27,47.3757
2021-01-28,43.4566
2021-01-29,41.2504
2021-01-30,41.2504
2021-01-31,41.2504
2021-02-01,41.7264
2021-02-02,42.3478
2021-02-03,42.1412
2021-02-04,44.454
2021-02-05,44.3984
2021-02-06,44.3984
2021-02-07,44.3984
2021-02-08,46.0062
2021-02-09,47.4417
2021-02-10,48.2549
2021-02-11,49.3361
2021-02-12,47.9121
2021-02-13,47.9121
2021-02-14,47.9121
2021-02-15,47.9121
2021-02-16,46.4617
2021-02-17,47.3224
2021-02-18,43.1921
2021-02-19,41.9835
2021-02-20,41.9835
2021-02-21,41.9835
2021-02-22,46.2941
2021-02-23,46.8963
2021-02-24,47.9034
2021-02-25,46.211
2021-02-26,52.4763
2021-02-27,52.4763
2021-02-28,52.4763
2021-03-01,51.6142
2021-03-02,51.241
2021-03-03,53.667
2021-03-04,52.0717
2021-03-05,56.0704
2021-03-06,56.0704
2021-03-07,56.0704
2021-03-08,59.7765
2021-03-09,58.2953
2021-03-10,57.775
2021-03-11,58.8206
2021-03-12,59.6198
2021-03-13,59.6198
2021-03-14,59.6198
2021-03-15,60.6877
2021-03-16,59.3465
2021-03-17,57.6133
2021-03-18,55.2753
2021-03-19,54.0437
2021-03-20,54.0437
2021-03-21,54.0437
2021-03-22,51.4236
2021-03-23,49.7599
2021-03-24,48.0928
2021-03-25,48.3398
2021-03-26,50.7631
2021-03-27,50.7631
2021-03-28,50.7631
2021-03-29,48.8091
2021-03-30,47.8845
2021-03-31,46.8518
2021-04-01,47.6946
2021-04-02,47.6946
2021-04-03,47.6946
2021-04-04,47.6946
2021-04-05,45.8433
2021-04-06,45.5008
2021-04-07,44.6946
2021-04-08,43.5542
2021-04-09,42.6535
2021-04-10,42.6535
2021-04-11,42.6535
2021-04-12,43.2604
2021-04-13,44.2522
2021-04-14,45.1674
2021-04-15,45.2449
2021-04-16,45.7211
2021-04-17,45.7211
2021-04-18,45.7211
2021-04-19,46.837
2021-04-20,43.5306
2021-04-21,46.1272
2021-04-22,44.7719
2021-04-23,46.0982
2021-04-24,46.0982
2021-04-25,46.0982
2021-04-26,44.6623
2021-04-27,43.9542
2021-04-28,46.4304
2021-04-29,46.2939
2021-04-30,46.8596
2021-05-01,46.8596
2021-05-02,46.8596
2021-05-03,50.6968
2021-05-04,51.7774
2021-05-05,51.0064
2021-05-06,51.4551
2021-05-07,52.2097
2021-05-08,52.2097
2021-05-09,52.2097
2021-05-10,51.6285
2021-05-11,49.2778
2021-05-12,48.4902
2021-05-13,51.415
2021-05-14,52.195
2021-05-15,52.195
2021-05-16,52.195
2021-05-17,51.6801
2021-05-18,50.3107
2021-05-19,50.0534
2021-05-20,49.0164
2021-05-21,48.2409
2021-05-22,48.2409
2021-05-23,48.2409
2021-05-24,46.9599
2021-05-25,45.6231
2021-05-26,47.3668
2021-05-27,47.2797
2021-05-28,49.2126
2021-05-29,49.2126
2021-05-30,49.2126
2021-05-31,49.2126
2021-06-01,48.2967
2021-06-02,49.081
2021-06-03,46.6994
2021-06-04,48.1995
2021-06-05,48.1995
2021-06-06,48.1995
2021-06-07,48.8939
2021-06-08,49.5929
2021-06-09,49.5929
2021-06-10,49.2837
2021-06-11,49.6087
2021-06-12,49.6087
2021-06-13,49.6087
2021-06-14,50.9103
2021-06-15,52.2913
2021-06-16,51.0345
2021-06-17,47.8952
2021-06-18,43.2455
2021-06-19,43.2455
2021-06-20,43.2455
2021-06-21,45.4803
2021-06-22,47.6143
2021-06-23,46.485
2021-06-24,48.4862
2021-06-25,49.3118
2021-06-26,49.3118
2021-06-27,49.3118
2021-06-28,47.6336
2021-06-29,47.1454
2021-06-30,48.027
2021-07-01,49.9695
2021-07-02,47.6171
2021-07-03,47.6171
2021-07-04,47.6171
2021-07-05,47.6171
2021-07-06,46.0567
2021-07-07,45.3836
2021-07-08,42.1942
2021-07-09,44.7203
2021-07-10,44.7203
2021-07-11,44.7203
2021-07-12,46.9025
2021-07-13,47.2258
2021-07-14,47.0283
2021-07-15,47.3698
2021-07-16,47.6027
2021-07-17,47.6027
2021-07-18,47.6027
2021-07-19,42.8014
2021-07-20,44.2266
2021-07-21,45.2843
2021-07-22,42.5047
2021-07-23,43.3441
2021-07-24,43.3441
2021-07-25,43.3441
2021-07-26,45.6878
2021-07-27,44.2671
2021-07-28,46.5593
2021-07-29,52.2481
2021-07-30,54.8524
2021-07-31,54.8524
2021-08-01,54.8524
2021-08-02,52.4055
2021-08-03,52.6784
2021-08-04,52.0607
2021-08-05,53.1963
2021-08-06,55.642
2021-08-07,55.642
2021-08-08,55.642
2021-08-09,55.642
2021-08-10,58.2369
2021-08-11,58.2369
2021-08-12,55.4594
2021-08-13,53.9078
2021-08-14,53.9078
2021-08-15,53.9078
2021-08-16,52.9232
2021-08-17,54.1739
2021-08-18,52.2945
2021-08-19,50.1759
2021-08-20,51.5959
2021-08-21,51.5959
2021-08-22,51.5959
2021-08-23,50.3242
2021-08-24,49.3799
2021-08-25,49.3799
2021-08-26,49.9384
2021-08-27,56.5792
2021-08-28,56.5792
2021-08-29,56.5792
2021-08-30,52.5935
2021-08-31,53.4192
2021-09-01,50.2031
2021-09-02,48.4127
2021-09-03,47.6723
2021-09-04,47.6723
2021-09-05,47.6723
2021-09-06,47.6723
2021-09-07,44.5858
2021-09-08,46.6284
2021-09-09,46.932
2021-09-10,46.207
2021-09-11,46.207
2021-09-12,46.207
2021-09-13,46.9488
2021-09-14,45.7371
2021-09-15,43.5036
2021-09-16,41.332
2021-09-17,42.5863
2021-09-18,42.5863
2021-09-19,42.5863
2021-09-20,41.9122
2021-09-21,39.6401
2021-09-22,42.6277
2021-09-23,42.4605
2021-09-24,44.05
2021-09-25,44.05
2021-09-26,44.05
2021-09-27,45.2787
2021-09-28,44.5427
2021-09-29,45.1195
2021-09-30,44.6392
2021-10-01,44.0571
2021-10-02,44.0571
2021-10-03,44.0571
2021-10-04,44.1826
2021-10-05,48.5963
2021-10-06,46.7365
2021-10-07,50.845
2021-10-08,52.346
2021-10-09,52.346
2021-10-10,52.346
2021-10-11,51.5855
2021-10-12,50.8218
2021-10-13,50.8218
2021-10-14,51.3721
2021-10-15,50.3235
2021-10-16,50.3235
2021-10-17,50.3235
2021-10-18,48.9454
2021-10-19,49.3044
2021-10-20,50.5047
2021-10-21,51.4558
2021-10-22,50.0867
2021-10-23,50.0867
2021-10-24,50.0867
2021-10-25,52.238
2021-10-26,50.6083
2021-10-27,49.8656
2021-10-28,60.7039
2021-10-29,62.1035
2021-10-30,62.1035
2021-10-31,62.1035
2021-11-01,61.35
2021-11-02,59.7259
2021-11-03,64.0435
2021-11-04,60.9597
2021-11-05,63.609
2021-11-06,63.609
2021-11-07,63.609
2021-11-08,63.876
2021-11-09,63.755
2021-11-10,64.4513
2021-11-11,66.0697
2021-11-12,65.5552
2021-11-13,65.5552
2021-11-14,65.5552
2021-11-15,62.5323
2021-11-16,63.5467
2021-11-17,61.8155
2021-11-18,61.9686
2021-11-19,60.9571
2021-11-20,60.9571
2021-11-21,60.9571
2021-11-22,62.5385
2021-11-23,63.3823
2021-11-24,64.0674
2021-11-25,64.0674
2021-11-26,59.9425
2021-11-27,59.9425
2021-11-28,59.9425
2021-11-29,58.0107
2021-11-30,56.2524
2021-12-01,57.4962
2021-12-02,59.9371
2021-12-03,59.6925
2021-12-04,59.6925
2021-12-05,59.6925
2021-12-06,63.6786
2021-12-07,62.8136
2021-12-08,63.617
2021-12-09,61.3324
2021-12-10,62.8652
2021-12-11,62.8652
2021-12-12,62.8652
2021-12-13,67.4091
2021-12-14,68.5789
2021-12-15,70.8517
2021-12-16,68.1794
2021-12-17,68.5144
2021-12-18,68.5144
2021-12-19,68.5144
2021-12-20,63.768
2021-12-21,63.2156
2021-12-22,63.7996
2021-12-23,65.6191
2021-12-24,65.6191
2021-12-25,65.6191
2021-12-26,65.6191
2021-12-27,66.165
2021-12-28,64.8627
2021-12-29,64.9923
2021-12-30,64.8685
2021-12-31,66.0716
2022-01-01,66.0716
2022-01-02,66.0716
2022-01-03,66.2046
2022-01-04,67.7106
2022-01-05,69.6568
2022-01-06,74.3117
2022-01-07,72.2168
2022-01-08,72.2168
2022-01-09,72.2168
2022-01-10,76.004
2022-01-11,76.3663
2022-01-12,72.8399
2022-01-13,74.4168
2022-01-14,73.7524
2022-01-15,73.7524
2022-01-16,73.7524
2022-01-17,73.7524
2022-01-18,71.4428
2022-01-19,63.2471
2022-01-20,60.186
2022-01-21,55.6936
2022-01-22,55.6936
2022-01-23,55.6936
2022-01-24,58.6652
2022-01-25,57.4112
2022-01-26,57.5767
2022-01-27,52.5735
2022-01-28,52.2428
2022-01-29,52.2428
2022-01-30,52.2428
2022-01-31,53.5134
2022-02-01,52.8895
2022-02-02,52.8187
2022-02-03,51.3266
2022-02-04,50.9016
2022-02-05,50.9016
2022-02-06,50.9016
2022-02-07,51.5927
2022-02-08,55.1215
2022-02-09,52.8342
2022-02-10,52.0415
2022-02-11,31.3973
2022-02-12,31.3973
2022-02-13,31.3973
2022-02-14,31.5781
2022-02-15,33.4525
2022-02-16,33.0895
2022-02-17,33.2144
2022-02-18,33.023
2022-02-19,33.023
2022-02-20,33.023
2022-02-21,33.023
2022-02-22,32.8923
2022-02-23,32.7248
2022-02-24,33.7027
2022-02-25,31.8876
2022-02-26,31.8876
2022-02-27,31.8876
2022-02-28,30.0849
2022-03-01,31.0749
2022-03-02,31.7887
2022-03-03,34.7254
2022-03-04,35.2063
2022-03-05,35.2063
2022-03-06,35.2063
2022-03-07,36.9902
2022-03-08,36.1198
2022-03-09,37.1069
2022-03-10,37.1069
2022-03-11,36.7165
2022-03-12,36.7165
2022-03-13,36.7165
2022-03-14,37.1723
2022-03-15,38.4712
2022-03-16,40.2745
2022-03-17,42.032
2022-03-18,42.1054
2022-03-19,42.1054
2022-03-20,42.1054
2022-03-21,44.7827
2022-03-22,43.875
2022-03-23,43.4199
2022-03-24,44.1689
2022-03-25,46.9305
2022-03-26,46.9305
2022-03-27,46.9305
2022-03-28,45.9407
2022-03-29,46.5961
2022-03-30,44.9669
2022-03-31,46.9592
2022-04-01,46.8293
2022-04-02,46.8293
2022-04-03,46.8293
2022-04-04,44.9634
2022-04-05,44.3333
2022-04-06,43.951
2022-04-07,45.3328
2022-04-08,44.1409
2022-04-09,44.1409
2022-04-10,44.1409
2022-04-11,42.5341
2022-04-12,40.8719
2022-04-13,40.8719
2022-04-14,41.3263
2022-04-15,41.3263
2022-04-16,41.3263
2022-04-17,41.3263
2022-04-18,41.0003
2022-04-19,43.313
2022-04-20,45.9433
2022-04-21,43.5729
2022-04-22,41.9274
2022-04-23,41.9274
2022-04-24,41.9274
2022-04-25,41.7968
2022-04-26,39.9923
2022-04-27,39.4884
2022-04-28,41.3054
2022-04-29,44.0495
2022-04-30,44.0495
2022-05-01,44.0495
2022-05-02,45.7972
2022-05-03,44.503
2022-05-04,46.8344
2022-05-05,44.9531
2022-05-06,44.8814
2022-05-07,44.8814
2022-05-08,44.8814
2022-05-09,44.587
2022-05-10,41.6876
2022-05-11,44.0734
2022-05-12,46.0315
2022-05-13,44.1421
2022-05-14,44.1421
2022-05-15,44.1421
2022-05-16,45.9943
2022-05-17,51.6775
2022-05-18,50.0139
2022-05-19,46.8242
2022-05-20,45.751
2022-05-21,45.751
2022-05-22,45.751
2022-05-23,44.8863
2022-05-24,47.1135
2022-05-25,47.5054
2022-05-26,49.5175
2022-05-27,49.5944
2022-05-28,49.5944
2022-05-29,49.5944
2022-05-30,49.5944
2022-05-31,50.6821
2022-06-01,48.2217
2022-06-02,48.9428
2022-06-03,46.7715
2022-06-04,46.7715
2022-06-05,46.7715
2022-06-06,49.4893
2022-06-07,49.1837
2022-06-08,47.8835
2022-06-09,45.8198
2022-06-10,45.4578
2022-06-11,45.4578
2022-06-12,45.4578
2022-06-13,45.5468
2022-06-14,45.5468
2022-06-15,47.5612
2022-06-16,45.2772
2022-06-17,49.1127
2022-06-18,49.1127
2022-06-19,49.1127
2022-06-20,49.1127
2022-06-21,49.446
2022-06-22,51.8902
2022-06-23,50.7894
2022-06-24,52.3188
2022-06-25,52.3188
2022-06-26,52.3188
2022-06-27,51.62
2022-06-28,53.0787
2022-06-29,50.1256
2022-06-30,52.6123
2022-07-01,53.9158
2022-07-02,53.9158
2022-07-03,53.9158
2022-07-04,53.9158
2022-07-05,51.1747
2022-07-06,50.8405
2022-07-07,48.4664
2022-07-08,49.8042
2022-07-09,49.8042
2022-07-10,49.8042
2022-07-11,48.9821
2022-07-12,48.3219
2022-07-13,47.3321
2022-07-14,45.0262
2022-07-15,47.0506
2022-07-16,47.0506
2022-07-17,47.0506
2022-07-18,45.324
2022-07-19,44.1063
2022-07-20,42.4119
2022-07-21,41.9767
2022-07-22,41.3188
2022-07-23,41.3188
2022-07-24,41.3188
2022-07-25,41.0232
2022-07-26,40.4986
2022-07-27,40.834
2022-07-28,48.3619
2022-07-29,51.7489
2022-07-30,51.7489
2022-07-31,51.7489
2022-08-01,49.3737
2022-08-02,49.2068
2022-08-03,51.2523
2022-08-04,52.7292
2022-08-05,52.8113
2022-08-06,52.8113
2022-08-07,52.8113
2022-08-08,54.607
2022-08-09,54.027
2022-08-10,50.5117
2022-08-11,52.3679
2022-08-12,54.3793
2022-08-13,54.3793
2022-08-14,54.3793
2022-08-15,52.3662
2022-08-16,53.2612
2022-08-17,52.3364
2022-08-18,53.1774
2022-08-19,50.5918
2022-08-20,50.5918
2022-08-21,50.5918
2022-08-22,51.2054
2022-08-23,47.1393
2022-08-24,48.0473
2022-08-25,51.171
2022-08-26,49.0522
2022-08-27,49.0522
2022-08-28,49.0522
2022-08-29,47.9032
2022-08-30,47.1684
2022-08-31,46.1911
2022-09-01,46.7617
2022-09-02,47.2439
2022-09-03,47.2439
2022-09-04,47.2439
2022-09-05,47.2439
2022-09-06,44.3359
2022-09-07,46.0058
2022-09-08,45.4253
2022-09-09,45.3408
2022-09-10,45.3408
2022-09-11,45.3408
2022-09-12,44.823
2022-09-13,42.0105
2022-09-14,45.1518
2022-09-15,46.0587
2022-09-16,46.3645
2022-09-17,46.3645
2022-09-18,46.3645
2022-09-19,46.7806
2022-09-20,44.2082
2022-09-21,44.75
2022-09-22,43.2718
2022-09-23,35.4362
2022-09-24,35.4362
2022-09-25,35.4362
2022-09-26,34.9599
2022-09-27,29.9165
2022-09-28,29.8706
2022-09-29,34.5509
2022-09-30,35.7341
2022-10-01,35.7341
2022-10-02,35.7341
2022-10-03,33.9862
2022-10-04,40.2193
2022-10-05,40.1041
2022-10-06,35.9493
2022-10-07,32.2296
2022-10-08,32.2296
2022-10-09,32.2296
2022-10-10,33.1664
2022-10-11,32.7407
2022-10-12,38.7573
2022-10-13,42.3612
2022-10-14,41.3542
2022-10-15,41.3542
2022-10-16,41.3542
2022-10-17,40.3133
2022-10-18,41.1165
2022-10-19,42.6407
2022-10-20,39.9891
2022-10-21,39.6457
2022-10-22,39.6457
2022-10-23,39.6457
2022-10-24,42.0006
2022-10-25,43.4277
2022-10-26,43.0986
2022-10-27,44.5477
2022-10-28,44.4307
2022-10-29,44.4307
2022-10-30,44.4307
2022-10-31,46.3976
2022-11-01,46.9017
2022-11-02,47.1222
2022-11-03,45.8743
2022-11-04,48.4037
2022-11-05,48.4037
2022-11-06,48.4037
2022-11-07,48.9122
2022-11-08,47.7304
2022-11-09,45.5218
2022-11-10,49.8167
2022-11-11,48.5418
2022-11-12,48.5418
2022-11-13,48.5418
2022-11-14,46.9078
2022-11-15,49.3758
2022-11-16,49.7897
2022-11-17,51.2334
2022-11-18,50.7304
2022-11-19,50.7304
2022-11-20,50.7304
2022-11-21,51.0852
2022-11-22,53.3777
2022-11-23,52.6811
2022-11-24,52.6811
2022-11-25,52.4451
2022-11-26,52.4451
2022-11-27,52.4451
2022-11-28,50.0484
2022-11-29,50.8725
2022-11-30,53.5397
2022-12-01,54.4388
2022-12-02,55.0616
2022-12-03,55.0616
2022-12-04,55.0616
2022-12-05,54.0426
2022-12-06,56.5387
2022-12-07,54.4974
2022-12-08,55.0006
2022-12-09,56.4938
2022-12-10,56.4938
2022-12-11,56.4938
2022-12-12,47.8839
2022-12-13,47.6789
2022-12-14,44.5852
2022-12-15,45.0561
2022-12-16,44.5342
2022-12-17,44.5342
2022-12-18,44.5342
2022-12-19,47.8169
2022-12-20,49.0063
2022-12-21,54.4441
2022-12-22,53.5686
2022-12-23,54.2035
2022-12-24,54.2035
2022-12-25,54.2035
2022-12-26,54.2035
2022-12-27,53.2248
2022-12-28,50.6765
2022-12-29,50.5334
2022-12-30,51.5242
2022-12-31,51.5242
2023-01-01,51.5242
2023-01-02,51.5242
2023-01-03,48.918
2023-01-04,50.9156
2023-01-05,49.3471
2023-01-06,51.5239
2023-01-07,51.5239
2023-01-08,51.5239
2023-01-09,52.2768
2023-01-10,54.5346
2023-01-11,56.4166
2023-01-12,59.0472
2023-01-13,59.3853
2023-01-14,59.3853
2023-01-15,59.3853
2023-01-16,59.3853
2023-01-17,60.4
2023-01-18,61.0707
2023-01-19,60.7161
2023-01-20,61.4115
2023-01-21,61.4115
2023-01-22,61.4115
2023-01-23,59.5927
2023-01-24,59.3201
2023-01-25,59.6384
2023-01-26,60.0268
2023-01-27,59.6311
2023-01-28,59.6311
2023-01-29,59.6311
2023-01-30,59.3277
2023-01-31,63.7198
2023-02-01,62.6049
2023-02-02,62.7275
2023-02-03,63.3494
2023-02-04,63.3494
2023-02-05,63.3494
2023-02-06,62.9151
2023-02-07,63.6877
2023-02-08,59.8198
2023-02-09,57.8022
2023-02-10,58.0219
2023-02-11,58.0219
2023-02-12,58.0219
2023-02-13,59.547
2023-02-14,57.2913
2023-02-15,58.4027
2023-02-16,57.0711
2023-02-17,60.3114
2023-02-18,60.3114
2023-02-19,60.3114
2023-02-20,60.3114
2023-02-21,57.517
2023-02-22,56.5489
2023-02-23,57.4382
2023-02-24,70.6089
2023-02-25,70.6089
2023-02-26,70.6089
2023-02-27,79.0933
2023-02-28,80.9807
2023-03-01,77.4649
2023-03-02,78.29
2023-03-03,78.5119
2023-03-04,78.5119
2023-03-05,78.5119
2023-03-06,77.826
2023-03-07,76.7167
2023-03-08,77.1207
2023-03-09,76.3989
2023-03-10,75.6664
2023-03-11,75.6664
2023-03-12,75.6664
2023-03-13,69.9746
2023-03-14,72.836
2023-03-15,69.151
2023-03-16,70.2162
2023-03-17,64.3314
2023-03-18,64.3314
