,SON US Equity
2020-05-11,49.1808
2020-05-12,47.2096
2020-05-13,45.0402
2020-05-14,45.8234
2020-05-15,46.2399
2020-05-16,46.2399
2020-05-17,46.2399
2020-05-18,49.9262
2020-05-19,48.6399
2020-05-20,49.6433
2020-05-21,51.2685
2020-05-22,51.1263
2020-05-23,51.1263
2020-05-24,51.1263
2020-05-25,51.1263
2020-05-26,53.9499
2020-05-27,55.1143
2020-05-28,54.7493
2020-05-29,54.1217
2020-05-30,54.1217
2020-05-31,54.1217
2020-06-01,54.8637
2020-06-02,55.0977
2020-06-03,57.3604
2020-06-04,57.3722
2020-06-05,57.9034
2020-06-06,57.9034
2020-06-07,57.9034
2020-06-08,58.6543
2020-06-09,57.7096
2020-06-10,55.0416
2020-06-11,48.4519
2020-06-12,49.6711
2020-06-13,49.6711
2020-06-14,49.6711
2020-06-15,50.3536
2020-06-16,51.0268
2020-06-17,52.0159
2020-06-18,51.8654
2020-06-19,53.0048
2020-06-20,53.0048
2020-06-21,53.0048
2020-06-22,51.6008
2020-06-23,51.9228
2020-06-24,49.2862
2020-06-25,50.4729
2020-06-26,49.3547
2020-06-27,49.3547
2020-06-28,49.3547
2020-06-29,52.3609
2020-06-30,53.007
2020-07-01,52.3219
2020-07-02,53.7357
2020-07-03,53.7357
2020-07-04,53.7357
2020-07-05,53.7357
2020-07-06,53.6842
2020-07-07,52.2352
2020-07-08,50.7343
2020-07-09,48.9207
2020-07-10,51.3672
2020-07-11,51.3672
2020-07-12,51.3672
2020-07-13,50.9824
2020-07-14,52.7341
2020-07-15,54.625
2020-07-16,55.1637
2020-07-17,56.2969
2020-07-18,56.2969
2020-07-19,56.2969
2020-07-20,53.7984
2020-07-21,54.064
2020-07-22,54.7602
2020-07-23,54.1428
2020-07-24,54.2595
2020-07-25,54.2595
2020-07-26,54.2595
2020-07-27,54.3111
2020-07-28,53.7471
2020-07-29,55.1046
2020-07-30,51.5424
2020-07-31,50.0714
2020-08-01,50.0714
2020-08-02,50.0714
2020-08-03,51.0786
2020-08-04,50.8384
2020-08-05,52.2516
2020-08-06,51.8503
2020-08-07,53.535
2020-08-08,53.535
2020-08-09,53.535
2020-08-10,54.057
2020-08-11,55.5126
2020-08-12,56.7074
2020-08-13,56.0264
2020-08-14,57.2037
2020-08-15,57.2037
2020-08-16,57.2037
2020-08-17,57.1271
2020-08-18,54.3911
2020-08-19,54.5563
2020-08-20,52.3725
2020-08-21,52.1541
2020-08-22,52.1541
2020-08-23,52.1541
2020-08-24,55.0011
2020-08-25,53.3347
2020-08-26,53.2849
2020-08-27,53.182
2020-08-28,53.1555
2020-08-29,53.1555
2020-08-30,53.1555
2020-08-31,51.4044
2020-09-01,53.6311
2020-09-02,56.0077
2020-09-03,53.5436
2020-09-04,54.7306
2020-09-05,54.7306
2020-09-06,54.7306
2020-09-07,54.7306
2020-09-08,50.0621
2020-09-09,51.8787
2020-09-10,50.8736
2020-09-11,51.6806
2020-09-12,51.6806
2020-09-13,51.6806
2020-09-14,52.8928
2020-09-15,53.3497
2020-09-16,51.5398
2020-09-17,50.1813
2020-09-18,48.2797
2020-09-19,48.2797
2020-09-20,48.2797
2020-09-21,44.0512
2020-09-22,42.8321
2020-09-23,40.9001
2020-09-24,41.8592
2020-09-25,45.0984
2020-09-26,45.0984
2020-09-27,45.0984
2020-09-28,46.9142
2020-09-29,45.861
2020-09-30,47.2364
2020-10-01,48.4917
2020-10-02,49.2026
2020-10-03,49.2026
2020-10-04,49.2026
2020-10-05,50.8013
2020-10-06,50.0605
2020-10-07,51.7351
2020-10-08,52.0005
2020-10-09,52.2966
2020-10-10,52.2966
2020-10-11,52.2966
2020-10-12,53.8903
2020-10-13,53.577
2020-10-14,55.0041
2020-10-15,58.1906
2020-10-16,57.3146
2020-10-17,57.3146
2020-10-18,57.3146
2020-10-19,55.4102
2020-10-20,56.325
2020-10-21,57.369
2020-10-22,51.5099
2020-10-23,50.7586
2020-10-24,50.7586
2020-10-25,50.7586
2020-10-26,46.8128
2020-10-27,44.3473
2020-10-28,41.182
2020-10-29,43.4291
2020-10-30,41.7779
2020-10-31,41.7779
2020-11-01,41.7779
2020-11-02,46.5738
2020-11-03,50.7689
2020-11-04,48.4948
2020-11-05,51.1044
2020-11-06,51.4006
2020-11-07,51.4006
2020-11-08,51.4006
2020-11-09,55.4534
2020-11-10,59.3202
2020-11-11,56.203
2020-11-12,53.815
2020-11-13,56.4773
2020-11-14,56.4773
2020-11-15,56.4773
2020-11-16,57.6419
2020-11-17,58.7541
2020-11-18,57.7091
2020-11-19,58.3678
2020-11-20,57.8476
2020-11-21,57.8476
2020-11-22,57.8476
2020-11-23,57.9123
2020-11-24,60.6307
2020-11-25,59.9402
2020-11-26,59.9402
2020-11-27,60.05
2020-11-28,60.05
2020-11-29,60.05
2020-11-30,57.9374
2020-12-01,59.2874
2020-12-02,58.389
2020-12-03,58.6618
2020-12-04,61.1798
2020-12-05,61.1798
2020-12-06,61.1798
2020-12-07,61.2277
2020-12-08,62.1301
2020-12-09,63.6312
2020-12-10,63.4685
2020-12-11,62.315
2020-12-12,62.315
2020-12-13,62.315
2020-12-14,58.5168
2020-12-15,59.1212
2020-12-16,58.6274
2020-12-17,58.5741
2020-12-18,58.4094
2020-12-19,58.4094
2020-12-20,58.4094
2020-12-21,57.0809
2020-12-22,56.9414
2020-12-23,56.8264
2020-12-24,57.0953
2020-12-25,57.0953
2020-12-26,57.0953
2020-12-27,57.0953
2020-12-28,57.1413
2020-12-29,55.0052
2020-12-30,56.7265
2020-12-31,56.0487
2021-01-01,56.0487
2021-01-02,56.0487
2021-01-03,56.0487
2021-01-04,53.4943
2021-01-05,54.7493
2021-01-06,59.9186
2021-01-07,60.6829
2021-01-08,57.2642
2021-01-09,57.2642
2021-01-10,57.2642
2021-01-11,58.8893
2021-01-12,59.6823
2021-01-13,57.1109
2021-01-14,55.8935
2021-01-15,55.1024
2021-01-16,55.1024
2021-01-17,55.1024
2021-01-18,55.1024
2021-01-19,55.3127
2021-01-20,58.6523
2021-01-21,56.6099
2021-01-22,55.5803
2021-01-23,55.5803
2021-01-24,55.5803
2021-01-25,57.1048
2021-01-26,53.5536
2021-01-27,48.162
2021-01-28,49.9545
2021-01-29,48.5825
2021-01-30,48.5825
2021-01-31,48.5825
2021-02-01,49.35
2021-02-02,50.5199
2021-02-03,49.9596
2021-02-04,49.6131
2021-02-05,53.1207
2021-02-06,53.1207
2021-02-07,53.1207
2021-02-08,54.5987
2021-02-09,55.043
2021-02-10,56.4751
2021-02-11,51.7764
2021-02-12,51.9842
2021-02-13,51.9842
2021-02-14,51.9842
2021-02-15,51.9842
2021-02-16,51.5502
2021-02-17,51.4196
2021-02-18,51.1248
2021-02-19,53.8144
2021-02-20,53.8144
2021-02-21,53.8144
2021-02-22,56.3021
2021-02-23,55.1835
2021-02-24,55.2778
2021-02-25,55.6398
2021-02-26,52.0651
2021-02-27,52.0651
2021-02-28,52.0651
2021-03-01,55.6368
2021-03-02,56.4036
2021-03-03,56.0499
2021-03-04,53.2024
2021-03-05,57.5515
2021-03-06,57.5515
2021-03-07,57.5515
2021-03-08,59.8136
2021-03-09,56.8199
2021-03-10,57.6721
2021-03-11,55.6172
2021-03-12,57.4735
2021-03-13,57.4735
2021-03-14,57.4735
2021-03-15,58.5495
2021-03-16,56.9216
2021-03-17,57.6443
2021-03-18,58.3669
2021-03-19,57.9288
2021-03-20,57.9288
2021-03-21,57.9288
2021-03-22,57.2179
2021-03-23,52.3448
2021-03-24,54.9175
2021-03-25,56.6177
2021-03-26,58.5772
2021-03-27,58.5772
2021-03-28,58.5772
2021-03-29,57.5243
2021-03-30,57.997
2021-03-31,55.7906
2021-04-01,57.2803
2021-04-02,57.2803
2021-04-03,57.2803
2021-04-04,57.2803
2021-04-05,58.9366
2021-04-06,59.4784
2021-04-07,56.3184
2021-04-08,55.7935
2021-04-09,56.565
2021-04-10,56.565
2021-04-11,56.565
2021-04-12,57.7843
2021-04-13,55.7323
2021-04-14,55.9828
2021-04-15,56.5151
2021-04-16,57.8005
2021-04-17,57.8005
2021-04-18,57.8005
2021-04-19,57.8695
2021-04-20,56.4372
2021-04-21,58.5817
2021-04-22,55.4184
2021-04-23,57.8862
2021-04-24,57.8862
2021-04-25,57.8862
2021-04-26,57.7009
2021-04-27,56.9157
2021-04-28,57.8415
2021-04-29,59.2357
2021-04-30,57.1503
2021-05-01,57.1503
2021-05-02,57.1503
2021-05-03,58.6106
2021-05-04,61.8433
2021-05-05,62.574
2021-05-06,65.1618
2021-05-07,63.6014
2021-05-08,63.6014
2021-05-09,63.6014
2021-05-10,63.8545
2021-05-11,61.4086
2021-05-12,57.5449
2021-05-13,61.3775
2021-05-14,62.2864
2021-05-15,62.2864
2021-05-16,62.2864
2021-05-17,62.7025
2021-05-18,60.3538
2021-05-19,58.1313
2021-05-20,57.6564
2021-05-21,58.1647
2021-05-22,58.1647
2021-05-23,58.1647
2021-05-24,58.6115
2021-05-25,56.5193
2021-05-26,56.8523
2021-05-27,56.3738
2021-05-28,57.1204
2021-05-29,57.1204
2021-05-30,57.1204
2021-05-31,57.1204
2021-06-01,58.2776
2021-06-02,56.1112
2021-06-03,55.52
2021-06-04,56.2094
2021-06-05,56.2094
2021-06-06,56.2094
2021-06-07,53.8195
2021-06-08,54.6234
2021-06-09,53.7227
2021-06-10,54.0997
2021-06-11,55.6521
2021-06-12,55.6521
2021-06-13,55.6521
2021-06-14,53.7708
2021-06-15,55.1926
2021-06-16,53.0898
2021-06-17,49.5969
2021-06-18,47.6338
2021-06-19,47.6338
2021-06-20,47.6338
2021-06-21,50.1982
2021-06-22,50.7988
2021-06-23,49.322
2021-06-24,50.8614
2021-06-25,53.2416
2021-06-26,53.2416
2021-06-27,53.2416
2021-06-28,52.3033
2021-06-29,51.8469
2021-06-30,53.3215
2021-07-01,52.5737
2021-07-02,52.1951
2021-07-03,52.1951
2021-07-04,52.1951
2021-07-05,52.1951
2021-07-06,51.7744
2021-07-07,54.4642
2021-07-08,53.3417
2021-07-09,54.3157
2021-07-10,54.3157
2021-07-11,54.3157
2021-07-12,54.8814
2021-07-13,52.6698
2021-07-14,53.8756
2021-07-15,52.7484
2021-07-16,51.1613
2021-07-17,51.1613
2021-07-18,51.1613
2021-07-19,48.6269
2021-07-20,49.3479
2021-07-21,48.0571
2021-07-22,39.0125
2021-07-23,38.5391
2021-07-24,38.5391
2021-07-25,38.5391
2021-07-26,41.5475
2021-07-27,41.2672
2021-07-28,42.827
2021-07-29,44.4249
2021-07-30,44.226
2021-07-31,44.226
2021-08-01,44.226
2021-08-02,43.7627
2021-08-03,46.3777
2021-08-04,43.3647
2021-08-05,42.621
2021-08-06,42.6963
2021-08-07,42.6963
2021-08-08,42.6963
2021-08-09,44.9182
2021-08-10,45.5109
2021-08-11,48.1445
2021-08-12,49.1545
2021-08-13,50.8284
2021-08-14,50.8284
2021-08-15,50.8284
2021-08-16,50.5473
2021-08-17,49.5899
2021-08-18,48.2592
2021-08-19,48.783
2021-08-20,49.9072
2021-08-21,49.9072
2021-08-22,49.9072
2021-08-23,49.3101
2021-08-24,48.9315
2021-08-25,51.328
2021-08-26,50.2269
2021-08-27,52.4865
2021-08-28,52.4865
2021-08-29,52.4865
2021-08-30,53.1827
2021-08-31,52.5538
2021-09-01,53.0894
2021-09-02,56.7014
2021-09-03,54.8659
2021-09-04,54.8659
2021-09-05,54.8659
2021-09-06,54.8659
2021-09-07,50.3681
2021-09-08,48.2841
2021-09-09,46.2025
2021-09-10,43.4266
2021-09-11,43.4266
2021-09-12,43.4266
2021-09-13,42.6558
2021-09-14,41.2326
2021-09-15,41.746
2021-09-16,39.0963
2021-09-17,35.9973
2021-09-18,35.9973
2021-09-19,35.9973
2021-09-20,35.9723
2021-09-21,34.9675
2021-09-22,37.015
2021-09-23,38.916
2021-09-24,37.9247
2021-09-25,37.9247
2021-09-26,37.9247
2021-09-27,40.2431
2021-09-28,39.2697
2021-09-29,39.4035
2021-09-30,36.7776
2021-10-01,39.3572
2021-10-02,39.3572
2021-10-03,39.3572
2021-10-04,40.8634
2021-10-05,42.3449
2021-10-06,42.7686
2021-10-07,44.3758
2021-10-08,42.5853
2021-10-09,42.5853
2021-10-10,42.5853
2021-10-11,42.3922
2021-10-12,42.1616
2021-10-13,43.122
2021-10-14,45.5707
2021-10-15,45.1322
2021-10-16,45.1322
2021-10-17,45.1322
2021-10-18,45.449
2021-10-19,43.7324
2021-10-20,46.7192
2021-10-21,40.0542
2021-10-22,39.9363
2021-10-23,39.9363
2021-10-24,39.9363
2021-10-25,37.4561
2021-10-26,40.2364
2021-10-27,37.0704
2021-10-28,38.357
2021-10-29,37.1268
2021-10-30,37.1268
2021-10-31,37.1268
2021-11-01,39.4355
2021-11-02,40.1928
2021-11-03,41.331
2021-11-04,43.908
2021-11-05,48.1004
2021-11-06,48.1004
2021-11-07,48.1004
2021-11-08,47.413
2021-11-09,50.0015
2021-11-10,50.791
2021-11-11,52.6085
2021-11-12,54.1338
2021-11-13,54.1338
2021-11-14,54.1338
2021-11-15,53.5271
2021-11-16,52.2771
2021-11-17,53.4361
2021-11-18,50.4183
2021-11-19,50.6674
2021-11-20,50.6674
2021-11-21,50.6674
2021-11-22,55.312
2021-11-23,55.1585
2021-11-24,53.1006
2021-11-25,53.1006
2021-11-26,49.165
2021-11-27,49.165
2021-11-28,49.165
2021-11-29,48.4029
2021-11-30,41.3412
2021-12-01,41.265
2021-12-02,44.3784
2021-12-03,44.413
2021-12-04,44.413
2021-12-05,44.413
2021-12-06,48.7999
2021-12-07,48.4726
2021-12-08,48.57
2021-12-09,46.6557
2021-12-10,47.6051
2021-12-11,47.6051
2021-12-12,47.6051
2021-12-13,46.1191
2021-12-14,44.9924
2021-12-15,45.1019
2021-12-16,47.0296
2021-12-17,44.3258
2021-12-18,44.3258
2021-12-19,44.3258
2021-12-20,35.5768
2021-12-21,39.5041
2021-12-22,37.793
2021-12-23,38.2541
2021-12-24,38.2541
2021-12-25,38.2541
2021-12-26,38.2541
2021-12-27,43.086
2021-12-28,45.2589
2021-12-29,45.6823
2021-12-30,45.1286
2021-12-31,45.6618
2022-01-01,45.6618
2022-01-02,45.6618
2022-01-03,44.6641
2022-01-04,47.086
2022-01-05,47.526
2022-01-06,46.7486
2022-01-07,47.4538
2022-01-08,47.4538
2022-01-09,47.4538
2022-01-10,46.9781
2022-01-11,47.6172
2022-01-12,47.2052
2022-01-13,48.5537
2022-01-14,48.0582
2022-01-15,48.0582
2022-01-16,48.0582
2022-01-17,48.0582
2022-01-18,45.6768
2022-01-19,48.2937
2022-01-20,45.8896
2022-01-21,43.229
2022-01-22,43.229
2022-01-23,43.229
2022-01-24,46.0676
2022-01-25,44.2576
2022-01-26,42.1656
2022-01-27,43.3667
2022-01-28,44.3628
2022-01-29,44.3628
2022-01-30,44.3628
2022-01-31,44.122
2022-02-01,47.5888
2022-02-02,47.4451
2022-02-03,45.4852
2022-02-04,43.9343
2022-02-05,43.9343
2022-02-06,43.9343
2022-02-07,42.7697
2022-02-08,45.8412
2022-02-09,46.9418
2022-02-10,43.0307
2022-02-11,44.112
2022-02-12,44.112
2022-02-13,44.112
2022-02-14,43.9551
2022-02-15,48.4454
2022-02-16,49.7077
2022-02-17,51.8082
2022-02-18,52.9618
2022-02-19,52.9618
2022-02-20,52.9618
2022-02-21,52.9618
2022-02-22,52.8676
2022-02-23,50.1304
2022-02-24,47.3387
2022-02-25,53.1989
2022-02-26,53.1989
2022-02-27,53.1989
2022-02-28,52.9984
2022-03-01,47.3775
2022-03-02,48.7245
2022-03-03,49.7933
2022-03-04,48.8933
2022-03-05,48.8933
2022-03-06,48.8933
2022-03-07,44.9106
2022-03-08,42.5764
2022-03-09,45.3773
2022-03-10,45.4841
2022-03-11,45.9218
2022-03-12,45.9218
2022-03-13,45.9218
2022-03-14,49.8279
2022-03-15,50.9518
2022-03-16,51.658
2022-03-17,52.9156
2022-03-18,54.1957
2022-03-19,54.1957
2022-03-20,54.1957
2022-03-21,52.3947
2022-03-22,59.557
2022-03-23,56.3336
2022-03-24,56.5089
2022-03-25,59.0952
2022-03-26,59.0952
2022-03-27,59.0952
2022-03-28,57.6456
2022-03-29,59.5517
2022-03-30,60.1406
2022-03-31,59.7046
2022-04-01,61.7483
2022-04-02,61.7483
2022-04-03,61.7483
2022-04-04,58.6958
2022-04-05,58.1171
2022-04-06,59.2505
2022-04-07,59.1126
2022-04-08,59.3475
2022-04-09,59.3475
2022-04-10,59.3475
2022-04-11,60.0791
2022-04-12,59.4509
2022-04-13,60.2895
2022-04-14,60.2266
2022-04-15,60.2266
2022-04-16,60.2266
2022-04-17,60.2266
2022-04-18,58.7999
2022-04-19,61.8537
2022-04-20,64.3109
2022-04-21,65.862
2022-04-22,55.3078
2022-04-23,55.3078
2022-04-24,55.3078
2022-04-25,53.3626
2022-04-26,49.3642
2022-04-27,51.3602
2022-04-28,52.9868
2022-04-29,52.5539
2022-04-30,52.5539
2022-05-01,52.5539
2022-05-02,49.441
2022-05-03,51.3997
2022-05-04,54.1733
2022-05-05,50.7519
2022-05-06,50.2276
2022-05-07,50.2276
2022-05-08,50.2276
2022-05-09,48.4491
2022-05-10,46.1697
2022-05-11,45.1593
2022-05-12,46.2271
2022-05-13,45.8027
2022-05-14,45.8027
2022-05-15,45.8027
2022-05-16,46.1585
2022-05-17,48.7051
2022-05-18,45.2075
2022-05-19,44.3876
2022-05-20,43.2068
2022-05-21,43.2068
2022-05-22,43.2068
2022-05-23,45.2747
2022-05-24,45.7191
2022-05-25,45.4139
2022-05-26,46.8144
2022-05-27,49.5578
2022-05-28,49.5578
2022-05-29,49.5578
2022-05-30,49.5578
2022-05-31,48.1798
2022-06-01,49.8172
2022-06-02,51.7273
2022-06-03,50.4533
2022-06-04,50.4533
2022-06-05,50.4533
2022-06-06,51.725
2022-06-07,52.9337
2022-06-08,49.2173
2022-06-09,47.512
2022-06-10,45.0788
2022-06-11,45.0788
2022-06-12,45.0788
2022-06-13,42.3448
2022-06-14,41.4284
2022-06-15,41.127
2022-06-16,36.6666
2022-06-17,37.6995
2022-06-18,37.6995
2022-06-19,37.6995
2022-06-20,37.6995
2022-06-21,37.7727
2022-06-22,43.7474
2022-06-23,44.2336
2022-06-24,48.0885
2022-06-25,48.0885
2022-06-26,48.0885
2022-06-27,49.2847
2022-06-28,48.013
2022-06-29,48.4455
2022-06-30,48.3698
2022-07-01,51.852
2022-07-02,51.852
2022-07-03,51.852
2022-07-04,51.852
2022-07-05,49.2599
2022-07-06,49.8744
2022-07-07,51.2485
2022-07-08,49.7971
2022-07-09,49.7971
2022-07-10,49.7971
2022-07-11,49.9161
2022-07-12,49.5114
2022-07-13,49.7432
2022-07-14,49.572
2022-07-15,50.1927
2022-07-16,50.1927
2022-07-17,50.1927
2022-07-18,49.0114
2022-07-19,52.9255
2022-07-20,53.4564
2022-07-21,58.2691
2022-07-22,57.6453
2022-07-23,57.6453
2022-07-24,57.6453
2022-07-25,58.0385
2022-07-26,59.179
2022-07-27,58.9202
2022-07-28,59.142
2022-07-29,60.6269
2022-07-30,60.6269
2022-07-31,60.6269
2022-08-01,61.4148
2022-08-02,57.7468
2022-08-03,57.3791
2022-08-04,54.2164
2022-08-05,54.0177
2022-08-06,54.0177
2022-08-07,54.0177
2022-08-08,55.2891
2022-08-09,57.3
2022-08-10,59.1984
2022-08-11,60.2433
2022-08-12,62.2436
2022-08-13,62.2436
2022-08-14,62.2436
2022-08-15,62.9834
2022-08-16,63.8523
2022-08-17,62.6882
2022-08-18,62.8141
2022-08-19,60.6665
2022-08-20,60.6665
2022-08-21,60.6665
2022-08-22,60.0089
2022-08-23,60.6705
2022-08-24,60.6076
2022-08-25,62.3431
2022-08-26,58.2671
2022-08-27,58.2671
2022-08-28,58.2671
2022-08-29,57.6468
2022-08-30,57.5261
2022-08-31,54.1822
2022-09-01,53.4214
2022-09-02,52.8526
2022-09-03,52.8526
2022-09-04,52.8526
2022-09-05,52.8526
2022-09-06,52.7945
2022-09-07,56.9356
2022-09-08,56.2708
2022-09-09,57.9114
2022-09-10,57.9114
2022-09-11,57.9114
2022-09-12,59.4626
2022-09-13,53.2036
2022-09-14,51.921
2022-09-15,51.5537
2022-09-16,44.8893
2022-09-17,44.8893
2022-09-18,44.8893
2022-09-19,49.0405
2022-09-20,45.6098
2022-09-21,43.9527
2022-09-22,42.3782
2022-09-23,40.1466
2022-09-24,40.1466
2022-09-25,40.1466
2022-09-26,39.0902
2022-09-27,38.7604
2022-09-28,42.4986
2022-09-29,40.7873
2022-09-30,41.4037
2022-10-01,41.4037
2022-10-02,41.4037
2022-10-03,43.9622
2022-10-04,47.0959
2022-10-05,46.5917
2022-10-06,47.4644
2022-10-07,44.6944
2022-10-08,44.6944
2022-10-09,44.6944
2022-10-10,46.6755
2022-10-11,47.231
2022-10-12,46.2735
2022-10-13,50.9066
2022-10-14,49.9575
2022-10-15,49.9575
2022-10-16,49.9575
2022-10-17,52.202
2022-10-18,54.1581
2022-10-19,52.6224
2022-10-20,50.058
2022-10-21,53.4459
2022-10-22,53.4459
2022-10-23,53.4459
2022-10-24,53.5188
2022-10-25,54.8533
2022-10-26,54.0615
2022-10-27,55.2496
2022-10-28,58.0386
2022-10-29,58.0386
2022-10-30,58.0386
2022-10-31,52.1589
2022-11-01,46.1098
2022-11-02,42.6678
2022-11-03,42.6867
2022-11-04,45.8993
2022-11-05,45.8993
2022-11-06,45.8993
2022-11-07,46.7686
2022-11-08,46.4691
2022-11-09,44.769
2022-11-10,48.0119
2022-11-11,47.3335
2022-11-12,47.3335
2022-11-13,47.3335
2022-11-14,47.425
2022-11-15,47.8188
2022-11-16,49.478
2022-11-17,49.3321
2022-11-18,50.7951
2022-11-19,50.7951
2022-11-20,50.7951
2022-11-21,51.7559
2022-11-22,52.8546
2022-11-23,52.8131
2022-11-24,52.8131
2022-11-25,53.1931
2022-11-26,53.1931
2022-11-27,53.1931
2022-11-28,50.6811
2022-11-29,50.4739
2022-11-30,53.2612
2022-12-01,54.299
2022-12-02,55.1421
2022-12-03,55.1421
2022-12-04,55.1421
2022-12-05,51.8028
2022-12-06,51.6963
2022-12-07,51.2817
2022-12-08,52.1591
2022-12-09,50.1568
2022-12-10,50.1568
2022-12-11,50.1568
2022-12-12,50.8508
2022-12-13,51.2675
2022-12-14,52.0206
2022-12-15,48.2543
2022-12-16,47.6735
2022-12-17,47.6735
2022-12-18,47.6735
2022-12-19,47.7217
2022-12-20,47.8708
2022-12-21,50.6603
2022-12-22,49.4929
2022-12-23,51.018
2022-12-24,51.018
2022-12-25,51.018
2022-12-26,51.018
2022-12-27,52.3438
2022-12-28,49.7996
2022-12-29,51.3975
2022-12-30,51.5616
2022-12-31,51.5616
2023-01-01,51.5616
2023-01-02,51.5616
2023-01-03,50.6017
2023-01-04,50.7266
2023-01-05,46.9684
2023-01-06,50.1873
2023-01-07,50.1873
2023-01-08,50.1873
2023-01-09,48.8324
2023-01-10,49.3535
2023-01-11,50.0303
2023-01-12,52.7177
2023-01-13,52.7887
2023-01-14,52.7887
2023-01-15,52.7887
2023-01-16,52.7887
2023-01-17,50.7903
2023-01-18,47.8326
2023-01-19,45.875
2023-01-20,48.1477
2023-01-21,48.1477
2023-01-22,48.1477
2023-01-23,49.5909
2023-01-24,49.7903
2023-01-25,51.8824
2023-01-26,51.3357
2023-01-27,50.5486
2023-01-28,50.5486
2023-01-29,50.5486
2023-01-30,49.4249
2023-01-31,52.6651
2023-02-01,52.8847
2023-02-02,55.1561
2023-02-03,54.5263
2023-02-04,54.5263
2023-02-05,54.5263
2023-02-06,52.5243
2023-02-07,50.1627
2023-02-08,48.201
2023-02-09,49.8096
2023-02-10,48.161
2023-02-11,48.161
2023-02-12,48.161
2023-02-13,50.8534
2023-02-14,50.6962
2023-02-15,50.7487
2023-02-16,50.8569
2023-02-17,52.2147
2023-02-18,52.2147
2023-02-19,52.2147
2023-02-20,52.2147
2023-02-21,44.606
2023-02-22,45.2198
2023-02-23,47.9067
2023-02-24,48.3304
2023-02-25,48.3304
2023-02-26,48.3304
2023-02-27,49.3166
2023-02-28,48.5395
2023-03-01,50.7857
2023-03-02,50.299
2023-03-03,51.9913
2023-03-04,51.9913
2023-03-05,51.9913
2023-03-06,47.9048
2023-03-07,46.6804
2023-03-08,46.6558
2023-03-09,44.8415
2023-03-10,42.0741
2023-03-11,42.0741
2023-03-12,42.0741
2023-03-13,42.7984
2023-03-14,45.8624
2023-03-15,40.5169
2023-03-16,41.3653
2023-03-17,38.8078
2023-03-18,38.8078
2023-03-19,38.8078
