,ED US Equity
2020-12-27,38.7218
2020-12-28,40.8865
2020-12-29,39.9953
2020-12-30,40.6907
2020-12-31,43.923
2021-01-01,43.923
2021-01-02,43.923
2021-01-03,43.923
2021-01-04,40.9495
2021-01-05,39.589
2021-01-06,43.2666
2021-01-07,40.7681
2021-01-08,40.8169
2021-01-09,40.8169
2021-01-10,40.8169
2021-01-11,38.8325
2021-01-12,37.5576
2021-01-13,41.6897
2021-01-14,39.8341
2021-01-15,42.4605
2021-01-16,42.4605
2021-01-17,42.4605
2021-01-18,42.4605
2021-01-19,42.2596
2021-01-20,43.3229
2021-01-21,41.9504
2021-01-22,41.4008
2021-01-23,41.4008
2021-01-24,41.4008
2021-01-25,45.573
2021-01-26,44.915
2021-01-27,47.6516
2021-01-28,45.1997
2021-01-29,46.4219
2021-01-30,46.4219
2021-01-31,46.4219
2021-02-01,46.3656
2021-02-02,45.4345
2021-02-03,46.0068
2021-02-04,46.1936
2021-02-05,48.2986
2021-02-06,48.2986
2021-02-07,48.2986
2021-02-08,47.8306
2021-02-09,47.9964
2021-02-10,50.2407
2021-02-11,49.1214
2021-02-12,47.426
2021-02-13,47.426
2021-02-14,47.426
2021-02-15,47.426
2021-02-16,46.9025
2021-02-17,47.1848
2021-02-18,46.8568
2021-02-19,42.8107
2021-02-20,42.8107
2021-02-21,42.8107
2021-02-22,42.3786
2021-02-23,41.7559
2021-02-24,39.7037
2021-02-25,41.1699
2021-02-26,38.281
2021-02-27,38.281
2021-02-28,38.281
2021-03-01,42.1709
2021-03-02,42.2792
2021-03-03,43.2414
2021-03-04,42.2627
2021-03-05,45.8755
2021-03-06,45.8755
2021-03-07,45.8755
2021-03-08,48.841
2021-03-09,49.2961
2021-03-10,50.9126
2021-03-11,49.5898
2021-03-12,52.2057
2021-03-13,52.2057
2021-03-14,52.2057
2021-03-15,54.1401
2021-03-16,54.7004
2021-03-17,53.9399
2021-03-18,54.9017
2021-03-19,55.0822
2021-03-20,55.0822
2021-03-21,55.0822
2021-03-22,54.3786
2021-03-23,57.0784
2021-03-24,57.4938
2021-03-25,59.2958
2021-03-26,59.6539
2021-03-27,59.6539
2021-03-28,59.6539
2021-03-29,61.7235
2021-03-30,58.4383
2021-03-31,59.3175
2021-04-01,57.782
2021-04-02,57.782
2021-04-03,57.782
2021-04-04,57.782
2021-04-05,59.8682
2021-04-06,60.7002
2021-04-07,59.5172
2021-04-08,58.9232
2021-04-09,59.0345
2021-04-10,59.0345
2021-04-11,59.0345
2021-04-12,59.3761
2021-04-13,60.6216
2021-04-14,61.2693
2021-04-15,63.4767
2021-04-16,65.4914
2021-04-17,65.4914
2021-04-18,65.4914
2021-04-19,65.7596
2021-04-20,67.6192
2021-04-21,64.0564
2021-04-22,63.1867
2021-04-23,60.9276
2021-04-24,60.9276
2021-04-25,60.9276
2021-04-26,59.0096
2021-04-27,56.8394
2021-04-28,56.8876
2021-04-29,58.0988
2021-04-30,59.7371
2021-05-01,59.7371
2021-05-02,59.7371
2021-05-03,60.5128
2021-05-04,61.351
2021-05-05,57.1768
2021-05-06,59.4288
2021-05-07,59.9455
2021-05-08,59.9455
2021-05-09,59.9455
2021-05-10,63.6136
2021-05-11,61.9139
2021-05-12,57.4319
2021-05-13,60.2823
2021-05-14,59.3586
2021-05-15,59.3586
2021-05-16,59.3586
2021-05-17,58.639
2021-05-18,57.9812
2021-05-19,58.5186
2021-05-20,59.501
2021-05-21,60.6831
2021-05-22,60.6831
2021-05-23,60.6831
2021-05-24,58.7769
2021-05-25,56.9579
2021-05-26,57.4123
2021-05-27,53.9102
2021-05-28,54.8432
2021-05-29,54.8432
2021-05-30,54.8432
2021-05-31,54.8432
2021-06-01,52.4391
2021-06-02,53.3787
2021-06-03,54.5904
2021-06-04,54.528
2021-06-05,54.528
2021-06-06,54.528
2021-06-07,54.7153
2021-06-08,51.5156
2021-06-09,53.1549
2021-06-10,53.595
2021-06-11,54.1245
2021-06-12,54.1245
2021-06-13,54.1245
2021-06-14,55.5602
2021-06-15,55.5602
2021-06-16,50.5765
2021-06-17,50.7557
2021-06-18,45.6478
2021-06-19,45.6478
2021-06-20,45.6478
2021-06-21,47.774
2021-06-22,45.8395
2021-06-23,43.3753
2021-06-24,43.2781
2021-06-25,44.6891
2021-06-26,44.6891
2021-06-27,44.6891
2021-06-28,44.5588
2021-06-29,40.2599
2021-06-30,39.5245
2021-07-01,42.2369
2021-07-02,42.0702
2021-07-03,42.0702
2021-07-04,42.0702
2021-07-05,42.0702
2021-07-06,43.6153
2021-07-07,44.9089
2021-07-08,44.9742
2021-07-09,44.8094
2021-07-10,44.8094
2021-07-11,44.8094
2021-07-12,45.0178
2021-07-13,42.9749
2021-07-14,44.9572
2021-07-15,48.8036
2021-07-16,50.5454
2021-07-17,50.5454
2021-07-18,50.5454
2021-07-19,47.1671
2021-07-20,46.6115
2021-07-21,44.4708
2021-07-22,45.3257
2021-07-23,48.8944
2021-07-24,48.8944
2021-07-25,48.8944
2021-07-26,48.2655
2021-07-27,52.7522
2021-07-28,50.063
2021-07-29,49.8672
2021-07-30,47.795
2021-07-31,47.795
2021-08-01,47.795
2021-08-02,49.8916
2021-08-03,50.8702
2021-08-04,50.9269
2021-08-05,52.2096
2021-08-06,52.7771
2021-08-07,52.7771
2021-08-08,52.7771
2021-08-09,54.3204
2021-08-10,55.2285
2021-08-11,57.1512
2021-08-12,57.4921
2021-08-13,58.7714
2021-08-14,58.7714
2021-08-15,58.7714
2021-08-16,60.0653
2021-08-17,59.1712
2021-08-18,56.7897
2021-08-19,57.0412
2021-08-20,57.7757
2021-08-21,57.7757
2021-08-22,57.7757
2021-08-23,53.5497
2021-08-24,50.9887
2021-08-25,51.7635
2021-08-26,51.5948
2021-08-27,52.9283
2021-08-28,52.9283
2021-08-29,52.9283
2021-08-30,53.1192
2021-08-31,52.2067
2021-09-01,55.3488
2021-09-02,57.3695
2021-09-03,54.311
2021-09-04,54.311
2021-09-05,54.311
2021-09-06,54.311
2021-09-07,49.6283
2021-09-08,55.3496
2021-09-09,53.68
2021-09-10,48.9041
2021-09-11,48.9041
2021-09-12,48.9041
2021-09-13,48.1696
2021-09-14,47.5886
2021-09-15,47.0549
2021-09-16,46.171
2021-09-17,44.6208
2021-09-18,44.6208
2021-09-19,44.6208
2021-09-20,45.3924
2021-09-21,44.6945
2021-09-22,45.3629
2021-09-23,44.9694
2021-09-24,44.6545
2021-09-25,44.6545
2021-09-26,44.6545
2021-09-27,43.3139
2021-09-28,42.2802
2021-09-29,46.8547
2021-09-30,44.4265
2021-10-01,41.844
2021-10-02,41.844
2021-10-03,41.844
2021-10-04,47.0539
2021-10-05,46.5743
2021-10-06,51.0737
2021-10-07,50.4301
2021-10-08,47.9564
2021-10-09,47.9564
2021-10-10,47.9564
2021-10-11,49.2304
2021-10-12,53.829
2021-10-13,54.6924
2021-10-14,53.5979
2021-10-15,50.3089
2021-10-16,50.3089
2021-10-17,50.3089
2021-10-18,46.4283
2021-10-19,48.6084
2021-10-20,52.8177
2021-10-21,52.6423
2021-10-22,54.1063
2021-10-23,54.1063
2021-10-24,54.1063
2021-10-25,53.553
2021-10-26,54.4705
2021-10-27,53.6753
2021-10-28,54.3878
2021-10-29,51.9361
2021-10-30,51.9361
2021-10-31,51.9361
2021-11-01,53.66
2021-11-02,54.4457
2021-11-03,55.7165
2021-11-04,53.7073
2021-11-05,58.0247
2021-11-06,58.0247
2021-11-07,58.0247
2021-11-08,54.8444
2021-11-09,56.5028
2021-11-10,56.7765
2021-11-11,55.7164
2021-11-12,54.5246
2021-11-13,54.5246
2021-11-14,54.5246
2021-11-15,58.0238
2021-11-16,56.6877
2021-11-17,56.6309
2021-11-18,56.9876
2021-11-19,57.8175
2021-11-20,57.8175
2021-11-21,57.8175
2021-11-22,59.0116
2021-11-23,60.3033
2021-11-24,60.4108
2021-11-25,60.4108
2021-11-26,58.6041
2021-11-27,58.6041
2021-11-28,58.6041
2021-11-29,62.1783
2021-11-30,54.3478
2021-12-01,54.9968
2021-12-02,56.5928
2021-12-03,60.1771
2021-12-04,60.1771
2021-12-05,60.1771
2021-12-06,61.6375
2021-12-07,62.0066
2021-12-08,61.9186
2021-12-09,62.1962
2021-12-10,63.8851
2021-12-11,63.8851
2021-12-12,63.8851
2021-12-13,65.3653
2021-12-14,64.4126
2021-12-15,66.6737
2021-12-16,66.9472
2021-12-17,64.159
2021-12-18,64.159
2021-12-19,64.159
2021-12-20,64.5453
2021-12-21,62.4257
2021-12-22,63.3184
2021-12-23,63.0601
2021-12-24,63.0601
2021-12-25,63.0601
2021-12-26,63.0601
2021-12-27,62.9273
2021-12-28,64.2324
2021-12-29,65.5434
2021-12-30,65.6921
2021-12-31,65.958
2022-01-01,65.958
2022-01-02,65.958
2022-01-03,65.248
2022-01-04,64.6418
2022-01-05,65.8322
2022-01-06,65.1283
2022-01-07,65.7595
2022-01-08,65.7595
2022-01-09,65.7595
2022-01-10,62.2986
2022-01-11,56.399
2022-01-12,56.6967
2022-01-13,58.5275
2022-01-14,57.1283
2022-01-15,57.1283
2022-01-16,57.1283
2022-01-17,57.1283
2022-01-18,52.4068
2022-01-19,52.8285
2022-01-20,52.4977
2022-01-21,54.1712
2022-01-22,54.1712
2022-01-23,54.1712
2022-01-24,52.1185
2022-01-25,51.5754
2022-01-26,50.2804
2022-01-27,54.106
2022-01-28,58.5741
2022-01-29,58.5741
2022-01-30,58.5741
2022-01-31,62.2722
2022-02-01,61.0335
2022-02-02,63.1205
2022-02-03,62.6159
2022-02-04,59.8324
2022-02-05,59.8324
2022-02-06,59.8324
2022-02-07,60.8525
2022-02-08,60.2935
2022-02-09,60.1664
2022-02-10,53.3346
2022-02-11,53.8649
2022-02-12,53.8649
2022-02-13,53.8649
2022-02-14,50.654
2022-02-15,48.534
2022-02-16,47.867
2022-02-17,48.8283
2022-02-18,55.9973
2022-02-19,55.9973
2022-02-20,55.9973
2022-02-21,55.9973
2022-02-22,56.278
2022-02-23,55.3645
2022-02-24,52.6132
2022-02-25,57.8424
2022-02-26,57.8424
2022-02-27,57.8424
2022-02-28,57.4188
2022-03-01,56.4377
2022-03-02,59.2626
2022-03-03,61.5868
2022-03-04,64.0327
2022-03-05,64.0327
2022-03-06,64.0327
2022-03-07,64.416
2022-03-08,60.8309
2022-03-09,59.9128
2022-03-10,61.6757
2022-03-11,61.3428
2022-03-12,61.3428
2022-03-13,61.3428
2022-03-14,61.6393
2022-03-15,63.0719
2022-03-16,61.0355
2022-03-17,61.659
2022-03-18,58.2456
2022-03-19,58.2456
2022-03-20,58.2456
2022-03-21,59.7754
2022-03-22,59.055
2022-03-23,60.2067
2022-03-24,62.6637
2022-03-25,64.6162
2022-03-26,64.6162
2022-03-27,64.6162
2022-03-28,65.1652
2022-03-29,65.8613
2022-03-30,67.5863
2022-03-31,67.4406
2022-04-01,69.3924
2022-04-02,69.3924
2022-04-03,69.3924
2022-04-04,67.4616
2022-04-05,68.4255
2022-04-06,71.2569
2022-04-07,68.8717
2022-04-08,69.3144
2022-04-09,69.3144
2022-04-10,69.3144
2022-04-11,65.6966
2022-04-12,67.3133
2022-04-13,67.4456
2022-04-14,67.6218
2022-04-15,67.6218
2022-04-16,67.6218
2022-04-17,67.6218
2022-04-18,64.5896
2022-04-19,66.1318
2022-04-20,66.6928
2022-04-21,66.0701
2022-04-22,61.4817
2022-04-23,61.4817
2022-04-24,61.4817
2022-04-25,60.3594
2022-04-26,58.1386
2022-04-27,57.0888
2022-04-28,58.3727
2022-04-29,52.2254
2022-04-30,52.2254
2022-05-01,52.2254
2022-05-02,50.7312
2022-05-03,51.2647
2022-05-04,53.6127
2022-05-05,51.834
2022-05-06,54.2988
2022-05-07,54.2988
2022-05-08,54.2988
2022-05-09,55.0204
2022-05-10,51.3901
2022-05-11,54.3273
2022-05-12,54.4496
2022-05-13,56.2664
2022-05-14,56.2664
2022-05-15,56.2664
2022-05-16,55.4815
2022-05-17,57.6226
2022-05-18,56.9875
2022-05-19,56.0741
2022-05-20,57.8056
2022-05-21,57.8056
2022-05-22,57.8056
2022-05-23,60.8232
2022-05-24,64.6168
2022-05-25,64.4501
2022-05-26,63.3626
2022-05-27,64.3445
2022-05-28,64.3445
2022-05-29,64.3445
2022-05-30,64.3445
2022-05-31,61.1903
2022-06-01,59.7443
2022-06-02,59.6286
2022-06-03,58.0699
2022-06-04,58.0699
2022-06-05,58.0699
2022-06-06,58.389
2022-06-07,59.034
2022-06-08,55.6522
2022-06-09,50.4041
2022-06-10,51.5985
2022-06-11,51.5985
2022-06-12,51.5985
2022-06-13,44.6466
2022-06-14,41.2408
2022-06-15,40.5257
2022-06-16,39.7454
2022-06-17,38.6957
2022-06-18,38.6957
2022-06-19,38.6957
2022-06-20,38.6957
2022-06-21,41.3916
2022-06-22,42.743
2022-06-23,47.1463
2022-06-24,49.8292
2022-06-25,49.8292
2022-06-26,49.8292
2022-06-27,50.8333
2022-06-28,51.7218
2022-06-29,52.6697
2022-06-30,53.2709
2022-07-01,56.4903
2022-07-02,56.4903
2022-07-03,56.4903
2022-07-04,56.4903
2022-07-05,49.0565
2022-07-06,49.6739
2022-07-07,48.4878
2022-07-08,47.9988
2022-07-09,47.9988
2022-07-10,47.9988
2022-07-11,49.5307
2022-07-12,49.3583
2022-07-13,48.8943
2022-07-14,49.4201
2022-07-15,50.3743
2022-07-16,50.3743
2022-07-17,50.3743
2022-07-18,47.4476
2022-07-19,48.4798
2022-07-20,45.9781
2022-07-21,46.3047
2022-07-22,49.1655
2022-07-23,49.1655
2022-07-24,49.1655
2022-07-25,51.8675
2022-07-26,53.8219
2022-07-27,54.3205
2022-07-28,58.2618
2022-07-29,59.2906
2022-07-30,59.2906
2022-07-31,59.2906
2022-08-01,57.5446
2022-08-02,57.0271
2022-08-03,57.0984
2022-08-04,55.8152
2022-08-05,55.3542
2022-08-06,55.3542
2022-08-07,55.3542
2022-08-08,57.3435
2022-08-09,57.9501
2022-08-10,58.0705
2022-08-11,56.9946
2022-08-12,57.9892
2022-08-13,57.9892
2022-08-14,57.9892
2022-08-15,59.791
2022-08-16,60.5681
2022-08-17,61.3992
2022-08-18,61.9182
2022-08-19,60.9971
2022-08-20,60.9971
2022-08-21,60.9971
2022-08-22,58.3055
2022-08-23,56.8264
2022-08-24,57.0345
2022-08-25,58.0459
2022-08-26,55.8646
2022-08-27,55.8646
2022-08-28,55.8646
2022-08-29,57.0845
2022-08-30,54.9808
2022-08-31,53.7205
2022-09-01,56.8282
2022-09-02,54.6831
2022-09-03,54.6831
2022-09-04,54.6831
2022-09-05,54.6831
2022-09-06,53.1061
2022-09-07,58.9448
2022-09-08,57.7269
2022-09-09,58.026
2022-09-10,58.026
2022-09-11,58.026
2022-09-12,59.6873
2022-09-13,53.3577
2022-09-14,55.1816
2022-09-15,51.0014
2022-09-16,50.6099
2022-09-17,50.6099
2022-09-18,50.6099
2022-09-19,52.3537
2022-09-20,50.4419
2022-09-21,48.5575
2022-09-22,48.8723
2022-09-23,47.2925
2022-09-24,47.2925
2022-09-25,47.2925
2022-09-26,43.7506
2022-09-27,40.4781
2022-09-28,40.5739
2022-09-29,36.7111
2022-09-30,34.6587
2022-10-01,34.6587
2022-10-02,34.6587
2022-10-03,38.2311
2022-10-04,40.7869
2022-10-05,37.6627
2022-10-06,35.3688
2022-10-07,33.1699
2022-10-08,33.1699
2022-10-09,33.1699
2022-10-10,33.0907
2022-10-11,33.292
2022-10-12,31.4
2022-10-13,36.1248
2022-10-14,35.8958
2022-10-15,35.8958
2022-10-16,35.8958
2022-10-17,37.7831
2022-10-18,40.989
2022-10-19,40.4876
2022-10-20,39.2775
2022-10-21,41.6147
2022-10-22,41.6147
2022-10-23,41.6147
2022-10-24,41.41
2022-10-25,43.2702
2022-10-26,43.1358
2022-10-27,44.2429
2022-10-28,47.4051
2022-10-29,47.4051
2022-10-30,47.4051
2022-10-31,46.7432
2022-11-01,46.8372
2022-11-02,47.143
2022-11-03,47.9898
2022-11-04,50.0744
2022-11-05,50.0744
2022-11-06,50.0744
2022-11-07,46.5529
2022-11-08,47.5742
2022-11-09,46.6803
2022-11-10,51.6521
2022-11-11,49.0142
2022-11-12,49.0142
2022-11-13,49.0142
2022-11-14,49.3215
2022-11-15,51.0231
2022-11-16,53.3155
2022-11-17,52.4941
2022-11-18,56.0861
2022-11-19,56.0861
2022-11-20,56.0861
2022-11-21,56.8553
2022-11-22,58.1637
2022-11-23,59.8697
2022-11-24,59.8697
2022-11-25,60.8158
2022-11-26,60.8158
2022-11-27,60.8158
2022-11-28,59.1473
2022-11-29,58.7305
2022-11-30,60.8019
2022-12-01,60.4591
2022-12-02,59.5452
2022-12-03,59.5452
2022-12-04,59.5452
2022-12-05,59.5705
2022-12-06,59.8173
2022-12-07,57.9488
2022-12-08,59.3045
2022-12-09,57.2795
2022-12-10,57.2795
2022-12-11,57.2795
2022-12-12,59.7223
2022-12-13,59.9307
2022-12-14,59.7907
2022-12-15,56.9218
2022-12-16,53.6221
2022-12-17,53.6221
2022-12-18,53.6221
2022-12-19,53.0596
2022-12-20,52.5958
2022-12-21,54.3883
2022-12-22,53.354
2022-12-23,54.4579
2022-12-24,54.4579
2022-12-25,54.4579
2022-12-26,54.4579
2022-12-27,55.5616
2022-12-28,54.4309
2022-12-29,55.275
2022-12-30,52.9716
2022-12-31,52.9716
2023-01-01,52.9716
2023-01-02,52.9716
2023-01-03,53.7322
2023-01-04,55.1173
2023-01-05,52.5675
2023-01-06,56.6235
2023-01-07,56.6235
2023-01-08,56.6235
2023-01-09,56.4074
2023-01-10,56.9787
2023-01-11,57.783
2023-01-12,55.5515
2023-01-13,53.4935
2023-01-14,53.4935
2023-01-15,53.4935
2023-01-16,53.4935
2023-01-17,51.5923
2023-01-18,47.8128
2023-01-19,46.4061
2023-01-20,48.7807
2023-01-21,48.7807
2023-01-22,48.7807
2023-01-23,48.3745
2023-01-24,49.2847
2023-01-25,50.014
2023-01-26,50.8008
2023-01-27,50.8567
2023-01-28,50.8567
2023-01-29,50.8567
2023-01-30,51.1244
2023-01-31,51.6307
2023-02-01,51.9082
2023-02-02,51.2778
2023-02-03,46.7604
2023-02-04,46.7604
2023-02-05,46.7604
2023-02-06,48.0761
2023-02-07,47.4887
2023-02-08,44.7013
2023-02-09,41.98
2023-02-10,46.5988
2023-02-11,46.5988
2023-02-12,46.5988
2023-02-13,47.4758
2023-02-14,45.885
2023-02-15,46.0949
2023-02-16,47.072
2023-02-17,50.2938
2023-02-18,50.2938
2023-02-19,50.2938
2023-02-20,50.2938
2023-02-21,49.279
2023-02-22,48.654
2023-02-23,47.0528
2023-02-24,46.4432
2023-02-25,46.4432
2023-02-26,46.4432
2023-02-27,45.6591
2023-02-28,42.917
2023-03-01,40.885
2023-03-02,44.2097
2023-03-03,46.5117
2023-03-04,46.5117
2023-03-05,46.5117
2023-03-06,48.4277
2023-03-07,46.6441
2023-03-08,48.7188
2023-03-09,47.9695
2023-03-10,46.7242
2023-03-11,46.7242
2023-03-12,46.7242
2023-03-13,50.9872
2023-03-14,53.1668
2023-03-15,55.8786
2023-03-16,56.9234
2023-03-17,55.5422
2023-03-18,55.5422
2023-03-19,55.5422
