,BJRI US Equity
2023-03-22,44.7428
2023-03-23,43.5561
2023-03-24,43.5074
2023-03-25,43.5074
2023-03-26,43.5074
2023-03-27,43.432
2023-03-28,45.6719
2023-03-29,46.7159
2023-03-30,46.2423
2023-03-31,45.5125
2023-04-01,45.5125
2023-04-02,45.5125
2023-04-03,44.8922
2023-04-04,44.1287
2023-04-05,44.1
2023-04-06,43.255
2023-04-07,43.255
2023-04-08,43.255
2023-04-09,43.255
2023-04-10,45.8107
2023-04-11,46.2463
2023-04-12,42.5328
2023-04-13,42.6085
2023-04-14,42.0925
2023-04-15,42.0925
2023-04-16,42.0925
2023-04-17,41.9756
2023-04-18,45.6078
2023-04-19,45.8341
2023-04-20,47.6007
2023-04-21,54.6912
2023-04-22,54.6912
2023-04-23,54.6912
2023-04-24,48.6329
2023-04-25,46.2299
2023-04-26,45.8306
2023-04-27,47.4885
2023-04-28,56.8674
2023-04-29,56.8674
2023-04-30,56.8674
2023-05-01,55.9306
2023-05-02,55.6146
2023-05-03,54.4857
2023-05-04,53.6197
2023-05-05,52.0505
2023-05-06,52.0505
2023-05-07,52.0505
2023-05-08,49.6197
2023-05-09,52.1644
2023-05-10,51.3432
2023-05-11,49.5932
2023-05-12,49.3789
2023-05-13,49.3789
2023-05-14,49.3789
2023-05-15,50.7011
2023-05-16,50.867
2023-05-17,56.2272
2023-05-18,58.0663
2023-05-19,55.005
2023-05-20,55.005
2023-05-21,55.005
2023-05-22,51.3756
2023-05-23,51.0426
2023-05-24,53.1453
2023-05-25,52.8753
2023-05-26,51.1805
2023-05-27,51.1805
2023-05-28,51.1805
2023-05-29,51.1805
2023-05-30,48.2834
2023-05-31,48.1105
2023-06-01,49.2918
2023-06-02,52.897
2023-06-03,52.897
2023-06-04,52.897
2023-06-05,49.9187
2023-06-06,50.5886
2023-06-07,54.9309
2023-06-08,53.0084
2023-06-09,51.686
2023-06-10,51.686
2023-06-11,51.686
2023-06-12,51.4605
2023-06-13,53.2427
2023-06-14,52.3274
2023-06-15,52.0103
2023-06-16,49.6251
2023-06-17,49.6251
2023-06-18,49.6251
2023-06-19,49.6251
2023-06-20,49.0184
2023-06-21,50.6564
2023-06-22,50.7604
2023-06-23,48.8962
2023-06-24,48.8962
2023-06-25,48.8962
2023-06-26,49.8489
2023-06-27,51.2457
2023-06-28,49.8105
2023-06-29,51.7203
2023-06-30,52.6908
2023-07-01,52.6908
2023-07-02,52.6908
2023-07-03,54.3086
2023-07-04,54.3086
2023-07-05,50.2197
2023-07-06,49.2671
2023-07-07,49.8683
2023-07-08,49.8683
2023-07-09,49.8683
2023-07-10,52.439
2023-07-11,52.7491
2023-07-12,58.3654
2023-07-13,58.493
2023-07-14,58.094
2023-07-15,58.094
2023-07-16,58.094
2023-07-17,58.2752
2023-07-18,59.8684
2023-07-19,60.7634
2023-07-20,59.987
2023-07-21,55.4613
2023-07-22,55.4613
2023-07-23,55.4613
2023-07-24,55.3093
2023-07-25,54.0227
2023-07-26,54.6463
2023-07-27,53.8902
2023-07-28,61.1245
2023-07-29,61.1245
2023-07-30,61.1245
2023-07-31,63.4087
2023-08-01,60.1199
2023-08-02,59.4407
2023-08-03,59.0804
2023-08-04,59.187
2023-08-05,59.187
2023-08-06,59.187
2023-08-07,57.9683
2023-08-08,52.5702
2023-08-09,52.5433
2023-08-10,52.8927
2023-08-11,51.6837
2023-08-12,51.6837
2023-08-13,51.6837
2023-08-14,51.1492
2023-08-15,49.3971
2023-08-16,47.629
2023-08-17,44.3449
2023-08-18,42.7509
2023-08-19,42.7509
2023-08-20,42.7509
2023-08-21,42.3628
2023-08-22,43.2408
2023-08-23,44.673
2023-08-24,42.2513
2023-08-25,41.9254
2023-08-26,41.9254
2023-08-27,41.9254
2023-08-28,41.6642
2023-08-29,41.8346
2023-08-30,41.7337
2023-08-31,41.3981
2023-09-01,41.8447
2023-09-02,41.8447
2023-09-03,41.8447
2023-09-04,41.8447
2023-09-05,38.9289
2023-09-06,38.1804
2023-09-07,37.8165
2023-09-08,39.0976
2023-09-09,39.0976
2023-09-10,39.0976
2023-09-11,37.4514
2023-09-12,37.6161
2023-09-13,35.8116
2023-09-14,38.0147
2023-09-15,36.2654
2023-09-16,36.2654
2023-09-17,36.2654
2023-09-18,34.2074
2023-09-19,34.0317
2023-09-20,33.3888
2023-09-21,31.1433
2023-09-22,29.6768
2023-09-23,29.6768
2023-09-24,29.6768
2023-09-25,29.0438
2023-09-26,28.1665
2023-09-27,28.446
2023-09-28,32.2631
2023-09-29,31.824
2023-09-30,31.824
2023-10-01,31.824
2023-10-02,31.2995
2023-10-03,29.757
2023-10-04,32.735
2023-10-05,33.1349
2023-10-06,32.91
2023-10-07,32.91
2023-10-08,32.91
2023-10-09,34.0218
2023-10-10,34.0218
2023-10-11,33.5507
2023-10-12,30.8529
2023-10-13,32.214
2023-10-14,32.214
2023-10-15,32.214
2023-10-16,33.1378
2023-10-17,39.7341
2023-10-18,40.3327
2023-10-19,40.2187
2023-10-20,40.2187
2023-10-21,40.2187
2023-10-22,40.2187
2023-10-23,40.0672
2023-10-24,40.207
2023-10-25,39.7277
2023-10-26,38.7714
2023-10-27,47.6378
2023-10-28,47.6378
2023-10-29,47.6378
2023-10-30,47.3596
2023-10-31,48.1042
2023-11-01,50.0286
2023-11-02,53.0202
2023-11-03,56.7031
2023-11-04,56.7031
2023-11-05,56.7031
2023-11-06,54.9443
2023-11-07,53.6064
2023-11-08,52.7335
2023-11-09,51.9722
2023-11-10,52.1508
2023-11-11,52.1508
2023-11-12,52.1508
2023-11-13,53.0541
2023-11-14,59.5337
2023-11-15,63.2921
2023-11-16,62.5158
2023-11-17,62.9366
2023-11-18,62.9366
2023-11-19,62.9366
2023-11-20,63.2379
2023-11-21,62.7541
2023-11-22,62.7541
2023-11-23,62.7541
2023-11-24,62.1526
2023-11-25,62.1526
2023-11-26,62.1526
2023-11-27,60.7624
2023-11-28,59.3882
2023-11-29,60.1953
2023-11-30,58.4843
2023-12-01,61.3415
2023-12-02,61.3415
2023-12-03,61.3415
2023-12-04,62.6013
2023-12-05,61.5636
2023-12-06,64.2912
2023-12-07,65.9491
2023-12-08,66.0495
2023-12-09,66.0495
2023-12-10,66.0495
2023-12-11,63.485
2023-12-12,60.768
2023-12-13,62.9898
2023-12-14,65.1345
2023-12-15,62.5456
2023-12-16,62.5456
2023-12-17,62.5456
2023-12-18,62.1929
2023-12-19,63.6253
2023-12-20,60.8431
2023-12-21,62.4862
2023-12-22,64.3869
2023-12-23,64.3869
2023-12-24,64.3869
2023-12-25,64.3869
2023-12-26,68.2874
2023-12-27,69.5987
2023-12-28,68.808
2023-12-29,68.273
2023-12-30,68.273
2023-12-31,68.273
2024-01-01,68.273
2024-01-02,65.0886
2024-01-03,55.0158
2024-01-04,55.0418
2024-01-05,54.8125
2024-01-06,54.8125
2024-01-07,54.8125
2024-01-08,56.9081
2024-01-09,56.057
2024-01-10,55.6439
2024-01-11,53.7649
2024-01-12,52.2387
2024-01-13,52.2387
2024-01-14,52.2387
2024-01-15,52.2387
2024-01-16,50.4667
2024-01-17,47.8997
2024-01-18,51.5705
2024-01-19,57.4412
2024-01-20,57.4412
2024-01-21,57.4412
2024-01-22,60.5118
2024-01-23,58.394
2024-01-24,58.2107
2024-01-25,58.4803
2024-01-26,56.8981
2024-01-27,56.8981
2024-01-28,56.8981
2024-01-29,60.2983
2024-01-30,57.6537
2024-01-31,56.6965
2024-02-01,59.8432
2024-02-02,58.903
2024-02-03,58.903
2024-02-04,58.903
2024-02-05,56.1647
2024-02-06,57.7382
2024-02-07,57.4419
2024-02-08,59.3617
2024-02-09,58.4424
2024-02-10,58.4424
2024-02-11,58.4424
2024-02-12,59.6282
2024-02-13,55.1858
2024-02-14,54.1562
2024-02-15,55.8821
2024-02-16,58.0393
2024-02-17,58.0393
2024-02-18,58.0393
2024-02-19,58.0393
2024-02-20,53.1512
2024-02-21,49.8911
2024-02-22,50.7477
2024-02-23,51.8746
2024-02-24,51.8746
2024-02-25,51.8746
2024-02-26,53.076
2024-02-27,51.5684
2024-02-28,52.4303
2024-02-29,53.6976
2024-03-01,54.7407
2024-03-02,54.7407
2024-03-03,54.7407
2024-03-04,56.9232
2024-03-05,57.9919
2024-03-06,60.2712
2024-03-07,59.6544
2024-03-08,56.928
2024-03-09,56.928
2024-03-10,56.928
2024-03-11,54.3065
2024-03-12,55.2084
2024-03-13,55.0712
2024-03-14,51.5975
2024-03-15,51.6457
2024-03-16,51.6457
2024-03-17,51.6457
2024-03-18,52.114
2024-03-19,53.7483
2024-03-20,54.0629
2024-03-21,52.4997
2024-03-22,48.6622
2024-03-23,48.6622
2024-03-24,48.6622
2024-03-25,45.8863
2024-03-26,46.6998
2024-03-27,52.9007
2024-03-28,53.8626
2024-03-29,53.8626
2024-03-30,53.8626
2024-03-31,53.8626
2024-04-01,54.0392
2024-04-02,51.8334
2024-04-03,52.0219
2024-04-04,49.4691
2024-04-05,48.9333
2024-04-06,48.9333
2024-04-07,48.9333
2024-04-08,51.076
