,PUMP US Equity
2021-06-09,52.4467
2021-06-10,51.4373
2021-06-11,52.3336
2021-06-12,52.3336
2021-06-13,52.3336
2021-06-14,53.1233
2021-06-15,55.4157
2021-06-16,56.3961
2021-06-17,50.2774
2021-06-18,49.6524
2021-06-19,49.6524
2021-06-20,49.6524
2021-06-21,52.9781
2021-06-22,52.2745
2021-06-23,52.8229
2021-06-24,53.2273
2021-06-25,48.7431
2021-06-26,48.7431
2021-06-27,48.7431
2021-06-28,46.2195
2021-06-29,44.0421
2021-06-30,43.5995
2021-07-01,47.5784
2021-07-02,45.705
2021-07-03,45.705
2021-07-04,45.705
2021-07-05,45.705
2021-07-06,43.2149
2021-07-07,41.2125
2021-07-08,42.8027
2021-07-09,45.1828
2021-07-10,45.1828
2021-07-11,45.1828
2021-07-12,44.5437
2021-07-13,43.859
2021-07-14,42.0617
2021-07-15,40.3893
2021-07-16,39.2365
2021-07-17,39.2365
2021-07-18,39.2365
2021-07-19,37.5724
2021-07-20,39.1736
2021-07-21,42.4536
2021-07-22,42.3721
2021-07-23,41.3456
2021-07-24,41.3456
2021-07-25,41.3456
2021-07-26,43.7152
2021-07-27,42.6542
2021-07-28,42.1462
2021-07-29,41.8882
2021-07-30,40.8112
2021-07-31,40.8112
2021-08-01,40.8112
2021-08-02,40.9995
2021-08-03,41.9547
2021-08-04,38.3573
2021-08-05,40.7354
2021-08-06,41.1065
2021-08-07,41.1065
2021-08-08,41.1065
2021-08-09,40.7109
2021-08-10,43.1025
2021-08-11,43.598
2021-08-12,42.7791
2021-08-13,41.2241
2021-08-14,41.2241
2021-08-15,41.2241
2021-08-16,40.1713
2021-08-17,39.4908
2021-08-18,39.4908
2021-08-19,38.2879
2021-08-20,38.3626
2021-08-21,38.3626
2021-08-22,38.3626
2021-08-23,42.7369
2021-08-24,44.6037
2021-08-25,44.8693
2021-08-26,44.3197
2021-08-27,47.3232
2021-08-28,47.3232
2021-08-29,47.3232
2021-08-30,46.4026
2021-08-31,46.7375
2021-09-01,46.6772
2021-09-02,47.4494
2021-09-03,46.8748
2021-09-04,46.8748
2021-09-05,46.8748
2021-09-06,46.8748
2021-09-07,46.8748
2021-09-08,44.3825
2021-09-09,45.003
2021-09-10,44.8735
2021-09-11,44.8735
2021-09-12,44.8735
2021-09-13,49.0442
2021-09-14,47.8194
2021-09-15,49.6269
2021-09-16,47.9101
2021-09-17,47.9101
2021-09-18,47.9101
2021-09-19,47.9101
2021-09-20,45.1677
2021-09-21,44.0853
2021-09-22,44.0853
2021-09-23,49.2179
2021-09-24,49.9276
2021-09-25,49.9276
2021-09-26,49.9276
2021-09-27,53.8013
2021-09-28,54.492
2021-09-29,55.3706
2021-09-30,54.135
2021-10-01,58.0674
2021-10-02,58.0674
2021-10-03,58.0674
2021-10-04,61.0441
2021-10-05,61.3482
2021-10-06,58.2884
2021-10-07,59.8296
2021-10-08,60.5574
2021-10-09,60.5574
2021-10-10,60.5574
2021-10-11,60.5574
2021-10-12,60.3068
2021-10-13,61.8839
2021-10-14,60.6799
2021-10-15,61.564
2021-10-16,61.564
2021-10-17,61.564
2021-10-18,61.2081
2021-10-19,61.1167
2021-10-20,61.5326
2021-10-21,60.2937
2021-10-22,60.734
2021-10-23,60.734
2021-10-24,60.734
2021-10-25,61.0532
2021-10-26,62.4429
2021-10-27,56.9926
2021-10-28,58.2492
2021-10-29,53.9573
2021-10-30,53.9573
2021-10-31,53.9573
2021-11-01,54.512
2021-11-02,53.7582
2021-11-03,53.9048
2021-11-04,52.5272
2021-11-05,53.7499
2021-11-06,53.7499
2021-11-07,53.7499
2021-11-08,55.9504
2021-11-09,56.5914
2021-11-10,51.9834
2021-11-11,50.9311
2021-11-12,49.9652
2021-11-13,49.9652
2021-11-14,49.9652
2021-11-15,48.537
2021-11-16,47.9852
2021-11-17,45.1054
2021-11-18,42.7317
2021-11-19,39.8003
2021-11-20,39.8003
2021-11-21,39.8003
2021-11-22,42.1219
2021-11-23,45.7823
2021-11-24,46.9652
2021-11-25,46.9652
2021-11-26,44.362
2021-11-27,44.362
2021-11-28,44.362
2021-11-29,46.3345
2021-11-30,44.5691
2021-12-01,43.6765
2021-12-02,45.8406
2021-12-03,44.9149
2021-12-04,44.9149
2021-12-05,44.9149
2021-12-06,47.5
2021-12-07,49.8603
2021-12-08,49.0757
2021-12-09,49.3008
2021-12-10,51.0899
2021-12-11,51.0899
2021-12-12,51.0899
2021-12-13,48.1598
2021-12-14,46.1736
2021-12-15,45.4383
2021-12-16,44.5052
2021-12-17,42.6292
2021-12-18,42.6292
2021-12-19,42.6292
2021-12-20,42.4378
2021-12-21,46.6509
2021-12-22,47.044
2021-12-23,48.0731
2021-12-24,48.0731
2021-12-25,48.0731
2021-12-26,48.0731
2021-12-27,49.2503
2021-12-28,47.757
2021-12-29,46.2342
2021-12-30,45.5193
2021-12-31,45.6063
2022-01-01,45.6063
2022-01-02,45.6063
2022-01-03,50.4378
2022-01-04,54.0847
2022-01-05,52.9777
2022-01-06,56.0984
2022-01-07,56.5428
2022-01-08,56.5428
2022-01-09,56.5428
2022-01-10,56.8013
2022-01-11,58.0906
2022-01-12,58.5386
2022-01-13,58.9921
2022-01-14,62.8912
2022-01-15,62.8912
2022-01-16,62.8912
2022-01-17,62.8912
2022-01-18,61.1336
2022-01-19,59.6805
2022-01-20,58.5999
2022-01-21,57.0851
2022-01-22,57.0851
2022-01-23,57.0851
2022-01-24,58.9573
2022-01-25,62.1934
2022-01-26,62.1934
2022-01-27,59.1965
2022-01-28,58.2289
2022-01-29,58.2289
2022-01-30,58.2289
2022-01-31,58.9855
2022-02-01,63.3871
2022-02-02,61.5243
2022-02-03,59.8773
2022-02-04,61.8776
2022-02-05,61.8776
2022-02-06,61.8776
2022-02-07,60.9176
2022-02-08,59.1066
2022-02-09,60.1569
2022-02-10,63.6938
2022-02-11,67.2894
2022-02-12,67.2894
2022-02-13,67.2894
2022-02-14,66.5131
2022-02-15,66.7337
2022-02-16,66.1031
2022-02-17,66.4776
2022-02-18,63.4846
2022-02-19,63.4846
2022-02-20,63.4846
2022-02-21,63.4846
2022-02-22,61.321
2022-02-23,52.7637
2022-02-24,58.7226
2022-02-25,58.656
2022-02-26,58.656
2022-02-27,58.656
2022-02-28,62.3631
2022-03-01,59.9151
2022-03-02,62.5459
2022-03-03,63.7384
2022-03-04,65.6714
2022-03-05,65.6714
2022-03-06,65.6714
2022-03-07,68.3701
2022-03-08,69.0755
2022-03-09,64.6041
2022-03-10,66.4595
2022-03-11,64.7351
2022-03-12,64.7351
2022-03-13,64.7351
2022-03-14,58.7129
2022-03-15,55.9454
2022-03-16,55.1629
2022-03-17,57.2505
2022-03-18,57.1995
2022-03-19,57.1995
2022-03-20,57.1995
2022-03-21,59.5135
2022-03-22,59.2463
2022-03-23,58.647
2022-03-24,59.4191
2022-03-25,61.7813
2022-03-26,61.7813
2022-03-27,61.7813
2022-03-28,56.7611
2022-03-29,57.2957
2022-03-30,58.3238
2022-03-31,57.6853
2022-04-01,59.1875
2022-04-02,59.1875
2022-04-03,59.1875
2022-04-04,59.6059
2022-04-05,56.7082
2022-04-06,56.0171
2022-04-07,56.9767
2022-04-08,60.2887
2022-04-09,60.2887
2022-04-10,60.2887
2022-04-11,58.1109
2022-04-12,60.7509
2022-04-13,61.3114
2022-04-14,62.4554
2022-04-15,62.4554
2022-04-16,62.4554
2022-04-17,62.4554
2022-04-18,62.7661
2022-04-19,63.7989
2022-04-20,64.4116
2022-04-21,59.1737
2022-04-22,54.3503
2022-04-23,54.3503
2022-04-24,54.3503
2022-04-25,51.287
2022-04-26,51.824
2022-04-27,52.0763
2022-04-28,53.7061
2022-04-29,53.131
2022-04-30,53.131
2022-05-01,53.131
2022-05-02,53.3034
2022-05-03,53.4363
2022-05-04,51.7598
2022-05-05,48.4704
2022-05-06,49.7161
2022-05-07,49.7161
2022-05-08,49.7161
2022-05-09,44.3804
2022-05-10,43.5678
2022-05-11,44.4694
2022-05-12,45.0746
2022-05-13,47.1118
2022-05-14,47.1118
2022-05-15,47.1118
2022-05-16,49.2034
2022-05-17,48.1294
2022-05-18,45.3958
2022-05-19,44.4171
2022-05-20,44.1301
2022-05-21,44.1301
2022-05-22,44.1301
2022-05-23,46.5791
2022-05-24,47.521
2022-05-25,48.799
2022-05-26,48.3307
2022-05-27,49.3859
2022-05-28,49.3859
2022-05-29,49.3859
2022-05-30,49.3859
2022-05-31,49.6896
2022-06-01,52.2577
2022-06-02,50.8632
2022-06-03,51.1628
2022-06-04,51.1628
2022-06-05,51.1628
2022-06-06,53.6017
2022-06-07,53.9348
2022-06-08,55.3102
2022-06-09,53.0502
2022-06-10,51.2103
2022-06-11,51.2103
2022-06-12,51.2103
2022-06-13,47.9232
2022-06-14,47.9764
2022-06-15,46.126
2022-06-16,44.8544
2022-06-17,39.9961
2022-06-18,39.9961
2022-06-19,39.9961
2022-06-20,39.9961
2022-06-21,42.5164
2022-06-22,38.4007
2022-06-23,35.4281
2022-06-24,36.3597
2022-06-25,36.3597
2022-06-26,36.3597
2022-06-27,39.3418
2022-06-28,40.2214
2022-06-29,39.7306
2022-06-30,38.9922
2022-07-01,39.3255
2022-07-02,39.3255
2022-07-03,39.3255
2022-07-04,39.3255
2022-07-05,35.4218
2022-07-06,34.3369
2022-07-07,37.9934
2022-07-08,37.8956
2022-07-09,37.8956
2022-07-10,37.8956
2022-07-11,36.9771
2022-07-12,36.584
2022-07-13,36.8733
2022-07-14,36.1567
2022-07-15,37.1791
2022-07-16,37.1791
2022-07-17,37.1791
2022-07-18,39.3654
2022-07-19,40.8615
2022-07-20,42.1118
2022-07-21,39.6298
2022-07-22,38.8404
2022-07-23,38.8404
2022-07-24,38.8404
2022-07-25,43.0848
2022-07-26,43.6701
2022-07-27,46.9535
2022-07-28,46.6896
2022-07-29,48.098
2022-07-30,48.098
2022-07-31,48.098
2022-08-01,46.1605
2022-08-02,44.6881
2022-08-03,39.9917
2022-08-04,38.3052
2022-08-05,40.3755
2022-08-06,40.3755
2022-08-07,40.3755
2022-08-08,39.531
2022-08-09,40.707
2022-08-10,40.4481
2022-08-11,42.8648
2022-08-12,44.4707
2022-08-13,44.4707
2022-08-14,44.4707
2022-08-15,43.0182
2022-08-16,42.3034
2022-08-17,42.6865
2022-08-18,45.2645
2022-08-19,45.0461
2022-08-20,45.0461
2022-08-21,45.0461
2022-08-22,45.0012
2022-08-23,47.6983
2022-08-24,49.6891
2022-08-25,50.489
2022-08-26,49.1748
2022-08-27,49.1748
2022-08-28,49.1748
2022-08-29,50.0541
2022-08-30,46.4364
2022-08-31,45.8801
2022-09-01,43.2873
2022-09-02,45.4852
2022-09-03,45.4852
2022-09-04,45.4852
2022-09-05,45.4852
2022-09-06,44.7673
2022-09-07,43.5237
2022-09-08,43.5237
2022-09-09,46.6932
2022-09-10,46.6932
2022-09-11,46.6932
2022-09-12,47.776
2022-09-13,45.0764
2022-09-14,48.21
2022-09-15,46.3998
2022-09-16,45.3607
2022-09-17,45.3607
2022-09-18,45.3607
2022-09-19,45.7974
2022-09-20,43.8485
2022-09-21,43.4042
2022-09-22,42.8649
2022-09-23,39.9151
2022-09-24,39.9151
2022-09-25,39.9151
2022-09-26,39.5479
2022-09-27,40.5537
2022-09-28,42.8292
2022-09-29,43.5542
2022-09-30,43.861
2022-10-01,43.861
2022-10-02,43.861
2022-10-03,47.4097
2022-10-04,50.3839
2022-10-05,53.7306
2022-10-06,54.0138
2022-10-07,54.303
2022-10-08,54.303
2022-10-09,54.303
2022-10-10,51.5628
2022-10-11,50.4345
2022-10-12,50.4345
2022-10-13,53.2988
2022-10-14,49.8323
2022-10-15,49.8323
2022-10-16,49.8323
2022-10-17,51.6127
2022-10-18,52.9453
2022-10-19,56.6083
2022-10-20,58.648
2022-10-21,59.2943
2022-10-22,59.2943
2022-10-23,59.2943
2022-10-24,60.3365
2022-10-25,57.861
2022-10-26,59.6158
2022-10-27,58.9076
2022-10-28,59.0753
2022-10-29,59.0753
2022-10-30,59.0753
2022-10-31,60.6129
2022-11-01,60.6954
2022-11-02,54.704
2022-11-03,56.8421
2022-11-04,57.7268
2022-11-05,57.7268
2022-11-06,57.7268
2022-11-07,59.951
2022-11-08,58.3908
2022-11-09,54.2776
2022-11-10,57.4212
2022-11-11,57.2626
2022-11-12,57.2626
2022-11-13,57.2626
2022-11-14,54.7579
2022-11-15,55.8402
2022-11-16,53.9406
2022-11-17,54.3315
2022-11-18,52.8868
2022-11-19,52.8868
2022-11-20,52.8868
2022-11-21,52.2706
2022-11-22,53.6215
2022-11-23,52.4563
2022-11-24,52.4563
2022-11-25,52.1897
2022-11-26,52.1897
2022-11-27,52.1897
2022-11-28,50.0829
2022-11-29,51.5007
2022-11-30,52.3506
2022-12-01,50.9911
2022-12-02,51.9717
2022-12-03,51.9717
2022-12-04,51.9717
2022-12-05,47.0046
2022-12-06,46.4834
2022-12-07,46.761
2022-12-08,45.7304
2022-12-09,43.8272
2022-12-10,43.8272
2022-12-11,43.8272
2022-12-12,46.6959
2022-12-13,48.1743
2022-12-14,48.0212
2022-12-15,46.941
2022-12-16,46.325
2022-12-17,46.325
2022-12-18,46.325
2022-12-19,45.8068
2022-12-20,48.3756
2022-12-21,48.4931
2022-12-22,47.2691
2022-12-23,49.999
2022-12-24,49.999
2022-12-25,49.999
2022-12-26,49.999
2022-12-27,50.3458
2022-12-28,47.4514
2022-12-29,50.0715
2022-12-30,50.5813
2022-12-31,50.5813
2023-01-01,50.5813
2023-01-02,50.5813
2023-01-03,45.9441
2023-01-04,46.6501
2023-01-05,47.2441
2023-01-06,48.1987
2023-01-07,48.1987
2023-01-08,48.1987
2023-01-09,49.8985
2023-01-10,52.0322
2023-01-11,51.2596
2023-01-12,53.7721
2023-01-13,53.8256
2023-01-14,53.8256
2023-01-15,53.8256
2023-01-16,53.8256
2023-01-17,50.3854
2023-01-18,45.912
2023-01-19,44.6428
2023-01-20,45.0658
2023-01-21,45.0658
2023-01-22,45.0658
2023-01-23,45.6791
2023-01-24,45.0547
2023-01-25,47.3504
2023-01-26,47.3504
2023-01-27,46.5073
2023-01-28,46.5073
2023-01-29,46.5073
2023-01-30,46.28
2023-01-31,49.4132
2023-02-01,48.2255
2023-02-02,47.7506
2023-02-03,48.2123
2023-02-04,48.2123
2023-02-05,48.2123
2023-02-06,48.2123
2023-02-07,49.7067
2023-02-08,49.8428
2023-02-09,46.1595
2023-02-10,49.2881
2023-02-11,49.2881
2023-02-12,49.2881
2023-02-13,50.2631
2023-02-14,50.2631
2023-02-15,49.583
2023-02-16,49.1701
2023-02-17,45.8764
2023-02-18,45.8764
2023-02-19,45.8764
2023-02-20,45.8764
2023-02-21,43.9866
2023-02-22,43.3902
2023-02-23,41.4149
2023-02-24,42.2153
2023-02-25,42.2153
2023-02-26,42.2153
2023-02-27,45.0129
2023-02-28,43.4415
2023-03-01,45.7762
2023-03-02,48.608
2023-03-03,51.0539
2023-03-04,51.0539
2023-03-05,51.0539
2023-03-06,49.5378
2023-03-07,47.4465
2023-03-08,48.3353
2023-03-09,45.2307
2023-03-10,44.5344
2023-03-11,44.5344
2023-03-12,44.5344
2023-03-13,40.948
2023-03-14,40.6912
2023-03-15,36.7348
2023-03-16,37.5671
2023-03-17,36.7933
2023-03-18,36.7933
