,CXT US Equity
2023-03-18,47.0892
2023-03-19,47.0892
2023-03-20,49.5151
2023-03-21,50.34
2023-03-22,47.9757
2023-03-23,46.3653
2023-03-24,43.4113
2023-03-25,43.4113
2023-03-26,43.4113
2023-03-27,45.7527
2023-03-28,45.1091
2023-03-29,49.2966
2023-03-30,49.9641
2023-03-31,51.2909
2023-04-01,51.2909
2023-04-02,51.2909
2023-04-03,52.1415
2023-04-04,54.8953
2023-04-05,56.0578
2023-04-06,61.4724
2023-04-07,61.4724
2023-04-08,61.4724
2023-04-09,61.4724
2023-04-10,62.3636
2023-04-11,64.5306
2023-04-12,66.9274
2023-04-13,63.8403
2023-04-14,63.391
2023-04-15,63.391
2023-04-16,63.391
2023-04-17,64.2921
2023-04-18,68.2698
2023-04-19,68.4826
2023-04-20,68.7858
2023-04-21,68.4614
2023-04-22,68.4614
2023-04-23,68.4614
2023-04-24,65.4897
2023-04-25,61.6779
2023-04-26,60.5388
2023-04-27,62.2516
2023-04-28,61.9005
2023-04-29,61.9005
2023-04-30,61.9005
2023-05-01,62.5738
2023-05-02,63.2814
2023-05-03,61.1354
2023-05-04,58.9492
2023-05-05,61.3817
2023-05-06,61.3817
2023-05-07,61.3817
2023-05-08,63.2755
2023-05-09,64.8082
2023-05-10,65.0897
2023-05-11,62.4447
2023-05-12,62.7686
2023-05-13,62.7686
2023-05-14,62.7686
2023-05-15,64.7263
2023-05-16,65.3985
2023-05-17,66.4244
2023-05-18,67.977
2023-05-19,69.693
2023-05-20,69.693
2023-05-21,69.693
2023-05-22,68.2577
2023-05-23,66.5499
2023-05-24,65.0567
2023-05-25,65.6838
2023-05-26,66.8641
2023-05-27,66.8641
2023-05-28,66.8641
2023-05-29,66.8641
2023-05-30,67.8182
2023-05-31,64.1581
2023-06-01,66.0056
2023-06-02,67.8154
2023-06-03,67.8154
2023-06-04,67.8154
2023-06-05,63.2509
2023-06-06,66.2218
2023-06-07,68.461
2023-06-08,67.3558
2023-06-09,66.2495
2023-06-10,66.2495
2023-06-11,66.2495
2023-06-12,65.2264
2023-06-13,66.0107
2023-06-14,65.1916
2023-06-15,63.9602
2023-06-16,62.3926
2023-06-17,62.3926
2023-06-18,62.3926
2023-06-19,62.3926
2023-06-20,60.8777
2023-06-21,62.4951
2023-06-22,58.8185
2023-06-23,59.595
2023-06-24,59.595
2023-06-25,59.595
2023-06-26,60.4222
2023-06-27,61.3499
2023-06-28,61.5691
2023-06-29,63.0682
2023-06-30,63.0682
2023-07-01,63.0682
2023-07-02,63.0682
2023-07-03,60.5118
2023-07-04,60.5118
2023-07-05,59.8249
2023-07-06,59.4003
2023-07-07,61.5955
2023-07-08,61.5955
2023-07-09,61.5955
2023-07-10,63.5412
2023-07-11,63.5963
2023-07-12,62.6184
2023-07-13,63.6214
2023-07-14,59.8516
2023-07-15,59.8516
2023-07-16,59.8516
2023-07-17,61.8342
2023-07-18,64.0905
2023-07-19,62.8407
2023-07-20,59.6803
2023-07-21,57.9573
2023-07-22,57.9573
2023-07-23,57.9573
2023-07-24,58.9584
2023-07-25,59.8859
2023-07-26,60.6656
2023-07-27,60.4475
2023-07-28,58.2496
2023-07-29,58.2496
2023-07-30,58.2496
2023-07-31,62.2132
2023-08-01,61.9673
2023-08-02,58.0233
2023-08-03,58.5972
2023-08-04,54.8046
2023-08-05,54.8046
2023-08-06,54.8046
2023-08-07,56.5052
2023-08-08,65.125
2023-08-09,60.419
2023-08-10,60.9782
2023-08-11,59.3147
2023-08-12,59.3147
2023-08-13,59.3147
2023-08-14,59.7783
2023-08-15,59.1531
2023-08-16,59.1039
2023-08-17,56.8306
2023-08-18,57.2694
2023-08-19,57.2694
2023-08-20,57.2694
2023-08-21,56.1381
2023-08-22,55.7419
2023-08-23,57.6179
2023-08-24,55.8016
2023-08-25,55.1029
2023-08-26,55.1029
2023-08-27,55.1029
2023-08-28,56.9358
2023-08-29,55.1632
2023-08-30,56.1145
2023-08-31,55.8018
2023-09-01,57.8084
2023-09-02,57.8084
2023-09-03,57.8084
2023-09-04,57.8084
2023-09-05,50.5642
2023-09-06,51.7247
2023-09-07,51.148
2023-09-08,50.6092
2023-09-09,50.6092
2023-09-10,50.6092
2023-09-11,49.9291
2023-09-12,50.1831
2023-09-13,50.0161
2023-09-14,51.309
2023-09-15,50.1655
2023-09-16,50.1655
2023-09-17,50.1655
2023-09-18,51.8313
2023-09-19,53.3056
2023-09-20,50.3931
2023-09-21,48.5785
2023-09-22,47.9441
2023-09-23,47.9441
2023-09-24,47.9441
2023-09-25,48.3319
2023-09-26,45.6575
2023-09-27,46.0906
2023-09-28,47.7857
2023-09-29,46.3963
2023-09-30,46.3963
2023-10-01,46.3963
2023-10-02,43.871
2023-10-03,40.8846
2023-10-04,42.3506
2023-10-05,43.0252
2023-10-06,45.4993
2023-10-07,45.4993
2023-10-08,45.4993
2023-10-09,46.356
2023-10-10,46.2855
2023-10-11,45.615
2023-10-12,42.2253
2023-10-13,41.1498
2023-10-14,41.1498
2023-10-15,41.1498
2023-10-16,41.2712
2023-10-17,44.804
2023-10-18,39.9925
2023-10-19,39.9543
2023-10-20,38.4144
2023-10-21,38.4144
2023-10-22,38.4144
2023-10-23,37.929
2023-10-24,41.5992
2023-10-25,43.9313
2023-10-26,42.307
2023-10-27,40.4841
2023-10-28,40.4841
2023-10-29,40.4841
2023-10-30,40.5126
2023-10-31,43.5878
2023-11-01,45.6233
2023-11-02,46.7083
2023-11-03,49.2524
2023-11-04,49.2524
2023-11-05,49.2524
2023-11-06,48.3626
2023-11-07,40.3131
2023-11-08,39.907
2023-11-09,41.0589
2023-11-10,43.7365
2023-11-11,43.7365
2023-11-12,43.7365
2023-11-13,43.8342
2023-11-14,48.8872
2023-11-15,46.9793
2023-11-16,45.4872
2023-11-17,49.0097
2023-11-18,49.0097
2023-11-19,49.0097
2023-11-20,48.4762
2023-11-21,47.5248
2023-11-22,47.9213
2023-11-23,47.9213
2023-11-24,48.3698
2023-11-25,48.3698
2023-11-26,48.3698
2023-11-27,46.7862
2023-11-28,44.752
2023-11-29,45.1159
2023-11-30,46.0957
2023-12-01,49.5652
2023-12-02,49.5652
2023-12-03,49.5652
2023-12-04,50.0119
2023-12-05,47.4261
2023-12-06,44.5808
2023-12-07,46.226
2023-12-08,45.9238
2023-12-09,45.9238
2023-12-10,45.9238
2023-12-11,46.1423
2023-12-12,45.054
2023-12-13,47.9598
2023-12-14,50.8093
2023-12-15,51.6782
2023-12-16,51.6782
2023-12-17,51.6782
2023-12-18,58.2407
2023-12-19,58.1932
2023-12-20,58.4911
2023-12-21,60.544
2023-12-22,62.0644
2023-12-23,62.0644
2023-12-24,62.0644
2023-12-25,62.0644
2023-12-26,60.9276
2023-12-27,59.7693
2023-12-28,58.0936
2023-12-29,56.0731
2023-12-30,56.0731
2023-12-31,56.0731
2024-01-01,56.0731
2024-01-02,56.4931
2024-01-03,50.3781
2024-01-04,49.556
2024-01-05,50.0618
2024-01-06,50.0618
2024-01-07,50.0618
2024-01-08,51.7509
2024-01-09,50.4648
2024-01-10,51.6653
2024-01-11,52.8678
2024-01-12,52.4489
2024-01-13,52.4489
2024-01-14,52.4489
2024-01-15,52.4489
2024-01-16,50.3839
2024-01-17,51.2877
2024-01-18,53.1607
2024-01-19,56.3534
2024-01-20,56.3534
2024-01-21,56.3534
2024-01-22,58.8386
2024-01-23,58.662
2024-01-24,56.1951
2024-01-25,57.3021
2024-01-26,56.5999
2024-01-27,56.5999
2024-01-28,56.5999
2024-01-29,56.9507
2024-01-30,59.3135
2024-01-31,56.3204
2024-02-01,57.8439
2024-02-02,58.7804
2024-02-03,58.7804
2024-02-04,58.7804
2024-02-05,56.3919
2024-02-06,56.586
2024-02-07,56.785
2024-02-08,57.3912
2024-02-09,59.4134
2024-02-10,59.4134
2024-02-11,59.4134
2024-02-12,59.1877
2024-02-13,55.3538
2024-02-14,58.0829
2024-02-15,54.7712
2024-02-16,54.8322
2024-02-17,54.8322
2024-02-18,54.8322
2024-02-19,54.8322
2024-02-20,54.1769
2024-02-21,54.3073
2024-02-22,57.6512
2024-02-23,58.3562
2024-02-24,58.3562
2024-02-25,58.3562
2024-02-26,58.8677
2024-02-27,53.388
2024-02-28,52.0479
2024-02-29,52.9639
2024-03-01,54.7319
2024-03-02,54.7319
2024-03-03,54.7319
2024-03-04,55.2973
2024-03-05,54.3097
2024-03-06,55.6677
2024-03-07,56.6411
2024-03-08,54.9059
2024-03-09,54.9059
2024-03-10,54.9059
2024-03-11,54.9282
2024-03-12,56.4446
2024-03-13,57.5527
2024-03-14,54.9985
2024-03-15,56.8897
2024-03-16,56.8897
2024-03-17,56.8897
2024-03-18,56.5183
2024-03-19,56.0523
2024-03-20,55.6961
2024-03-21,57.015
2024-03-22,56.7652
2024-03-23,56.7652
2024-03-24,56.7652
2024-03-25,55.2628
2024-03-26,54.0602
2024-03-27,57.9222
2024-03-28,58.7347
2024-03-29,58.7347
2024-03-30,58.7347
2024-03-31,58.7347
2024-04-01,56.0002
2024-04-02,51.962
2024-04-03,49.1233
2024-04-04,46.7456
2024-04-05,47.2789
2024-04-06,47.2789
2024-04-07,47.2789
2024-04-08,52.7598
