,REGN US Equity
,RSI_30D
2020-01-01,68.1667
2020-01-02,66.8214
2020-01-03,64.2415
2020-01-04,64.2415
2020-01-05,64.2415
2020-01-06,65.0998
2020-01-07,65.5606
2020-01-08,68.441
2020-01-09,68.7467
2020-01-10,67.4215
2020-01-11,67.4215
2020-01-12,67.4215
2020-01-13,65.8409
2020-01-14,68.5164
2020-01-15,69.4091
2020-01-16,66.1955
2020-01-17,66.3108
2020-01-18,66.3108
2020-01-19,66.3108
2020-01-20,66.3108
2020-01-21,54.716
2020-01-22,52.7543
2020-01-23,51.6888
2020-01-24,47.2856
2020-01-25,47.2856
2020-01-26,47.2856
2020-01-27,45.2226
2020-01-28,47.1205
2020-01-29,45.4327
2020-01-30,44.3873
2020-01-31,45.1359
2020-02-01,45.1359
2020-02-02,45.1359
2020-02-03,46.4826
2020-02-04,52.166
2020-02-05,57.2647
2020-02-06,61.8676
2020-02-07,58.9068
2020-02-08,58.9068
2020-02-09,58.9068
2020-02-10,59.9842
2020-02-11,62.4572
2020-02-12,64.5128
2020-02-13,61.7688
2020-02-14,61.9343
2020-02-15,61.9343
2020-02-16,61.9343
2020-02-17,61.9343
2020-02-18,61.2303
2020-02-19,61.9739
2020-02-20,61.3308
2020-02-21,62.3025
2020-02-22,62.3025
2020-02-23,62.3025
2020-02-24,67.0509
2020-02-25,70.0318
2020-02-26,72.4016
2020-02-27,63.6087
2020-02-28,65.7296
2020-02-29,65.7296
2020-03-01,65.7296
2020-03-02,68.6707
2020-03-03,67.7173
2020-03-04,71.7635
2020-03-05,70.2488
2020-03-06,70.9954
2020-03-07,70.9954
2020-03-08,70.9954
2020-03-09,65.5604
2020-03-10,65.6394
2020-03-11,62.9817
2020-03-12,55.5804
2020-03-13,60.5059
2020-03-14,60.5059
2020-03-15,60.5059
2020-03-16,55.8047
2020-03-17,62.0763
2020-03-18,60.9003
2020-03-19,61.4458
2020-03-20,53.2678
2020-03-21,53.2678
2020-03-22,53.2678
2020-03-23,55.3246
2020-03-24,54.4444
2020-03-25,51.6903
2020-03-26,54.4106
2020-03-27,54.0221
2020-03-28,54.0221
2020-03-29,54.0221
2020-03-30,56.7219
2020-03-31,58.3687
2020-04-01,59.2458
2020-04-02,59.4677
2020-04-03,58.614
2020-04-04,58.614
2020-04-05,58.614
2020-04-06,59.8174
2020-04-07,59.3673
2020-04-08,60.5705
2020-04-09,60.6407
2020-04-10,60.6407
2020-04-11,60.6407
2020-04-12,60.6407
2020-04-13,61.1024
2020-04-14,61.9908
2020-04-15,59.622
2020-04-16,62.7815
2020-04-17,65.6252
2020-04-18,65.6252
2020-04-19,65.6252
2020-04-20,65.4817
2020-04-21,61.3977
2020-04-22,62.7874
2020-04-23,63.5294
2020-04-24,63.599
2020-04-25,63.599
2020-04-26,63.599
2020-04-27,60.3693
2020-04-28,57.3224
2020-04-29,55.416
2020-04-30,56.5825
2020-05-01,56.5228
2020-05-02,56.5228
2020-05-03,56.5228
2020-05-04,58.471
2020-05-05,61.9857
2020-05-06,58.6911
2020-05-07,59.3687
2020-05-08,59.7539
2020-05-09,59.7539
2020-05-10,59.7539
2020-05-11,60.904
2020-05-12,58.2401
2020-05-13,60.3596
2020-05-14,59.3631
2020-05-15,60.0025
2020-05-16,60.0025
2020-05-17,60.0025
2020-05-18,57.3821
2020-05-19,56.9626
2020-05-20,59.1845
2020-05-21,56.6874
2020-05-22,57.7231
2020-05-23,57.7231
2020-05-24,57.7231
2020-05-25,57.7231
2020-05-26,54.0266
2020-05-27,53.8533
2020-05-28,57.8409
2020-05-29,61.3374
2020-05-30,61.3374
2020-05-31,61.3374
