,CTRA US Equity
2020-06-04,54.0872
2020-06-05,55.4265
2020-06-06,55.4265
2020-06-07,55.4265
2020-06-08,60.6847
2020-06-09,59.0585
2020-06-10,53.3752
2020-06-11,53.0626
2020-06-12,52.8386
2020-06-13,52.8386
2020-06-14,52.8386
2020-06-15,50.718
2020-06-16,50.4368
2020-06-17,49.1216
2020-06-18,48.7459
2020-06-19,48.4902
2020-06-20,48.4902
2020-06-21,48.4902
2020-06-22,46.5328
2020-06-23,46.8905
2020-06-24,46.093
2020-06-25,43.782
2020-06-26,42.0377
2020-06-27,42.0377
2020-06-28,42.0377
2020-06-29,43.9251
2020-06-30,44.3839
2020-07-01,43.8274
2020-07-02,46.6708
2020-07-03,46.6708
2020-07-04,46.6708
2020-07-05,46.6708
2020-07-06,47.3415
2020-07-07,47.9436
2020-07-08,46.1361
2020-07-09,44.4358
2020-07-10,46.6647
2020-07-11,46.6647
2020-07-12,46.6647
2020-07-13,44.9625
2020-07-14,46.3637
2020-07-15,47.9257
2020-07-16,47.4377
2020-07-17,48.3318
2020-07-18,48.3318
2020-07-19,48.3318
2020-07-20,47.9648
2020-07-21,50.6399
2020-07-22,50.4455
2020-07-23,53.0908
2020-07-24,52.4785
2020-07-25,52.4785
2020-07-26,52.4785
2020-07-27,48.3628
2020-07-28,49.5113
2020-07-29,50.3116
2020-07-30,49.0105
2020-07-31,51.1624
2020-08-01,51.1624
2020-08-02,51.1624
2020-08-03,52.7108
2020-08-04,54.5221
2020-08-05,54.4798
2020-08-06,55.2347
2020-08-07,57.8518
2020-08-08,57.8518
2020-08-09,57.8518
2020-08-10,57.8058
2020-08-11,54.0283
2020-08-12,54.6804
2020-08-13,52.704
2020-08-14,55.2157
2020-08-15,55.2157
2020-08-16,55.2157
2020-08-17,55.6396
2020-08-18,54.4404
2020-08-19,55.217
2020-08-20,52.0277
2020-08-21,52.6096
2020-08-22,52.6096
2020-08-23,52.6096
2020-08-24,52.5656
2020-08-25,51.5844
2020-08-26,48.963
2020-08-27,50.6226
2020-08-28,50.104
2020-08-29,50.104
2020-08-30,50.104
2020-08-31,50.192
2020-09-01,48.5108
2020-09-02,46.7215
2020-09-03,46.5946
2020-09-04,47.529
2020-09-05,47.529
2020-09-06,47.529
2020-09-07,47.529
2020-09-08,45.5753
2020-09-09,48.9519
2020-09-10,47.3038
2020-09-11,47.4963
2020-09-12,47.4963
2020-09-13,47.4963
2020-09-14,49.2695
2020-09-15,49.6026
2020-09-16,52.4628
2020-09-17,52.9528
2020-09-18,52.8503
2020-09-19,52.8503
2020-09-20,52.8503
2020-09-21,53.1318
2020-09-22,52.914
2020-09-23,48.9676
2020-09-24,49.4296
2020-09-25,46.4336
2020-09-26,46.4336
2020-09-27,46.4336
2020-09-28,46.2
2020-09-29,44.2207
2020-09-30,42.9804
2020-10-01,40.8228
2020-10-02,41.7715
2020-10-03,41.7715
2020-10-04,41.7715
2020-10-05,45.8672
2020-10-06,45.2805
2020-10-07,48.6764
2020-10-08,49.8164
2020-10-09,51.9296
2020-10-10,51.9296
2020-10-11,51.9296
2020-10-12,54.7938
2020-10-13,53.4051
2020-10-14,52.8406
2020-10-15,54.1176
2020-10-16,52.186
2020-10-17,52.186
2020-10-18,52.186
2020-10-19,52.082
2020-10-20,53.002
2020-10-21,52.508
2020-10-22,57.062
2020-10-23,54.3916
2020-10-24,54.3916
2020-10-25,54.3916
2020-10-26,52.6238
2020-10-27,51.3542
2020-10-28,47.0344
2020-10-29,48.1141
2020-10-30,45.4974
2020-10-31,45.4974
2020-11-01,45.4974
2020-11-02,43.9719
2020-11-03,41.5565
2020-11-04,38.7508
2020-11-05,41.0442
2020-11-06,41.0081
2020-11-07,41.0081
2020-11-08,41.0081
2020-11-09,42.1142
2020-11-10,45.3634
2020-11-11,45.8059
2020-11-12,44.2806
2020-11-13,47.7354
2020-11-14,47.7354
2020-11-15,47.7354
2020-11-16,45.3977
2020-11-17,46.0214
2020-11-18,44.2516
2020-11-19,46.3845
2020-11-20,45.9301
2020-11-21,45.9301
2020-11-22,45.9301
2020-11-23,48.5831
2020-11-24,50.3821
2020-11-25,49.224
2020-11-26,49.224
2020-11-27,49.224
2020-11-28,49.224
2020-11-29,49.224
2020-11-30,48.0867
2020-12-01,47.4515
2020-12-02,45.9709
2020-12-03,41.3954
2020-12-04,44.0465
2020-12-05,44.0465
2020-12-06,44.0465
2020-12-07,44.4961
2020-12-08,44.0486
2020-12-09,45.8413
2020-12-10,50.0075
2020-12-11,47.2313
2020-12-12,47.2313
2020-12-13,47.2313
2020-12-14,48.3717
2020-12-15,48.6929
2020-12-16,47.3859
2020-12-17,48.389
2020-12-18,47.2356
2020-12-19,47.2356
2020-12-20,47.2356
2020-12-21,46.7479
2020-12-22,46.4323
2020-12-23,48.389
2020-12-24,47.307
2020-12-25,47.307
2020-12-26,47.307
2020-12-27,47.307
2020-12-28,45.2153
2020-12-29,43.4857
2020-12-30,45.5852
2020-12-31,44.7474
2021-01-01,44.7474
2021-01-02,44.7474
2021-01-03,44.7474
2021-01-04,46.4617
2021-01-05,47.3073
2021-01-06,48.9243
2021-01-07,50.6915
2021-01-08,49.9257
2021-01-09,49.9257
2021-01-10,49.9257
2021-01-11,53.6447
2021-01-12,56.0148
2021-01-13,57.4323
2021-01-14,58.9615
2021-01-15,57.6645
2021-01-16,57.6645
2021-01-17,57.6645
2021-01-18,57.6645
2021-01-19,55.1542
2021-01-20,54.1417
2021-01-21,54.3243
2021-01-22,55.1556
2021-01-23,55.1556
2021-01-24,55.1556
2021-01-25,55.8483
2021-01-26,54.1187
2021-01-27,57.1397
2021-01-28,53.4442
2021-01-29,53.1787
2021-01-30,53.1787
2021-01-31,53.1787
2021-02-01,54.4885
2021-02-02,52.6388
2021-02-03,55.7042
2021-02-04,55.3173
2021-02-05,48.7596
2021-02-06,48.7596
2021-02-07,48.7596
2021-02-08,49.9314
2021-02-09,48.4638
2021-02-10,49.9845
2021-02-11,48.1474
2021-02-12,51.8967
2021-02-13,51.8967
2021-02-14,51.8967
2021-02-15,51.8967
2021-02-16,52.2452
2021-02-17,53.4233
2021-02-18,50.9205
2021-02-19,53.1058
2021-02-20,53.1058
2021-02-21,53.1058
2021-02-22,52.0509
2021-02-23,50.7243
2021-02-24,55.5011
2021-02-25,54.1204
2021-02-26,52.2653
2021-02-27,52.2653
2021-02-28,52.2653
2021-03-01,53.7018
2021-03-02,53.2753
2021-03-03,52.8412
2021-03-04,52.6931
2021-03-05,54.1119
2021-03-06,54.1119
2021-03-07,54.1119
2021-03-08,54.5526
2021-03-09,51.7753
2021-03-10,54.6917
2021-03-11,55.1593
2021-03-12,52.6066
2021-03-13,52.6066
2021-03-14,52.6066
2021-03-15,53.3217
2021-03-16,52.7556
2021-03-17,51.1222
2021-03-18,48.0446
2021-03-19,48.8411
2021-03-20,48.8411
2021-03-21,48.8411
2021-03-22,48.6002
2021-03-23,48.4027
2021-03-24,49.8267
2021-03-25,52.2984
2021-03-26,54.4764
2021-03-27,54.4764
2021-03-28,54.4764
2021-03-29,54.7089
2021-03-30,52.2781
2021-03-31,52.2235
2021-04-01,53.7706
2021-04-02,53.7706
2021-04-03,53.7706
2021-04-04,53.7706
2021-04-05,50.806
2021-04-06,50.4861
2021-04-07,50.4313
2021-04-08,47.1019
2021-04-09,44.8184
2021-04-10,44.8184
2021-04-11,44.8184
2021-04-12,42.896
2021-04-13,41.8352
2021-04-14,43.1679
2021-04-15,42.6623
2021-04-16,41.4302
2021-04-17,41.4302
2021-04-18,41.4302
2021-04-19,41.3387
2021-04-20,40.5968
2021-04-21,40.7343
2021-04-22,40.5885
2021-04-23,39.3734
2021-04-24,39.3734
2021-04-25,39.3734
2021-04-26,41.6851
2021-04-27,44.0969
2021-04-28,45.3005
2021-04-29,45.9029
2021-04-30,43.7433
2021-05-01,43.7433
2021-05-02,43.7433
2021-05-03,46.4816
2021-05-04,47.195
2021-05-05,48.9856
2021-05-06,46.8716
2021-05-07,48.6545
2021-05-08,48.6545
2021-05-09,48.6545
2021-05-10,50.5548
2021-05-11,48.8067
2021-05-12,50.0469
2021-05-13,48.1755
2021-05-14,51.673
2021-05-15,51.673
2021-05-16,51.673
2021-05-17,54.6225
2021-05-18,51.7772
2021-05-19,52.6459
2021-05-20,51.1564
2021-05-21,51.4971
2021-05-22,51.4971
2021-05-23,51.4971
2021-05-24,44.955
2021-05-25,44.2344
2021-05-26,45.7342
2021-05-27,44.1615
2021-05-28,44.2854
2021-05-29,44.2854
2021-05-30,44.2854
2021-05-31,44.2854
2021-06-01,44.6663
2021-06-02,48.2078
2021-06-03,46.9223
2021-06-04,47.7037
2021-06-05,47.7037
2021-06-06,47.7037
2021-06-07,47.3157
2021-06-08,48.2488
2021-06-09,49.5431
2021-06-10,50.0355
2021-06-11,49.9095
2021-06-12,49.9095
2021-06-13,49.9095
2021-06-14,47.6152
2021-06-15,47.4323
2021-06-16,45.5616
2021-06-17,41.9203
2021-06-18,39.0809
2021-06-19,39.0809
2021-06-20,39.0809
2021-06-21,43.1982
2021-06-22,43.9815
2021-06-23,46.1579
2021-06-24,47.2796
2021-06-25,48.8119
2021-06-26,48.8119
2021-06-27,48.8119
2021-06-28,46.0432
2021-06-29,45.8281
2021-06-30,52.5882
2021-07-01,54.5283
2021-07-02,54.4692
2021-07-03,54.4692
2021-07-04,54.4692
2021-07-05,54.4692
2021-07-06,49.7791
2021-07-07,49.8854
2021-07-08,51.9373
2021-07-09,52.959
2021-07-10,52.959
2021-07-11,52.959
2021-07-12,53.3692
2021-07-13,53.3692
2021-07-14,48.4009
2021-07-15,46.7139
2021-07-16,45.1357
2021-07-17,45.1357
2021-07-18,45.1357
2021-07-19,42.7102
2021-07-20,42.2584
2021-07-21,45.9269
2021-07-22,43.7473
2021-07-23,44.2712
2021-07-24,44.2712
2021-07-25,44.2712
2021-07-26,46.5596
2021-07-27,45.0756
2021-07-28,45.0277
2021-07-29,45.2684
2021-07-30,45.881
2021-07-31,45.881
2021-08-01,45.881
2021-08-02,46.6227
2021-08-03,48.0944
2021-08-04,45.3968
2021-08-05,46.514
2021-08-06,47.9821
2021-08-07,47.9821
2021-08-08,47.9821
2021-08-09,46.4436
2021-08-10,48.7507
2021-08-11,48.7506
2021-08-12,47.7019
2021-08-13,46.1611
2021-08-14,46.1611
2021-08-15,46.1611
2021-08-16,44.2446
2021-08-17,44.4491
2021-08-18,41.955
2021-08-19,39.7927
2021-08-20,38.9895
2021-08-21,38.9895
2021-08-22,38.9895
2021-08-23,40.6657
2021-08-24,41.03
2021-08-25,43.195
2021-08-26,41.6653
2021-08-27,47.7391
2021-08-28,47.7391
2021-08-29,47.7391
2021-08-30,48.4036
2021-08-31,49.3127
2021-09-01,51.4936
2021-09-02,57.1166
2021-09-03,59.1824
2021-09-04,59.1824
2021-09-05,59.1824
2021-09-06,59.1824
2021-09-07,58.8635
2021-09-08,61.6426
2021-09-09,62.1312
2021-09-10,60.7307
2021-09-11,60.7307
2021-09-12,60.7307
2021-09-13,63.412
2021-09-14,61.3123
2021-09-15,66.102
2021-09-16,62.4083
2021-09-17,62.5503
2021-09-18,62.5503
2021-09-19,62.5503
2021-09-20,62.3069
2021-09-21,59.9538
2021-09-22,61.4223
2021-09-23,62.9747
2021-09-24,64.9217
2021-09-25,64.9217
2021-09-26,64.9217
2021-09-27,69.9436
2021-09-28,68.5275
2021-09-29,70.4124
2021-09-30,65.988
2021-10-01,67.3061
2021-10-02,67.3061
2021-10-03,67.3061
2021-10-04,68.6404
2021-10-05,67.9781
2021-10-06,64.8496
2021-10-07,64.5318
2021-10-08,65.2942
2021-10-09,65.2942
2021-10-10,65.2942
2021-10-11,61.3581
2021-10-12,61.0031
2021-10-13,60.7371
2021-10-14,59.9265
2021-10-15,57.7471
2021-10-16,57.7471
2021-10-17,57.7471
2021-10-18,57.9785
2021-10-19,59.7273
2021-10-20,61.699
2021-10-21,58.316
2021-10-22,60.146
2021-10-23,60.146
2021-10-24,60.146
2021-10-25,64.1952
2021-10-26,63.7206
2021-10-27,61.8291
2021-10-28,60.6393
2021-10-29,57.8363
2021-10-30,57.8363
2021-10-31,57.8363
2021-11-01,58.7865
2021-11-02,58.0843
2021-11-03,60.3253
2021-11-04,58.6034
2021-11-05,57.7508
2021-11-06,57.7508
2021-11-07,57.7508
2021-11-08,58.0479
2021-11-09,56.5063
2021-11-10,51.3776
2021-11-11,53.6913
2021-11-12,53.8898
2021-11-13,53.8898
2021-11-14,53.8898
2021-11-15,54.7723
2021-11-16,55.4143
2021-11-17,53.5943
2021-11-18,54.2663
2021-11-19,50.5733
2021-11-20,50.5733
2021-11-21,50.5733
2021-11-22,54.5522
2021-11-23,54.7077
2021-11-24,55.0656
2021-11-25,55.0656
2021-11-26,54.6191
2021-11-27,54.6191
2021-11-28,54.6191
2021-11-29,53.8165
2021-11-30,50.1925
2021-12-01,48.6755
2021-12-02,50.8884
2021-12-03,50.8422
2021-12-04,50.8422
2021-12-05,50.8422
2021-12-06,48.2115
2021-12-07,50.4083
2021-12-08,53.1089
2021-12-09,53.4006
2021-12-10,53.783
2021-12-11,53.783
2021-12-12,53.783
2021-12-13,51.5932
2021-12-14,49.8662
2021-12-15,51.1464
2021-12-16,49.7844
2021-12-17,47.8743
2021-12-18,47.8743
2021-12-19,47.8743
2021-12-20,46.8126
2021-12-21,47.9081
2021-12-22,48.4572
2021-12-23,46.7874
2021-12-24,46.7874
2021-12-25,46.7874
2021-12-26,46.7874
2021-12-27,49.3931
2021-12-28,49.6384
2021-12-29,49.8897
2021-12-30,47.6281
2021-12-31,45.0993
2022-01-01,45.0993
2022-01-02,45.0993
2022-01-03,48.0561
2022-01-04,54.1508
2022-01-05,52.969
2022-01-06,51.9371
2022-01-07,56.3005
2022-01-08,56.3005
2022-01-09,56.3005
2022-01-10,55.3936
2022-01-11,54.8644
2022-01-12,59.5527
2022-01-13,56.2716
2022-01-14,57.5169
2022-01-15,57.5169
2022-01-16,57.5169
2022-01-17,57.5169
2022-01-18,55.7823
2022-01-19,51.7858
2022-01-20,48.5331
2022-01-21,46.068
2022-01-22,46.068
2022-01-23,46.068
2022-01-24,46.8657
2022-01-25,50.0021
2022-01-26,49.706
2022-01-27,52.3342
2022-01-28,54.5196
2022-01-29,54.5196
2022-01-30,54.5196
2022-01-31,55.4117
2022-02-01,56.3629
2022-02-02,58.6593
2022-02-03,58.7515
2022-02-04,60.1917
2022-02-05,60.1917
2022-02-06,60.1917
2022-02-07,59.191
2022-02-08,55.6661
2022-02-09,56.7836
2022-02-10,57.6285
2022-02-11,61.0242
2022-02-12,61.0242
2022-02-13,61.0242
2022-02-14,57.2922
2022-02-15,56.0432
2022-02-16,55.8401
2022-02-17,55.5072
2022-02-18,54.6641
2022-02-19,54.6641
2022-02-20,54.6641
2022-02-21,54.6641
2022-02-22,54.5356
2022-02-23,56.8116
2022-02-24,52.7361
2022-02-25,54.3766
2022-02-26,54.3766
2022-02-27,54.3766
2022-02-28,56.4399
2022-03-01,59.5812
2022-03-02,63.0839
2022-03-03,62.4007
2022-03-04,65.284
2022-03-05,65.284
2022-03-06,65.284
2022-03-07,67.2757
2022-03-08,63.1093
2022-03-09,60.9402
2022-03-10,63.02
2022-03-11,60.3456
2022-03-12,60.3456
2022-03-13,60.3456
2022-03-14,52.1663
2022-03-15,52.9578
2022-03-16,53.0649
2022-03-17,56.3311
2022-03-18,56.6017
2022-03-19,56.6017
2022-03-20,56.6017
2022-03-21,57.6626
2022-03-22,58.3966
2022-03-23,59.8604
2022-03-24,61.7763
2022-03-25,65.58
2022-03-26,65.58
2022-03-27,65.58
2022-03-28,62.762
2022-03-29,60.499
2022-03-30,59.5335
2022-03-31,59.1106
2022-04-01,59.4089
2022-04-02,59.4089
2022-04-03,59.4089
2022-04-04,57.6682
2022-04-05,57.0037
2022-04-06,57.2838
2022-04-07,58.0546
2022-04-08,62.6142
2022-04-09,62.6142
2022-04-10,62.6142
2022-04-11,61.6591
2022-04-12,61.2652
2022-04-13,62.9565
2022-04-14,63.5842
2022-04-15,63.5842
2022-04-16,63.5842
2022-04-17,63.5842
2022-04-18,66.3314
2022-04-19,65.2006
2022-04-20,66.1168
2022-04-21,62.5609
2022-04-22,59.1013
2022-04-23,59.1013
2022-04-24,59.1013
2022-04-25,58.1139
2022-04-26,57.7479
2022-04-27,58.4855
2022-04-28,59.2219
2022-04-29,57.9459
2022-04-30,57.9459
2022-05-01,57.9459
2022-05-02,58.2817
2022-05-03,64.4677
2022-05-04,66.5465
2022-05-05,63.4336
2022-05-06,64.7234
2022-05-07,64.7234
2022-05-08,64.7234
2022-05-09,55.1627
2022-05-10,55.7902
2022-05-11,55.6827
2022-05-12,55.8846
2022-05-13,57.4661
2022-05-14,57.4661
2022-05-15,57.4661
2022-05-16,59.1312
2022-05-17,60.1451
2022-05-18,59.032
2022-05-19,58.1964
2022-05-20,58.7997
2022-05-21,58.7997
2022-05-22,58.7997
2022-05-23,62.3018
2022-05-24,62.7502
2022-05-25,65.242
2022-05-26,66.4714
2022-05-27,67.9101
2022-05-28,67.9101
2022-05-29,67.9101
2022-05-30,67.9101
2022-05-31,64.0228
2022-06-01,65.4992
2022-06-02,64.8272
2022-06-03,65.1792
2022-06-04,65.1792
2022-06-05,65.1792
2022-06-06,66.5139
2022-06-07,66.7875
2022-06-08,65.643
2022-06-09,62.8733
2022-06-10,60.7707
2022-06-11,60.7707
2022-06-12,60.7707
2022-06-13,55.5928
2022-06-14,51.8091
2022-06-15,50.7253
2022-06-16,46.1001
2022-06-17,42.0377
2022-06-18,42.0377
2022-06-19,42.0377
2022-06-20,42.0377
2022-06-21,44.5298
2022-06-22,43.5151
2022-06-23,41.4695
2022-06-24,42.5814
2022-06-25,42.5814
2022-06-26,42.5814
2022-06-27,44.2375
2022-06-28,45.8068
2022-06-29,43.9087
2022-06-30,42.21
2022-07-01,43.5363
2022-07-02,43.5363
2022-07-03,43.5363
2022-07-04,43.5363
2022-07-05,42.1825
2022-07-06,41.6683
2022-07-07,44.3259
2022-07-08,44.1884
2022-07-09,44.1884
2022-07-10,44.1884
2022-07-11,44.3923
2022-07-12,44.2877
2022-07-13,46.38
2022-07-14,44.583
2022-07-15,46.1687
2022-07-16,46.1687
2022-07-17,46.1687
2022-07-18,47.4439
2022-07-19,49.2352
2022-07-20,51.08
2022-07-21,49.0447
2022-07-22,48.2262
2022-07-23,48.2262
2022-07-24,48.2262
2022-07-25,51.074
2022-07-26,52.3604
2022-07-27,53.7313
2022-07-28,53.1093
2022-07-29,54.8443
2022-07-30,54.8443
2022-07-31,54.8443
2022-08-01,52.1976
2022-08-02,51.7167
2022-08-03,49.9623
2022-08-04,46.9275
2022-08-05,48.2877
2022-08-06,48.2877
2022-08-07,48.2877
2022-08-08,48.0283
2022-08-09,48.8297
2022-08-10,49.3509
2022-08-11,51.886
2022-08-12,51.8311
2022-08-13,51.8311
2022-08-14,51.8311
2022-08-15,50.9666
2022-08-16,53.1318
2022-08-17,53.5663
2022-08-18,56.5789
2022-08-19,55.7275
2022-08-20,55.7275
2022-08-21,55.7275
2022-08-22,56.4061
2022-08-23,55.5566
2022-08-24,57.8894
2022-08-25,57.8567
2022-08-26,56.5666
2022-08-27,56.5666
2022-08-28,56.5666
2022-08-29,58.1507
2022-08-30,54.5791
2022-08-31,55.8675
2022-09-01,53.764
2022-09-02,53.397
2022-09-03,53.397
2022-09-04,53.397
2022-09-05,53.397
2022-09-06,50.5698
2022-09-07,50.3954
2022-09-08,50.4543
2022-09-09,52.3562
2022-09-10,52.3562
2022-09-11,52.3562
2022-09-12,54.8916
2022-09-13,52.8975
2022-09-14,58.2958
2022-09-15,53.9892
2022-09-16,48.8034
2022-09-17,48.8034
2022-09-18,48.8034
2022-09-19,49.2997
2022-09-20,49.2503
2022-09-21,48.6453
2022-09-22,47.0508
2022-09-23,43.2052
2022-09-24,43.2052
2022-09-25,43.2052
2022-09-26,41.0562
2022-09-27,41.6051
2022-09-28,44.8225
2022-09-29,43.3403
2022-09-30,43.7586
2022-10-01,43.7586
2022-10-02,43.7586
2022-10-03,47.098
2022-10-04,50.1128
2022-10-05,50.614
2022-10-06,50.7845
2022-10-07,51.6236
2022-10-08,51.6236
2022-10-09,51.6236
2022-10-10,49.74
2022-10-11,50.5832
2022-10-12,53.0523
2022-10-13,54.6011
2022-10-14,49.3912
2022-10-15,49.3912
2022-10-16,49.3912
2022-10-17,50.5867
2022-10-18,51.8113
2022-10-19,53.3745
2022-10-20,52.2654
2022-10-21,52.2132
2022-10-22,52.2132
2022-10-23,52.2132
2022-10-24,53.6732
2022-10-25,53.3141
2022-10-26,53.6104
2022-10-27,53.2317
2022-10-28,53.1123
2022-10-29,53.1123
2022-10-30,53.1123
2022-10-31,55.7564
2022-11-01,54.5817
2022-11-02,54.3634
2022-11-03,54.1394
2022-11-04,49.1158
2022-11-05,49.1158
2022-11-06,49.1158
2022-11-07,50.748
2022-11-08,49.6682
2022-11-09,43.6283
2022-11-10,45.8787
2022-11-11,48.3622
2022-11-12,48.3622
2022-11-13,48.3622
2022-11-14,47.5767
2022-11-15,48.5729
2022-11-16,45.146
2022-11-17,46.2191
2022-11-18,45.732
2022-11-19,45.732
2022-11-20,45.732
2022-11-21,45.1901
2022-11-22,48.4097
2022-11-23,48.5214
2022-11-24,48.5214
2022-11-25,48.7225
2022-11-26,48.7225
2022-11-27,48.7225
2022-11-28,47.4625
2022-11-29,50.1307
2022-11-30,49.6768
2022-12-01,48.3191
2022-12-02,47.84
2022-12-03,47.84
2022-12-04,47.84
2022-12-05,44.9644
2022-12-06,43.9336
2022-12-07,43.1155
2022-12-08,41.7825
2022-12-09,40.6302
2022-12-10,40.6302
2022-12-11,40.6302
2022-12-12,41.9344
2022-12-13,42.1121
2022-12-14,41.5853
2022-12-15,43.8733
2022-12-16,42.2693
2022-12-17,42.2693
2022-12-18,42.2693
2022-12-19,41.1355
2022-12-20,41.7743
2022-12-21,43.9577
2022-12-22,42.3966
2022-12-23,44.8911
2022-12-24,44.8911
2022-12-25,44.8911
2022-12-26,44.8911
2022-12-27,46.218
2022-12-28,42.8218
2022-12-29,43.3556
2022-12-30,43.5373
2022-12-31,43.5373
2023-01-01,43.5373
2023-01-02,43.5373
2023-01-03,39.9319
2023-01-04,42.7106
2023-01-05,41.9033
2023-01-06,43.9878
2023-01-07,43.9878
2023-01-08,43.9878
2023-01-09,45.7951
2023-01-10,46.7674
2023-01-11,45.6288
2023-01-12,47.9803
2023-01-13,47.1072
2023-01-14,47.1072
2023-01-15,47.1072
2023-01-16,47.1072
2023-01-17,47.9186
2023-01-18,45.9148
2023-01-19,48.0268
2023-01-20,49.0883
2023-01-21,49.0883
2023-01-22,49.0883
2023-01-23,49.6206
2023-01-24,47.7487
2023-01-25,47.4296
2023-01-26,48.0048
2023-01-27,48.261
2023-01-28,48.261
2023-01-29,48.261
2023-01-30,46.0159
2023-01-31,47.4134
2023-02-01,45.7895
2023-02-02,46.5242
2023-02-03,44.9648
2023-02-04,44.9648
2023-02-05,44.9648
2023-02-06,43.52
2023-02-07,45.337
2023-02-08,44.9711
2023-02-09,45.8343
2023-02-10,48.6515
2023-02-11,48.6515
2023-02-12,48.6515
2023-02-13,48.4313
2023-02-14,50.5166
2023-02-15,48.1659
2023-02-16,47.0515
2023-02-17,43.0312
2023-02-18,43.0312
2023-02-19,43.0312
2023-02-20,43.0312
2023-02-21,41.8095
2023-02-22,42.8995
2023-02-23,48.3297
2023-02-24,51.3506
2023-02-25,51.3506
2023-02-26,51.3506
2023-02-27,50.7301
2023-02-28,49.3255
2023-03-01,50.2636
2023-03-02,52.1963
2023-03-03,53.9186
2023-03-04,53.9186
2023-03-05,53.9186
2023-03-06,51.4579
2023-03-07,52.1554
2023-03-08,49.626
2023-03-09,49.4881
2023-03-10,47.7049
2023-03-11,47.7049
2023-03-12,47.7049
2023-03-13,47.298
2023-03-14,48.8767
2023-03-15,43.7852
2023-03-16,46.5172
2023-03-17,45.5141
2023-03-18,45.5141
2023-03-19,45.5141
